"","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"2022-01-04",365.029999,367.859985,363.549988,365.029999,780900,346.496674
"2022-01-05",363.929993,365.5,357.670013,361.769989,668800,343.402161
"2022-01-06",364,366.799988,359.420013,365.339996,642400,346.790955
"2022-01-07",364,365.559998,355.670013,355.910004,722900,337.839691
"2022-01-10",355.709991,361.619995,355.559998,359.820007,536600,341.551208
"2022-01-11",360.529999,363.670013,356.779999,362.850006,570100,344.427368
"2022-01-12",362.019989,368.769989,362.019989,367.429993,521200,348.774811
"2022-01-13",367.429993,368.769989,363.440002,364.380005,545400,345.879669
"2022-01-14",363.390015,364.73999,358.200012,361.790009,676300,343.421173
"2022-01-18",361,361.399994,355.820007,359.730011,892900,341.46579
"2022-01-19",360.179993,364.640015,356.869995,357.040009,691400,338.912354
"2022-01-20",356.51001,362.529999,351.559998,352.420013,748300,334.526917
"2022-01-21",354.839996,356.269989,350,353.350006,829000,335.409698
"2022-01-24",352.519989,352.929993,341,352.130005,935200,334.251648
"2022-01-25",349.809998,354.910004,345.320007,352.5,837600,334.602875
"2022-01-26",352.350006,357.76001,345.649994,348.179993,742900,330.502167
"2022-01-27",348.420013,353.640015,343.200012,346.26001,923800,328.679657
"2022-01-28",347.160004,360.600006,340.959991,360.570007,881800,342.263153
"2022-01-31",360.040009,363.410004,355.980011,358.529999,947100,340.326691
"2022-02-01",359.640015,359.720001,350.5,355.339996,700900,337.298645
"2022-02-02",357.200012,370.799988,356,370.359985,1021600,351.556061
"2022-02-03",368.230011,369.630005,365.950012,367.329987,562900,348.679871
"2022-02-04",364.980011,367.51001,361,362.850006,788800,344.427368
"2022-02-07",362.850006,364.700012,359.899994,362.75,618200,344.332428
"2022-02-08",363.480011,365.630005,360.329987,362.440002,553500,344.038177
"2022-02-09",366.359985,369.570007,364.200012,369.190002,527400,350.445496
"2022-02-10",363.589996,367.570007,357.059998,359.089996,632500,340.858276
"2022-02-11",359.420013,361.559998,353.779999,358.170013,553800,339.984985
"2022-02-14",357.929993,361.23999,354.350006,355.640015,685700,337.583435
"2022-02-15",357.799988,358.829987,350.660004,351.589996,701200,333.739044
"2022-02-16",352.619995,353.600006,347,351.720001,500800,333.862457
"2022-02-17",350.980011,350.980011,345.769989,346.059998,693400,328.489807
"2022-02-18",345.179993,347.470001,343.329987,343.559998,681900,326.11676
"2022-02-22",342.920013,346.269989,340.079987,342.380005,802300,324.996643
"2022-02-23",373.190002,373.190002,352.269989,353.450012,1342100,335.504608
"2022-02-24",348.959991,353.290009,342.799988,351.630005,1490500,333.777008
"2022-02-25",353.910004,362.720001,353.119995,362.700012,839900,344.284973
"2022-02-28",358.589996,360.079987,352.559998,355.019989,1040600,336.994873
"2022-03-01",357.48999,362.320007,355.049988,358.980011,670600,340.753845
"2022-03-02",359.929993,366.160004,359.079987,365.290009,723500,346.7435
"2022-03-03",367,374.100006,366,372.959991,731000,354.024048
"2022-03-04",370.75,379.850006,369.470001,377.359985,697400,358.200653
"2022-03-07",376.190002,380.420013,373.910004,376.149994,622700,357.052063
"2022-03-08",374.059998,375.519989,366.220001,367.200012,586200,348.556488
"2022-03-09",370,373.01001,365.549988,369.630005,647000,350.863129
"2022-03-10",367.51001,371.100006,366.209991,369.670013,605000,350.901123
"2022-03-11",370.019989,373.040009,365.75,365.98999,455200,347.407928
"2022-03-14",368.369995,369.23999,358.709991,360.070007,673100,341.788513
"2022-03-15",362.899994,362.899994,351.940002,355.140015,811900,338.99176
"2022-03-16",356.579987,359.790009,351,357.720001,891200,341.454437
"2022-03-17",358.679993,367.420013,358.660004,365.779999,619500,349.147949
"2022-03-18",371.570007,372.660004,363.98999,365.709991,1344600,349.081116
"2022-03-21",366.76001,371.440002,365.190002,367.559998,658000,350.847015
"2022-03-22",369.459991,371.390015,365.130005,370.380005,649300,353.538788
"2022-03-23",370.029999,371.980011,366.170013,368.049988,710300,351.314728
"2022-03-24",368.040009,373.119995,368.01001,373.119995,646700,356.154175
"2022-03-25",374,376.410004,371,376,528400,358.903229
"2022-03-28",376.619995,384.839996,376.059998,383.359985,691000,365.928558
"2022-03-29",392.5,398.399994,382.589996,396.470001,921200,378.442474
"2022-03-30",395.359985,397.429993,393.339996,396.160004,437100,378.146545
"2022-03-31",397.959991,400.450012,390.269989,390.279999,1062500,372.533905
"2022-04-01",391.269989,397.26001,390.559998,396.51001,617700,378.480652
"2022-04-04",396.619995,398.01001,388.459991,394.100006,583900,376.180237
"2022-04-05",392.320007,402.690002,392.320007,395.720001,803400,377.726563
"2022-04-06",397.279999,409.440002,394.609985,408.579987,839200,390.001801
"2022-04-07",405,410.640015,402.179993,409.200012,609200,390.593628
"2022-04-08",409.98999,411.890015,408.23999,408.950012,526700,390.355011
"2022-04-11",409.359985,411.670013,398.820007,401.799988,638800,383.530121
"2022-04-12",401.730011,407.609985,398.929993,406.769989,598200,388.274109
"2022-04-13",407.429993,409.529999,402.820007,405.649994,583300,387.205017
"2022-04-14",406.559998,410.700012,404.070007,408.5,510800,389.925476
"2022-04-18",408.529999,411.619995,407.390015,409.609985,658000,390.984985
"2022-04-19",411.98999,416.309998,411.019989,413.170013,520100,394.383148
"2022-04-20",413.350006,421.350006,413.070007,419.899994,592000,400.807098
"2022-04-21",420.529999,421.76001,412.519989,412.570007,548900,393.810394
"2022-04-22",412.100006,413.339996,402.01001,402.359985,571400,384.064636
"2022-04-25",402.920013,403.730011,392.769989,399,933700,380.857422
"2022-04-26",400.690002,403.940002,393.540009,394.200012,799800,376.275696
"2022-04-27",395.700012,400.329987,391.070007,391.380005,671800,373.583893
"2022-04-28",395.140015,399.700012,390.790009,398.970001,577900,380.828796
"2022-04-29",395.140015,395.459991,370.429993,371.5,1385500,354.607849
"2022-05-02",373.660004,374.950012,352.829987,360.049988,1118500,343.678467
"2022-05-03",361.049988,361.470001,353.290009,357.01001,903900,340.776733
"2022-05-04",348.079987,356.200012,345.940002,355.170013,1008400,339.020386
"2022-05-05",356.029999,357.160004,345.440002,349.269989,839900,333.388641
"2022-05-06",345.790009,346.929993,332.380005,336.880005,1153200,321.562042
"2022-05-09",331,331.679993,312.730011,313.690002,1175800,299.426483
"2022-05-10",318.109985,320.26001,311.350006,312.369995,1269000,298.166473
"2022-05-11",313.399994,320.309998,312.049988,312.790009,1065500,298.567413
"2022-05-12",315.040009,317.339996,309.630005,314.140015,782800,299.856018
"2022-05-13",316.809998,319.320007,311.609985,318.529999,783300,304.046387
"2022-05-16",318.5,321.109985,316.179993,319.170013,597000,304.657318
"2022-05-17",321.640015,321.640015,312.640015,316.459991,632200,302.070496
"2022-05-18",316.140015,316.709991,305.929993,306.899994,623700,292.94519
"2022-05-19",305.609985,312.350006,303.579987,309.769989,1100600,295.684692
"2022-05-20",312.5,313.630005,309.019989,312.910004,606400,298.681946
"2022-05-23",315.890015,320.190002,310.869995,320.100006,697800,305.545013
"2022-05-24",318.829987,327.200012,318,325.98999,1069800,311.167206
"2022-05-25",324.450012,327.149994,319.51001,324.869995,1111700,310.098145
"2022-05-26",326.440002,328.970001,324.809998,325.899994,574700,311.081299
"2022-05-27",327.329987,336.51001,327.329987,335.769989,602500,320.502472
"2022-05-31",333.709991,334.519989,329.709991,330.640015,1388700,315.605774
"2022-06-01",331.049988,334.75,324.980011,330.619995,738200,315.58667
"2022-06-02",328.649994,333.100006,321.51001,332.920013,568300,317.782104
"2022-06-03",330.459991,334.679993,327.140015,330.720001,521900,315.682129
"2022-06-06",332.649994,332.649994,321.880005,322.51001,848200,307.845459
"2022-06-07",321.630005,330.950012,320.350006,330.649994,716100,315.615295
"2022-06-08",328.640015,328.640015,315.859985,316.559998,725200,302.165955
"2022-06-09",315.279999,319.399994,309.640015,309.76001,549600,295.675171
"2022-06-10",305.980011,311.920013,304,307.429993,906800,293.451111
"2022-06-13",301.019989,304.209991,295.769989,297.480011,782200,283.953583
"2022-06-14",296.230011,300.579987,293.390015,297.839996,904300,286.221497
"2022-06-15",298.51001,309.019989,298.369995,304.170013,819100,292.304565
"2022-06-16",298.079987,305.839996,298.079987,300.790009,811200,289.056427
"2022-06-17",301.109985,306.209991,296.630005,298.540009,1439200,286.894196
"2022-06-21",301.399994,305.119995,299.450012,302.089996,595300,290.305695
"2022-06-22",300.450012,310.640015,300.450012,306.230011,736100,294.28421
"2022-06-23",308.01001,310.350006,305.209991,308.170013,755600,296.148529
"2022-06-24",310.299988,314.839996,307.529999,314.190002,878100,301.933685
"2022-06-27",313,316.230011,311.089996,313.709991,539500,301.472412
"2022-06-28",316.459991,318.190002,311.089996,311.459991,593300,299.310181
"2022-06-29",311.459991,313.25,309.079987,311.059998,598200,298.925781
