"","DVA.Open","DVA.High","DVA.Low","DVA.Close","DVA.Volume","DVA.Adjusted"
"2020-08-18",86.160004,86.940002,85.230003,86.540001,1005400,86.540001
"2020-08-19",86.849998,87.169998,85.900002,86.209999,661300,86.209999
"2020-08-20",86.18,88.370003,86.099998,86.720001,1163700,86.720001
"2020-08-21",86.870003,87,86.010002,86.800003,815200,86.800003
"2020-08-24",87.019997,87.970001,86.879997,87.57,749400,87.57
"2020-08-25",87.800003,88.339996,87.050003,87.709999,578100,87.709999
"2020-08-26",87.150002,87.599998,86.419998,87.519997,562700,87.519997
"2020-08-27",87.720001,87.730003,86.629997,86.949997,1123800,86.949997
"2020-08-28",86.669998,87.480003,86.489998,86.940002,916400,86.940002
"2020-08-31",86.220001,88.400002,86.220001,86.760002,1351200,86.760002
"2020-09-01",87.099998,88.18,86.739998,87.339996,1061300,87.339996
"2020-09-02",87.330002,89.75,87.050003,89.440002,1221500,89.440002
"2020-09-03",89.300003,90.599998,87,87.489998,898500,87.489998
"2020-09-04",87.629997,87.839996,86.010002,87.059998,1920700,87.059998
"2020-09-08",86.839996,86.839996,84.889999,85,2312600,85
"2020-09-09",85.5,88.419998,85.330002,87.970001,1030800,87.970001
"2020-09-10",88.209999,89.120003,87.480003,87.589996,1054500,87.589996
"2020-09-11",88,88.389999,87.199997,88.050003,1659100,88.050003
"2020-09-14",88.120003,88.529999,87.139999,87.790001,2959300,87.790001
"2020-09-15",88.349998,90.809998,88.349998,89.839996,2145400,89.839996
"2020-09-16",90.970001,92.669998,90.269997,91.839996,1129600,91.839996
"2020-09-17",91.830002,91.989998,88.949997,90.139999,1295200,90.139999
"2020-09-18",90.400002,90.400002,86.540001,87.32,2445000,87.32
"2020-09-21",86.309998,86.459999,82.519997,85.120003,1400000,85.120003
"2020-09-22",84.540001,85.230003,82.580002,84.639999,1592200,84.639999
"2020-09-23",84.660004,84.669998,81.739998,82.410004,1234400,82.410004
"2020-09-24",81.910004,82.559998,81.029999,81.559998,1192500,81.559998
"2020-09-25",82.620003,84.209999,82.059998,83.900002,1903200,83.900002
"2020-09-28",84.410004,85.860001,84.059998,84.5,901700,84.5
"2020-09-29",84.629997,85.160004,83.379997,84.139999,855200,84.139999
"2020-09-30",83.82,86.610001,83.760002,85.650002,1151500,85.650002
"2020-10-01",86.480003,86.870003,80.849998,82.82,2617700,82.82
"2020-10-02",81.660004,84.900002,81.019997,84.290001,1125500,84.290001
"2020-10-05",84.669998,87.230003,84.669998,86.629997,1024800,86.629997
"2020-10-06",86.709999,87.110001,84.809998,85.309998,1216100,85.309998
"2020-10-07",85.550003,87.900002,85.550003,87.190002,905600,87.190002
"2020-10-08",87.650002,88.839996,87.480003,88.599998,721500,88.599998
"2020-10-09",89.459999,89.739998,86.559998,87.860001,932800,87.860001
"2020-10-12",87.889999,89.5,87.889999,88.910004,723200,88.910004
"2020-10-13",88.160004,89.230003,87.449997,88.349998,420700,88.349998
