"","ALK.Open","ALK.High","ALK.Low","ALK.Close","ALK.Volume","ALK.Adjusted"
"2022-01-12",55.610001,56.18,55.02,55.150002,1207600,55.150002
"2022-01-13",55.5,57.599998,55.200001,56.549999,1901000,56.549999
"2022-01-14",55.880001,56.34,54.950001,55.790001,1552400,55.790001
"2022-01-18",55.029999,56.150002,54.82,54.98,1335400,54.98
"2022-01-19",55.130001,55.700001,54.299999,54.369999,1587500,54.369999
"2022-01-20",54.599998,55.669998,53.68,53.810001,1646700,53.810001
"2022-01-21",53.490002,53.759998,51.82,52.02,2106200,52.02
"2022-01-24",50.59,51.5,48.73,51.400002,3193600,51.400002
"2022-01-25",50.75,52.5,50.669998,52.189999,2487400,52.189999
"2022-01-26",53.209999,54.029999,51.580002,52.310001,2531900,52.310001
"2022-01-27",53.860001,56.049999,52.389999,52.599998,3345000,52.599998
"2022-01-28",52.259998,52.630001,49.73,52.25,2280800,52.25
"2022-01-31",51.57,54.84,51.380001,54.740002,2220100,54.740002
"2022-02-01",55.009998,55.880001,54.41,54.810001,1908500,54.810001
"2022-02-02",54.560001,54.900002,53.599998,54.349998,1534800,54.349998
"2022-02-03",54.099998,54.610001,53.119999,53.240002,1374200,53.240002
"2022-02-04",52.82,53.740002,52.330002,53.490002,1282400,53.490002
"2022-02-07",54.529999,55.889999,54.48,55.360001,2038200,55.360001
"2022-02-08",55.93,57.740002,55.349998,57.650002,2328500,57.650002
"2022-02-09",58,59.16,57.860001,58.59,2096600,58.59
"2022-02-10",58.09,59.869999,57.889999,58.619999,2001100,58.619999
"2022-02-11",58.919998,59.68,55.900002,56.84,2248400,56.84
"2022-02-14",57.049999,58.080002,56.57,57.009998,2260200,57.009998
"2022-02-15",58.709999,60.25,58.400002,59.91,2514300,59.91
"2022-02-16",59.369999,61.07,59.150002,60.310001,1915900,60.310001
"2022-02-17",59.380001,59.830002,58.48,58.889999,1207000,58.889999
"2022-02-18",58.799999,59.919998,58.41,58.790001,2603700,58.790001
"2022-02-22",58,59.23,57.349998,57.830002,1745200,57.830002
"2022-02-23",58.290001,58.509998,55.639999,55.82,1758700,55.82
"2022-02-24",52.48,56.459999,51.619999,56.200001,2608600,56.200001
"2022-02-25",56.75,58.150002,56.34,57.57,2021700,57.57
"2022-02-28",56.349998,56.900002,55.200001,56.139999,2879100,56.139999
"2022-03-01",55.349998,55.740002,51.950001,52.34,3083700,52.34
"2022-03-02",53.18,53.650002,52.02,52.619999,1975100,52.619999
"2022-03-03",53.23,53.75,51.040001,51.419998,1915300,51.419998
"2022-03-04",50.099998,50.549999,48.52,49.139999,2533300,49.139999
"2022-03-07",48.5,48.869999,43.619999,43.689999,3682500,43.689999
"2022-03-08",45.080002,48.790001,43.459999,46.669998,4209500,46.669998
"2022-03-09",48.560001,50.060001,48.290001,48.630001,3640700,48.630001
"2022-03-10",47.610001,49.77,46.799999,49.150002,2121200,49.150002
"2022-03-11",50.560001,50.759998,48.599998,48.82,2191800,48.82
"2022-03-14",49.5,50.810001,48.529999,49.599998,2467000,49.599998
"2022-03-15",52.18,53.330002,50.540001,51.740002,2710600,51.740002
"2022-03-16",52.380001,54.849998,52.380001,54.689999,2889900,54.689999
"2022-03-17",53.169998,54.549999,52.700001,54.32,2008900,54.32
"2022-03-18",54.060001,55.580002,53.580002,55.189999,2435100,55.189999
"2022-03-21",54.540001,54.759998,53.029999,53.740002,2016800,53.740002
"2022-03-22",54.290001,55.169998,54.209999,54.529999,1738000,54.529999
"2022-03-23",54.049999,54.759998,53.799999,54.119999,2184600,54.119999
"2022-03-24",55.400002,56,54.259998,55.939999,2265800,55.939999
"2022-03-25",56.529999,57.77,56.099998,57.439999,2196600,57.439999
"2022-03-28",57.75,58.110001,56.599998,57.189999,1931700,57.189999
"2022-03-29",58.880001,59.540001,57.48,58.389999,2999800,58.389999
"2022-03-30",57.849998,58.599998,57.389999,58.009998,1635400,58.009998
"2022-03-31",58.169998,58.849998,57.630001,58.009998,1438000,58.009998
"2022-04-01",58.360001,58.759998,57.450001,57.950001,1601300,57.950001
"2022-04-04",57.580002,57.790001,56.73,57.16,1203500,57.16
"2022-04-05",57.240002,57.75,55.77,56.869999,2614300,56.869999
"2022-04-06",55.400002,55.77,53.48,55.040001,2314400,55.040001
"2022-04-07",54.639999,54.639999,52.32,53.400002,2139100,53.400002
"2022-04-08",53.470001,53.68,52.189999,52.290001,1691400,52.290001
"2022-04-11",52.25,54.040001,51.91,52.82,1474900,52.82
"2022-04-12",53,53.959999,52.529999,53.450001,1344800,53.450001
"2022-04-13",56.34,57,55.040001,56.240002,2348100,56.240002
"2022-04-14",56.68,57.880001,56.52,57.110001,1582200,57.110001
"2022-04-18",56.759998,57.470001,56.27,56.849998,1269800,56.849998
"2022-04-19",57.470001,58.82,57.189999,58.27,2273400,58.27
"2022-04-20",58.540001,59.419998,58.459999,58.689999,2533400,58.689999
"2022-04-21",61,61.549999,58.43,58.779999,4019600,58.779999
"2022-04-22",59.34,59.369999,56.330002,56.549999,3021400,56.549999
"2022-04-25",56.040001,56.799999,55.029999,56.439999,2137100,56.439999
"2022-04-26",55.599998,55.799999,53.360001,53.860001,2646000,53.860001
"2022-04-27",53.700001,54.91,52.790001,54.290001,2398900,54.290001
"2022-04-28",55.290001,55.720001,53.709999,55.540001,1721900,55.540001
"2022-04-29",55.060001,56.080002,54.18,54.389999,1676900,54.389999
"2022-05-02",54.130001,54.450001,51.509998,53.060001,2680200,53.060001
"2022-05-03",53.580002,53.779999,52.419998,53.060001,1752400,53.060001
"2022-05-04",52.16,53.599998,51.740002,53.5,2085700,53.5
"2022-05-05",52.509998,53.080002,50.740002,51.139999,1878100,51.139999
"2022-05-06",51,51.080002,49.099998,50.220001,1577200,50.220001
"2022-05-09",49.23,49.5,47.049999,47.27,2302500,47.27
"2022-05-10",47.939999,48.470001,46.560001,47.470001,1888800,47.470001
"2022-05-11",47.349998,48.599998,45.66,45.810001,1840700,45.810001
"2022-05-12",45.240002,45.959999,43.389999,44.610001,2423600,44.610001
"2022-05-13",45.279999,46.450001,45.049999,46.150002,2044100,46.150002
"2022-05-16",45.93,46.400002,45.470001,45.599998,1224200,45.599998
"2022-05-17",47.240002,48.240002,46.709999,48.02,1671000,48.02
"2022-05-18",47.32,48.150002,46.389999,46.580002,1580300,46.580002
"2022-05-19",45.950001,47.700001,45.860001,46.759998,1557500,46.759998
"2022-05-20",47.529999,47.73,45.099998,46.099998,1428200,46.099998
"2022-05-23",46.98,47.299999,45.849998,46.459999,1373300,46.459999
"2022-05-24",45.630001,45.689999,43.799999,44.209999,1490200,44.209999
"2022-05-25",44.200001,45.759998,43.880001,45.16,2227400,45.16
"2022-05-26",45.919998,47.669998,45.919998,47.130001,2332900,47.130001
"2022-05-27",47.310001,48.529999,47.310001,48.43,1385300,48.43
"2022-05-31",47.34,48.77,46.880001,48.259998,1818700,48.259998
"2022-06-01",48.68,48.970001,46.009998,46.57,1945200,46.57
"2022-06-02",46.540001,47.610001,46.450001,47.389999,1270600,47.389999
"2022-06-03",47.02,49.299999,46.459999,48.880001,3661400,48.880001
"2022-06-06",49.700001,49.779999,48.32,48.849998,1417800,48.849998
"2022-06-07",48.150002,49.5,48.060001,49.330002,1231200,49.330002
"2022-06-08",48.509998,49.139999,47.790001,48.110001,1309200,48.110001
"2022-06-09",47.509998,47.84,46.060001,46.07,1295900,46.07
"2022-06-10",45.200001,46.009998,43.810001,44,2083200,44
"2022-06-13",42.700001,43,40.700001,40.93,3072500,40.93
"2022-06-14",41.299999,41.509998,39.919998,40.599998,2137100,40.599998
"2022-06-15",41.18,42,40.720001,41.18,1779600,41.18
"2022-06-16",40,40.09,38.200001,38.68,2241500,38.68
"2022-06-17",39.259998,40.639999,38.189999,40.419998,3009500,40.419998
"2022-06-21",41.240002,41.330002,39.810001,40.509998,1786400,40.509998
"2022-06-22",40.110001,40.939999,39.990002,40.369999,1304400,40.369999
"2022-06-23",39.849998,40.299999,38.869999,39.900002,1824400,39.900002
"2022-06-24",39.919998,42.07,39.849998,41.919998,1696600,41.919998
"2022-06-27",42,42.07,40.779999,40.869999,1514100,40.869999
"2022-06-28",41.540001,42.82,40.68,40.779999,1243900,40.779999
"2022-06-29",40.259998,40.619999,39.700001,40.48,1825200,40.48
