"","ADSK.Open","ADSK.High","ADSK.Low","ADSK.Close","ADSK.Volume","ADSK.Adjusted"
"2022-01-05",276.51001,278.070007,263.809998,264.320007,1559900,264.320007
"2022-01-06",261.940002,266.070007,259.940002,264.109985,1679400,264.109985
"2022-01-07",262.5,266.640015,258.48999,262.320007,1179000,262.320007
"2022-01-10",256.540009,262.730011,250.600006,262.390015,1637500,262.390015
"2022-01-11",260.470001,271.98999,260,270.630005,1373100,270.630005
"2022-01-12",271.26001,274.950012,265.290009,269.600006,1186900,269.600006
"2022-01-13",271.809998,273.309998,259.589996,260.170013,1297900,260.170013
"2022-01-14",258.079987,261.369995,251.139999,259.100006,1856700,259.100006
"2022-01-18",253.899994,257.98999,251.199997,252.029999,1612900,252.029999
"2022-01-19",253.880005,259.5,252.839996,254.350006,1609600,254.350006
"2022-01-20",258.899994,262.48999,252.139999,252.410004,1908400,252.410004
"2022-01-21",250.220001,250.610001,238.820007,239.190002,2880200,239.190002
"2022-01-24",234.25,246.289993,229.619995,245.350006,3647000,245.350006
"2022-01-25",240.020004,240.940002,230.929993,233.779999,2851300,233.779999
"2022-01-26",237.100006,242.550003,230.860001,233.279999,1989200,233.279999
"2022-01-27",235.610001,239.75,228.070007,228.660004,1562800,228.660004
"2022-01-28",229.610001,239.779999,226.399994,239.539993,1958800,239.539993
"2022-01-31",239.710007,249.910004,239.289993,249.789993,1415700,249.789993
"2022-02-01",250.889999,250.960007,244.559998,249.770004,1468500,249.770004
"2022-02-02",250.929993,252.339996,245.860001,248,1431800,248
"2022-02-03",242.449997,245.839996,236.809998,237.759995,1570000,237.759995
"2022-02-04",235.520004,244.649994,235.509995,241.240005,1458400,241.240005
"2022-02-07",242.539993,245.419998,239.470001,240.479996,1313300,240.479996
"2022-02-08",240.190002,242.259995,237,241.100006,1635600,241.100006
"2022-02-09",244.350006,251.419998,244.199997,251.339996,1441700,251.339996
"2022-02-10",242.679993,248.029999,236.490005,238.520004,2050100,238.520004
"2022-02-11",239.770004,241.080002,226.610001,227.130005,1864900,227.130005
"2022-02-14",227.660004,231.330002,223.809998,226.899994,1692500,226.899994
"2022-02-15",229.940002,234.410004,227.690002,233.380005,1377900,233.380005
"2022-02-16",232.729996,234.820007,227.270004,233.740005,1358000,233.740005
"2022-02-17",231.300003,231.789993,222.190002,223.389999,2230400,223.389999
"2022-02-18",224.490005,228.110001,216.190002,216.839996,2792900,216.839996
"2022-02-22",216.5,219.789993,215,215.649994,3351800,215.649994
"2022-02-23",217.740005,218.899994,208.740005,209.020004,2786300,209.020004
"2022-02-24",204.130005,218.339996,199.630005,218.179993,4380600,218.179993
"2022-02-25",218.179993,226.710007,212.729996,219.619995,2886000,219.619995
"2022-02-28",218.190002,221.630005,216.460007,220.229996,1926700,220.229996
"2022-03-01",220.940002,222.619995,213.300003,214,1845900,214
"2022-03-02",216.339996,218.160004,209.520004,216.509995,1677100,216.509995
"2022-03-03",219.449997,219.449997,208.559998,210,1730000,210
"2022-03-04",209,212.350006,206.520004,207.660004,1963000,207.660004
"2022-03-07",207.899994,209.690002,199.020004,199.089996,1930500,199.089996
"2022-03-08",197.699997,202.570007,192.339996,195.949997,1974000,195.949997
"2022-03-09",202.710007,207.759995,200.979996,204.880005,1850000,204.880005
"2022-03-10",199.880005,203.070007,198.039993,199.789993,1458900,199.789993
"2022-03-11",198.259995,200.630005,192.110001,192.309998,1987000,192.309998
"2022-03-14",192.309998,194.169998,186.289993,188.699997,2193900,188.699997
"2022-03-15",190.360001,193.720001,188.990005,192.429993,1696700,192.429993
"2022-03-16",195.970001,204.630005,195.360001,204.5,2431900,204.5
"2022-03-17",204.050003,212.220001,202.369995,211.649994,2241400,211.649994
"2022-03-18",210,215.309998,209.850006,213.300003,2777300,213.300003
"2022-03-21",211.729996,213.839996,208.059998,212.380005,1641000,212.380005
"2022-03-22",211.979996,218.869995,211.020004,216.660004,1470700,216.660004
"2022-03-23",213.759995,214.970001,206.330002,207.339996,2462900,207.339996
"2022-03-24",208.899994,213.080002,204.580002,213.050003,2507700,213.050003
"2022-03-25",213.259995,214.740005,207.759995,212.139999,1466000,212.139999
"2022-03-28",212.869995,216.089996,211.449997,215.410004,1698200,215.410004
"2022-03-29",219.550003,223.449997,217.960007,223,1799200,223
"2022-03-30",218.619995,223.809998,218.279999,221,1747100,221
"2022-03-31",219.419998,221.710007,214.190002,214.350006,1967700,214.350006
"2022-04-01",215.619995,217.229996,210.559998,213.039993,1329100,213.039993
"2022-04-04",213.880005,220.410004,213.75,218.770004,1128400,218.770004
"2022-04-05",218.160004,218.580002,210.679993,211.550003,1415800,211.550003
"2022-04-06",207.229996,208.979996,202.580002,203.940002,1947000,203.940002
"2022-04-07",202.429993,206.860001,201.520004,204.770004,1391900,204.770004
"2022-04-08",201.940002,205.470001,198.199997,202.25,1421100,202.25
"2022-04-11",198.410004,202.089996,197.649994,199.029999,1455300,199.029999
"2022-04-12",203.399994,206.229996,195.240005,196.139999,1335900,196.139999
"2022-04-13",196,202.190002,195.339996,201.740005,1158900,201.740005
"2022-04-14",202.970001,203.169998,196.220001,196.729996,1197200,196.729996
"2022-04-18",195.089996,198.699997,193.639999,196.539993,1142200,196.539993
"2022-04-19",194.350006,205.740005,194.350006,203.800003,1764200,203.800003
"2022-04-20",205.860001,207.050003,201.720001,201.919998,1244500,201.919998
"2022-04-21",204.919998,209,193.979996,195.130005,1536900,195.130005
"2022-04-22",194.570007,195.619995,187.070007,187.309998,1686900,187.309998
"2022-04-25",186.649994,191.539993,185.550003,191.149994,1719000,191.149994
"2022-04-26",189.330002,190,183.839996,185.589996,1606000,185.589996
"2022-04-27",185.589996,189.679993,180.190002,180.470001,1917800,180.470001
"2022-04-28",185.25,198.039993,184.949997,195.839996,2083700,195.839996
"2022-04-29",193.710007,196.600006,188.759995,189.279999,1425800,189.279999
"2022-05-02",189.229996,193.279999,186.759995,192.899994,1741600,192.899994
"2022-05-03",192.360001,194.160004,188.889999,193.220001,1696100,193.220001
"2022-05-04",193.699997,204.100006,191.580002,203.75,2023700,203.75
"2022-05-05",203.779999,204.789993,195.610001,198.389999,3483900,198.389999
"2022-05-06",196.389999,197.649994,187.110001,193.770004,2921600,193.770004
"2022-05-09",189.330002,191.910004,185.029999,186.320007,3236800,186.320007
"2022-05-10",193.300003,194.320007,181.169998,186.410004,2757000,186.410004
"2022-05-11",183.509995,191.830002,179.75,180.679993,2388400,180.679993
"2022-05-12",177.479996,186.639999,175.410004,185.050003,2554300,185.050003
"2022-05-13",187.119995,197.5,186.559998,197.070007,1731400,197.070007
"2022-05-16",194.449997,196.380005,191.660004,192.580002,1342900,192.580002
"2022-05-17",197,198.990005,189.539993,195.639999,1596100,195.639999
"2022-05-18",192.089996,193.949997,186.399994,187.979996,1286900,187.979996
"2022-05-19",187.399994,196.820007,186.279999,193.720001,1554500,193.720001
"2022-05-20",196.210007,197.970001,185.580002,191.410004,2246100,191.410004
"2022-05-23",182.949997,184.880005,173.899994,183.509995,3781100,183.509995
"2022-05-24",181.479996,182.929993,176.429993,179.550003,2368300,179.550003
"2022-05-25",180.119995,187.660004,178.600006,186.529999,1841800,186.529999
"2022-05-26",187.380005,193.559998,185.419998,191.630005,2278000,191.630005
"2022-05-27",204,211.850006,201,211.380005,2985300,211.380005
"2022-05-31",209.690002,210.029999,204.059998,207.75,3012800,207.75
"2022-06-01",210,212.789993,205.789993,207.380005,1417600,207.380005
"2022-06-02",207.220001,214.240005,206.729996,214.089996,1509800,214.089996
"2022-06-03",210.080002,210.850006,206.309998,208.369995,1105200,208.369995
"2022-06-06",211.270004,212.289993,207.470001,208.600006,835400,208.600006
"2022-06-07",206.509995,211.130005,205.100006,207.169998,1249800,207.169998
"2022-06-08",206.320007,207.589996,203.350006,203.729996,872900,203.729996
"2022-06-09",202.770004,203.190002,194.960007,195.059998,975400,195.059998
"2022-06-10",189.839996,190.699997,184.449997,187.080002,1722900,187.080002
"2022-06-13",179.610001,182.279999,172.160004,173.100006,1914800,173.100006
"2022-06-14",174.399994,175.389999,170.059998,171.589996,1591300,171.589996
"2022-06-15",174.570007,180.270004,171.669998,176.710007,1911700,176.710007
"2022-06-16",171.029999,171.619995,163.199997,164.309998,2104600,164.309998
"2022-06-17",164.389999,169.809998,164.389999,167.770004,3324000,167.770004
"2022-06-21",170.089996,172.550003,166.270004,166.880005,1464900,166.880005
"2022-06-22",166.080002,171.130005,165.009995,169.149994,1705700,169.149994
"2022-06-23",173.139999,183.869995,171.949997,183.410004,2636900,183.410004
"2022-06-24",184.320007,192.990005,183.25,192.479996,2814100,192.479996
"2022-06-27",191.479996,193.330002,184.509995,185.869995,1814300,185.869995
"2022-06-28",186.619995,186.619995,176.309998,176.809998,1561000,176.809998
"2022-06-29",177.699997,179.490005,174.360001,176.850006,1305600,176.850006
