"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"2022-01-05",134.330002,134.839996,132.300003,132.389999,1846800,131.485703
"2022-01-06",132.660004,133.410004,131.389999,133.160004,2205700,132.250443
"2022-01-07",133.240005,133.830002,131.539993,133.25,1962200,132.339828
"2022-01-10",132.259995,132.729996,130.449997,131.5,2510200,130.601776
"2022-01-11",131.529999,132.059998,129.289993,131.949997,2479700,131.048706
"2022-01-12",132.229996,133.899994,132.009995,133.479996,2156300,132.568253
"2022-01-13",133.880005,134.110001,129.229996,129.559998,1893800,128.675018
"2022-01-14",128.580002,128.639999,125.629997,126.599998,3628600,125.735245
"2022-01-18",125.559998,127.010002,124.260002,126.379997,3195400,125.516747
"2022-01-19",126.870003,128.309998,125.809998,125.809998,2549700,124.950638
"2022-01-20",126.480003,128.029999,125.860001,126.120003,2744800,125.25853
"2022-01-21",126.199997,127.440002,125.400002,125.639999,4442300,124.781807
"2022-01-24",123.599998,125.949997,121.129997,125.32,4011800,124.463997
"2022-01-25",123.730003,124.949997,121.730003,123.949997,3164500,123.103348
"2022-01-26",125.339996,125.75,120.970001,122.150002,3084000,121.315651
"2022-01-27",123.419998,125.209999,121.529999,122.400002,3255200,121.563934
"2022-01-28",122.459999,124.540001,120.580002,124.349998,3736100,123.500618
"2022-01-31",124.559998,126.889999,124.419998,126.660004,3022900,125.794838
"2022-02-01",127.040001,127.330002,125.290001,127.040001,2355200,126.172249
"2022-02-02",126.790001,129.199997,126.610001,129.029999,2584600,128.148651
"2022-02-03",127.269997,128.580002,125.660004,127.889999,2919700,127.016441
"2022-02-04",127.440002,130.759995,126.980003,129.759995,4300100,128.873657
"2022-02-07",129.789993,130,127.300003,127.68,1795300,126.807869
"2022-02-08",127.010002,128.080002,124.510002,127.589996,3400300,126.718483
"2022-02-09",129.009995,130.699997,128.839996,129.050003,2172900,128.168518
"2022-02-10",127,128.649994,126.279999,126.720001,2670100,125.854431
"2022-02-11",126.620003,127.459999,124.900002,125.93,3018400,125.069824
"2022-02-14",125.870003,126.629997,123.93,124.839996,2736200,123.987267
"2022-02-15",126.5,127.07,124.769997,125.220001,2252100,124.364677
"2022-02-16",124.599998,126.57,124.309998,125.720001,2600300,124.861267
"2022-02-17",124.919998,125.07,123.099998,123.25,3017100,122.408134
"2022-02-18",123.540001,124.190002,122.110001,122.870003,2332100,122.030731
"2022-02-22",122.870003,123.860001,122.459999,123.120003,2513500,122.279022
"2022-02-23",123.349998,126.120003,123.230003,123.690002,4009000,122.845131
"2022-02-24",120.949997,128.070007,120.900002,127.919998,5109200,127.046234
"2022-02-25",127.75,128.809998,126.360001,128.470001,3997400,127.592484
"2022-02-28",126.419998,128.770004,126.419998,128.119995,3358100,127.244865
"2022-03-01",128.160004,129.100006,127.029999,127.75,3858300,126.877396
"2022-03-02",129.419998,130.690002,128.490005,129.949997,2463300,129.062363
"2022-03-03",130.490005,132.720001,130.259995,131.399994,2894100,130.502457
"2022-03-04",130.949997,135.860001,130.259995,135.699997,4346200,134.773087
"2022-03-07",135.919998,137.229996,132.330002,132.389999,5369400,131.485703
"2022-03-08",131,131.169998,124.610001,124.669998,5014700,123.818428
"2022-03-09",126.300003,129.389999,124.639999,128.779999,3240800,127.900352
"2022-03-10",126.599998,129.679993,126.599998,129.559998,3456100,128.675018
"2022-03-11",129.320007,129.919998,126.190002,126.360001,2582100,125.496887
"2022-03-14",126.580002,128.429993,125.580002,126.220001,2560700,125.357849
"2022-03-15",127.639999,130.610001,127.010002,130.259995,2567200,129.370239
"2022-03-16",130.440002,131.839996,129.119995,131.619995,2430200,131.103409
"2022-03-17",131.460007,133.610001,131.460007,133.600006,2077500,133.075653
"2022-03-18",134.029999,137.399994,134,136.899994,3078300,136.362686
"2022-03-21",136.25,137.210007,135.25,135.970001,1774800,135.43634
"2022-03-22",135.899994,136.910004,135.619995,136.399994,1967000,135.864655
"2022-03-23",136,136.039993,134.690002,134.899994,2302200,134.370544
"2022-03-24",135.479996,135.649994,134.070007,135.089996,2553300,134.559799
"2022-03-25",135.619995,135.880005,134.509995,135.259995,2159900,134.729126
"2022-03-28",135.169998,135.600006,134.710007,135.179993,1798200,134.649445
"2022-03-29",135.279999,135.490005,131.479996,132.649994,2520300,132.129364
"2022-03-30",132.649994,134.690002,132.649994,134.350006,1861900,133.822708
"2022-03-31",134.270004,136.039993,132.110001,132.119995,3263500,131.601456
"2022-04-01",132.130005,133.050003,131.509995,132.699997,1731200,132.179184
"2022-04-04",132.699997,132.929993,130.039993,130.619995,1687700,130.107346
"2022-04-05",130.75,133.520004,130.020004,130.529999,2174800,130.0177
"2022-04-06",129.759995,130.419998,128.369995,129.130005,3364700,128.623199
"2022-04-07",129.110001,130.380005,128.100006,129.880005,3611800,129.370255
"2022-04-08",130.410004,132.300003,129.679993,129.889999,5297000,129.380203
"2022-04-11",129.490005,129.789993,126.720001,128.100006,4007700,127.597244
"2022-04-12",127.889999,129.270004,124.599998,124.830002,2955100,124.340073
"2022-04-13",124.739998,126.099998,124.220001,125.830002,2049400,125.336143
"2022-04-14",125.730003,126.529999,124.040001,124.529999,4302000,124.041245
"2022-04-18",124,124.589996,122.089996,122.620003,2046900,122.138748
"2022-04-19",122.599998,123.050003,121.559998,122.93,4039900,122.447525
"2022-04-20",123.169998,125.370003,122.620003,123.849998,2579100,123.363914
"2022-04-21",124.489998,124.489998,120.389999,120.709999,2882400,120.236237
"2022-04-22",120.43,120.970001,117.089996,117.25,3896100,116.789818
"2022-04-25",116.57,116.919998,114.5,116.849998,5443600,116.391388
"2022-04-26",117.010002,117.139999,114.230003,114.330002,3108400,113.881279
"2022-04-27",114.360001,117.349998,114.190002,116.699997,3542500,116.241974
"2022-04-28",117.589996,119.599998,116.839996,119.25,2922600,118.781967
"2022-04-29",118.349998,119.470001,115.529999,115.809998,3641700,115.355469
"2022-05-02",115.260002,116.68,111.720001,113.480003,2825500,113.034622
"2022-05-03",113.470001,115.230003,113.239998,114.480003,3704100,114.030693
"2022-05-04",114.669998,114.800003,103,109.860001,8336400,109.428825
"2022-05-05",108.169998,108.489998,100.889999,101.629997,9393400,101.231125
"2022-05-06",101.360001,101.480003,98.669998,99.809998,7995700,99.418266
"2022-05-09",97.870003,102.010002,96.550003,96.989998,5503600,96.609329
"2022-05-10",99.190002,100.07,95.43,96.470001,5215700,96.091377
"2022-05-11",95.849998,97.739998,94.519997,94.550003,4052700,94.178917
"2022-05-12",94.290001,97.190002,93.519997,95.5,4099600,95.125183
"2022-05-13",96.559998,99.25,95.769997,98.269997,3984500,97.884308
"2022-05-16",97.760002,98.279999,96.239998,97.309998,2811800,96.928078
"2022-05-17",98.839996,99.5,97.360001,99.120003,3343800,98.73098
"2022-05-18",97.860001,98.360001,94.690002,95.110001,3181200,94.736717
"2022-05-19",93.610001,96.919998,93.449997,95.900002,3671900,95.523613
"2022-05-20",96.480003,97.889999,95.699997,97.620003,3235900,97.236862
"2022-05-23",99.080002,99.080002,96.68,98.110001,3024000,97.724937
"2022-05-24",97.660004,98.75,96.5,98.360001,2168600,97.973961
"2022-05-25",97.599998,98.559998,96.620003,97.519997,4443700,97.137253
"2022-05-26",98.120003,100.129997,97.230003,99.529999,3645400,99.139366
"2022-05-27",100.690002,102.699997,100.220001,102.699997,2482100,102.296921
"2022-05-31",102.279999,102.889999,101.720001,102.389999,4122000,101.988144
"2022-06-01",102.32,103.489998,101.529999,101.989998,3182900,101.589706
"2022-06-02",102.389999,103.099998,101.860001,102.900002,2296000,102.49614
"2022-06-03",102.139999,102.550003,100.900002,100.940002,2366200,100.543831
"2022-06-06",101.129997,102.779999,100.550003,100.860001,2371700,100.464149
"2022-06-07",100.300003,101.910004,100.160004,101.760002,3503400,101.360619
"2022-06-08",102.199997,103.660004,101.239998,101.379997,2791000,100.982101
"2022-06-09",100.220001,101.239998,99.389999,99.5,2304500,99.109482
"2022-06-10",98.139999,98.790001,97.040001,97.779999,2705300,97.396233
"2022-06-13",96.370003,97.980003,95.230003,96.82,2995400,96.440002
"2022-06-14",96.139999,96.410004,93.519997,94.050003,3975400,94.050003
"2022-06-15",94.830002,96.93,93.620003,95.629997,3087500,95.629997
"2022-06-16",93.720001,95.239998,93.349998,94.849998,2618800,94.849998
"2022-06-17",93.93,94.699997,90.050003,90.330002,10178000,90.330002
"2022-06-21",91.57,94.120003,91.220001,93.809998,4550500,93.809998
"2022-06-22",92.550003,95.199997,92.279999,93.959999,2835100,93.959999
"2022-06-23",94.800003,96.910004,94.580002,96.68,2131600,96.68
"2022-06-24",97.040001,97.949997,96.199997,97.910004,3064200,97.910004
"2022-06-27",98.330002,99.129997,97.400002,98.68,3143400,98.68
"2022-06-28",98.690002,99.360001,96.720001,96.75,2993900,96.75
"2022-06-29",96.529999,97.290001,95.510002,96.410004,2194800,96.410004
