"","TSN.Open","TSN.High","TSN.Low","TSN.Close","TSN.Volume","TSN.Adjusted"
"2022-01-04",88.209999,89.980003,88.110001,89.540001,3471400,88.648674
"2022-01-05",90,91.110001,89.650002,89.720001,2289900,88.826889
"2022-01-06",90.339996,91.480003,89.82,90.839996,2135200,89.93573
"2022-01-07",90.809998,91.690002,90.349998,91.010002,1751500,90.104042
"2022-01-10",91.449997,91.82,90.220001,90.769997,2050000,89.866425
"2022-01-11",91.589996,91.800003,89.300003,90.989998,2027000,90.084244
"2022-01-12",90.790001,91.050003,90.07,90.75,1680300,89.846634
"2022-01-13",91.309998,93.269997,91.190002,93.209999,2218400,92.282135
"2022-01-14",92.739998,94.059998,92.580002,93.760002,2076600,92.826668
"2022-01-18",93.43,94.089996,91.949997,93.720001,2507200,92.787071
"2022-01-19",93.480003,93.809998,92.449997,92.709999,1880400,91.787125
"2022-01-20",92.239998,92.339996,90.25,90.459999,2142700,89.559517
"2022-01-21",91.169998,91.169998,89.519997,89.93,3056200,89.034798
"2022-01-24",89.550003,90.889999,88.199997,90.650002,2760200,89.747627
"2022-01-25",90.330002,90.860001,89.169998,90.290001,1837600,89.391212
"2022-01-26",90.410004,92.220001,89.779999,90.580002,2513300,89.678322
"2022-01-27",91.07,92.779999,89.379997,90.019997,1811100,89.123894
"2022-01-28",89.459999,91.339996,89.050003,91.300003,1633800,90.391159
"2022-01-31",90.699997,91.220001,90.120003,90.889999,1443000,89.985237
"2022-02-01",90.889999,91.739998,90.029999,91.059998,1407300,90.153542
"2022-02-02",90.800003,91.57,89.910004,91.370003,3364100,90.460464
"2022-02-03",91.139999,91.510002,89.970001,90.32,2053700,89.420906
"2022-02-04",90.139999,90.209999,87.82,88.290001,2948900,87.411118
"2022-02-07",97.400002,99.529999,95.519997,99.089996,10139300,98.103607
"2022-02-08",99.82,100.720001,97.57,98.709999,5491200,97.727394
"2022-02-09",99.169998,100.349998,98.57,98.720001,2237300,97.737289
"2022-02-10",98.32,99.849998,97.540001,97.879997,2687300,96.905655
"2022-02-11",98.379997,99.139999,97.5,97.989998,2172000,97.014557
"2022-02-14",97.209999,98.07,94.239998,94.879997,2725300,93.935516
"2022-02-15",94.699997,95.099998,93.720001,93.959999,2092800,93.024681
"2022-02-16",93.610001,94.809998,93.550003,94.449997,2242200,93.509796
"2022-02-17",94.199997,94.889999,92.809998,93.209999,2017900,92.282135
"2022-02-18",92.970001,94.080002,92.059998,92.269997,3475800,91.351494
"2022-02-22",92.419998,93.07,91.669998,92.440002,2338000,91.519806
"2022-02-23",92.540001,93.07,91.690002,91.989998,1793300,91.07428
"2022-02-24",90.309998,90.879997,88.239998,90.330002,2743200,89.430817
"2022-02-25",91.230003,93.459999,90.970001,93.370003,2120200,92.440559
"2022-02-28",91.540001,93.43,91.190002,92.660004,3255100,92.191818
"2022-03-01",92.709999,94.669998,92.510002,93.830002,3512600,93.355904
"2022-03-02",94.300003,96.050003,94.190002,95.040001,4114800,94.559792
"2022-03-03",94.760002,96.339996,94.610001,95.339996,3093400,94.858269
"2022-03-04",94,94.510002,92.959999,93.510002,2768100,93.037521
"2022-03-07",93.360001,93.650002,92.059998,92.559998,2869100,92.092316
"2022-03-08",92.599998,94,91.279999,92.32,2646500,91.853531
"2022-03-09",93.860001,94.43,89.5,90.639999,4479900,90.182022
"2022-03-10",90.43,90.709999,89.150002,89.949997,3852300,89.495506
"2022-03-11",90.339996,90.93,87.449997,87.639999,3017000,87.197174
"2022-03-14",86.75,87.150002,84.18,85.5,5338900,85.067993
"2022-03-15",85.220001,86.050003,83.139999,85.699997,6695300,85.266975
"2022-03-16",86.07,87.910004,85.129997,87.220001,3465400,86.779305
"2022-03-17",87.059998,89.089996,86.900002,88.599998,2624400,88.152328
"2022-03-18",88.43,88.43,86.400002,87.139999,4899500,86.699699
"2022-03-21",87.360001,88.300003,86.309998,86.580002,2748800,86.142532
"2022-03-22",86.650002,87.239998,85.559998,86.779999,2647700,86.341522
"2022-03-23",86.809998,87.330002,84.900002,85.730003,2295400,85.296829
"2022-03-24",86.160004,86.709999,85.660004,86.330002,1693900,85.893799
"2022-03-25",86.230003,86.959999,86.010002,86.93,1978100,86.490768
"2022-03-28",86.93,87.199997,85.879997,86.769997,2517200,86.331573
"2022-03-29",87.209999,88.910004,87.129997,88.82,2039300,88.371216
"2022-03-30",88.849998,88.970001,87.970001,88.709999,1607300,88.261772
"2022-03-31",88.449997,90.190002,88.449997,89.629997,2024400,89.177116
"2022-04-01",90,91.059998,89.790001,91.040001,1680900,90.580002
"2022-04-04",90.699997,90.970001,88.32,89.849998,2231500,89.396011
"2022-04-05",89.709999,90.790001,89.709999,90.190002,1955500,89.734299
"2022-04-06",90,91.540001,89.870003,90.900002,2378400,90.440704
"2022-04-07",90.900002,91.849998,90.239998,91.440002,2021900,90.977982
"2022-04-08",91.790001,92.900002,91.580002,92.440002,1853200,91.972923
"2022-04-11",92.889999,94.370003,92.480003,93.82,2183200,93.345955
"2022-04-12",93.949997,94.480003,92.959999,93.440002,1646300,92.967873
"2022-04-13",93.639999,94.529999,92.949997,94.489998,1376200,94.012566
"2022-04-14",94.760002,96.07,94.580002,95.449997,1357200,94.967712
"2022-04-18",95.32,96.290001,94.580002,95.080002,2081700,94.599586
"2022-04-19",95.419998,97.82,95.110001,97.480003,1911700,96.987465
"2022-04-20",97.730003,99.18,97.419998,98.400002,1784400,97.902809
"2022-04-21",98.68,99.540001,97.660004,97.790001,1705300,97.295891
"2022-04-22",97.839996,97.839996,94.860001,94.919998,2085800,94.440392
"2022-04-25",94.68,94.93,92.18,94.510002,2246100,94.032471
"2022-04-26",94.629997,95,92.550003,92.580002,1582200,92.112221
"2022-04-27",92.980003,94.629997,92.25,93.620003,1407900,93.146965
"2022-04-28",94.080002,95.760002,93.839996,95.690002,1710600,95.206505
"2022-04-29",95.639999,95.690002,92.980003,93.160004,1642500,92.689293
"2022-05-02",94.519997,94.709999,91.129997,92.900002,2042100,92.430603
"2022-05-03",91.290001,92.169998,88.519997,90.099998,3090600,89.644745
"2022-05-04",90.82,92.5,90.07,92.230003,1892200,91.763992
"2022-05-05",91.809998,92.480003,90.129997,90.900002,1572100,90.440704
"2022-05-06",90.940002,91.389999,90.150002,90.82,2232000,90.361107
"2022-05-09",92.650002,93.080002,89.860001,92.839996,3452800,92.370903
"2022-05-10",93.419998,94.769997,91.43,92.089996,3243300,91.624687
"2022-05-11",92.5,92.839996,89.959999,90.199997,2650000,89.74424
"2022-05-12",90.400002,90.540001,88.330002,89.540001,1831300,89.087578
"2022-05-13",89.709999,90.360001,89.080002,90,1825100,89.54525
"2022-05-16",90.010002,91.239998,90.010002,90.790001,1641700,90.331261
"2022-05-17",90.900002,92.339996,89.75,91.769997,1382600,91.306305
"2022-05-18",90.959999,91.029999,84.110001,84.75,4041700,84.321777
"2022-05-19",84,85.639999,82.949997,84.120003,2783800,83.694969
"2022-05-20",85,85.779999,83.919998,85.279999,4322900,84.849098
"2022-05-23",86.599998,88.32,86.419998,87.339996,1982100,86.898689
"2022-05-24",87.160004,88.870003,86.860001,88.75,1993000,88.301567
"2022-05-25",88.940002,89.580002,88.440002,89.059998,1543600,88.610001
"2022-05-26",89.32,90.589996,89.32,89.760002,1941800,89.306465
"2022-05-27",89.900002,91.050003,89.839996,91.040001,1761700,90.580002
"2022-05-31",90.300003,90.440002,88.75,89.610001,4010100,89.610001
"2022-06-01",89.589996,89.949997,87.699997,88.139999,2124300,88.139999
"2022-06-02",88.080002,88.080002,85.580002,88.010002,2500400,88.010002
"2022-06-03",87.550003,88.25,87.07,87.410004,1474400,87.410004
"2022-06-06",87.879997,88.559998,87.059998,87.480003,1322300,87.480003
"2022-06-07",86.599998,92.32,86.529999,88.379997,1481900,88.379997
"2022-06-08",88,88.300003,87.160004,87.309998,948200,87.309998
"2022-06-09",87.400002,87.5,85.279999,85.309998,1776400,85.309998
"2022-06-10",84.220001,84.849998,84.019997,84.139999,1623100,84.139999
"2022-06-13",83.32,84.410004,82.559998,83.309998,1778200,83.309998
"2022-06-14",83.440002,84.519997,83.199997,83.919998,2132500,83.919998
"2022-06-15",84.349998,86.029999,83.400002,84.110001,1979000,84.110001
"2022-06-16",83.209999,83.32,81.779999,82.550003,2033100,82.550003
"2022-06-17",82.610001,83.550003,81.800003,83.07,3493000,83.07
"2022-06-21",83.989998,84.589996,83.360001,84.010002,1688200,84.010002
"2022-06-22",83.940002,84.150002,82.910004,83.809998,1719700,83.809998
"2022-06-23",84.290001,85.120003,83.449997,83.959999,1184800,83.959999
"2022-06-24",84.440002,86.120003,83.760002,85.800003,2292000,85.800003
"2022-06-27",85.699997,86.029999,85.07,85.809998,1315900,85.809998
"2022-06-28",86.25,86.949997,85.389999,85.620003,1207400,85.620003
"2022-06-29",85.949997,86.730003,84.849998,86.300003,1213900,86.300003
