"","JBHT.Open","JBHT.High","JBHT.Low","JBHT.Close","JBHT.Volume","JBHT.Adjusted"
"2022-01-03",205,206.520004,200.429993,201.839996,490900,200.952545
"2022-01-04",203.059998,208.869995,201.929993,207.660004,691500,206.746964
"2022-01-05",207.309998,208.740005,202.539993,203.360001,582700,202.465866
"2022-01-06",203.779999,204.830002,199.029999,201.949997,495100,201.062057
"2022-01-07",201.690002,201.690002,197.399994,200.110001,522800,199.230164
"2022-01-10",199.5,199.5,193.729996,197.979996,792800,197.109512
"2022-01-11",198.399994,199.830002,195.149994,199.050003,690200,198.17482
"2022-01-12",200.339996,203.139999,200.179993,202.800003,636800,201.908325
"2022-01-13",203.839996,206.160004,203.440002,204.190002,777400,203.292221
"2022-01-14",201.690002,203.339996,197.410004,202.070007,1034700,201.181549
"2022-01-18",201.910004,202.080002,199.089996,200.490005,949600,199.60849
"2022-01-19",203.210007,203.399994,194.649994,200.649994,1351000,199.767776
"2022-01-20",202.259995,205.330002,200.029999,200.410004,851700,199.528839
"2022-01-21",199.449997,203.740005,197.479996,198.949997,870500,198.075256
"2022-01-24",197,203.470001,195.889999,202.669998,845500,201.7789
"2022-01-25",200.419998,201.050003,192.490005,195.949997,1084000,195.088455
"2022-01-26",200.789993,201.029999,194,195.5,1033300,194.640427
"2022-01-27",196.360001,198.940002,186.809998,188.110001,976000,187.282913
"2022-01-28",188.339996,191.940002,184.839996,191.899994,575500,191.056244
"2022-01-31",191,194.300003,189.470001,192.539993,674500,191.693436
"2022-02-01",194.139999,197.350006,190.679993,192.149994,614300,191.305145
"2022-02-02",192.149994,196,188.520004,195.779999,586600,194.919189
"2022-02-03",193.889999,196.259995,192.559998,193.309998,501100,192.85408
"2022-02-04",193.130005,193.5,187.839996,189.600006,520200,189.152832
"2022-02-07",189.740005,189.740005,186.320007,186.559998,511800,186.119995
"2022-02-08",187.210007,190.75,186.059998,188.899994,370300,188.454468
"2022-02-09",190.399994,195.770004,190.220001,194.389999,497400,193.931534
"2022-02-10",191.619995,195.789993,190.539993,191.509995,611600,191.058319
"2022-02-11",191.679993,194.039993,188.039993,189.970001,572100,189.521957
"2022-02-14",190.960007,193.639999,189.369995,192.490005,649800,192.036026
"2022-02-15",194.460007,199.320007,192.440002,193.009995,518600,192.554779
"2022-02-16",192.710007,192.710007,186.770004,191,676500,190.54953
"2022-02-17",189.979996,191.179993,186.970001,187.839996,416100,187.396973
"2022-02-18",189.399994,190.889999,185.339996,188.289993,681400,187.845917
"2022-02-22",188.320007,190.669998,187.410004,189.149994,771000,188.703888
"2022-02-23",189.910004,191.410004,188.509995,188.759995,734500,188.314804
"2022-02-24",185.639999,189.460007,185,188.910004,620600,188.464462
"2022-02-25",189.039993,197.479996,188.779999,196.089996,632100,195.627518
"2022-02-28",193.089996,203.729996,192.639999,202.929993,1109800,202.451385
"2022-03-01",202.080002,205,197.559998,200.360001,686800,199.887451
"2022-03-02",202.5,206.710007,201.399994,202.720001,780700,202.241882
"2022-03-03",203.630005,206.720001,200.619995,201.240005,727000,200.765381
"2022-03-04",200,204.25,199.529999,203.850006,786000,203.369232
"2022-03-07",203.949997,207.479996,198.949997,199.949997,793500,199.478409
"2022-03-08",198.660004,199.449997,191.070007,193.880005,1035000,193.422745
"2022-03-09",201.589996,201.600006,196.389999,199.369995,828400,198.89978
"2022-03-10",196.220001,202.979996,195.429993,201.880005,494900,201.40387
"2022-03-11",203.479996,207.460007,197.979996,198.350006,730500,197.882202
"2022-03-14",199,200.970001,193.369995,195.350006,773100,194.889267
"2022-03-15",197.309998,200.089996,197.059998,198.979996,647000,198.510696
"2022-03-16",200.440002,218.179993,200.440002,218.059998,1914700,217.5457
"2022-03-17",216.330002,217.949997,213,216.279999,891400,215.769897
"2022-03-18",216.449997,216.75,211.410004,215.070007,1368900,214.562759
"2022-03-21",214.580002,216.410004,212.929993,213.960007,581000,213.455383
"2022-03-22",214.029999,215.710007,211.020004,213.850006,541100,213.345642
"2022-03-23",213.320007,213.490005,210.100006,210.179993,661800,209.68428
"2022-03-24",211.759995,213.289993,207.800003,208.440002,750900,207.948395
"2022-03-25",209.440002,209.929993,204.580002,209.190002,773200,208.696625
"2022-03-28",209.410004,210.600006,207.050003,209.539993,608700,209.045792
"2022-03-29",211.100006,211.919998,206.160004,209.220001,624400,208.726563
"2022-03-30",209.009995,209.529999,205.720001,206.259995,912000,205.773529
"2022-03-31",208.490005,208.490005,199.279999,200.789993,1099200,200.316437
"2022-04-01",201.160004,202.100006,180.550003,181.509995,2746700,181.081909
"2022-04-04",181.809998,182.039993,175.800003,177.130005,1908300,176.71225
"2022-04-05",177.059998,177.75,171.410004,173.080002,1912000,172.671799
"2022-04-06",170.369995,172.130005,165.410004,170.710007,2085800,170.307388
"2022-04-07",171.960007,173.279999,166.809998,172.589996,1736900,172.182938
"2022-04-08",170.339996,174.729996,167.389999,173.179993,1683300,172.771545
"2022-04-11",172.929993,174.479996,168.649994,170.699997,916900,170.297409
"2022-04-12",171.449997,174,166.990005,168.229996,1084500,167.833221
"2022-04-13",172.350006,172.869995,168.940002,171.979996,1111400,171.574387
"2022-04-14",171.830002,173.889999,170.669998,172.009995,1092400,171.604309
"2022-04-18",171.770004,174.809998,168.570007,171.449997,1769100,171.045639
"2022-04-19",172.110001,174.690002,168.039993,173.880005,2070700,173.46991
"2022-04-20",174.940002,176.570007,172.419998,172.559998,1083600,172.153015
"2022-04-21",173.820007,174.679993,170.020004,171.339996,907100,170.935898
"2022-04-22",171.050003,171.089996,168.259995,169.350006,738100,168.950592
"2022-04-25",169.080002,174.809998,167.770004,174.050003,972500,173.639511
"2022-04-26",174.979996,176.600006,171.080002,172.009995,1242700,171.604309
"2022-04-27",171.529999,174.300003,170.5,171.800003,662200,171.394806
"2022-04-28",173,174.880005,171.289993,174.589996,932200,174.178223
"2022-04-29",174.169998,176.770004,170.570007,170.850006,792200,170.447052
"2022-05-02",171.820007,172.539993,166.699997,170.130005,1082400,169.72876
"2022-05-03",170.479996,173.100006,169.080002,172.699997,649000,172.292679
"2022-05-04",172.570007,178.639999,172.570007,178.429993,816900,178.009171
"2022-05-05",176.149994,178.229996,174.330002,175.669998,914800,175.255676
"2022-05-06",175.380005,177.259995,170.520004,175.789993,662000,175.375397
"2022-05-09",173.720001,176.699997,172.089996,172.5,634700,172.093155
"2022-05-10",174.229996,175.639999,167.869995,172.139999,803700,171.734009
"2022-05-11",172.139999,174.020004,169.059998,169.600006,786300,169.200012
"2022-05-12",168.970001,172.839996,167.679993,172.630005,1115300,172.630005
"2022-05-13",173.339996,180.149994,173.149994,176.440002,906600,176.440002
"2022-05-16",176.059998,176.059998,172.160004,173.479996,458600,173.479996
"2022-05-17",177.080002,178.990005,175.039993,178.970001,525300,178.970001
"2022-05-18",176.75,177.960007,160.460007,162.850006,1886500,162.850006
"2022-05-19",162.289993,164.080002,156.929993,160.619995,1397400,160.619995
"2022-05-20",162.350006,164.470001,158.029999,164.380005,1060800,164.380005
"2022-05-23",165.350006,167.360001,164.429993,165.919998,498500,165.919998
"2022-05-24",164.360001,164.75,159.460007,161.940002,1102400,161.940002
"2022-05-25",161.800003,168.610001,161.5,167.199997,816300,167.199997
"2022-05-26",168.639999,173.919998,168.149994,173.179993,820600,173.179993
"2022-05-27",173.660004,175.520004,171.979996,174.860001,449400,174.860001
"2022-05-31",173.929993,174.119995,169.940002,172.580002,1515100,172.580002
"2022-06-01",173.410004,175.080002,171.649994,172.910004,890600,172.910004
"2022-06-02",173.360001,177.720001,173.360001,177.410004,524700,177.410004
"2022-06-03",175.770004,180.600006,175.169998,179.399994,539200,179.399994
"2022-06-06",179.589996,181.690002,178.600006,181.070007,482800,181.070007
"2022-06-07",178.259995,180,175.119995,176.570007,753600,176.570007
"2022-06-08",175.149994,175.25,167.339996,168.800003,1051000,168.800003
"2022-06-09",167.949997,170.089996,166.020004,166.059998,833100,166.059998
"2022-06-10",164.649994,166.660004,162.259995,163.729996,729900,163.729996
"2022-06-13",160.300003,162.600006,158.309998,160.419998,676300,160.419998
"2022-06-14",161.679993,164.369995,159.419998,161.419998,541800,161.419998
"2022-06-15",162.720001,164.820007,160,161.520004,646400,161.520004
"2022-06-16",158.389999,158.759995,155.369995,156.559998,695000,156.559998
"2022-06-17",157.770004,158.130005,153.919998,154.880005,968300,154.880005
"2022-06-21",157.300003,160.660004,156.160004,158.729996,543200,158.729996
"2022-06-22",157.419998,157.979996,154.199997,155.529999,578600,155.529999
"2022-06-23",156.550003,157.949997,155.080002,157.5,567600,157.5
"2022-06-24",158.279999,164.710007,158.100006,162.149994,1030400,162.149994
"2022-06-27",163.009995,164.630005,161.429993,162.160004,530900,162.160004
"2022-06-28",161.720001,164.380005,157.320007,157.649994,438900,157.649994
"2022-06-29",157.860001,158.630005,154.520004,157.300003,383700,157.300003
