"","AWK.Open","AWK.High","AWK.Low","AWK.Close","AWK.Volume","AWK.Adjusted"
"2020-12-17",151.259995,153.199997,150.699997,151.860001,925500,148.46904
"2020-12-18",151.990005,152.559998,149.710007,150.240005,1891400,146.885223
"2020-12-21",148.949997,149.389999,147.029999,149.110001,1134600,145.780441
"2020-12-22",149.339996,149.339996,147.410004,148.059998,823700,144.753876
"2020-12-23",148.949997,150.660004,147.350006,147.410004,731500,144.118423
"2020-12-24",147.880005,149.139999,147.419998,149.139999,253700,145.809784
"2020-12-28",149.589996,151.009995,148.990005,149.649994,546600,146.30838
"2020-12-29",150.789993,151.880005,149.940002,150.729996,685100,147.364273
"2020-12-30",150.899994,151.699997,150.259995,150.630005,361800,147.266495
"2020-12-31",150.589996,153.600006,150.210007,153.470001,521900,150.043076
"2021-01-04",153.529999,153.789993,148.619995,150.240005,1378900,146.885223
"2021-01-05",150.5,151.509995,148.899994,151.089996,867600,147.716232
"2021-01-06",151.779999,153.729996,150.559998,152.360001,1206200,148.957886
"2021-01-07",153.889999,154.589996,151.789993,152.130005,851500,148.733017
"2021-01-08",152.089996,157.369995,151.5,156.979996,1367400,153.474731
"2021-01-11",156.360001,157.550003,154.259995,156.639999,812300,153.142273
"2021-01-12",156.779999,159.110001,154.429993,156.229996,1128800,152.74147
"2021-01-13",156.600006,161.199997,156.229996,159.690002,898200,156.124191
"2021-01-14",159.520004,159.679993,157.270004,158,712400,154.471939
"2021-01-15",157.559998,160.300003,157,159.720001,946600,156.153519
"2021-01-19",160.830002,160.919998,157.699997,159.270004,873100,155.713577
"2021-01-20",159.220001,163.869995,158.580002,163.399994,1051000,159.751358
"2021-01-21",163.100006,163.990005,159.889999,160.899994,785300,157.307175
"2021-01-22",160.440002,161.720001,159.020004,160.910004,674100,157.31694
"2021-01-25",160.880005,163.559998,159.899994,161.210007,928100,157.610275
"2021-01-26",160.25,160.820007,158.639999,159.309998,1056400,155.75267
"2021-01-27",158.190002,158.899994,155.399994,156.720001,963300,153.22052
"2021-01-28",157.039993,162.619995,156.809998,159.789993,827700,156.22197
"2021-01-29",158.649994,160.809998,156.039993,159.020004,1114600,155.469147
"2021-02-01",160.630005,163.570007,159.649994,161.520004,693700,157.913361
"2021-02-02",161.960007,166.080002,161.479996,163.320007,766500,159.673126
"2021-02-03",162.860001,164.860001,161.889999,164.110001,776400,160.445496
"2021-02-04",163.830002,165.520004,163.009995,164.020004,599400,160.357513
"2021-02-05",164.149994,165.529999,162.75,165.009995,478900,161.868164
"2021-02-08",164.949997,165.220001,161.110001,162.220001,686500,159.131317
"2021-02-09",162.470001,163.660004,161.580002,163.440002,569400,160.328064
"2021-02-10",165,165.149994,163.610001,164.809998,471200,161.671982
"2021-02-11",165.149994,165.679993,163.740005,164.830002,468500,161.691589
"2021-02-12",163.820007,165.860001,160.279999,161.690002,551700,158.611404
"2021-02-16",161.600006,163.240005,160.179993,161.570007,810800,158.493683
"2021-02-17",161.139999,161.970001,160.059998,160.779999,753900,157.718719
"2021-02-18",160.399994,161.240005,159.679993,160.149994,1157200,157.100739
"2021-02-19",160.380005,160.649994,156.460007,156.660004,741500,153.67717
"2021-02-22",155.179993,156.600006,150.820007,151.809998,1191500,148.91951
"2021-02-23",152.009995,153.759995,150.630005,153.149994,984700,150.233994
"2021-02-24",153,153.330002,149.820007,149.940002,1204000,147.085114
"2021-02-25",149.669998,149.869995,145.029999,145.639999,1353500,142.866989
"2021-02-26",146.130005,147.360001,141.779999,141.880005,1986300,139.178574
"2021-03-01",144.210007,145.789993,143.490005,144.009995,1188100,141.268036
"2021-03-02",143.619995,144.449997,139.289993,139.639999,1512800,136.981232
"2021-03-03",138.880005,139.449997,131.009995,132.130005,2149400,129.614227
"2021-03-04",135.020004,138.75,132.550003,134.970001,3108600,132.400146
"2021-03-05",134.449997,136.520004,132.369995,136.009995,1720200,133.420349
"2021-03-08",136.710007,137.889999,133.720001,133.869995,1457200,131.321091
"2021-03-09",135.539993,137.460007,134.520004,136.830002,2495600,134.224731
"2021-03-10",137.300003,137.649994,135.619995,136.380005,2165000,133.78331
"2021-03-11",137.520004,138.410004,136.070007,137.039993,1755600,134.430725
"2021-03-12",137.889999,139.539993,136.460007,139.130005,1029600,136.480942
"2021-03-15",139.5,141.029999,138.729996,140.309998,1296200,137.638474
"2021-03-16",140.520004,142.669998,140.5,141.160004,1136600,138.472305
"2021-03-17",140.429993,140.880005,138.729996,139.380005,1209300,136.726196
"2021-03-18",138.690002,139.509995,137.399994,139,1200400,136.353424
"2021-03-19",139.039993,139.539993,136.899994,138.360001,2216400,135.725601
"2021-03-22",138.860001,140.110001,138.259995,140.050003,1027300,137.383438
"2021-03-23",140.190002,144.509995,139.75,144.149994,1033500,141.405365
"2021-03-24",143.020004,145.539993,142.279999,144.910004,1256700,142.150894
"2021-03-25",145.080002,147.270004,144.600006,145.210007,1211200,142.44519
"2021-03-26",145.050003,146.470001,142.380005,146.320007,1163500,143.534058
"2021-03-29",146.320007,148.789993,145.660004,147.910004,940500,145.093781
"2021-03-30",147.929993,148.270004,145.949997,146.850006,768700,144.053955
"2021-03-31",147.490005,150.529999,147.100006,149.919998,1221000,147.065506
"2021-04-01",150.639999,151.830002,149.589996,150.589996,855400,147.722748
"2021-04-05",150.270004,152.369995,150.25,152.029999,577400,149.135315
"2021-04-06",151.839996,153.190002,150.889999,152.800003,848200,149.890686
"2021-04-07",153.050003,153.860001,151.860001,152.929993,611600,150.018173
"2021-04-08",153.630005,153.779999,151.179993,151.690002,657300,148.801804
"2021-04-09",152.059998,152.649994,150.960007,151.679993,609700,148.791977
"2021-04-12",151.649994,153.389999,151.360001,152.25,742100,149.351151
"2021-04-13",151.339996,155.839996,151.279999,155.410004,738700,152.450958
"2021-04-14",154.710007,157.190002,153.949997,157.130005,929100,154.138214
"2021-04-15",157.149994,159.309998,157.149994,159.160004,1069200,156.129578
"2021-04-16",160,160.320007,158.820007,160.119995,1341700,157.071274
"2021-04-19",160.240005,160.559998,157.979996,158.720001,835100,155.697937
"2021-04-20",159,162.399994,158.860001,161.309998,850100,158.238632
"2021-04-21",162.289993,162.5,159.830002,161,623200,157.934525
"2021-04-22",161,162.380005,160.470001,161.429993,653700,158.356354
"2021-04-23",161.5,161.850006,159.289993,159.360001,1044900,156.32576
"2021-04-26",159.470001,159.679993,156.440002,157.710007,938500,154.707184
"2021-04-27",157.940002,158.080002,154.550003,155.100006,1373100,152.146881
"2021-04-28",155.289993,155.490005,153.529999,154.339996,699300,151.401352
"2021-04-29",154.5,156.690002,154.009995,154.440002,752600,151.499451
"2021-04-30",154.669998,156.020004,154.130005,155.990005,1012100,153.019928
"2021-05-03",156.160004,156.809998,154.740005,155.5,598000,152.539246
"2021-05-04",154.520004,156.729996,153.309998,155.289993,956300,152.333237
"2021-05-05",154.410004,155.149994,151.179993,153.059998,714100,150.145721
"2021-05-06",152.919998,154.139999,152.139999,153.199997,751300,150.283035
"2021-05-07",153.199997,155.820007,152.610001,152.770004,795900,149.861221
"2021-05-10",152.309998,156.550003,152.130005,156,2008300,153.636154
"2021-05-11",155.800003,155.800003,152.570007,153.699997,667600,151.371002
"2021-05-12",152.800003,152.979996,149.149994,149.589996,837100,147.323288
"2021-05-13",149.600006,152.660004,149.300003,152,560700,149.696762
"2021-05-14",152.160004,153.839996,152,152.830002,830800,150.514206
"2021-05-17",152.649994,153.830002,150.800003,150.850006,540400,148.564194
"2021-05-18",150.899994,151.940002,149.850006,151.089996,515500,148.800552
"2021-05-19",150.570007,152.119995,150.110001,152.070007,605600,149.765717
"2021-05-20",152.139999,154.910004,152.139999,154.419998,703400,152.080093
"2021-05-21",154.660004,156.350006,154.160004,155.119995,1605300,152.769501
"2021-05-24",155.600006,156.490005,154.740005,154.839996,450100,152.493729
"2021-05-25",154.839996,155.729996,153.589996,154.919998,581500,152.572525
"2021-05-26",155.289993,155.779999,153.960007,154.970001,485100,152.621765
"2021-05-27",156,156.050003,153.100006,153.419998,1029500,151.095245
"2021-05-28",154.669998,155.949997,153.889999,155.020004,562200,152.671005
"2021-06-01",155.880005,156.169998,154.130005,154.259995,619300,151.922516
"2021-06-02",154.229996,156.130005,153.770004,155.429993,504100,153.074799
"2021-06-03",154.009995,156.679993,154.009995,156.039993,720800,153.675537
"2021-06-04",156.210007,157.199997,156.009995,156.429993,403200,154.059631
"2021-06-07",156.550003,157.649994,156.229996,157.470001,487600,155.083878
"2021-06-08",157.800003,158.020004,156.029999,156.809998,479800,154.433884
"2021-06-09",157.380005,158.389999,156.589996,157.600006,644500,155.211914
"2021-06-10",157.770004,160,157.210007,159.729996,541500,157.309631
"2021-06-11",159.800003,160.440002,159.259995,160.360001,745500,157.930099
"2021-06-14",160.529999,161.5,158.449997,160.479996,735400,158.048264
"2021-06-15",160.5,162.520004,160.020004,161.789993,640700,159.338425
"2021-06-16",162.559998,163,158.360001,158.470001,795500,156.068726
"2021-06-17",158.130005,162.429993,157.869995,162.199997,619700,159.742203
"2021-06-18",161.110001,161.809998,157.369995,157.539993,1741100,155.152802
"2021-06-21",157.929993,161.639999,156.360001,161.300003,808800,158.855865
"2021-06-22",161.809998,162.559998,159.639999,159.699997,581800,157.28009
"2021-06-23",159.830002,160,155.949997,156.369995,855100,154.000549
"2021-06-24",157.490005,157.539993,153.669998,154.759995,867500,152.414948
"2021-06-25",154.759995,155.380005,153.389999,155.229996,1041300,152.877808
"2021-06-28",155.610001,158.850006,155.610001,157.330002,742900,154.945999
"2021-06-29",156.440002,158.25,155.410004,155.479996,655300,153.124039
"2021-06-30",155.759995,156.539993,153.330002,154.130005,627700,151.794495
"2021-07-01",154.220001,155.899994,153.449997,155.570007,497200,153.212677
"2021-07-02",155.929993,156.940002,155.490005,156.880005,397700,154.502823
"2021-07-06",157.800003,159.979996,156.559998,159.880005,761300,157.457382
"2021-07-07",160,163.600006,159.360001,163.380005,871300,160.904327
"2021-07-08",162.570007,163.990005,161.070007,161.580002,569900,159.131607
"2021-07-09",161.649994,162.490005,160.460007,162.279999,519800,159.820999
"2021-07-12",162.25,163.220001,161.559998,162.979996,414500,160.510376
"2021-07-13",162.839996,163.899994,161.610001,162.25,473900,159.791458
"2021-07-14",162.210007,164.089996,161.259995,163.240005,363800,160.766464
"2021-07-15",162.399994,166.5,162.220001,166.110001,627000,163.592957
"2021-07-16",166.539993,169.770004,166.199997,168.309998,629800,165.759598
"2021-07-19",167.360001,168.949997,164.789993,167.360001,768500,164.82402
"2021-07-20",167.970001,169.449997,165.710007,166.699997,955100,164.174026
"2021-07-21",166.419998,166.419998,162.720001,163.490005,749200,161.012665
"2021-07-22",163.589996,164.850006,163.169998,164.419998,535900,161.928574
"2021-07-23",164.770004,167.360001,164.509995,167.270004,603100,164.735397
"2021-07-26",166.5,167.039993,164.960007,166.179993,556300,163.661911
"2021-07-27",166.380005,170.740005,165.559998,170.199997,584200,167.621002
"2021-07-28",170.149994,170.860001,168.600006,170.350006,484800,167.768723
"2021-07-29",170.509995,171.309998,169.660004,170.729996,406100,168.14296
"2021-07-30",170.570007,172.100006,169.940002,170.110001,631200,167.532349
"2021-08-02",169.979996,172.270004,169.830002,172.25,621800,169.639908
"2021-08-03",173.25,176.839996,172.100006,175.300003,912800,172.643723
"2021-08-04",172.139999,177.149994,172.059998,176.470001,1084800,173.795975
"2021-08-05",177,180.080002,176,179.669998,525200,176.947495
"2021-08-06",179.929993,180.419998,177.360001,177.449997,1000300,174.761139
"2021-08-09",178.100006,178.520004,175.5,177.119995,985600,175.030899
"2021-08-10",177.199997,177.320007,175.509995,176.009995,624000,173.93399
"2021-08-11",176.460007,177.050003,174.529999,175.559998,728800,173.489304
"2021-08-12",175.699997,177.940002,175.309998,177.449997,789000,175.357025
"2021-08-13",177.679993,179.089996,176.850006,178.919998,649900,176.809677
"2021-08-16",178.990005,181.75,178.740005,181.5,617600,179.359253
"2021-08-17",181.330002,181.600006,179.539993,181.389999,579100,179.250549
"2021-08-18",181.179993,181.330002,178.979996,179.880005,583100,177.758347
"2021-08-19",180.259995,182.419998,179.429993,181.770004,549100,179.626068
"2021-08-20",181.449997,184.639999,180.5,184.100006,666600,181.928589
"2021-08-23",184.100006,185.240005,181.339996,182.199997,993500,180.05098
"2021-08-24",181.740005,181.960007,179,180.600006,745800,178.469864
"2021-08-25",180.600006,181.429993,179.559998,180.880005,502400,178.746567
"2021-08-26",180.509995,181.669998,179.759995,181.220001,520800,179.082535
"2021-08-27",181.610001,182.320007,180.009995,180.309998,748700,178.183289
"2021-08-30",181.169998,183.309998,180.789993,182.580002,520100,180.426498
"2021-08-31",182.580002,183.720001,181.809998,182.25,918100,180.100403
"2021-09-01",180.679993,185.179993,180.679993,184.429993,751700,182.254684
"2021-09-02",185,186.919998,184.5,186.850006,460000,184.646149
"2021-09-03",186.100006,187.020004,184.580002,185.149994,466300,182.966187
"2021-09-07",185.240005,185.789993,182.889999,184,608700,181.829742
"2021-09-08",184.009995,189.350006,183.509995,188.75,590000,186.523727
"2021-09-09",187.759995,188.880005,186.539993,187.539993,987900,185.327988
"2021-09-10",188.259995,188.259995,184.699997,184.789993,518600,182.610428
"2021-09-13",186.039993,186.529999,182.449997,183.139999,690200,180.979889
"2021-09-14",184.059998,185.160004,183.149994,184.880005,483300,182.699387
"2021-09-15",184.75,185.520004,182.899994,183.649994,738000,181.483887
"2021-09-16",184.240005,184.949997,181.130005,181.699997,724000,179.556885
"2021-09-17",179.690002,181.410004,177.539993,178.039993,1961900,175.940048
"2021-09-20",177.270004,180.75,176.039993,179.25,645200,177.135788
"2021-09-21",179.479996,181.139999,178.330002,178.460007,604700,176.355103
"2021-09-22",179,179.479996,176.320007,177.720001,619900,175.623825
"2021-09-23",177.619995,179.610001,177.210007,177.830002,665800,175.732544
"2021-09-24",177.830002,178.960007,176,176.789993,470400,174.704788
"2021-09-27",174.289993,174.759995,170.550003,170.710007,922400,168.696518
"2021-09-28",170.110001,170.199997,167.979996,168.190002,725000,166.206238
"2021-09-29",168.570007,172,167.869995,170.300003,689700,168.291336
"2021-09-30",171.169998,171.479996,168.899994,169.039993,863900,167.046204
"2021-10-01",168.699997,170.389999,167.5,168.339996,662600,166.354477
"2021-10-04",168.589996,171.729996,168.229996,170.910004,730500,168.894165
"2021-10-05",171.389999,172.440002,170.630005,171.600006,577500,169.576019
"2021-10-06",171.160004,174.199997,170.080002,174.179993,488000,172.125565
"2021-10-07",174.520004,175.880005,172.210007,172.470001,497800,170.435745
"2021-10-08",172.289993,173.399994,169.699997,170.830002,442600,168.815094
"2021-10-11",170.100006,170.929993,168.380005,168.860001,746000,166.868332
"2021-10-12",168.800003,170.279999,167.910004,169.539993,499400,167.540298
"2021-10-13",169.839996,170.460007,168.259995,169.399994,773700,167.401947
"2021-10-14",169.910004,171.729996,169.910004,171.179993,547200,169.160965
"2021-10-15",171.309998,171.860001,170.210007,171.419998,659200,169.398148
"2021-10-18",170.720001,171.380005,169.360001,170.389999,531900,168.38028
"2021-10-19",171.660004,173.410004,171.229996,172.649994,594500,170.613617
"2021-10-20",174.059998,175.630005,173.270004,173.970001,556800,171.91806
"2021-10-21",174.259995,176.289993,173.130005,173.550003,743000,171.503006
"2021-10-22",173.929993,176.470001,173.839996,175.809998,537700,173.736343
"2021-10-25",174.479996,176.990005,174.009995,174.850006,585000,172.787689
"2021-10-26",174.940002,176.660004,174.470001,174.949997,540400,172.88649
"2021-10-27",175.949997,176.100006,173.039993,173.220001,519900,171.17691
"2021-10-28",173.139999,175.440002,173.050003,175.309998,472100,173.242249
"2021-10-29",175,176.320007,173.350006,174.179993,779900,172.125565
"2021-11-01",174.289993,174.839996,170.990005,173.690002,726500,171.641373
"2021-11-02",174.779999,176.839996,173.919998,176.800003,962000,174.714691
"2021-11-03",172,174,166.210007,168.009995,1637900,166.028351
"2021-11-04",165.669998,169.169998,165.669998,168.770004,1145800,166.779388
"2021-11-05",168.759995,170.610001,167.850006,169.660004,657200,167.658905
"2021-11-08",169.220001,169.809998,166.580002,169.009995,953000,167.016556
"2021-11-09",169.520004,170.389999,168.410004,169.520004,528300,168.120377
"2021-11-10",169.080002,172.029999,168.990005,172,779200,170.579895
"2021-11-11",172.199997,172.240005,169.410004,170.649994,525900,169.241028
"2021-11-12",171.080002,171.080002,169.059998,170.740005,393300,169.330292
"2021-11-15",171.220001,173.119995,170.880005,172.679993,491700,171.254272
"2021-11-16",172.889999,173,170.229996,170.740005,636400,169.330292
"2021-11-17",170.539993,170.809998,168.050003,170.75,709000,169.34021
"2021-11-18",171.050003,172.830002,170.830002,171.490005,606500,170.074112
"2021-11-19",172.429993,173.910004,171.199997,173.380005,746300,171.948502
"2021-11-22",172.990005,175.960007,171.470001,174.570007,650700,173.128677
"2021-11-23",174.429993,175.770004,172.520004,173.080002,571500,171.65097
"2021-11-24",173,173.839996,171.350006,173.410004,404200,171.978256
"2021-11-26",172.399994,174.589996,170.009995,170.309998,399300,168.903839
"2021-11-29",171.509995,173.899994,169.869995,173.320007,623800,171.889008
"2021-11-30",172.539993,174.279999,168.5,168.570007,1561900,167.178207
"2021-12-01",168.080002,171.889999,166.559998,167.800003,937500,166.414566
"2021-12-02",168.690002,171.470001,168.449997,170.369995,835900,168.963348
"2021-12-03",171.570007,171.820007,167.639999,171.630005,831100,170.212952
"2021-12-06",172.279999,174.869995,171.850006,173.919998,611200,172.484039
"2021-12-07",174.259995,177.429993,173.610001,176.520004,663900,175.062576
"2021-12-08",176.889999,178.110001,175.509995,176.759995,636900,175.300583
"2021-12-09",176.5,176.639999,174.839996,175.820007,870300,174.368362
"2021-12-10",176.630005,178.360001,175.449997,176.139999,593800,174.685715
"2021-12-13",175.910004,182.050003,175.910004,180.899994,830500,179.406403
"2021-12-14",180.740005,181.220001,178.089996,179.300003,632400,177.819626
"2021-12-15",180.160004,182.339996,180.149994,182.270004,622200,180.765106
"2021-12-16",181.830002,183.949997,181.389999,182.929993,750900,181.419647
"2021-12-17",182.660004,184.850006,182.25,183.110001,2131400,181.598175
"2021-12-20",181.539993,183.259995,179.550003,182.619995,715700,181.112213
"2021-12-21",183.589996,184.110001,179.169998,181.270004,952800,179.773361
"2021-12-22",180.649994,183.5,180.149994,183.369995,457700,181.856018
"2021-12-23",183.550003,183.75,181.800003,182.080002,322800,180.57666
"2021-12-27",183.229996,184.25,181.949997,183.580002,428600,182.064285
"2021-12-28",183.740005,186.160004,183.289993,186.139999,375000,184.603149
"2021-12-29",186.5,187.720001,185.270004,187.389999,373700,185.842834
"2021-12-30",187.119995,188.729996,186.270004,188.029999,373700,186.477539
"2021-12-31",188,189.649994,187.490005,188.860001,382200,187.30069
"2022-01-03",188.970001,189.25,182.199997,184.139999,712600,182.619659
"2022-01-04",184.020004,184.779999,179.399994,179.419998,1139700,177.938629
"2022-01-05",177.300003,180.289993,177.25,178.100006,1133500,176.629532
"2022-01-06",177.619995,178.899994,174.789993,175.300003,1057500,173.852661
"2022-01-07",172.839996,174.460007,171.039993,173.5,1199700,172.067505
"2022-01-10",172.679993,172.949997,167.149994,170.029999,1082000,168.62616
"2022-01-11",170.179993,171.089996,165.919998,168.309998,759500,166.920349
"2022-01-12",167.460007,169.610001,165.5,169.179993,863900,167.783173
"2022-01-13",169.139999,170.330002,167.529999,168.089996,858800,166.702179
"2022-01-14",167.830002,167.970001,160.649994,163.570007,1568600,162.219513
