"","ROST.Open","ROST.High","ROST.Low","ROST.Close","ROST.Volume","ROST.Adjusted"
"2020-08-21",87.599998,89.779999,86.370003,87.220001,4292800,85.746521
"2020-08-24",87.010002,89.32,86.709999,89.309998,2981900,87.801224
"2020-08-25",89.790001,92.379997,89.699997,91.25,2534100,89.708435
"2020-08-26",91.129997,91.559998,89.730003,89.860001,1679600,88.341927
"2020-08-27",90.699997,92.019997,90.25,90.860001,1958300,89.325027
"2020-08-28",91.199997,93.93,90.879997,93.830002,1781500,92.24485
"2020-08-31",93,93.480003,91.029999,91.080002,2057900,89.541313
"2020-09-01",91.010002,91.709999,89.529999,91.269997,2415900,89.728104
"2020-09-02",92.190002,94.989998,92.089996,94.559998,2181000,92.962517
"2020-09-03",95.129997,95.639999,92.980003,93.790001,2331800,92.205536
"2020-09-04",94.309998,94.989998,92.720001,93.32,1776600,91.743469
"2020-09-08",92.239998,95.279999,91.690002,93.589996,2803200,92.008904
"2020-09-09",93.5,94.269997,92.550003,93.470001,1895300,91.890938
"2020-09-10",93.309998,94.589996,90.379997,90.709999,1858500,89.177567
"2020-09-11",91.160004,91.379997,89.129997,90.220001,2264800,88.695839
"2020-09-14",91.220001,94.059998,90.959999,93.769997,1708400,92.18586
"2020-09-15",94.209999,94.5,92.790001,93.919998,1795600,92.333336
"2020-09-16",94.93,97.849998,94.18,96.019997,1909500,94.39785
"2020-09-17",94.010002,94.919998,92.220001,93.879997,1463700,92.294006
"2020-09-18",93.889999,94.449997,91.199997,92.269997,2357300,90.711205
"2020-09-21",90.949997,91.239998,87.629997,90.419998,2466800,88.892456
"2020-09-22",90.709999,91.370003,89.389999,90.620003,1427100,89.089081
"2020-09-23",91,92.449997,87.5,87.739998,2241700,86.257736
"2020-09-24",86.870003,88.099998,85.120003,86.68,2016600,85.215645
"2020-09-25",86.449997,88.190002,85.370003,87.93,1624500,86.444534
"2020-09-28",89.790001,92.669998,88.82,92.260002,1499300,90.701385
"2020-09-29",91.849998,92.139999,90.199997,91.029999,1711800,89.492157
"2020-09-30",91.550003,94.629997,91.120003,93.32,2045700,91.743469
"2020-10-01",94.110001,96.269997,93.949997,94.830002,1460200,93.227959
"2020-10-02",93,96.720001,92.230003,96.220001,1923300,94.594482
"2020-10-05",96.610001,97.300003,95.910004,97.080002,1086000,95.439957
"2020-10-06",97.410004,97.5,94.220001,94.639999,1428100,93.041176
"2020-10-07",95.919998,97.650002,95.540001,97.139999,1123700,95.49894
"2020-10-08",97.269997,98.029999,96.199997,97.860001,904900,96.206779
"2020-10-09",99.349998,99.660004,97.620003,98.410004,1517200,96.747482
"2020-10-12",98.919998,99.860001,98.07,98.639999,1690700,96.973595
"2020-10-13",99.330002,99.769997,97.510002,97.639999,1359600,95.990494
"2020-10-14",97.610001,98.919998,96.120003,96.290001,1100100,94.663292
"2020-10-15",95.370003,96.940002,94.879997,96.190002,1434200,94.564995
"2020-10-16",95.910004,96.790001,95,95.120003,1657800,93.513062
"2020-10-19",95.260002,95.660004,90.5,90.959999,2791200,89.423332
"2020-10-20",91.959999,93.220001,90.809998,92.18,3316600,90.622734
"2020-10-21",92.040001,92.860001,90.800003,92.169998,1624100,90.6129
"2020-10-22",92.059998,94.120003,91.760002,93.160004,1917800,91.586182
"2020-10-23",94.510002,95.459999,92.589996,95.43,1778300,93.817818
"2020-10-26",94.099998,94.639999,90.379997,91.639999,2339900,90.091858
"2020-10-27",91.739998,92.480003,90.879997,91.449997,1280100,89.905052
"2020-10-28",89.620003,90.080002,85.190002,85.279999,3082000,83.839294
"2020-10-29",85.330002,87.720001,84.720001,86.989998,1803100,85.520409
"2020-10-30",86.029999,86.849998,84.68,85.169998,2634700,83.731148
"2020-11-02",86.900002,88.790001,86.43,88.589996,2879700,87.093376
"2020-11-03",88.949997,92.300003,88.949997,91.639999,1824100,90.091858
"2020-11-04",92.330002,94.43,91.169998,92.199997,1980200,90.642395
"2020-11-05",93.529999,95.400002,92.519997,94.940002,1841600,93.336098
"2020-11-06",95.160004,95.160004,92.580002,93.300003,1728100,91.723824
"2020-11-09",104.839996,117.769997,104.230003,107.82,6490400,105.998505
"2020-11-10",107.519997,109.889999,106.260002,109.419998,3511800,107.57148
"2020-11-11",108.980003,109.220001,103.290001,104.18,2482200,102.420006
"2020-11-12",103.760002,105.459999,102.550003,104.610001,2417500,102.842735
"2020-11-13",106.199997,108.489998,105.239998,108.129997,2586100,106.303276
"2020-11-16",109.699997,110.970001,106.480003,110.839996,2428000,108.967484
"2020-11-17",108.800003,111.349998,107.18,110.459999,2260200,108.59391
"2020-11-18",110.470001,115.639999,110.449997,111.300003,3831400,109.419724
"2020-11-19",109.75,111.690002,108.790001,110.199997,3665900,108.338303
"2020-11-20",114.989998,115,108.800003,108.989998,5031300,107.14875
"2020-11-23",110.220001,110.389999,106.370003,108.18,3852600,106.352432
"2020-11-24",109.949997,113.540001,109.389999,113.410004,2925200,111.494087
"2020-11-25",112.040001,112.230003,109.300003,110.919998,2301300,109.046143
"2020-11-27",111.800003,111.919998,108.690002,109.540001,827600,107.689461
"2020-11-30",108.440002,108.440002,106.650002,107.519997,5951000,105.703575
"2020-12-01",108.629997,112,108,111.540001,2155400,109.655663
"2020-12-02",110.07,111.809998,109.830002,111.580002,1072100,109.694992
"2020-12-03",111.239998,113.449997,110.940002,113.059998,1526000,111.149994
"2020-12-04",113.510002,115.32,113.209999,115.239998,1362700,113.293167
"2020-12-07",114.440002,114.949997,113.059998,113.599998,1382400,111.680862
"2020-12-08",112.510002,113.68,111.629997,113.470001,1523600,111.553055
"2020-12-09",113.629997,114.690002,112.449997,113.800003,1381800,111.877487
"2020-12-10",112.980003,114.25,112.18,113.32,1312300,111.405602
"2020-12-11",112.059998,112.949997,110.459999,112.82,1636300,110.91404
"2020-12-14",113.980003,114.32,110.489998,110.550003,1816600,108.682388
"2020-12-15",111.660004,113.489998,110.25,113.089996,1364800,111.179474
"2020-12-16",112.879997,115.349998,112.599998,113.43,1081300,111.513741
"2020-12-17",114.269997,116.870003,113.379997,116.690002,1477800,114.718674
"2020-12-18",116.709999,118.43,116.230003,117.660004,6004000,115.672272
"2020-12-21",114.160004,117.910004,113.980003,116.790001,1906300,114.816971
"2020-12-22",116.379997,117.620003,115.519997,116.739998,1640400,114.767822
"2020-12-23",117.220001,118.919998,117.220001,118.139999,961800,116.144165
"2020-12-24",118.290001,118.290001,116.839996,118.019997,608700,116.026192
"2020-12-28",119.459999,123,118.589996,122.620003,1597800,120.548492
"2020-12-29",122.589996,123.400002,121.260002,121.459999,1054100,119.408073
"2020-12-30",121.470001,123.32,121.360001,122.489998,786700,120.420677
"2020-12-31",122.449997,123.440002,121.709999,122.809998,849200,120.735268
"2021-01-04",122.540001,123.239998,116.480003,117.07,2315600,115.092247
"2021-01-05",117.040001,117.949997,115.980003,117.169998,1994200,115.190552
"2021-01-06",115.900002,123.139999,115.900002,122.290001,1578300,120.22406
"2021-01-07",121.400002,123.029999,121.040001,122.019997,1463800,119.958618
"2021-01-08",121.959999,123.800003,121.199997,122.410004,1755100,120.342033
"2021-01-11",121.32,122.089996,120.400002,120.870003,1856200,118.828041
"2021-01-12",120.059998,122.43,119.800003,121.160004,1581200,119.113152
"2021-01-13",119.760002,120.989998,118.550003,119.160004,1300400,117.146927
"2021-01-14",119.410004,119.769997,116.019997,117.07,2574100,115.092247
"2021-01-15",115.489998,117.370003,114.190002,116.970001,1425700,114.993927
"2021-01-19",117.019997,117.809998,113.339996,113.980003,2300200,112.054451
"2021-01-20",114.18,116.910004,113.849998,115.059998,2413900,113.116196
"2021-01-21",115.290001,116.529999,114.370003,115.389999,1010000,113.44062
"2021-01-22",114.949997,115.449997,112.449997,113.330002,1583600,111.415428
"2021-01-25",112.580002,114.019997,111.099998,113.540001,1708000,111.62188
"2021-01-26",113.480003,114.470001,111.220001,111.660004,1214200,109.773628
"2021-01-27",109.580002,111.099998,107.220001,107.889999,2699400,106.067329
"2021-01-28",110.059998,116.150002,109.349998,113.790001,2445900,111.867661
"2021-01-29",111.959999,112.970001,110.379997,111.290001,2381500,109.409897
"2021-02-01",112.639999,113.139999,111.279999,112.410004,1412100,110.510979
"2021-02-02",113.470001,116.870003,113.080002,116.279999,1645700,114.315582
"2021-02-03",116.309998,118.919998,116,117.690002,2184000,115.701767
"2021-02-04",118.059998,120.449997,117.589996,118.75,1693600,116.743858
"2021-02-05",120.199997,120.639999,117.82,118.720001,1389000,116.714371
"2021-02-08",118.959999,120.720001,117.860001,120.660004,1441400,118.621597
"2021-02-09",120.599998,120.790001,119.639999,120.050003,1103200,118.021904
"2021-02-10",120.610001,120.839996,119.690002,120.279999,1214000,118.248016
"2021-02-11",120.959999,123.419998,120.510002,121.879997,1559300,119.820984
"2021-02-12",120.940002,122.059998,118.540001,119.089996,890700,117.078117
"2021-02-16",119.160004,120.440002,118.029999,119.93,1102600,117.903931
"2021-02-17",119.339996,119.940002,118.169998,119.470001,1297900,117.451706
"2021-02-18",118.309998,120.900002,117.68,120.209999,1838900,118.179192
"2021-02-19",120.290001,120.879997,118.669998,118.949997,1755500,116.940475
"2021-02-22",118.019997,121.739998,118.019997,121.5,1567600,119.447403
"2021-02-23",121.550003,123,119.150002,120.260002,2841000,118.228355
"2021-02-24",119.150002,123.900002,119.050003,123.610001,1955200,121.521759
"2021-02-25",123.849998,123.849998,118.610001,118.769997,2247400,116.763527
"2021-02-26",119.940002,119.989998,115.93,116.639999,1794200,114.66951
"2021-03-01",118.25,121.790001,117.809998,120.57,2038200,118.533119
"2021-03-02",120.599998,121,116.370003,117.639999,2258800,115.652611
"2021-03-03",114,116.510002,110.839996,111.050003,6375000,109.173958
"2021-03-04",110.730003,112.339996,108.510002,112.019997,4429300,110.127548
"2021-03-05",113.790001,113.949997,109.559998,113.129997,3789500,111.218796
"2021-03-08",114.660004,121.010002,113.419998,120.370003,3749300,118.336494
"2021-03-09",122.120003,127.080002,121.169998,124.980003,4694300,122.868622
"2021-03-10",125.339996,126.209999,121.379997,121.57,3805900,119.51622
"2021-03-11",121.93,123.690002,120.699997,120.870003,2425000,118.828041
"2021-03-12",121.260002,122.900002,120.25,122.620003,2971700,120.548492
"2021-03-15",122.620003,126.120003,122.279999,125.269997,2647100,123.44062
"2021-03-16",124.199997,124.199997,121.639999,123.389999,1974600,121.588081
"2021-03-17",122.830002,124.43,122.260002,123.68,1786100,121.873848
"2021-03-18",123.080002,125.230003,122.220001,123.169998,2208400,121.371292
"2021-03-19",119.889999,122.68,119.32,121.309998,7687500,119.538445
"2021-03-22",122.290001,122.489998,118.82,120.660004,1778500,118.897949
"2021-03-23",122,122,115.589996,116.68,2072900,114.976067
"2021-03-24",116.760002,119.260002,115.400002,115.480003,2022600,113.793602
"2021-03-25",113.68,119.470001,113.68,118.989998,1771300,117.252327
"2021-03-26",119.519997,122.489998,119.160004,122.360001,2007000,120.57312
"2021-03-29",121.660004,123.129997,118.360001,120.029999,1484200,118.277145
"2021-03-30",118.900002,121.660004,118.800003,120.379997,1338000,118.622032
"2021-03-31",119.910004,122.559998,119.519997,119.910004,1675400,118.158897
"2021-04-01",121.349998,121.650002,119.5,120.510002,1370900,118.750137
"2021-04-05",121.849998,123.080002,120.480003,122.980003,1265200,121.184074
"2021-04-06",122.730003,124.239998,122.199997,123.5,1553100,121.696472
"2021-04-07",123.330002,124.360001,122.529999,123.410004,1747000,121.607788
"2021-04-08",124.139999,127.639999,122.580002,127.449997,2335400,125.588783
"2021-04-09",127.239998,128.570007,126.169998,128.220001,1214900,126.347542
"2021-04-12",128.190002,128.479996,126.629997,128,1258400,126.130753
"2021-04-13",127.980003,127.980003,124.800003,126.389999,1508000,124.544273
"2021-04-14",126.699997,127.629997,125.870003,126.870003,2262900,125.017258
"2021-04-15",128.160004,129.639999,127.839996,129.070007,1885800,127.185127
"2021-04-16",129.509995,130.080002,129.220001,129.910004,1676100,128.012863
"2021-04-19",129.5,130,127.209999,127.489998,1309500,125.628212
"2021-04-20",126.730003,126.730003,123.639999,124.959999,1723000,123.135155
"2021-04-21",125.150002,127.769997,124.5,127.370003,1242400,125.509964
"2021-04-22",127.379997,129.479996,127.139999,127.839996,1144800,125.973091
"2021-04-23",127.949997,129.449997,127.129997,128.820007,966700,126.938789
"2021-04-26",128.600006,129.029999,126.449997,127.190002,1107900,125.332588
"2021-04-27",127.169998,129.720001,126.870003,129.169998,1523800,127.283661
"2021-04-28",128.559998,129.589996,128.009995,128.520004,1040400,126.643173
"2021-04-29",129.059998,131.270004,128.820007,131.179993,1220900,129.264313
"2021-04-30",131.410004,132.800003,130.130005,130.940002,1253100,129.027832
"2021-05-03",131.309998,133.169998,130.919998,132.130005,1182300,130.200455
"2021-05-04",131.149994,132.050003,129.990005,131.990005,1833600,130.0625
"2021-05-05",132.199997,132.979996,128.360001,128.720001,2196600,126.84024
"2021-05-06",129.25,129.800003,127.709999,129.059998,1643400,127.175285
"2021-05-07",128.559998,133.320007,128.369995,132.960007,1438100,131.018311
"2021-05-10",133.600006,134.220001,130.869995,130.960007,1227700,129.047531
"2021-05-11",130.179993,130.179993,126.339996,129.119995,1415900,127.23439
"2021-05-12",127.730003,128.429993,123.510002,124.089996,1970200,122.277847
"2021-05-13",124.879997,127.18,124,125.739998,1295700,123.903755
"2021-05-14",126.660004,131.229996,126.300003,130.5,1493600,128.594254
"2021-05-17",129.149994,129.75,127.550003,128.419998,2486100,126.544632
"2021-05-18",128.589996,129.139999,124.169998,124.809998,3589700,122.987335
"2021-05-19",123.120003,125.519997,120.489998,125.139999,3946200,123.312523
"2021-05-20",124.629997,125.919998,121.620003,122.480003,3755900,120.691368
"2021-05-21",124.739998,125.720001,121.790001,123.25,3684800,121.450127
"2021-05-24",123.900002,124.589996,122.989998,123.510002,2493500,121.706337
"2021-05-25",124.540001,124.540001,122.269997,123.870003,2675900,122.061073
"2021-05-26",124.300003,126.239998,124.010002,126.139999,1915600,124.29792
"2021-05-27",126.040001,126.279999,124.019997,125.660004,4549600,123.824936
"2021-05-28",126.959999,127.190002,124.739998,126.389999,2044900,124.544273
"2021-06-01",126.029999,127.129997,122.470001,122.970001,1982600,121.17421
"2021-06-02",122.790001,123.099998,120.639999,120.989998,2091500,119.223129
"2021-06-03",119.989998,120.870003,117.830002,119.480003,2381600,117.735176
"2021-06-04",120.43,120.75,118.169998,119.470001,2069300,117.725327
"2021-06-07",119.059998,119.720001,118.089996,119.220001,2078600,117.759903
"2021-06-08",120.370003,121.099998,119.720001,120.269997,1798900,118.797035
"2021-06-09",120.879997,120.919998,119.260002,120.089996,1735600,118.61924
"2021-06-10",119.470001,120.080002,117.43,117.970001,4707600,116.525215
"2021-06-11",119.150002,120.089996,118.269997,120.080002,3456300,118.60936
"2021-06-14",120.169998,121.050003,118.339996,119.220001,1856200,117.759903
"2021-06-15",119.379997,119.82,117.830002,118.730003,2117900,117.275894
"2021-06-16",119.120003,119.580002,117.690002,118.980003,2415100,117.522842
"2021-06-17",119.059998,119.309998,116.589996,118.230003,3734400,116.782021
"2021-06-18",116.720001,117.110001,114.559998,115.260002,4148500,113.848396
"2021-06-21",115.980003,119.489998,115.980003,119.410004,2264400,117.947571
"2021-06-22",119.290001,120.889999,118.540001,120.400002,1571500,118.925446
"2021-06-23",120,121.559998,119.650002,120.879997,1291500,119.399567
"2021-06-24",122.010002,123.43,121.510002,123.169998,1652600,121.661522
"2021-06-25",124.089996,125.050003,123.07,123.57,3143700,122.056625
"2021-06-28",123.459999,123.459999,121.089996,121.779999,1271100,120.288544
"2021-06-29",122.199997,122.839996,121.790001,122.160004,1249900,120.663895
"2021-06-30",122.449997,124.43,122.059998,124,1792500,122.481354
"2021-07-01",124,125.360001,124,124.989998,1499300,123.459236
"2021-07-02",125.129997,126.519997,124.82,126.25,1220400,124.703804
"2021-07-06",126.629997,126.760002,124.610001,126.519997,2446200,124.97049
"2021-07-07",127.050003,127.580002,123.540001,124.089996,1581600,122.570251
"2021-07-08",123.309998,123.309998,120.160004,121.669998,1643300,120.179886
"2021-07-09",122.610001,124.82,122.610001,124.769997,1412800,123.241928
"2021-07-12",123.93,124.629997,123.239998,124.099998,1079200,122.580132
"2021-07-13",123.959999,124.300003,122.470001,122.669998,1177200,121.167641
"2021-07-14",123.419998,125.510002,123.25,124.889999,1290500,123.360458
"2021-07-15",123.32,124.25,122.690002,123.699997,1486300,122.185028
"2021-07-16",124.080002,124.529999,119.300003,119.489998,2197700,118.026588
"2021-07-19",117.580002,117.860001,114.389999,115.540001,2106400,114.124962
"2021-07-20",115.639999,119.330002,114.489998,118.589996,1984600,117.137604
"2021-07-21",118.959999,121.870003,118.959999,121.650002,1830500,120.160141
"2021-07-22",121.709999,121.739998,120.349998,121.199997,1025600,119.715645
"2021-07-23",122.050003,122.620003,120.980003,121.68,962100,120.189766
"2021-07-26",121.529999,122.449997,120.529999,122.389999,1195800,120.891075
"2021-07-27",122.349998,123.260002,120.870003,121.629997,2150500,120.140381
"2021-07-28",121.599998,122.540001,120.760002,121.18,1123100,119.695892
"2021-07-29",121.349998,123.959999,121.349998,122.580002,1166000,121.078751
"2021-07-30",122.050003,125.330002,121.669998,122.690002,1197800,121.187401
"2021-08-02",123.360001,123.660004,120.720001,121.010002,906800,119.527977
"2021-08-03",121.620003,122.07,119.110001,122,1157800,120.505852
"2021-08-04",121.660004,121.779999,118.620003,118.699997,1464800,117.246262
"2021-08-05",119.589996,121.330002,119.169998,120.669998,1305500,119.192146
"2021-08-06",121.010002,123.169998,120.860001,123.089996,1414000,121.582504
"2021-08-09",122.529999,122.800003,120.720001,121.459999,1080300,119.972458
"2021-08-10",121.800003,126.400002,121.379997,125.739998,1635400,124.200043
"2021-08-11",126.18,127.330002,125.400002,127.25,1436300,125.691551
"2021-08-12",127.019997,127.339996,124.510002,125.43,1075800,123.893845
"2021-08-13",125.449997,125.709999,124.230003,124.660004,1308700,123.133286
"2021-08-16",124.639999,124.910004,122.709999,124.800003,1133600,123.271561
"2021-08-17",123.629997,124.050003,120.110001,120.760002,1839300,119.281036
"2021-08-18",120.839996,125.690002,119.860001,124.050003,2526700,122.530739
"2021-08-19",123.040001,126.860001,122.489998,126.580002,2594000,125.029762
"2021-08-20",121.879997,123.57,118.919998,123.120003,4914800,121.612137
"2021-08-23",123.769997,125.720001,123.389999,124.449997,1728600,122.925842
"2021-08-24",124.949997,125.629997,123.470001,123.790001,2393700,122.273933
"2021-08-25",123.449997,124.379997,122.099998,123.980003,1683100,122.461609
"2021-08-26",122.760002,122.870003,118.410004,119.25,2400300,117.789528
"2021-08-27",119.199997,120.260002,118.199997,118.889999,2130700,117.433945
"2021-08-30",119.220001,119.669998,117.82,118.480003,1306100,117.028954
"2021-08-31",118.300003,118.68,117.529999,118.400002,1960400,116.949944
"2021-09-01",118.629997,118.75,116.660004,117.529999,1512100,116.090599
"2021-09-02",117.349998,117.720001,116.699997,116.959999,1331600,115.52758
"2021-09-03",115.910004,116.559998,115.199997,115.379997,1243600,114.245316
"2021-09-07",114.839996,115.129997,113.720001,114.519997,2130700,113.393768
"2021-09-08",114.739998,114.889999,113.160004,114.25,1990000,113.126427
"2021-09-09",114.370003,116.099998,114.150002,114.269997,1340300,113.146225
"2021-09-10",114.75,115.029999,112.730003,112.809998,1302500,111.700584
"2021-09-13",113.889999,114.57,112.989998,113.550003,1330100,112.433311
"2021-09-14",114.489998,114.540001,112.110001,112.419998,1670500,111.314423
"2021-09-15",111.919998,113.040001,111.440002,112.910004,1554900,111.799606
"2021-09-16",113.230003,114.239998,112.949997,113.650002,2031200,112.532333
"2021-09-17",114.199997,115.779999,113.809998,114.620003,2795300,113.49279
"2021-09-20",113.339996,114.459999,111.620003,113.129997,1355100,112.017441
"2021-09-21",114.040001,115.419998,113.419998,113.830002,1561900,112.710556
"2021-09-22",115.120003,115.790001,114.07,114.190002,1036300,113.067024
"2021-09-23",114.230003,117.470001,114.230003,115.559998,1242400,114.423546
"2021-09-24",114.779999,116.209999,114.620003,115.989998,1099400,114.849312
"2021-09-27",115.75,118.629997,115.75,116.599998,1234600,115.453316
"2021-09-28",115.709999,116.230003,113.379997,114.550003,1380200,113.423485
"2021-09-29",115.370003,116.519997,114.480003,114.970001,984600,113.83934
"2021-09-30",113.400002,114.139999,108.470001,108.849998,3208800,107.779533
"2021-10-01",109.57,112.18,108.980003,111.089996,2634300,109.997498
"2021-10-04",110.989998,112.440002,109.849998,110.209999,1577200,109.12616
"2021-10-05",109.910004,110.510002,108.120003,108.32,2838500,107.254753
"2021-10-06",107.669998,107.940002,104.919998,105.879997,3235700,104.838737
"2021-10-07",107.360001,109.519997,107.040001,107.910004,1764300,106.848778
"2021-10-08",108.349998,108.93,107.239998,107.870003,1549500,106.809174
"2021-10-11",107.68,108.410004,105.5,105.540001,1437000,104.502083
"2021-10-12",106.080002,107.160004,105.779999,106.199997,1162500,105.155586
"2021-10-13",107.18,107.620003,106.120003,106.639999,1320100,105.59127
"2021-10-14",105.720001,108.839996,105.629997,108.139999,1344300,107.076515
"2021-10-15",109.150002,109.730003,108.25,108.709999,1383100,107.640907
"2021-10-18",108.07,109.730003,107.059998,109.5,1353100,108.423134
"2021-10-19",109.93,109.93,108.089996,108.660004,1153900,107.591408
"2021-10-20",108.82,110.739998,108.68,109.190002,1259700,108.116196
"2021-10-21",109.550003,110.809998,109.550003,110.709999,801800,109.621239
"2021-10-22",110.980003,111.010002,109.839996,110.389999,718400,109.30439
"2021-10-25",111,113.25,110.830002,113.120003,1689000,112.007545
"2021-10-26",113.379997,114.510002,112.709999,113.860001,2056400,112.740265
"2021-10-27",113.860001,114.080002,110.559998,110.660004,1759000,109.571732
"2021-10-28",111.470001,113.709999,110.830002,112.970001,3301500,111.859024
"2021-10-29",112.970001,113.489998,112.32,113.199997,1927300,112.086754
"2021-11-01",113.050003,115.139999,112.610001,114.010002,1482800,112.888794
"2021-11-02",114.949997,115.989998,113.089996,114.540001,1666600,113.413582
"2021-11-03",114.459999,117.449997,114.459999,117.330002,1356800,116.17614
"2021-11-04",117.489998,118.32,116.900002,117.589996,1097500,116.433578
"2021-11-05",118.379997,120.599998,118.379997,119.650002,1496600,118.473328
"2021-11-08",119.949997,120.110001,117.449997,118.620003,1414200,117.453453
"2021-11-09",118.68,120.029999,118.449997,119.269997,1427800,118.097054
"2021-11-10",119.379997,120.43,118.57,118.669998,1203700,117.50296
"2021-11-11",116.75,117.620003,115.290001,115.470001,2299500,114.334435
"2021-11-12",116.029999,116.5,114.68,115.5,1301500,114.364136
"2021-11-15",116.949997,117.970001,115.029999,115.449997,1731700,114.314629
"2021-11-16",115.900002,116.260002,114.279999,115.019997,2174800,113.888855
"2021-11-17",119.779999,123.360001,115.910004,116.519997,3978900,115.3741
"2021-11-18",117.230003,119.980003,115.720001,119.519997,4922500,118.344597
"2021-11-19",115.080002,116.839996,110.919998,112.779999,6664900,111.670883
"2021-11-22",113.800003,114.410004,109.790001,111.169998,3080300,110.076714
"2021-11-23",110.589996,115.800003,110.300003,115.43,2724600,114.294823
"2021-11-24",114.120003,115.580002,113.290001,115.510002,1547000,114.374039
"2021-11-26",112.199997,112.419998,109.269997,110.010002,2045800,108.928131
"2021-11-29",112.089996,112.809998,110.290001,111.660004,2022900,110.561897
"2021-11-30",110.889999,110.989998,106.629997,109.089996,3091900,108.017166
"2021-12-01",110.980003,111.949997,104.790001,104.870003,1894800,103.838684
"2021-12-02",106.290001,111.550003,106.290001,110.559998,2396700,109.472717
"2021-12-03",110.769997,111.330002,108.75,110.190002,1719100,109.106354
"2021-12-06",111.739998,114.139999,111.339996,112.68,1697300,111.861191
"2021-12-07",110.470001,114.190002,110.230003,113.099998,2167300,112.278137
"2021-12-08",113.93,114.440002,112.209999,113.129997,2267700,112.307915
"2021-12-09",112.519997,113.650002,111.980003,112.529999,1194400,111.71228
"2021-12-10",113.269997,113.800003,111.669998,112.860001,1541400,112.039886
"2021-12-13",112.360001,112.959999,109.07,109.68,1637600,108.882988
"2021-12-14",109,111.870003,108.809998,109.599998,1779600,108.803566
"2021-12-15",108.860001,109.690002,106.120003,108.82,1675900,108.029236
"2021-12-16",111.209999,111.529999,108.919998,109.269997,1765800,108.47596
"2021-12-17",108.830002,110.089996,107.099998,108.07,3542600,107.284691
"2021-12-20",106.790001,106.790001,103.620003,105.860001,1997400,105.090744
"2021-12-21",106.769997,108.660004,105.900002,108.550003,1508700,107.761208
"2021-12-22",108.699997,109.440002,107.769997,109.029999,1294600,108.237709
"2021-12-23",109.5,110.82,108.860001,110.160004,1187400,109.359505
"2021-12-27",110.620003,113.129997,110.379997,112.370003,1656200,111.553452
"2021-12-28",111.970001,113.400002,111.839996,112.160004,1139700,111.344971
"2021-12-29",112.230003,114,112.230003,113.309998,1399300,112.48661
"2021-12-30",113.410004,114.93,113.400002,114.269997,860100,113.439629
"2021-12-31",114.269997,115.099998,113.769997,114.279999,1134800,113.449562
"2022-01-03",113.25,115.220001,112.900002,113.160004,1793200,112.3377
"2022-01-04",113.809998,114.660004,112.800003,113.160004,2273300,112.3377
