"","CB.Open","CB.High","CB.Low","CB.Close","CB.Volume","CB.Adjusted"
"2021-12-27",190.460007,193.940002,190.080002,193.479996,624000,191.943527
"2021-12-28",193.229996,195.389999,192.820007,193.429993,603100,191.893936
"2021-12-29",194.179993,195.399994,193.529999,194.360001,558600,192.816544
"2021-12-30",195.399994,195.940002,192.949997,193.110001,627100,191.576477
"2021-12-31",193.089996,194.470001,193.089996,193.309998,672300,191.774887
"2022-01-03",193.490005,194.190002,190.830002,191.440002,1971900,189.919739
"2022-01-04",193.690002,195.910004,192.100006,195.610001,1847900,194.056625
"2022-01-05",196.119995,197.070007,193.919998,194.020004,1660900,192.479263
"2022-01-06",197.389999,198.399994,194.570007,197.990005,1994200,196.417725
"2022-01-07",197.660004,201.320007,196.130005,201.190002,1892600,199.592316
"2022-01-10",200.690002,201.309998,196.5,198.820007,2033300,197.24115
"2022-01-11",199.5,200.399994,195.149994,199.479996,1418600,197.895889
"2022-01-12",199.479996,200.360001,197.029999,197.820007,1487200,196.249084
"2022-01-13",198.75,199.830002,196.830002,197.529999,1279700,195.96138
"2022-01-14",196.520004,197.490005,193.75,196.259995,1663000,194.701447
"2022-01-18",195.949997,196.149994,192.539993,194.979996,1324900,193.431625
"2022-01-19",196,196,191.639999,191.880005,1451700,190.356247
"2022-01-20",193.149994,198.809998,192.910004,193.110001,1976500,191.576477
"2022-01-21",194.5,198.380005,191.770004,192.009995,3169000,190.485214
"2022-01-24",191.039993,196.300003,187.809998,195.899994,2171200,194.344315
"2022-01-25",194.289993,195.779999,189.330002,193.660004,2242000,192.122116
"2022-01-26",193.75,196.889999,191.860001,194.100006,1878900,192.558624
"2022-01-27",195.880005,199.649994,191.399994,192.770004,2485200,191.239182
"2022-01-28",192.889999,196.910004,191.460007,196.889999,2096900,195.326447
"2022-01-31",194.990005,197.429993,192.949997,197.279999,2090300,195.713364
"2022-02-01",196.389999,200.570007,195.970001,199.869995,2274500,198.282791
"2022-02-02",205,208.529999,202.339996,207.529999,4158000,205.881958
"2022-02-03",206.589996,208.399994,204.979996,207.350006,2691100,205.7034
"2022-02-04",206.770004,209.440002,205.009995,206.589996,2218500,204.949432
"2022-02-07",207.729996,208.389999,203.990005,205,2175300,203.372055
"2022-02-08",206.210007,208.850006,204.619995,207.899994,2247100,206.249023
"2022-02-09",209.160004,210.580002,208.229996,208.960007,1783700,207.300613
"2022-02-10",208.029999,211.779999,207.410004,208.600006,2613800,206.943466
"2022-02-11",207.869995,208.679993,203.399994,204.059998,2842100,202.439514
"2022-02-14",204.5,205.529999,199.539993,202.070007,3062300,200.465332
"2022-02-15",203.839996,206.529999,202.5,203.649994,1933100,202.032761
"2022-02-16",202.699997,205.929993,202.389999,204.910004,1695100,203.282776
"2022-02-17",203.309998,205.339996,201.070007,203.630005,1863200,202.012939
"2022-02-18",202.899994,205.559998,202.649994,204.710007,1883900,203.084366
"2022-02-22",204.5,206.789993,202.100006,203.089996,2820700,201.477219
"2022-02-23",204.389999,205.270004,201.300003,201.410004,2225800,199.810577
"2022-02-24",196.729996,199.880005,193.270004,199.029999,2431600,197.449463
"2022-02-25",200.179993,207.490005,199.529999,207.020004,2083500,205.376007
"2022-02-28",200.399994,203.960007,200.160004,203.639999,3069200,202.022858
"2022-03-01",202.039993,203.389999,197.550003,199.539993,3018600,197.955414
"2022-03-02",200.990005,205.660004,200.729996,204.300003,2084900,202.677628
"2022-03-03",204.520004,206.889999,202.639999,206,2200900,204.36412
"2022-03-04",202.029999,206.240005,200.919998,205.520004,1962600,203.887939
"2022-03-07",203.089996,203.470001,198.779999,198.919998,2093400,197.340332
"2022-03-08",200.190002,203.509995,196.199997,197.649994,2071300,196.080414
"2022-03-09",202.809998,205.470001,202.440002,203.940002,1479100,202.32048
"2022-03-10",201.539993,203.889999,200.630005,201.419998,1902000,199.82048
"2022-03-11",202.190002,204.880005,201.729996,201.910004,1424000,200.306595
"2022-03-14",205,207.710007,203.410004,204.960007,1317300,203.332382
"2022-03-15",207.520004,209.190002,204.820007,207.449997,2468000,205.802597
"2022-03-16",208.630005,211.169998,207.190002,210.970001,2064700,209.294647
"2022-03-17",209.029999,211.100006,208.300003,211.100006,1645300,210.220779
"2022-03-18",211.259995,212.179993,208.080002,211.509995,2354900,210.629059
"2022-03-21",212.820007,214.210007,211.279999,212.970001,2251300,212.082977
"2022-03-22",215,216.729996,213.460007,213.639999,2482800,212.750183
"2022-03-23",213.350006,213.740005,210.440002,210.639999,1856900,209.76268
"2022-03-24",210.809998,213.320007,210.050003,213.190002,1287100,212.302063
"2022-03-25",213.309998,218.089996,212.979996,217.779999,1312200,216.87294
"2022-03-28",217.580002,217.800003,214.690002,217.160004,1328800,216.255539
"2022-03-29",218.690002,218.990005,214.360001,215.839996,1871200,214.941025
"2022-03-30",216.419998,217.580002,215.649994,217.5,1063800,216.594116
"2022-03-31",216.75,218.649994,213.800003,213.899994,1625400,213.009094
"2022-04-01",216.009995,217.229996,214.449997,216.550003,1278900,215.648071
"2022-04-04",215.710007,215.839996,212.039993,213.570007,1491700,212.680496
"2022-04-05",213.949997,216.839996,212.089996,212.380005,1851700,211.495438
"2022-04-06",212.160004,214.869995,210.910004,212.479996,1389100,211.595016
"2022-04-07",213.309998,213.410004,209.919998,212.580002,1513200,211.694611
"2022-04-08",214.169998,216.910004,213.169998,216.149994,1450000,215.249725
"2022-04-11",217.449997,218.470001,214.880005,215.259995,1140000,214.363434
"2022-04-12",217.410004,217.589996,213.759995,214.419998,1084200,213.526947
"2022-04-13",213.990005,215.929993,211.029999,212.839996,1216300,211.953522
"2022-04-14",212.440002,213.309998,210.330002,210.520004,1517000,209.643188
"2022-04-18",209.589996,212.160004,209.419998,211.910004,878100,211.027405
"2022-04-19",211.070007,212.800003,209.070007,209.919998,1499900,209.045685
"2022-04-20",212.149994,212.660004,209.729996,212.580002,1719200,211.694611
"2022-04-21",214.740005,216.770004,211.259995,211.529999,1116500,210.648972
"2022-04-22",210.720001,211.949997,205.970001,206.100006,1579100,205.241608
"2022-04-25",205.759995,207.949997,202.350006,207.320007,1521800,206.456528
"2022-04-26",205.75,209.089996,203.399994,203.399994,1620600,202.552841
"2022-04-27",209.470001,213.770004,208,210.619995,2903500,209.742767
"2022-04-28",212.479996,213.380005,208.699997,211.169998,1986700,210.290482
"2022-04-29",209.809998,211.289993,205.869995,206.449997,2360000,205.590134
"2022-05-02",208.070007,208.25,201.600006,205.169998,1743500,204.31546
"2022-05-03",206.779999,210.080002,206.020004,207.580002,1691400,206.715439
"2022-05-04",207.580002,214.080002,207.580002,213.960007,1711300,213.068863
"2022-05-05",212.119995,213.210007,206.550003,208,1771900,207.133682
"2022-05-06",207.839996,209.919998,206.270004,209.160004,1454300,208.288849
"2022-05-09",207.850006,208.649994,204.389999,205.110001,2496800,204.255722
"2022-05-10",206.300003,209.210007,202.929993,204.869995,1843400,204.016708
"2022-05-11",205.289993,208.399994,204.479996,204.630005,1793900,203.777725
"2022-05-12",205.279999,205.679993,202.139999,205.440002,1782100,204.584351
"2022-05-13",206.179993,207.429993,204.710007,206.539993,1378500,205.679749
"2022-05-16",206.539993,210.070007,205.479996,208,1449000,207.133682
"2022-05-17",210.389999,212.509995,207.940002,212.410004,1905400,211.525314
"2022-05-18",211.020004,211.649994,206.639999,207.309998,2036200,206.446548
"2022-05-19",205.410004,206.369995,199.360001,203.880005,2535200,203.030853
"2022-05-20",204.279999,206.460007,199.639999,204,1939000,203.150345
"2022-05-23",206.449997,208.630005,204.839996,207.309998,1901800,206.446548
"2022-05-24",206.630005,208.690002,202.889999,208.149994,1219400,207.283051
"2022-05-25",207.559998,209.960007,207.309998,207.979996,1591700,207.113754
"2022-05-26",209.570007,210,207.050003,207.699997,2216300,206.83493
"2022-05-27",208.270004,210.899994,207.169998,210.889999,1704900,210.011642
"2022-05-31",210.710007,212.789993,207.25,211.289993,2722000,210.409973
"2022-06-01",211.470001,211.630005,205.639999,208.639999,1453300,207.771011
"2022-06-02",208.869995,209.979996,204.809998,209.910004,1533400,209.035736
"2022-06-03",208.139999,210.910004,207.839996,208.529999,1339800,207.661469
"2022-06-06",210.020004,213.240005,208.759995,212.130005,1556500,211.24649
"2022-06-07",210.509995,213.789993,209.800003,213.619995,1687800,212.73027
"2022-06-08",211.639999,212.679993,209.149994,210.330002,1259000,209.453979
"2022-06-09",210.330002,210.970001,206.100006,206.25,1524100,205.390976
"2022-06-10",202.009995,204.25,200.25,201.660004,1719100,200.820084
"2022-06-13",198.699997,201.460007,196.429993,197.610001,1811400,196.786957
"2022-06-14",198.639999,200.429993,196.490005,197.940002,2202500,197.115585
"2022-06-15",200.619995,202.940002,196.740005,199.279999,2428800,198.449997
"2022-06-16",194.520004,194.619995,188.960007,189.190002,3189100,189.190002
"2022-06-17",190,190.759995,187.360001,189.339996,5500700,189.339996
"2022-06-21",193.419998,193.419998,187.520004,189.470001,2863700,189.470001
"2022-06-22",187.419998,191.25,187,189.529999,2519300,189.529999
"2022-06-23",189.869995,191.020004,185.100006,186.970001,1312400,186.970001
"2022-06-24",188.039993,194.639999,187.039993,194.529999,2370900,194.529999
"2022-06-27",194.089996,195.949997,193.350006,194.75,1292300,194.75
"2022-06-28",196.550003,197.889999,194.240005,194.410004,940400,194.410004
"2022-06-29",195.759995,196.139999,193.449997,193.770004,963200,193.770004
