"","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"2020-11-03",81.538002,82.949997,80.605499,82.282997,31432000,82.282997
"2020-11-04",85.278999,88.501503,85.150002,87.292503,71342000,87.292503
"2020-11-05",88.522499,89.591003,87.051498,88.125,39758000,88.125
"2020-11-06",87.567001,88.425003,86.834,87.986504,28622000,87.986504
"2020-11-09",89.799004,90.844498,87.877502,88.070999,53440000,88.070999
"2020-11-10",86.488503,87.969002,85.806,86.886002,43022000,86.886002
"2020-11-11",87.419998,88.144997,87.153,87.361504,31838000,87.361504
"2020-11-12",87.099998,88.249001,86.898499,87.140999,26474000,87.140999
"2020-11-13",87.400002,88.856499,86.799004,88.612999,29744000,88.612999
"2020-11-16",88.207001,89.717003,88.066498,88.7015,25468000,88.7015
"2020-11-17",88.392998,88.857002,87.974503,88.083,21314000,88.083
"2020-11-18",87.832001,88.25,86.928497,87.031998,20108000,87.031998
"2020-11-19",86.661499,88.1745,86.500999,87.928497,20106000,87.928497
"2020-11-20",88.099998,88.417999,86.75,86.819,27694000,86.819
"2020-11-23",87.011002,87.2995,85.509003,86.377998,22530000,86.377998
"2020-11-24",86.375,88.323997,86.036499,88.195,27984000,88.195
"2020-11-25",88.390503,88.518997,87.417999,88.206497,19600000,88.206497
"2020-11-27",88.226997,89.850502,88.226997,89.350998,14790000,89.350998
"2020-11-30",88.782501,89.016998,87.391998,87.720001,32418000,87.720001
"2020-12-01",88.333,91.085999,88.151497,89.767998,37350000,89.767998
"2020-12-02",89.767998,91.637001,89.258499,91.248497,29424000,91.248497
"2020-12-03",91.027,92.191498,90.849998,91.092003,24728000,91.092003
"2020-12-04",91.011002,91.474998,90.679497,91.188004,20544000,91.188004
"2020-12-07",90.777496,91.4645,90.152,90.851501,22288000,90.851501
"2020-12-08",90.426003,90.7985,89.564003,90.566498,19936000,90.566498
"2020-12-09",90.517998,91.418503,88.099998,88.892998,31728000,88.892998
"2020-12-10",88.129997,88.749496,86.676498,88.3825,28688000,88.3825
"2020-12-11",88,88.865501,87.637001,88.739998,18628000,88.739998
"2020-12-14",88.536003,89.489998,87.456497,87.612999,33050000,87.612999
"2020-12-15",87.992996,88.199997,87.083504,88.054001,21352000,88.054001
"2020-12-16",88.455498,88.455498,87.453003,87.859497,24676000,87.859497
"2020-12-17",88.196503,88.335503,86.557503,87.025497,34880000,87.025497
"2020-12-18",87.308502,87.417999,85.75,86.310997,85256000,86.310997
"2020-12-21",85.456497,86.849998,84.699997,86.727997,33974000,86.727997
"2020-12-22",86.466499,86.630501,85.289001,86.011002,20370000,86.011002
"2020-12-23",86.196503,87.205498,86.059998,86.411499,22974000,86.411499
"2020-12-24",86.449997,87.120499,86.217499,86.708,9312000,86.708
"2020-12-28",87.245499,89.349998,87.091003,88.697998,27650000,88.697998
"2020-12-29",89.361504,89.4235,87.755501,87.888,19726000,87.888
"2020-12-30",88.25,88.388,86.400002,86.8125,21026000,86.8125
"2020-12-31",86.863503,87.875,86.804497,87.632004,21070000,87.632004
"2021-01-04",88,88.124496,85.357002,86.306503,37324000,86.306503
"2021-01-05",86.254501,87.341499,85.845001,87.002502,20360000,87.002502
"2021-01-06",85.013,87.198502,84.805,86.143997,46588000,86.143997
"2021-01-07",86.337997,88.890999,86.337997,88.717003,41936000,88.717003
"2021-01-08",88.858002,89.968002,88.060997,89.891502,35484000,89.891502
"2021-01-11",88.850998,89.219002,87.607002,87.814499,34796000,87.814499
"2021-01-12",87.267998,88.394997,85.819,86.871498,29528000,86.871498
"2021-01-13",86.365997,87.819504,86.365997,87.362503,23432000,87.362503
"2021-01-14",87.443497,88.377502,86.303497,86.545998,29212000,86.545998
"2021-01-15",86.450996,87.380997,85.585503,86.380997,31444000,86.380997
"2021-01-19",87.150002,90.192001,86.641502,89.223503,41660000,89.223503
"2021-01-20",91.318497,94.986,90.975502,94.003502,64152000,94.003502
"2021-01-21",94.682503,96.603996,93.970497,94.207497,58634000,94.207497
"2021-01-22",94.572998,95.219498,93.824997,94.627998,32744000,94.627998
"2021-01-25",95.637001,96.091003,92.958,94.713997,50586000,94.713997
"2021-01-26",94.2995,95.787498,93.806503,95.397499,31462000,95.397499
"2021-01-27",93.745499,94.023499,89.863998,90.946999,82512000,90.946999
"2021-01-28",91.550003,94.399498,91.550003,92.660004,55278000,92.660004
"2021-01-29",91.700996,92.376999,90.078003,91.367996,44530000,91.367996
"2021-02-01",92.2295,95.777,92.2295,94.653503,40252000,94.653503
"2021-02-02",95.656502,97.468498,95.318497,95.956001,66332000,95.956001
"2021-02-03",103.280502,105.331001,100.677498,102.944,97882000,102.944
"2021-02-04",103.030998,103.464996,101.754997,102.681503,48596000,102.681503
"2021-02-05",102.977997,104.796997,102.5,104.441498,29866000,104.441498
"2021-02-08",105,105.75,103.167503,104.225998,28828000,104.225998
"2021-02-09",103.739998,104.925499,103.5,103.769501,21892000,103.769501
"2021-02-10",104.156998,104.944,102.612,104.323997,25102000,104.323997
"2021-02-11",104.550003,104.699997,103.443001,104.4375,20480000,104.4375
"2021-02-12",103.988503,104.974998,103.678497,104.751503,18990000,104.751503
"2021-02-16",104.587502,107.257004,104.587502,105.535004,31004000,105.535004
"2021-02-17",104.698997,106.122002,104.417503,105.931,20294000,105.931
"2021-02-18",105.25,106.099503,104.666496,105.290497,22546000,105.290497
"2021-02-19",105.389503,105.929001,104.171501,104.440498,37938000,104.440498
"2021-02-22",102.68,104.016502,102.400002,102.712997,29466000,102.712997
"2021-02-23",100.699501,103.625,99.511497,103.005997,34658000,103.005997
"2021-02-24",101.501999,104.416,101.376503,104.190498,22608000,104.190498
"2021-02-25",102.796501,104.150002,100.324501,100.797501,41548000,100.797501
"2021-02-26",101.497498,102.825996,100.050499,101.095497,40042000,101.095497
"2021-03-01",102.400002,103.811501,101.721001,103.483002,26060000,103.483002
"2021-03-02",103.241997,104.737,102.833504,103.223999,25564000,103.223999
"2021-03-03",102.597504,103.7995,99.699997,100.570503,33892000,100.570503
"2021-03-04",100.7435,103.7295,100.2715,101.696503,49216000,101.696503
"2021-03-05",103.057503,105.309998,101.389,104.8535,53100000,104.8535
"2021-03-08",104.203003,105.686996,100.259499,100.375,36868000,100.375
"2021-03-09",102.487503,103.195999,101.779999,102.017998,33920000,102.017998
"2021-03-10",103.07,103.07,100.966499,101.809502,27100000,101.809502
"2021-03-11",102.911003,105.563499,102.822502,105.027,27702000,105.027
"2021-03-12",103.820503,103.880501,101.621002,102.5,33818000,102.5
"2021-03-15",102.249001,102.749496,101.389503,102.722,26168000,102.722
"2021-03-16",103.2995,105.683998,102.9645,104.194504,31900000,104.194504
"2021-03-17",103.4235,104.949997,102.206001,104.111,26382000,104.111
"2021-03-18",102.408997,103.4375,100.959,101.067001,31700000,101.067001
"2021-03-19",101.486504,101.851997,100.1465,101.348,46072000,101.348
"2021-03-22",101.3815,102.417,100.699997,101.5345,33536000,101.5345
"2021-03-23",101.997498,103.205498,101.400002,102.066498,28510000,102.066498
"2021-03-24",102.587997,103.379997,101.449997,101.626503,25218000,101.626503
"2021-03-25",101.452499,102.281998,99.804497,101.623001,35616000,101.623001
"2021-03-26",101.5895,101.969498,100.192497,101.236504,27978000,101.236504
"2021-03-29",101.108002,102.460503,100.272499,102.289497,26492000,102.289497
"2021-03-30",102.649002,103.133499,101.807503,102.323502,27312000,102.323502
"2021-03-31",102.720001,104.313004,102.349998,103.125999,42570000,103.125999
"2021-04-01",104.612503,106.787498,104.571503,106.488998,39880000,106.488998
"2021-04-05",107.357498,111.449501,107.260498,110.947998,48510000,110.947998
"2021-04-06",110.545998,111.400002,110.0895,110.462997,35240000,110.462997
"2021-04-07",110.654999,112.224998,110.654999,111.9515,24134000,111.9515
"2021-04-08",113.199997,113.5895,112.150497,112.5215,28664000,112.5215
"2021-04-09",112.272003,113.698502,111.862999,113.533501,26146000,113.533501
"2021-04-12",112.706001,112.844498,111.390999,112.231003,25024000,112.231003
"2021-04-13",112.5495,113.1735,112.152496,112.721497,25682000,112.721497
"2021-04-14",113.371498,113.371498,111.801003,112.095497,21002000,112.095497
"2021-04-15",113.097504,114.800003,112.558502,114.262497,29174000,114.262497
"2021-04-16",114.461998,114.711998,113.545998,114.137497,26282000,114.137497
"2021-04-19",113.509003,115.204498,113.509003,114.487999,30290000,114.487999
"2021-04-20",114.874496,114.949997,112.856003,113.9505,22288000,113.9505
"2021-04-21",113.602501,114,112.240997,113.917503,23204000,113.917503
"2021-04-22",113.769997,114.444,112.015999,112.625999,24146000,112.625999
"2021-04-23",113.349998,115.306,113.0625,114.996498,29066000,114.996498
"2021-04-26",115.225998,116.226501,114.865997,115.496498,32038000,115.496498
"2021-04-27",115.8815,115.922501,114.307999,114.549004,44386000,114.549004
"2021-04-28",119.625,121.569,117.661003,117.952003,81106000,117.952003
"2021-04-29",119.461502,120.208,118.692497,119.638,41234000,119.638
"2021-04-30",118.401001,119.092499,117.328003,117.675003,44856000,117.675003
"2021-05-03",118.245499,119.077499,116.775002,117.153999,28242000,117.153999
"2021-05-04",115.677498,116.249496,112.834,115.341499,44818000,115.341499
"2021-05-05",116.431503,116.75,115.414001,115.738503,26636000,115.738503
"2021-05-06",115.316498,116.8675,114.652,116.8675,25190000,116.8675
"2021-05-07",118.194504,118.5625,117.307999,117.596497,28898000,117.596497
"2021-05-10",116.406998,116.550003,114.226997,114.587502,30914000,114.587502
"2021-05-11",112.153503,114.014,111.695999,113.502998,34186000,113.502998
"2021-05-12",111.309502,112.399002,109.681,110.012497,46376000,110.012497
"2021-05-13",111.306,111.972,110.335999,111.452003,33204000,111.452003
"2021-05-14",112.927002,114.236,112.5,113.918999,31996000,113.918999
"2021-05-17",113.178497,114.488998,112.775497,114.445999,21598000,114.445999
"2021-05-18",115.1175,115.384003,113.109497,113.123497,22204000,113.123497
"2021-05-19",111.421501,113.749496,111.272003,113.574997,23684000,113.574997
"2021-05-20",114.550003,115.599998,114.176003,115.347504,32352000,115.347504
"2021-05-21",115.870499,115.944504,114.464996,114.706497,40632000,114.706497
"2021-05-24",115.744499,118.277496,115.598,118.052002,31832000,118.052002
"2021-05-25",118.599998,119.199997,117.75,118.143501,22440000,118.143501
"2021-05-26",118.325996,119.449501,118.322998,119.015503,21572000,119.015503
"2021-05-27",119.452499,119.452499,117.813004,118.134003,35224000,118.134003
"2021-05-28",118.721001,118.803497,117.642502,117.842499,21482000,117.842499
"2021-06-01",118.722,119.2855,117.713997,119.058998,23354000,119.058998
"2021-06-02",119.457497,119.681999,117.617996,118.529503,21158000,118.529503
"2021-06-03",117.286499,117.850998,116.475998,117.378998,18696000,117.378998
"2021-06-04",118.463501,119.9515,118.120499,119.678497,24458000,119.678497
"2021-06-07",119.472,120.225502,119.050003,120.114998,24120000,120.114998
"2021-06-08",120.600502,120.975998,119.738998,119.921997,24240000,119.921997
"2021-06-09",120.571503,120.643997,119.845001,120.397003,17942000,120.397003
"2021-06-10",120.346001,121.800003,120.189003,121.7565,25904000,121.7565
"2021-06-11",122,122.085999,120.947998,121.510002,21958000,121.510002
"2021-06-14",121.612999,122.445999,120.900002,122.445503,22098000,122.445503
"2021-06-15",122.449997,122.775497,121.056,121.419502,21562000,121.419502
"2021-06-16",121.571999,121.886002,119.470001,120.772499,26472000,120.772499
"2021-06-17",120.697502,122.522499,120.5,121.7435,25842000,121.7435
"2021-06-18",121.366997,121.602997,120.014999,120.111,46116000,120.111
"2021-06-21",120.500504,122,119.898499,121.8125,27414000,121.8125
"2021-06-22",121.75,122.400002,121.064003,122.330498,22390000,122.330498
"2021-06-23",122.093498,123.095497,121.834503,122.126999,19148000,122.126999
"2021-06-24",122.699997,123.055496,122.300003,122.5,21362000,122.5
"2021-06-25",122,122.633003,121.565002,122.508499,34594000,122.508499
"2021-06-28",122.678497,122.785004,121.405502,122.536003,28526000,122.536003
"2021-06-29",122.670502,123.021004,121.691002,122.272499,23108000,122.272499
"2021-06-30",121.994499,122.257004,121.3545,122.0895,24474000,122.0895
"2021-07-01",121.724998,122.586998,121.531502,122.444504,18110000,122.444504
"2021-07-02",123.150002,125.403999,123.059502,125.2575,25982000,125.2575
"2021-07-06",125.648499,126.428001,124.582497,126.190002,26404000,126.190002
"2021-07-07",127.162003,127.283997,126.153,126.473999,24060000,126.473999
"2021-07-08",124.026001,125.595497,124.022003,125.043999,23790000,125.043999
"2021-07-09",125.025002,125.734497,124.551498,125.518501,18632000,125.518501
"2021-07-12",126.178001,127.069504,125.611,126.975502,17668000,126.975502
"2021-07-13",127.038498,128.057495,126.6745,127.341499,19240000,127.341499
"2021-07-14",127.958,129.326508,127.914497,128.237,23742000,128.237
"2021-07-15",128.649002,128.699997,126.529999,127.004997,24218000,127.004997
"2021-07-16",127.663002,127.811501,126.153503,126.970001,20424000,126.970001
"2021-07-19",126.0895,126.205002,123.504997,124.578003,27968000,124.578003
"2021-07-20",125.527496,127.042999,124.350502,126.209503,26312000,126.209503
"2021-07-21",126.133499,127.596001,126.023499,127.549004,20746000,127.549004
"2021-07-22",127.844002,128.483002,127.499001,128.421494,14302000,128.421494
"2021-07-23",130.430496,133.399002,129.800507,133.014999,41506000,133.014999
"2021-07-26",133.328506,134.237,132.301498,134.035004,30572000,134.035004
"2021-07-27",134.250504,134.399002,130.104004,131.899994,54710000,131.899994
"2021-07-28",136.311996,138.296997,135.277496,136.093994,95130000,136.093994
"2021-07-29",136.149994,136.660995,135.542999,135.777496,31716000,135.777496
"2021-07-30",135.035004,135.304504,134.255005,134.726501,25576000,134.726501
"2021-08-02",135.117004,135.336502,133.794006,134.854507,21634000,134.854507
"2021-08-03",135.134995,135.731995,133.319504,135.630005,20762000,135.630005
"2021-08-04",135.349503,135.649506,134.487,135.125504,19676000,135.125504
"2021-08-05",135.680496,136.350006,134.845993,136.251495,17870000,136.251495
"2021-08-06",136.042007,136.472504,135.210007,135.738495,20488000,135.738495
"2021-08-09",135.942505,137.184006,135.339493,136.912994,17760000,136.912994
"2021-08-10",137.341995,137.772507,136.364502,136.807007,19414000,136.807007
"2021-08-11",137.181503,137.682495,136.2715,136.279007,15352000,136.279007
"2021-08-12",135.975494,137.300003,135.425507,137.194,16506000,137.194
"2021-08-13",137.25,137.856506,137.033005,137.727493,15948000,137.727493
"2021-08-16",137.524994,138.362503,135.298996,138.309494,22384000,138.309494
"2021-08-17",137.75,138.265503,136.082001,136.661499,21716000,136.661499
"2021-08-18",136.5,137.104507,135.321503,135.449005,19258000,135.449005
"2021-08-19",134.435501,136.352493,134.25,135.679993,21782000,135.679993
"2021-08-20",136,137.554001,135.25,137.429504,31194000,137.429504
"2021-08-23",137.969498,140.874496,137.607498,140.041504,28454000,140.041504
"2021-08-24",140.611496,142.080002,140.338501,141.261505,19268000,141.261505
"2021-08-25",141.625,142.189499,141.376007,142.078995,15848000,142.078995
"2021-08-26",141.75,142.417496,141.356995,141.440506,20610000,141.440506
"2021-08-27",141.652496,144.512497,141.496994,144.003998,28780000,144.003998
"2021-08-30",144.399994,145.970505,144.162994,144.5905,24434000,144.5905
"2021-08-31",145.147003,145.171494,144.281006,144.697495,22448000,144.697495
"2021-09-01",145,146.253998,144.883499,145.2155,21936000,145.2155
"2021-09-02",145.216003,145.519501,143.184998,143.287003,32342000,143.287003
"2021-09-03",143.080505,144.154999,142.400497,143.739502,19850000,143.739502
"2021-09-07",143.834503,144.565002,143.619003,144.280502,20124000,144.280502
"2021-09-08",144.100006,144.399994,143,143.690994,18344000,143.690994
"2021-09-09",143.8405,144.310501,143.177505,143.541,15314000,143.541
"2021-09-10",144.212494,144.718506,140.738007,140.876007,36840000,140.876007
"2021-09-13",141.949493,142.949997,141.25,142.332504,22094000,142.332504
"2021-09-14",142.995499,143.363007,141.75,142.544495,19674000,142.544495
"2021-09-15",142.7715,144.4505,141.347504,144.429504,27408000,144.429504
"2021-09-16",143.9505,144.300003,142.401505,143.610001,26190000,143.610001
"2021-09-17",143.030502,143.449997,140.470001,140.800003,53384000,140.800003
"2021-09-20",138.161499,139,136.322006,138.719498,46518000,138.719498
"2021-09-21",139.749496,140.011505,138.278,139.033005,25332000,139.033005
"2021-09-22",139.304001,140.886993,138.551498,140.283493,25056000,140.283493
"2021-09-23",140.987503,141.696503,140.401505,141.216003,20952000,141.216003
"2021-09-24",140.538498,142.330505,140.240997,142.214996,22984000,142.214996
"2021-09-27",140.804504,141.938507,140.067505,141.072006,21882000,141.072006
"2021-09-28",138.654999,139.096497,135.360001,135.830002,45772000,135.830002
"2021-09-29",136.979996,137.151001,133.865005,134.3535,30848000,134.3535
"2021-09-30",134.261505,135.542496,133.556,133.675995,37996000,133.675995
"2021-10-01",134.447495,136.910507,134.072998,136.542999,35360000,136.542999
"2021-10-04",135.960495,135.960495,131.050003,133.6595,51202000,133.6595
"2021-10-05",134.041,137.224503,134.041,136.022995,32404000,136.022995
"2021-10-06",134.75,137.75,134.550003,137.565002,24364000,137.565002
"2021-10-07",138.891998,140.042007,138.651001,139.225006,25110000,139.225006
"2021-10-08",139.576996,140.330994,139.217499,139.785507,26526000,139.785507
"2021-10-11",139.292007,140.712006,138.858994,138.914001,17954000,138.914001
"2021-10-12",139.479996,139.507004,135.759995,136.449005,36332000,136.449005
"2021-10-13",137.402496,138,136.518997,137.582001,19654000,137.582001
"2021-10-14",139.473999,141.337494,138.824997,141.151001,31894000,141.151001
"2021-10-15",141.614502,141.718002,140.755005,141.367996,30274000,141.367996
"2021-10-18",141.076508,142.796005,141.069504,142.778,20396000,142.778
"2021-10-19",143.387497,143.662506,142.600006,143.237,20164000,143.237
"2021-10-20",143.337997,143.546005,141.376495,141.768997,23288000,141.768997
"2021-10-21",141.768997,142.156006,140.5,141.886002,26292000,141.886002
"2021-10-22",139.149994,140.582993,136.056,137.566498,50588000,137.566498
"2021-10-25",137.550003,138,135.423996,137.447006,34412000,137.447006
"2021-10-26",139.263504,140.082993,138.304504,139.308502,49236000,139.308502
"2021-10-27",139.404999,148.649994,139.404999,146.217499,85782000,146.217499
"2021-10-28",147.134506,147.158005,144.626999,145.848999,36206000,145.848999
"2021-10-29",145.078003,148.242004,144.649506,148.046005,43320000,148.046005
"2021-11-01",148.046005,148.046005,143.225494,143.496994,46924000,143.496994
"2021-11-02",144.579498,146.608994,144.335495,145.432495,33482000,145.432495
"2021-11-03",145.900497,146.669006,144.591003,146.598007,27494000,146.598007
"2021-11-04",147.124496,149.733505,146.307999,148.267502,38412000,148.267502
"2021-11-05",149.169495,150.327499,148.197006,148.852005,38354000,148.852005
"2021-11-08",149.824997,150.615005,148.430496,149.031006,23052000,149.031006
"2021-11-09",149.233002,149.834503,147.244995,148.918503,19530000,148.918503
"2021-11-10",147.5,148.070007,144.537506,145.893494,29970000,145.893494
"2021-11-11",146.489502,147.535507,145.600494,145.766495,16518000,145.766495
"2021-11-12",146.615494,148.850006,145.410995,148.677994,22360000,148.677994
"2021-11-15",148.900497,149.5495,147.574997,148.451996,23508000,148.451996
"2021-11-16",148.149506,148.762497,147.3125,147.876007,18904000,147.876007
"2021-11-17",148.027496,148.559494,147.240005,148.046997,19594000,148.046997
"2021-11-18",148.241501,150.580505,147.884506,149.838501,35608000,149.838501
"2021-11-19",149.975494,150.966507,148.899002,148.926498,33682000,148.926498
"2021-11-22",149.332504,149.829498,146.147507,146.302002,30594000,146.302002
"2021-11-23",146.153,146.660004,144.115005,145.781998,27218000,145.781998
"2021-11-24",145.473495,146.249496,144.373001,146.119995,18040000,146.119995
"2021-11-26",144.348495,144.557495,141.842499,142.182999,30470000,142.182999
"2021-11-29",144,146.297501,143.893494,145.530502,32596000,145.530502
"2021-11-30",145.008499,146,141.601501,141.897507,42068000,141.897507
"2021-12-01",144,145.9505,140.912003,141.051498,34020000,141.051498
"2021-12-02",141.25,143.864502,140.214493,142.966003,29194000,142.966003
"2021-12-03",143.681,144.399994,140.300995,142.001495,41230000,142.001495
"2021-12-06",143.040497,143.852493,140.149994,143.154999,30618000,143.154999
"2021-12-07",145.596497,147.531006,145.227493,147.269501,32240000,147.269501
"2021-12-08",147.596497,148.393005,146.406006,148.186493,24270000,148.186493
"2021-12-09",147.591003,149.100006,147.115005,147.638504,23270000,147.638504
"2021-12-10",148.699997,148.977493,146.703995,148.001495,24458000,148.001495
"2021-12-13",147.781494,147.970001,145.517502,145.826508,27070000,145.826508
"2021-12-14",143.968002,144.479996,141.214996,143.906998,38446000,143.906998
"2021-12-15",143.408997,146.720993,141.677994,146.440994,36370000,146.440994
"2021-12-16",147.170502,147.677002,143.606995,144.445007,33650000,144.445007
"2021-12-17",142.5,143.834503,141.300003,141.725006,50416000,141.725006
"2021-12-20",140,141.774506,139.320999,141.606995,27192000,141.606995
"2021-12-21",142.053497,143.869003,140.502502,143.472504,28756000,143.472504
"2021-12-22",143.067505,146.5,143.067505,146.414993,26322000,146.414993
"2021-12-23",146.5,148.2435,146.451996,146.916504,26384000,146.916504
"2021-12-27",147.255997,148.343994,147.169495,147.906494,15976000,147.906494
"2021-12-28",148.235992,148.298996,146.054504,146.686996,18200000,146.686996
"2021-12-29",146.644501,147.417007,145.647507,146.654999,17788000,146.654999
"2021-12-30",146.694,147.300003,145.994507,146.2005,15688000,146.2005
"2021-12-31",146.050003,146.698502,144.852005,144.852005,18136000,144.852005
"2022-01-03",145.054993,145.850998,143.712997,144.991501,28646000,144.991501
