"","RE.Open","RE.High","RE.Low","RE.Close","RE.Volume","RE.Adjusted"
"2022-01-12",285.980011,287.570007,281.059998,283.019989,140000,279.71524
"2022-01-13",284.380005,288.079987,282.720001,284.600006,132500,281.276825
"2022-01-14",283.279999,290.470001,282,290.299988,211900,286.910217
"2022-01-18",289,293.649994,288.959991,290.899994,310600,287.503204
"2022-01-19",292.170013,293.73999,286.920013,287.339996,192800,283.984802
"2022-01-20",287.890015,294.75,286.690002,287.100006,276200,283.74762
"2022-01-21",287.23999,288.049988,283.170013,284.029999,217700,280.71344
"2022-01-24",282.130005,285.399994,273.5,284.109985,319700,280.792511
"2022-01-25",281.600006,287.26001,274.769989,285.290009,221000,281.95874
"2022-01-26",286.059998,290.320007,278.899994,281.76001,277000,278.469971
"2022-01-27",284.019989,289.929993,276.670013,277.940002,372900,274.69455
"2022-01-28",278.609985,280.940002,274.269989,280.75,297800,277.471771
"2022-01-31",277.5,283.76001,275.299988,283.399994,377000,280.09082
"2022-02-01",281.51001,284.920013,278.869995,284.529999,253500,281.207611
"2022-02-02",283.140015,290.630005,283.140015,290.209991,217000,286.821289
"2022-02-03",291.079987,292.269989,285.059998,285.23999,221800,281.909302
"2022-02-04",284.839996,288.26001,280.850006,285.98999,291300,282.650543
"2022-02-07",286.880005,288.559998,284.450012,286.76001,194900,283.411591
"2022-02-08",288.640015,291.73999,285.920013,290.369995,278300,286.979401
"2022-02-09",291.220001,293.980011,288.170013,289.119995,344800,285.744019
"2022-02-10",288.149994,296.589996,288.149994,291.440002,522800,288.036957
"2022-02-11",292.23999,296.859985,290.149994,294.929993,347100,291.486176
"2022-02-14",295.790009,296.059998,289.5,293.119995,314100,289.697327
"2022-02-15",294.709991,301.190002,293.359985,300.630005,259900,297.119629
"2022-02-16",299.940002,306.420013,299.290009,303.079987,634800,299.540985
"2022-02-17",301.899994,303.089996,294.640015,302.76001,352600,299.224762
"2022-02-18",301.869995,307.76001,301.869995,304.420013,265500,300.865387
"2022-02-22",305.529999,306.529999,297.809998,300.440002,306100,296.931854
"2022-02-23",302.649994,304,299.079987,300.079987,309400,296.576019
"2022-02-24",293.649994,293.649994,282.23999,291.5,508800,288.096222
"2022-02-25",292.899994,302.959991,292.899994,302.320007,281300,298.789886
"2022-02-28",294.279999,299.019989,293.929993,298.220001,315800,294.737762
"2022-03-01",295.299988,297.369995,281.890015,284.089996,371200,280.772766
"2022-03-02",285.869995,295.170013,285.559998,292.670013,264000,289.252594
"2022-03-03",291.980011,293.679993,288,289.109985,260300,285.734131
"2022-03-04",282.859985,283.929993,279.48999,282.410004,372300,279.112396
"2022-03-07",278.75,279.609985,267.190002,267.350006,393500,264.228241
"2022-03-08",270.179993,273.399994,263.070007,267.359985,265800,264.238098
"2022-03-09",275,278.149994,273.200012,275.480011,343800,272.263306
"2022-03-10",271.609985,274.609985,270.48999,273.790009,269200,270.593018
"2022-03-11",275.899994,277.549988,271.190002,271.410004,282200,268.240845
"2022-03-14",276.850006,277.649994,271.269989,272.01001,331100,268.833832
"2022-03-15",273.160004,279.149994,271.609985,278.76001,291000,277.083923
"2022-03-16",282.410004,284.98999,277.98999,283.399994,285500,281.696014
"2022-03-17",280.73999,285.190002,279,285.179993,212900,283.465302
"2022-03-18",283.029999,286.890015,279.720001,286.660004,479500,284.936401
"2022-03-21",291.200012,294.600006,284.420013,286.899994,392800,285.174957
"2022-03-22",288.019989,295.149994,287.029999,292.290009,224300,290.532562
"2022-03-23",292,295.109985,291.019989,291.839996,267700,290.085266
"2022-03-24",293.01001,296.429993,292.230011,295,200600,293.226257
"2022-03-25",294.670013,299.420013,294.630005,299.01001,157400,297.212158
"2022-03-28",298.899994,298.899994,295.190002,297.769989,128700,295.979584
"2022-03-29",300.200012,303.049988,298.589996,302.579987,197300,300.760681
"2022-03-30",303.890015,306.820007,302.309998,304.720001,214600,302.887817
"2022-03-31",305.109985,308.200012,301.380005,301.380005,290800,299.567902
"2022-04-01",303.25,307.709991,303.220001,307.100006,258400,305.25351
"2022-04-04",306.429993,306.429993,295.640015,297.290009,267500,295.502502
"2022-04-05",297.290009,300.790009,295.220001,298.880005,302500,297.082947
"2022-04-06",297.309998,302.019989,296.790009,297.540009,206700,295.751007
"2022-04-07",296.929993,298.399994,292.75,296.540009,171800,294.757019
"2022-04-08",297.299988,300.369995,295.309998,297.820007,168500,296.029297
"2022-04-11",299.570007,302.959991,296.48999,296.959991,227200,295.174469
"2022-04-12",297.23999,299.679993,288.640015,289.920013,302900,288.176819
"2022-04-13",288.529999,292.100006,287.549988,291.769989,137200,290.015656
"2022-04-14",291.779999,293.970001,290.130005,290.570007,190100,288.822906
"2022-04-18",289.339996,291.880005,287.799988,290.070007,116000,288.325897
"2022-04-19",291.470001,291.470001,287.290009,291.130005,215800,289.379547
"2022-04-20",292.899994,298.119995,291.910004,297.429993,225700,295.641632
"2022-04-21",299.76001,302,292.709991,293.059998,183500,291.297913
"2022-04-22",292.470001,292.690002,286.100006,286.179993,190100,284.45929
"2022-04-25",284.98999,285.450012,274.649994,284.23999,272700,282.530945
"2022-04-26",281.779999,284.320007,278.5,278.51001,222400,276.835419
"2022-04-27",278.51001,287.100006,278.5,284.799988,403900,283.087585
"2022-04-28",290.959991,290.959991,274.559998,282.660004,417100,280.960449
"2022-04-29",280.769989,282.899994,274.01001,274.709991,279000,273.058258
"2022-05-02",277.48999,279.670013,272.480011,277.429993,269600,275.761902
"2022-05-03",279.089996,282.910004,277.829987,279.529999,172000,277.849274
"2022-05-04",280.48999,287.149994,277.959991,286.200012,248100,284.479187
"2022-05-05",283.730011,286.829987,280.600006,284.140015,208800,282.43158
"2022-05-06",284.890015,288.899994,283.410004,287.320007,270300,285.592438
"2022-05-09",284.929993,286.839996,279.769989,280.559998,266600,278.873077
"2022-05-10",282.48999,285.269989,276.690002,279.290009,246100,277.610718
"2022-05-11",280.01001,284.059998,277.869995,278.559998,199900,276.885101
"2022-05-12",278.200012,278.200012,273.390015,273.98999,438200,272.34259
"2022-05-13",275.48999,280.279999,275.48999,280.019989,278400,278.336304
"2022-05-16",279.130005,284.079987,278.839996,282.380005,140300,280.682159
"2022-05-17",285.480011,289.75,284.709991,289.529999,145200,287.789154
"2022-05-18",287.480011,287.529999,279.75,280.390015,237900,278.704132
"2022-05-19",277.660004,280.079987,271.380005,276.339996,255600,274.678467
"2022-05-20",277.480011,277.98999,266.51001,270.570007,246900,268.943146
"2022-05-23",274.929993,276.75,272.380005,274.420013,271700,272.77002
"2022-05-24",272.529999,275.399994,266.890015,273.940002,233000,273.940002
"2022-05-25",272.73999,275.799988,270.950012,274.420013,266900,274.420013
"2022-05-26",277.279999,280.5,274.519989,279.209991,213200,279.209991
"2022-05-27",279.5,284.910004,279.160004,284.790009,144500,284.790009
"2022-05-31",282.670013,284.709991,280.149994,282.5,258100,282.5
"2022-06-01",282.190002,284.059998,275.399994,278.519989,157400,278.519989
"2022-06-02",279.390015,281.869995,274.75,281.630005,124800,281.630005
"2022-06-03",279.980011,280.929993,278.079987,280.290009,166300,280.290009
"2022-06-06",282.920013,287.470001,280.269989,285.390015,173100,285.390015
"2022-06-07",284.209991,288.359985,283.690002,288.209991,121300,288.209991
"2022-06-08",286.600006,287,281.410004,281.790009,148200,281.790009
"2022-06-09",282.130005,283.059998,277.869995,277.929993,130400,277.929993
"2022-06-10",273.179993,281.769989,270.359985,278.100006,444500,278.100006
"2022-06-13",273.149994,275.910004,268.049988,269.679993,316600,269.679993
"2022-06-14",271.040009,275.589996,270.850006,272.670013,221000,272.670013
"2022-06-15",276.829987,279.420013,271.690002,275.26001,307000,275.26001
"2022-06-16",270.450012,271.950012,263.609985,265,282500,265
"2022-06-17",266.970001,270.660004,264.869995,269.119995,597700,269.119995
"2022-06-21",273.679993,273.929993,270.160004,270.890015,222700,270.890015
"2022-06-22",267.450012,273.130005,267.450012,271.579987,149300,271.579987
"2022-06-23",271.98999,275.079987,268.730011,272.230011,267900,272.230011
"2022-06-24",273.940002,283.660004,273.940002,283.190002,323800,283.190002
"2022-06-27",283.339996,284.01001,281.429993,283.029999,185200,283.029999
"2022-06-28",285,288.329987,280.290009,280.429993,179100,280.429993
"2022-06-29",282.019989,282.019989,278.100006,278.540009,165800,278.540009
