"","FIS.Open","FIS.High","FIS.Low","FIS.Close","FIS.Volume","FIS.Adjusted"
"2021-12-29",109.059998,110.099998,108.709999,109.25,1600900,108.199425
"2021-12-30",109.339996,110.790001,109.230003,109.989998,1972600,108.932297
"2021-12-31",109.68,110.489998,109.050003,109.150002,2133900,108.100388
"2022-01-03",109.349998,114.379997,109.029999,113.879997,4647600,112.784897
"2022-01-04",114.309998,115.660004,113.349998,114.510002,5683500,113.408844
"2022-01-05",114.699997,118.690002,114.300003,116.529999,5234800,115.409409
"2022-01-06",116.660004,118.980003,116,116.650002,3610600,115.528267
"2022-01-07",116.169998,118.230003,115.709999,117.639999,2937100,116.508743
"2022-01-10",118.190002,118.639999,112.629997,116.370003,5774900,115.250954
"2022-01-11",116.389999,118.129997,115.199997,117.550003,2842000,116.419609
"2022-01-12",116.82,117.879997,115.480003,117.510002,3040700,116.379997
"2022-01-13",118.160004,119.910004,117.220001,117.440002,3354400,116.310669
"2022-01-14",116.150002,118.93,115.690002,118.040001,3448500,116.904892
"2022-01-18",117.220001,118.080002,114.010002,114.5,5823900,113.398933
"2022-01-19",114.389999,115.889999,113.190002,113.300003,3179500,112.210472
"2022-01-20",113.449997,116.230003,112.959999,113.199997,2478000,112.111427
"2022-01-21",113.739998,114.800003,111.57,111.779999,3217600,110.705086
"2022-01-24",110.32,111.879997,107.529999,111.790001,4897000,110.714996
"2022-01-25",109.620003,111.68,106.809998,110.199997,3718200,109.140282
"2022-01-26",112.029999,112.589996,107.959999,108.989998,5140600,107.941917
"2022-01-27",109.940002,111.389999,108.330002,109.239998,4805500,108.189514
"2022-01-28",110.269997,117.519997,109.370003,117.400002,6401200,116.271042
"2022-01-31",116.309998,120.230003,115.580002,119.919998,5150500,118.766815
"2022-02-01",119.739998,122.059998,118.870003,121.709999,5404100,120.539604
"2022-02-02",120.940002,121.660004,119,120.110001,4355300,118.954987
"2022-02-03",118.870003,119.220001,114.860001,115.43,4387200,114.319992
"2022-02-04",114.580002,115.040001,111.559998,113.760002,5869800,112.666054
"2022-02-07",114.300003,115.709999,112.610001,114.099998,2542800,113.002785
"2022-02-08",113,113.290001,110.029999,111.459999,3830200,110.388168
"2022-02-09",113.589996,115.139999,111.879997,114.989998,2817300,113.884216
"2022-02-10",113.459999,116.269997,112.800003,113.690002,2799500,112.596725
"2022-02-11",113.800003,115.209999,111.209999,111.919998,3070700,110.843742
"2022-02-14",112.089996,112.739998,110.669998,111.5,4129000,110.42778
"2022-02-15",103.660004,107.889999,100.839996,102.849998,9586900,101.860962
"2022-02-16",102.620003,104.580002,98.959999,100.43,6925000,99.464233
"2022-02-17",99.550003,101.199997,97.360001,97.57,4239700,96.631737
"2022-02-18",96.620003,97.82,94.910004,95.639999,5164300,94.720299
"2022-02-22",94.610001,96.300003,94.449997,95.410004,3723400,94.492508
"2022-02-23",95.389999,95.860001,92.099998,92.25,5550700,91.3629
"2022-02-24",91.419998,95.919998,90.480003,95.779999,7766700,94.858948
"2022-02-25",95.529999,97.669998,94.589996,96.940002,2825000,96.007797
"2022-02-28",95.620003,96.57,94.029999,95.230003,5721400,94.314247
"2022-03-01",94.940002,96.150002,93.309998,93.669998,6172300,92.769241
"2022-03-02",93.75,96.18,92.910004,95.25,4502600,94.334045
"2022-03-03",96.120003,96.120003,92.360001,92.669998,3813200,91.778854
"2022-03-04",91.709999,92.650002,89.25,90.470001,3319200,89.600014
"2022-03-07",90.25,90.730003,87.050003,87.110001,3241100,86.272324
"2022-03-08",86.129997,88.470001,85,86.25,4620100,85.420593
"2022-03-09",88.199997,92.220001,88.199997,91.980003,5046800,91.095497
"2022-03-10",89.440002,91.540001,88.730003,90.410004,3969500,90.000481
"2022-03-11",91.459999,91.68,89.25,89.339996,2333500,88.935318
"2022-03-14",90.160004,91.629997,88.879997,89.059998,2770300,88.656586
"2022-03-15",89.470001,92.699997,89.470001,92.599998,5435500,92.18055
"2022-03-16",93.669998,95.550003,93,95.379997,4176600,94.94796
"2022-03-17",94.489998,95.309998,93.870003,95.199997,2971200,94.768776
"2022-03-18",94.739998,96.199997,94.360001,95.82,4937000,95.385971
"2022-03-21",94.879997,96.040001,93.790001,94.970001,3338400,94.539818
"2022-03-22",95.720001,98.419998,95.720001,96.93,2314200,96.490944
"2022-03-23",95.5,96.68,94.910004,95.43,2125900,94.997734
"2022-03-24",95.900002,96.82,95.260002,96.410004,2320900,95.973297
"2022-03-25",96.540001,97.82,95.889999,97.449997,2865800,97.008583
"2022-03-28",96.989998,97.760002,96.550003,97.650002,3623900,97.20768
"2022-03-29",98.169998,102.980003,98.169998,101.989998,6208000,101.528015
"2022-03-30",101.029999,102.230003,100.239998,101.019997,3915300,100.562408
"2022-03-31",101.019997,101.989998,100.220001,100.419998,4133300,99.965134
"2022-04-01",100.660004,103.639999,100.470001,103.370003,3719500,102.901772
"2022-04-04",103.32,104.339996,102.919998,103.260002,3543800,102.792267
"2022-04-05",102.949997,104.919998,102.370003,103.559998,3867800,103.090904
"2022-04-06",102.519997,102.93,101.32,101.559998,3562600,101.099968
"2022-04-07",100.940002,102.68,99.599998,101.529999,3439400,101.070107
"2022-04-08",100.949997,103.260002,100.589996,102.029999,3405900,101.567841
"2022-04-11",101.279999,102.889999,101.239998,101.919998,2408400,101.458336
"2022-04-12",102.010002,102.830002,101.129997,101.940002,4368900,101.478249
"2022-04-13",101.389999,102.57,100.940002,101.5,3040100,101.040237
"2022-04-14",101.860001,103.540001,101.57,102.449997,3085700,101.985931
"2022-04-18",102.120003,103.919998,101.489998,102.480003,2349700,102.015808
"2022-04-19",102.589996,105.220001,102.489998,104.889999,2891100,104.414886
"2022-04-20",104.639999,105.279999,102.650002,103,2933200,102.533447
"2022-04-21",104.910004,105.129997,102.559998,103,3447800,102.533447
"2022-04-22",102.150002,103.050003,99.790001,99.970001,3939400,99.517174
"2022-04-25",100.019997,100.239998,96.919998,99.220001,5036300,98.770569
"2022-04-26",98.120003,98.230003,95.239998,95.269997,4352300,94.838455
"2022-04-27",95.5,99.68,95.279999,98.839996,4620200,98.392288
"2022-04-28",100.650002,104.620003,100,103.790001,4328500,103.31987
"2022-04-29",102.199997,103.099998,98.739998,99.150002,3538500,98.70089
"2022-05-02",98.709999,99.32,95.18,97.5,4716000,97.058357
"2022-05-03",101.25,102.870003,96.919998,99.629997,4637100,99.178711
"2022-05-04",100.370003,104.699997,99.239998,104.300003,4194200,103.82756
"2022-05-05",102.150002,103.25,98.889999,100.599998,4949100,100.144318
"2022-05-06",100.290001,100.290001,97.330002,98.269997,4569500,97.824867
"2022-05-09",96.889999,97.419998,93.93,94.540001,5011500,94.111771
"2022-05-10",95.989998,96.800003,93.169998,94.739998,2712900,94.31086
"2022-05-11",93.949997,97,93.059998,93.449997,4061800,93.026703
"2022-05-12",92.730003,94.379997,91.68,93.949997,3506000,93.524437
"2022-05-13",95.339996,97.279999,94.959999,96.5,2371700,96.062889
"2022-05-16",95.459999,96.809998,95.120003,96.300003,2228400,95.8638
"2022-05-17",98.209999,98.849998,96.220001,98.300003,3022600,97.854736
"2022-05-18",97.269997,98.769997,96.43,96.730003,3042700,96.291847
"2022-05-19",95.839996,98.93,95.449997,97.169998,2046300,96.729851
"2022-05-20",98.559998,99.830002,96.940002,99.68,3195200,99.228485
"2022-05-23",100.290001,102.349998,99.599998,101.709999,2603700,101.24929
"2022-05-24",100.540001,101.089996,98.080002,100.510002,3245700,100.054726
"2022-05-25",99.860001,101.699997,99.610001,101.389999,3084900,100.93074
"2022-05-26",102.970001,105.550003,102.010002,104.199997,2947400,103.728004
"2022-05-27",104.360001,105.529999,104,105.160004,3102400,104.683662
"2022-05-31",104.870003,105,103.519997,104.5,6127200,104.026649
"2022-06-01",105.730003,105.830002,102.879997,103.220001,3056500,102.752449
"2022-06-02",103.650002,106.199997,101.639999,106.190002,3066800,105.709
"2022-06-03",105.349998,105.349998,103.449997,103.82,2847900,103.349731
"2022-06-06",105,106.650002,104.699997,105.300003,2375800,104.823029
"2022-06-07",103.970001,105.720001,103.309998,104.57,3223400,104.096336
"2022-06-08",104.360001,105.239998,103.230003,103.760002,2035300,103.290009
"2022-06-09",102.43,102.559998,99.720001,99.739998,2148900,99.739998
"2022-06-10",97.989998,98.970001,96.290001,97.800003,2924000,97.800003
"2022-06-13",96.440002,96.879997,94.330002,94.959999,4360000,94.959999
"2022-06-14",95,97.279999,94.989998,95.25,4450500,95.25
"2022-06-15",96.330002,96.650002,93.849998,95.470001,4435500,95.470001
"2022-06-16",93,93.43,90.25,90.699997,4840300,90.699997
"2022-06-17",90.5,92.709999,90.43,91.839996,6834400,91.839996
"2022-06-21",93.550003,94.309998,91.790001,92.970001,3454400,92.970001
"2022-06-22",91.400002,93.230003,90.5,92.07,2621900,92.07
"2022-06-23",92.720001,93.559998,91.400002,92.93,3595700,92.93
"2022-06-24",94.32,98.910004,94.029999,98.629997,3907200,98.629997
"2022-06-27",98.5,98.5,95.889999,96.739998,2626800,96.739998
"2022-06-28",97.470001,99.139999,94,94.269997,2730500,94.269997
"2022-06-29",94.269997,94.790001,93.160004,94.57,2722700,94.57
