"","BSX.Open","BSX.High","BSX.Low","BSX.Close","BSX.Volume","BSX.Adjusted"
"2022-01-14",44.169998,44.950001,43.84,44.860001,8675000,44.860001
"2022-01-18",44.290001,44.5,43.93,44.220001,10721500,44.220001
"2022-01-19",44.169998,44.720001,44,44.049999,8721800,44.049999
"2022-01-20",44.080002,45.040001,43.380001,43.450001,9562500,43.450001
"2022-01-21",43.470001,43.549999,42.689999,42.970001,11278000,42.970001
"2022-01-24",42.18,42.75,41.080002,42.66,8974600,42.66
"2022-01-25",41.91,42.75,41.290001,42.509998,10837400,42.509998
"2022-01-26",42.810001,43.68,42.470001,43.040001,16803600,43.040001
"2022-01-27",43.330002,43.950001,42.860001,43.23,12172800,43.23
"2022-01-28",43.139999,43.439999,41.75,42.740002,12258200,42.740002
"2022-01-31",42.650002,43.139999,42.290001,42.900002,13622500,42.900002
"2022-02-01",42.880001,43.57,42.619999,43.5,10452000,43.5
"2022-02-02",41.790001,42.490002,40.91,41.439999,26586200,41.439999
"2022-02-03",41.299999,42.869999,41.27,42.610001,16121800,42.610001
"2022-02-04",42.32,43.189999,42.290001,42.77,8924500,42.77
"2022-02-07",42.639999,43.509998,42.540001,42.91,7259500,42.91
"2022-02-08",43.200001,44.259998,42.98,44.16,8020000,44.16
"2022-02-09",44.619999,45,44.27,44.75,9732100,44.75
"2022-02-10",44.259998,44.540001,43.560001,43.75,8719400,43.75
"2022-02-11",43.84,44,42.900002,43.110001,6616100,43.110001
"2022-02-14",43,43.23,42.439999,42.73,7963600,42.73
"2022-02-15",43.380001,44.009998,43.279999,44.009998,8015000,44.009998
"2022-02-16",43.810001,44.259998,43.240002,44.189999,6510200,44.189999
"2022-02-17",43.799999,44.040001,42.599998,42.830002,7785500,42.830002
"2022-02-18",42.880001,43.099998,42.189999,42.549999,6878300,42.549999
"2022-02-22",42.549999,43.369999,42.459999,42.98,7835900,42.98
"2022-02-23",43.279999,44.380001,43.139999,43.709999,12624500,43.709999
"2022-02-24",42.75,44.029999,42.290001,43.950001,8259000,43.950001
"2022-02-25",44,45.169998,43.77,45.099998,10716000,45.099998
"2022-02-28",44.490002,44.689999,43.66,44.169998,10610900,44.169998
"2022-03-01",44.080002,44.330002,42.98,43.360001,9789800,43.360001
"2022-03-02",43.959999,44.439999,43.639999,43.900002,11859600,43.900002
"2022-03-03",44.169998,44.310001,43.540001,43.959999,6980500,43.959999
"2022-03-04",43.290001,44.07,43.080002,43.959999,7015700,43.959999
"2022-03-07",43.720001,43.799999,42.490002,42.549999,8479700,42.549999
"2022-03-08",42.459999,42.529999,40.799999,40.900002,11351200,40.900002
"2022-03-09",41.759998,42.299999,41.299999,42.07,10484500,42.07
"2022-03-10",41.450001,41.860001,41.27,41.740002,9237500,41.740002
"2022-03-11",42,42.560001,41.66,41.700001,6175600,41.700001
"2022-03-14",42.189999,42.389999,41.639999,41.900002,8307500,41.900002
"2022-03-15",42.490002,42.849998,42.119999,42.66,6925900,42.66
"2022-03-16",43.119999,44.009998,43,43.84,7726700,43.84
"2022-03-17",43.619999,44.25,43.619999,44.209999,8114400,44.209999
"2022-03-18",44.189999,44.330002,43.630001,44.220001,10662300,44.220001
"2022-03-21",43.869999,44.470001,43.799999,44.32,5302400,44.32
"2022-03-22",44.330002,44.59,43.68,43.740002,6584300,43.740002
"2022-03-23",43.540001,43.560001,41.990002,42.299999,11794000,42.299999
"2022-03-24",42.360001,43,42.110001,42.869999,5653400,42.869999
"2022-03-25",43.049999,43.52,42.91,43.5,6033900,43.5
"2022-03-28",43.68,44.299999,43.5,44.27,4498400,44.27
"2022-03-29",44.869999,45.080002,44.43,44.849998,6133400,44.849998
"2022-03-30",44.650002,45.080002,44.419998,44.700001,6862600,44.700001
"2022-03-31",44.619999,45.139999,44.27,44.290001,10142200,44.290001
"2022-04-01",44.549999,45.029999,44.209999,44.990002,5188900,44.990002
"2022-04-04",44.830002,45.080002,43.73,44.16,10642400,44.16
"2022-04-05",44.049999,44.639999,44.02,44.349998,11425900,44.349998
"2022-04-06",43.970001,44.66,43.560001,44.580002,7256600,44.580002
"2022-04-07",44.439999,45.169998,44.32,44.959999,5758700,44.959999
"2022-04-08",44.950001,45.240002,44.66,44.84,9615600,44.84
"2022-04-11",44.700001,44.91,44.150002,44.220001,6497900,44.220001
"2022-04-12",44.220001,44.540001,43.619999,43.759998,4156100,43.759998
"2022-04-13",43.860001,44.540001,43.650002,44.43,4151800,44.43
"2022-04-14",44.509998,44.709999,44.029999,44.25,5172300,44.25
"2022-04-18",44.130001,44.57,43.549999,43.740002,4082700,43.740002
"2022-04-19",43.919998,45.950001,43.830002,45.720001,9196700,45.720001
"2022-04-20",45.93,47.5,45.619999,47.099998,14255700,47.099998
"2022-04-21",47.330002,47.380001,46.259998,46.310001,8062400,46.310001
"2022-04-22",45.799999,45.970001,43.73,43.900002,11485500,43.900002
"2022-04-25",43.759998,44.779999,43.59,44.59,10329300,44.59
"2022-04-26",43.849998,44.169998,42.540001,42.599998,14253400,42.599998
"2022-04-27",43.549999,44.849998,42.860001,43.060001,14686400,43.060001
"2022-04-28",43.439999,43.610001,42,42.73,8550000,42.73
"2022-04-29",42.52,42.98,41.950001,42.110001,15072900,42.110001
"2022-05-02",42.360001,42.650002,40.779999,41.630001,9896200,41.630001
"2022-05-03",41.5,42.27,41.5,41.77,7410100,41.77
"2022-05-04",41.779999,42.900002,41.400002,42.75,6111500,42.75
"2022-05-05",42.470001,42.93,41.580002,42.029999,9579500,42.029999
"2022-05-06",41.84,41.91,40.619999,40.849998,9138300,40.849998
"2022-05-09",40.259998,40.310001,37.990002,38.290001,13411700,38.290001
"2022-05-10",38.689999,39.240002,37.990002,38.650002,10993800,38.650002
"2022-05-11",38.549999,39.650002,38.349998,38.740002,11574600,38.740002
"2022-05-12",38.57,39,38.02,38.790001,9925100,38.790001
"2022-05-13",39.16,39.919998,39.119999,39.66,7768200,39.66
"2022-05-16",39.43,40.060001,39.34,39.82,5833700,39.82
"2022-05-17",40.509998,41.5,40.25,41.32,9315300,41.32
"2022-05-18",40.849998,41.119999,40.119999,40.23,10495400,40.23
"2022-05-19",39.73,40.25,39.080002,39.490002,9556000,39.490002
"2022-05-20",39.25,39.57,38.240002,39.220001,12397600,39.220001
"2022-05-23",39.619999,40.02,39.029999,39.889999,6662600,39.889999
"2022-05-24",39.77,40.34,39.290001,40.150002,5959600,40.150002
"2022-05-25",39.779999,40.439999,39.549999,40.09,7417400,40.09
"2022-05-26",40.119999,40.369999,39.57,40.139999,6171100,40.139999
"2022-05-27",41.610001,41.610001,40.950001,41.200001,6968700,41.200001
"2022-05-31",40.75,41.32,40.57,41.009998,7925300,41.009998
"2022-06-01",41.139999,41.25,39.529999,39.919998,6546400,39.919998
"2022-06-02",39.919998,40.709999,39.040001,40.669998,4443900,40.669998
"2022-06-03",40.490002,40.540001,39.84,39.91,5823400,39.91
"2022-06-06",40.169998,40.360001,39.220001,39.380001,6548500,39.380001
"2022-06-07",39.189999,39.59,38.91,39.580002,6725400,39.580002
"2022-06-08",39.400002,39.48,39.009998,39.110001,6378400,39.110001
"2022-06-09",38.799999,38.950001,37.950001,37.970001,5868800,37.970001
"2022-06-10",37.290001,37.599998,36.91,37.23,11071300,37.23
"2022-06-13",36.419998,36.889999,36.220001,36.41,15115200,36.41
"2022-06-14",36.310001,36.419998,35.09,35.240002,12615100,35.240002
"2022-06-15",36.099998,36.68,35.52,36.029999,13548200,36.029999
"2022-06-16",35.169998,35.639999,34.98,35.509998,9199900,35.509998
"2022-06-17",35.59,36.349998,35.330002,36.009998,17432800,36.009998
"2022-06-21",36.48,36.669998,36.02,36.299999,10277400,36.299999
"2022-06-22",36.02,37.330002,35.91,37.029999,9569100,37.029999
"2022-06-23",37.16,37.5,36.720001,36.939999,6656700,36.939999
"2022-06-24",37.200001,38.099998,36.990002,38.02,10453800,38.02
"2022-06-27",37.98,38.099998,37.560001,37.82,4699000,37.82
"2022-06-28",38.040001,38.27,37.400002,37.5,9890600,37.5
"2022-06-29",37.549999,37.900002,37.27,37.799999,5749600,37.799999
