"","DLR.Open","DLR.High","DLR.Low","DLR.Close","DLR.Volume","DLR.Adjusted"
"2021-12-22",170.410004,171.410004,169.039993,171.410004,1285400,168.239227
"2021-12-23",171.529999,171.529999,168.809998,169.809998,943400,166.668823
"2021-12-27",170.929993,173.589996,169.779999,173.5,1290000,170.290558
"2021-12-28",173.440002,174.960007,172.369995,174.860001,1106700,171.625412
"2021-12-29",175.070007,176.009995,174.020004,175.259995,624300,172.018005
"2021-12-30",175.330002,176.529999,175.179993,176.089996,622600,172.832657
"2021-12-31",176.539993,178.220001,176.100006,176.869995,752000,173.598221
"2022-01-03",176.860001,177.149994,171.710007,175.089996,1000700,171.851151
"2022-01-04",174.5,175,168.220001,169.089996,1531600,165.962143
"2022-01-05",166.580002,167.350006,162.820007,162.880005,1470500,159.867035
"2022-01-06",161.330002,162.240005,157.619995,160.800003,1709400,157.8255
"2022-01-07",159.860001,162.220001,158.429993,161.059998,1265700,158.080688
"2022-01-10",158.580002,161,155.130005,159.240005,1172300,156.294357
"2022-01-11",159.149994,159.429993,156.350006,159.029999,817300,156.088242
"2022-01-12",158.309998,160.979996,157.889999,158.949997,1060200,156.009705
"2022-01-13",159.210007,159.880005,157.149994,157.619995,1004100,154.7043
"2022-01-14",155.229996,156.5,153.259995,155.880005,1395600,152.996506
"2022-01-18",154.550003,156.589996,153.440002,155.869995,1502000,152.986694
"2022-01-19",156.559998,157.869995,154.910004,154.929993,1113300,152.064056
"2022-01-20",155.100006,158,154.809998,155.399994,1304200,152.525375
"2022-01-21",156.580002,157.25,154.779999,154.949997,1825400,152.08371
"2022-01-24",154.169998,154.259995,150.869995,153.910004,2383200,151.062958
"2022-01-25",153.149994,154.460007,151.770004,152.669998,1478800,149.845871
"2022-01-26",153.009995,153.850006,147.199997,147.729996,1372400,144.997269
"2022-01-27",148.619995,150.089996,144.449997,145.259995,1275100,142.572952
"2022-01-28",145.800003,149.009995,143.800003,148.880005,1948300,146.125992
"2022-01-31",149.050003,150.330002,147.880005,149.229996,2902000,146.469513
"2022-02-01",149.440002,149.440002,146.600006,147.740005,1984900,145.007095
"2022-02-02",147.960007,149.929993,147.75,149.229996,1816300,146.469513
"2022-02-03",148.850006,149,146.630005,147,1501600,144.280777
"2022-02-04",145.740005,147,144.570007,145.160004,1320600,142.474808
"2022-02-07",145.289993,146.880005,145.089996,146.050003,1812400,143.348343
"2022-02-08",145.75,145.779999,143.5,143.580002,1408900,140.924042
"2022-02-09",145.270004,147.470001,145.020004,146.919998,1563700,144.20224
"2022-02-10",144.169998,144.960007,139.580002,140.210007,1393000,137.616364
"2022-02-11",140.589996,140.779999,135.820007,136.289993,3829600,133.768875
"2022-02-14",136.529999,137.289993,135.259995,136.139999,1939300,133.621658
"2022-02-15",138.25,138.740005,136.039993,136.529999,1494800,134.00444
"2022-02-16",136.179993,136.559998,133.970001,134.600006,3146000,132.110153
"2022-02-17",134.660004,139.100006,134.610001,137.759995,3676800,135.211685
"2022-02-18",135.589996,136.149994,131.119995,135.199997,3174400,132.699036
"2022-02-22",135.770004,138.259995,134.199997,136,1980500,133.484253
"2022-02-23",136.520004,138.479996,131.949997,132.229996,2768300,129.783981
"2022-02-24",130.539993,134.619995,130.100006,134.339996,3425100,131.85495
"2022-02-25",135,138.25,134.020004,137.899994,1678900,135.349106
"2022-02-28",136.380005,137.380005,133.199997,134.919998,2864900,132.424225
"2022-03-01",136.089996,136.539993,133.300003,134.119995,1694800,131.639023
"2022-03-02",134.580002,135.929993,133.169998,135.309998,1774700,132.807007
"2022-03-03",136.080002,137.979996,134.630005,137.240005,1129000,134.701324
"2022-03-04",136.199997,139.789993,136.139999,139.240005,1521000,136.664322
"2022-03-07",138.919998,139.470001,135.869995,136.119995,1187800,133.60202
"2022-03-08",135.070007,136.639999,132.570007,133.490005,1530100,131.020676
"2022-03-09",135.809998,137.119995,134.669998,135.449997,952600,132.944427
"2022-03-10",133.460007,135.630005,132.199997,135.289993,1145000,132.787384
"2022-03-11",136.020004,136.699997,134.880005,135.679993,1412400,133.170151
"2022-03-14",135,135.229996,131.710007,132.589996,2045600,131.3181
"2022-03-15",133.580002,135.279999,132.720001,135.149994,1302900,133.853546
"2022-03-16",136.429993,137.410004,133.940002,136.070007,1183400,134.764725
"2022-03-17",135.460007,138.649994,135.460007,138.220001,966500,136.894104
"2022-03-18",138.210007,139.690002,137.899994,138.990005,2515200,137.656708
"2022-03-21",138.479996,140.570007,136.399994,137.179993,902900,135.864059
"2022-03-22",137.610001,139.220001,136.830002,138.419998,1659600,137.092178
"2022-03-23",138,138.649994,136.220001,136.649994,934700,135.339157
"2022-03-24",136.479996,137.669998,136.350006,137.649994,686500,136.329559
"2022-03-25",138.429993,138.570007,136.979996,138.229996,819200,136.903992
"2022-03-28",138.940002,141.130005,138.539993,140.889999,1093400,139.538483
"2022-03-29",142.009995,145.479996,141.949997,144.710007,1467300,143.321838
"2022-03-30",143.869995,144.990005,142.979996,144.160004,868700,142.777115
"2022-03-31",144.800003,145.330002,141.759995,141.800003,1919100,140.439758
"2022-04-01",142.419998,146.009995,142.119995,145.899994,965200,144.500412
"2022-04-04",145.789993,146.740005,143.529999,146.550003,1390600,145.144196
"2022-04-05",145.610001,148.399994,145.330002,146.410004,931800,145.005539
"2022-04-06",146.089996,149.25,145.199997,149.070007,1083300,147.640015
"2022-04-07",148.490005,148.970001,146.270004,148.169998,1222400,146.748642
"2022-04-08",148.110001,150.139999,147.550003,149.979996,1168400,148.541275
"2022-04-11",150.350006,150.679993,145.100006,145.470001,987400,144.074554
"2022-04-12",144.580002,146.139999,143.899994,145.520004,1419200,144.124069
"2022-04-13",145.020004,148.320007,145.020004,147.149994,1195900,145.738434
"2022-04-14",147.25,147.710007,144.669998,145.020004,1366300,143.628876
"2022-04-18",145.029999,145.75,144.070007,145.039993,1024000,143.648666
"2022-04-19",145.520004,150.889999,145.520004,150.350006,1476000,148.907745
"2022-04-20",150.389999,153.5,149.630005,152.669998,1453100,151.205475
"2022-04-21",152.910004,152.979996,150.179993,150.339996,1601700,148.897827
"2022-04-22",150.369995,151.639999,149.190002,149.759995,1606900,148.323395
"2022-04-25",150,151.850006,148.570007,151.559998,2210600,150.106125
"2022-04-26",151.070007,151.960007,149.550003,149.610001,1722200,148.174835
"2022-04-27",149.899994,151.779999,148.039993,148.240005,1771500,146.817978
"2022-04-28",149.119995,151.800003,146.440002,151.5,1937400,150.046707
"2022-04-29",151.380005,152.740005,145.419998,146.119995,2383100,144.718307
"2022-05-02",145.759995,146.380005,138.330002,141.279999,1758600,139.924744
"2022-05-03",141.929993,144.009995,140.289993,142.259995,1479600,140.89534
"2022-05-04",141.610001,144.979996,140.169998,144.660004,1299500,143.272324
"2022-05-05",144.350006,144.889999,140.110001,141.360001,1323200,140.003967
"2022-05-06",139.929993,141.850006,138.880005,141.080002,1081300,139.726669
"2022-05-09",139.570007,139.809998,132.830002,133.380005,1349000,132.100525
"2022-05-10",134.580002,135.559998,125.120003,126.599998,2305400,125.385559
"2022-05-11",127.400002,130.259995,126.93,127,1716800,125.781723
"2022-05-12",126.589996,127.379997,125.110001,127.110001,1480000,125.890671
"2022-05-13",128.509995,131.690002,126.800003,131.190002,2289500,129.931534
"2022-05-16",130.869995,131.600006,128.070007,128.410004,1527300,127.1782
"2022-05-17",129.639999,129.699997,127.190002,128.649994,1476300,127.415894
"2022-05-18",128.149994,128.5,124.790001,125.290001,1360000,124.088127
"2022-05-19",124.379997,129.259995,124.349998,127.669998,1501600,126.445297
"2022-05-20",129.050003,131.570007,127.5,131.100006,1570200,129.842407
"2022-05-23",132.929993,133.589996,131.020004,133.520004,1201700,132.239182
"2022-05-24",133.270004,136.820007,131.970001,136.630005,1337600,135.319351
"2022-05-25",135.690002,138.259995,134.850006,137.850006,1263400,136.527649
"2022-05-26",138.490005,140.009995,136.539993,136.789993,1343000,135.477814
"2022-05-27",137.119995,141.770004,137.110001,141.509995,971700,140.152527
"2022-05-31",139.720001,140.279999,137.669998,139.589996,1735000,138.250946
"2022-06-01",139.610001,139.820007,136.860001,137.440002,1314800,136.121582
"2022-06-02",136.570007,138.389999,134.369995,138.369995,1562600,137.042648
"2022-06-03",136.869995,137.5,134.190002,134.490005,1329500,133.199875
"2022-06-06",134.5,135.940002,134.25,134.910004,1357400,133.615845
"2022-06-07",134.410004,135.309998,132.100006,135.259995,1263800,133.962479
"2022-06-08",134.570007,135.270004,132.190002,132.850006,1147400,131.575607
"2022-06-09",132.699997,136.5,132.190002,133.220001,1398700,131.942062
"2022-06-10",131.380005,132.639999,129.179993,131.360001,1637600,130.099899
"2022-06-13",128.660004,129.740005,126.410004,127.18,1912500,125.959999
"2022-06-14",126.589996,126.849998,124.110001,124.57,3037900,124.57
"2022-06-15",126.589996,130.570007,126,128.929993,2065800,128.929993
"2022-06-16",125.919998,127.279999,124.620003,125.309998,1543900,125.309998
"2022-06-17",125.720001,128.380005,125.720001,127.18,2339500,127.18
"2022-06-21",128.399994,129.889999,127.940002,128.139999,1652500,128.139999
"2022-06-22",127.309998,133.899994,127.139999,132.289993,1802500,132.289993
"2022-06-23",133.289993,136.830002,133.039993,136.639999,1566200,136.639999
"2022-06-24",137.270004,138.979996,135.889999,138.800003,1319600,138.800003
"2022-06-27",138.029999,139.139999,137.110001,137.25,997500,137.25
"2022-06-28",137.490005,138.110001,134.100006,134.559998,978500,134.559998
"2022-06-29",131.690002,131.869995,124,127.400002,4161500,127.400002
