"","MCHP.Open","MCHP.High","MCHP.Low","MCHP.Close","MCHP.Volume","MCHP.Adjusted"
"2021-12-31",87.419998,87.610001,86.629997,87.059998,1450500,86.388504
"2022-01-03",87.519997,88.5,86.919998,88,3183500,87.321251
"2022-01-04",88.400002,88.970001,85.25,87.470001,3029800,86.795341
"2022-01-05",87.230003,87.93,84.43,84.519997,4219600,83.868095
"2022-01-06",84.769997,86,84.389999,85.300003,3039500,84.642082
"2022-01-07",85.25,85.790001,81.860001,81.93,4607500,81.298065
"2022-01-10",80.790001,83.120003,80.220001,82.93,3670900,82.290359
"2022-01-11",82.489998,84.730003,81.809998,84.610001,3568600,83.957405
"2022-01-12",85.190002,86.459999,84.489998,85.230003,3117900,84.572624
"2022-01-13",86.040001,86.800003,83.410004,83.690002,3711000,83.044502
"2022-01-14",82.82,84.379997,82.769997,84.290001,3996600,83.63987
"2022-01-18",82.209999,82.379997,79.099998,79.330002,5489800,78.718132
"2022-01-19",79.970001,80.43,76.599998,76.660004,4254400,76.068726
"2022-01-20",77.400002,78,73.889999,73.970001,5237200,73.399467
"2022-01-21",73.349998,76.099998,73.029999,73.330002,6026900,72.764404
"2022-01-24",71.879997,75.019997,69.57,74.849998,7056200,74.272682
"2022-01-25",72.07,74.440002,71.730003,72.540001,5095600,71.980492
"2022-01-26",74.970001,77.370003,72.75,74.389999,5657000,73.816231
"2022-01-27",74.699997,75.370003,70.599998,71.040001,5501900,70.492065
"2022-01-28",70.940002,72.32,68.769997,72.220001,4636100,71.662964
"2022-01-31",74.099998,77.690002,73.669998,77.480003,6281500,76.882393
"2022-02-01",77.440002,78.440002,75.660004,78.290001,3920900,77.686142
"2022-02-02",79.230003,79.519997,77.730003,79.040001,4649400,78.430359
"2022-02-03",77.160004,77.32,73.900002,74.169998,8356600,73.597923
"2022-02-04",72.110001,74.290001,70.440002,73.18,7395000,72.615555
"2022-02-07",73.690002,74.769997,72.739998,73.650002,5335100,73.081932
"2022-02-08",73.580002,75.730003,73.239998,75.440002,4993100,74.858131
"2022-02-09",76.709999,78.519997,74.879997,78.43,7302600,77.825066
"2022-02-10",76.089996,78.620003,74.449997,74.93,6469200,74.352058
"2022-02-11",74.940002,75.639999,70.790001,71.330002,5801600,70.779831
"2022-02-14",71.879997,73.419998,70.25,71.190002,3802600,70.640915
"2022-02-15",72.849998,75.230003,72.809998,74.980003,3938900,74.40168
"2022-02-16",74.5,75.839996,73.790001,75.5,4103800,74.917664
"2022-02-17",74.25,74.589996,71.040001,71.169998,4860500,70.621063
"2022-02-18",71.32,72.580002,70.449997,71.779999,4141500,71.480461
"2022-02-22",70.93,73.190002,70.639999,71.790001,5015300,71.490425
"2022-02-23",72.839996,73.580002,70.110001,70.300003,4527200,70.006645
"2022-02-24",67.5,71.440002,66.57,71.260002,10786200,70.962639
"2022-02-25",71.110001,72.260002,70.059998,72.150002,7448100,71.848923
"2022-02-28",71.199997,71.730003,68.940002,70.330002,7527700,70.036514
"2022-03-01",70.129997,70.620003,67.260002,67.900002,7327000,67.616653
"2022-03-02",68.440002,70.709999,68.260002,69.739998,7324100,69.448975
"2022-03-03",70.489998,70.57,68.419998,69.040001,4334100,68.7519
"2022-03-04",68.129997,68.809998,66.779999,67.760002,4435300,67.477242
"2022-03-07",67.879997,68.599998,65.080002,65.139999,6677600,64.868172
"2022-03-08",65.330002,70.519997,64.260002,68.529999,8018800,68.244026
"2022-03-09",70.900002,71.839996,69.959999,70.879997,6711100,70.584213
"2022-03-10",69.290001,70.300003,68.5,69.849998,3607900,69.558517
"2022-03-11",70.959999,71.610001,68.900002,69.040001,3528700,68.7519
"2022-03-14",68.739998,69.690002,67.18,68.129997,5887200,67.845695
"2022-03-15",68.860001,71.830002,68.779999,71.620003,5835000,71.321136
"2022-03-16",72.480003,74.830002,71.529999,74.75,6362000,74.438072
"2022-03-17",73.910004,75.480003,73.809998,75.419998,3704700,75.10527
"2022-03-18",74.919998,77.540001,74.129997,77.290001,8215800,76.967468
"2022-03-21",76.879997,77.559998,75.230003,76.57,5199200,76.250473
"2022-03-22",76.480003,77.690002,76.150002,76.389999,3803700,76.071228
"2022-03-23",75.919998,76.239998,73.620003,73.769997,8146800,73.462158
"2022-03-24",74.459999,77.790001,74.150002,77.68,5363600,77.355843
"2022-03-25",77.449997,77.639999,76.019997,77.160004,3232700,76.838013
"2022-03-28",74.849998,77.599998,74.849998,77.449997,3840000,77.126801
"2022-03-29",78.839996,80.099998,78.199997,79.779999,4481300,79.447075
"2022-03-30",78.93,79.25,76.040001,76.389999,4322200,76.071228
"2022-03-31",76.779999,77.349998,75.019997,75.139999,4811400,74.826439
"2022-04-01",75.669998,75.989998,73.190002,73.970001,4366200,73.661324
"2022-04-04",74.32,75.459999,73.519997,74.379997,3449400,74.069611
"2022-04-05",73.580002,74.129997,69.970001,70.089996,5983800,69.797516
"2022-04-06",68.949997,70.150002,68.169998,68.279999,7284100,67.995071
"2022-04-07",68.25,69.209999,66.589996,68.190002,4658700,67.905449
"2022-04-08",67.610001,67.870003,66.120003,66.32,4194200,66.043251
"2022-04-11",65.480003,66.669998,65.190002,65.809998,4262000,65.535378
"2022-04-12",67.050003,67.720001,65.099998,65.470001,3281600,65.196793
"2022-04-13",65.790001,66.970001,65.260002,66.760002,3770800,66.481415
"2022-04-14",67.040001,67.080002,65.129997,65.220001,4127300,64.947838
"2022-04-18",65,68.209999,65,67.239998,6758400,66.959404
"2022-04-19",67.5,69.18,67,68.900002,3976000,68.61248
"2022-04-20",69.690002,70.870003,68.870003,69.150002,3761400,68.861443
"2022-04-21",70.040001,70.889999,67.230003,67.620003,3910500,67.337822
"2022-04-22",67.510002,67.849998,65.949997,66.07,4751500,65.794289
"2022-04-25",65.739998,68.209999,65.540001,68.099998,4919300,67.815819
"2022-04-26",67.120003,67.349998,65.139999,65.169998,5083400,64.898048
"2022-04-27",63.529999,66.360001,63.34,64.389999,5314100,64.1213
"2022-04-28",65.790001,68.970001,64.75,68.18,4864300,67.895485
"2022-04-29",67.400002,68.480003,64.949997,65.199997,4837700,64.927917
"2022-05-02",65.639999,67.910004,64.970001,67.860001,5580700,67.57682
"2022-05-03",67.5,68.639999,66.580002,68.190002,4029900,67.905449
"2022-05-04",68.300003,70.809998,66.389999,70.699997,5280300,70.404968
"2022-05-05",69.300003,70.07,67.110001,68.099998,7453700,67.815819
"2022-05-06",67.459999,68.650002,66.300003,67.559998,4157700,67.278069
"2022-05-09",66.220001,67.309998,64.099998,64.309998,6579400,64.041634
"2022-05-10",68.629997,69.410004,65.739998,68.25,8622200,67.965195
"2022-05-11",67.330002,67.940002,64.449997,64.559998,6486700,64.290588
"2022-05-12",64.139999,65.540001,63.52,65.43,6090700,65.15696
"2022-05-13",66.589996,67.730003,65.910004,67.029999,5673200,66.750282
"2022-05-16",66.379997,66.949997,65.620003,65.93,4988500,65.654877
"2022-05-17",67.419998,69.300003,67.190002,69.199997,5024900,68.911224
"2022-05-18",68.400002,69.010002,65.720001,66.139999,6197500,65.863998
"2022-05-19",65.690002,67.900002,65.220001,66.010002,4098400,66.010002
"2022-05-20",67.440002,67.5,64.059998,66.669998,6085600,66.669998
"2022-05-23",66.660004,68.239998,65.690002,67,5621300,67
"2022-05-24",66.040001,67.57,65.82,67.099998,5462100,67.099998
"2022-05-25",66.349998,68.720001,66.300003,68.059998,4546700,68.059998
"2022-05-26",67.970001,70.489998,67.620003,70.059998,4740200,70.059998
"2022-05-27",70.769997,72.82,70.639999,72.790001,5133300,72.790001
"2022-05-31",72.470001,73.300003,70.790001,72.650002,7184700,72.650002
"2022-06-01",72.870003,73.18,70.120003,71.160004,4030400,71.160004
"2022-06-02",70.379997,73.360001,70.379997,73.32,3898300,73.32
"2022-06-03",72.080002,72.199997,70.980003,71.239998,3542600,71.239998
"2022-06-06",72.43,72.650002,69.830002,70.230003,3859900,70.230003
"2022-06-07",69.769997,70.900002,69.019997,70.68,3067600,70.68
"2022-06-08",70.330002,70.370003,68.339996,68.910004,4467100,68.910004
"2022-06-09",68.18,69.349998,66.550003,66.629997,4904100,66.629997
"2022-06-10",65.279999,65.809998,63.669998,64.150002,5840700,64.150002
"2022-06-13",62.130001,62.970001,59.84,59.98,7404500,59.98
"2022-06-14",60.709999,61.490002,60,60.950001,5207700,60.950001
"2022-06-15",61.580002,62.73,60.34,61.549999,4725900,61.549999
"2022-06-16",59.84,59.84,56.619999,57.130001,8197100,57.130001
"2022-06-17",57.700001,58.139999,56.240002,57.599998,9709900,57.599998
"2022-06-21",59.290001,59.880001,58.73,59.349998,5083600,59.349998
"2022-06-22",58.290001,59.610001,57.889999,58.959999,4538100,58.959999
"2022-06-23",59.560001,59.560001,57.299999,57.91,3924200,57.91
"2022-06-24",59.07,61.080002,58.720001,60.580002,5796000,60.580002
"2022-06-27",61.349998,61.41,60.09,60.669998,3145700,60.669998
"2022-06-28",62.18,62.919998,59.389999,59.450001,9588400,59.450001
"2022-06-29",58.77,59.060001,57.310001,58.049999,3981700,58.049999
