"","AMAT.Open","AMAT.High","AMAT.Low","AMAT.Close","AMAT.Volume","AMAT.Adjusted"
"2021-12-27",156.190002,162.809998,156.190002,162.720001,6416500,162.03093
"2021-12-28",162.850006,162.990005,158.75,159.639999,5834300,158.963989
"2021-12-29",159.899994,163.020004,159.550003,160.979996,4654400,160.298309
"2021-12-30",160.679993,160.919998,157.630005,157.979996,4171400,157.311005
"2021-12-31",158.139999,159.669998,157.039993,157.360001,3594300,156.693649
"2022-01-03",157.740005,160.779999,156.699997,159.929993,5363900,159.252747
"2022-01-04",159.990005,161.839996,154.509995,158.360001,6947000,157.689407
"2022-01-05",158.039993,158.889999,153.5,153.740005,6840100,153.088959
"2022-01-06",153.279999,157.399994,151.839996,156.339996,6576000,155.677963
"2022-01-07",155.100006,157.380005,150.639999,150.809998,6335700,150.171371
"2022-01-10",147.720001,149.899994,143.270004,149.589996,9683900,148.956543
"2022-01-11",148.380005,152.660004,146.270004,152.449997,6824400,151.804428
"2022-01-12",154.729996,159.75,154.619995,159.550003,10379800,158.874359
"2022-01-13",164,166.529999,156.5,157.179993,12553600,156.514404
"2022-01-14",155.779999,167.059998,155.600006,167,11437300,166.292816
"2022-01-18",165.360001,165.889999,151.520004,152.360001,12417000,151.714813
"2022-01-19",154.429993,155.820007,142.919998,143.070007,12929000,142.464157
"2022-01-20",145.690002,147.320007,138.559998,139.149994,10573800,138.560745
"2022-01-21",137.520004,141.899994,134.649994,135.059998,12408200,134.488068
"2022-01-24",131.509995,139.440002,129.690002,139.289993,13204800,138.70015
"2022-01-25",134.800003,136.410004,131.369995,132.990005,11800000,132.426849
"2022-01-26",137.710007,141.580002,132.839996,135.580002,11852600,135.005859
"2022-01-27",134.240005,135.449997,129.300003,130.149994,13539100,129.598862
"2022-01-28",129.600006,132.5,123.849998,132.449997,13292900,131.88913
"2022-01-31",132.919998,138.369995,131.630005,138.179993,8588900,137.594849
"2022-02-01",138.229996,139.279999,133.369995,138.610001,8151400,138.023041
"2022-02-02",140.699997,141.399994,137.210007,140.759995,8134100,140.163925
"2022-02-03",138.190002,141.220001,135.100006,136.509995,10040600,135.931931
"2022-02-04",134.339996,136.75,131.940002,135.570007,8514400,134.995926
"2022-02-07",135.759995,138.289993,135.199997,136.130005,7242200,135.553558
"2022-02-08",134.839996,139.199997,133.5,138.75,6644100,138.162445
"2022-02-09",141.660004,144.979996,139.490005,144.199997,7652600,143.589371
"2022-02-10",139.789993,145.160004,139.009995,139.770004,8525700,139.178131
"2022-02-11",139.550003,140.559998,131.279999,132.490005,9473100,131.928955
"2022-02-14",132.369995,134.399994,129.690002,131.860001,9529300,131.30162
"2022-02-15",134.690002,140.380005,134.289993,139.839996,9065200,139.247818
"2022-02-16",138.479996,141.710007,136.899994,140.960007,7990700,140.363098
"2022-02-17",142.830002,143.789993,134.75,136.470001,11879800,135.89209
"2022-02-18",136.990005,137.029999,130.929993,133.350006,8151300,132.785309
"2022-02-22",129.940002,135.160004,128.5,130.259995,7667700,129.942261
"2022-02-23",131.960007,134.220001,127.620003,127.860001,8413800,127.548119
"2022-02-24",123.080002,133.630005,122.68,133.419998,8500900,133.094559
"2022-02-25",133.360001,136.139999,131.740005,135.720001,7784500,135.388947
"2022-02-28",133.820007,137.059998,132.029999,134.199997,7428100,133.87265
"2022-03-01",133.740005,135.059998,128.089996,129.610001,9212500,129.293854
"2022-03-02",130,134.470001,129.649994,133.179993,7008700,132.855133
"2022-03-03",135.119995,135.119995,129.570007,130.639999,5449700,130.321335
"2022-03-04",128.380005,129.559998,124.120003,125.739998,7096100,125.433289
"2022-03-07",127.559998,128.050003,119.110001,119.220001,9207100,118.929192
"2022-03-08",119.790001,127.870003,118.169998,124.150002,10525000,123.847168
"2022-03-09",127.699997,129.839996,126.199997,128.619995,7623200,128.306259
"2022-03-10",125.720001,126,122.68,124.970001,5604400,124.665169
"2022-03-11",130,130,123.370003,123.639999,6016000,123.338409
"2022-03-14",123.739998,124.720001,119.099998,120.129997,6733200,119.836967
"2022-03-15",121.720001,124.949997,119.860001,124.410004,6875300,124.106537
"2022-03-16",127.32,130.740005,125.089996,130.479996,9668900,130.161728
"2022-03-17",129.320007,132.259995,128.309998,131.990005,6781100,131.668045
"2022-03-18",130.600006,135.75,129.75,135.139999,11516500,134.810364
"2022-03-21",134.100006,135.380005,131.919998,134.199997,6206600,133.87265
"2022-03-22",134,137.339996,133.850006,135.479996,4997800,135.149521
"2022-03-23",133.610001,135.100006,131.199997,131.419998,5457900,131.099426
"2022-03-24",133.009995,138.649994,131.330002,138.589996,7617800,138.251938
"2022-03-25",138.630005,138.990005,134.800003,137.059998,6074200,136.725677
"2022-03-28",135.089996,137.75,133.699997,137.660004,5209600,137.324219
"2022-03-29",140.080002,142.009995,138.910004,141.440002,6162600,141.094986
"2022-03-30",140.690002,141.300003,135.080002,135.800003,6387500,135.46875
"2022-03-31",136.100006,137.350006,131.649994,131.800003,8474800,131.478516
"2022-04-01",132.880005,133.039993,125.57,127.410004,10138100,127.09922
"2022-04-04",127.169998,129.699997,126.900002,129.440002,8347800,129.124268
"2022-04-05",128.779999,128.979996,121.349998,121.709999,11653700,121.413116
"2022-04-06",119.010002,121.220001,117.07,119.330002,11602000,119.038925
"2022-04-07",119.080002,123.900002,118.589996,122.400002,11817200,122.101433
"2022-04-08",121.260002,122.389999,119.459999,119.959999,6408100,119.667389
"2022-04-11",118.199997,119.050003,116.139999,116.239998,7785100,115.956459
"2022-04-12",118.099998,119.260002,114.169998,114.559998,9883800,114.280556
"2022-04-13",115.239998,118.120003,114.489998,116.860001,9351400,116.574951
"2022-04-14",117.410004,117.529999,113.25,113.360001,7711200,113.083488
"2022-04-18",112.5,115.980003,112.339996,114.870003,6822700,114.589806
"2022-04-19",114.129997,117.239998,113.540001,117.059998,6086600,116.77446
"2022-04-20",120.519997,122.370003,117.519997,117.889999,8856100,117.602432
"2022-04-21",119.209999,121.080002,115.339996,115.690002,7849400,115.407806
"2022-04-22",115.230003,116.190002,112.629997,112.800003,8489400,112.524857
"2022-04-25",111.410004,114.720001,111.199997,114.470001,8518300,114.190781
"2022-04-26",112.839996,113.199997,108.830002,108.919998,9461800,108.654312
"2022-04-27",108.370003,112.370003,107.900002,108.809998,6891600,108.544579
"2022-04-28",111.410004,115.989998,109.589996,114.629997,7379100,114.350388
"2022-04-29",113.029999,116.160004,110.160004,110.349998,7998900,110.080826
"2022-05-02",111.099998,113.199997,108.18,112.970001,9425100,112.694435
"2022-05-03",112.18,114.730003,111.43,113.800003,5463700,113.522415
"2022-05-04",114.169998,119.120003,112.040001,118.809998,6352100,118.520187
"2022-05-05",116.07,116.900002,111.849998,113.470001,8172500,113.193222
"2022-05-06",111.879997,115.050003,109.889999,112.5,6247000,112.225586
"2022-05-09",107.940002,110.790001,105.379997,105.75,10088400,105.49205
"2022-05-10",109.220001,109.57,105.18,107.18,8881000,106.918564
"2022-05-11",106.660004,109.129997,103.610001,103.919998,8311700,103.666512
"2022-05-12",103.029999,106.879997,102.989998,106.760002,9287100,106.499588
"2022-05-13",108.190002,112.629997,108.029999,111.860001,8321100,111.587143
"2022-05-16",109.610001,112.309998,108.620003,110.480003,7218200,110.21051
"2022-05-17",114.540001,117.32,113.330002,116.839996,6646500,116.554993
"2022-05-18",113.989998,117.050003,110.790001,111.339996,8522800,111.068413
"2022-05-19",111.410004,113.480003,110.199997,110.739998,10115800,110.469872
"2022-05-20",112,112.739998,101.330002,106.459999,16285500,106.200317
"2022-05-23",107.089996,111.349998,106.980003,109.93,7669100,109.66185
"2022-05-24",107.879997,108.730003,105.709999,106.589996,6785400,106.329994
"2022-05-25",105.07,109.419998,105.07,108.529999,7378200,108.529999
"2022-05-26",106.959999,115.709999,106.82,115.07,9173100,115.07
"2022-05-27",116.620003,119.699997,116.400002,119.480003,8510500,119.480003
"2022-05-31",117.550003,118.68,115.559998,117.290001,9751200,117.290001
"2022-06-01",117.959999,118.5,112.800003,114.459999,6852200,114.459999
"2022-06-02",114.690002,117.410004,113.550003,117.330002,6408500,117.330002
"2022-06-03",114.889999,116.339996,114.139999,114.959999,5080700,114.959999
"2022-06-06",117.139999,117.879997,114.370003,115,3824600,115
"2022-06-07",113.199997,115.989998,112.400002,115.669998,4725500,115.669998
"2022-06-08",115.269997,115.669998,111.190002,112.459999,5138300,112.459999
"2022-06-09",111.099998,111.970001,107.150002,107.239998,5947900,107.239998
"2022-06-10",105.449997,106.309998,101.809998,101.879997,8391600,101.879997
"2022-06-13",98.260002,98.849998,95.650002,96.32,10484200,96.32
"2022-06-14",97.400002,97.959999,95.389999,96.620003,7058400,96.620003
"2022-06-15",97.849998,99.300003,95.589996,97.419998,9377200,97.419998
"2022-06-16",94.790001,95.110001,88.75,89.589996,13359300,89.589996
"2022-06-17",88.209999,90.940002,87.620003,89.830002,14451300,89.830002
"2022-06-21",91.699997,95.68,91.160004,95.169998,12207400,95.169998
"2022-06-22",93.089996,95.93,92.849998,93.940002,7652000,93.940002
"2022-06-23",94.629997,95.32,92.110001,93.279999,8286300,93.279999
"2022-06-24",95.32,98.279999,94.669998,97.360001,10582900,97.360001
"2022-06-27",97.970001,98.870003,96.540001,97.610001,4950100,97.610001
"2022-06-28",98.110001,98.910004,94.739998,95.019997,6494200,95.019997
"2022-06-29",93.970001,94.199997,91.410004,91.940002,7570200,91.940002
