"","EW.Open","EW.High","EW.Low","EW.Close","EW.Volume","EW.Adjusted"
"2020-08-26",80.349998,81.709999,80.18,81.519997,2714000,81.519997
"2020-08-27",81.519997,84.309998,81.190002,83.699997,3596700,83.699997
"2020-08-28",83.870003,84.599998,83.160004,84.330002,2995400,84.330002
"2020-08-31",84.379997,86.410004,83.959999,85.839996,4171500,85.839996
"2020-09-01",85.089996,86.010002,84.510002,85.910004,3611800,85.910004
"2020-09-02",86.25,87.790001,85.959999,87.440002,3037800,87.440002
"2020-09-03",87.529999,87.599998,84.949997,85.690002,4146100,85.690002
"2020-09-04",85.769997,86.080002,82.650002,83.709999,2786900,83.709999
"2020-09-08",82.75,83.540001,82.029999,82.160004,2892800,82.160004
"2020-09-09",83.309998,85.709999,83.07,84.839996,2160900,84.839996
"2020-09-10",85.139999,85.139999,82.43,82.639999,2276500,82.639999
"2020-09-11",83,83.050003,80.980003,81.779999,1721600,81.779999
"2020-09-14",82.080002,83.5,81.93,82.949997,1702400,82.949997
"2020-09-15",83.480003,84.279999,82.940002,83.300003,2378700,83.300003
"2020-09-16",83.699997,84.690002,83.540001,83.870003,1992500,83.870003
"2020-09-17",83.059998,83.93,82.440002,83.690002,2463400,83.690002
"2020-09-18",83.580002,84.860001,82.309998,83.199997,3592900,83.199997
"2020-09-21",81.610001,82.199997,79.699997,81.449997,2164300,81.449997
"2020-09-22",81.25,81.449997,77.650002,78.68,4062000,78.68
"2020-09-23",78.75,78.760002,75.669998,76.050003,4253800,76.050003
"2020-09-24",75.739998,76.080002,74.25,74.669998,2575700,74.669998
"2020-09-25",74.18,77.489998,74.07,77.449997,2869000,77.449997
"2020-09-28",78.349998,78.720001,77.489998,77.709999,2805500,77.709999
"2020-09-29",78.339996,80.029999,77.970001,78.309998,2640600,78.309998
"2020-09-30",78.330002,80.989998,78.32,79.82,3248400,79.82
"2020-10-01",80.379997,80.739998,78.440002,78.980003,1994100,78.980003
"2020-10-02",77.949997,79.919998,77.669998,78.809998,1541600,78.809998
"2020-10-05",79.120003,80.5,79.040001,80.150002,1662200,80.150002
"2020-10-06",80.279999,80.43,78.470001,78.589996,1488300,78.589996
"2020-10-07",79.580002,81.720001,79.449997,81.5,1971200,81.5
"2020-10-08",82,82.25,80.93,81.650002,1805000,81.650002
"2020-10-09",82.599998,83.949997,81.809998,83.900002,2229700,83.900002
"2020-10-12",84.440002,85.470001,83.18,85.019997,2090300,85.019997
"2020-10-13",84.040001,85.010002,83.199997,83.940002,1830900,83.940002
"2020-10-14",83.919998,86.25,83.769997,85.169998,1805200,85.169998
"2020-10-15",83.830002,85.870003,83.489998,85.32,2006300,85.32
"2020-10-16",85.870003,86.980003,85.199997,85.330002,1831100,85.330002
"2020-10-19",85.5,86.730003,83.230003,84,1832900,84
"2020-10-20",84.489998,85.660004,83.690002,84.43,1415700,84.43
"2020-10-21",84.440002,84.839996,82.580002,83.610001,2149800,83.610001
"2020-10-22",79.739998,81,78.019997,79.379997,6110100,79.379997
"2020-10-23",79.860001,80.519997,79.07,80.410004,2500400,80.410004
"2020-10-26",79.230003,79.519997,77.32,78.080002,2396900,78.080002
"2020-10-27",78.349998,78.650002,76.389999,76.5,2661800,76.5
"2020-10-28",75.010002,75.449997,73.18,73.260002,3192300,73.260002
"2020-10-29",73.419998,73.989998,72.099998,72.910004,2253700,72.910004
"2020-10-30",72.480003,72.809998,70.919998,71.690002,3131100,71.690002
"2020-11-02",73.110001,73.839996,72.139999,72.599998,2614800,72.599998
"2020-11-03",73.5,74.800003,73.099998,74.209999,2518500,74.209999
"2020-11-04",76.239998,77.489998,75.129997,75.970001,3241400,75.970001
"2020-11-05",76.959999,78.440002,76.139999,77.550003,2721500,77.550003
"2020-11-06",77.690002,78.510002,77.160004,78.029999,2585500,78.029999
"2020-11-09",82,85.830002,81.599998,84,4185300,84
"2020-11-10",83.699997,83.959999,81,81.209999,3365200,81.209999
"2020-11-11",81.760002,81.760002,79.209999,80.029999,2468300,80.029999
"2020-11-12",79.379997,80.599998,78.339996,80.349998,2437600,80.349998
"2020-11-13",80.339996,82.279999,79.889999,81.779999,2342100,81.779999
"2020-11-16",82.900002,83.199997,81.129997,82.169998,1841000,82.169998
"2020-11-17",85.25,88,83.889999,85.18,4972500,85.18
"2020-11-18",84.849998,87.239998,84.599998,85.239998,5012700,85.239998
"2020-11-19",84.449997,85.540001,84.07,85.239998,2178700,85.239998
"2020-11-20",85.029999,85.389999,84.360001,84.529999,2794800,84.529999
"2020-11-23",84.949997,85.809998,83.860001,84.699997,1596500,84.699997
"2020-11-24",85.5,86.150002,85.010002,85.610001,1903200,85.610001
"2020-11-25",85.269997,85.540001,83.830002,84.209999,1712100,84.209999
"2020-11-27",84.870003,85.360001,83.830002,85.260002,919800,85.260002
"2020-11-30",84.980003,84.980003,83.120003,83.889999,3948000,83.889999
"2020-12-01",84.559998,84.93,83.57,83.879997,2529100,83.879997
"2020-12-02",83.669998,84.809998,83.169998,84.470001,1500500,84.470001
"2020-12-03",83.900002,84.779999,83.379997,83.650002,1697300,83.650002
"2020-12-04",84.230003,85.959999,83.709999,85.760002,2413200,85.760002
"2020-12-07",85.699997,86.540001,85.139999,86.059998,2775100,86.059998
"2020-12-08",85.980003,86.07,84.32,85.400002,1995400,85.400002
"2020-12-09",85.5,86,83.900002,85.029999,2898700,85.029999
"2020-12-10",85.029999,87.769997,84.82,86.739998,2631500,86.739998
"2020-12-11",86.199997,86.269997,83.650002,84.18,2202300,84.18
"2020-12-14",84.529999,85.800003,83.510002,83.57,2408500,83.57
"2020-12-15",84.769997,85.480003,83.690002,85.150002,2739700,85.150002
"2020-12-16",83.879997,86.080002,83.720001,85.089996,1816500,85.089996
"2020-12-17",85,86.589996,84.660004,86.519997,1689000,86.519997
"2020-12-18",86.440002,87.199997,85.769997,86.82,6067600,86.82
"2020-12-21",85.190002,85.75,83.220001,85.639999,2327400,85.639999
