"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2021-12-31",384.01001,388.209991,383.98999,387.070007,414100,384.106537
"2022-01-03",386.950012,388.070007,382.73999,385.529999,662100,382.578308
"2022-01-04",387.540009,397.850006,387.540009,396.98999,740500,393.950562
"2022-01-05",391.040009,399.570007,390.179993,394.98999,1072500,391.965881
"2022-01-06",397.559998,399.829987,394.399994,397.269989,764300,394.228424
"2022-01-07",398.320007,401.149994,396.079987,400.420013,908600,397.354309
"2022-01-10",405,406.839996,399.23999,402.230011,1018100,399.150482
"2022-01-11",397.700012,401.690002,395.5,400.600006,605000,397.532928
"2022-01-12",401.320007,402.230011,393.649994,395.529999,714800,392.50174
"2022-01-13",395.529999,399.869995,394.369995,397.609985,665300,394.565826
"2022-01-14",397.279999,404,395.880005,403.450012,936100,400.361145
"2022-01-18",403.339996,404,395.890015,401.630005,774800,398.555054
"2022-01-19",403.049988,408.970001,401.480011,401.649994,570100,398.57489
"2022-01-20",401.48999,404.399994,396.980011,397.410004,843900,394.36734
"2022-01-21",399.76001,407.600006,397.820007,398.809998,928100,395.756622
"2022-01-24",398,404.75,394.730011,403.059998,1303300,399.974091
"2022-01-25",399.709991,405.570007,393.01001,403.179993,987700,400.09317
"2022-01-26",402.519989,408.75,399.190002,403.230011,1111000,400.142792
"2022-01-27",389.75,391.200012,371.359985,373.98999,1797900,371.126648
"2022-01-28",370.450012,380.73999,369.339996,380.200012,921000,377.289124
"2022-01-31",376.76001,378.140015,366.880005,369.899994,1141900,367.067993
"2022-02-01",369.890015,371.929993,364.619995,370.579987,898400,367.742767
"2022-02-02",367.399994,371.920013,365.25,370.980011,764800,368.13974
"2022-02-03",372.5,374.799988,368,373.809998,676100,370.948029
"2022-02-04",372.299988,374.920013,367,369.75,532400,366.919128
"2022-02-07",370.540009,375.600006,368.209991,373.160004,539800,370.303009
"2022-02-08",374.290009,380,371.660004,379.320007,607500,376.415863
"2022-02-09",380.109985,384.670013,379.619995,384.359985,702800,381.417267
"2022-02-10",382.76001,386.339996,379.929993,382.019989,906000,379.095184
"2022-02-11",382.98999,401.220001,380.26001,399.320007,1772600,396.262756
"2022-02-14",397,397.339996,382.779999,390.600006,1709900,387.609497
"2022-02-15",387.179993,388.920013,380.299988,384.769989,787600,381.824127
"2022-02-16",384.98999,394.26001,384.799988,393.660004,1086100,390.646057
"2022-02-17",392.769989,401.359985,391.410004,398.109985,887800,395.061981
"2022-02-18",397.5,399.470001,391.070007,391.25,1472200,388.254517
"2022-02-22",394.869995,396.51001,386.880005,390.730011,719200,387.738495
"2022-02-23",392.399994,394.600006,384.839996,386.079987,666100,383.124084
"2022-02-24",395.619995,402.899994,389.98999,395.48999,1548300,392.462036
"2022-02-25",393.339996,411.079987,393.339996,409.670013,1260000,408.153778
"2022-02-28",414.309998,442.940002,413.929993,442.140015,2603800,440.503601
"2022-03-01",444.329987,457.089996,443.720001,456.100006,2236300,454.411926
"2022-03-02",451.769989,457.540009,436.059998,453.390015,1784400,451.711975
"2022-03-03",452.399994,455.089996,441.369995,449.690002,1426100,448.025665
"2022-03-04",454.140015,472.940002,450.01001,468.570007,1675700,466.835785
"2022-03-07",472.420013,490.820007,471.950012,477.950012,2401800,476.181061
"2022-03-08",476.160004,477.790009,448.200012,449.209991,2448200,447.547424
"2022-03-09",441.519989,456.839996,437.450012,449.920013,1730700,448.254822
"2022-03-10",450.48999,463.119995,441.839996,444.609985,1442900,442.964447
"2022-03-11",447.679993,449.859985,435.690002,436.299988,1175900,434.685211
"2022-03-14",439.299988,442.649994,431.230011,441.420013,913600,439.786285
"2022-03-15",443.540009,448.369995,436.869995,447.820007,827500,446.162598
"2022-03-16",430.420013,443.109985,416.230011,424.429993,1878000,422.859131
"2022-03-17",431.040009,434.98999,424.619995,428.799988,978400,427.212952
"2022-03-18",428.040009,433.410004,424.350006,427.950012,1826100,426.366119
"2022-03-21",435.23999,448.269989,432.109985,446.600006,1293500,444.947113
"2022-03-22",447.109985,448,438.540009,446.299988,741300,444.648193
"2022-03-23",448,452,442.519989,446.920013,587100,445.26593
"2022-03-24",446.98999,455.140015,446.079987,454.570007,665100,452.887604
"2022-03-25",453.359985,460.429993,453.359985,458.179993,480000,456.484222
"2022-03-28",453.859985,455.799988,444.600006,446.799988,661200,445.146332
"2022-03-29",434.690002,450.609985,431.380005,446.309998,893800,444.658173
"2022-03-30",449.48999,456.48999,448.48999,453.329987,624000,451.652161
"2022-03-31",449.970001,457.929993,446.700012,447.220001,648000,445.564789
"2022-04-01",446.579987,454.859985,444.059998,454.790009,699200,453.106781
"2022-04-04",455.429993,456.549988,444.369995,452.290009,713300,450.616028
"2022-04-05",450.48999,463.5,450.48999,454.01001,576200,452.329681
"2022-04-06",455,466.420013,454.880005,461.459991,806400,459.752075
"2022-04-07",460,472.640015,459.029999,470.769989,761600,469.027618
"2022-04-08",472.76001,477.26001,459.350006,463.660004,909500,461.94397
"2022-04-11",466.380005,470.950012,461.700012,462.140015,869000,460.429596
"2022-04-12",463.309998,466.679993,459.320007,463.279999,632600,461.565369
"2022-04-13",468,470.059998,460.329987,464.519989,563000,462.800751
"2022-04-14",468.480011,470.25,463.339996,467.200012,1120300,465.470856
"2022-04-18",467.200012,473.369995,462.079987,465.579987,569300,463.856842
"2022-04-19",465.700012,473.850006,463.480011,464.410004,542500,462.691193
"2022-04-20",465.910004,469.130005,462.480011,463.399994,603500,461.684906
"2022-04-21",464.649994,465.529999,443.029999,443.450012,947900,441.808777
"2022-04-22",443.73999,456.660004,443.670013,447.399994,727000,445.744141
"2022-04-25",443.98999,445,434.149994,444.019989,608200,442.376617
"2022-04-26",444.679993,452.480011,440.410004,442.51001,614300,440.872253
"2022-04-27",444.179993,450.690002,439.769989,439.769989,838400,438.142365
"2022-04-28",437,449.779999,432.390015,445.170013,1112400,443.5224
"2022-04-29",447.609985,449.339996,438.029999,439.399994,945600,437.773743
"2022-05-02",437.119995,444.630005,431.920013,438.619995,759900,436.996613
"2022-05-03",444.450012,453.230011,439.690002,451.25,1076000,449.579895
"2022-05-04",453.570007,464,450.269989,462.570007,792100,460.858002
"2022-05-05",463.23999,470.230011,457.149994,466.660004,1559700,464.932861
"2022-05-06",464.380005,469.459991,457.679993,468.700012,925400,466.965302
"2022-05-09",465.959991,466.920013,452.350006,453.980011,880700,452.299805
"2022-05-10",452.450012,456.350006,447.140015,449.970001,924000,448.304626
"2022-05-11",449.679993,458.369995,445.070007,446.480011,805100,444.827545
"2022-05-12",448.119995,450.910004,442.700012,450.779999,942000,449.111633
"2022-05-13",451.730011,454.450012,447.339996,452.829987,576900,451.154022
"2022-05-16",453.670013,461.320007,452.950012,458.079987,586600,456.384583
"2022-05-17",458.579987,462.209991,453.480011,459.279999,580900,457.58017
"2022-05-18",459.230011,462.279999,451.26001,454.869995,758100,453.186493
"2022-05-19",449.380005,453.390015,439.200012,448.5,758600,446.840057
"2022-05-20",450.179993,450.890015,437.519989,443.329987,636900,441.689178
"2022-05-23",446.649994,458.269989,446.299988,456.769989,561400,455.079437
"2022-05-24",455.579987,472.440002,455.579987,471.100006,794100,469.356415
"2022-05-25",471.140015,474.420013,467.160004,467.619995,594300,465.889282
"2022-05-26",470.730011,476.48999,466.630005,467.429993,760400,465.699982
"2022-05-27",466.149994,471.049988,462.579987,470.76001,646000,470.76001
"2022-05-31",465.970001,468.690002,456.839996,467.970001,1762600,467.970001
"2022-06-01",467.779999,471.910004,458.76001,464.25,798600,464.25
"2022-06-02",466.070007,467,449.690002,462.869995,1151400,462.869995
"2022-06-03",462.170013,478.600006,462.170013,478.369995,872400,478.369995
"2022-06-06",479.269989,483.940002,477.459991,478.859985,586500,478.859985
"2022-06-07",478.799988,492.299988,476.690002,492.059998,742900,492.059998
"2022-06-08",487.820007,491.540009,472.059998,472.450012,853000,472.450012
"2022-06-09",470.26001,471.25,462.429993,462.920013,843500,462.920013
"2022-06-10",459.350006,465.839996,453,463.820007,964400,463.820007
"2022-06-13",459.769989,465.76001,457.559998,460.679993,1328000,460.679993
"2022-06-14",459.970001,462.959991,448.540009,454.459991,818500,454.459991
"2022-06-15",456.26001,462.649994,447.690002,458.450012,874400,458.450012
"2022-06-16",454.649994,458.73999,447.570007,449.019989,1055200,449.019989
"2022-06-17",447,451.73999,436.070007,443.929993,1368400,443.929993
"2022-06-21",448.640015,464.779999,448.619995,463.769989,780500,463.769989
"2022-06-22",454.220001,464.01001,453.01001,458.609985,539800,458.609985
"2022-06-23",458.450012,460.649994,449.450012,456.23999,614400,456.23999
"2022-06-24",460,464.410004,455.600006,463.700012,807800,463.700012
"2022-06-27",461.380005,468.880005,461.279999,466.820007,542600,466.820007
"2022-06-28",468.130005,473.820007,464.170013,464.670013,583200,464.670013
"2022-06-29",468,468,459.320007,461.809998,586900,461.809998
