"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2021-12-15",169.850006,171.300003,169.419998,171.139999,8552200,168.962692
"2021-12-16",171.259995,173.509995,170.839996,173.009995,8998600,170.808884
"2021-12-17",169.639999,170.779999,167.660004,168.229996,16726200,166.089706
"2021-12-20",167.809998,168.509995,166.550003,167.75,7954500,165.615814
"2021-12-21",168.059998,168.100006,165.979996,167.210007,7954200,165.082703
"2021-12-22",167.059998,168.169998,166.119995,167.929993,4178200,165.793518
"2021-12-23",167.880005,168.949997,167.360001,168.25,3501500,166.109451
"2021-12-27",169.139999,169.850006,168.699997,169.669998,3704800,167.511383
"2021-12-28",169.789993,170.639999,169.589996,170.350006,3187000,168.182739
"2021-12-29",170,171.990005,169.910004,171.550003,3662000,169.367462
"2021-12-30",172.119995,172.880005,171.75,172.309998,4231800,170.117798
"2021-12-31",172.529999,172.679993,171.029999,171.070007,4409500,168.893585
"2022-01-03",170.210007,171.600006,169.100006,171.539993,6012200,169.35759
"2022-01-04",171.059998,172.289993,170.600006,171.080002,6748400,168.903458
"2022-01-05",172,173.470001,171.619995,172.220001,7016100,170.028946
"2022-01-06",172.149994,172.5,170.800003,171.630005,7301600,169.446457
"2022-01-07",171.460007,174.300003,171.130005,173.949997,6986000,171.736923
"2022-01-10",173.690002,173.690002,172.160004,173.089996,7698400,170.887878
"2022-01-11",172.990005,173.389999,170.110001,171.25,8341100,169.071289
"2022-01-12",169.610001,170.080002,168.339996,169.789993,8116200,167.629852
"2022-01-13",169,170.419998,168.460007,168.759995,6159400,166.612961
"2022-01-14",168.630005,168.649994,167.149994,167.839996,5847700,165.704666
"2022-01-18",167.100006,167.720001,166.009995,167.100006,7815600,164.974091
"2022-01-19",167.199997,168.720001,166.320007,166.580002,5926500,164.460709
"2022-01-20",167.289993,167.860001,164.929993,165.25,6011300,163.147629
"2022-01-21",166.190002,167.990005,164.470001,164.869995,10550300,162.772461
"2022-01-24",164,164.169998,158.259995,162.970001,14054600,160.896637
"2022-01-25",162.360001,168.410004,161.580002,167.630005,14081200,165.497345
"2022-01-26",167.539993,169.220001,166.229996,168.380005,9963200,166.237808
"2022-01-27",169.389999,171.910004,169,170.589996,9066700,168.419678
"2022-01-28",170.860001,171.839996,169.300003,171.789993,9783100,169.604401
"2022-01-31",171.5,172.619995,170.820007,172.289993,8054800,170.098053
"2022-02-01",171.740005,171.979996,169.429993,170.880005,8154700,168.705994
"2022-02-02",169.649994,172.990005,169.649994,172.770004,7382800,170.571945
"2022-02-03",172.259995,173.619995,171.039993,172.759995,6240400,170.562073
"2022-02-04",171,172.979996,170.119995,171.630005,6392200,169.446457
"2022-02-07",171.410004,171.740005,170.009995,171.059998,6065700,168.883698
"2022-02-08",171.020004,172.050003,170.479996,171.509995,6296100,169.327972
"2022-02-09",172.070007,172.240005,171.25,171.490005,5387500,169.308243
"2022-02-10",171.210007,171.220001,169.300003,169.419998,10355300,167.264572
"2022-02-11",169.119995,170.149994,167.539993,167.710007,13125300,165.57634
"2022-02-14",167.710007,167.970001,163.809998,165.600006,8967600,163.493179
"2022-02-15",166.130005,168.100006,166.009995,167.309998,6631400,165.181412
"2022-02-16",166.490005,167.839996,165.710007,167.210007,8482400,165.082703
"2022-02-17",167.210007,167.449997,164.919998,166.190002,6227600,164.075668
"2022-02-18",164.979996,165.360001,162.940002,163.360001,6423200,162.316956
"2022-02-22",163.570007,163.740005,160.440002,161.139999,6868900,160.11113
"2022-02-23",161.509995,162.639999,160.850006,161.220001,8016900,160.190628
"2022-02-24",159.779999,160.130005,155.720001,158.139999,12883400,157.130295
"2022-02-25",160,166.990005,159.699997,166,11340400,164.940109
"2022-02-28",162.869995,165.179993,162.380005,164.570007,9373500,163.519241
"2022-03-01",163.039993,164.75,162.410004,164,8737800,162.952881
"2022-03-02",164.410004,167.630005,164.039993,166.039993,6793300,164.979843
"2022-03-03",166.699997,169.339996,166.320007,168.479996,7333700,167.404266
"2022-03-04",167.639999,169.860001,166.850006,169.479996,6302500,168.397888
"2022-03-07",168.300003,173.119995,167.360001,172.210007,11663400,171.110458
"2022-03-08",172.039993,173.119995,168.509995,168.720001,11100300,167.642746
"2022-03-09",170.009995,170.229996,167.889999,169.360001,7248200,168.278656
"2022-03-10",168.559998,170.149994,168.080002,169.660004,6171400,168.576736
"2022-03-11",169.130005,171.460007,169.020004,169.350006,5188000,168.268723
"2022-03-14",170.679993,174.119995,170.350006,171.690002,7729500,170.593781
"2022-03-15",173.330002,176.520004,172.550003,176.139999,10554400,175.015366
"2022-03-16",175.460007,176.949997,172.559998,174.520004,9603300,173.405716
"2022-03-17",175.210007,176.839996,174.199997,176.800003,7472100,175.671158
"2022-03-18",177,177,173.660004,174.839996,13809500,173.723663
"2022-03-21",174.660004,177.160004,174.320007,175.830002,7574900,174.707336
"2022-03-22",175.830002,176.369995,173.910004,175,8442100,173.882645
"2022-03-23",175.229996,175.539993,174.089996,174.339996,5254200,173.226852
"2022-03-24",175,175.539993,174.070007,175.240005,5012300,174.121109
"2022-03-25",175.690002,177.699997,175.220001,176.919998,4809500,175.790375
"2022-03-28",176.649994,178.179993,176.350006,177.830002,5604200,176.69458
"2022-03-29",178.619995,179.399994,176.800003,177.740005,5933400,176.605148
"2022-03-30",178.440002,179.860001,177.679993,179.589996,6277600,178.443329
"2022-03-31",179.589996,180.210007,176.979996,177.229996,11490400,176.098404
"2022-04-01",177.050003,178.429993,175.600006,178.190002,6525600,177.052277
"2022-04-04",178.190002,178.190002,175.520004,176.470001,6860600,175.343262
"2022-04-05",176.470001,179.649994,176.289993,177.610001,7446100,176.475983
"2022-04-06",179.389999,182.600006,178.619995,182.229996,10330900,181.066467
"2022-04-07",181.669998,182.949997,180.229996,181.759995,7385200,180.599472
"2022-04-08",181.330002,183.190002,180.429993,182.119995,7144500,180.957169
"2022-04-11",183,184.199997,179.600006,179.839996,5932000,178.691727
"2022-04-12",179.199997,180.809998,178.199997,179.899994,5957500,178.751343
"2022-04-13",179.899994,180.839996,179.240005,180.660004,5643100,179.5065
"2022-04-14",180,181.399994,179.729996,179.899994,6188200,178.751343
"2022-04-18",179.729996,180.389999,176.740005,177.660004,6318700,176.525665
"2022-04-19",180.720001,185.940002,179.949997,183.080002,14380800,181.911057
"2022-04-20",182.240005,184.320007,181.899994,183.889999,8044900,182.715881
"2022-04-21",183.929993,184.869995,182.559998,183.360001,6969200,182.18927
"2022-04-22",182.470001,183.149994,181.380005,181.539993,8003600,180.380875
"2022-04-25",182.339996,186.690002,182.100006,186.009995,11176500,184.822342
"2022-04-26",185.100006,186.570007,184.179993,184.679993,10190000,183.500824
"2022-04-27",184.240005,184.820007,181.740005,182.100006,11090100,180.937317
"2022-04-28",182.25,184.5,181.919998,183.460007,9403900,182.288635
"2022-04-29",182.5,182.550003,180.199997,180.460007,8463100,179.307785
"2022-05-02",180.470001,181.410004,177.029999,178.639999,7145400,177.499405
"2022-05-03",178.800003,180.630005,177.679993,178.289993,5898700,177.151627
"2022-05-04",178.149994,180.5,177.149994,180.199997,5923000,179.049438
"2022-05-05",179.419998,179.710007,175.270004,176.759995,7089200,175.631393
"2022-05-06",175.139999,176.869995,174.690002,176.369995,6434000,175.243881
"2022-05-09",175.449997,178.559998,174.589996,177.330002,7855200,176.197769
"2022-05-10",178.229996,179.179993,176.5,177.089996,8186700,175.95929
"2022-05-11",175.960007,178.320007,175.880005,176.130005,6138900,175.005432
"2022-05-12",176.470001,177.949997,174.710007,177.869995,6898600,176.734314
"2022-05-13",178.699997,178.889999,175.800003,176.850006,7732200,175.72084
"2022-05-16",176.850006,179.130005,176.169998,178.080002,5516700,176.942978
"2022-05-17",178.720001,179.699997,176.589996,178.820007,5751100,177.678253
"2022-05-18",178.839996,179.369995,175.169998,175.5,8608800,174.379456
"2022-05-19",174.720001,174.800003,172.690002,173.940002,6874500,172.829407
"2022-05-20",174.850006,177.160004,174.050003,176.979996,7522100,175.849991
"2022-05-23",177.600006,179.929993,177.460007,179.440002,7040800,179.440002
"2022-05-24",179.25,181.740005,179.100006,181.399994,6419800,181.399994
"2022-05-25",180.529999,181.550003,179.059998,179.619995,6558900,179.619995
"2022-05-26",181,181,178.600006,179.460007,6897600,179.460007
"2022-05-27",179.759995,181.160004,178.229996,181.089996,5853600,181.089996
"2022-05-31",178,180.169998,175.009995,179.529999,16391400,179.529999
"2022-06-01",179.149994,179.830002,175.899994,177.710007,5175400,177.710007
"2022-06-02",177.740005,177.809998,174.589996,177.149994,8666500,177.149994
"2022-06-03",177.070007,178.669998,176.149994,176.419998,4234200,176.419998
"2022-06-06",177.210007,178.5,176,176.399994,5386500,176.399994
"2022-06-07",176.979996,179.300003,176.399994,178.339996,5447800,178.339996
"2022-06-08",178.100006,179.449997,176.800003,177.279999,4333100,177.279999
"2022-06-09",177.210007,178.649994,173.639999,173.710007,5509600,173.710007
"2022-06-10",172.169998,173.970001,170.619995,172.550003,6647300,172.550003
"2022-06-13",170.080002,172.25,170.080002,170.809998,7997000,170.809998
"2022-06-14",171.059998,171.110001,167.259995,168.190002,7116800,168.190002
"2022-06-15",169.639999,171.440002,168.639999,169.990005,7796100,169.990005
"2022-06-16",168.399994,170.210007,167.410004,170.080002,7056700,170.080002
"2022-06-17",170.630005,172.199997,169.240005,169.460007,12486600,169.460007
"2022-06-21",170.75,173.860001,169.559998,173.009995,8219700,173.009995
"2022-06-22",172,177.919998,171.690002,175.740005,10593100,175.740005
"2022-06-23",177,179.820007,176.520004,179.660004,10223500,179.660004
"2022-06-24",180.779999,182.529999,179.979996,182.289993,9374400,182.289993
"2022-06-27",181.639999,183.350006,181.5,182.119995,5908600,182.119995
"2022-06-28",182.169998,182.970001,176.309998,176.940002,9245700,176.940002
"2022-06-29",177.220001,178.300003,176.429993,176.990005,7097900,176.990005
