"","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"2020-08-19",95.139999,95.440002,93.529999,93.93,1275800,90.648163
"2020-08-20",93.07,95.510002,93,95.370003,1346200,92.037842
"2020-08-21",95.419998,96.330002,95.32,96.099998,1477100,92.74234
"2020-08-24",96.400002,96.970001,95.169998,96.559998,1439200,93.186272
"2020-08-25",96.709999,96.839996,95.889999,96.480003,1179800,93.564484
"2020-08-26",96.120003,96.120003,94.809998,95.330002,1521300,92.449242
"2020-08-27",96.379997,96.669998,95.470001,95.470001,1661900,92.585007
"2020-08-28",96.029999,97.599998,95.559998,97.449997,1517100,94.505173
"2020-08-31",97.18,97.32,95.720001,95.849998,1451300,92.953522
"2020-09-01",95.589996,96.169998,94.93,96.150002,1618200,93.244453
"2020-09-02",96.110001,98.650002,95.900002,97.980003,1873300,95.019157
"2020-09-03",98.419998,98.550003,95.379997,96.330002,1526300,93.419014
"2020-09-04",96.900002,97.25,94.300003,95.220001,2025000,92.34256
"2020-09-08",95,96.129997,93.459999,93.68,2305000,90.849106
"2020-09-09",94.110001,94.839996,93.309998,93.389999,1193400,90.567856
"2020-09-10",93.379997,94.559998,92.110001,92.349998,1634100,89.559296
"2020-09-11",92.639999,93.43,91.5,92.269997,1246500,89.481712
"2020-09-14",93.150002,94.18,92.540001,92.870003,1497700,90.063568
"2020-09-15",93.199997,94.32,93.099998,93.519997,1191500,90.693924
"2020-09-16",93.849998,95.449997,93.620003,94.809998,1621100,91.944946
"2020-09-17",93.690002,94.629997,92.970001,93.709999,1254500,90.878181
"2020-09-18",93.309998,94.379997,92.059998,92.110001,2775800,89.32653
"2020-09-21",90.400002,91.099998,88.080002,89.339996,1717700,86.640236
"2020-09-22",89.370003,90.82,88.849998,90.589996,1233300,87.85247
"2020-09-23",90.769997,91.419998,89.599998,89.769997,1756200,87.057243
"2020-09-24",89.68,91.480003,89.120003,91.370003,1650700,88.608894
"2020-09-25",91.040001,91.739998,89.730003,91.379997,1154800,88.618591
"2020-09-28",91.879997,92.449997,91.389999,91.879997,1694600,89.103485
"2020-09-29",91.580002,91.879997,90.239998,90.709999,1612600,87.968834
"2020-09-30",91.120003,92.529999,90.760002,91.300003,1735200,88.541023
"2020-10-01",92.150002,92.510002,91.209999,91.82,1300700,89.045303
"2020-10-02",90.620003,95.309998,90.330002,95.169998,2173300,92.294075
"2020-10-05",95.68,95.779999,93.349998,94.089996,1415100,91.246696
"2020-10-06",94.559998,94.830002,91.830002,91.919998,1282300,89.142281
"2020-10-07",92.800003,94.470001,92.709999,93.879997,1523400,91.043053
"2020-10-08",94.190002,95.43,93.889999,95.410004,1239100,92.526833
"2020-10-09",95.629997,96.080002,94.82,95.489998,1169700,92.604401
"2020-10-12",95.510002,96.230003,94.849998,95.980003,976900,93.079605
"2020-10-13",95.410004,96.389999,95.370003,96.010002,847600,93.108681
"2020-10-14",96.230003,97.349998,95.870003,96.519997,1317000,93.603264
"2020-10-15",95.93,99.75,95.620003,99.489998,2427900,96.483521
"2020-10-16",99.669998,100.75,98.410004,98.529999,2282000,95.552528
"2020-10-19",98.389999,99.790001,97.029999,97.25,1087900,94.311195
"2020-10-20",97.870003,98.480003,97,97.279999,1112400,94.340309
"2020-10-21",97.290001,99.379997,97.139999,99.07,1060600,96.076218
"2020-10-22",99.660004,99.949997,98.199997,99.849998,1336900,96.832642
"2020-10-23",100.330002,101.510002,99.110001,101.279999,1039400,98.219429
"2020-10-26",100.540001,100.540001,97.519997,99.199997,1300000,96.202286
"2020-10-27",98.82,99.169998,97.82,97.989998,1024800,95.028854
"2020-10-28",96.07,97.199997,94.889999,95.059998,1564600,92.187386
"2020-10-29",97.309998,97.480003,92.220001,94.940002,2009000,92.071022
"2020-10-30",94.360001,95.209999,92.349998,93.330002,2139000,90.509674
"2020-11-02",94.419998,95.93,93.730003,95.25,1908400,92.371658
"2020-11-03",96.419998,97.699997,95.790001,96.769997,1449700,93.845718
"2020-11-04",97.309998,99.970001,96.660004,98.580002,2024400,95.601021
"2020-11-05",99.419998,101.230003,98.970001,100.699997,2803100,97.656952
"2020-11-06",100.57,101.260002,99.129997,99.379997,1745400,96.376854
"2020-11-09",103.989998,106.330002,101.900002,101.980003,2035700,98.898277
"2020-11-10",102.760002,104.019997,102,102.989998,1545200,99.877754
