"","GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted"
"2022-01-05",99.730003,101.790001,99.290001,99.370003,5894700,99.162415
"2022-01-06",100.449997,101.080002,99.419998,99.949997,4277000,99.741203
"2022-01-07",99.800003,102.239998,99.769997,101.400002,6248300,101.188171
"2022-01-10",101.720001,102,98.940002,99.419998,5768700,99.212311
"2022-01-11",100.290001,102.370003,99.970001,101.790001,5673900,101.577354
"2022-01-12",101.43,102.620003,101.379997,102.239998,4558500,102.026413
"2022-01-13",102.290001,103.650002,101.800003,102.459999,4382500,102.245956
"2022-01-14",101.660004,103.269997,100.910004,103.160004,4380300,102.944496
"2022-01-18",102.559998,103.730003,102.160004,102.889999,8410600,102.675064
"2022-01-19",102.690002,102.989998,100.470001,100.620003,5699000,100.409805
"2022-01-20",100.230003,101.790001,97.970001,98.25,5635500,98.044754
"2022-01-21",97.699997,98.349998,95.860001,96.300003,8077400,96.098831
"2022-01-24",94.589996,97.440002,92.290001,96.910004,9873300,96.707558
"2022-01-25",91.120003,92.360001,88.300003,91.110001,20952000,90.919662
"2022-01-26",91.510002,91.910004,88.050003,89.32,10637200,89.133408
"2022-01-27",90,91.769997,88.07,89.900002,7804600,89.712196
"2022-01-28",89.300003,92.160004,88.849998,92.099998,6478600,91.9076
"2022-01-31",91.610001,94.559998,91.029999,94.480003,7001600,94.282631
"2022-02-01",95,98.419998,94.75,97.949997,8149200,97.745377
"2022-02-02",97.669998,98.580002,96.160004,98.040001,5561400,97.83519
"2022-02-03",97.150002,99.160004,96.550003,98.32,6213300,98.114601
"2022-02-04",97.699997,100.050003,97.639999,99.010002,6403600,98.803169
"2022-02-07",99.370003,100.589996,98.5,99.900002,4385700,99.691307
"2022-02-08",99.980003,100.5,98.629997,99.309998,5158400,99.102539
"2022-02-09",100.25,100.470001,99.120003,99.25,6624200,99.042664
"2022-02-10",98.389999,100.68,98,98.790001,5512900,98.583626
"2022-02-11",99.019997,100.230003,96.169998,96.830002,7455500,96.627724
"2022-02-14",96.709999,97.400002,95.559998,96.599998,6960800,96.398201
"2022-02-15",97.989998,101.379997,97.949997,100.919998,6692400,100.709167
"2022-02-16",100.089996,101.910004,99.889999,101.410004,4891100,101.198158
"2022-02-17",100.349998,100.43,97.879997,98.459999,3881000,98.254318
"2022-02-18",98.419998,98.970001,91.919998,92.690002,15644100,92.496376
"2022-02-22",92.639999,95.220001,92.370003,94.150002,7694100,93.953323
"2022-02-23",93.790001,94.860001,92.309998,92.650002,7376500,92.456451
"2022-02-24",90.589996,93.089996,87.699997,92.540001,11392400,92.34668
"2022-02-25",93.410004,97.419998,93.059998,96.370003,6972500,96.168686
"2022-02-28",94.760002,95.82,94.129997,95.510002,6319100,95.310478
"2022-03-01",94.959999,96.059998,91.870003,92.330002,6732500,92.137123
"2022-03-02",93.459999,94.949997,93.080002,94.160004,4442800,93.963303
"2022-03-03",94.940002,95.300003,91.980003,92.449997,4622900,92.256866
"2022-03-04",90.220001,90.480003,87.519997,89.139999,8438800,88.953781
"2022-03-07",88.669998,89.209999,85.290001,85.379997,7120100,85.278168
"2022-03-08",87.029999,90.449997,85.550003,88.150002,6857100,88.044868
"2022-03-09",91.459999,92.989998,91.099998,91.25,6475800,91.141174
"2022-03-10",87.769997,91.599998,87.449997,91.330002,8115500,91.221077
"2022-03-11",92.800003,93.620003,91.660004,92.279999,7066400,92.169945
"2022-03-14",92.440002,93.989998,91.940002,92.449997,6043600,92.339737
"2022-03-15",93.25,93.559998,91.260002,92.349998,5102400,92.239861
"2022-03-16",93.470001,95.440002,92.739998,94.699997,5578700,94.587051
"2022-03-17",94.199997,95.57,93.309998,95.529999,4350100,95.416069
"2022-03-18",95.589996,95.910004,94.559998,95.589996,7396600,95.47599
"2022-03-21",94.449997,95.720001,93.650002,94.82,5482100,94.706917
"2022-03-22",95.239998,96.230003,94.599998,94.900002,4816100,94.786819
"2022-03-23",94.580002,94.660004,93.510002,93.699997,4893300,93.588249
"2022-03-24",94.389999,94.419998,93.650002,94.120003,5333800,94.007751
"2022-03-25",94.440002,94.910004,93.410004,94.019997,5748800,93.907867
"2022-03-28",93.599998,93.639999,90.720001,92,7519400,91.890282
"2022-03-29",93.019997,94.970001,93.019997,94.650002,8594400,94.537117
"2022-03-30",93.620003,95.139999,93.300003,94.580002,5633600,94.467201
"2022-03-31",93.75,93.949997,91.470001,91.5,8225700,91.390877
"2022-04-01",92.099998,92.559998,91.110001,92.489998,5641300,92.379692
"2022-04-04",92.18,92.32,90.900002,92.019997,5139600,91.910248
"2022-04-05",91.660004,92.339996,89.910004,90.099998,6720800,89.992546
"2022-04-06",89.370003,90.169998,87.82,89.910004,6576700,89.802773
"2022-04-07",89.82,90.080002,87.089996,89.459999,7097200,89.35331
"2022-04-08",89.489998,90.269997,88.620003,89.739998,4017200,89.632973
"2022-04-11",89.540001,91.589996,89.029999,89.669998,5392300,89.563057
"2022-04-12",90,91.339996,89.300003,90,4510800,89.892662
"2022-04-13",90.160004,91.449997,89.989998,90.75,3963800,90.641769
"2022-04-14",91.040001,92.150002,90.629997,90.830002,3829400,90.721672
"2022-04-18",90.970001,91.5,89.900002,90.400002,3920000,90.292191
"2022-04-19",90.800003,92.260002,90.800003,91.900002,4607100,91.790398
"2022-04-20",92.5,93.110001,91.25,91.400002,4002500,91.290993
"2022-04-21",92.949997,93.779999,91.43,91.720001,4501500,91.610611
"2022-04-22",90.889999,91.300003,88.980003,89.07,4964000,88.963776
"2022-04-25",88.5,90,86.580002,89.879997,6903400,89.772804
"2022-04-26",84.949997,85.230003,78.410004,80.589996,28754900,80.493881
"2022-04-27",80,81.75,77.870003,78.209999,12593200,78.116722
"2022-04-28",78.389999,78.699997,75.849998,77.730003,12010100,77.637299
"2022-04-29",77.489998,78.129997,74.349998,74.550003,10390100,74.46109
"2022-05-02",74.089996,75.830002,72.610001,75.550003,11548300,75.4599
"2022-05-03",76.849998,78.269997,75.980003,77.660004,7846900,77.567383
"2022-05-04",78.190002,80.769997,77.220001,80.43,7488500,80.334076
"2022-05-05",79.379997,80.080002,77.559998,78.589996,7159400,78.496269
"2022-05-06",78.330002,78.389999,76.190002,78.230003,5363700,78.136703
"2022-05-09",76.779999,76.959999,72.540001,72.970001,7019100,72.882973
"2022-05-10",74,74.699997,71.139999,73.309998,6837100,73.222565
"2022-05-11",73.760002,74.580002,72.059998,72.440002,7766000,72.353607
"2022-05-12",71.739998,74.209999,71.169998,73.279999,8625300,73.192604
"2022-05-13",74.389999,75.970001,74.150002,75.050003,5176900,74.960495
"2022-05-16",74.309998,75.400002,73.730003,74.629997,6511500,74.540993
"2022-05-17",76.209999,77.199997,75.790001,76.400002,4497300,76.308884
"2022-05-18",75.650002,76.519997,74.82,75.199997,7063300,75.110313
"2022-05-19",75,76.540001,74.449997,75.739998,6225700,75.649666
"2022-05-20",76.110001,76.440002,73.269997,75.25,7340800,75.160255
"2022-05-23",76.019997,76.400002,75.010002,75.459999,5275400,75.370003
"2022-05-24",74.730003,74.870003,72.059998,74.519997,6129100,74.431122
"2022-05-25",73.470001,74.589996,72.620003,74.529999,7096000,74.441109
"2022-05-26",75.220001,77.709999,74.699997,77.010002,4690300,76.918159
"2022-05-27",77.290001,78.779999,76.989998,78.760002,4871900,78.666069
"2022-05-31",77.949997,79.040001,77.760002,78.290001,5191000,78.196632
"2022-06-01",79.080002,79.440002,76.690002,77.519997,5928000,77.427544
"2022-06-02",78.019997,78.660004,77.169998,78,6166100,77.906975
"2022-06-03",76.739998,77.150002,75.669998,76.970001,5272600,76.878204
"2022-06-06",77.910004,78.290001,76.769997,77,4744100,76.908165
"2022-06-07",76.910004,78.150002,76.169998,78,5125800,77.906975
"2022-06-08",76.690002,78.279999,76.519997,77.160004,3376000,77.067978
"2022-06-09",76.889999,77.050003,74.75,74.779999,5055500,74.690811
"2022-06-10",73.019997,73.160004,70.739998,71.230003,9584900,71.14505
"2022-06-13",69.470001,70,67.139999,67.720001,9459400,67.639236
"2022-06-14",67.949997,68.910004,67.529999,68.050003,5379700,67.968842
"2022-06-15",68.959999,70.019997,67.800003,69.099998,6589400,69.017586
"2022-06-16",67.029999,67.239998,64.849998,65.290001,9065300,65.212135
"2022-06-17",65.190002,66.730003,64.540001,66,9002200,65.921288
"2022-06-21",67.459999,68.059998,65.709999,65.75,8082000,65.671585
"2022-06-22",64.18,65.400002,64.169998,64.540001,9702300,64.463028
"2022-06-23",64.370003,65.080002,63.080002,64.07,6754300,63.993587
"2022-06-24",64.660004,67.970001,64.419998,67.080002,9996300,67
"2022-06-27",67.470001,67.900002,66.139999,66.709999,6798300,66.709999
"2022-06-28",67.449997,68.449997,65.360001,65.879997,7048700,65.879997
"2022-06-29",65.730003,66,63.279999,63.689999,6908200,63.689999
