"","LDOS.Open","LDOS.High","LDOS.Low","LDOS.Close","LDOS.Volume","LDOS.Adjusted"
"2020-09-17",88.800003,90.440002,88.120003,90.230003,639200,88.013161
"2020-09-18",90.029999,90.599998,89.389999,90.059998,1719100,87.847321
"2020-09-21",88.290001,88.760002,87.209999,88.43,1384700,86.257378
"2020-09-22",90.040001,91.860001,88.599998,91.599998,885000,89.349487
"2020-09-23",93.019997,94.419998,89.730003,90,1054000,87.788795
"2020-09-24",89.120003,89.650002,87.559998,88.029999,1099600,85.867195
"2020-09-25",87.779999,92.139999,87.360001,91.980003,783600,89.720169
"2020-09-28",92.550003,93.129997,91.440002,91.57,709400,89.320229
"2020-09-29",91.540001,91.760002,89.989998,90.57,443400,88.344795
"2020-09-30",90.580002,90.889999,88.709999,89.150002,715000,86.959686
"2020-10-01",89.830002,90.510002,87.980003,90.419998,818900,88.198479
"2020-10-02",88.849998,90.940002,88.669998,90.389999,802200,88.169205
"2020-10-05",90.639999,90.919998,88.959999,89.82,565600,87.61322
"2020-10-06",89.980003,91.709999,88.830002,89.010002,635500,86.82312
"2020-10-07",89.349998,89.849998,87.699997,88.480003,946400,86.306152
"2020-10-08",89.160004,90.580002,88.839996,89.190002,586200,86.998703
"2020-10-09",90.110001,91.279999,89.779999,90.870003,973500,88.637428
"2020-10-12",91.139999,91.139999,89.239998,89.709999,696800,87.505936
"2020-10-13",89.5,90.080002,87.360001,88.190002,834100,86.023277
"2020-10-14",88.269997,90.160004,87.720001,88.489998,600500,86.315903
"2020-10-15",87.730003,89,87.050003,87.779999,642400,85.623344
"2020-10-16",88.330002,89.099998,87.739998,87.830002,677900,85.672119
"2020-10-19",88.019997,88.309998,85.93,86.360001,618600,84.238235
"2020-10-20",86.779999,86.919998,85.650002,86.129997,470300,84.013885
"2020-10-21",85.610001,86.519997,84.519997,84.559998,1042000,82.48246
"2020-10-22",84.879997,85.989998,84.690002,85.809998,746300,83.701744
"2020-10-23",86.459999,86.93,85.339996,85.800003,642500,83.691994
"2020-10-26",85.129997,85.230003,82.730003,83.440002,708400,81.389969
"2020-10-27",83.580002,83.900002,82.25,82.699997,583300,80.668152
"2020-10-28",81.18,81.629997,79.150002,79.339996,727600,77.390701
"2020-10-29",79.400002,81.650002,79.209999,81.25,999600,79.253769
"2020-10-30",81.279999,83.370003,81.279999,83,1480200,80.960777
"2020-11-02",84.949997,87.43,84.160004,85.730003,1352600,83.623718
"2020-11-03",86.129997,88.480003,85.980003,87.959999,1042700,85.798927
"2020-11-04",88.690002,93.699997,88.690002,92.32,1806300,90.051796
"2020-11-05",92.949997,93.349998,91.230003,91.400002,1049800,89.154404
"2020-11-06",90.910004,90.910004,89.099998,90.470001,809400,88.247253
"2020-11-09",94.370003,97.5,94.07,94.629997,1048100,92.305038
"2020-11-10",94.43,96.050003,93.919998,94.940002,647700,92.60743
"2020-11-11",95.580002,96.25,94.010002,94.989998,588600,92.656197
"2020-11-12",94.370003,94.790001,93.419998,94.160004,625100,91.846603
"2020-11-13",95.07,98.669998,94.879997,98.470001,790500,96.050713
"2020-11-16",99.199997,100.910004,98.860001,100.629997,1349800,98.157623
"2020-11-17",99.769997,100.760002,97.879997,100.279999,1464900,97.816231
"2020-11-18",100.160004,102.529999,99.279999,99.529999,1090000,97.084656
"2020-11-19",99.339996,100.589996,98.519997,100.339996,864100,97.874756
"2020-11-20",100.389999,101.760002,98.870003,100.370003,1032300,97.90403
"2020-11-23",100.279999,102.589996,99.910004,102.379997,740400,99.864639
"2020-11-24",102.68,103.519997,101.970001,102.57,705200,100.049965
"2020-11-25",102.800003,102.989998,101.120003,102.639999,527300,100.118256
"2020-11-27",102.339996,103.18,102.050003,102.279999,282800,99.767097
"2020-11-30",101.68,101.709999,100.220001,100.699997,1783200,98.225906
"2020-12-01",101.139999,102.650002,100.550003,101.639999,920200,99.142815
"2020-12-02",101.529999,103.129997,101.059998,103.099998,516700,100.56694
"2020-12-03",102.5,103.5,101.690002,102.889999,792600,100.362106
"2020-12-04",103,104.879997,102.779999,104.809998,388900,102.234924
"2020-12-07",103.779999,104.699997,103.309998,103.5,652800,100.957123
"2020-12-08",102.889999,104.220001,102.839996,103.949997,529400,101.396065
"2020-12-09",103.959999,104.5,102.879997,104.110001,698100,101.552132
"2020-12-10",103.199997,105.43,103.199997,104.82,1009200,102.24469
"2020-12-11",104.029999,106.57,103.459999,105.419998,847200,102.829941
"2020-12-14",105.489998,106.660004,104.129997,104.129997,859300,101.900291
"2020-12-15",104.730003,104.870003,103.07,104.839996,1016000,102.595085
"2020-12-16",105.300003,106.639999,104.760002,105.089996,958600,102.839729
"2020-12-17",105.139999,105.709999,104.150002,104.830002,777400,102.585304
"2020-12-18",104.940002,106.669998,104.169998,105.669998,2124100,103.407318
"2020-12-21",104.230003,104.360001,101.589996,103.129997,787200,100.9217
"2020-12-22",102.650002,103.220001,101.339996,102.349998,807300,100.158409
"2020-12-23",103.050003,105.360001,103.050003,104.610001,638400,102.370018
"2020-12-24",105.089996,105.120003,103.400002,104.239998,198200,102.007927
"2020-12-28",104.910004,105.410004,103.860001,104.779999,404600,102.536369
"2020-12-29",105.419998,105.550003,103.470001,103.589996,371700,101.371849
"2020-12-30",103.669998,104.989998,103.669998,103.980003,285100,101.75351
"2020-12-31",103.849998,105.230003,103.269997,105.120003,344300,102.869095
"2021-01-04",105.050003,105.379997,101.699997,102.440002,666200,100.246483
"2021-01-05",102.5,103.269997,101.110001,102.489998,698000,100.295403
"2021-01-06",102.019997,105.150002,101.68,103.989998,1126600,101.763283
"2021-01-07",103.82,104.620003,103.110001,104.18,701900,101.949219
"2021-01-08",104.419998,105.839996,103.620003,104.660004,582700,102.418945
"2021-01-11",105.5,106.279999,103.779999,103.989998,671500,101.763283
"2021-01-12",103.610001,105.529999,102.949997,105.379997,582400,103.123512
"2021-01-13",105.57,106.550003,104.5,105.589996,667800,103.329018
"2021-01-14",105.489998,108.220001,104.669998,106.269997,613000,103.994461
"2021-01-15",105.919998,107.629997,105.32,107.160004,604900,104.865425
"2021-01-19",107.900002,111.599998,107.669998,109.089996,844400,106.754074
"2021-01-20",109.360001,110.529999,108.510002,109.639999,491500,107.292305
"2021-01-21",109.330002,110.5,108.68,109.309998,555500,106.96936
"2021-01-22",109,112.57,108.519997,112.050003,726700,109.650711
"2021-01-25",111.809998,113.75,110.889999,112.699997,800100,110.286789
"2021-01-26",113.360001,113.629997,111.779999,111.779999,416400,109.386482
"2021-01-27",110.110001,112.279999,109.330002,111.370003,896000,108.985245
"2021-01-28",111.790001,112.739998,108.269997,108.559998,772500,106.235428
"2021-01-29",107.470001,108.449997,105.910004,106.059998,983100,103.788956
"2021-02-01",107.050003,107.120003,102.589996,105.059998,1037400,102.810371
"2021-02-02",105.82,106.419998,103.959999,105.82,745800,103.5541
"2021-02-03",105.190002,105.769997,103.300003,103.470001,855900,101.254417
"2021-02-04",105.5,107.269997,104.239998,107.269997,851600,104.973053
"2021-02-05",106.949997,108.230003,106.400002,106.760002,721400,104.473976
"2021-02-08",107.360001,109.019997,106.910004,108.089996,621200,105.77549
"2021-02-09",108.360001,110.029999,107.769997,109.739998,541700,107.390167
"2021-02-10",110.019997,110.489998,108.459999,109.349998,456600,107.008514
"2021-02-11",108.889999,110.379997,108.889999,109.779999,541900,107.429314
"2021-02-12",109.230003,109.620003,107.470001,107.800003,731000,105.491714
"2021-02-16",108.629997,108.629997,103.589996,105.220001,1438800,102.966949
"2021-02-17",104.339996,105.900002,103.620003,105.480003,656600,103.22139
"2021-02-18",105,105.889999,104.029999,105.029999,706100,102.781021
"2021-02-19",105.449997,105.449997,102.75,103.760002,1061800,101.538223
"2021-02-22",103.550003,104.760002,101.879997,103.800003,1326500,101.57737
"2021-02-23",97.919998,98.830002,91.550003,93.510002,3113800,91.507698
"2021-02-24",92.330002,92.620003,89.730003,90.379997,1609900,88.444717
"2021-02-25",90,90.25,87.970001,89.129997,1707900,87.221481
"2021-02-26",89.050003,91.25,88.43,88.449997,4607400,86.556038
"2021-03-01",89.690002,93.18,89.279999,92.440002,1589500,90.460609
"2021-03-02",91.889999,92.839996,90.040001,90.040001,1214000,88.111992
"2021-03-03",90.449997,91.709999,89.199997,90.269997,1318200,88.337067
"2021-03-04",90.269997,91.099998,88.169998,89.080002,1382300,87.172554
"2021-03-05",89.900002,91.260002,88.849998,90.720001,1449300,88.777435
"2021-03-08",90.809998,93.720001,90.120003,92,734700,90.030022
"2021-03-09",92.639999,94.959999,92.610001,93.260002,924600,91.263054
"2021-03-10",93.900002,95.230003,93.110001,94.470001,577900,92.447136
"2021-03-11",94.669998,95.769997,94.07,94.629997,811500,92.603706
"2021-03-12",94.230003,95.019997,93.879997,94.93,662000,93.232269
"2021-03-15",94.919998,95.959999,94.519997,95.279999,776300,93.576012
"2021-03-16",94.900002,95.730003,93.540001,94.650002,962600,92.957275
"2021-03-17",95.220001,97.669998,94.239998,97.290001,786200,95.550064
"2021-03-18",97,98.550003,96.349998,97.010002,915800,95.275078
"2021-03-19",97.510002,97.510002,94.949997,94.949997,1548300,93.2519
"2021-03-22",94.599998,95.620003,93.230003,95.470001,806300,93.762611
"2021-03-23",95.040001,96.040001,93.68,94.239998,692100,92.554596
"2021-03-24",94.580002,95.940002,94.510002,94.879997,581600,93.183151
"2021-03-25",95.120003,96.400002,94.120003,96.260002,570400,94.538483
"2021-03-26",95.980003,96.300003,93.5,96.199997,1146700,94.479553
"2021-03-29",96.190002,98.589996,96,98.18,827600,96.424149
"2021-03-30",97.910004,98.099998,95.139999,96.669998,686400,94.941147
"2021-03-31",96.57,97.080002,95.540001,96.279999,811900,94.558128
"2021-04-01",96.779999,97.209999,95.800003,96.449997,605600,94.725082
"2021-04-05",99.18,100.349998,98.309998,99.919998,728400,98.133026
"2021-04-06",99.139999,100.480003,98.620003,99.720001,889500,97.936615
"2021-04-07",99.870003,100.599998,98.400002,98.529999,488700,96.767891
"2021-04-08",98.970001,100.790001,98.730003,100.339996,646400,98.545509
"2021-04-09",100.510002,100.839996,100,100.660004,661700,98.859802
"2021-04-12",100.660004,101,100.209999,100.559998,978500,98.761574
"2021-04-13",100.199997,100.769997,99.43,99.550003,926500,97.769646
"2021-04-14",99.650002,101.190002,99.650002,100.110001,933000,98.319633
"2021-04-15",100.5,101.760002,100,101.120003,1071600,99.311569
"2021-04-16",101.339996,103.25,101.110001,101.209999,1392600,99.399948
"2021-04-19",101.480003,101.730003,100.410004,101.489998,796900,99.674957
"2021-04-20",101.68,101.790001,99.809998,101.529999,934500,99.714233
"2021-04-21",101.739998,101.93,101.279999,101.410004,456500,99.596382
"2021-04-22",101.349998,102.07,100.669998,101.290001,778500,99.478523
"2021-04-23",101.720001,101.720001,100.199997,100.660004,990400,98.859802
"2021-04-26",100.860001,100.900002,99.790001,99.860001,1016400,98.074104
"2021-04-27",100.050003,100.910004,99.699997,100.269997,762500,98.476761
"2021-04-28",100.400002,100.68,98.839996,99.160004,805200,97.386627
"2021-04-29",100.110001,101.75,100.059998,100.82,1416200,99.01693
"2021-04-30",100.699997,101.470001,100,101.279999,949300,99.468697
"2021-05-03",101.809998,104.260002,101.43,103.699997,833400,101.845421
"2021-05-04",102.839996,104.870003,101.050003,104.800003,1198600,102.925758
"2021-05-05",105,105,102.050003,103.709999,875900,101.855247
"2021-05-06",104.379997,104.779999,103.279999,103.900002,717500,102.041855
"2021-05-07",103.389999,104.779999,103.169998,104.029999,642200,102.169525
"2021-05-10",104.459999,105.980003,104.459999,104.480003,537700,102.611473
"2021-05-11",103.690002,105.400002,102.330002,104.68,1129300,102.807892
"2021-05-12",104.129997,104.269997,101.010002,101.470001,941400,99.655312
"2021-05-13",101.989998,103.919998,101.910004,103.449997,399200,101.599892
"2021-05-14",103.629997,104.050003,102.970001,103.379997,491400,101.531143
"2021-05-17",102.82,103.739998,102.580002,103.379997,385800,101.531143
"2021-05-18",103.18,103.709999,102.769997,103.010002,432400,101.16777
"2021-05-19",102.769997,102.949997,101.230003,102.089996,802000,100.264214
"2021-05-20",102.349998,103.190002,102.099998,102.739998,371400,100.902588
"2021-05-21",103.419998,103.93,102.32,102.739998,470300,100.902588
"2021-05-24",103.019997,103.660004,102.879997,102.949997,345800,101.108841
"2021-05-25",103.169998,103.169998,101.959999,102.360001,339100,100.529396
"2021-05-26",102.699997,103.190002,102.050003,102.589996,577000,100.755272
"2021-05-27",103.449997,103.519997,102.769997,102.910004,661300,101.069557
"2021-05-28",103.349998,103.510002,102.260002,102.75,745100,100.912415
"2021-06-01",103.589996,103.760002,102.779999,103.199997,382100,101.354362
"2021-06-02",103.540001,104.139999,103.160004,103.699997,533100,101.845421
"2021-06-03",103.400002,103.839996,102.919998,103.540001,408800,101.688293
"2021-06-04",103.93,104.639999,103.599998,104.269997,509400,102.405235
"2021-06-07",104.389999,104.889999,103.779999,104.43,392800,102.562378
"2021-06-08",105,105.239998,104.269997,104.910004,624100,103.033791
"2021-06-09",105.18,105.43,104.400002,104.93,634100,103.053421
"2021-06-10",105.550003,106.75,105.139999,106.68,356500,104.772133
"2021-06-11",107.059998,107.059998,105.790001,106.889999,602200,104.978378
"2021-06-14",106.339996,106.699997,105.629997,106.699997,426900,105.126167
"2021-06-15",107,107.610001,106.309998,107.160004,612000,105.579384
"2021-06-16",107.089996,107.330002,105.809998,105.889999,573000,104.32811
"2021-06-17",106.610001,106.699997,105.18,105.900002,523300,104.337967
"2021-06-18",104.809998,105.620003,103.410004,103.440002,1790900,101.914253
"2021-06-21",104.169998,106.050003,103.699997,105.809998,522600,104.24929
"2021-06-22",105.790001,106.169998,105.150002,105.440002,674500,103.884743
"2021-06-23",105.330002,105.599998,103.449997,103.540001,726100,102.012779
"2021-06-24",103.769997,103.900002,101.919998,103.07,751000,101.549713
"2021-06-25",103.25,103.589996,102.589996,103.209999,1263200,101.687645
"2021-06-28",103.349998,103.690002,101.5,102.110001,448100,100.603867
"2021-06-29",101.879997,102.43,100.849998,100.93,468000,99.441269
"2021-06-30",101.660004,102,100.629997,101.099998,525700,99.608765
"2021-07-01",101.449997,103.07,101.260002,103.029999,509500,101.5103
"2021-07-02",103.300003,103.309998,102.449997,102.559998,341200,101.047226
"2021-07-06",102.160004,102.160004,99.349998,101.389999,763600,99.894493
"2021-07-07",101.510002,104.050003,101.510002,103.989998,576300,102.456139
"2021-07-08",103.139999,104.730003,102.879997,103.730003,748400,102.199982
"2021-07-09",104.639999,105.720001,104.160004,104.839996,519000,103.293594
"2021-07-12",104.169998,105.440002,104.169998,105.089996,741900,103.539909
"2021-07-13",105.32,106.18,104.559998,104.730003,813300,103.185234
"2021-07-14",104.510002,104.849998,102.739998,104.540001,408200,102.998024
"2021-07-15",104.129997,105.720001,104.129997,105.449997,450900,103.894608
"2021-07-16",105.720001,106.720001,105.669998,106.279999,498100,104.712357
"2021-07-19",105.470001,105.709999,102.050003,103.25,911100,101.727058
"2021-07-20",103.889999,105.790001,103.410004,104.949997,615100,103.40197
"2021-07-21",105.269997,106.32,105.080002,105.650002,344500,104.091667
"2021-07-22",105.389999,105.739998,104.849998,105.209999,283400,103.658142
"2021-07-23",105.949997,106.419998,105.440002,106.419998,451900,104.850296
"2021-07-26",106,107.099998,105.800003,106.459999,502700,104.889702
"2021-07-27",106.059998,107.370003,105.699997,106.760002,563800,105.18528
"2021-07-28",106.370003,107.230003,105.580002,106.529999,595800,104.958672
"2021-07-29",107.510002,107.949997,106.739998,106.970001,822200,105.392189
"2021-07-30",106.849998,107.760002,106.129997,106.419998,576800,104.850296
"2021-08-02",106.879997,108.830002,106.699997,107.110001,564900,105.530121
"2021-08-03",103.989998,104,94.230003,95.389999,3012300,93.982986
"2021-08-04",95.010002,98.220001,94.279999,94.480003,1644300,93.086418
"2021-08-05",95.010002,95.419998,93.050003,94.25,1245200,92.859802
"2021-08-06",94.389999,95.410004,94.199997,94.379997,598200,92.987877
"2021-08-09",94.019997,94.309998,93.440002,93.709999,557700,92.327774
"2021-08-10",93.489998,94.580002,92.690002,94.57,862100,93.175079
"2021-08-11",95,96.769997,94.75,96.370003,853100,94.94854
"2021-08-12",96.300003,97.139999,95.599998,95.889999,534100,94.475616
"2021-08-13",95.690002,96.389999,95.25,95.639999,739300,94.229301
"2021-08-16",96.220001,97.919998,95.260002,97.889999,946800,96.446114
"2021-08-17",97.690002,98.940002,97.160004,98.839996,830300,97.382095
"2021-08-18",98.5,98.949997,96.470001,96.629997,529700,95.204697
"2021-08-19",96.169998,97.309998,95.870003,96.669998,499600,95.244102
"2021-08-20",95.660004,96.629997,95.300003,96.309998,542300,94.88942
"2021-08-23",96.400002,96.75,95.989998,96.349998,420400,94.928833
"2021-08-24",96.300003,97.269997,96.129997,96.739998,479800,95.313072
"2021-08-25",96.529999,97.959999,96.419998,97.610001,604800,96.170235
"2021-08-26",97.459999,98.040001,97.059998,97.889999,635500,96.446114
"2021-08-27",98.32,98.709999,97.739998,98.209999,470500,96.761398
"2021-08-30",98.220001,98.980003,98,98.059998,556100,96.613602
"2021-08-31",97.82,98.300003,97.199997,98.110001,1078400,96.662872
"2021-09-01",98.540001,98.540001,96.739998,97.760002,467500,96.318031
"2021-09-02",98.07,99.480003,97.620003,99.160004,493900,97.697388
"2021-09-03",99.290001,99.739998,98.459999,99.019997,599700,97.559441
"2021-09-07",98.620003,99,97.07,97.699997,898400,96.258919
"2021-09-08",97.699997,99.239998,97.120003,98.910004,773500,97.451073
"2021-09-09",98.959999,99.419998,98.589996,99.059998,637900,97.598854
"2021-09-10",99.120003,99.220001,97.199997,97.239998,676700,95.805702
"2021-09-13",97.550003,99.519997,97.550003,98.239998,1097100,96.790955
"2021-09-14",98.389999,98.389999,94.330002,94.610001,1128200,93.557335
"2021-09-15",94.330002,95.849998,93.959999,94.139999,1007300,93.09256
"2021-09-16",94.050003,94.720001,91.830002,92,959400,90.976379
"2021-09-17",91.440002,92.699997,91.029999,91.809998,3231100,90.788483
"2021-09-20",90.5,92.699997,90.330002,92.230003,752900,91.203819
"2021-09-21",92.669998,92.669998,90.279999,90.900002,653100,89.888618
"2021-09-22",91.800003,92.779999,91.660004,92.209999,512000,91.184044
"2021-09-23",92.330002,93.620003,92.330002,93.029999,462000,91.994911
"2021-09-24",93.419998,95.019997,93.050003,94.75,525800,93.695778
"2021-09-27",94.860001,96.849998,94.849998,96.610001,859400,95.535088
"2021-09-28",96.839996,97.18,95.760002,96.559998,806000,95.485634
"2021-09-29",96.75,98.75,96.379997,97.949997,892600,96.860161
"2021-09-30",98.660004,98.769997,96.120003,96.129997,983100,95.060417
"2021-10-01",96.879997,97.900002,95.610001,97.43,513300,96.345955
"2021-10-04",97.029999,98.620003,96.300003,97.860001,800100,96.771179
"2021-10-05",97.959999,97.959999,95.940002,96.419998,903700,95.347198
"2021-10-06",96.120003,96.989998,94.57,96.940002,677400,95.861412
"2021-10-07",97.559998,98.419998,95.57,97.480003,932400,96.395409
"2021-10-08",97.419998,99.190002,97.040001,98.879997,646500,97.779823
"2021-10-11",99.089996,99.400002,97.629997,97.690002,592400,96.603065
"2021-10-12",97.43,98.769997,97.169998,98.260002,613900,97.166725
"2021-10-13",98.019997,98.830002,96.720001,98.220001,480000,97.127167
"2021-10-14",97.779999,99.690002,97.769997,99.480003,573400,98.373146
"2021-10-15",100,101.18,99.970001,100.290001,604100,99.174141
"2021-10-18",99.379997,100.269997,98.690002,99.690002,445800,98.580818
"2021-10-19",100.419998,100.419998,99.139999,99.690002,371000,98.580818
"2021-10-20",99.559998,100.980003,99.209999,100.309998,554100,99.193909
"2021-10-21",100.379997,101.529999,99.419998,101.43,521000,100.30146
"2021-10-22",101.68,102.68,101.610001,102.040001,250900,100.904663
"2021-10-25",102.129997,102.650002,101.540001,101.849998,545600,100.716782
"2021-10-26",101.370003,101.82,100.419998,101,517400,99.876236
"2021-10-27",101.309998,101.309998,98.93,98.970001,894400,97.868828
"2021-10-28",98.809998,100.190002,97.239998,98.519997,447200,97.423828
"2021-10-29",98.5,100.220001,98.349998,99.980003,700600,98.867592
"2021-11-01",100.059998,101.410004,99.239998,101.150002,683500,100.024574
"2021-11-02",101.400002,101.82,95.860001,98.169998,1357500,97.077728
"2021-11-03",97.610001,98.720001,94.720001,95.07,1067000,94.012215
"2021-11-04",94.910004,95.900002,94.190002,94.769997,774400,93.715546
"2021-11-05",95.279999,96.800003,94.639999,94.690002,539600,93.636444
"2021-11-08",94.839996,96.160004,94.599998,95.82,699500,94.753868
"2021-11-09",95.75,95.75,94.260002,94.379997,542500,93.329887
"2021-11-10",94.839996,95.389999,93.610001,94.019997,517000,92.9739
"2021-11-11",93.75,93.900002,92.010002,92.470001,602700,91.441147
"2021-11-12",92.449997,93.940002,92.199997,93.57,620300,92.528908
"2021-11-15",93.839996,94.639999,93.470001,94.279999,429400,93.231003
"2021-11-16",94.260002,95.080002,93.790001,93.860001,542300,92.815674
"2021-11-17",93.589996,94.239998,92.980003,93.760002,557100,92.716797
"2021-11-18",93.959999,94.059998,91.029999,91.169998,489100,90.155609
"2021-11-19",91.339996,92.239998,90.900002,92.040001,609700,91.01593
"2021-11-22",92.239998,94.730003,91.910004,93.389999,719800,92.350906
"2021-11-23",93.699997,93.769997,92.919998,93.290001,679800,92.252022
"2021-11-24",93.5,94.730003,92.779999,93.099998,575200,92.064133
"2021-11-26",92.150002,92.839996,90.779999,91.160004,345700,90.145721
"2021-11-29",91.879997,92.190002,90.339996,90.550003,468300,89.542511
"2021-11-30",90.010002,90.629997,87.809998,87.910004,1052900,86.931885
"2021-12-01",88.839996,90.129997,87.449997,87.459999,744100,86.486885
"2021-12-02",87.839996,89.959999,87.839996,89.580002,682800,88.583305
"2021-12-03",90.07,90.379997,87.870003,88.599998,818600,87.614204
"2021-12-06",89.900002,91.589996,89.440002,90.379997,1064900,89.374397
"2021-12-07",91.050003,91.220001,89.629997,89.82,667900,88.820633
"2021-12-08",89.580002,90.93,89.339996,90.480003,859400,89.473289
"2021-12-09",90.410004,90.410004,88.400002,88.559998,783600,87.574646
"2021-12-10",89,89.639999,88.010002,88.099998,736800,87.119766
"2021-12-13",88.120003,90.169998,88.120003,89.650002,1196100,88.652527
"2021-12-14",88.919998,90.239998,88.169998,88.269997,976600,87.639801
"2021-12-15",87.970001,88.610001,87.029999,87.760002,878000,87.133446
"2021-12-16",87.849998,89.889999,87.800003,89.019997,1177200,88.384445
"2021-12-17",88.699997,89.360001,86.629997,86.730003,2296600,86.110802
"2021-12-20",85.82,86.199997,82.75,84.440002,926100,83.837151
"2021-12-21",84.860001,86.870003,84.709999,86.43,1325700,85.812943
"2021-12-22",86.489998,87.269997,85.879997,86.410004,516200,85.793083
"2021-12-23",86.459999,87.860001,86.160004,87.349998,708700,86.726364
"2021-12-27",87.5,88.550003,86.93,87.870003,498800,87.242661
"2021-12-28",87.760002,88.989998,87.5,88.260002,391700,87.629875
"2021-12-29",88.260002,88.669998,87.580002,88.360001,639200,87.729164
"2021-12-30",88.589996,89.489998,88.190002,88.860001,451000,88.225594
"2021-12-31",88.510002,89.279999,87.889999,88.900002,699900,88.265305
"2022-01-03",89.290001,91.150002,89.019997,90.260002,914100,89.615601
"2022-01-04",90.550003,92.379997,90.410004,91.879997,891100,91.22403
"2022-01-05",92.370003,93.029999,91.419998,91.559998,794700,90.906311
"2022-01-06",92.239998,92.940002,90.970001,90.970001,617500,90.320526
"2022-01-07",91.019997,92.199997,90.800003,91.510002,869000,90.856674
"2022-01-10",91.730003,91.730003,89.029999,89.709999,687600,89.069519
"2022-01-11",89.919998,91.019997,89.190002,90.809998,680900,90.161667
"2022-01-12",90.370003,90.889999,89.540001,89.809998,865000,89.168808
"2022-01-13",90,93.199997,89.800003,92.480003,948700,91.819756
"2022-01-14",91.889999,94.239998,91.400002,94.07,840100,93.398399
