"","CINF.Open","CINF.High","CINF.Low","CINF.Close","CINF.Volume","CINF.Adjusted"
"2021-04-28",108.550003,108.589996,106.290001,106.760002,704700,103.894218
"2021-04-29",110.050003,112.25,108.839996,111.5,1050100,108.506989
"2021-04-30",111.400002,113,110.300003,112.68,1866500,109.655319
"2021-05-03",114.639999,115.440002,112.040001,114.900002,944700,111.81572
"2021-05-04",114.620003,116.589996,114.199997,116.300003,756400,113.178146
"2021-05-05",114.620003,118.169998,114.620003,117.68,883600,114.521088
"2021-05-06",118.419998,119.800003,117.68,119.720001,542200,116.506332
"2021-05-07",117.529999,120.519997,117.5,120.349998,864400,117.119423
"2021-05-10",121.410004,122.800003,120.57,120.699997,888700,117.460022
"2021-05-11",120.379997,120.379997,117.839996,118.150002,689400,114.978477
"2021-05-12",118.720001,119.400002,116.760002,116.959999,499100,113.820427
"2021-05-13",116.5,120.5,115.800003,120.040001,559300,116.817757
"2021-05-14",119.519997,121.730003,118.360001,120.959999,415500,117.713043
"2021-05-17",120.610001,121.230003,119.660004,120.199997,326100,116.973457
"2021-05-18",120.419998,120.419998,119.040001,119.239998,463000,116.039223
"2021-05-19",118.260002,119.739998,116.980003,119.629997,780600,116.418747
"2021-05-20",119.300003,121.889999,118.400002,121.169998,613200,117.917419
"2021-05-21",121.050003,122.360001,119.589996,120.279999,515100,117.051308
"2021-05-24",120.529999,121.269997,119.75,120.93,535900,117.683853
"2021-05-25",120.739998,121.290001,119.080002,119.25,516300,116.04895
"2021-05-26",119.879997,120.220001,118.690002,118.889999,537200,115.698608
"2021-05-27",119.709999,121.110001,118.870003,120.800003,954100,117.557343
"2021-05-28",121.089996,121.809998,120.099998,121.709999,583600,118.442917
"2021-06-01",122.290001,122.989998,121.260002,121.849998,527900,118.579163
"2021-06-02",122.169998,122.290001,120.910004,122.190002,494200,118.910034
"2021-06-03",121.900002,123.82,121.089996,123.360001,652300,120.048622
"2021-06-04",123.769997,124.290001,122.550003,124.220001,315500,120.885544
"2021-06-07",124.339996,124.370003,122.519997,122.760002,334800,119.464745
"2021-06-08",122.470001,123.910004,121.580002,123.410004,600200,120.09729
"2021-06-09",122.68,123.169998,120.559998,121.139999,740900,117.888214
"2021-06-10",121.949997,122.669998,121.330002,121.550003,333400,118.287224
"2021-06-11",121.769997,122,121.190002,121.800003,271100,118.53051
"2021-06-14",121.290001,121.419998,119.879997,120.480003,326800,117.245941
"2021-06-15",120.870003,122.379997,120,121.699997,458600,118.433182
"2021-06-16",119.099998,121.129997,119.099998,120.279999,533000,117.660393
"2021-06-17",120.580002,120.580002,115.910004,116.739998,411500,114.197487
"2021-06-18",114.949997,115.660004,113.099998,113.82,1420000,111.341087
"2021-06-21",114.330002,117.040001,114.330002,116.860001,557600,114.31488
"2021-06-22",117.029999,117.730003,115.830002,117.269997,449600,114.71595
"2021-06-23",116.970001,117.43,116.529999,116.790001,287400,114.246399
"2021-06-24",117.480003,118.019997,116.800003,117.75,409500,115.185486
"2021-06-25",117.949997,119.5,117.190002,119.080002,832800,116.486534
"2021-06-28",118.93,118.93,116.029999,117.379997,744900,114.823555
"2021-06-29",117.339996,118.279999,116.160004,116.360001,671900,113.825768
"2021-06-30",116.260002,117.32,115.220001,116.620003,616100,114.080109
"2021-07-01",117.059998,118.220001,116.260002,117.919998,360200,115.351791
"2021-07-02",117.790001,117.970001,116.900002,117.839996,293700,115.273529
"2021-07-06",115.419998,117.830002,114.32,116.379997,541500,113.845329
"2021-07-07",115.660004,117.339996,115.660004,117.199997,384300,114.647469
"2021-07-08",115.68,116.120003,113.32,113.760002,606300,111.282394
"2021-07-09",116.260002,118.989998,115.489998,118.870003,778800,116.281105
"2021-07-12",117.760002,120.379997,117.400002,119.809998,556600,117.20063
"2021-07-13",119.809998,119.809998,118.620003,118.709999,482100,116.12458
"2021-07-14",119.419998,120.160004,117.190002,118,396300,115.430046
"2021-07-15",117.050003,118.949997,116.580002,118.489998,388800,115.909378
"2021-07-16",118.839996,119.25,117.970001,118.529999,376200,115.948509
"2021-07-19",116.919998,116.919998,113.330002,114.129997,469500,111.644341
"2021-07-20",114.519997,118.129997,114.519997,117.169998,494900,114.618134
"2021-07-21",118.360001,119.220001,117.5,117.639999,323900,115.077888
"2021-07-22",117.110001,117.110001,114.879997,115.019997,351200,112.514946
"2021-07-23",115.68,116.339996,114.419998,115.239998,405000,112.730156
"2021-07-26",115.260002,117.190002,115.260002,116.769997,452200,114.22683
"2021-07-27",115.870003,116.580002,114.470001,116.050003,552000,113.522522
"2021-07-28",116.459999,116.459999,112.889999,113.699997,530800,111.223694
"2021-07-29",116.010002,118.529999,114.419998,117.709999,852800,115.14637
"2021-07-30",115.699997,119.120003,115.699997,117.879997,1181500,115.31266
"2021-08-02",118.730003,120.690002,118.239998,119.110001,603500,116.515877
"2021-08-03",119.699997,119.980003,117.25,118.940002,380500,116.349579
"2021-08-04",118.169998,118.709999,115.629997,115.900002,698500,113.375793
"2021-08-05",117.5,118.07,114.830002,116.389999,542600,113.85511
"2021-08-06",117.620003,119.639999,117.620003,119.290001,436900,116.691956
"2021-08-09",119.279999,120.010002,118.43,119.629997,276300,117.024544
"2021-08-10",119.480003,121.080002,119.269997,120.400002,501500,117.777779
"2021-08-11",120.800003,121.449997,120.029999,121.260002,361000,118.619049
"2021-08-12",121.540001,122.089996,120.339996,121.839996,322300,119.186417
"2021-08-13",122.349998,122.349998,121.019997,121.389999,343400,118.746223
"2021-08-16",120.629997,122.139999,119.650002,122.059998,346100,119.401619
"2021-08-17",122.730003,123.279999,121.580002,122.720001,328000,120.047256
"2021-08-18",122.25,123.410004,121.029999,121.129997,349700,118.491875
"2021-08-19",120.239998,122.459999,120.169998,121.690002,371200,119.039688
"2021-08-20",121.949997,123.75,121.279999,123.309998,370000,120.624397
"2021-08-23",123.510002,124.690002,122.809998,123.260002,313300,120.575493
"2021-08-24",123.669998,123.980003,122.970001,123.139999,271800,120.458107
"2021-08-25",123.459999,125.669998,123.160004,124.860001,451900,122.14064
"2021-08-26",125.5,125.5,122.529999,122.580002,338500,119.910301
"2021-08-27",122.57,124.510002,122.57,124.400002,336400,121.690666
"2021-08-30",124.309998,124.349998,122.910004,122.949997,275900,120.27224
"2021-08-31",122.68,124.279999,122.290001,123.400002,521800,120.712448
"2021-09-01",123.400002,123.400002,121.389999,122.18,366500,119.519012
"2021-09-02",122.440002,122.760002,121.550003,122.120003,342100,119.46032
"2021-09-03",122.349998,122.349998,120.690002,121.080002,370000,118.44297
"2021-09-07",121.370003,121.370003,119.349998,119.43,357100,116.828896
"2021-09-08",119.139999,121.169998,118.699997,120.239998,361200,117.621262
"2021-09-09",120.269997,121.870003,119.160004,119.25,410300,116.652824
"2021-09-10",119.639999,120.239998,117.339996,117.379997,382900,114.823555
"2021-09-13",118.120003,118.970001,117.330002,118.489998,362000,115.909378
"2021-09-14",118.660004,118.660004,116.940002,117.440002,463200,114.882248
"2021-09-15",116.5,118.610001,116.300003,118.290001,494200,116.337822
"2021-09-16",118.279999,118.510002,117.099998,117.889999,368900,115.944427
"2021-09-17",117.419998,118.389999,116.32,116.449997,1091900,114.528183
"2021-09-20",114.809998,115.150002,112.699997,114.269997,599100,112.384155
"2021-09-21",115.029999,115.489998,113.370003,113.75,402800,111.872742
"2021-09-22",115.089996,115.230003,114.160004,114.459999,359100,112.57103
"2021-09-23",115.269997,117.290001,115.260002,116.110001,398400,114.193794
"2021-09-24",116.360001,117.169998,115.370003,116.620003,252400,114.695389
"2021-09-27",117.209999,118.800003,117.18,118.480003,404000,116.524681
"2021-09-28",118.260002,119.25,115.540001,115.720001,498100,113.810234
"2021-09-29",115.830002,117.25,115.57,116.349998,315000,114.429832
"2021-09-30",117.050003,117.870003,113.620003,114.220001,758600,112.334991
"2021-10-01",114.400002,115.769997,112.760002,114.790001,481300,112.895584
"2021-10-04",114.279999,115.93,112.970001,113.32,673800,111.449837
"2021-10-05",113.870003,115.959999,112.720001,115.5,528700,113.593864
"2021-10-06",114.529999,116.550003,113.529999,116.470001,338600,114.547852
"2021-10-07",117.779999,119.050003,117.760002,118.870003,385700,116.908241
"2021-10-08",119.550003,120.610001,118.889999,120.089996,427400,118.108109
"2021-10-11",120.339996,122.580002,118.720001,118.760002,336200,116.800072
"2021-10-12",118.940002,119.940002,117.870003,118.080002,310800,116.131287
"2021-10-13",117.93,117.949997,116.360001,116.989998,355300,115.059265
"2021-10-14",117.650002,119.169998,117.389999,118.519997,479900,116.564018
"2021-10-15",120.010002,120.529999,118.239998,118.940002,356500,116.977097
"2021-10-18",118.760002,118.760002,116.809998,116.959999,316500,115.029762
"2021-10-19",118.160004,119.309998,117.150002,117.82,303400,115.87558
"2021-10-20",117.669998,120.269997,117.669998,119.779999,365800,117.80323
"2021-10-21",119.620003,120.559998,119.099998,119.779999,308100,117.80323
"2021-10-22",119.959999,122.260002,119.959999,122.190002,395500,120.173454
"2021-10-25",122.089996,123.559998,121.190002,123.440002,476400,121.402832
"2021-10-26",123.949997,123.980003,122.699997,123.050003,477900,121.019264
"2021-10-27",123.650002,123.93,121.059998,121.190002,633000,119.189957
"2021-10-28",123,127,123,126.18,708600,124.097603
"2021-10-29",125.68,126.620003,121.019997,121.440002,927500,119.435829
"2021-11-01",121.82,122.300003,118.43,120.489998,596400,118.501511
"2021-11-02",120.489998,123.589996,120.019997,123.57,580200,121.530685
"2021-11-03",123.050003,125.910004,122.239998,124.68,507500,122.622368
"2021-11-04",124.150002,124.690002,123,124.18,480400,122.130615
"2021-11-05",125,126.879997,123.879997,126.089996,432900,124.009087
"2021-11-08",126.300003,127.25,123.639999,124.410004,608500,122.356819
"2021-11-09",124,124.699997,123.269997,124.160004,290500,122.110947
"2021-11-10",124.18,125,123.239998,123.550003,377900,121.511009
"2021-11-11",123.599998,123.620003,122.440002,122.779999,234400,120.753716
"2021-11-12",122.949997,122.949997,121.459999,122.129997,419600,120.114441
"2021-11-15",122.220001,122.540001,121.150002,121.480003,378800,119.475182
"2021-11-16",121.57,122.57,120.559998,120.639999,406600,118.649033
"2021-11-17",120.449997,120.449997,117.870003,118.75,438200,116.790222
"2021-11-18",118.75,119.220001,117.5,118.699997,339800,116.741058
"2021-11-19",118.589996,119.190002,116.940002,118.809998,414400,116.849228
"2021-11-22",119.980003,120.669998,118.760002,119.870003,634500,117.891747
"2021-11-23",120.510002,120.959999,119.510002,120.940002,417800,118.944084
"2021-11-24",121.190002,121.190002,119.18,119.82,481500,117.842567
"2021-11-26",116.910004,119.080002,114.660004,117.269997,609700,115.334648
"2021-11-29",117.589996,119.150002,116.480003,118.459999,632800,116.505013
"2021-11-30",117.489998,117.639999,113.019997,113.900002,1653800,112.020271
"2021-12-01",115.800003,116.910004,112.82,112.849998,639100,110.987595
"2021-12-02",113.669998,119.050003,113.669998,117.720001,727200,115.777229
"2021-12-03",117.870003,117.989998,114.769997,115.879997,476500,113.96759
"2021-12-06",117.660004,118.779999,116.029999,116.290001,694300,114.370827
"2021-12-07",117.029999,118.519997,116.57,117.760002,498300,115.816566
"2021-12-08",117.779999,118.419998,116.440002,117.209999,455500,115.275642
"2021-12-09",114.279999,116.080002,113.870003,115.139999,576300,113.239799
"2021-12-10",115.989998,116.830002,115.720001,116.379997,406900,114.459335
"2021-12-13",116.029999,116.029999,113.449997,114.370003,483500,112.482521
"2021-12-14",114.489998,116.900002,114.010002,115.889999,535400,113.977425
"2021-12-15",115.699997,116.5,114.809998,115.809998,398800,114.521301
"2021-12-16",116.669998,118.290001,115.870003,117.279999,480200,115.974945
"2021-12-17",117.389999,117.389999,111.940002,113,1671500,111.742577
"2021-12-20",111.379997,111.410004,108.879997,110.010002,666300,108.785851
"2021-12-21",110.760002,112.849998,110.760002,111.540001,547200,110.29882
"2021-12-22",111.580002,112.779999,110.230003,112.440002,504100,111.188812
"2021-12-23",112.790001,114.129997,112,112.339996,4e+05,111.089912
"2021-12-27",112.379997,114.199997,111.790001,114.120003,329000,112.850121
"2021-12-28",114.300003,115.5,114.120003,114.830002,329200,113.552208
"2021-12-29",115.110001,116.059998,114.410004,115.019997,208700,113.740089
"2021-12-30",115.099998,115.940002,113.57,113.669998,337900,112.405121
"2021-12-31",113.459999,114.629997,113.080002,113.93,414800,112.662224
"2022-01-03",114.360001,115.82,112.43,113.110001,403800,111.851349
"2022-01-04",114.260002,116.849998,114.110001,115.739998,570600,114.45208
"2022-01-05",115.970001,116.790001,114.050003,114.110001,469700,112.840218
"2022-01-06",114.82,116.809998,114.82,116.220001,533100,114.92675
"2022-01-07",116.650002,118.989998,115.959999,118.639999,872000,117.319809
"2022-01-10",119,119.489998,117.059998,118.25,775000,116.934151
