"","FRC.Open","FRC.High","FRC.Low","FRC.Close","FRC.Volume","FRC.Adjusted"
"2022-01-11",202.470001,205.570007,199.119995,205.259995,888500,204.273605
"2022-01-12",205.660004,209.300003,205.199997,208.089996,1239400,207.089996
"2022-01-13",207.619995,208.979996,199.839996,200.520004,1118100,199.556412
"2022-01-14",198.919998,199.910004,189.309998,192.059998,2056300,191.137039
"2022-01-18",191.649994,192.149994,179.460007,179.940002,2765300,179.075302
"2022-01-19",180.639999,182.360001,173.559998,174.029999,3147600,173.19368
"2022-01-20",175.059998,178.309998,171.5,171.979996,2257400,171.153534
"2022-01-21",171.899994,172.440002,166.020004,167.669998,2630400,166.864258
"2022-01-24",164.710007,175.610001,164.710007,174.860001,3385100,174.019699
"2022-01-25",172.800003,173.149994,167.119995,169.699997,2595500,168.884491
"2022-01-26",172.169998,175.229996,164.869995,167.309998,1692700,166.722122
"2022-01-27",169.360001,169.949997,162.190002,164.020004,2189900,163.44368
"2022-01-28",164.639999,169.190002,162.309998,169.009995,1221700,168.416138
"2022-01-31",167.389999,173.729996,165.740005,173.589996,1346900,172.980042
"2022-02-01",173.619995,177.300003,172.270004,176.770004,1463800,176.148895
"2022-02-02",176.899994,178.740005,175.270004,178.100006,1418000,177.474213
"2022-02-03",177.580002,179.669998,174.589996,174.919998,1205500,174.305389
"2022-02-04",175.289993,177.5,172.619995,175.910004,1114100,175.291916
"2022-02-07",176.720001,178.029999,174.779999,175.070007,837600,174.454865
"2022-02-08",176.380005,177.910004,175.729996,177.100006,1266300,176.477722
"2022-02-09",178.479996,180.240005,177.860001,179.779999,807600,179.1483
"2022-02-10",177.649994,181.75,175.449997,176.600006,1488000,175.979492
"2022-02-11",176.009995,177,170.679993,172.410004,1365400,171.804199
"2022-02-14",172.839996,174.600006,170.570007,171.770004,1147300,171.166458
"2022-02-15",174.789993,176.800003,171.270004,173.419998,1354200,172.810654
"2022-02-16",171.899994,175.690002,171.759995,175.130005,1181200,174.514648
"2022-02-17",173.119995,174.850006,172.279999,172.619995,1380400,172.013458
"2022-02-18",172.580002,172.710007,167.960007,168.589996,1021000,167.99762
"2022-02-22",168.610001,172.990005,168.130005,171.580002,2111600,170.977127
"2022-02-23",173.339996,173.339996,161.429993,161.869995,1329200,161.301239
"2022-02-24",157.360001,166.779999,155.669998,166.089996,1886600,165.506409
"2022-02-25",167.339996,171.899994,166.820007,171.360001,1746800,170.757889
"2022-02-28",168.220001,174.539993,167.679993,173.259995,2443700,172.651215
"2022-03-01",171.5,171.600006,162.880005,164.279999,1474700,163.702774
"2022-03-02",166.839996,171.690002,166.839996,169.809998,1521100,169.213333
"2022-03-03",171.240005,171.720001,168.300003,169.860001,892300,169.263168
"2022-03-04",166.509995,167.259995,161.990005,164.889999,1113400,164.310623
"2022-03-07",164.75,166.929993,158.210007,158.470001,2029500,157.913193
"2022-03-08",159.679993,165.029999,155.940002,156.479996,1853600,155.930176
"2022-03-09",161.339996,167.020004,160.940002,164.800003,1431100,164.220947
"2022-03-10",161.639999,164.690002,160.169998,163.789993,1039100,163.214493
"2022-03-11",165.259995,166.979996,160.210007,160.389999,1021500,159.826447
"2022-03-14",163,163.419998,156.520004,157.610001,1538400,157.056213
"2022-03-15",159.679993,161.850006,158.279999,160.990005,1736400,160.424332
"2022-03-16",163.830002,169.649994,163.570007,169.380005,2055000,168.784851
"2022-03-17",166.669998,169.330002,165.960007,168.929993,884900,168.336426
"2022-03-18",168.5,171.5,166.289993,170.509995,1494300,169.910873
"2022-03-21",170.369995,171.100006,165.800003,167.830002,639700,167.240295
"2022-03-22",169.449997,174.210007,168.570007,170.529999,1557500,169.930817
"2022-03-23",168.309998,169.259995,163.529999,164.630005,1090600,164.051544
"2022-03-24",164.330002,167.089996,163.899994,166.210007,888800,165.625992
"2022-03-25",166.419998,167.669998,164.25,166.740005,727700,166.154129
"2022-03-28",166.020004,166.880005,162.800003,166.820007,724700,166.233856
"2022-03-29",171.539993,173.990005,168.199997,169.339996,1237400,168.74498
"2022-03-30",169.119995,169.410004,164.970001,166.020004,721800,165.436661
"2022-03-31",166.389999,167.350006,162.100006,162.100006,1163300,161.530426
"2022-04-01",165.089996,165.089996,161.059998,161.929993,929100,161.361023
"2022-04-04",161.820007,162.720001,160.929993,161.320007,1204600,160.753174
"2022-04-05",161.880005,164.5,159.639999,159.820007,1343100,159.258453
"2022-04-06",158.169998,158.899994,156.020004,156.5,2131500,155.950104
"2022-04-07",157.259995,157.860001,153.839996,156.910004,1677200,156.358673
"2022-04-08",157.979996,159.320007,156.699997,158.130005,1718000,157.574371
"2022-04-11",157.449997,159.960007,157.029999,157.509995,1531400,156.956543
"2022-04-12",157.630005,159.919998,153.669998,155.050003,1474100,154.505203
"2022-04-13",151.759995,167.809998,150,165.800003,2133700,165.217422
"2022-04-14",166,167.110001,159.559998,160.75,1482300,160.185165
"2022-04-18",159.539993,160.990005,158.210007,159.440002,1026300,158.879776
"2022-04-19",160.429993,163.440002,160.029999,163.210007,1090500,162.636536
"2022-04-20",164.990005,166.009995,163.779999,164.210007,1401200,163.633026
"2022-04-21",166.009995,167.360001,158.850006,159.389999,985600,158.829956
"2022-04-22",159.360001,160.179993,156.910004,157.059998,1404400,156.508133
"2022-04-25",155.660004,156.759995,153.300003,156.440002,928800,155.89032
"2022-04-26",153.759995,154.570007,150.580002,152.039993,972000,151.505768
"2022-04-27",151.139999,153.649994,150.809998,151.399994,872900,151.136414
"2022-04-28",152.929993,154.550003,149.649994,153.669998,859200,153.402466
"2022-04-29",152.110001,153.839996,148.910004,149.220001,1404000,148.96022
"2022-05-02",149.75,152.509995,147.949997,152.339996,1028800,152.074783
"2022-05-03",153.740005,154.869995,152.449997,153.550003,1257700,153.282684
"2022-05-04",153.520004,156.720001,150.490005,156.5,905800,156.227539
"2022-05-05",154,154,145.940002,149.259995,1522800,149.000137
"2022-05-06",148.520004,148.869995,142.509995,144.910004,1592800,144.65773
"2022-05-09",143.059998,147.160004,142.320007,144.229996,1082400,143.978897
"2022-05-10",145.479996,147.149994,139.389999,142.669998,1124600,142.421616
"2022-05-11",142.949997,145.669998,139.419998,139.529999,870700,139.287079
"2022-05-12",138.089996,141.050003,136.309998,140.009995,1203900,139.766251
"2022-05-13",141.5,143.860001,140.160004,141.419998,572700,141.173798
"2022-05-16",140.820007,141.199997,137.949997,138.889999,841400,138.648209
"2022-05-17",141.369995,143.759995,140.350006,143.699997,848300,143.449829
"2022-05-18",142.029999,142.990005,140.410004,141.520004,1233700,141.273621
"2022-05-19",140.600006,145.710007,140.130005,144.110001,1455200,143.859116
"2022-05-20",145.220001,146.050003,141.309998,144.899994,1111800,144.647736
"2022-05-23",148.490005,150.380005,147.139999,148.940002,1117200,148.68071
"2022-05-24",148.399994,148.399994,143.490005,146.369995,774300,146.115173
"2022-05-25",146,149.850006,145.289993,149.009995,624500,148.75058
"2022-05-26",151.009995,154.149994,150.720001,153.139999,864700,152.873398
"2022-05-27",154.089996,157.470001,153.820007,157.410004,672100,157.135971
"2022-05-31",155.360001,156.979996,153.820007,155.029999,1754800,154.760101
"2022-06-01",155.270004,155.789993,152.199997,153.630005,1068500,153.362549
"2022-06-02",154,155.869995,152.729996,155.5,985300,155.229279
"2022-06-03",154.169998,154.570007,153.039993,153.740005,755200,153.472351
"2022-06-06",155.009995,155.850006,154,154.339996,928300,154.071304
"2022-06-07",152.639999,153.940002,151.669998,153.699997,1933100,153.432419
"2022-06-08",151.940002,152.869995,150.330002,151.100006,1009300,150.836945
"2022-06-09",151.309998,151.570007,147.550003,147.649994,1642900,147.392944
"2022-06-10",144.320007,147.009995,140.919998,141.470001,1683000,141.223709
"2022-06-13",137.800003,138.259995,133.369995,134.300003,1101800,134.066193
"2022-06-14",134.169998,137.429993,134.169998,136.960007,1634700,136.721573
"2022-06-15",138.990005,142.089996,138.029999,140.279999,1397600,140.035782
"2022-06-16",136.529999,136.880005,134.020004,134.619995,1411100,134.385635
"2022-06-17",135.740005,138.809998,135.419998,136.300003,1997100,136.062714
"2022-06-21",139.75,140.850006,138.369995,139.009995,1230200,138.76799
"2022-06-22",137.880005,141.199997,137.070007,140.779999,1290800,140.534912
"2022-06-23",140,141.369995,138.940002,141,1116700,140.754532
"2022-06-24",141.949997,146.970001,141.770004,146.910004,1472800,146.654236
"2022-06-27",147.850006,148.710007,146.449997,147.270004,1152900,147.013611
"2022-06-28",148.259995,149.899994,146.899994,147.220001,1208100,146.963699
"2022-06-29",147.320007,147.449997,144.990005,145.860001,951500,145.606064
