"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2020-09-14",240.990005,241,232.570007,236.339996,6583700,231.279312
"2020-09-15",234.990005,239.850006,230.509995,236.669998,9847300,231.602249
"2020-09-16",253.029999,256.179993,246.300003,250.300003,17073300,244.940399
"2020-09-17",242.630005,249.800003,242.110001,244.080002,4254300,238.853592
"2020-09-18",242.970001,248.199997,241.949997,242.779999,4348700,237.581421
"2020-09-21",237.949997,239.190002,230.270004,238.740005,4109500,233.62793
"2020-09-22",239.509995,243.779999,235.630005,243.419998,2651700,238.207718
"2020-09-23",244.990005,250.509995,241.039993,241.419998,3083000,236.250534
"2020-09-24",244.009995,247.199997,239.5,244.220001,3048300,238.990585
"2020-09-25",241.679993,251.899994,241.470001,250.169998,3212400,244.813187
"2020-09-28",255.270004,259.950012,254.080002,254.440002,3309800,248.991745
"2020-09-29",254.990005,258.200012,249.119995,253.5,2195400,248.071884
"2020-09-30",253.470001,257.51001,249.5,251.520004,2506000,246.134293
"2020-10-01",255.259995,257.790009,252.880005,254.080002,2862300,248.639465
"2020-10-02",250.550003,258.549988,250,255.199997,3015300,249.735489
"2020-10-05",258.799988,260.959991,257.730011,259.209991,2427800,253.659637
"2020-10-06",260.119995,264.980011,258.179993,259.269989,3152200,253.718338
"2020-10-07",263.850006,270.660004,263.5,268.26001,2986500,262.515839
"2020-10-08",269.730011,272.519989,266.350006,271.059998,1993000,265.255859
"2020-10-09",274.399994,275,269.540009,271.549988,2172000,265.735382
"2020-10-12",272.26001,274.209991,271.320007,273.5,2063600,267.643646
"2020-10-13",272.320007,275.23999,271.850006,272.73999,1657100,266.899902
"2020-10-14",274.75,278.959991,273.769989,276.23999,2079400,270.324921
"2020-10-15",273.089996,282.140015,271.75,282.109985,2254700,276.069275
"2020-10-16",284,287.160004,282,283.869995,2990300,277.791565
"2020-10-19",284.809998,291.220001,279.559998,281.970001,3453100,275.932251
"2020-10-20",284,292.690002,283.109985,287.399994,3924900,281.245941
"2020-10-21",289.160004,293.299988,282.26001,282.279999,3219200,276.235626
"2020-10-22",283.579987,285.640015,274.019989,275.950012,2962900,270.041168
"2020-10-23",278.290009,283.869995,276.859985,283.559998,2498300,277.488251
"2020-10-26",279.98999,280.5,273.399994,277.619995,2321400,271.675385
"2020-10-27",279.940002,280.350006,274.390015,274.410004,1912300,268.53418
"2020-10-28",262.730011,266.920013,258,259.98999,4039200,254.422913
"2020-10-29",260.209991,269.73999,260.059998,267.019989,2680700,261.302368
"2020-10-30",264.600006,265.98999,255.559998,259.470001,2706900,253.914047
"2020-11-02",262.700012,267.48999,259.01001,266.980011,2042900,261.263245
"2020-11-03",271.950012,276.920013,268.119995,274.480011,2630800,268.6026
"2020-11-04",276.709991,278.799988,268.529999,269.100006,2810600,263.33783
"2020-11-05",273,282.269989,273,279.070007,2234600,273.09436
"2020-11-06",278.519989,284.299988,277.119995,279.769989,1894800,273.779327
"2020-11-09",274.23999,274.5,256.350006,263.880005,5907200,258.229645
"2020-11-10",264.380005,268.769989,258,267.269989,2874000,261.547058
"2020-11-11",271.170013,271.309998,266,267.809998,1937700,262.075439
"2020-11-12",269.230011,270.890015,263.98999,267.160004,1924000,261.439423
"2020-11-13",267.98999,273.720001,267.98999,271.910004,1593700,266.087708
"2020-11-16",273.519989,280.880005,270.420013,279.829987,2474800,273.838074
"2020-11-17",281.869995,286.200012,276.899994,285.049988,2816700,278.946289
"2020-11-18",285.700012,289.76001,282.48999,282.5,2874800,276.450867
"2020-11-19",283.769989,285,276.880005,279.850006,2375000,273.857697
"2020-11-20",280.970001,281.660004,276.690002,276.690002,1885500,270.765289
"2020-11-23",280.209991,286.399994,280.200012,286.350006,2431600,280.218475
"2020-11-24",289.589996,296.079987,285.299988,291.679993,3711400,285.434326
"2020-11-25",291.809998,292.779999,286.559998,288.299988,2299600,282.126709
"2020-11-27",290.799988,291.200012,285.350006,287.410004,1248000,281.255798
"2020-11-30",287.98999,290.899994,280.540009,286.579987,3189000,280.443542
"2020-12-01",293.559998,297.660004,287.600006,287.76001,3051100,281.598267
"2020-12-02",287.220001,293.839996,285.029999,291.720001,2518000,285.473511
"2020-12-03",291.720001,296.339996,289.779999,292.700012,1955800,286.432526
"2020-12-04",294.359985,298.980011,293.119995,294.880005,1847700,288.565826
"2020-12-07",296.899994,297.040009,293.200012,297.040009,1483400,290.679565
"2020-12-08",298,303.649994,297.720001,301.450012,2889100,294.995148
"2020-12-09",303.5,305.660004,293.459991,295.320007,2644900,288.99646
"2020-12-10",291.26001,294.380005,288.609985,290.899994,2961000,284.671021
"2020-12-11",289.779999,291.880005,286.190002,289.470001,2354500,283.906036
"2020-12-14",296,296.350006,285.410004,285.540009,2933900,280.051575
"2020-12-15",286.01001,289.459991,283.109985,285.73999,3018100,280.247711
"2020-12-16",287.380005,290.850006,286.609985,288.809998,2611800,283.258728
"2020-12-17",289.410004,293.899994,286.220001,292.26001,6006900,286.642365
"2020-12-18",283.5,284.519989,274.959991,275.570007,15457100,270.273224
"2020-12-21",271.660004,273.5,268.51001,271.940002,4989500,266.712982
"2020-12-22",272.5,273.339996,268.279999,273.279999,3553600,268.027222
"2020-12-23",273.640015,276.640015,270.619995,270.709991,2350800,265.506622
"2020-12-24",271.359985,272.029999,267.190002,268.820007,1649400,263.652954
"2020-12-28",269.839996,270.100006,261.809998,262.940002,3633100,257.885986
"2020-12-29",263.950012,265.450012,259.670013,261.559998,2676600,256.532501
"2020-12-30",262.200012,262.679993,258.359985,259.980011,2694100,254.982895
"2020-12-31",259.600006,260.459991,257.51001,259.619995,2607800,254.629791
"2021-01-04",260.399994,260.5,250.899994,253.190002,3797100,248.32338
"2021-01-05",251.5,254.770004,250.050003,253.179993,3271100,248.313568
"2021-01-06",250.460007,258.980011,250.380005,253.559998,3605300,248.686264
"2021-01-07",254.089996,256.209991,245.449997,246.029999,5657300,241.30101
"2021-01-08",246.520004,247.360001,242.419998,244.960007,4583900,240.251602
"2021-01-11",243,246.460007,242.720001,245.309998,3413200,240.594864
"2021-01-12",246.080002,249.619995,243,249.039993,4376400,244.253143
"2021-01-13",250.5,253.869995,248.199997,252.220001,3012800,247.372025
"2021-01-14",254.259995,258.339996,253.399994,256.269989,2867100,251.344162
"2021-01-15",255.759995,255.759995,250.979996,252.559998,2805100,247.70549
"2021-01-19",253.929993,256.399994,248.899994,249.520004,2357600,244.723923
"2021-01-20",251.190002,252.350006,247.619995,251.960007,2157300,247.11702
"2021-01-21",253.770004,257.279999,252.369995,253.940002,1948800,249.058975
"2021-01-22",252,255.440002,250.009995,254.080002,1690700,249.196274
"2021-01-25",252.449997,254.779999,248.289993,253.479996,2009700,248.607803
"2021-01-26",254.199997,254.839996,249.339996,249.669998,1836100,244.871048
"2021-01-27",245.610001,246.399994,240.610001,242.830002,2698500,238.162521
"2021-01-28",246.009995,246.289993,242.619995,242.789993,2179000,238.123276
"2021-01-29",242.960007,243.380005,234.789993,235.339996,3241300,230.816452
"2021-02-01",237.380005,239.75,235.320007,239.240005,2731200,234.641525
"2021-02-02",246.389999,246.589996,240.830002,242.5,2859600,237.838852
"2021-02-03",242.600006,243.600006,239.350006,241.289993,2160500,236.652115
"2021-02-04",241.380005,248.179993,240.869995,248.119995,2898900,243.35083
"2021-02-05",251,255.399994,249,255.009995,2816600,250.108383
"2021-02-08",256.76001,259.380005,255.570007,257.450012,2135400,252.501526
"2021-02-09",257.269989,260.5,254,259.130005,1758100,254.1492
"2021-02-10",261.720001,261.839996,256.25,257.459991,1969600,252.511307
"2021-02-11",258,258.079987,251.559998,254.360001,1741700,249.470886
"2021-02-12",255.089996,263.130005,254.009995,263,2674000,257.944824
"2021-02-16",264,265.459991,261.109985,261.829987,1747600,256.797302
"2021-02-17",259.869995,260.480011,255.410004,259.089996,1433600,254.109955
"2021-02-18",255.509995,258.48999,253,255.630005,1681200,250.716476
"2021-02-19",258.029999,259.380005,253.779999,254.639999,1594800,249.745514
"2021-02-22",253.240005,257.399994,253.100006,254.669998,1822000,249.774918
"2021-02-23",253.5,255.229996,245.380005,254.630005,1753600,249.735718
"2021-02-24",254.360001,261.290009,254.009995,260.059998,1690200,255.061325
"2021-02-25",260.070007,262.970001,253.279999,254.220001,1629400,249.333588
"2021-02-26",254.929993,257.459991,250.5,254.5,1738900,249.608215
"2021-03-01",258.709991,265.299988,258.299988,262.089996,2013500,257.052307
"2021-03-02",262.730011,263.649994,259.480011,259.600006,1400500,254.610184
"2021-03-03",258.980011,262.700012,255.460007,258.769989,1565000,253.796082
"2021-03-04",256.559998,258.429993,247.089996,250.300003,2371600,245.488937
"2021-03-05",252.190002,258.209991,245.550003,257.290009,1932900,253.001587
"2021-03-08",260,261.339996,251.009995,251.339996,2242400,247.150757
"2021-03-09",253.190002,262.109985,252.25,257.920013,2352000,253.621109
"2021-03-10",259.130005,261.809998,258.059998,260.420013,1600600,256.079437
"2021-03-11",263.540009,270.160004,262.309998,268.48999,3794400,264.014893
"2021-03-12",267.26001,271.190002,265.26001,270.200012,2137300,265.696381
"2021-03-15",271,272.850006,263.790009,266.880005,3211500,262.431732
"2021-03-16",267,267.029999,260.299988,260.799988,2131100,256.453094
"2021-03-17",259,266.179993,257.089996,265.839996,1861400,261.409088
"2021-03-18",267.820007,269.269989,262.899994,263.51001,4536100,259.11792
"2021-03-19",279.049988,282.929993,275.290009,279.579987,12938800,274.920074
"2021-03-22",279.579987,279.799988,271.679993,274.019989,3276400,269.452698
"2021-03-23",271.410004,276.950012,265.549988,266.809998,2277100,262.362915
"2021-03-24",269,274.269989,267.399994,268.290009,2122700,263.818268
"2021-03-25",266.200012,275.019989,263.940002,274.179993,2285400,269.610046
"2021-03-26",277.700012,281.48999,274.600006,281.339996,2066600,276.650726
"2021-03-29",278,281.950012,276.640015,279.220001,1517200,274.56604
"2021-03-30",279.369995,288.149994,278.309998,285.920013,2724700,281.154388
"2021-03-31",286,287.880005,282.829987,284.040009,2026000,279.305756
"2021-04-01",283.540009,285,281.790009,283.540009,1443500,278.814087
"2021-04-05",286,286.609985,280.570007,281.570007,1727200,276.876923
"2021-04-06",281.660004,284.440002,280.700012,282.170013,1407200,277.466919
"2021-04-07",281.48999,282.440002,276.690002,279.109985,1469200,274.457886
"2021-04-08",282.899994,284.440002,279.75,284.440002,2276000,279.699066
"2021-04-09",282.899994,287,281.779999,286.579987,2039400,281.803375
"2021-04-12",285.630005,293.089996,285.140015,290.790009,1773300,285.943237
"2021-04-13",294.730011,294.76001,289.109985,290.890015,1713700,286.041565
"2021-04-14",289.51001,291.149994,287.570007,287.809998,1099900,283.012878
"2021-04-15",288.829987,292.399994,286.670013,291.200012,1389800,286.346405
"2021-04-16",292.899994,293,287.130005,287.589996,1413000,282.796539
"2021-04-19",286.059998,286.670013,282.089996,283.25,1677000,278.52887
"2021-04-20",282.420013,283.799988,277.339996,280.339996,1425300,275.667389
"2021-04-21",279.049988,281.070007,277.089996,278.26001,1861400,273.62207
"2021-04-22",277.329987,281.070007,276.380005,276.540009,1444800,271.930725
"2021-04-23",278.519989,279.190002,276.970001,277.73999,1312800,273.110718
"2021-04-26",279.309998,279.869995,274.200012,275.76001,1747000,271.163757
"2021-04-27",286.559998,292.200012,284.329987,287.51001,4961900,282.717896
"2021-04-28",286.649994,289.149994,285.420013,287.390015,1783900,282.599915
"2021-04-29",290,296.299988,289.230011,296.059998,2472200,291.125366
"2021-04-30",293.519989,295.600006,289,290.309998,1821900,285.471222
"2021-05-03",294.890015,305.399994,294.200012,304.549988,4580300,299.473846
"2021-05-04",302.700012,305.200012,299.320007,304.279999,2470500,299.208374
"2021-05-05",305.890015,309.98999,302.25,306.529999,2530100,301.420868
"2021-05-06",305.290009,311.959991,303.480011,310.959991,2561400,305.777039
"2021-05-07",308,315.100006,308,314.690002,1826100,309.444855
"2021-05-10",314.679993,317,309.269989,309.269989,1733600,304.115234
"2021-05-11",304.600006,307.880005,300.570007,305.640015,2170500,300.545715
"2021-05-12",302.179993,304.76001,294.790009,296.01001,1949200,291.076202
"2021-05-13",297.059998,305.320007,296.48999,303.399994,1444300,298.343018
"2021-05-14",305.230011,310.5,305.230011,309.429993,1455200,304.272552
"2021-05-17",310,311.559998,306.679993,309.26001,940700,304.105377
"2021-05-18",309.690002,310.279999,306.049988,306.049988,1046100,300.948853
"2021-05-19",304,308.429993,299.910004,307.929993,1734700,302.797516
"2021-05-20",309.140015,311.950012,306.76001,309.049988,1278100,303.898865
"2021-05-21",310.429993,315.290009,309.390015,309.600006,1753600,304.439697
"2021-05-24",313.519989,313.519989,309.25,311.839996,1807900,306.642334
"2021-05-25",313,313.380005,307.709991,308.589996,1631800,303.446533
"2021-05-26",310.720001,312.829987,308.019989,310.75,1695100,305.570526
"2021-05-27",312.51001,319.899994,311.859985,315.589996,2657300,310.329895
"2021-05-28",316,316.75,313.01001,314.809998,1022700,309.562836
"2021-06-01",318.269989,318.540009,310.079987,310.850006,1282400,305.668884
"2021-06-02",313,313,303.829987,306.570007,2088400,301.460175
"2021-06-03",305.390015,307.779999,302.179993,306.309998,1316300,301.204529
"2021-06-04",306.779999,308,299.660004,302.119995,2111200,297.084381
"2021-06-07",303,304.209991,299.209991,303.339996,1960400,298.284058
"2021-06-08",302.799988,303.480011,298.619995,302.579987,1499000,297.536682
"2021-06-09",302.579987,302.619995,290.459991,293.109985,4358600,288.224548
"2021-06-10",293.589996,295.589996,291.209991,292.839996,1811800,287.959045
"2021-06-11",293.26001,296.170013,293.26001,296.089996,1628900,291.154846
"2021-06-14",296.720001,297.170013,292.040009,292.98999,1275600,288.106506
"2021-06-15",294.98999,299.880005,293.899994,299.299988,1834000,294.311371
"2021-06-16",298.470001,299.390015,292.470001,294.679993,1686100,289.768402
"2021-06-17",294.48999,294.73999,285.589996,287.570007,2369400,282.776886
"2021-06-18",284.149994,289.529999,282.01001,285.320007,2553800,280.564392
"2021-06-21",287.959991,295.029999,287.799988,293.160004,1922000,288.273712
"2021-06-22",294.920013,299.119995,293.850006,297.690002,2250100,292.72818
"2021-06-23",300,300.649994,296.160004,297.369995,2157400,292.413544
"2021-06-24",301.700012,304.589996,298.980011,303.690002,5016400,298.628235
"2021-06-25",292.73999,294.75,286.519989,291.950012,11622000,287.794647
"2021-06-28",293,294.649994,289.440002,293.98999,3537100,289.805542
"2021-06-29",296,299.5,294.850006,297.890015,3594500,293.650055
"2021-06-30",296.029999,298.619995,295,298.329987,1810900,294.083801
"2021-07-01",299.950012,300.100006,296.820007,299.119995,1749500,294.862579
"2021-07-02",299.899994,299.899994,297.369995,299.380005,1335800,295.118896
"2021-07-06",299.380005,299.630005,292.600006,294.609985,2282500,290.416748
"2021-07-07",294,295.149994,291.23999,293.549988,2293200,289.371826
"2021-07-08",287.160004,294.619995,285.850006,293.23999,1971400,289.066254
"2021-07-09",295.809998,298.200012,293.179993,296.399994,2317500,292.181274
"2021-07-12",297.279999,302.23999,294.600006,299.670013,1905400,295.404785
"2021-07-13",298.98999,302.649994,298.690002,299.079987,1747700,294.82312
"2021-07-14",298.649994,300.859985,294.600006,295.859985,1431800,291.648956
"2021-07-15",294,298.73999,293.670013,296.079987,1166000,291.865814
"2021-07-16",296.700012,297,292.089996,292.48999,1975800,288.326935
"2021-07-19",287.529999,295.339996,286.320007,294.820007,2853300,290.623749
"2021-07-20",295.410004,299.040009,294.450012,298.019989,1656400,293.778229
"2021-07-21",297.51001,301.950012,297.329987,298.350006,1339000,294.103546
"2021-07-22",297.549988,298.850006,296.059998,296.619995,981800,292.398132
"2021-07-23",297.799988,298.660004,296.089996,297.070007,1000600,292.841736
"2021-07-26",296.089996,298.5,295.649994,297.5,1205500,293.265625
"2021-07-27",287.5,288.380005,279.119995,282.630005,4837200,278.607269
"2021-07-28",284.209991,284.299988,280.279999,281.829987,2732100,277.818634
"2021-07-29",281.829987,284.649994,281.190002,281.920013,1820800,277.90741
"2021-07-30",280,282,277.790009,279.950012,2337200,275.965424
"2021-08-02",280.790009,282.609985,275.390015,276.160004,2490400,272.22937
"2021-08-03",276.279999,281.709991,274.25,280.809998,2151100,276.813171
"2021-08-04",279.329987,280.290009,275.079987,275.119995,1978800,271.204163
"2021-08-05",275.899994,277.779999,274.670013,275.799988,2089700,271.874481
"2021-08-06",276.670013,278.450012,275.029999,276.269989,1701800,272.337799
"2021-08-09",275.049988,275.980011,272.559998,272.670013,1847600,268.789063
"2021-08-10",272.5,274.369995,270.959991,271.26001,2144700,267.399109
"2021-08-11",272.420013,277.160004,271.26001,276.269989,2017800,272.337799
"2021-08-12",276.5,278.609985,273.690002,276.100006,1211200,272.170227
"2021-08-13",275.230011,278.75,274.76001,277.179993,1946200,273.234833
"2021-08-16",276.799988,282.880005,275.160004,281.660004,2757900,277.651093
"2021-08-17",279.209991,280.5,274.790009,277.859985,2939900,273.905182
"2021-08-18",276.059998,277.630005,272.420013,272.76001,2136600,268.877777
"2021-08-19",270,270.730011,265.040009,267.559998,3101100,263.75174
"2021-08-20",266.399994,268.5,264.070007,266.549988,2404600,262.756104
"2021-08-23",268,269.140015,266.670013,266.899994,2041400,263.101166
"2021-08-24",266.779999,269.079987,266.299988,267.809998,2111700,263.998199
"2021-08-25",268,271.850006,267.309998,270.369995,2116200,266.521759
"2021-08-26",269.940002,269.940002,266.790009,267.459991,1312100,263.653168
"2021-08-27",267.450012,269.25,266.910004,267.899994,1551700,264.086945
"2021-08-30",268.75,268.850006,265.440002,265.540009,1761600,261.760529
"2021-08-31",266.059998,266.929993,264.679993,265.690002,1637600,261.908386
"2021-09-01",266.089996,267.440002,263.540009,265.929993,1760600,262.144958
"2021-09-02",266.309998,268.980011,266.25,267.089996,1311300,264.033081
"2021-09-03",266.549988,268.579987,264.890015,266.040009,1524800,262.995117
"2021-09-07",266.309998,267.369995,262.959991,263.640015,1634500,260.62262
"2021-09-08",263.25,263.290009,258.839996,261.019989,1963200,258.032593
"2021-09-09",259.130005,262.730011,257.290009,259.220001,2132800,256.253174
"2021-09-10",261.540009,262.220001,257.23999,257.549988,1717500,254.602295
"2021-09-13",259.459991,261.899994,257.75,261.859985,1848000,258.862946
"2021-09-14",262.209991,262.959991,254.710007,255.199997,2583500,252.279205
"2021-09-15",256.309998,259.649994,254.880005,256.589996,2285900,253.65329
"2021-09-16",257.970001,259.410004,256.040009,258.380005,1711900,255.422806
"2021-09-17",255.399994,257.709991,254.089996,255.220001,3082400,252.298965
"2021-09-20",252.110001,253.979996,248.160004,250.800003,3474500,247.92955
"2021-09-21",253,253.880005,248.779999,252.070007,4481100,249.185028
"2021-09-22",234.179993,234.979996,228.979996,229.080002,17792400,226.45816
"2021-09-23",229.070007,231.289993,228.080002,228.919998,7092700,226.299973
"2021-09-24",228,229,226.600006,226.639999,4973400,224.046082
"2021-09-27",226,229.25,225.679993,226.509995,4335500,223.917557
"2021-09-28",225.820007,228.050003,221.759995,222.399994,4717700,219.854584
"2021-09-29",223,224.240005,220.800003,221.089996,3737200,218.559586
"2021-09-30",221.589996,223.169998,219.029999,219.289993,3858600,216.780182
"2021-10-01",220.009995,224.100006,218.179993,222.529999,4033100,219.983109
"2021-10-04",221.240005,224,217.259995,217.869995,3924100,215.376434
"2021-10-05",217.5,226.460007,216.339996,224.270004,5326900,221.703186
"2021-10-06",222.080002,224.940002,219.830002,224.199997,3652900,221.633987
"2021-10-07",227,227.660004,222.479996,222.949997,3954100,220.3983
"2021-10-08",222.399994,223.940002,221.419998,223.440002,2365000,220.88269
"2021-10-11",224.029999,224.580002,219.360001,219.820007,2884700,217.304123
"2021-10-12",219.820007,222.080002,219.679993,221.320007,2541500,218.786972
"2021-10-13",222.020004,225.429993,219.509995,223.729996,4595300,221.169373
"2021-10-14",226.399994,228.570007,225.770004,227.449997,2841400,224.846802
"2021-10-15",228.350006,229.5,227.330002,229.119995,4177900,226.497681
"2021-10-18",228.020004,229.75,226.679993,227.979996,2676800,225.370728
"2021-10-19",229.149994,230.389999,227.679993,229.320007,2088100,226.695404
"2021-10-20",230.330002,231.960007,229.160004,231.300003,2516900,228.65274
"2021-10-21",231.300003,233.360001,230.630005,232.839996,3833400,230.17511
"2021-10-22",232.869995,234.699997,232.360001,232.979996,2577400,230.313507
"2021-10-25",233.339996,236.279999,232.5,235.399994,2545800,232.705795
"2021-10-26",238.990005,241.289993,236.899994,237.830002,3065400,235.108002
"2021-10-27",238.5,240,235.080002,235.289993,2677000,232.597061
"2021-10-28",235.559998,236.139999,233.149994,235.960007,1718700,233.259415
"2021-10-29",233.919998,238.369995,233.550003,235.529999,1999900,232.834305
"2021-11-01",237.279999,237.410004,234.690002,235.639999,1431700,232.943054
"2021-11-02",236.470001,237.380005,235,235.770004,1489400,233.071594
"2021-11-03",235.419998,240.479996,234.619995,240.020004,2029600,237.272949
"2021-11-04",241.740005,245.550003,240.669998,245.009995,2889600,242.205826
"2021-11-05",246.559998,246.779999,241.440002,242.770004,1984600,239.991455
"2021-11-08",244.820007,249.639999,244.619995,248.529999,2612200,245.685532
"2021-11-09",250,250.490005,246.100006,249.479996,1832100,246.624664
"2021-11-10",247.710007,250.699997,246.589996,248.520004,1859900,245.675659
"2021-11-11",249.419998,253.199997,248.729996,250.990005,2050400,248.117401
"2021-11-12",251.940002,254.880005,250.960007,253.880005,2115500,250.974304
"2021-11-15",254.5,255.25,250.25,252.300003,1993200,249.412399
"2021-11-16",252,255.300003,251.679993,253.179993,1608900,250.282303
"2021-11-17",252.610001,253.320007,247.169998,247.350006,2104900,244.519058
"2021-11-18",247.940002,248.979996,241.240005,244.720001,2335700,241.919144
"2021-11-19",244.979996,246.199997,242.539993,242.690002,2029900,239.912369
"2021-11-22",242.690002,251.100006,242.039993,247.990005,2185700,245.151733
"2021-11-23",247,247.699997,244.380005,246.429993,1422600,243.609558
"2021-11-24",245,246.889999,243.559998,243.570007,1646000,240.782318
"2021-11-26",237.309998,239.410004,235.509995,238.149994,1775800,235.424316
"2021-11-29",240,241.589996,237.080002,240.570007,1695300,237.81665
"2021-11-30",238.199997,239.009995,229.910004,230.369995,3366000,227.733368
"2021-12-01",235,238.190002,227.610001,227.779999,2337300,225.173004
"2021-12-02",227.789993,237.229996,227.399994,235.300003,2143100,232.606949
"2021-12-03",236.630005,241.360001,236.380005,240.839996,2438300,238.083542
"2021-12-06",243,246.979996,242.220001,245.050003,1829500,242.245377
"2021-12-07",247.130005,248.990005,246.199997,247.059998,1694800,244.232361
"2021-12-08",247.550003,247.550003,243.779999,244.75,1295500,241.948807
"2021-12-09",243.5,247.369995,243.100006,245.25,1279000,242.443085
"2021-12-10",245.789993,248.300003,244.5,246.279999,1275300,244.208099
"2021-12-13",244.720001,245.479996,240.5,240.899994,1690800,238.873352
"2021-12-14",240,244.880005,239.360001,240.039993,1687800,238.020584
"2021-12-15",240.039993,242.240005,239.009995,240.779999,1699800,238.754364
"2021-12-16",242.570007,244.75,238.419998,238.520004,4465900,236.513382
"2021-12-17",253.740005,260.5,248.059998,250.320007,10117300,248.214111
"2021-12-20",250.300003,252.880005,245.449997,245.550003,2759100,243.484238
"2021-12-21",248.279999,252.759995,247.820007,251.949997,2528100,249.830383
"2021-12-22",252.350006,252.740005,249.300003,249.960007,2324300,247.857132
"2021-12-23",250.869995,256.230011,250.649994,253.820007,2099300,251.684662
"2021-12-27",254.990005,257.200012,254.350006,256.25,1478600,254.094208
"2021-12-28",256.019989,258.359985,255.479996,256.440002,1342400,254.282623
"2021-12-29",256.480011,258.51001,256.23999,257.48999,1467400,255.323792
"2021-12-30",257.890015,260.209991,257.5,258.559998,1785300,256.384796
"2021-12-31",257.570007,260.23999,256.929993,258.640015,1272300,256.464142
"2022-01-03",259.799988,261.690002,256.959991,258.549988,1752400,256.374878
"2022-01-04",259.649994,265.940002,259.309998,264.910004,2586600,262.681396
"2022-01-05",265,266.790009,261.859985,262.130005,2437600,259.924744
"2022-01-06",261.98999,265.01001,260.130005,263.190002,1857800,260.975861
