"","LLY.Open","LLY.High","LLY.Low","LLY.Close","LLY.Volume","LLY.Adjusted"
"2021-12-28",279.339996,279.399994,275.890015,276.429993,1033900,274.356323
"2021-12-29",275.820007,279.359985,275.73999,278.420013,1112300,276.33139
"2021-12-30",279.190002,280.649994,276.369995,277.25,1181500,275.170166
"2021-12-31",277.470001,278.730011,276.01001,276.220001,1315700,274.147888
"2022-01-03",274.410004,274.410004,267.059998,271.730011,2621300,269.691589
"2022-01-04",269,269.880005,263.579987,266.809998,2340500,264.808472
"2022-01-05",268.160004,268.769989,260.420013,260.649994,3004200,258.694702
"2022-01-06",260.100006,261.299988,255.460007,259.329987,2863200,257.384583
"2022-01-07",259.73999,261.25,256.709991,259.5,2245100,257.553345
"2022-01-10",258.190002,260.160004,255.889999,260.109985,2576700,258.158752
"2022-01-11",261.589996,262.410004,257.059998,262.320007,2294000,260.352173
"2022-01-12",252.899994,257.440002,250.970001,255.919998,6562800,254.000183
"2022-01-13",254.070007,255.5,248.550003,249.669998,3726500,247.797073
"2022-01-14",250.149994,250.539993,242.899994,244.119995,2894300,242.288696
"2022-01-18",242.75,248.520004,242.089996,247.070007,3241200,245.216583
"2022-01-19",246.330002,250.410004,244.729996,245.050003,2487600,243.211716
"2022-01-20",245.580002,247.949997,242.5,243.130005,2655400,241.306122
"2022-01-21",246.880005,247.880005,242.119995,243.059998,2788600,241.236649
"2022-01-24",242.550003,243.759995,232.679993,240.419998,3712800,238.616455
"2022-01-25",236.809998,241.529999,235.119995,239.460007,2525100,237.663666
"2022-01-26",239.630005,242.429993,235.910004,237.860001,2913200,236.075653
"2022-01-27",239.979996,243.270004,235.759995,236.720001,2178500,234.944214
"2022-01-28",237.490005,245.220001,235.050003,245.100006,3081100,243.261353
"2022-01-31",243.270004,245.490005,241.919998,245.389999,3237100,243.549179
"2022-02-01",247.050003,248.839996,243.259995,248.279999,2449400,246.41748
"2022-02-02",245.350006,251.880005,244.029999,250.830002,2586700,248.948364
"2022-02-03",247.5,248.119995,241.100006,244.809998,3473600,242.973526
"2022-02-04",242.720001,244.100006,241.220001,242.270004,3569300,240.452591
"2022-02-07",242.410004,244.029999,240.300003,243.550003,3948300,241.722977
"2022-02-08",241.899994,242.889999,237.470001,239.910004,2615000,238.110291
"2022-02-09",241.259995,244.460007,241.059998,243.270004,1759900,241.445068
"2022-02-10",239.899994,244.089996,238.110001,239.639999,2283100,237.8423
"2022-02-11",239.229996,240.630005,234.850006,235.740005,2054300,233.971573
"2022-02-14",234,236.880005,231.869995,234.690002,2572000,233.901794
"2022-02-15",236.649994,244.789993,236.649994,243.839996,3409600,243.021057
"2022-02-16",242.580002,247.020004,242.580002,245.580002,2459000,244.755219
"2022-02-17",245.580002,245.589996,240.410004,240.970001,2059100,240.160706
"2022-02-18",238.020004,242.429993,238.020004,240.309998,2517900,239.502914
"2022-02-22",239.210007,240.860001,237.520004,239.130005,2936700,238.326889
"2022-02-23",240.550003,242.679993,238.020004,238.309998,2296300,237.509644
"2022-02-24",235.179993,243.929993,234,243.080002,3272300,242.263626
"2022-02-25",243.839996,252.899994,243.729996,250.850006,2442200,250.007538
"2022-02-28",246.139999,250.059998,244.589996,249.949997,3188800,249.11055
"2022-03-01",247.559998,250.339996,245.440002,249.5,2873200,248.662064
"2022-03-02",249.880005,256.480011,249.059998,254.169998,2452000,253.316376
"2022-03-03",254.830002,259.579987,254.389999,258.640015,3153700,257.771362
"2022-03-04",256.209991,263.459991,255.520004,262.869995,3497100,261.987152
"2022-03-07",259.859985,263.630005,257.859985,261.640015,3074800,260.761292
"2022-03-08",259.929993,265.299988,258.910004,259.929993,3482600,259.057037
"2022-03-09",263.299988,267.790009,262.070007,262.790009,2965900,261.90744
"2022-03-10",262.839996,267.730011,262.839996,266.019989,2797200,265.126556
"2022-03-11",265.070007,271.720001,265.070007,266.299988,2469600,265.405609
"2022-03-14",268.98999,270.899994,267.320007,269,2713800,268.096558
"2022-03-15",269.869995,276.480011,269.869995,275.459991,4396900,274.534851
"2022-03-16",277.850006,278.609985,273.01001,276.440002,3148600,275.511597
"2022-03-17",277.01001,285.890015,276.450012,285.51001,3270100,284.551117
"2022-03-18",285.839996,291.350006,284.859985,287.640015,4557900,286.673981
"2022-03-21",287.76001,295.329987,287.76001,289.640015,3495700,288.667267
"2022-03-22",289.670013,290.559998,283.390015,285.019989,3791600,284.062744
"2022-03-23",284.420013,288.179993,283.350006,284.190002,3149200,283.235565
"2022-03-24",286.290009,288.850006,284.660004,287.690002,2412400,286.723785
"2022-03-25",288.5,291.649994,286.579987,289.019989,2399800,288.049316
"2022-03-28",291.329987,292.450012,288.309998,291.660004,2195000,290.680481
"2022-03-29",292.029999,293.140015,287.579987,288.390015,2798100,287.421448
"2022-03-30",290.579987,292.290009,287.98999,289.890015,2220100,288.916412
"2022-03-31",289.369995,291.799988,285.920013,286.369995,3227600,285.408234
"2022-04-01",286.149994,293.140015,284,292.670013,3066200,291.687073
"2022-04-04",292.75,294.980011,290.950012,291.420013,3014100,290.441284
"2022-04-05",291.720001,295.829987,289.100006,292.48999,2324200,291.50766
"2022-04-06",296.089996,306.559998,294.769989,305.839996,4672900,304.812836
"2022-04-07",305,314,305,308.429993,4270800,307.394135
"2022-04-08",308,312.380005,307.950012,311.690002,3024700,310.643188
"2022-04-11",313.089996,313.76001,308.049988,308.959991,2178100,307.922363
"2022-04-12",306.579987,309.609985,304.179993,308.079987,2688100,307.045319
"2022-04-13",307.279999,308.299988,300.410004,302.670013,2528700,301.653503
"2022-04-14",303.75,304.470001,300.190002,301.859985,1898100,300.846191
"2022-04-18",301.070007,302.059998,296.799988,298.820007,1581400,297.816437
"2022-04-19",298.410004,299.690002,293.799988,297.01001,2021700,296.012512
"2022-04-20",297.019989,299,292.299988,292.920013,2608600,291.936249
"2022-04-21",292.920013,293.450012,286.660004,289.609985,2716800,288.637329
"2022-04-22",289.299988,289.619995,278.399994,278.730011,2772600,277.793915
"2022-04-25",278.75,285.950012,276.829987,285.200012,2410200,284.242188
"2022-04-26",286.179993,290.209991,282.790009,282.829987,2166600,281.880096
"2022-04-27",283.100006,288.130005,280.589996,285.089996,2352100,284.132538
"2022-04-28",295.98999,300.51001,288.559998,297.269989,5886900,296.271606
"2022-04-29",295.790009,297.309998,289.140015,292.130005,3910900,291.148895
"2022-05-02",291.230011,292.839996,284.279999,289.559998,2789900,288.587524
"2022-05-03",288.630005,289.809998,284.109985,288.070007,2109500,287.102539
"2022-05-04",288.5,296.980011,284.119995,294.899994,2743600,293.909576
"2022-05-05",293.420013,294.98999,288.299988,292.369995,3120200,291.388062
"2022-05-06",290.170013,298.25,288.519989,296.899994,2931200,295.902863
"2022-05-09",293.51001,294.929993,286.649994,289.230011,3460500,288.258636
"2022-05-10",292,293.429993,285,285.700012,3140800,284.740479
"2022-05-11",283.670013,294.5,283,286.690002,2625200,285.727173
"2022-05-12",283.329987,291.98999,283.329987,291.799988,2370000,290.819977
"2022-05-13",292.630005,292.799988,286.51001,291.630005,2337700,291.630005
"2022-05-16",292.109985,309.440002,291.600006,299.380005,5118300,299.380005
"2022-05-17",300,303.399994,293.390015,301.399994,2553000,301.399994
"2022-05-18",300,302.600006,294.029999,295.190002,2161400,295.190002
"2022-05-19",293.579987,293.579987,284.369995,286.269989,3157400,286.269989
"2022-05-20",290.730011,299.23999,288.920013,298.850006,3129100,298.850006
"2022-05-23",300.600006,304.920013,299.350006,302.600006,2873600,302.600006
"2022-05-24",303.709991,307.670013,299.799988,305.959991,2804900,305.959991
"2022-05-25",307,310.420013,304.640015,307.01001,3195700,307.01001
"2022-05-26",305.230011,313.910004,303.609985,313.459991,3284200,313.459991
"2022-05-27",312.649994,324.079987,311.26001,323.480011,3694300,323.480011
"2022-05-31",316.630005,318.459991,309.029999,313.440002,6298900,313.440002
"2022-06-01",313.440002,313.899994,305.589996,311.079987,2731500,311.079987
"2022-06-02",310.570007,310.670013,298.170013,302.429993,3703300,302.429993
"2022-06-03",302.160004,305.809998,300.700012,301.649994,2490000,301.649994
"2022-06-06",315.130005,315.130005,303.089996,303.359985,3734400,303.359985
"2022-06-07",303.98999,312.149994,303.019989,312.100006,3652800,312.100006
"2022-06-08",312.429993,315.5,310.809998,313.48999,2684500,313.48999
"2022-06-09",311.600006,311.920013,303.109985,303.25,1963300,303.25
"2022-06-10",299.230011,301.660004,296.869995,297.01001,2469800,297.01001
"2022-06-13",290.429993,293.160004,288.51001,291.279999,2898800,291.279999
"2022-06-14",289.170013,292,287.290009,290.790009,2422600,290.790009
"2022-06-15",291.600006,296.339996,288.529999,292.98999,1970100,292.98999
"2022-06-16",290.200012,290.200012,283.109985,288.070007,2628600,288.070007
"2022-06-17",290.01001,300.98999,289.679993,290.899994,6900000,290.899994
"2022-06-21",292.380005,299.279999,290.309998,297.339996,2821300,297.339996
"2022-06-22",296.959991,309.649994,296.429993,306.690002,4535700,306.690002
"2022-06-23",309.5,313.190002,307.190002,312.720001,3729300,312.720001
"2022-06-24",319.549988,325.820007,319.01001,325.619995,5449900,325.619995
"2022-06-27",324.230011,330.850006,322,327.269989,3218900,327.269989
"2022-06-28",326.519989,329.070007,316.76001,317.619995,2742900,317.619995
"2022-06-29",318.160004,324.700012,317.649994,323,2562500,323
