"","MSI.Open","MSI.High","MSI.Low","MSI.Close","MSI.Volume","MSI.Adjusted"
"2022-01-06",258.820007,261.350006,256.459991,257.690002,627300,255.770859
"2022-01-07",257.779999,258.970001,252.389999,252.550003,586000,250.669144
"2022-01-10",251.830002,256.100006,249.860001,256.029999,573800,254.123215
"2022-01-11",255.759995,256.799988,251.75,256.049988,521300,254.143051
"2022-01-12",256.679993,258.450012,255.339996,256.850006,581600,254.937119
"2022-01-13",256.519989,258.390015,250.690002,250.899994,1012000,249.031418
"2022-01-14",249.199997,251.789993,247.399994,251.130005,871500,249.25972
"2022-01-18",248.690002,248.850006,245.009995,245.490005,1094600,243.661728
"2022-01-19",245.619995,248,244,244.25,895300,242.430939
"2022-01-20",244.779999,246.339996,238.229996,238.850006,624000,237.071167
"2022-01-21",239.820007,242.669998,236.809998,237.190002,756600,235.423538
"2022-01-24",234.880005,239.869995,230.009995,239.509995,1247400,237.726257
"2022-01-25",236.589996,238.809998,230.070007,234.039993,1009000,232.296982
"2022-01-26",235.440002,235.820007,226.009995,227.550003,2121300,225.855331
"2022-01-27",229.649994,231.979996,222.130005,223.089996,1508100,221.428543
"2022-01-28",224.160004,227.309998,219.490005,227.119995,1032100,225.428528
"2022-01-31",226.919998,232.339996,226.919998,231.940002,882800,230.212631
"2022-02-01",231.789993,232.630005,228.110001,231.800003,864200,230.073685
"2022-02-02",232.520004,238.089996,232.360001,237.660004,1022200,235.89003
"2022-02-03",235.179993,238.169998,235.179993,235.610001,725100,233.855301
"2022-02-04",234.529999,238.740005,233.839996,235.570007,904500,233.815613
"2022-02-07",235.229996,238.570007,234.029999,236.610001,684600,234.847855
"2022-02-08",236,237.679993,234.179993,236.389999,566500,234.629486
"2022-02-09",237.759995,240.679993,237.410004,238.5,995700,236.723785
"2022-02-10",229.660004,231.679993,219.910004,221.860001,1837200,220.207703
"2022-02-11",221.279999,224.199997,213.259995,216,1839700,214.391342
"2022-02-14",216,218.289993,211.080002,213.809998,1652000,212.217651
"2022-02-15",217.100006,223.389999,217.100006,222.889999,2002700,221.230042
"2022-02-16",220.759995,222.119995,216.389999,221,1408000,219.354111
"2022-02-17",220,220.539993,215.820007,215.910004,1037000,214.302017
"2022-02-18",216.179993,219.630005,214.470001,217.809998,1096600,216.187866
"2022-02-22",216.210007,218.660004,211.369995,213.080002,962100,211.493088
"2022-02-23",213.570007,215.479996,207.5,207.639999,906100,206.093597
"2022-02-24",202.559998,218.240005,202.449997,217.300003,1540000,215.681671
"2022-02-25",217.440002,223.300003,215.100006,222.600006,1035100,220.9422
"2022-02-28",219.320007,220.910004,217.210007,220.429993,948800,218.788345
"2022-03-01",219.289993,220.660004,214.669998,216.210007,1323000,214.599792
"2022-03-02",216.699997,224.009995,216.020004,222.690002,1346400,221.031525
"2022-03-03",223.649994,224.369995,219.970001,221.570007,791900,219.919876
"2022-03-04",219.360001,223.279999,217.570007,222.960007,1072700,221.299515
"2022-03-07",222.429993,223,216.199997,216.509995,1061600,214.897537
"2022-03-08",216.020004,219.699997,213.369995,214.130005,877900,212.535278
"2022-03-09",218.25,223.259995,218.119995,221.699997,813300,220.048889
"2022-03-10",218.690002,224.389999,218.690002,222.300003,785400,220.644424
"2022-03-11",224.509995,226.630005,221.630005,221.770004,933000,220.118378
"2022-03-14",221.789993,224.380005,217.429993,218.75,843100,217.897079
"2022-03-15",220.800003,225.330002,220.160004,224.729996,1071000,223.853745
"2022-03-16",226.630005,229.160004,220.809998,226.839996,739500,225.955521
"2022-03-17",226.850006,231.029999,225.979996,230.779999,935600,229.880157
"2022-03-18",233.600006,234.830002,230.740005,233.089996,2178600,232.181152
"2022-03-21",232.649994,234.369995,231.169998,232.070007,1265500,231.165146
"2022-03-22",233.089996,234.960007,231.919998,232.089996,1151500,231.185059
"2022-03-23",229.979996,230.220001,226.369995,226.779999,628800,225.895767
"2022-03-24",227.720001,231.070007,226.800003,231.039993,678800,230.139145
"2022-03-25",232,233.179993,230.580002,232.399994,480300,231.493851
"2022-03-28",232.570007,235.169998,231.309998,235.119995,625400,234.203232
"2022-03-29",236.990005,238.5,234.860001,238.029999,522400,237.101898
"2022-03-30",237.419998,240.910004,237.300003,240.779999,687400,239.841171
"2022-03-31",240.610001,245.949997,239.520004,242.199997,1341400,241.25563
"2022-04-01",243.660004,244.660004,235.649994,238.139999,771600,237.211472
"2022-04-04",238,240.119995,237.509995,239.889999,528400,238.954651
"2022-04-05",238.440002,241.25,236.889999,237.470001,668400,236.544083
"2022-04-06",234.779999,240.330002,234.779999,239.080002,752100,238.147812
"2022-04-07",238.919998,242.779999,238.449997,241.289993,619600,240.349182
"2022-04-08",241.470001,241.910004,239.039993,239.460007,526500,238.526321
"2022-04-11",237.779999,237.929993,232.860001,233.350006,546700,232.440155
"2022-04-12",233.830002,236.860001,231.490005,232.369995,538100,231.463959
"2022-04-13",232.740005,236.449997,232.330002,236.25,737100,235.328842
"2022-04-14",236.529999,237.509995,233.050003,233.190002,575400,232.280777
"2022-04-18",231.529999,233.940002,228.899994,229.970001,460600,229.073318
"2022-04-19",229.970001,234.770004,229.910004,234.220001,424600,233.306747
"2022-04-20",236.410004,239.050003,235.130005,236.979996,510700,236.055984
"2022-04-21",237.850006,239.380005,232.389999,232.929993,628300,232.021774
"2022-04-22",232.130005,233.25,224.559998,224.929993,729700,224.052963
"2022-04-25",224.210007,225.110001,220,225.050003,768900,224.172516
"2022-04-26",225.160004,225.979996,219.130005,219.330002,839100,218.474808
"2022-04-27",219.800003,220.529999,215.600006,216.139999,1386300,215.297241
"2022-04-28",218.009995,224.25,217,223.160004,729500,222.289886
"2022-04-29",221.410004,222.440002,213.210007,213.690002,1105900,212.856812
"2022-05-02",215.089996,217.300003,210.779999,214.770004,825600,213.932602
"2022-05-03",214.820007,217.729996,212.580002,215.190002,627000,214.350952
"2022-05-04",215.410004,219.839996,212.639999,219.380005,605100,218.524628
"2022-05-05",216.679993,217.059998,208.710007,210.389999,1156800,209.569672
"2022-05-06",207.899994,209.690002,204.690002,206.509995,1226300,205.704788
"2022-05-09",203.860001,205.330002,200.220001,202.080002,1181100,201.292068
"2022-05-10",204.509995,205.630005,201.339996,202.850006,943700,202.059067
"2022-05-11",201.880005,206.610001,200.910004,201.949997,1059800,201.162567
"2022-05-12",201.050003,204.399994,199.240005,201.539993,1588400,200.754166
"2022-05-13",207.059998,216.639999,206.979996,215.289993,1959500,214.450562
"2022-05-16",212.889999,214.789993,209.440002,209.5,1156900,208.683136
"2022-05-17",213.619995,213.619995,209.820007,213.389999,941700,212.557968
"2022-05-18",211.050003,211.419998,202.630005,205.470001,1128300,204.668854
"2022-05-19",205.070007,213.589996,203.289993,210.259995,1548500,209.44017
"2022-05-20",212.229996,212.910004,205.639999,210.279999,1893400,209.460098
"2022-05-23",214.25,214.990005,210.5,212.789993,1024000,211.960312
"2022-05-24",211.020004,215.770004,209.559998,214.649994,1006900,213.813049
"2022-05-25",214.699997,216.309998,212.660004,213.440002,1363100,212.607773
"2022-05-26",215.490005,219.199997,214.740005,217.880005,825900,217.030472
"2022-05-27",220,223.020004,219.820007,223.009995,527600,222.140457
"2022-05-31",220.210007,221.600006,217.919998,219.740005,1257400,218.883224
"2022-06-01",221.190002,222.520004,215.669998,217.619995,511100,216.771469
"2022-06-02",217.110001,224.369995,215.919998,224.110001,630800,223.236176
"2022-06-03",222.160004,226.889999,221.139999,225.550003,1030700,224.670563
"2022-06-06",227.139999,227.899994,220.160004,221.25,574200,220.387329
"2022-06-07",219.139999,222.080002,217.869995,221.970001,506000,221.104523
"2022-06-08",220.429993,220.929993,217.5,217.860001,415600,217.010544
"2022-06-09",217.570007,218.869995,214.25,214.25,508500,213.414612
"2022-06-10",210.729996,211.690002,207.380005,209.25,574200,208.434113
"2022-06-13",204.460007,205.529999,201.600006,202.610001,902200,201.820007
"2022-06-14",202.779999,205.550003,201.309998,203.309998,893500,203.309998
"2022-06-15",205.460007,206.520004,200.320007,203.110001,694500,203.110001
"2022-06-16",198.880005,199.710007,195.179993,197,846900,197
"2022-06-17",197.740005,204.669998,197.520004,202.839996,1955600,202.839996
"2022-06-21",204.479996,206.75,203.970001,205.179993,1127900,205.179993
"2022-06-22",205.589996,211.949997,204.089996,209.809998,942300,209.809998
"2022-06-23",210.520004,212.809998,210.080002,211.080002,630200,211.080002
"2022-06-24",212.910004,217.509995,212.910004,217.330002,963900,217.330002
"2022-06-27",217.179993,218.449997,213.860001,217.119995,598800,217.119995
"2022-06-28",217.410004,218.580002,210.190002,210.240005,472600,210.240005
"2022-06-29",209.880005,210.050003,206.779999,209.729996,485100,209.729996
