"","SO.Open","SO.High","SO.Low","SO.Close","SO.Volume","SO.Adjusted"
"2022-01-06",68.330002,68.699997,67.809998,68.169998,4015300,66.856186
"2022-01-07",67.879997,69.139999,67.470001,68.639999,4380300,67.317131
"2022-01-10",68.589996,69.230003,68.370003,68.529999,5599200,67.209251
"2022-01-11",68.529999,68.68,67.220001,67.650002,4071900,66.346214
"2022-01-12",67.309998,67.940002,67.18,67.779999,3043500,66.473709
"2022-01-13",67.870003,68.529999,67.540001,68.349998,3617800,67.032722
"2022-01-14",68.400002,68.739998,67.919998,68.660004,5700600,67.336754
"2022-01-18",68.290001,68.489998,67.32,68.010002,4240300,66.69928
"2022-01-19",68.120003,68.93,67.75,68.330002,3728000,67.013115
"2022-01-20",68.43,68.940002,67.790001,67.879997,4225100,66.571777
"2022-01-21",68.529999,68.709999,67.660004,67.809998,5959000,66.503128
"2022-01-24",67.769997,68.099998,65.400002,67.370003,8840400,66.071617
"2022-01-25",66.940002,67.800003,66.709999,67.25,8001100,65.953918
"2022-01-26",67.190002,68.040001,66.440002,67.019997,6076000,65.728355
"2022-01-27",67.5,68.690002,67.480003,68.029999,6318100,66.718887
"2022-01-28",68,69.029999,67.639999,69,6140300,67.670197
"2022-01-31",68.43,69.769997,68.290001,69.489998,14481900,68.150749
"2022-02-01",69.230003,69.279999,67.440002,67.989998,6632600,66.679657
"2022-02-02",68.050003,68.940002,67.589996,68.809998,6443600,67.483856
"2022-02-03",69,69.389999,68.410004,69.25,5654100,67.915375
"2022-02-04",68.650002,69.279999,68.139999,68.690002,6456000,67.366173
"2022-02-07",67.900002,68.110001,67.209999,67.650002,7758700,66.346214
"2022-02-08",68.18,68.269997,67.639999,67.889999,4136900,66.581589
"2022-02-09",68.330002,68.389999,67.709999,68.080002,4001200,66.767929
"2022-02-10",67.800003,67.800003,65.82,65.949997,7823100,64.67897
"2022-02-11",66.230003,67.160004,66.160004,66.790001,8139100,65.502792
"2022-02-14",66.900002,67.059998,65.18,65.849998,7365500,64.580902
"2022-02-15",66.279999,66.470001,64.660004,65.019997,6117700,63.766895
"2022-02-16",65.07,65.470001,64.309998,64.870003,7320400,63.619797
"2022-02-17",63.880001,65.089996,63.450001,64.790001,7046400,63.541336
"2022-02-18",63.799999,64.309998,63.41,63.77,9113100,63.184635
"2022-02-22",63.880001,64.540001,63.169998,64.290001,7425800,63.699863
"2022-02-23",64.300003,64.589996,62.73,62.84,5992500,62.263172
"2022-02-24",62.5,62.970001,61.77,62.880001,8625500,62.302807
"2022-02-25",63.52,65.080002,63.310001,65.040001,8768800,64.442978
"2022-02-28",64.599998,64.980003,64.099998,64.769997,8132900,64.175453
"2022-03-01",64.730003,65.059998,62.970001,64.099998,7192400,63.511604
"2022-03-02",64.139999,64.849998,63.970001,64.57,4959200,63.977291
"2022-03-03",64.860001,66.739998,64.839996,66.400002,6799700,65.790497
"2022-03-04",65.93,67.610001,65.660004,67.580002,6514700,66.959663
"2022-03-07",67.800003,69.639999,66.900002,69.230003,9994900,68.594521
"2022-03-08",68.919998,69.489998,67.730003,67.82,7528900,67.197456
"2022-03-09",68.269997,68.449997,67.07,67.120003,5795800,66.503891
"2022-03-10",67.010002,68.75,66.849998,68.610001,5693500,67.980209
"2022-03-11",68.330002,69.150002,68.330002,68.690002,4415500,68.059479
"2022-03-14",68.940002,69.449997,68.279999,68.660004,4530200,68.029755
"2022-03-15",69.389999,69.5,68.339996,68.660004,4836700,68.029755
"2022-03-16",68.440002,68.68,67.480003,68.519997,5351500,67.891029
"2022-03-17",68.580002,69.089996,68.239998,68.410004,5035900,67.782051
"2022-03-18",68.559998,68.82,67.610001,68.029999,8192100,67.405533
"2022-03-21",68.25,69.230003,68.160004,68.889999,4730600,68.257637
"2022-03-22",68.959999,69.029999,68.220001,68.82,3441000,68.188278
"2022-03-23",68.800003,69.239998,68.379997,68.790001,3724000,68.158554
"2022-03-24",68.760002,69.580002,68.730003,69.300003,3889000,68.663879
"2022-03-25",69.5,70.93,69.379997,70.93,5845600,70.278915
"2022-03-28",70.989998,71.169998,70.300003,71,3276800,70.348267
"2022-03-29",71,72.07,70.720001,72.059998,5422300,71.398537
"2022-03-30",72,72.5,71.769997,72.5,3956900,71.834503
"2022-03-31",72.489998,73.18,72.379997,72.510002,5688300,71.844414
"2022-04-01",72.330002,74.190002,71.970001,74.120003,6034300,73.439636
"2022-04-04",73.449997,73.620003,72.480003,73.120003,4660800,72.448814
"2022-04-05",73.419998,75.139999,73.32,74.349998,6729800,73.667519
"2022-04-06",74.68,76.529999,74.410004,76.510002,6877400,75.807693
"2022-04-07",76.050003,76.260002,75.040001,75.760002,6436300,75.064575
"2022-04-08",75.989998,76.690002,75.639999,76.489998,3731200,75.787872
"2022-04-11",76.489998,76.870003,74.360001,74.480003,8172500,73.796333
"2022-04-12",74.459999,75.93,73.989998,75.540001,6069500,74.846596
"2022-04-13",75.550003,75.639999,74.559998,75.360001,4667200,74.668251
"2022-04-14",75.410004,76.279999,74.980003,75.989998,5925800,75.292465
"2022-04-18",76,76.57,75.459999,75.830002,3716600,75.133934
"2022-04-19",76.220001,76.440002,75.43,76.269997,3759200,75.569893
"2022-04-20",76.910004,77.080002,76.400002,76.5,4583000,75.797783
"2022-04-21",76.279999,77.239998,76.099998,76.459999,4898800,75.758148
"2022-04-22",76.5,76.790001,75.82,75.910004,4861700,75.213203
"2022-04-25",76.139999,76.32,73.940002,74.970001,7424100,74.28183
"2022-04-26",74.75,75.419998,73.720001,73.739998,6880500,73.063118
"2022-04-27",73.900002,74.519997,72.849998,73.480003,6407600,72.805511
"2022-04-28",74.639999,76.139999,73.900002,75.580002,5702100,74.88623
"2022-04-29",75.290001,75.370003,73.269997,73.389999,8189500,72.716331
"2022-05-02",74.040001,74.269997,72.129997,73.209999,6371900,72.537987
"2022-05-03",73.18,74.529999,72.860001,73.120003,4747600,72.448814
"2022-05-04",73.550003,74.779999,73.209999,74.57,5712500,73.885498
"2022-05-05",74.25,75.139999,73.43,74.059998,4969700,73.38018
"2022-05-06",73.870003,74.870003,73.519997,74.669998,5242400,73.984581
"2022-05-09",74.300003,75,73.300003,74.230003,6063500,73.548622
"2022-05-10",74.300003,75.370003,72.550003,73.199997,5314100,72.528076
"2022-05-11",73.410004,74.989998,73.199997,73.980003,5758900,73.300919
"2022-05-12",73.980003,74.309998,72.550003,74.080002,6631400,73.400002
"2022-05-13",73.900002,74.029999,72.669998,73.650002,5018100,73.650002
"2022-05-16",73.910004,74.610001,73.589996,74.25,4537900,74.25
"2022-05-17",74.5,74.610001,72.900002,74.150002,4527900,74.150002
"2022-05-18",74.599998,74.779999,73.650002,73.82,5498700,73.82
"2022-05-19",73.709999,73.849998,72.519997,73.330002,5814900,73.330002
"2022-05-20",73.279999,73.769997,72.440002,73.410004,5758200,73.410004
"2022-05-23",74.110001,74.699997,73.379997,74.150002,3927300,74.150002
"2022-05-24",74.419998,75.970001,74.019997,75.690002,7298300,75.690002
"2022-05-25",75.800003,76.089996,75.139999,75.690002,3859800,75.690002
"2022-05-26",76.25,76.300003,75.239998,75.290001,3561800,75.290001
"2022-05-27",75.110001,76.110001,75.059998,76.07,3773800,76.07
"2022-05-31",75.330002,75.989998,74.970001,75.660004,8118800,75.660004
"2022-06-01",75.800003,75.919998,74.760002,75.550003,4902600,75.550003
"2022-06-02",76.139999,76.239998,74.120003,75.949997,4732900,75.949997
"2022-06-03",75.68,75.93,75.120003,75.260002,2686200,75.260002
"2022-06-06",75.489998,75.970001,75.269997,75.349998,4674500,75.349998
"2022-06-07",75.360001,75.720001,74.800003,75.690002,3471200,75.690002
"2022-06-08",75.410004,75.610001,74.540001,74.629997,2981600,74.629997
"2022-06-09",74.849998,75.400002,72.839996,72.889999,4184800,72.889999
"2022-06-10",72.550003,72.779999,71.620003,72.139999,4967400,72.139999
"2022-06-13",71.32,71.580002,68.379997,68.75,6507600,68.75
"2022-06-14",68.809998,68.879997,66.110001,66.779999,6889000,66.779999
"2022-06-15",66.959999,67.459999,65.690002,66.57,6543300,66.57
"2022-06-16",65.82,66.290001,64.940002,66.279999,7006200,66.279999
"2022-06-17",66.400002,66.610001,64.790001,65.389999,9042000,65.389999
"2022-06-21",65.75,67.43,65.580002,67.150002,6334900,67.150002
"2022-06-22",66.699997,68.239998,66.650002,67.690002,5613500,67.690002
"2022-06-23",68.120003,69.43,67.889999,69.279999,5067600,69.279999
"2022-06-24",69.699997,70.040001,69.25,69.830002,4607600,69.830002
"2022-06-27",69.389999,70.68,69.290001,70.370003,3679500,70.370003
"2022-06-28",70.709999,71.43,70.559998,70.620003,3788700,70.620003
"2022-06-29",70.860001,71.309998,70.339996,70.669998,2910400,70.669998
