"","PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted"
"2022-01-04",95.769997,96.940002,95.529999,96.339996,5372400,93.876167
"2022-01-05",96,97.07,95.489998,95.949997,7180700,93.49614
"2022-01-06",96.970001,97.639999,96.120003,97.410004,6279600,94.918808
"2022-01-07",97.389999,99.730003,97.07,99.139999,4764500,96.604561
"2022-01-10",99.699997,100.400002,98.739998,100.279999,7067300,97.715408
"2022-01-11",100.120003,101.019997,99.089996,100.989998,6473300,98.407242
"2022-01-12",100.959999,101.910004,100.160004,101.440002,4812200,98.845741
"2022-01-13",101.330002,102.129997,100.800003,102.099998,6696800,99.488853
"2022-01-14",102.099998,103.540001,101.440002,103.379997,5576100,100.736122
"2022-01-18",103.220001,103.599998,101.470001,101.730003,7123400,99.128326
"2022-01-19",101.809998,102.330002,101.419998,101.489998,6510600,98.894455
"2022-01-20",101.059998,102.779999,100.68,102.019997,5589700,99.410904
"2022-01-21",102.639999,103.75,102.330002,102.919998,5423700,100.287895
"2022-01-24",102.480003,102.989998,98.809998,100.580002,8974600,98.007736
"2022-01-25",99.68,102.639999,98.269997,102.139999,6006400,99.52784
"2022-01-26",101.809998,102.849998,100.57,101.379997,6340300,98.78727
"2022-01-27",102.099998,103.300003,101.410004,102.25,7345900,99.635025
"2022-01-28",102,103.690002,101.389999,103.519997,5520300,100.872543
"2022-01-31",102.470001,103.639999,102.330002,102.849998,8025800,100.219681
"2022-02-01",102.900002,103.650002,102.019997,103.25,8047800,100.609451
"2022-02-02",103,104.169998,102.910004,103.900002,7527700,101.242828
"2022-02-03",104.099998,104.18,103.040001,103.809998,3815500,101.155128
"2022-02-04",103.419998,104.360001,102.699997,103.589996,6374500,100.94075
"2022-02-07",103.589996,104.099998,102.699997,103.580002,5195700,100.931015
"2022-02-08",104.089996,104.260002,103.43,103.849998,5953100,101.194107
"2022-02-09",104.239998,104.540001,103.75,104.099998,4226000,101.437714
"2022-02-10",104.610001,106.440002,103.959999,105.07,7008300,102.382904
"2022-02-11",105.050003,108.57,104.910004,107.959999,8674300,105.19899
"2022-02-14",108,109.419998,107.769997,109.239998,9409900,106.446259
"2022-02-15",109.349998,110.629997,109.07,109.669998,6564500,106.865265
"2022-02-16",109.669998,111.970001,109.300003,111.57,8577200,108.716675
"2022-02-17",110.690002,112.330002,110.650002,111.900002,6320400,109.038239
"2022-02-18",111.5,112.480003,111.18,111.610001,7870300,108.755653
"2022-02-22",110.919998,111.169998,107.540001,108.589996,7944500,105.812881
"2022-02-23",109.169998,109.379997,108.010002,108.589996,5268000,105.812881
"2022-02-24",106.110001,106.330002,101.18,102.790001,10355000,100.161217
"2022-02-25",103.800003,105.980003,103.529999,105.239998,6634400,102.548553
"2022-02-28",102.080002,102.769997,100.07,101.07,10381600,98.485199
"2022-03-01",101.07,102.160004,100.440002,101.440002,5000500,98.845741
"2022-03-02",101.440002,103.489998,101.010002,102.540001,5426100,99.91761
"2022-03-03",101.629997,103.089996,101.629997,102.480003,4584600,99.859146
"2022-03-04",101.040001,101.059998,99.25,99.800003,7054400,97.247681
"2022-03-07",97.349998,97.589996,92.449997,93.199997,14334100,90.816467
"2022-03-08",94.190002,96.360001,92.699997,93.970001,11529300,91.56678
"2022-03-09",95.220001,96.07,93.349998,93.809998,6427300,91.410873
"2022-03-10",92.93,93.830002,91.599998,91.889999,8099400,89.53997
"2022-03-11",92.269997,92.419998,88.760002,88.870003,8629800,86.597214
"2022-03-14",89.889999,90.580002,88.370003,89.589996,16030300,87.29879
"2022-03-15",91.330002,92.949997,90.610001,92.660004,8224500,90.290291
"2022-03-16",93,94.5,92.830002,93.769997,6299100,91.371895
"2022-03-17",93.5,93.849998,92.93,93.330002,6728800,90.943146
"2022-03-18",94.190002,94.699997,93.220001,93.900002,9667800,91.498566
"2022-03-21",94.550003,95,93.389999,94.139999,4593800,91.732437
"2022-03-22",94.290001,95.419998,93.510002,93.650002,5860200,91.254967
"2022-03-23",92.720001,93.139999,91.160004,91.25,5038800,90.119217
"2022-03-24",91.449997,93.080002,91.330002,92.580002,4587100,91.432732
"2022-03-25",92.25,93.480003,92.040001,93.449997,3162600,92.291946
"2022-03-28",92.82,93.199997,91,92.07,4097200,90.929054
"2022-03-29",92.160004,93.629997,92.110001,93.629997,6964600,92.469719
"2022-03-30",93.690002,93.980003,92.800003,93.940002,3935000,92.775879
"2022-03-31",93.779999,94.580002,93.510002,93.940002,6599300,92.775879
"2022-04-01",94.959999,96.949997,94.589996,96.779999,5687000,95.580688
"2022-04-04",95.989998,96.57,95.400002,96.279999,5176200,95.086884
"2022-04-05",95.410004,97.029999,95.410004,95.660004,3623500,94.474571
"2022-04-06",96.779999,99.110001,95.510002,99.019997,7381500,97.792923
"2022-04-07",98.050003,100.129997,97.980003,99.669998,8385400,98.434868
"2022-04-08",100.089996,100.949997,99.870003,100.07,5086200,98.829918
"2022-04-11",100.879997,101.660004,99.580002,101.239998,7200300,99.985413
"2022-04-12",101.040001,101.150002,99.830002,100.489998,5320100,99.244713
"2022-04-13",100.32,101.589996,100.32,101.199997,6708300,99.945908
"2022-04-14",101,102.040001,100.760002,101.769997,4370000,100.508842
"2022-04-18",101.489998,102.25,100.879997,101.050003,7424800,99.797775
"2022-04-19",101.160004,102.690002,100.669998,102.580002,6603900,101.308815
"2022-04-20",102.290001,103.879997,102.290001,103.050003,5796800,101.772987
"2022-04-21",103.370003,105.739998,101.93,105.059998,5835500,103.75808
"2022-04-22",105.169998,105.199997,102.589996,102.690002,4139900,101.41745
"2022-04-25",101.93,102.699997,100.239998,102.529999,4580300,101.25943
"2022-04-26",102.559998,103.300003,102.120003,102.769997,4614700,101.496452
"2022-04-27",103.099998,103.269997,101.610001,101.690002,4259400,100.42984
"2022-04-28",102,103.120003,100.949997,102.410004,4399800,101.140923
"2022-04-29",102.620003,102.959999,99.790001,100,4911100,98.76078
"2022-05-02",101.389999,101.389999,96.489998,98.57,7263500,97.348503
"2022-05-03",98.889999,99.57,97.43,98.989998,3839600,97.763298
"2022-05-04",98.690002,100.639999,98.419998,100.559998,3562100,99.313843
"2022-05-05",99.779999,101.550003,99.139999,99.769997,4072600,98.53363
"2022-05-06",98.989998,99.629997,97.980003,98.940002,3384400,97.713921
"2022-05-09",98.470001,102,97.339996,99.870003,7282300,98.632401
"2022-05-10",99.599998,100.580002,98.129997,98.879997,7091500,97.654663
"2022-05-11",99.550003,104.730003,99.5,103.620003,8132100,102.33593
"2022-05-12",104.059998,105.190002,101.779999,103.370003,7908500,102.089027
"2022-05-13",103.790001,104.82,102.949997,104.43,2816100,103.135887
"2022-05-16",104.360001,106.629997,104.120003,105.910004,5423700,104.597549
"2022-05-17",106.82,106.970001,105.510002,106.300003,4199300,104.982719
"2022-05-18",107,107.010002,105.199997,106.18,5819500,104.864197
"2022-05-19",105,105.18,99.860001,100.5,9297700,99.254585
"2022-05-20",100.68,101.75,99.629997,101.150002,5077000,99.896538
"2022-05-23",103.099998,105.739998,101.599998,102.910004,6296700,101.634727
"2022-05-24",102.779999,106.730003,102.779999,106.620003,6116800,105.298752
"2022-05-25",107.07,109.809998,106.110001,108.57,6839900,107.224579
"2022-05-26",108.860001,109.669998,107.980003,108.07,4623500,106.730782
"2022-05-27",108.599998,108.629997,105.919998,106.970001,6977000,105.644409
"2022-05-31",106.169998,107.220001,105.07,106.25,7741200,104.933334
"2022-06-01",106.480003,106.540001,104.620003,105.760002,6407200,104.449409
"2022-06-02",105.699997,106.370003,103.25,106.209999,5823000,104.893829
"2022-06-03",106.209999,106.970001,105.519997,105.519997,5991600,104.212372
"2022-06-06",106.949997,107.720001,106.010002,106.370003,5633100,105.051849
"2022-06-07",105.639999,106.419998,104.910004,106.279999,4629300,104.962959
"2022-06-08",104.629997,105.18,103.089996,103.540001,8555300,102.25692
"2022-06-09",103.919998,104.099998,101.610001,101.690002,3625700,100.42984
"2022-06-10",100.550003,103.370003,100.199997,102.330002,3819000,101.061913
"2022-06-13",101.349998,101.790001,97.989998,98.5,4297800,97.279373
"2022-06-14",98.970001,100.059998,98.07,98.970001,4013500,97.743546
"2022-06-15",99.589996,100.349998,97.879997,98.209999,5760600,96.992966
"2022-06-16",97.25,98.599998,96.260002,98.269997,5581100,97.052216
"2022-06-17",98,99.160004,97.800003,97.949997,12262300,96.736183
"2022-06-21",100,100.150002,97.68,100.099998,6843000,98.859543
"2022-06-22",99.730003,100.139999,97.209999,99.18,5006900,97.950943
"2022-06-23",99.5,101.870003,99.339996,101.57,5619700,100.311325
"2022-06-24",102,104.75,101,103.400002,6048700,102.118652
"2022-06-27",103.519997,103.949997,102.43,102.709999,5446800,101.437202
"2022-06-28",102.989998,103.879997,101.830002,102.440002,5036600,101.170547
"2022-06-29",101.879997,102.68,100.610001,100.870003,2805300,99.620003
