"","DG.Open","DG.High","DG.Low","DG.Close","DG.Volume","DG.Adjusted"
"2020-12-21",209,212.199997,206.820007,210.960007,1996800,207.987732
"2020-12-22",212.039993,213.5,210.830002,213.070007,1703500,210.067993
"2020-12-23",211.860001,213.339996,211.020004,211.169998,1691200,208.194778
"2020-12-24",211.350006,212.350006,210.639999,211.279999,535700,208.303223
"2020-12-28",213.139999,213.160004,209.610001,210.389999,1269800,207.425751
"2020-12-29",210.759995,211.839996,210.089996,211.339996,1129800,208.362366
"2020-12-30",211.279999,212.070007,209.899994,209.929993,1057400,206.972229
"2020-12-31",209.869995,210.619995,208.149994,210.300003,1396200,207.337036
"2021-01-04",210.25,211.600006,207.800003,209.710007,2036700,207.109879
"2021-01-05",209.429993,210,206.399994,206.729996,1781100,204.166824
"2021-01-06",206.570007,216.059998,205.809998,215.309998,2648100,212.640442
"2021-01-07",215,218.479996,214.600006,217.720001,1519000,215.020569
"2021-01-08",218.639999,219,214.460007,215.809998,1859200,213.134232
"2021-01-11",215.369995,217.649994,214.619995,215.259995,1605000,212.591049
"2021-01-12",214.789993,218.770004,213.649994,218.380005,2155900,215.672379
"2021-01-13",217.210007,219.580002,216.039993,218.220001,1169400,215.514359
"2021-01-14",217.100006,217.860001,213.110001,213.240005,2568700,210.5961
"2021-01-15",213.240005,213.759995,210.449997,211.440002,1795700,208.81842
"2021-01-19",211.5,212.440002,205.960007,206.059998,2148100,203.505096
"2021-01-20",206.889999,207.119995,203.929993,205.119995,2740700,202.576782
"2021-01-21",205.679993,209.389999,204.509995,207.720001,2085100,205.144562
"2021-01-22",207.720001,208.289993,205.759995,206.210007,1455300,203.65329
"2021-01-25",206.759995,207.990005,205.110001,206.570007,1511600,204.008804
"2021-01-26",207.149994,207.559998,205.259995,206.119995,1472500,203.564377
"2021-01-27",205.350006,207.75,198.509995,199.630005,3201600,197.154846
"2021-01-28",199.009995,201.509995,198.25,199.050003,6267000,196.582047
"2021-01-29",199.539993,200,194.369995,194.610001,4483800,192.197113
"2021-02-01",194.610001,195.789993,192.339996,192.75,3087100,190.360168
"2021-02-02",193.589996,198,193.309998,195.350006,3729500,192.927933
"2021-02-03",195.630005,196.899994,195.009995,195.779999,3184400,193.352585
"2021-02-04",196.070007,196.919998,193.929993,195.720001,2842700,193.293335
"2021-02-05",196.25,199.160004,193.020004,193.820007,3784600,191.416901
"2021-02-08",195.320007,198.770004,194.919998,198.380005,3475800,195.920349
"2021-02-09",200.699997,203.889999,198.630005,203.490005,3080900,200.96701
"2021-02-10",205.5,205.759995,200.960007,201.320007,2169200,198.823914
"2021-02-11",200.919998,202.740005,199.899994,200.039993,1495800,197.559769
"2021-02-12",200,200.889999,197.970001,198.600006,1561100,196.137619
"2021-02-16",198.520004,201.410004,197.759995,200.229996,1681100,197.747406
"2021-02-17",199.660004,201.929993,198.820007,201.5,1453700,199.001663
"2021-02-18",199.029999,203.050003,198.5,202.830002,1562900,200.315186
"2021-02-19",203.820007,203.820007,200.610001,201.160004,1826600,198.665894
"2021-02-22",201.050003,201.309998,198.580002,198.770004,1852700,196.305527
"2021-02-23",199.330002,199.330002,195.160004,195.179993,1930600,192.76001
"2021-02-24",194.820007,194.820007,190.419998,192.610001,2484400,190.221878
"2021-02-25",190,191.399994,186.910004,188.679993,3061900,186.340607
"2021-02-26",189.600006,189.830002,187.259995,188.990005,3138700,186.64679
"2021-03-01",189.259995,193.179993,188.970001,192.899994,3630500,190.508286
"2021-03-02",193.270004,193.550003,186.320007,186.5,4136500,184.187653
"2021-03-03",185.479996,187,182.860001,182.889999,3208100,180.622406
"2021-03-04",182.309998,182.699997,176.639999,178.139999,3199500,175.93129
"2021-03-05",178.850006,179.360001,174.350006,178.710007,2522300,176.494247
"2021-03-08",179.990005,184.729996,178.639999,181.979996,2294700,179.723679
"2021-03-09",183.759995,187.300003,182.660004,186.699997,2761900,184.385147
"2021-03-10",187.419998,189.190002,185.910004,187.550003,1832200,185.224655
"2021-03-11",188.389999,190.520004,187.399994,189.669998,2281500,187.318344
"2021-03-12",189.350006,192.399994,187.889999,191.960007,1885700,189.579956
"2021-03-15",194.479996,195.070007,192.470001,194.100006,2548300,191.69342
"2021-03-16",193.210007,195.270004,192.839996,193.550003,2219300,191.150238
"2021-03-17",193.009995,193.220001,187.210007,187.509995,2964500,185.18512
"2021-03-18",176.339996,181.550003,173.5,178.800003,12324900,176.583115
"2021-03-19",179.399994,189.990005,178.660004,187.779999,6939600,185.451782
"2021-03-22",188.300003,196.539993,188.130005,193.960007,5347100,191.555161
"2021-03-23",193.740005,200.339996,193.559998,197.089996,3869700,194.646347
"2021-03-24",197.100006,200.009995,196.130005,197.080002,2561700,194.636475
"2021-03-25",197,199.380005,195.389999,197.779999,2795600,195.327774
"2021-03-26",198.179993,203.100006,197.839996,203.080002,2787800,200.562088
"2021-03-29",202.899994,204.550003,199.110001,203.389999,2454000,200.86824
"2021-03-30",204,205.410004,201.410004,201.75,1966700,199.248581
"2021-03-31",201.75,204.929993,200.690002,202.619995,2195500,200.107773
"2021-04-01",201.990005,204.419998,200.910004,202.399994,2105000,199.890488
"2021-04-05",202.350006,208.070007,202.050003,207.779999,1979300,205.630508
"2021-04-06",205.600006,207.949997,204.970001,205.630005,1823600,203.502762
"2021-04-07",206.080002,207.350006,205.229996,205.729996,1714100,203.601715
"2021-04-08",206.020004,208.850006,205.830002,207.190002,2023400,205.0466
"2021-04-09",207.520004,208.419998,206.600006,206.660004,1949100,204.522095
"2021-04-12",207.25,210.029999,206.869995,209.039993,2192200,206.877472
"2021-04-13",209.860001,212.589996,209.080002,212.039993,2277600,209.846436
"2021-04-14",211.880005,214.679993,211.619995,213.550003,2396800,211.340805
"2021-04-15",213.970001,216.869995,213.270004,215.75,2010200,213.518051
"2021-04-16",216.350006,218.770004,214.75,216.740005,2301200,214.497818
"2021-04-19",217.089996,217.479996,215.5,216.729996,1432700,214.4879
"2021-04-20",217.570007,218.960007,216.940002,218.289993,1463500,216.031754
"2021-04-21",218.580002,219.850006,216.690002,216.839996,1672700,214.596771
"2021-04-22",216.919998,217.279999,213.419998,215.160004,1570700,212.934174
"2021-04-23",215.289993,215.289993,211.25,213.309998,1585100,211.103271
"2021-04-26",212.729996,212.75,209.830002,211.729996,1616400,209.539612
"2021-04-27",211.660004,213.770004,210.270004,212.399994,1435400,210.202698
"2021-04-28",212.080002,213.470001,211.169998,212.080002,1002100,209.886017
"2021-04-29",213.039993,215.470001,212.460007,214.869995,1424000,212.647156
"2021-04-30",214.059998,215.449997,213.539993,214.75,1398800,212.528412
"2021-05-03",216.020004,217.839996,215.779999,216.570007,1503600,214.329575
"2021-05-04",214.550003,216.350006,213.600006,216.240005,1916700,214.002975
"2021-05-05",216.960007,217.270004,215.130005,215.880005,1032400,213.646713
"2021-05-06",216.550003,218.789993,215.559998,218.5,1336400,216.239594
"2021-05-07",219.289993,220.949997,216.770004,220.199997,1374300,217.922012
"2021-05-10",221,222.529999,218.75,218.860001,1506300,216.595871
"2021-05-11",217.679993,217.940002,212.160004,213.899994,1996600,211.687195
"2021-05-12",210.600006,211.880005,205.800003,205.869995,2918400,203.740265
"2021-05-13",206.339996,207.289993,203.039993,205.759995,2499000,203.631393
"2021-05-14",207.240005,207.240005,203.830002,206.199997,2069100,204.066849
"2021-05-17",206.259995,206.690002,201.979996,204.199997,2305200,202.087524
"2021-05-18",205.5,207.820007,204.809998,204.949997,1711100,202.829773
"2021-05-19",203.339996,205.960007,201.639999,203.729996,1443000,201.622391
"2021-05-20",203.690002,205.240005,202.119995,204.119995,1295000,202.008362
"2021-05-21",204.710007,206.070007,204.25,205.039993,1381500,202.918839
"2021-05-24",200.570007,203.940002,196.779999,197.149994,3570500,195.110474
"2021-05-25",198.360001,199.929993,195.759995,198.869995,2294900,196.812683
"2021-05-26",199.690002,201.550003,198.940002,199.979996,2648100,197.911179
"2021-05-27",204,208,202.25,204.389999,4109900,202.275558
"2021-05-28",205.559998,207.139999,202.25,202.960007,2730200,200.860382
"2021-06-01",203,203.449997,201.190002,201.419998,1778800,199.336288
"2021-06-02",200.929993,203.259995,199.899994,202.229996,1702400,200.137924
"2021-06-03",202.679993,206.460007,202,206,2008200,203.868912
"2021-06-04",206.050003,206.970001,204.5,206.759995,1610800,204.621048
"2021-06-07",207.029999,207.089996,205.070007,206,1529000,203.868912
"2021-06-08",207.139999,207.139999,204.789993,205.720001,1651000,203.591797
"2021-06-09",205.970001,206.979996,204.699997,204.929993,1823500,202.809967
"2021-06-10",204.279999,207.039993,204.279999,206.449997,1965600,204.314255
"2021-06-11",207.210007,210.440002,206.339996,209.309998,1757300,207.144653
"2021-06-14",209.619995,210.139999,207.809998,209.550003,1343100,207.382187
"2021-06-15",210.210007,212.75,209.169998,212.119995,2012400,209.925583
"2021-06-16",212.410004,213.029999,209.889999,211.139999,2442300,208.95575
"2021-06-17",211.089996,214.300003,210.610001,213.279999,2147700,211.073608
"2021-06-18",212,214.100006,211.550003,212.699997,3689900,210.499588
"2021-06-21",213.610001,214.850006,212.669998,213.970001,1650000,211.756454
"2021-06-22",214.779999,215.990005,213.619995,214.839996,1277300,212.617462
"2021-06-23",214.5,214.910004,212.820007,214.080002,1528300,211.865311
"2021-06-24",215.169998,215.169998,213.169998,213.899994,1571100,211.687195
"2021-06-25",213.610001,214.199997,211.429993,211.910004,4079600,209.717773
"2021-06-28",212.589996,216.080002,211.929993,215.020004,1504700,212.795593
"2021-06-29",215.309998,219.050003,215.100006,216.990005,1397400,214.745239
"2021-06-30",216.960007,217.399994,215.710007,216.389999,1125700,214.151428
"2021-07-01",216.839996,218.070007,216.130005,217.809998,1264000,215.556747
"2021-07-02",218.050003,219.710007,217.610001,218.529999,1084000,216.687119
"2021-07-06",217.929993,218.949997,216.429993,218.399994,1260800,216.558212
"2021-07-07",218.949997,223.139999,218.009995,221.5,1677300,219.63208
"2021-07-08",220.360001,221.919998,218.75,219.660004,1424200,217.807602
"2021-07-09",219.830002,221.419998,219.309998,220.770004,2009300,218.908249
"2021-07-12",220.160004,220.570007,217.899994,219.460007,1414600,217.609268
"2021-07-13",219.449997,221.929993,219.389999,220.020004,1423800,218.164566
"2021-07-14",220.940002,221.350006,219.309998,220.889999,937000,219.027222
"2021-07-15",221.380005,222.270004,220.270004,221.949997,1263200,220.078278
"2021-07-16",222.720001,223.839996,221.589996,222.169998,2144800,220.296417
"2021-07-19",221.770004,224.940002,221.419998,224.270004,1927700,222.378723
"2021-07-20",224.490005,227.559998,224.149994,226.410004,1315400,224.500687
"2021-07-21",225.839996,226.179993,224.029999,224.220001,1048000,222.329147
"2021-07-22",224.789993,226.490005,223.220001,225.589996,856000,223.687576
"2021-07-23",225.009995,229.110001,225.009995,228.899994,853600,226.969666
"2021-07-26",228.600006,230.479996,227.110001,229.970001,1188100,228.03064
"2021-07-27",230.5,231.240005,228.929993,230.149994,879600,228.209122
"2021-07-28",229,231.389999,228.259995,230.059998,1059300,228.119888
"2021-07-29",231.020004,233.119995,230.520004,233,1000300,231.035095
"2021-07-30",232.509995,234.350006,232.490005,232.639999,1098800,230.678131
"2021-08-02",232.869995,233.330002,228.919998,232.5,1230500,230.539322
"2021-08-03",232.910004,236.429993,232.399994,235.050003,1085800,233.067825
"2021-08-04",235.039993,236.070007,233.559998,234.899994,1091500,232.919067
"2021-08-05",235.589996,236.720001,233.830002,235.809998,1018800,233.821396
"2021-08-06",235.940002,236.589996,234.809998,236.149994,784400,234.158524
"2021-08-09",236.460007,236.940002,235.210007,236.380005,1096800,234.386597
"2021-08-10",236.380005,239.080002,235.710007,238.220001,1080600,236.21106
"2021-08-11",238.419998,239.350006,237.610001,238,1097000,235.99292
"2021-08-12",238.5,238.5,234.869995,236.279999,1669800,234.287415
"2021-08-13",236.889999,237.729996,235.5,236.759995,1306600,234.763382
"2021-08-16",235.490005,237.979996,233.889999,237.839996,1144300,235.834274
"2021-08-17",236.25,236.25,230.779999,231.539993,2030900,229.587402
"2021-08-18",231.770004,234.789993,230.410004,231.639999,1528700,229.686554
"2021-08-19",230.300003,234.199997,228.600006,232.470001,1138500,230.509583
"2021-08-20",232.970001,235.929993,232.080002,234.779999,1247200,232.800079
"2021-08-23",235.490005,238.5,234.380005,234.639999,1324900,232.661255
"2021-08-24",235.029999,235.279999,232.619995,232.75,1367100,230.787186
"2021-08-25",232.880005,235.380005,232.669998,234.740005,1563600,232.760422
"2021-08-26",220.729996,227.570007,215.100006,225.899994,5959600,223.994965
"2021-08-27",225.830002,226.309998,222.789993,225.25,3009000,223.350464
"2021-08-30",225.509995,228.240005,224.580002,225.360001,2078600,223.459518
"2021-08-31",225.460007,226.080002,221.770004,222.910004,2568600,221.030182
"2021-09-01",222.850006,223.669998,220.619995,222.690002,1292200,220.812042
"2021-09-02",222.5,225.020004,222.020004,224.960007,1219900,223.062927
"2021-09-03",225.350006,225.619995,221.699997,222.449997,1107800,220.574066
"2021-09-07",222.830002,223.160004,220.350006,221.539993,1236600,219.671738
"2021-09-08",221.619995,224.080002,220.720001,224.039993,1441000,222.15065
"2021-09-09",223.940002,224.199997,220.080002,220.139999,1439000,218.283539
"2021-09-10",220.729996,221,217.690002,218.050003,1586200,216.211166
"2021-09-13",218.139999,220.660004,217.110001,217.600006,1326900,215.764969
"2021-09-14",217.770004,218.179993,215.210007,216.289993,1157700,214.466003
"2021-09-15",216.339996,218.039993,215.149994,216.970001,1382400,215.140289
"2021-09-16",217.009995,221.970001,217.009995,221.559998,1702200,219.691574
"2021-09-17",221.460007,224.380005,221.460007,222.110001,2306100,220.236938
"2021-09-20",220.570007,223.419998,220.029999,221.789993,1698200,219.919617
"2021-09-21",221.979996,222.800003,219.160004,219.550003,1226900,217.698532
"2021-09-22",220.029999,220.429993,217.160004,219.020004,1386700,217.172989
"2021-09-23",219.660004,220.460007,218.320007,218.360001,855400,216.518555
"2021-09-24",217.839996,218.270004,216.25,217.710007,1135400,215.874039
"2021-09-27",216.850006,218.949997,216.289993,216.759995,1044900,214.932053
"2021-09-28",215.119995,216.690002,214.029999,215.199997,1461300,213.385208
"2021-09-29",215.440002,219.270004,215.440002,216.970001,1148000,215.140289
"2021-09-30",216,216.669998,212.100006,212.139999,1817300,210.351013
"2021-10-01",212.100006,212.279999,208.289993,209.210007,1583300,207.44574
"2021-10-04",208.330002,209.070007,204.770004,206.190002,1499800,204.862457
"2021-10-05",206.940002,207.440002,205.089996,205.610001,1301500,204.286194
"2021-10-06",205,207.339996,203.800003,207.119995,1140400,205.786453
"2021-10-07",207.820007,211.289993,207.820007,210.830002,1347500,209.47258
"2021-10-08",210.830002,211.380005,209.160004,210.399994,918100,209.045349
"2021-10-11",209.679993,211.320007,209.679993,209.789993,1209100,208.439255
"2021-10-12",210.479996,211.289993,207.589996,208.259995,1771000,206.919113
"2021-10-13",207.949997,211.130005,207.850006,209.399994,1159400,208.051788
"2021-10-14",209.970001,214.119995,209.5,212.800003,1216600,211.429901
"2021-10-15",213.830002,214.639999,212.669998,212.800003,991400,211.429901
"2021-10-18",212.300003,214,211.25,213.699997,994500,212.324097
"2021-10-19",213.759995,214.600006,212.490005,213.789993,858200,212.413513
"2021-10-20",214.479996,216.710007,213.759995,215.229996,1080600,213.844238
"2021-10-21",215.779999,219.690002,215.029999,218.940002,1144500,217.53038
"2021-10-22",219.789993,221.699997,218.679993,220.309998,893300,218.891541
"2021-10-25",220.279999,223.360001,219.009995,222.490005,798400,221.05751
"2021-10-26",223.279999,223.279999,221.179993,221.529999,925600,220.103683
"2021-10-27",221.570007,221.979996,219.630005,220.369995,1037700,218.951157
"2021-10-28",220.759995,221.830002,220.240005,220.919998,819700,219.49762
"2021-10-29",220.169998,222.729996,219.649994,221.520004,811400,220.093765
"2021-11-01",222.210007,222.479996,219.520004,220.470001,870000,219.050522
"2021-11-02",220.779999,222.600006,219.679993,221.839996,1100000,220.411697
"2021-11-03",221.100006,224,219.899994,223.720001,1237900,222.279602
"2021-11-04",224.190002,228.25,223.770004,226.210007,1543700,224.753571
"2021-11-05",227.320007,227.960007,223.899994,225.630005,958300,224.177307
"2021-11-08",223.300003,225.460007,217.570007,220.929993,1891600,219.507538
"2021-11-09",219.289993,222.5,218.869995,220.179993,869700,218.762375
"2021-11-10",219.830002,221.520004,218.679993,220.770004,740300,219.348602
"2021-11-11",220.990005,222.029999,220.320007,221.279999,1001200,219.855301
"2021-11-12",222.600006,225.690002,221.820007,225,1370300,223.551361
"2021-11-15",227.979996,231.729996,225.580002,227,1794200,225.538467
"2021-11-16",227,231.399994,227,230.330002,1693400,228.847031
"2021-11-17",228.380005,228.5,220.360001,222.880005,2383400,221.445007
"2021-11-18",224.059998,224.059998,220.529999,222.339996,1779700,220.908478
"2021-11-19",222.830002,226.039993,222.399994,224.550003,1794500,223.104248
"2021-11-22",226,229.160004,223.559998,225.960007,1627300,224.505173
"2021-11-23",226.089996,226.729996,222.899994,225.139999,1163700,223.690445
"2021-11-24",224.119995,225.339996,222.179993,223.429993,956800,221.991455
"2021-11-26",222.639999,226.449997,222.330002,224.419998,998000,222.975098
"2021-11-29",225,228.669998,223.130005,225.070007,1794500,223.620895
"2021-11-30",223.089996,225.369995,220.820007,221.300003,3072900,219.875183
"2021-12-01",221.309998,228.449997,221.309998,222.789993,3450200,221.35556
"2021-12-02",218.139999,221.610001,211.449997,215.809998,3452900,214.420502
"2021-12-03",217.080002,223.990005,214.809998,222,3111400,220.570648
"2021-12-06",221.710007,230.210007,221.369995,225.529999,2316300,224.077942
"2021-12-07",226.610001,226.970001,220.449997,224.5,1611300,223.054565
"2021-12-08",225.160004,225.289993,218.029999,221.410004,2151300,219.984467
"2021-12-09",221.440002,222.889999,219.479996,222.330002,1262100,220.898544
"2021-12-10",222.509995,224.210007,221.300003,222.399994,1397800,220.968079
"2021-12-13",221.869995,226.850006,221.630005,226,1949500,224.544922
"2021-12-14",224.949997,226.770004,224.059998,225.449997,1708600,223.998459
"2021-12-15",225.25,226.449997,223,226.119995,1570100,224.664139
"2021-12-16",226.270004,226.5,222.759995,225.660004,1362600,224.207108
"2021-12-17",226.389999,226.809998,221.029999,222.5,3492200,221.067444
"2021-12-20",220.710007,221.320007,215.929993,220.399994,2155300,218.980957
"2021-12-21",219.869995,222.050003,217.919998,221.720001,1142500,220.292465
"2021-12-22",221.649994,221.910004,219.100006,220.220001,1005600,218.802139
"2021-12-23",220.410004,222.660004,219.669998,221.330002,2241600,219.904984
"2021-12-27",222.179993,224.839996,222.050003,224.690002,2345500,223.243347
"2021-12-28",225.410004,229.509995,225.410004,228.320007,1805100,226.849976
"2021-12-29",229.380005,234,228.660004,233.580002,1582500,232.076111
"2021-12-30",234.75,237.550003,233.75,235.830002,1312400,234.31163
"2021-12-31",236.520004,239,235.399994,235.830002,1714700,234.31163
"2022-01-03",234.320007,236.470001,232.360001,235.479996,1499100,234.381287
"2022-01-04",233.440002,235.910004,233.009995,233.699997,1348500,232.609589
"2022-01-05",233.970001,237,232.679993,233.800003,1829500,232.709122
