"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"2020-12-17",115.809998,116.139999,114.129997,115.290001,1794700,111.786819
"2020-12-18",115.029999,116.480003,114.300003,116.080002,4499000,112.552818
"2020-12-21",115.18,117.550003,113.949997,116.980003,2548500,113.425484
"2020-12-22",117.18,117.629997,115.730003,116.610001,1552700,113.066719
"2020-12-23",117.510002,118.660004,116.980003,117.019997,1109400,113.464256
"2020-12-24",117.199997,118.080002,116.010002,118.07,362200,114.482353
"2020-12-28",119.07,119.959999,117.660004,117.720001,1075500,114.142982
"2020-12-29",118.239998,118.529999,116.040001,117.160004,874300,113.599998
"2020-12-30",117.870003,119.599998,117.550003,119.300003,1288400,115.67498
"2020-12-31",119.269997,120.400002,118.730003,120.139999,1056900,116.489441
"2021-01-04",120.300003,121.580002,117.870003,118.75,1947800,115.141685
"2021-01-05",118.32,120.540001,118.18,120.010002,1217200,116.363403
"2021-01-06",122.309998,128.360001,122.160004,126.449997,3083000,122.607712
"2021-01-07",127.790001,130,126.43,129.089996,2585300,125.167496
"2021-01-08",129.279999,129.899994,125.139999,126.879997,2695400,123.024651
"2021-01-11",125.199997,127.769997,125.129997,126.959999,1490100,123.102219
"2021-01-12",126.989998,128.610001,126.160004,128.339996,1479700,124.440292
"2021-01-13",127.910004,128.339996,125.300003,125.410004,2344100,121.599312
"2021-01-14",126.230003,126.599998,124.190002,124.620003,4047400,120.833321
"2021-01-15",122.879997,123.400002,121,123.169998,2590400,119.427383
"2021-01-19",124.5,126.959999,124.010002,125.5,2144500,121.686584
"2021-01-20",125.550003,126.489998,124.370003,125.980003,1698500,122.152008
"2021-01-21",125.93,126.870003,124.900002,125.129997,1348400,121.32782
"2021-01-22",124.43,125.220001,122.93,124.43,1405700,120.649101
"2021-01-25",123.959999,124.230003,121.290001,121.82,1598900,118.118408
"2021-01-26",122.529999,122.610001,120.5,120.739998,1140700,117.07122
"2021-01-27",118.68,118.910004,114.010002,114.860001,2062200,111.369888
"2021-01-28",115.919998,119.709999,115.519997,118.290001,1537100,114.695663
"2021-01-29",117.830002,121.75,116.739998,117.699997,2444700,114.123589
"2021-02-01",119,122.169998,118.330002,121.540001,3054600,117.846916
"2021-02-02",121.75,123.43,118.660004,120.440002,4883000,116.780334
"2021-02-03",120.889999,121.550003,119,119.540001,2133200,115.907684
"2021-02-04",119.739998,120.889999,119.010002,120.540001,2184100,116.877296
"2021-02-05",122.040001,122.690002,120.059998,121.940002,1983000,118.234756
"2021-02-08",122.699997,123.029999,119.419998,120.220001,2548000,116.567017
"2021-02-09",120.449997,120.610001,118.599998,119.830002,1857600,116.188866
"2021-02-10",121.589996,122.790001,120.870003,121.760002,2988400,118.060226
"2021-02-11",122.339996,123.980003,121.459999,123.529999,2285800,119.776443
"2021-02-12",122.589996,124.199997,122.32,123.980003,1586800,120.212769
"2021-02-16",126,126.370003,124.949997,125,2167800,121.201775
"2021-02-17",123.300003,125.339996,123.300003,125.029999,1302600,121.230865
"2021-02-18",124.239998,125.730003,124.110001,125.190002,1513400,121.386017
"2021-02-19",126.370003,128.669998,126.029999,127.800003,2662100,123.916702
"2021-02-22",127.220001,131.720001,126.699997,130.850006,2533100,126.874031
"2021-02-23",130.770004,131.5,127.400002,130.860001,2963800,126.88372
"2021-02-24",131.309998,133.919998,131.029999,132.679993,3035200,128.648422
"2021-02-25",132.800003,133.570007,129.690002,130.160004,2635700,126.204987
"2021-02-26",130.479996,132.039993,128.580002,130.190002,2539100,126.23407
"2021-03-01",132.009995,135.839996,131.300003,134.240005,2858000,130.161041
"2021-03-02",134.259995,134.919998,133.339996,133.970001,1936500,129.899216
"2021-03-03",137.039993,138.179993,135.020004,135.529999,3315800,131.411804
"2021-03-04",134.460007,136.550003,131.460007,134.449997,2390900,130.364639
"2021-03-05",136.339996,137.919998,132.210007,137.389999,2382000,133.215302
"2021-03-08",138.690002,141.050003,137.600006,139.440002,2174500,135.203018
"2021-03-09",139.899994,139.899994,136.199997,136.25,2805000,132.10994
"2021-03-10",136.779999,140.350006,136.220001,139.25,2313700,135.018784
"2021-03-11",139.580002,141.369995,138.960007,139.210007,1844900,134.979996
"2021-03-12",140.320007,141,139.460007,140.770004,1759500,136.492599
"2021-03-15",137.889999,139.589996,136.559998,139.550003,3192000,136.044144
"2021-03-16",139.550003,139.550003,135.820007,136.830002,2427100,133.392471
"2021-03-17",137.300003,138.529999,136.059998,138,2593900,134.533081
"2021-03-18",138.199997,139.759995,136.679993,136.960007,2707400,133.519226
"2021-03-19",136.639999,136.679993,133.179993,133.259995,12545600,129.912155
"2021-03-22",133.470001,135.339996,132.240005,134.860001,2805100,131.471985
"2021-03-23",133.919998,135.880005,132.330002,132.929993,1851300,129.590439
"2021-03-24",134.009995,136.190002,133.850006,134.449997,2195600,131.072266
"2021-03-25",133.729996,136.460007,131.860001,135.820007,1511700,132.407867
"2021-03-26",136.970001,138.860001,136.309998,138.690002,1988100,135.20578
"2021-03-29",138,139.600006,137.759995,138.550003,2399500,135.069275
"2021-03-30",138.580002,140.179993,138.460007,139.660004,2058500,136.151382
"2021-03-31",140.059998,141.289993,138.25,138.279999,2338000,134.806046
"2021-04-01",139.029999,139.779999,137.960007,139.490005,2379400,135.985657
"2021-04-05",141.389999,143.240005,140.429993,142.360001,2039000,138.783554
"2021-04-06",142.169998,143.289993,140.869995,141.119995,1393100,137.574707
"2021-04-07",140.710007,141.490005,139.669998,140.380005,1882500,136.853302
"2021-04-08",139.979996,140.559998,138.779999,139.899994,1743300,136.385361
"2021-04-09",140.699997,141.050003,139.039993,140.449997,2430800,136.921524
"2021-04-12",140.199997,141.600006,140.199997,141.289993,1437800,137.740433
"2021-04-13",140.5,140.770004,138.350006,139.800003,1535900,136.287842
"2021-04-14",139.850006,141.240005,139.710007,140.240005,1552200,136.716827
"2021-04-15",140.869995,141.220001,139.910004,140.800003,1619900,137.262741
"2021-04-16",142.460007,143.089996,140.410004,141.149994,1370000,137.603958
"2021-04-19",141.399994,141.399994,140.009995,140.779999,1259300,137.243256
"2021-04-20",140.020004,140.279999,137.559998,138.460007,1503700,134.981552
"2021-04-21",138.529999,141.589996,138.199997,141.509995,1432800,137.95491
"2021-04-22",142.139999,142.570007,140.899994,141.399994,2295000,137.847672
"2021-04-23",141.889999,143.679993,141.330002,142.970001,1652400,139.378235
"2021-04-26",143.330002,144.550003,143.070007,143.369995,1288400,139.768188
"2021-04-27",143.369995,145.009995,142.520004,144.589996,1874900,140.95752
"2021-04-28",144.130005,145.889999,143.800003,144.529999,1570100,140.899033
"2021-04-29",145.910004,145.949997,143.600006,145.020004,1602700,141.376724
"2021-04-30",143.910004,144.419998,142.660004,142.929993,1489800,139.339233
"2021-05-03",144.929993,145.369995,143.080002,144.360001,1548600,140.733292
"2021-05-04",143.190002,145.089996,141.229996,144.669998,3727600,141.035522
"2021-05-05",145.309998,146.5,143.220001,145.479996,2731300,141.825165
"2021-05-06",145.75,146.5,144.589996,146.440002,1901000,142.761047
"2021-05-07",145.649994,148.339996,144.460007,147.520004,1593300,143.813919
"2021-05-10",148.039993,149.380005,147.389999,147.419998,1452600,143.716431
"2021-05-11",146.520004,146.919998,144.380005,145.759995,1636300,142.098145
"2021-05-12",145.020004,146.089996,143.300003,143.690002,3123300,140.080139
"2021-05-13",142.610001,146.789993,142.610001,145.800003,2040100,142.892929
"2021-05-14",146.710007,148.630005,146.309998,148.160004,1512700,145.205872
"2021-05-17",147.669998,148.649994,146.800003,147.429993,1466800,144.490402
"2021-05-18",147.300003,147.419998,144.270004,144.330002,1267400,141.452225
"2021-05-19",142.179993,143.160004,140.520004,142.759995,1950500,139.913528
"2021-05-20",143.389999,143.809998,141.880005,143.630005,2279000,140.76619
"2021-05-21",144.630005,145.559998,142.770004,143.429993,1790900,140.57016
"2021-05-24",144.619995,144.619995,142.639999,143.639999,1341000,140.775986
"2021-05-25",143.639999,144.669998,142.289993,142.809998,1685300,139.962524
"2021-05-26",143.199997,143.690002,142.119995,142.979996,1170400,140.12915
"2021-05-27",144.440002,145.410004,144.070007,144.589996,3082300,141.707031
"2021-05-28",145.270004,145.529999,144.279999,145.25,1539500,142.353867
"2021-06-01",146.979996,147.25,145.600006,146.289993,1321000,143.373154
"2021-06-02",146.199997,146.889999,145.410004,145.970001,1545900,143.059525
"2021-06-03",145.740005,147.059998,144.559998,146.419998,1277300,143.500549
"2021-06-04",146.910004,148.850006,146.910004,148.509995,1617000,145.548874
"2021-06-07",148.850006,149.050003,145.860001,146.850006,1820500,143.921997
"2021-06-08",146.809998,147.960007,145.330002,147.119995,1327500,144.186569
"2021-06-09",146.880005,147.309998,145.830002,146.410004,978300,143.490768
"2021-06-10",147.130005,147.729996,145.970001,146.820007,1648100,143.892578
"2021-06-11",147.009995,148.119995,145.619995,146.630005,997900,143.706375
"2021-06-14",146.449997,146.690002,144.880005,146,1318400,143.088913
"2021-06-15",146.289993,147.869995,145.369995,147.850006,1475900,144.902039
"2021-06-16",147.740005,148.669998,145.699997,146.369995,1590400,143.451553
"2021-06-17",146.220001,146.419998,140.910004,142.619995,2517800,139.776306
"2021-06-18",140.570007,141.429993,139.119995,139.259995,3066900,136.483307
"2021-06-21",140.470001,143.600006,140.410004,143.039993,1488900,140.187943
"2021-06-22",142.940002,143.919998,141.779999,142.830002,1487800,139.982117
"2021-06-23",143.190002,145.589996,142.970001,144.410004,1962400,141.530624
"2021-06-24",145.279999,146.080002,144.289993,145.649994,1291600,142.745895
"2021-06-25",146.160004,147.5,146.080002,146.690002,1469600,143.765167
"2021-06-28",146.949997,146.949997,144.779999,146.5,1170600,143.578949
"2021-06-29",147.350006,147.979996,146.429993,146.490005,1433500,143.569138
"2021-06-30",146.100006,148.490005,145.789993,148.179993,1597400,145.225449
"2021-07-01",149.880005,150.710007,149.350006,150.169998,2246300,147.175797
"2021-07-02",150.009995,151.449997,149.389999,151.399994,1187300,148.381241
"2021-07-06",151.25,151.25,147.369995,149.699997,1633100,146.715134
"2021-07-07",149.490005,152.270004,149.470001,152.179993,1409400,149.145676
"2021-07-08",150,151.800003,149.520004,150.570007,1856100,147.56781
"2021-07-09",152.330002,154.300003,152.240005,153.559998,1479500,150.498184
"2021-07-12",152.960007,155.25,152.330002,155.070007,1764600,151.978104
"2021-07-13",154.600006,155.309998,153.770004,154.039993,1644200,150.968597
"2021-07-14",154.729996,155.669998,148.309998,153.399994,3902500,150.34137
"2021-07-15",152.220001,154.539993,152.179993,153.869995,1278200,150.802002
"2021-07-16",154.809998,155.25,152.610001,152.740005,1636300,149.694534
"2021-07-19",150.529999,150.529999,146.990005,149.190002,1872800,146.215317
"2021-07-20",150.330002,154.419998,149.110001,154.089996,1744900,151.017593
"2021-07-21",154.960007,156.639999,154.75,155.630005,1555600,152.526932
"2021-07-22",156.070007,156.229996,154.899994,156.050003,1313100,152.938538
"2021-07-23",156.860001,157.339996,155.850006,156.729996,1105800,153.604965
"2021-07-26",156.479996,157.639999,155.339996,156.029999,1708400,152.918945
"2021-07-27",155.119995,157.229996,154.300003,156.139999,1326600,153.026733
"2021-07-28",156.360001,156.929993,154.759995,155.460007,1890700,152.360321
"2021-07-29",156.639999,158.110001,155.929993,157.710007,1224800,154.565445
"2021-07-30",157.429993,158.690002,157.039993,158.050003,1502000,154.898666
"2021-08-02",158.589996,159.960007,156.490005,156.490005,1372200,153.369766
"2021-08-03",159.600006,163.289993,158.889999,162.809998,2420900,159.563751
"2021-08-04",163.070007,164.270004,161.690002,161.830002,1571900,158.603287
"2021-08-05",163.009995,163.660004,161.089996,161.919998,1280700,158.691483
"2021-08-06",163,163.729996,162.039993,162.889999,1060000,159.642166
"2021-08-09",162.210007,163.789993,161.630005,163.289993,1181200,160.03418
"2021-08-10",164.050003,167.529999,163.899994,167.350006,2058300,164.013229
"2021-08-11",168.039993,168.880005,166.389999,166.910004,1476100,163.582001
"2021-08-12",165.839996,167.350006,165.039993,167.169998,1711900,164.586243
"2021-08-13",166.850006,167.929993,166.229996,167.619995,1717300,165.029282
"2021-08-16",167.309998,168.899994,166.339996,168.509995,1181700,165.905533
"2021-08-17",167.619995,167.899994,164.960007,166.899994,1181200,164.320404
"2021-08-18",166.490005,168.300003,166.330002,166.440002,1323200,163.867523
"2021-08-19",165.039993,168.179993,163.580002,166.940002,1384500,164.359802
"2021-08-20",167.919998,167.919998,166.229996,167.460007,1025200,164.871765
"2021-08-23",168.289993,169.639999,167.729996,168.839996,1398300,166.230423
"2021-08-24",168.399994,170.259995,167.669998,169.389999,1524400,166.771927
"2021-08-25",169.770004,171.320007,169.419998,170.210007,994700,167.579269
"2021-08-26",170.270004,170.570007,169.190002,169.360001,1201000,166.742401
"2021-08-27",170.130005,170.669998,168.639999,170.029999,1138000,167.402039
"2021-08-30",170.679993,171.229996,169.710007,170.210007,969400,167.579269
"2021-08-31",169.929993,170.199997,168.020004,168.360001,1863700,165.757858
"2021-09-01",168.220001,168.410004,165.759995,166.75,1548800,164.172745
"2021-09-02",167.339996,168.169998,166.679993,168.130005,1529500,165.531418
"2021-09-03",168.190002,168.190002,166.330002,166.380005,1255400,163.808456
"2021-09-07",165.75,165.800003,163.559998,163.699997,1748800,161.169876
"2021-09-08",162.619995,164.300003,161.399994,163.360001,1601900,160.835144
"2021-09-09",163.339996,164.330002,161.210007,161.529999,1215800,159.033401
"2021-09-10",163.139999,163.279999,160.309998,160.389999,1654900,157.911026
"2021-09-13",161.080002,162,156.190002,158.270004,2685200,155.823792
"2021-09-14",155.520004,158.470001,155.520004,156.300003,2784900,153.884247
"2021-09-15",156.009995,161.139999,155.759995,160.550003,2964900,158.068573
"2021-09-16",160.710007,160.710007,158.229996,159.289993,1479100,156.828033
"2021-09-17",157.979996,158.160004,156.169998,157.529999,3115100,155.09523
"2021-09-20",154.449997,156.649994,153.889999,156.5,1700800,154.081161
"2021-09-21",157.089996,157.520004,153.889999,154.589996,1231900,152.200668
"2021-09-22",155.630005,157.589996,155.630005,156.429993,1343900,154.012238
"2021-09-23",157.580002,158.460007,157.360001,158,2237600,155.557968
"2021-09-24",157.509995,158.199997,155.880005,156.009995,1045800,153.598724
"2021-09-27",155.970001,157.309998,155.080002,155.149994,1642500,152.752029
"2021-09-28",155,155.389999,152.520004,153.990005,1806500,151.609955
"2021-09-29",154.330002,154.639999,153.169998,153.470001,1590300,151.097992
"2021-09-30",153.839996,154.190002,149.25,149.309998,2122000,147.002289
"2021-10-01",149.720001,151.630005,148.190002,150.649994,1605900,148.321564
"2021-10-04",149.949997,151.389999,147.350006,148.360001,1748600,146.066956
"2021-10-05",149.020004,152.119995,148.199997,151.259995,1762300,148.92215
"2021-10-06",149.740005,151.820007,148.110001,151.699997,1067700,149.355331
"2021-10-07",153.389999,154.649994,153.210007,153.919998,1783400,151.541016
"2021-10-08",153.339996,154.220001,152.770004,153.559998,1154300,151.1866
"2021-10-11",153.429993,154.759995,152.429993,152.559998,1179900,150.202042
"2021-10-12",153.309998,154.279999,151.350006,151.619995,1270800,149.276581
"2021-10-13",152.360001,154.449997,151.539993,153.389999,1404200,151.019226
"2021-10-14",154.639999,159.949997,153.75,159.570007,2075400,157.103714
"2021-10-15",160.860001,162.449997,159.529999,161.449997,1678800,158.954651
"2021-10-18",160.369995,161.880005,159.809998,161.270004,884200,158.777435
"2021-10-19",162.080002,162.570007,160.889999,161.479996,883300,158.984177
"2021-10-20",161.740005,163.330002,160.729996,163.199997,1146000,160.677597
"2021-10-21",162.059998,162.570007,160.669998,162.119995,1368100,159.614288
"2021-10-22",162.740005,164.039993,162.279999,162.380005,771800,159.870285
"2021-10-25",162.199997,163.940002,161.330002,162.509995,1022900,159.99826
"2021-10-26",163.179993,163.179993,161.270004,161.339996,983600,158.846344
"2021-10-27",161.729996,163.449997,160.059998,160.119995,1029700,157.645203
"2021-10-28",160.119995,165.070007,160.119995,164.960007,1632900,162.4104
"2021-10-29",164.339996,165.960007,163.820007,164.759995,1678100,162.213486
"2021-11-01",165.199997,165.940002,163.259995,164.339996,1637300,161.799973
"2021-11-02",166.139999,172.240005,165,171.630005,2398100,168.97731
"2021-11-03",169.639999,172.009995,167.330002,169.490005,1953900,166.870392
"2021-11-04",170.919998,173.059998,170.589996,171.979996,1147600,169.321899
"2021-11-05",172.929993,173.449997,170.279999,171.300003,1217600,168.652405
"2021-11-08",174.330002,174.809998,172.300003,173.720001,1695300,171.035019
"2021-11-09",173.889999,175.240005,173.429993,174.660004,1036900,171.96048
"2021-11-10",173.949997,173.949997,171.320007,171.869995,1314400,169.95311
"2021-11-11",172.029999,172.130005,169.509995,169.919998,1156000,168.024857
"2021-11-12",170.460007,172.320007,168.820007,171.800003,1188400,169.883911
"2021-11-15",171.990005,173.210007,171.559998,172.740005,1019600,170.813416
"2021-11-16",172.740005,175.720001,172.419998,173.800003,1434800,171.861603
"2021-11-17",173.800003,174.300003,171.509995,173.100006,1433300,171.169418
"2021-11-18",173.160004,173.580002,171.660004,173.320007,900800,171.386963
"2021-11-19",173.380005,173.809998,171.919998,172.300003,1334200,170.378326
"2021-11-22",173.380005,174.910004,172.190002,172.320007,1254800,170.398117
"2021-11-23",172.020004,172.940002,171.279999,172.570007,1054300,170.645309
"2021-11-24",171.460007,172.229996,170.169998,170.949997,1235900,169.043381
"2021-11-26",166.639999,168.179993,164.410004,167.509995,1121000,165.641739
"2021-11-29",169.380005,169.649994,165.449997,167.380005,2068700,165.513199
"2021-11-30",166.070007,166.910004,161.380005,162.059998,4247200,160.252533
"2021-12-01",165.479996,167.259995,161.369995,161.470001,1947100,159.669113
"2021-12-02",162.100006,167.529999,162.100006,166.630005,1413200,164.771576
"2021-12-03",167.330002,168.100006,164.479996,166.440002,1360800,164.583679
"2021-12-06",167.789993,170.660004,166.529999,169.830002,1733500,167.935867
"2021-12-07",172.169998,174.470001,170.25,170.589996,1884600,168.687393
"2021-12-08",170.889999,171.449997,168.029999,169.919998,1986900,168.024857
"2021-12-09",169.779999,170,167.460007,168.589996,1844800,166.709702
"2021-12-10",169.570007,170.889999,169.139999,170.460007,1432800,168.558853
"2021-12-13",170.639999,171.350006,168.800003,169.699997,1598800,167.807312
"2021-12-14",168.410004,169.350006,162.550003,164.839996,2838000,163.001526
"2021-12-15",166.149994,169.5,165.399994,169.259995,2263800,167.372223
"2021-12-16",170.669998,171.25,167.940002,168.800003,1403500,166.917374
"2021-12-17",168.529999,169.490005,164.720001,165.070007,2666700,163.228973
"2021-12-20",163.320007,164.550003,161.160004,164.059998,2146700,162.230225
"2021-12-21",165.419998,167.369995,164.399994,167.240005,2014100,165.374771
"2021-12-22",166.75,167.679993,166.320007,166.740005,1259800,164.880341
"2021-12-23",167.270004,169.179993,167.149994,168.039993,861800,166.165817
"2021-12-27",168.940002,170.740005,167.729996,170.669998,730700,168.76651
"2021-12-28",170.619995,171.759995,170.309998,171.199997,672300,169.290588
"2021-12-29",171.649994,172.119995,170.479996,171.710007,1467500,169.794922
"2021-12-30",172.080002,172.520004,171.220001,171.419998,884400,169.508133
"2021-12-31",170.970001,173.679993,170.970001,172.820007,838600,170.892532
"2022-01-03",173.389999,173.389999,167.919998,168.660004,1307200,166.778915
