"","FBHS.Open","FBHS.High","FBHS.Low","FBHS.Close","FBHS.Volume","FBHS.Adjusted"
"2022-01-07",104.540001,104.639999,101.059998,101.32,854600,100.564095
"2022-01-10",100,100.459999,98.599998,100.370003,832700,99.621185
"2022-01-11",100.690002,102.980003,99.690002,102.900002,908700,102.132301
"2022-01-12",103.93,105.110001,103.449997,104.800003,848300,104.018127
"2022-01-13",105.129997,106.389999,103.550003,103.860001,557400,103.085144
"2022-01-14",102.160004,103.379997,100.57,101.480003,547600,100.7229
"2022-01-18",100.400002,100.68,97.870003,98.370003,699000,97.636101
"2022-01-19",99.059998,99.410004,96.870003,96.949997,526200,96.226685
"2022-01-20",98.150002,99.889999,96.279999,96.550003,978100,95.829681
"2022-01-21",95.769997,97.57,94.339996,94.410004,796700,93.705643
"2022-01-24",92.620003,98.169998,92.379997,97.870003,956700,97.139832
"2022-01-25",95.730003,97.230003,93.879997,95.190002,495000,94.47982
"2022-01-26",96.18,97.360001,91.379997,92.139999,970600,91.452583
"2022-01-27",92.900002,93.959999,89.300003,90.669998,965100,89.993546
"2022-01-28",90.519997,92.589996,87.949997,92.5,1325000,91.809898
"2022-01-31",92.209999,94.339996,91.790001,94.169998,777800,93.46743
"2022-02-01",94.18,95,91.720001,93.940002,829400,93.239151
"2022-02-02",94.099998,95.080002,92.720001,94.959999,1212000,94.251541
"2022-02-03",94.010002,94.010002,89.629997,90.989998,1562000,90.311157
"2022-02-04",90.309998,90.5,87.43,89.410004,1416900,88.74295
"2022-02-07",89.410004,90.419998,88.830002,89.25,1124400,88.584137
"2022-02-08",89,91.739998,88.800003,90.949997,1255100,90.271454
"2022-02-09",91.889999,93.599998,91.889999,93.269997,867300,92.574142
"2022-02-10",91.300003,92.970001,89.239998,89.620003,1279700,88.951385
"2022-02-11",89.940002,91.050003,88.459999,88.800003,1218400,88.137497
"2022-02-14",89.139999,90.019997,88.040001,89.239998,1645000,88.574211
"2022-02-15",90.639999,91.349998,89.860001,90.410004,1074900,89.735481
"2022-02-16",89.989998,91.82,89.669998,91.110001,1396600,90.43026
"2022-02-17",90.589996,91.470001,89.290001,89.370003,914400,88.703247
"2022-02-18",89.57,90.830002,88.559998,88.790001,1331800,88.127579
"2022-02-22",88.230003,89.099998,85.839996,86.279999,1348000,85.636292
"2022-02-23",87.059998,87.339996,84,84.209999,1215400,83.581741
"2022-02-24",81.589996,85.050003,81.230003,85.050003,1950900,84.697098
"2022-02-25",85.25,88.059998,84.690002,87.980003,1560900,87.614944
"2022-02-28",86.650002,87.550003,85.620003,86.900002,1314400,86.539421
"2022-03-01",86.559998,86.610001,83.029999,83.849998,1517100,83.502075
"2022-03-02",84.540001,86.82,83.849998,86.32,1904800,85.961823
"2022-03-03",87.730003,88.260002,86.559998,87.019997,1396200,86.65892
"2022-03-04",85.940002,86.300003,84,84.790001,1273800,84.438179
"2022-03-07",84.949997,84.989998,80.970001,81.010002,1427000,80.673859
"2022-03-08",81.25,83.519997,80.339996,81.370003,1512100,81.032372
"2022-03-09",83.480003,86.129997,83.059998,84.970001,1289300,84.617432
"2022-03-10",83.269997,84.589996,83.150002,84.290001,949700,83.940247
"2022-03-11",85.360001,85.650002,83.760002,83.879997,1016100,83.531944
"2022-03-14",84.669998,84.870003,82.160004,82.529999,1024200,82.187553
"2022-03-15",83.199997,84.610001,82.940002,84.32,1207800,83.970123
"2022-03-16",85.160004,86.720001,83.230003,85.519997,1604200,85.165138
"2022-03-17",84.639999,86.510002,84.589996,86.290001,743900,85.931953
"2022-03-18",86.080002,87.440002,84.940002,86.93,1564500,86.569298
"2022-03-21",84.120003,85.809998,82.589996,83.230003,1174700,82.884651
"2022-03-22",83.800003,83.940002,81.970001,82.720001,1485200,82.376762
"2022-03-23",81.550003,81.669998,79.099998,79.540001,1728200,79.209961
"2022-03-24",79.400002,79.559998,77.18,77.57,2108500,77.248131
"2022-03-25",77.730003,77.989998,75.669998,77.599998,1770200,77.278008
"2022-03-28",77.790001,78.389999,77.260002,77.989998,1314600,77.666389
"2022-03-29",79.489998,81.889999,79.330002,80.449997,1482000,80.11618
"2022-03-30",79.849998,80.379997,77.300003,77.709999,1204400,77.38755
"2022-03-31",77.209999,77.5,74.260002,74.279999,2039500,73.971786
"2022-04-01",75.370003,75.800003,73.5,74.900002,2738500,74.589211
"2022-04-04",74.75,75.779999,74.059998,75.410004,2070100,75.097099
"2022-04-05",75.419998,76.010002,74.370003,74.650002,2234300,74.340248
"2022-04-06",73.589996,73.849998,72.019997,72.790001,2379200,72.487968
"2022-04-07",72.519997,72.82,70.839996,71.93,2229800,71.631538
"2022-04-08",72.309998,74.660004,71.709999,72.889999,2214300,72.587555
"2022-04-11",70.650002,72.269997,70.650002,71.349998,2238600,71.05394
"2022-04-12",72.150002,73.660004,70.050003,70.330002,1565600,70.038177
"2022-04-13",70,71.309998,70,71.300003,1600400,71.00415
"2022-04-14",71.389999,71.970001,69.589996,69.639999,1287700,69.351036
"2022-04-18",69.480003,70.349998,68.269997,68.959999,1172000,68.673859
"2022-04-19",69.110001,72.260002,69.110001,71.730003,1750900,71.432365
"2022-04-20",72.610001,73.199997,71.790001,72.529999,1100600,72.229042
"2022-04-21",73.860001,74.459999,72.32,72.709999,1602800,72.408295
"2022-04-22",72.290001,72.290001,70.440002,70.529999,1314800,70.237343
"2022-04-25",70.209999,73.300003,69.309998,73.150002,1731300,72.846474
"2022-04-26",72.980003,74.150002,71.879997,72.260002,1507200,71.960167
"2022-04-27",72.540001,74.110001,71.43,73.209999,2724700,72.906219
"2022-04-28",73.860001,76.57,73.040001,76.040001,2342100,75.72448
"2022-04-29",75.620003,78.910004,71.040001,71.25,4023500,70.954353
"2022-05-02",71.339996,72.559998,69.599998,71.190002,2609300,70.894608
"2022-05-03",71.029999,74.459999,71.029999,73.940002,2398800,73.633194
"2022-05-04",73.669998,77.550003,72.800003,77.330002,1892700,77.009132
"2022-05-05",76.220001,76.309998,72.220001,72.980003,1682300,72.677185
"2022-05-06",72.919998,72.919998,70.269997,70.910004,2159600,70.615768
"2022-05-09",70.360001,72.169998,69.860001,71.220001,1487700,70.924484
"2022-05-10",72.639999,72.690002,69.019997,69.360001,1544900,69.072197
"2022-05-11",69.349998,70.25,66.529999,66.559998,1506700,66.283813
"2022-05-12",66.410004,69.029999,66.010002,68.669998,1688000,68.385063
"2022-05-13",69.190002,70.769997,68.879997,69.650002,1645100,69.361
"2022-05-16",69.32,69.550003,66.639999,68.669998,2153000,68.385063
"2022-05-17",70.129997,70.510002,68.360001,70.059998,1036200,69.769295
"2022-05-18",68.57,69.059998,65.669998,66.209999,1450300,65.935272
"2022-05-19",65.809998,67.410004,65.610001,66.440002,1371200,66.164314
"2022-05-20",67.239998,67.489998,64.849998,66.769997,1427900,66.492943
"2022-05-23",68,68.099998,66.410004,67.5,1248500,67.219917
"2022-05-24",67.160004,67.32,64.459999,65.769997,1076300,65.497093
"2022-05-25",65.269997,67.68,65.120003,67.480003,928000,67.200005
"2022-05-26",68.110001,70.190002,67.800003,69.940002,901200,69.940002
"2022-05-27",70.480003,71.330002,69.760002,70.449997,1031700,70.449997
"2022-05-31",69.610001,70.339996,68.419998,69.349998,2234000,69.349998
"2022-06-01",69.779999,69.800003,68.129997,68.449997,972900,68.449997
"2022-06-02",69.110001,70.75,68.760002,70.75,1648400,70.75
"2022-06-03",69.709999,71.059998,69.269997,70.849998,1221600,70.849998
"2022-06-06",71.480003,71.93,70.580002,70.790001,929200,70.790001
"2022-06-07",69.720001,71.150002,69,70.959999,1078200,70.959999
"2022-06-08",70.510002,70.510002,68.709999,69.050003,959700,69.050003
"2022-06-09",68.57,70.150002,68.410004,69.089996,855000,69.089996
"2022-06-10",67.589996,67.589996,65.160004,65.190002,972700,65.190002
"2022-06-13",63.200001,64.279999,61.57,62.110001,1582600,62.110001
"2022-06-14",62,62.740002,60.73,61.32,1208300,61.32
"2022-06-15",62.009998,63.029999,60.599998,62.119999,1339500,62.119999
"2022-06-16",60.110001,60.259998,57.77,58.310001,1492600,58.310001
"2022-06-17",57.900002,59.110001,57.419998,58.259998,2983800,58.259998
"2022-06-21",59.23,59.709999,58.099998,58.310001,1425000,58.310001
"2022-06-22",57.029999,59.09,56.860001,58.509998,1062000,58.509998
"2022-06-23",58.630001,61.540001,58.630001,61.34,1222500,61.34
"2022-06-24",61.810001,63.709999,61.669998,63.240002,1923700,63.240002
"2022-06-27",63.16,63.59,62.490002,62.880001,910000,62.880001
"2022-06-28",62.869999,63.709999,61.080002,61.130001,733800,61.130001
"2022-06-29",61.119999,61.119999,59.48,60.560001,957500,60.560001
