"","MAS.Open","MAS.High","MAS.Low","MAS.Close","MAS.Volume","MAS.Adjusted"
"2022-01-06",68.419998,69.290001,67.940002,68.650002,2386300,67.957985
"2022-01-07",68.580002,68.589996,66.849998,67.07,1944800,66.393906
"2022-01-10",66.300003,66.910004,65.769997,66.610001,2252500,65.938545
"2022-01-11",67.019997,67.5,66.129997,67.480003,1674100,66.799782
"2022-01-12",67.940002,68.68,67.82,68.32,2186100,67.63131
"2022-01-13",68.470001,69.379997,67.910004,68.139999,1914300,67.453125
"2022-01-14",67.139999,67.959999,66.43,67.279999,2712000,66.601791
"2022-01-18",66.849998,67.620003,65.349998,65.900002,2675000,65.23571
"2022-01-19",66.199997,67.059998,65.449997,65.589996,4209200,64.928825
"2022-01-20",66.330002,67,65.050003,65.139999,2299200,64.483368
"2022-01-21",64.940002,65.580002,64.010002,64.260002,2379400,63.61224
"2022-01-24",63.169998,65.110001,62.66,65,2723500,64.344772
"2022-01-25",63.869999,64.050003,62.669998,63.439999,1796000,62.800499
"2022-01-26",64.18,64.57,61.91,62.34,2360000,61.71159
"2022-01-27",62.93,63.57,61.259998,61.560001,2277800,60.939457
"2022-01-28",61.59,62.639999,60.709999,62.599998,2396600,61.968967
"2022-01-31",62.709999,63.610001,62.279999,63.330002,2813200,62.691612
"2022-02-01",63.66,63.900002,62.200001,63.360001,1308400,62.72131
"2022-02-02",63.349998,63.919998,62.889999,63.639999,2020900,62.998486
"2022-02-03",63.07,63.52,62.529999,62.630001,1604300,61.998669
"2022-02-04",62.349998,62.490002,60.830002,61.459999,2227900,60.840458
"2022-02-07",61.5,61.630001,60,60.32,4915600,59.711952
"2022-02-08",59.259998,60.029999,57.959999,59.150002,4026600,58.553745
"2022-02-09",60.220001,61.099998,59.939999,60.57,2762600,59.959431
"2022-02-10",59.459999,60.139999,57.98,58.27,2687400,57.682617
"2022-02-11",58.380001,58.689999,57.5,57.73,2425300,57.148056
"2022-02-14",57.52,57.849998,56.709999,57.25,1910400,56.672897
"2022-02-15",58.060001,58.41,57.740002,58.029999,2470500,57.445034
"2022-02-16",58.029999,58.860001,57.650002,58.68,2166200,58.088482
"2022-02-17",58.330002,58.779999,57.700001,57.75,1673500,57.167858
"2022-02-18",57.849998,58.27,57.16,57.560001,2174300,56.979774
"2022-02-22",57.48,57.740002,55.43,55.91,2305000,55.346405
"2022-02-23",56.200001,56.200001,54.959999,55.080002,2241400,54.524776
"2022-02-24",53.959999,55.41,53.599998,55.349998,2098100,55.07201
"2022-02-25",55.380001,56.669998,55.009998,56.630001,1774200,56.345581
"2022-02-28",55.860001,56.130001,55.369999,56.040001,2938600,55.758545
"2022-03-01",55.939999,56.599998,54.119999,54.580002,3087000,54.305878
"2022-03-02",54.599998,56.490002,54.560001,56.209999,2668400,55.927689
"2022-03-03",56.630001,56.889999,55.540001,55.740002,1909500,55.460052
"2022-03-04",55.169998,55.509998,54.18,54.830002,1972600,54.554623
"2022-03-07",54.919998,54.919998,51.889999,51.93,1911000,51.669186
"2022-03-08",52.209999,53.709999,51.59,52.48,2445000,52.216423
"2022-03-09",53.299999,55.200001,53.299999,54.110001,3091600,53.838238
"2022-03-10",53.380001,53.869999,52.400002,53.849998,4177100,53.57954
"2022-03-11",54.23,54.860001,53.689999,53.73,2441600,53.460144
"2022-03-14",54.560001,54.970001,53.860001,54.110001,1936900,53.838238
"2022-03-15",54.549999,55.810001,54.360001,55.650002,2840400,55.370506
"2022-03-16",56.139999,57.439999,54.880001,56.119999,3013600,55.838142
"2022-03-17",55.650002,56.990002,55.52,56.93,1991900,56.644073
"2022-03-18",56.740002,57.830002,56.209999,57.400002,5318200,57.111717
"2022-03-21",56.720001,56.98,55.299999,55.880001,2275000,55.59935
"2022-03-22",56,56.349998,54.48,55.200001,2667500,54.922764
"2022-03-23",54.82,54.82,53.32,53.360001,1813200,53.092007
"2022-03-24",53.43,53.48,52.630001,52.919998,2720300,52.654213
"2022-03-25",53.209999,53.52,51.82,52.299999,3510700,52.037327
"2022-03-28",52.310001,52.950001,52.189999,52.91,1788700,52.644264
"2022-03-29",53.630001,55.290001,53.560001,54.900002,2342000,54.624271
"2022-03-30",54.619999,54.900002,53.189999,53.349998,1785800,53.082054
"2022-03-31",53.169998,53.34,50.990002,51,2527200,50.743858
"2022-04-01",51.540001,51.700001,50.470001,51.549999,2806400,51.291096
"2022-04-04",51.639999,52.189999,51.310001,51.959999,1414500,51.699036
"2022-04-05",51.119999,51.459999,50.509998,50.779999,1995800,50.52496
"2022-04-06",50.119999,50.93,49.779999,50.759998,2360600,50.505062
"2022-04-07",50.43,50.959999,50.119999,50.66,2877800,50.405563
"2022-04-08",50.650002,51.560001,50.189999,50.669998,1968600,50.415512
"2022-04-11",49.5,50.900002,49.389999,50.139999,2232800,49.888176
"2022-04-12",50.560001,51.380001,49.450001,49.669998,1891600,49.420536
"2022-04-13",49.830002,50.540001,49.650002,50.450001,1563900,50.196621
"2022-04-14",50.599998,50.849998,49.360001,49.389999,1693500,49.141941
"2022-04-18",49.259998,49.900002,48.779999,49.169998,1261400,48.923046
"2022-04-19",49.400002,51.209999,49.099998,51.02,1760100,50.763756
"2022-04-20",51.470001,52.23,51.349998,51.860001,1941300,51.599537
"2022-04-21",52.669998,53.259998,51.900002,52.16,1741000,51.898029
"2022-04-22",51.990002,51.990002,50.880001,50.93,1849600,50.67421
"2022-04-25",50.73,52.369999,49.970001,52.220001,2529100,51.957729
"2022-04-26",51.779999,53.990002,51.75,52.73,4278200,52.465168
"2022-04-27",54.209999,56.150002,53.540001,54.900002,5787200,54.624271
"2022-04-28",55.400002,55.52,53.689999,55.060001,3423300,54.783466
"2022-04-29",54.759998,55.490002,52.48,52.689999,2918400,52.425369
"2022-05-02",52.919998,53.509998,51.619999,52.919998,2717000,52.654213
"2022-05-03",52.91,54.060001,52.790001,53.889999,2458600,53.619343
"2022-05-04",54.009998,56,53.68,55.810001,1986100,55.529701
"2022-05-05",55.150002,55.349998,53.380001,54.040001,2184500,53.768589
"2022-05-06",53.650002,53.959999,52.189999,53.060001,1861800,52.793514
"2022-05-09",52.490002,54.299999,52.43,53.759998,1935100,53.489994
"2022-05-10",55.130001,55.5,52.959999,53.18,3401400,52.91291
"2022-05-11",53.060001,53.73,51.970001,52.360001,2534700,52.097027
"2022-05-12",52.189999,54.57,52.189999,54.560001,3155100,54.28598
"2022-05-13",54.849998,55.93,54.810001,55.369999,2108100,55.091908
"2022-05-16",54.990002,55.790001,53.580002,55.299999,2223600,55.022259
"2022-05-17",56.080002,56.599998,55.25,56.209999,1925700,55.927689
"2022-05-18",55.130001,55.330002,54.119999,54.32,3204600,54.047184
"2022-05-19",53.990002,55.139999,53.869999,53.98,2647100,53.708889
"2022-05-20",54.43,55.009998,52.990002,54.290001,2000200,54.017334
"2022-05-23",54.880001,55.439999,54.240002,54.77,2126400,54.494923
"2022-05-24",54.650002,55.029999,53.41,54.549999,1864700,54.276028
"2022-05-25",54.43,56.009998,54.220001,55.75,1965600,55.470001
"2022-05-26",56.16,57.369999,55.93,57.110001,1537900,57.110001
"2022-05-27",57.75,58.18,57.369999,57.84,1440700,57.84
"2022-05-31",56.950001,57.380001,56.029999,56.689999,3010500,56.689999
"2022-06-01",56.759998,57,55.419998,55.669998,2333200,55.669998
"2022-06-02",56.18,56.889999,55.810001,56.849998,1958500,56.849998
"2022-06-03",56.299999,57.119999,56.130001,56.330002,1615300,56.330002
"2022-06-06",56.599998,57.349998,56.189999,57,2458800,57
"2022-06-07",56.209999,57.27,55.860001,57.130001,1677100,57.130001
"2022-06-08",56.669998,56.810001,56.139999,56.369999,1522500,56.369999
"2022-06-09",56.560001,57.220001,56.040001,56.700001,1392800,56.700001
"2022-06-10",55.57,55.84,54.630001,54.720001,2038500,54.720001
"2022-06-13",53.560001,54.48,51.990002,52.279999,3133500,52.279999
"2022-06-14",52.41,52.779999,50.790001,51.209999,2517100,51.209999
"2022-06-15",51.439999,51.75,50.209999,50.950001,2628700,50.950001
"2022-06-16",49.66,49.759998,47.32,47.709999,3447900,47.709999
"2022-06-17",47.470001,48.459999,46.790001,47.619999,6118900,47.619999
"2022-06-21",48.049999,48.470001,47.16,47.259998,2220300,47.259998
"2022-06-22",46.32,47.75,46.27,47.330002,2191100,47.330002
"2022-06-23",47.23,49.57,47.23,49.529999,2806100,49.529999
"2022-06-24",50.029999,51.939999,50,51.799999,4187900,51.799999
"2022-06-27",51.799999,52.299999,51.490002,51.689999,2123600,51.689999
"2022-06-28",51.84,52.299999,51.09,51.240002,2082400,51.240002
"2022-06-29",50.98,51.650002,49.869999,50.450001,2310000,50.450001
