"","HLT.Open","HLT.High","HLT.Low","HLT.Close","HLT.Volume","HLT.Adjusted"
"2020-08-27",87.660004,89.290001,87.589996,88.800003,3372800,88.698891
"2020-08-28",89.209999,92.059998,89.110001,91.730003,4251500,91.625557
"2020-08-31",91.610001,91.690002,89.480003,90.360001,3461700,90.257111
"2020-09-01",89.519997,92.160004,89.010002,91.709999,1712600,91.605576
"2020-09-02",91.889999,91.970001,90.379997,91.339996,3952700,91.235992
"2020-09-03",91.93,93.849998,90.309998,91.300003,2541000,91.196045
"2020-09-04",92.68,93.389999,90.75,90.940002,3775700,90.836456
"2020-09-08",90.120003,93.419998,89.68,91.900002,2781300,91.795364
"2020-09-09",91.699997,91.879997,90.129997,90.389999,2237900,90.287079
"2020-09-10",90.900002,93.139999,89.269997,89.360001,1774100,89.258255
"2020-09-11",89.610001,89.639999,86.209999,87.370003,1974200,87.270523
"2020-09-14",88.18,92.57,88.18,92.309998,2139200,92.204887
"2020-09-15",92.449997,93.779999,91.790001,91.940002,1945300,91.83532
"2020-09-16",92.459999,95.080002,91.639999,94.029999,3831400,93.922935
"2020-09-17",92.68,93.099998,90.620003,91.169998,3427500,91.066193
"2020-09-18",90.339996,91.339996,89.269997,89.639999,5451500,89.537933
"2020-09-21",87.199997,87.300003,83.519997,85.480003,5031400,85.382675
"2020-09-22",85.07,85.830002,83.949997,85.239998,3816000,85.142944
"2020-09-23",85.690002,87.330002,83.68,83.860001,2540900,83.764519
"2020-09-24",83.370003,84.75,81.480003,83.07,5307100,82.97541
"2020-09-25",83.059998,86.059998,82.830002,85.93,3255600,85.832161
"2020-09-28",87.82,89.440002,86.800003,89.059998,2289100,88.958588
"2020-09-29",88.900002,88.980003,86.43,86.599998,2977600,86.501396
"2020-09-30",87.540001,88.879997,85.169998,85.32,3127500,85.222855
"2020-10-01",85.919998,87.239998,85.550003,87.220001,1779400,87.120689
