"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"2021-12-28",200.300003,202.679993,200.190002,201.169998,669700,196.57074
"2021-12-29",201.740005,202.419998,200.410004,201.240005,684100,196.63913
"2021-12-30",201.889999,203.169998,200.830002,201,689500,196.404633
"2021-12-31",200.429993,201.899994,200.339996,200.520004,925200,195.935593
"2022-01-03",204.600006,208.520004,203.009995,208.220001,2199500,203.459549
"2022-01-04",210.179993,218.839996,210.179993,215.889999,2491200,210.954208
"2022-01-05",216.740005,218.360001,212.229996,212.389999,2771900,207.534225
"2022-01-06",218.339996,220.690002,214.75,220.570007,2970700,215.527222
"2022-01-07",220.520004,224.520004,220.070007,223.729996,2173600,218.61496
"2022-01-10",226.380005,226.389999,220.869995,222.449997,2420100,217.364212
"2022-01-11",223.440002,224.529999,220.559998,223.839996,2403000,218.722443
"2022-01-12",225,226.520004,222.190002,224.929993,1464500,219.787506
"2022-01-13",225.699997,228.139999,225.699997,226.449997,1925600,221.272766
"2022-01-14",221.369995,224.570007,220.070007,222.199997,3764400,218.325089
"2022-01-18",223.020004,224.080002,215.539993,216.880005,3205300,213.09787
"2022-01-19",219,219,208.399994,208.520004,2336800,204.883667
"2022-01-20",208,211.720001,206.389999,206.899994,2401300,203.291901
"2022-01-21",206.190002,206.410004,199.410004,200.960007,3015400,197.45549
"2022-01-24",196.550003,204.860001,194.470001,204.110001,3535500,200.550552
"2022-01-25",202.350006,206.279999,199.080002,204.199997,1697100,200.638992
"2022-01-26",206.820007,208.919998,202.75,206.009995,1641000,202.417419
"2022-01-27",208.669998,210.419998,202.679993,204.960007,1875200,201.385742
"2022-01-28",204.110001,208.410004,202.720001,208.220001,1798400,204.588882
"2022-01-31",205.919998,207.580002,203.410004,205.990005,2235200,202.397766
"2022-02-01",205.830002,209.979996,204.440002,209.740005,2392700,206.082382
"2022-02-02",209.240005,211.419998,207.259995,210.869995,1568700,207.192673
"2022-02-03",211.759995,212.570007,207.759995,208.009995,1544300,204.382538
"2022-02-04",209.289993,212.149994,208.929993,210.350006,2020700,206.681747
"2022-02-07",211.160004,211.929993,209.509995,209.699997,2383200,206.043076
"2022-02-08",212.139999,213.179993,210.5,211.360001,3086100,207.674118
"2022-02-09",212.229996,212.679993,209.979996,210.759995,2129500,207.084595
"2022-02-10",210.639999,214.5,209.789993,210.630005,1894100,206.956863
"2022-02-11",209.020004,212.75,206.160004,207.360001,2302000,203.743881
"2022-02-14",208.360001,208.940002,201.990005,204.570007,3427000,201.002533
"2022-02-15",207.020004,208.220001,205.619995,207.190002,3863900,203.576843
"2022-02-16",205.839996,209.910004,205.839996,208.589996,1569900,204.952423
"2022-02-17",206.460007,206.990005,201.119995,201.300003,1884500,197.789551
"2022-02-18",200.490005,203.919998,200.470001,201.169998,1636300,197.661835
"2022-02-22",201.940002,205.740005,200.570007,203.080002,2659400,199.538513
"2022-02-23",203.5,205.699997,198.039993,199.009995,2035400,195.53949
"2022-02-24",192,196.089996,189.639999,195.610001,2833100,192.198792
"2022-02-25",197.580002,203.660004,197.130005,202.669998,2031400,199.135666
"2022-02-28",196.529999,199.580002,196.289993,199.25,2555900,195.775314
"2022-03-01",197.589996,198.399994,186.559998,187.190002,3781400,183.925629
"2022-03-02",190,195.110001,189.460007,193.699997,2303800,190.322083
"2022-03-03",193.5,195.320007,190.610001,191.589996,2762400,188.248886
"2022-03-04",186.570007,187.539993,182.110001,184.869995,2823800,181.646072
"2022-03-07",183.679993,184.610001,178.669998,178.699997,3215800,175.583679
"2022-03-08",182.330002,187,180,181.600006,3016500,178.433105
"2022-03-09",188.600006,190.149994,185.850006,186.75,1699700,183.493301
"2022-03-10",184.080002,185.550003,182.100006,184.960007,2314900,181.734512
"2022-03-11",186.130005,188.259995,181.889999,182.149994,2342800,178.973511
"2022-03-14",183.789993,186.520004,182.190002,183.360001,2421300,180.162415
"2022-03-15",185.369995,186.270004,182.479996,185.240005,2114800,182.009644
"2022-03-16",188.399994,192.839996,187.410004,192.389999,2057600,189.034943
"2022-03-17",189.25,193.089996,187.320007,193.070007,2195400,189.703094
"2022-03-18",194.919998,195,188.970001,192.970001,5386000,189.604828
"2022-03-21",194.929993,195.429993,190.729996,193.009995,1859600,189.644119
"2022-03-22",196.270004,199.429993,195.380005,197.369995,1958100,193.928085
"2022-03-23",194.889999,197.199997,192.610001,192.669998,1535600,189.310059
"2022-03-24",193.929993,194.660004,192.059998,193.25,1585500,189.879944
"2022-03-25",193.649994,197.399994,193.259995,196.470001,1607800,193.043793
"2022-03-28",194.740005,195.100006,191.559998,194.710007,1789900,191.314484
"2022-03-29",197.899994,198.979996,193.389999,194.059998,1440600,190.675812
"2022-03-30",194.039993,194.389999,189.210007,190.729996,1980600,187.403885
"2022-03-31",190.160004,191.779999,184.339996,184.449997,3301400,181.233414
"2022-04-01",184.240005,185.889999,180.210007,181.139999,2485100,177.981125
"2022-04-04",180.229996,184.660004,177.529999,182.809998,2663500,179.622009
"2022-04-05",181.610001,185.229996,181.210007,182.389999,1710500,179.20932
"2022-04-06",180.830002,182.470001,180.149994,180.960007,1904000,177.80426
"2022-04-07",181.050003,182.550003,177.320007,181.380005,2303200,178.216949
"2022-04-08",183.199997,185.160004,181.940002,184.699997,2694700,181.479034
"2022-04-11",184.570007,188.589996,183.669998,183.979996,2588600,180.771606
"2022-04-12",182.25,184.029999,178.559998,179.75,1825800,178.067169
"2022-04-13",177.75,180.149994,176.970001,178.440002,2422800,176.769424
"2022-04-14",178.869995,180.720001,174.259995,175,3475000,173.361633
"2022-04-18",173.949997,177.309998,173.949997,175.75,2962400,174.104614
"2022-04-19",176.809998,178.619995,175.979996,178.050003,3328200,176.383087
"2022-04-20",180.389999,183.190002,179.509995,179.639999,2149700,177.958191
"2022-04-21",180.949997,183.110001,176.919998,177.580002,2367600,175.91748
"2022-04-22",177.910004,178.330002,173.070007,173.25,3203200,171.628021
"2022-04-25",171.839996,172.770004,168.029999,172.5,3113700,170.88504
"2022-04-26",170.139999,172.539993,168.960007,169.460007,2489400,167.873505
"2022-04-27",168.820007,171.740005,168.050003,170.429993,2405500,168.834412
"2022-04-28",171.800003,171.949997,168.330002,171.080002,2930400,169.478333
"2022-04-29",170.699997,172.149994,165.589996,166.100006,3452800,164.544968
"2022-05-02",168.399994,169.100006,164.100006,167.539993,2395000,165.971466
"2022-05-03",169.119995,171.600006,168.029999,169.660004,2250100,168.071625
"2022-05-04",169.520004,174.279999,168.520004,173.720001,2186500,172.093613
"2022-05-05",171.470001,171.789993,166.330002,168.869995,1881600,167.289017
"2022-05-06",168.460007,168.830002,164.589996,166.619995,2342000,165.060089
"2022-05-09",164.570007,165.619995,162.699997,163.669998,2050500,162.137711
"2022-05-10",164.710007,166.229996,159.619995,161.839996,2005600,160.324829
"2022-05-11",162.539993,166.550003,159.649994,159.830002,1756100,158.333664
"2022-05-12",158.880005,160.520004,156.199997,159.300003,2030600,157.808624
"2022-05-13",161.050003,161.449997,156.75,157.440002,2162100,155.966034
"2022-05-16",157.080002,157.75,153.130005,155.270004,2598500,153.816345
"2022-05-17",158.179993,161.229996,157.669998,160.429993,1846300,158.928024
"2022-05-18",159.110001,159.529999,155.350006,155.929993,1905200,154.470154
"2022-05-19",154.139999,156.100006,152.690002,154.75,2049800,153.301208
"2022-05-20",155.570007,157.160004,152.350006,155.979996,2014500,154.519699
"2022-05-23",158.820007,163.619995,158.509995,162.169998,2047500,160.651749
"2022-05-24",161.699997,163.820007,158.710007,163.259995,2218600,161.731537
"2022-05-25",162.860001,169.160004,162.830002,167.630005,2814400,166.060638
"2022-05-26",168.899994,174.350006,168.470001,172.949997,2648800,171.330826
"2022-05-27",172.759995,175.059998,172.559998,175.050003,1651800,173.411163
"2022-05-31",172.529999,176.470001,172.179993,175.410004,2995500,173.767792
"2022-06-01",175.839996,176,170.139999,172.440002,1325900,170.825607
"2022-06-02",172.410004,175.559998,170.960007,175.509995,1418000,173.866852
"2022-06-03",173.580002,175.25,172.809998,173.300003,1267300,171.677551
"2022-06-06",174.990005,176.330002,172.820007,173.080002,924700,171.45961
"2022-06-07",170.820007,173.350006,170.720001,173.199997,1221100,171.578476
"2022-06-08",171.710007,171.710007,168.889999,169.899994,1112800,168.309372
"2022-06-09",169.149994,169.490005,162.940002,163,2103200,161.473984
"2022-06-10",158.869995,161.699997,157.410004,158.330002,2252200,156.847702
"2022-06-13",154.389999,158.679993,154.059998,155.529999,2955300,154.073914
"2022-06-14",156.130005,159.410004,154.279999,155.660004,1932600,154.202698
"2022-06-15",156.679993,159.020004,154.559998,156.509995,1918100,155.044739
"2022-06-16",153.740005,153.929993,150.669998,151.479996,3403800,150.061829
"2022-06-17",150,155.460007,149.509995,154.089996,6732300,152.647385
"2022-06-21",157.619995,158.699997,155.470001,156.490005,2184600,155.024933
"2022-06-22",154.899994,158.039993,154.800003,156.610001,1868500,155.143799
"2022-06-23",155.630005,156.470001,153.160004,155.800003,2157500,154.341385
"2022-06-24",156.910004,162.949997,156.520004,162.839996,3039200,161.315475
"2022-06-27",164,164.449997,160.460007,161.449997,1462800,159.938492
"2022-06-28",162.570007,164.949997,159.729996,159.75,1577500,158.25441
"2022-06-29",160.25,160.25,157.070007,157.369995,1132800,155.896683
