"","IDXX.Open","IDXX.High","IDXX.Low","IDXX.Close","IDXX.Volume","IDXX.Adjusted"
"2022-01-21",509,514.340027,500.01001,501.959991,582000,501.959991
"2022-01-24",495.799988,513.049988,484.670013,511.649994,803600,511.649994
"2022-01-25",501.029999,505.890015,476.01001,478.190002,787500,478.190002
"2022-01-26",479.75,484.869995,460.359985,466.519989,724700,466.519989
"2022-01-27",470.01001,482.410004,466.700012,471.079987,1024000,471.079987
"2022-01-28",471.790009,489.230011,463.940002,489.049988,561400,489.049988
"2022-01-31",489.049988,509.579987,488.98999,507.299988,788700,507.299988
"2022-02-01",512.150024,514.780029,502.329987,513.51001,685600,513.51001
"2022-02-02",538,574.330017,527.340027,534.22998,999700,534.22998
"2022-02-03",525.169983,543.049988,522.72998,538.950012,959300,538.950012
"2022-02-04",534.140015,538.289978,520.659973,526.440002,510000,526.440002
"2022-02-07",523.659973,531.73999,514.299988,517.76001,438300,517.76001
"2022-02-08",518.840027,526.919983,513.22998,521.609985,396000,521.609985
"2022-02-09",528.890015,539,522.039978,531.809998,364800,531.809998
"2022-02-10",520.580017,537.150024,519.799988,526.200012,430200,526.200012
"2022-02-11",527.210022,532.099976,512.01001,515.049988,328900,515.049988
"2022-02-14",514.880005,518,500.720001,505.529999,404700,505.529999
"2022-02-15",513.77002,520,506.809998,510.869995,475300,510.869995
"2022-02-16",509,511.200012,495.5,508.01001,409000,508.01001
"2022-02-17",503.940002,507.660004,492.899994,493.350006,519900,493.350006
"2022-02-18",495.040009,497.200012,486.109985,489.450012,497300,489.450012
"2022-02-22",488.350006,499.929993,485.5,488.640015,569100,488.640015
"2022-02-23",490,492.26001,473.170013,474.679993,448200,474.679993
"2022-02-24",470.309998,511.679993,468.529999,509.769989,705400,509.769989
"2022-02-25",509.779999,524.02002,503.649994,522.450012,476500,522.450012
"2022-02-28",516.200012,534.099976,516.200012,532.349976,757600,532.349976
"2022-03-01",527.659973,540.530029,527.659973,535.140015,619600,535.140015
"2022-03-02",537.309998,545.969971,536.909973,539.969971,467500,539.969971
"2022-03-03",545.23999,553.109985,534.049988,538.52002,375400,538.52002
"2022-03-04",537.539978,539.549988,527.809998,535.710022,438200,535.710022
"2022-03-07",535.23999,538.26001,516.380005,517.280029,521500,517.280029
"2022-03-08",510.630005,524.710022,501.359985,507.779999,804500,507.779999
"2022-03-09",521.200012,532.719971,518.429993,529.919983,558500,529.919983
"2022-03-10",518.950012,525.869995,511.410004,524.440002,525300,524.440002
"2022-03-11",530.700012,532.02002,497.640015,498.079987,334100,498.079987
"2022-03-14",498.019989,509.130005,484.570007,486.329987,368000,486.329987
"2022-03-15",492.420013,505.079987,488.089996,502.929993,390100,502.929993
"2022-03-16",511.040009,528.080017,500.850006,520.190002,373200,520.190002
"2022-03-17",517.140015,529.369995,515,527.090027,349300,527.090027
"2022-03-18",527.039978,546.849976,522.26001,542.460022,690400,542.460022
"2022-03-21",535.539978,544.559998,528.340027,539.590027,558500,539.590027
"2022-03-22",538.570007,554.169983,536.609985,552.460022,528600,552.460022
"2022-03-23",548.559998,548.73999,535,536.059998,582700,536.059998
"2022-03-24",537.76001,540.409973,529.650024,540.390015,336600,540.390015
"2022-03-25",544.469971,546.530029,528.869995,538.929993,446300,538.929993
"2022-03-28",541.070007,547.059998,527.76001,539.539978,461800,539.539978
"2022-03-29",549.140015,560.919983,545.549988,551.76001,462000,551.76001
"2022-03-30",549.580017,551.73999,543.369995,548.679993,437800,548.679993
"2022-03-31",551,558.549988,547.049988,547.059998,760400,547.059998
"2022-04-01",546.539978,553.460022,542.75,553.440002,430600,553.440002
"2022-04-04",553.440002,558.01001,543.710022,548.080017,379100,548.080017
"2022-04-05",547.549988,551.469971,540.140015,545.039978,354000,545.039978
"2022-04-06",537.97998,538.450012,526.400024,534.919983,539700,534.919983
"2022-04-07",532.22998,554.969971,532.22998,551.26001,438500,551.26001
"2022-04-08",548.590027,553.330017,546.309998,547.119995,367700,547.119995
"2022-04-11",538.140015,543.809998,513.650024,514.47998,490100,514.47998
"2022-04-12",517.950012,525.900024,492.519989,497.23999,497600,497.23999
"2022-04-13",500.730011,511.769989,496.170013,508.609985,451500,508.609985
"2022-04-14",510.299988,511.149994,496.399994,496.779999,432400,496.779999
"2022-04-18",492.799988,495.529999,483.459991,486.809998,432100,486.809998
"2022-04-19",485.109985,503.890015,485.109985,500.850006,367100,500.850006
"2022-04-20",505.790009,517.039978,498.839996,513.390015,372900,513.390015
"2022-04-21",516.409973,517.909973,491.209991,492.519989,327300,492.519989
"2022-04-22",489.790009,494.410004,472.670013,473.640015,503800,473.640015
"2022-04-25",471.600006,475.399994,464.679993,472.269989,629500,472.269989
"2022-04-26",467.910004,470.470001,455.339996,455.559998,749800,455.559998
"2022-04-27",455.690002,461.380005,445.720001,447.179993,770600,447.179993
"2022-04-28",451.730011,453.089996,440.309998,448.350006,1019400,448.350006
"2022-04-29",446.470001,454.589996,429.130005,430.480011,713500,430.480011
"2022-05-02",429.369995,437.269989,420.619995,432.459991,835600,432.459991
"2022-05-03",436.529999,441.01001,429.589996,435.959991,912800,435.959991
"2022-05-04",382,419.200012,381.109985,411.309998,2104500,411.309998
"2022-05-05",400,402.670013,377.429993,385.109985,1505100,385.109985
"2022-05-06",380.170013,383.869995,358.179993,366.640015,1527800,366.640015
"2022-05-09",362.959991,365.269989,343.619995,345.019989,1151900,345.019989
"2022-05-10",354.609985,358.75,334.75,340.179993,1249300,340.179993
"2022-05-11",337.970001,346.320007,332,333.899994,889200,333.899994
"2022-05-12",330.660004,348.410004,330.660004,347.950012,1019100,347.950012
"2022-05-13",352.950012,367.549988,351.98999,362.179993,833800,362.179993
"2022-05-16",359.600006,362.980011,354.48999,360.200012,579600,360.200012
"2022-05-17",363.929993,368.859985,356.549988,366.359985,591500,366.359985
"2022-05-18",361.589996,361.730011,350.880005,357.329987,1010300,357.329987
"2022-05-19",357.179993,369.359985,356.100006,364.829987,851900,364.829987
"2022-05-20",370.609985,375.130005,362.73999,372.230011,768200,372.230011
"2022-05-23",371.619995,371.910004,359,368.329987,591500,368.329987
"2022-05-24",366.980011,366.980011,357.279999,362.160004,505900,362.160004
"2022-05-25",360.079987,369.98999,359.109985,367.859985,501300,367.859985
"2022-05-26",370.929993,386.549988,370.019989,384.920013,842000,384.920013
"2022-05-27",388.48999,398.959991,388.48999,398.609985,627900,398.609985
"2022-05-31",397.649994,397.649994,388.070007,391.619995,897200,391.619995
"2022-06-01",390.309998,393.48999,369.269989,369.630005,705300,369.630005
"2022-06-02",369.429993,386.730011,368.899994,386.339996,590300,386.339996
"2022-06-03",382.019989,382.019989,371.859985,372.630005,394900,372.630005
"2022-06-06",376.309998,378.640015,368.320007,372.220001,557100,372.220001
"2022-06-07",368.670013,377.839996,367.149994,376.790009,357700,376.790009
"2022-06-08",376.450012,380.109985,370.769989,371.970001,353400,371.970001
"2022-06-09",368.450012,370.089996,359.679993,359.700012,410100,359.700012
"2022-06-10",351.619995,353.100006,345.600006,345.890015,688000,345.890015
"2022-06-13",332.890015,339.920013,331.540009,336.200012,882400,336.200012
"2022-06-14",336.200012,338.01001,322.779999,328.98999,729200,328.98999
"2022-06-15",333.450012,339.059998,325.769989,333.940002,640800,333.940002
"2022-06-16",326.339996,329.149994,318.5,327.369995,811700,327.369995
"2022-06-17",331.579987,336.309998,327.380005,328.049988,1419200,328.049988
"2022-06-21",331.26001,334.839996,329.529999,332.029999,544700,332.029999
"2022-06-22",330.390015,337.730011,328.5,333.109985,473700,333.109985
"2022-06-23",337.940002,355.940002,337.450012,355.619995,676300,355.619995
"2022-06-24",358.670013,366.549988,357.769989,361.480011,854000,361.480011
"2022-06-27",359.579987,364.299988,354.779999,359.029999,516000,359.029999
"2022-06-28",360.230011,363.850006,347.920013,349.209991,430800,349.209991
"2022-06-29",346.109985,361.920013,342.690002,358.220001,683900,358.220001
