"","TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted"
"2022-01-05",618,628.76001,615.789978,618.52002,1915400,617.811462
"2022-01-06",618,626.820007,609.609985,620.400024,1686000,619.689331
"2022-01-07",621,621.47998,606.190002,607.070007,1741800,606.374573
"2022-01-10",599.840027,625.419983,598.919983,625.039978,2095700,624.324036
"2022-01-11",625,627.280029,611.98999,620.5,2474800,619.789185
"2022-01-12",618.679993,631.890015,618.679993,625.200012,1554200,624.483826
"2022-01-13",624.710022,625.900024,599.849976,600.890015,2018100,600.201721
"2022-01-14",597.929993,602.23999,588.190002,594.799988,2426200,594.118652
"2022-01-18",586.140015,594.799988,584.179993,590.099976,1849500,589.424011
"2022-01-19",593.710022,602.590027,592.25,593.369995,1875900,592.690308
"2022-01-20",595.059998,602.47998,586.780029,588.159973,1530300,587.486267
"2022-01-21",587.890015,590.530029,578.280029,580.330017,2095500,579.665222
"2022-01-24",570.849976,576.210022,552.369995,575.799988,2586200,575.140381
"2022-01-25",568.590027,576.969971,560.719971,567.75,1864600,567.09967
"2022-01-26",575.25,575.609985,558.380005,562.900024,1892900,562.255188
"2022-01-27",568.580017,571.409973,552.809998,553.73999,1933400,553.105652
"2022-01-28",554.580017,572.390015,543.700012,572.030029,1583900,571.374756
"2022-01-31",574,581.609985,572.169983,581.299988,1886100,580.634155
"2022-02-01",588.299988,595.849976,580.210022,594.309998,2215600,593.629211
"2022-02-02",606.140015,608.710022,594.309998,604.130005,2087200,603.437927
"2022-02-03",595.210022,601.5,589.679993,594.929993,1758000,594.248535
"2022-02-04",592.309998,599.179993,587.719971,594.419983,1393200,593.739075
"2022-02-07",597.900024,599.75,584.900024,587.049988,1243000,586.377502
"2022-02-08",577.890015,592.650024,577.890015,587.530029,1143900,586.856995
"2022-02-09",594.190002,598.469971,587.97998,589.849976,1335300,589.174316
"2022-02-10",581.669983,587.210022,577.320007,580.280029,1931100,579.615295
"2022-02-11",578.969971,584.880005,564.570007,566.289978,1726000,565.641296
"2022-02-14",564.52002,568.77002,555.969971,561.190002,1387700,560.54718
"2022-02-15",567.47998,571.22998,553.820007,556.669983,1438600,556.032288
"2022-02-16",552.369995,554.700012,539.169983,550.349976,2154700,549.719543
"2022-02-17",550.799988,550.799988,539.590027,540.539978,1667300,539.920776
"2022-02-18",541.869995,545.48999,534.549988,537.140015,1473700,536.524719
"2022-02-22",536.330017,540.710022,526.900024,529.890015,1728000,529.28302
"2022-02-23",532,542.650024,527.840027,528.580017,1520300,527.974548
"2022-02-24",518.799988,542.380005,513.940002,540.169983,2174500,539.55127
"2022-02-25",536.849976,550.070007,534.549988,549.830017,1156900,549.200195
"2022-02-28",545.119995,549.690002,538.840027,544,1772800,543.376831
"2022-03-01",544.619995,547.609985,538.820007,543.070007,1609900,542.447937
"2022-03-02",544.77002,561.77002,542.349976,556.450012,1643900,555.812561
"2022-03-03",558.01001,568.960022,550.700012,554.289978,1355200,553.655029
"2022-03-04",550.27002,551.330017,537.049988,547.320007,1316900,546.693054
"2022-03-07",542,544.900024,524.159973,534.75,2168400,534.137451
"2022-03-08",526.599976,535.72998,519.890015,524,1785200,523.39978
"2022-03-09",539.700012,543.840027,531.02002,541.700012,1481000,541.079529
"2022-03-10",536.429993,541.549988,533.869995,538.25,1481200,537.633423
"2022-03-11",543.23999,543.5,528.929993,529.809998,952200,529.203064
"2022-03-14",535.679993,551.390015,530.669983,535.880005,1102400,535.266174
"2022-03-15",540.299988,552.5,539.73999,550.640015,1253100,550.317322
"2022-03-16",556.820007,565.929993,551,562.549988,1397700,562.220337
"2022-03-17",562.599976,572.669983,559.01001,572.25,1330600,571.914673
"2022-03-18",576.809998,590.570007,573.340027,589.090027,2622100,588.744812
"2022-03-21",581.809998,590.190002,581.809998,589.299988,1690900,588.954651
"2022-03-22",590.27002,594.679993,586.530029,587.359985,1499800,587.015747
"2022-03-23",581.599976,583.080017,569.950012,571.309998,1195100,570.97522
"2022-03-24",574.140015,575.429993,567.059998,573.690002,971300,573.353821
"2022-03-25",577.880005,581.049988,568.27002,574.289978,1037300,573.95343
"2022-03-28",576.98999,583.299988,575.01001,583.190002,945300,582.848206
"2022-03-29",592.76001,596.599976,584.940002,592.869995,1201300,592.522583
"2022-03-30",592.530029,599.25,590.890015,595.150024,1092900,594.80127
"2022-03-31",592.330017,601.130005,590.650024,590.650024,1637400,590.303894
"2022-04-01",592.219971,594.159973,584.440002,592.340027,1028700,591.99292
"2022-04-04",591.27002,594.73999,585.25,590.140015,1027700,589.794189
"2022-04-05",584.869995,593.72998,580.690002,584.280029,1082200,583.937622
"2022-04-06",579.169983,590.109985,573.030029,587.409973,1232700,587.065735
"2022-04-07",582.98999,617.140015,581.960022,612.210022,2140200,611.851257
"2022-04-08",610,618.359985,606.76001,608.859985,1629000,608.503174
"2022-04-11",598.52002,603.679993,584.549988,585.669983,1470100,585.326782
"2022-04-12",584.080017,585.659973,565.530029,570.940002,1411200,570.605408
"2022-04-13",571.5,578.340027,564.599976,576.799988,1286300,576.461975
"2022-04-14",578.030029,578.070007,564.640015,568.900024,1225600,568.56665
"2022-04-18",568.960022,575,565.950012,572.130005,1161100,571.794739
"2022-04-19",574.76001,576,568.349976,574.150024,1139000,573.813538
"2022-04-20",575.080017,598.590027,575.080017,591.150024,1598100,590.803589
"2022-04-21",592.47998,595.5,578.140015,580.429993,1231900,580.089844
"2022-04-22",574.849976,576.710022,560.700012,561.280029,1478000,560.951111
"2022-04-25",546.48999,549.869995,529.48999,544.159973,2597200,543.841064
"2022-04-26",534.109985,538.119995,514.02002,516.440002,2469900,516.137329
"2022-04-27",520.340027,528.330017,515.73999,520.47998,1895900,520.174988
"2022-04-28",559.72998,567.330017,548.099976,558.890015,2737200,558.5625
"2022-04-29",557.960022,566.330017,551.51001,552.919983,2168700,552.595947
"2022-05-02",548.929993,553.419983,535.909973,545.52002,1972000,545.200317
"2022-05-03",544.349976,553.820007,541.400024,546.320007,1428000,545.999817
"2022-05-04",542.380005,565.75,540.840027,562.97998,1251300,562.650085
"2022-05-05",559.929993,561.52002,543.059998,550.51001,1378200,550.187378
"2022-05-06",542.390015,549.109985,533.590027,546.679993,1116300,546.359619
"2022-05-09",538.659973,538.659973,514.880005,517.390015,1568600,517.086792
"2022-05-10",527.289978,532.27002,516.549988,526.22998,1682600,525.92157
"2022-05-11",520.419983,532.52002,519.599976,520,1146400,519.695251
"2022-05-12",513.77002,527.590027,512.099976,525.799988,1532700,525.491821
"2022-05-13",534.809998,551.859985,532.98999,541.419983,1375100,541.102722
"2022-05-16",537.340027,543.780029,533.030029,539.380005,883700,539.063904
"2022-05-17",553.190002,560.97998,544.140015,554.599976,1554900,554.274963
"2022-05-18",547.440002,550.349976,539.210022,542.169983,1403500,541.852234
"2022-05-19",540,559.929993,537.429993,550.73999,2065500,550.417236
"2022-05-20",558.919983,565.919983,544.440002,555.150024,2167600,554.824707
"2022-05-23",559.169983,560.789978,550.76001,555.210022,1180600,554.884644
"2022-05-24",552.51001,553.25,543.280029,548.820007,1012500,548.498352
"2022-05-25",550.840027,550.840027,529.700012,534.27002,1538300,533.956909
"2022-05-26",538.98999,541.549988,533.799988,540.109985,1855200,539.793457
"2022-05-27",545.570007,573.109985,544.27002,572.349976,1721300,572.014587
"2022-05-31",568.679993,573.289978,562.5,567.570007,2630800,567.237366
"2022-06-01",569.549988,573.090027,550.320007,556.219971,1309500,555.893982
"2022-06-02",554.559998,570.400024,549.01001,570.099976,842600,569.765869
"2022-06-03",561.039978,562.669983,554.76001,558.099976,736400,557.772888
"2022-06-06",558.950012,562.400024,550.539978,552.880005,1114400,552.555969
"2022-06-07",550.549988,561.549988,550.130005,560.659973,1113600,560.331421
"2022-06-08",559.169983,560.450012,549.679993,552.059998,837400,551.73645
"2022-06-09",547.929993,552.02002,539.580017,539.820007,832900,539.503662
"2022-06-10",530.289978,533.859985,522.950012,526.880005,1177600,526.571228
"2022-06-13",511.600006,517.869995,508.730011,511.910004,1463700,511.610016
"2022-06-14",510.140015,514.190002,502.859985,507.450012,1009100,507.450012
"2022-06-15",514.789978,521.690002,507.130005,514.76001,1320500,514.76001
"2022-06-16",503.570007,506.179993,497.829987,504.890015,1180100,504.890015
"2022-06-17",502.149994,512.409973,500.779999,500.899994,2175200,500.899994
"2022-06-21",506.309998,516.609985,505.559998,513.539978,1463400,513.539978
"2022-06-22",508.440002,525.48999,508.440002,519.219971,1214800,519.219971
"2022-06-23",523,541.070007,520.900024,540.599976,1365300,540.599976
"2022-06-24",541.119995,545.200012,537.299988,544.809998,1292000,544.809998
"2022-06-27",545.840027,547.109985,539.73999,543.640015,767400,543.640015
"2022-06-28",542.599976,545.119995,534.299988,535.77002,858900,535.77002
"2022-06-29",536.02002,538.320007,528.080017,535.919983,860700,535.919983
