"","CTXS.Open","CTXS.High","CTXS.Low","CTXS.Close","CTXS.Volume","CTXS.Adjusted"
"2020-10-05",135.490005,136.169998,134.199997,135.630005,955600,133.37149
"2020-10-06",134.979996,137.429993,132.860001,133.339996,1106400,131.119614
"2020-10-07",134.050003,134.850006,132.210007,133.509995,1208200,131.286774
"2020-10-08",134.789993,135.770004,133.649994,135.509995,722600,133.253479
"2020-10-09",137.020004,139.479996,136.100006,139.429993,890400,137.108185
"2020-10-12",141,146.940002,140.710007,145.25,1655000,142.831268
"2020-10-13",145,146.029999,141.899994,144.029999,1554400,141.631607
"2020-10-14",142.470001,143.990005,139.5,140.910004,1218600,138.563538
"2020-10-15",140.149994,140.509995,138.240005,138.910004,869400,136.596863
"2020-10-16",139.160004,139.729996,137.669998,138.259995,1134500,135.957672
"2020-10-19",139.110001,140.169998,134.360001,134.839996,1138600,132.59465
"2020-10-20",136.139999,139.410004,135.979996,136.720001,1200300,134.443329
"2020-10-21",136.679993,137.940002,135.860001,136.360001,1217000,134.089325
"2020-10-22",135.389999,136.100006,125.75,126.650002,4540700,124.541008
"2020-10-23",124.599998,125.470001,120.760002,122.720001,4006300,120.67646
"2020-10-26",121.830002,124.290001,120.709999,123.82,1784400,121.758133
"2020-10-27",124.660004,125.959999,119.25,119.470001,2490300,117.480583
"2020-10-28",117.860001,118.389999,114.68,114.82,1833800,112.908005
"2020-10-29",115.010002,116.129997,113.699997,113.919998,1581000,112.022995
"2020-10-30",113.779999,114.980003,111.870003,113.269997,1761700,111.383812
"2020-11-02",113.620003,114.779999,111.599998,114.43,1631300,112.524498
"2020-11-03",115.07,116.790001,114.029999,115.970001,1362500,114.038857
"2020-11-04",118.900002,119.470001,116.449997,116.870003,1692400,114.923874
"2020-11-05",119.040001,120.879997,118.32,119.419998,1346100,117.431396
"2020-11-06",119.330002,119.510002,117.18,118.889999,1019400,116.910233
"2020-11-09",118.410004,119.660004,114.550003,114.650002,2835600,112.740837
"2020-11-10",113.839996,115.779999,111.260002,114.139999,2303500,112.239342
"2020-11-11",115.269997,116.419998,114.419998,114.900002,1499600,112.986679
"2020-11-12",115.580002,116.900002,114.690002,115.379997,1172100,113.458679
"2020-11-13",116.82,118.440002,115.209999,118.260002,1313800,116.290718
"2020-11-16",117.800003,118.830002,116.379997,118.480003,1678500,116.507057
"2020-11-17",118.790001,121.269997,118.309998,119.68,1597200,117.68708
"2020-11-18",119.32,121.330002,118.43,118.989998,1773800,117.00856
"2020-11-19",118.239998,121.220001,117.260002,120.769997,1572300,118.758919
"2020-11-20",120.75,122.559998,120.169998,120.480003,2513600,118.47377
"2020-11-23",120.230003,121.389999,119.230003,120.160004,1582700,118.159088
"2020-11-24",120.410004,125.419998,119.940002,122.089996,2346900,120.056946
"2020-11-25",123.639999,124,121,121.410004,1264100,119.388275
"2020-11-27",121.730003,123.940002,120.599998,122.440002,735800,120.401123
"2020-11-30",123.339996,124.110001,121.160004,123.919998,2874500,121.856468
"2020-12-01",124.309998,126.18,123.699997,125.589996,1928400,123.498665
"2020-12-02",125.010002,127.550003,124.190002,127.309998,1455600,125.190018
"2020-12-03",126.589996,129.149994,125.019997,127.870003,1219400,125.740715
"2020-12-04",128.470001,130.660004,127.900002,130.529999,1279700,128.356384
"2020-12-07",130.559998,131.570007,129.820007,131.369995,1081200,129.529709
"2020-12-08",129.759995,131.880005,129.330002,130.880005,1285700,129.046616
"2020-12-09",131.410004,132.229996,129.699997,131.820007,1386700,129.973434
"2020-12-10",130.729996,133.039993,130.130005,132.669998,1661600,130.811539
"2020-12-11",131.679993,132.889999,127.75,130.649994,2018500,128.819824
"2020-12-14",130.580002,131.820007,127.900002,128.429993,1955800,126.630913
"2020-12-15",129.440002,130.110001,126.730003,127.449997,1289500,125.664642
"2020-12-16",127.760002,129.889999,127.099998,129.279999,1192600,127.469017
"2020-12-17",130.589996,131.339996,128.720001,130.740005,1556300,128.908554
"2020-12-18",131.399994,134.850006,129.860001,132.649994,6630100,130.791794
"2020-12-21",130.669998,132.190002,129.020004,131.110001,1358300,129.273392
"2020-12-22",131.820007,133.270004,129.940002,132.720001,3073700,130.860809
"2020-12-23",133.580002,134.089996,131.770004,131.770004,999600,129.924133
"2020-12-24",132.399994,133.119995,131.139999,132.570007,431900,130.712921
"2020-12-28",132.820007,134,132.289993,133.020004,2217800,131.156631
"2020-12-29",133.940002,134.800003,129.830002,130.110001,702000,128.287384
"2020-12-30",130.330002,130.449997,128.190002,128.289993,2225100,126.492874
"2020-12-31",128.669998,130.320007,127.93,130.100006,598200,128.277527
"2021-01-04",130.75,130.880005,126.269997,128.330002,1123700,126.532318
"2021-01-05",128,128.330002,126.779999,127.629997,780300,125.842117
"2021-01-06",127.699997,128.100006,125.5,125.769997,1329400,124.008179
"2021-01-07",126.309998,128.880005,126.029999,128.440002,892700,126.640785
"2021-01-08",129.389999,131.110001,128.220001,130.850006,1039500,129.017014
"2021-01-11",130.520004,131.929993,129.119995,129.649994,990200,127.833824
"2021-01-12",128.539993,133.660004,128.539993,133.139999,1354100,131.274948
"2021-01-13",133.160004,133.199997,130.389999,131.479996,1030700,129.638199
"2021-01-14",132.509995,132.919998,130.869995,131.990005,1190700,130.141068
"2021-01-15",130.880005,132.960007,130.539993,132,1003700,130.150925
"2021-01-19",132.490005,137.009995,130.559998,135.360001,3263300,133.463852
"2021-01-20",136.119995,136.5,132.490005,132.580002,1740500,130.722778
"2021-01-21",134.169998,134.169998,126.940002,127.349998,2288200,125.56604
"2021-01-22",127.059998,127.449997,124.879997,126.75,1236500,124.974449
"2021-01-25",127.980003,131.770004,127,131.630005,2915400,129.786102
"2021-01-26",132.320007,139.190002,131.350006,139.100006,1773700,137.151443
"2021-01-27",139.240005,145.190002,138.720001,144.470001,3148500,142.446228
"2021-01-28",141.5,144.440002,136.320007,136.399994,3776800,134.489258
"2021-01-29",136,138,133.139999,133.309998,2059900,131.442566
"2021-02-01",133.470001,134.429993,130.679993,132.509995,1366100,130.653763
"2021-02-02",132.630005,134.5,131.229996,133.119995,1285100,131.255219
"2021-02-03",132.779999,134.330002,131.229996,132.389999,860600,130.535446
"2021-02-04",132.350006,133.240005,131.139999,132.539993,842000,130.683334
"2021-02-05",131.869995,133.380005,131.199997,131.820007,664600,129.973434
"2021-02-08",132.960007,134.110001,131.949997,134.070007,905100,132.19191
"2021-02-09",134.940002,137,134.279999,136.089996,676000,134.183609
"2021-02-10",137.350006,137.440002,135.009995,136.929993,693800,135.011841
"2021-02-11",137.330002,138.639999,137,137.789993,839500,135.859787
"2021-02-12",137.300003,137.740005,135.479996,137.679993,560100,135.751343
"2021-02-16",137.970001,138.740005,136.419998,136.690002,875500,134.775223
"2021-02-17",135.179993,136.369995,132.809998,134.080002,1066000,132.201752
"2021-02-18",133.380005,133.490005,131.210007,132.089996,877500,130.239639
"2021-02-19",132.910004,133.339996,130.600006,132.960007,1088200,131.097458
"2021-02-22",133.070007,135.789993,132.110001,135.100006,1114600,133.207489
"2021-02-23",134.949997,138.699997,133.970001,136.809998,1731100,134.893524
"2021-02-24",135.690002,137.779999,135.050003,137,1030900,135.080872
"2021-02-25",136.100006,139.669998,135.910004,138.860001,1553400,136.91481
"2021-02-26",137.610001,139.100006,132.169998,133.580002,3070200,131.708786
"2021-03-01",134.770004,138.860001,133.789993,138.649994,1231200,136.707748
"2021-03-02",139.220001,139.490005,135.169998,136.720001,796200,134.804779
"2021-03-03",136.919998,136.919998,130.809998,132.229996,1155800,130.377686
"2021-03-04",132.649994,136.139999,130.830002,131.089996,1453500,129.253647
"2021-03-05",132.110001,135.649994,130.190002,135.470001,1086900,133.572296
"2021-03-08",135.080002,135.199997,131.149994,131.360001,1056900,129.519867
"2021-03-09",133.389999,134.929993,131.929993,132.419998,1146500,130.565018
"2021-03-10",133.210007,134.809998,131.639999,131.779999,1148900,129.93399
"2021-03-11",132.779999,136.649994,132.199997,135.210007,1325500,133.691299
"2021-03-12",134.110001,134.779999,132.990005,133.479996,732800,131.980743
"2021-03-15",133.220001,135.309998,132.369995,134.970001,811700,133.45401
"2021-03-16",135.339996,136.380005,134.050003,136.169998,831900,134.640533
"2021-03-17",136.470001,136.470001,132.860001,133.449997,1434400,131.95108
"2021-03-18",132.139999,132.300003,128.649994,131.5,1571500,130.022995
"2021-03-19",131.169998,134.529999,131.070007,133.570007,2123900,132.069748
"2021-03-22",134.529999,138.220001,134.020004,137.740005,1012800,136.192886
"2021-03-23",137.990005,140.339996,137.559998,138.360001,831500,136.805939
"2021-03-24",137.220001,137.600006,134.979996,135.029999,976200,133.513336
"2021-03-25",134.710007,136.990005,133.580002,135.089996,1171600,133.572647
"2021-03-26",133.690002,136.759995,133.690002,136.639999,997400,135.105255
"2021-03-29",137.070007,140.550003,136.539993,138.839996,1203300,137.280533
"2021-03-30",137.050003,138.679993,134.25,138.389999,1389800,136.835587
"2021-03-31",138.869995,141.880005,138.389999,140.360001,1233700,138.783478
"2021-04-01",140.070007,142.350006,138.949997,140.320007,858200,138.743927
"2021-04-05",138.550003,142.729996,138.320007,142.490005,889000,140.889542
"2021-04-06",142.009995,143.710007,140.399994,141.979996,838600,140.385269
"2021-04-07",143.240005,143.979996,142.529999,142.679993,1206800,141.077393
"2021-04-08",143.820007,143.910004,142.240005,142.770004,705700,141.166397
"2021-04-09",142.529999,142.940002,141.679993,142.339996,779500,140.741226
"2021-04-12",141.160004,142.270004,141.160004,142.059998,798900,140.464371
"2021-04-13",140.820007,141.300003,136.75,139,1308500,137.438751
"2021-04-14",139,139.380005,136.899994,137.759995,1073800,136.212662
"2021-04-15",137.589996,139.25,136.5,138.830002,988700,137.270645
"2021-04-16",139.320007,141.070007,138.639999,140.5,779700,138.92189
"2021-04-19",139.929993,140.669998,137.559998,138.850006,892100,137.290436
"2021-04-20",138.130005,140.460007,137.75,138.119995,555700,136.568619
"2021-04-21",140.940002,144.470001,140.449997,141.5,1639600,139.910675
"2021-04-22",139.75,142.059998,139.75,140.300003,1424400,138.724136
"2021-04-23",140.229996,141.720001,138.490005,140.479996,749300,138.902115
"2021-04-26",140.800003,142.080002,139.5,140.600006,1091100,139.020782
"2021-04-27",140.360001,141.449997,139,140.339996,658500,138.763687
"2021-04-28",141.270004,141.279999,138.240005,138.509995,1083400,136.954239
"2021-04-29",124.370003,130.919998,124,128.020004,4297300,126.582077
"2021-04-30",126.510002,127.540001,122.870003,123.849998,2446300,122.458908
"2021-05-03",123.260002,124.040001,121.389999,123.400002,1974000,122.013962
"2021-05-04",122.309998,122.519997,118.050003,119.199997,1849000,117.86113
"2021-05-05",119.900002,120.489998,118.599998,119.18,964100,117.841354
"2021-05-06",118.839996,121.790001,118.400002,121.690002,1093700,120.323166
"2021-05-07",123.110001,123.68,120.809998,121.029999,1009600,119.670578
"2021-05-10",120.690002,120.889999,118.660004,119.290001,1116600,117.950127
"2021-05-11",117.489998,119.650002,116.610001,119.239998,1047700,117.900688
"2021-05-12",118.519997,119.480003,116.559998,116.800003,1203400,115.488098
"2021-05-13",117.150002,118.410004,116.370003,116.720001,1122100,115.408997
"2021-05-14",117.760002,118.360001,117.290001,117.709999,749400,116.387871
"2021-05-17",117.269997,117.580002,115.93,116.870003,784800,115.557312
"2021-05-18",116.889999,117.230003,115.529999,115.800003,1052200,114.499329
"2021-05-19",115.099998,115.519997,113.830002,115.389999,894200,114.093933
"2021-05-20",115.849998,117.82,115.610001,115.779999,1760700,114.479546
"2021-05-21",115.980003,116.669998,115.669998,115.809998,1136700,114.509216
"2021-05-24",116.800003,117.339996,115.739998,115.839996,747500,114.538872
"2021-05-25",116.059998,116.650002,114.739998,115.230003,1107700,113.93573
"2021-05-26",114.870003,116.470001,114.470001,114.830002,931000,113.540222
"2021-05-27",115.059998,115.580002,113.470001,113.68,1978800,112.403137
"2021-05-28",113.970001,115.900002,113.970001,114.959999,1627400,113.668762
"2021-06-01",115.160004,115.68,113.730003,113.870003,1289400,112.591003
"2021-06-02",113.919998,115.830002,113.68,114.889999,1698900,113.599548
"2021-06-03",114.110001,116.809998,113.839996,116.550003,1345300,115.240906
"2021-06-04",116.900002,119.629997,116.709999,119.139999,1153400,117.801811
"2021-06-07",119.360001,119.360001,116.529999,117.059998,667700,115.745171
"2021-06-08",117.830002,118.889999,117.410004,118.440002,1148300,117.109673
"2021-06-09",118.489998,118.849998,117,118.07,964500,116.743828
"2021-06-10",117.989998,118.830002,116.910004,118.650002,849300,117.686111
"2021-06-11",118.650002,120.629997,118.290001,120.410004,1085000,119.431816
"2021-06-14",121.010002,121.870003,120.550003,120.660004,1180300,119.679787
"2021-06-15",120.75,121.199997,119.709999,119.879997,1256800,118.906113
"2021-06-16",119.860001,120.690002,117.029999,117.610001,918900,116.654556
"2021-06-17",117.029999,119.489998,116.760002,118.110001,981800,117.150497
"2021-06-18",117.800003,118,115.080002,115.809998,2072500,114.869179
"2021-06-21",115.220001,116.669998,114.099998,116.059998,924500,115.117149
"2021-06-22",115.900002,116.550003,114.339996,114.790001,1077900,113.857468
"2021-06-23",114.68,114.82,112.980003,113.339996,1227100,112.419243
"2021-06-24",113.949997,114.989998,113.25,114.519997,815000,113.589653
"2021-06-25",114.519997,116.150002,114.489998,115.959999,1171000,115.01796
"2021-06-28",117.120003,119.220001,116.610001,117.370003,1292400,116.416512
"2021-06-29",116.879997,117.93,116.370003,117.879997,491200,116.922363
"2021-06-30",118.25,118.25,117.07,117.269997,584700,116.317314
"2021-07-01",117.150002,117.739998,116.309998,117.400002,640700,116.446266
"2021-07-02",117.949997,119.07,117.089996,118.93,619900,117.963829
"2021-07-06",118.529999,118.650002,115.739998,116.059998,1037600,115.117149
"2021-07-07",116.910004,117.949997,115.550003,117.220001,765200,116.267731
"2021-07-08",116.169998,117.760002,115.07,116.870003,1244400,115.92057
"2021-07-09",116.720001,117.190002,115.57,116.169998,878700,115.22625
"2021-07-12",116.620003,116.75,113.900002,113.970001,1094400,113.044136
"2021-07-13",113.959999,114.800003,112.860001,113.580002,1007300,112.657295
"2021-07-14",114.239998,115.93,113.809998,115.779999,1007800,114.839424
"2021-07-15",115.980003,116.739998,114.32,114.989998,982100,114.05584
"2021-07-16",115.43,116.599998,114.790001,116.239998,1021400,115.295685
"2021-07-19",115.980003,116.120003,112.919998,113.940002,873300,113.014374
"2021-07-20",114.410004,115.720001,114.110001,114.720001,870400,113.78804
"2021-07-21",115.309998,115.669998,113.580002,114.040001,701900,113.113564
"2021-07-22",113.629997,114.919998,113.220001,114.489998,539500,113.559898
"2021-07-23",115,115.169998,113.57,114.93,527200,113.99633
"2021-07-26",114.870003,115.18,114,114.769997,528500,113.837624
"2021-07-27",114.970001,115.129997,112.959999,114.709999,627100,113.778114
"2021-07-28",114.620003,115.330002,114.139999,114.550003,827800,113.619423
"2021-07-29",94.730003,99.68,94.660004,99,9859000,98.19574
"2021-07-30",99,101.449997,96.709999,100.75,2712100,99.931526
"2021-08-02",100.279999,103.940002,99.129997,103.57,3044300,102.728615
"2021-08-03",103.110001,103.68,102.449997,103,2710800,102.163246
"2021-08-04",102.540001,103.18,100.400002,100.93,4452400,100.110062
"2021-08-05",100.769997,101.459999,99.410004,101.25,3209700,100.427467
"2021-08-06",101.580002,102.410004,99.849998,101.389999,2874600,100.56633
"2021-08-09",101.300003,101.760002,100.699997,101.480003,1852300,100.655602
"2021-08-10",101.419998,101.75,100.629997,100.870003,3489900,100.050552
"2021-08-11",101.220001,102.400002,100.57,102.260002,1019700,101.42926
"2021-08-12",102.050003,102.519997,101.410004,102.089996,2524700,101.260643
"2021-08-13",101.860001,102.419998,101.220001,102.110001,1022200,101.280472
"2021-08-16",102.32,102.639999,101.919998,102.169998,1737400,101.339989
"2021-08-17",101.900002,102.610001,101.57,102.540001,830800,101.706985
"2021-08-18",102.290001,102.559998,101.419998,102.449997,1579000,101.617706
"2021-08-19",102.550003,102.93,102.129997,102.480003,2527600,101.647476
"2021-08-20",101.779999,103.519997,101.779999,103.220001,1024200,102.381462
"2021-08-23",103.309998,103.410004,102.349998,102.400002,1714300,101.568123
"2021-08-24",102.470001,102.93,102.339996,102.589996,760400,101.756577
"2021-08-25",102.339996,102.970001,101.480003,101.629997,1367900,100.804375
"2021-08-26",101.540001,102.519997,100.57,100.769997,1063400,99.951355
"2021-08-27",100.620003,101.870003,99.629997,101.769997,845800,100.94323
"2021-08-30",101.75,103.150002,101.75,102.660004,1739800,101.826012
"2021-08-31",102.959999,103.860001,102.510002,102.870003,1130600,102.034302
"2021-09-01",103.220001,103.639999,102.519997,102.589996,687600,101.756577
"2021-09-02",102.730003,103.900002,101.959999,103.870003,920800,103.026176
"2021-09-03",103.959999,104.5,102.589996,102.75,1241500,101.915283
"2021-09-07",102.690002,103.650002,102.470001,103.5,2110200,102.659187
"2021-09-08",111.260002,112.300003,106.379997,106.589996,4004100,105.724083
"2021-09-09",106.489998,108.709999,106.349998,108.300003,1784400,107.794373
"2021-09-10",108.769997,109.169998,106.339996,107.57,1745700,107.06778
"2021-09-13",107.830002,110.989998,107.580002,108.82,1421200,108.311943
"2021-09-14",108.669998,110,107.839996,109.580002,1461300,109.068398
"2021-09-15",113,115,111.209999,112.470001,3736900,111.944908
"2021-09-16",112.309998,112.82,109.150002,110.949997,1996500,110.431999
"2021-09-17",111.449997,112.589996,111.07,111.57,3027800,111.049103
"2021-09-20",109.860001,111.370003,109.480003,110.300003,1446200,109.785034
"2021-09-21",110.970001,111.330002,108.209999,108.690002,1713900,108.182556
"2021-09-22",108.57,109.43,108.220001,109.040001,1875800,108.530914
"2021-09-23",109.309998,111.5,109.059998,111.160004,750300,110.641022
"2021-09-24",111,111.879997,109.980003,110.190002,777400,109.675552
"2021-09-27",109.760002,109.919998,108.769997,108.970001,1229300,108.461243
"2021-09-28",108.68,109.160004,106.860001,107,1835500,106.500443
"2021-09-29",107.07,109,106.809998,108.150002,822900,107.645073
"2021-09-30",108.300003,108.599998,106.870003,107.370003,967200,106.868713
"2021-10-01",107.959999,108.839996,106.949997,108.43,1148400,107.923767
"2021-10-04",108.040001,108.5,105.949997,106.190002,1089400,105.694229
"2021-10-05",105.589996,107.190002,105.410004,106.470001,623100,105.972916
"2021-10-06",105.419998,106,104.610001,105.959999,987900,105.465294
"2021-10-07",103.639999,106.389999,103.5,104.209999,2207700,103.723465
"2021-10-08",103.279999,104,97.830002,98.32,2541900,97.86097
"2021-10-11",98.300003,98.550003,94.400002,94.68,1927300,94.237961
"2021-10-12",92.199997,93.349998,90.690002,90.949997,2748600,90.525375
"2021-10-13",90.82,94.879997,90.559998,94.160004,1945300,93.72039
"2021-10-14",94.989998,96.160004,94.459999,95.709999,2149700,95.263153
"2021-10-15",96.019997,98.910004,95.889999,97.580002,1738200,97.12442
"2021-10-18",97.529999,100.650002,96.82,100.519997,1507300,100.05069
"2021-10-19",100.379997,101.089996,98.970001,100.32,1389800,99.851631
"2021-10-20",99.919998,100.790001,99.059998,99.279999,1154100,98.816483
"2021-10-21",99.669998,100.870003,98.910004,100.199997,1211600,99.732185
"2021-10-22",100.230003,101.260002,99.459999,99.889999,918800,99.423637
"2021-10-25",100,100.18,98.290001,98.580002,747400,98.119751
"2021-10-26",98.919998,98.919998,96.419998,96.599998,1295600,96.148994
"2021-10-27",96.93,97.529999,94.940002,94.980003,693100,94.53656
"2021-10-28",94.940002,95.800003,94.769997,95.150002,964600,94.705765
"2021-10-29",94.849998,96.57,94.57,94.730003,887800,94.287727
"2021-11-01",94.540001,95.260002,93.82,94.760002,1097000,94.317589
"2021-11-02",94.970001,95.989998,93.339996,95.589996,1144100,95.143707
"2021-11-03",95.260002,95.779999,93.760002,94.199997,1826000,93.760201
"2021-11-04",92.199997,99.32,91.650002,95.099998,1835200,94.655998
"2021-11-05",91.669998,93.160004,89.07,89.199997,3087200,88.783539
"2021-11-08",90.529999,91.889999,89.580002,91.510002,1852300,91.082764
"2021-11-09",91.989998,92.169998,90.010002,90.349998,1675800,89.928177
"2021-11-10",90.160004,90.510002,88.360001,89.040001,1277000,88.62429
"2021-11-11",89.110001,89.400002,87.230003,87.360001,918100,86.952133
"2021-11-12",87.440002,89.989998,87.440002,89.68,2319700,89.261307
"2021-11-15",89.419998,89.419998,85.199997,87.160004,2665000,86.753075
"2021-11-16",87.510002,88.900002,87.370003,88.400002,1897400,87.987282
"2021-11-17",88.209999,89.029999,86.870003,86.93,1563800,86.524147
"2021-11-18",86.709999,87.970001,83.610001,84.730003,2620700,84.334419
"2021-11-19",85.419998,86.629997,83.830002,85.099998,1455700,84.702682
"2021-11-22",85.099998,86.260002,84.900002,85.419998,1296700,85.021194
"2021-11-23",85.540001,85.660004,83.459999,84.010002,1701200,83.617775
"2021-11-24",84.339996,85.07,83.589996,84.739998,1367200,84.344368
"2021-11-26",84.760002,85.279999,82.709999,82.900002,1806500,82.512962
"2021-11-29",83.57,83.610001,80.480003,82.370003,2420500,81.985435
"2021-11-30",82.059998,83.139999,80.18,80.43,3052800,80.054489
"2021-12-01",80.669998,81.510002,78.720001,78.720001,1550000,78.352478
"2021-12-02",79.019997,80.529999,78.360001,80.099998,1152600,79.726028
"2021-12-03",80.120003,80.120003,78.730003,79.25,1294100,78.879997
"2021-12-06",78.57,80.629997,78.07,80.169998,1994500,80.169998
"2021-12-07",80.900002,82.470001,80.580002,80.860001,2278800,80.860001
"2021-12-08",80.889999,82.75,80.75,82.709999,2003200,82.709999
"2021-12-09",82.879997,83.07,81.260002,81.629997,935400,81.629997
"2021-12-10",81.940002,82.629997,81.169998,81.510002,1800000,81.510002
"2021-12-13",81.989998,84.480003,81.989998,84.029999,1271100,84.029999
"2021-12-14",82.769997,83.519997,81.660004,83.139999,2148700,83.139999
"2021-12-15",83.269997,84.07,81.059998,83.730003,1324700,83.730003
"2021-12-16",82.370003,85.150002,82.370003,84.720001,2505400,84.720001
"2021-12-17",83.589996,86.18,83.089996,83.519997,4604600,83.519997
"2021-12-20",82.339996,83.879997,81.879997,83.650002,1728700,83.650002
"2021-12-21",90,96.699997,89.699997,95.050003,4897600,95.050003
"2021-12-22",94.220001,94.699997,92.889999,94.32,2212000,94.32
"2021-12-23",94.470001,99.230003,93.129997,97.879997,1621100,97.879997
"2021-12-27",97.480003,98,94.860001,95.150002,1749500,95.150002
"2021-12-28",95.339996,96.239998,94.919998,96.099998,849800,96.099998
"2021-12-29",95.830002,97.5,95.470001,96.959999,1703800,96.959999
"2021-12-30",96.800003,97.68,95.57,95.730003,769000,95.730003
"2021-12-31",95.419998,96.010002,94.519997,94.589996,444700,94.589996
"2022-01-03",94.599998,98.519997,94.32,98.260002,1582900,98.260002
"2022-01-04",98.080002,99.870003,97.120003,99.370003,1410200,99.370003
"2022-01-05",98.849998,99.690002,97.199997,97.220001,946800,97.220001
"2022-01-06",96.769997,97.769997,94.300003,94.300003,1714800,94.300003
"2022-01-07",93.879997,96.449997,93.260002,95.720001,1598500,95.720001
