"","NUE.Open","NUE.High","NUE.Low","NUE.Close","NUE.Volume","NUE.Adjusted"
"2020-08-26",45.52,45.869999,45.189999,45.5,1089400,43.617584
"2020-08-27",45.709999,46.029999,45.169998,45.549999,972300,43.665512
"2020-08-28",45.73,46.189999,45.560001,45.990002,1245200,44.087311
"2020-08-31",46.32,46.32,45.450001,45.459999,1897500,43.579239
"2020-09-01",45.419998,46.639999,45.07,46.639999,2102000,44.710415
"2020-09-02",46.75,47.66,46.439999,47.459999,2764000,45.49649
"2020-09-03",47.32,47.880001,46.18,46.610001,2176600,44.681656
"2020-09-04",47.419998,47.59,46.509998,46.900002,2274900,44.959656
"2020-09-08",46.200001,46.450001,45.41,45.59,2363600,43.703854
"2020-09-09",46.130001,46.43,45.630001,46.060001,2257500,44.154415
"2020-09-10",46.189999,46.259998,45.360001,45.389999,1227400,43.512138
"2020-09-11",45.650002,46.279999,45.290001,45.93,1286500,44.029793
"2020-09-14",46.23,46.950001,46.080002,46.73,1781900,44.796696
"2020-09-15",46.869999,47.330002,46.610001,46.790001,1795400,44.854214
"2020-09-16",46.990002,47.950001,46.509998,47.560001,1834400,45.592358
"2020-09-17",47.619999,49.189999,47.009998,48.970001,2519700,46.944023
"2020-09-18",48.880001,49.970001,48.82,49.18,4002100,47.145329
"2020-09-21",48.189999,48.32,45.029999,45.799999,2879800,43.905174
"2020-09-22",45.73,46.189999,45.23,45.68,1936200,43.790134
"2020-09-23",45.669998,46.48,44.650002,44.669998,1915400,42.821915
"2020-09-24",44.599998,45.740002,44.099998,44.759998,1495700,42.908192
"2020-09-25",44.310001,45.389999,44.049999,45.25,1134800,43.377922
"2020-09-28",46.25,46.939999,45.619999,46.27,1434600,44.355724
