"","WEC.Open","WEC.High","WEC.Low","WEC.Close","WEC.Volume","WEC.Adjusted"
"2022-01-04",95.889999,96.989998,95.57,95.849998,1135200,94.411171
"2022-01-05",95.660004,97.760002,95.660004,96.959999,1094400,95.504509
"2022-01-06",97.489998,97.959999,96.239998,96.349998,961400,94.903671
"2022-01-07",96.260002,97.690002,95.529999,97.209999,1205500,95.750763
"2022-01-10",97.230003,97.75,96.459999,96.900002,1193500,95.445412
"2022-01-11",97.120003,97.300003,94.800003,95.32,1100600,93.88913
"2022-01-12",94.730003,95.900002,94.169998,95.699997,1228900,94.263428
"2022-01-13",96.269997,97.300003,95.809998,97.279999,1107300,95.81971
"2022-01-14",96.980003,97.440002,95.769997,96.25,1185400,94.805168
"2022-01-18",95.690002,95.970001,94.029999,95.769997,1342100,94.332375
"2022-01-19",96.010002,97.220001,95.209999,96.029999,1877700,94.588478
"2022-01-20",96.169998,97.25,95.809998,96.669998,1409300,95.218864
"2022-01-21",97.669998,98.720001,96.589996,96.989998,1795300,95.534065
"2022-01-24",95.650002,97.160004,92.889999,95.129997,1786600,93.701981
"2022-01-25",94.43,95.309998,93.629997,94.75,1267200,93.32769
"2022-01-26",94.5,95.559998,93.370003,94.110001,1469100,92.697296
"2022-01-27",94.589996,96.360001,94.370003,95.110001,1309600,93.682289
"2022-01-28",94.830002,96.669998,94.419998,96.57,1107300,95.120369
"2022-01-31",95.639999,97.220001,95.540001,97.040001,1221400,95.583313
"2022-02-01",96.940002,97.269997,94.309998,95.160004,1815200,93.731537
"2022-02-02",94.980003,96.510002,94.900002,96.120003,1820700,94.677124
"2022-02-03",96.720001,98.099998,95.400002,95.690002,1925600,94.253578
"2022-02-04",95.040001,96.010002,93.940002,94.639999,1596400,93.219337
"2022-02-07",94.589996,95.160004,93.790001,94.720001,1519100,93.298141
"2022-02-08",95.290001,95.400002,94.279999,94.470001,1205400,93.051895
"2022-02-09",95.019997,95.360001,93.910004,94.32,1432600,92.904144
"2022-02-10",93.419998,93.93,91.580002,92,1542800,90.618965
"2022-02-11",91.75,92.18,90.690002,91.209999,2294600,90.557411
"2022-02-14",91.199997,91.629997,88.82,89.629997,1942600,88.988716
"2022-02-15",90.019997,90.379997,88.690002,88.900002,2101700,88.263947
"2022-02-16",89.209999,89.669998,88.370003,89.120003,2468900,88.482368
"2022-02-17",89.220001,89.809998,88.330002,89.389999,1430000,88.750435
"2022-02-18",89.029999,90.68,89.029999,90,1632600,89.356071
"2022-02-22",90.389999,90.519997,89.290001,89.790001,1534400,89.147575
"2022-02-23",89.790001,90.169998,88.150002,88.339996,1635300,87.707947
"2022-02-24",88.029999,88.790001,87.139999,88.68,2795100,88.045517
"2022-02-25",89.300003,91.260002,89.25,90.849998,2189200,90.199989
"2022-02-28",90.260002,90.980003,89.940002,90.879997,1720000,90.229774
"2022-03-01",91,91.620003,88.68,89.309998,2013000,88.671005
"2022-03-02",89.169998,90.93,89.080002,90.589996,1658900,89.941849
"2022-03-03",90.93,92.919998,90.919998,92.449997,1372800,91.788536
"2022-03-04",92.050003,94.669998,91.800003,94.610001,1960200,93.93309
"2022-03-07",94.650002,95.699997,93.610001,95.449997,1962500,94.767075
"2022-03-08",95.690002,96.029999,93.849998,94,1881500,93.327454
"2022-03-09",94.720001,94.830002,92.480003,92.599998,1613400,91.937469
"2022-03-10",92.150002,93.75,92.019997,93.559998,2039300,92.890594
"2022-03-11",93.529999,94.879997,93.529999,93.860001,1270300,93.188454
"2022-03-14",94.389999,95.010002,93.470001,93.779999,1582300,93.109024
"2022-03-15",94.900002,94.980003,93.68,94.589996,1800900,93.913231
"2022-03-16",94.589996,94.75,93.190002,94.599998,2090400,93.923157
"2022-03-17",94.739998,96.300003,94.57,95.790001,2357000,95.104645
"2022-03-18",95.550003,96.139999,94.440002,94.68,2803800,94.002586
"2022-03-21",94.849998,96.379997,94.849998,95.699997,1172900,95.015289
"2022-03-22",95.989998,96.050003,94.660004,95.370003,1612600,94.687653
"2022-03-23",95.379997,96.059998,94.669998,95.480003,1484500,94.796867
"2022-03-24",95.800003,97.050003,95.470001,96.610001,1301300,95.918777
"2022-03-25",96.900002,98.110001,96.739998,98.07,1078900,97.368332
"2022-03-28",98.110001,98.559998,97.5,98.550003,803400,97.844902
"2022-03-29",98.980003,99.199997,97.900002,99.18,1360300,98.47039
"2022-03-30",99.5,100.300003,99.18,100.290001,1052500,99.572449
"2022-03-31",100.209999,101.190002,99.779999,99.809998,1566500,99.095879
"2022-04-01",99.75,101.18,99.290001,101.129997,1395300,100.406433
"2022-04-04",100.510002,100.760002,99.169998,100.489998,1102200,99.771019
"2022-04-05",100.550003,102.690002,100.550003,101.730003,1583300,101.002151
"2022-04-06",102.25,104.459999,102.019997,103.970001,1353800,103.22612
"2022-04-07",104,104.389999,102.93,103.809998,1552000,103.067261
"2022-04-08",104.239998,105.169998,103.790001,104.489998,1382900,103.742393
"2022-04-11",104.75,105.43,103.529999,103.660004,1216500,102.918343
"2022-04-12",103.32,104.629997,102.730003,104.410004,1262400,103.662971
"2022-04-13",104.480003,104.739998,103.059998,103.199997,1132900,102.461624
"2022-04-14",103.629997,104.110001,103.150002,103.190002,960600,102.451706
"2022-04-18",103.43,104.010002,102.190002,102.839996,889300,102.104202
"2022-04-19",103.410004,104.82,103.150002,104.519997,1447200,103.772179
"2022-04-20",105.470001,105.959999,104.760002,105.400002,1085500,104.645889
"2022-04-21",105.209999,106.82,104.790001,105.760002,1140700,105.003311
"2022-04-22",105.790001,105.790001,103.790001,103.980003,1515600,103.236053
"2022-04-25",104.209999,104.389999,101.5,102.910004,1387400,102.173706
"2022-04-26",102.43,103.980003,102.120003,102.629997,1322800,101.895706
"2022-04-27",102.610001,103.669998,101.669998,102.089996,1136400,101.359566
"2022-04-28",102.400002,103.43,101.739998,102.779999,1323900,102.044632
"2022-04-29",102.150002,102.610001,99.900002,100.050003,2017900,99.334167
"2022-05-02",100.410004,102.699997,98.459999,99.730003,2252000,99.016457
"2022-05-03",100.400002,102.029999,99.419998,99.559998,1886000,98.847672
"2022-05-04",99.260002,101.720001,99.260002,101.559998,1701300,100.833359
"2022-05-05",101.230003,101.849998,100.18,101.07,1290400,100.34687
"2022-05-06",100.510002,101.139999,99.5,100.660004,1843400,99.939804
"2022-05-09",100.169998,102.57,99.720001,101.940002,1812000,101.210648
"2022-05-10",101.860001,103.129997,99.629997,100.660004,1402700,99.939804
"2022-05-11",100.82,103.269997,100.82,101.75,1731500,101.022003
"2022-05-12",101.160004,102.07,99.610001,100.82,1359100,100.82
"2022-05-13",102.209999,102.830002,100.040001,102.089996,1582000,102.089996
"2022-05-16",102.339996,103.190002,101.559998,102.769997,1306600,102.769997
"2022-05-17",103.150002,103.610001,100.959999,103.449997,1302000,103.449997
"2022-05-18",103.919998,104.059998,101.699997,101.949997,2096000,101.949997
"2022-05-19",101.739998,103.550003,100.599998,102.870003,1909100,102.870003
"2022-05-20",103.099998,103.709999,101.940002,103.550003,1756700,103.550003
"2022-05-23",105,105.589996,103.580002,105.019997,1232700,105.019997
"2022-05-24",105.470001,108.389999,104.879997,108.279999,1347400,108.279999
"2022-05-25",107.959999,108.089996,105.330002,105.809998,2489800,105.809998
"2022-05-26",106.290001,106.68,105.260002,105.400002,1822800,105.400002
"2022-05-27",105.080002,106.900002,104.800003,106.529999,1202400,106.529999
"2022-05-31",105.440002,105.959999,104.339996,105.07,1899100,105.07
"2022-06-01",105.449997,105.620003,104.209999,104.669998,1553800,104.669998
"2022-06-02",105.190002,105.260002,102.760002,104.860001,1084400,104.860001
"2022-06-03",104.669998,105,103.970001,104.18,834700,104.18
"2022-06-06",104.57,104.980003,104.169998,104.309998,778000,104.309998
"2022-06-07",104.220001,105.690002,103.370003,105.599998,1234300,105.599998
"2022-06-08",105.190002,105.190002,102.870003,102.949997,1097700,102.949997
"2022-06-09",102.68,103.080002,99.459999,99.519997,1206400,99.519997
"2022-06-10",98.629997,100.18,98.019997,99.309998,1712800,99.309998
"2022-06-13",98.449997,98.580002,95.129997,95.580002,1611800,95.580002
"2022-06-14",95.459999,95.949997,91.160004,92.050003,1611300,92.050003
"2022-06-15",92.669998,93.32,90.730003,91.879997,1720700,91.879997
"2022-06-16",90.760002,91.559998,89.400002,91.209999,2024000,91.209999
"2022-06-17",91.650002,91.690002,89.209999,90.370003,2633700,90.370003
"2022-06-21",90.449997,92.470001,90.18,91.900002,1752300,91.900002
"2022-06-22",91.610001,94.290001,91.580002,93.370003,2061400,93.370003
"2022-06-23",93.800003,95.5,93.699997,95.339996,1248700,95.339996
"2022-06-24",95.410004,97.550003,95.410004,97.160004,1808300,97.160004
"2022-06-27",97.540001,99.309998,96.879997,99.279999,1833500,99.279999
"2022-06-28",99.339996,100.150002,99.059998,99.120003,1462500,99.120003
"2022-06-29",99.330002,99.68,98.739998,99.309998,948100,99.309998
