"","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
"2021-12-28",247.860001,250.330002,247.339996,249.229996,1119700,246.558182
"2021-12-29",250.009995,251.770004,249.440002,251.029999,1106200,248.338898
"2021-12-30",251.270004,251.660004,248.580002,249.539993,1163300,246.864868
"2021-12-31",249.539993,253.330002,249.139999,251.929993,1516700,249.229248
"2022-01-03",253.25,253.5,246.5,247.770004,2450200,245.113861
"2022-01-04",250,254.399994,249.360001,252.029999,2647500,249.328171
"2022-01-05",252.850006,254.710007,251.660004,252.789993,3651300,250.080032
"2022-01-06",254,254.699997,251.880005,253.490005,2342300,250.772522
"2022-01-07",252.789993,256.109985,251.570007,254.779999,2346800,252.048706
"2022-01-10",254.529999,254.529999,248.399994,250.279999,3341400,247.596939
"2022-01-11",250.75,251.190002,245.070007,246.419998,3087200,243.77832
"2022-01-12",247.610001,248.960007,246.039993,247,2480800,244.352097
"2022-01-13",247.5,248.770004,246.690002,247.619995,2615100,244.965454
"2022-01-14",245.270004,248.229996,244.529999,246.270004,2525500,243.629929
"2022-01-18",244.800003,245.539993,236.800003,238.039993,5752100,235.488159
"2022-01-19",240,241.699997,237.029999,239.490005,4910900,236.922607
"2022-01-20",237.220001,245.660004,237,242.070007,4256100,239.47496
"2022-01-21",244.660004,250.529999,242.240005,246.330002,4932400,243.689285
"2022-01-24",242.919998,245.919998,239.130005,245.100006,5093200,242.472473
"2022-01-25",242.639999,245.669998,239.190002,244.119995,3325400,241.502975
"2022-01-26",246.589996,250.149994,242.360001,244.880005,3529100,242.254837
"2022-01-27",247.330002,248.669998,242.720001,244.589996,3045500,241.967941
"2022-01-28",245,246.080002,239.600006,245.929993,2659900,243.293564
"2022-01-31",245,245.389999,242.809998,244.550003,3522000,241.92836
"2022-02-01",244.809998,248.380005,243.820007,246.710007,2438500,244.065231
"2022-02-02",246.029999,251.800003,246.029999,251.259995,2640200,248.566437
"2022-02-03",250.300003,251.690002,243.539993,244.350006,3666700,241.730515
"2022-02-04",244.639999,246.089996,241.160004,242.389999,3603500,239.791519
"2022-02-07",244.160004,244.979996,240.149994,241.149994,3067400,238.564804
"2022-02-08",243.199997,245.169998,242.050003,242.949997,3027700,240.34552
"2022-02-09",245.169998,246.619995,243.720001,246.490005,3135200,243.847565
"2022-02-10",243.550003,246.100006,240.940002,242.119995,2034800,239.524414
"2022-02-11",241.339996,244.490005,237.710007,238.809998,2379100,236.249893
"2022-02-14",240.130005,243.75,238.380005,242.550003,2429400,239.949814
"2022-02-15",245,249.979996,244.479996,249.320007,3248500,246.647247
"2022-02-16",248.449997,254.850006,248.449997,253.809998,3493100,251.089096
"2022-02-17",252.309998,253.300003,249.559998,250.990005,2697500,248.299332
"2022-02-18",251.460007,254.479996,250.330002,251.190002,3319300,248.497192
"2022-02-22",251,252.279999,245.270004,246.270004,4360300,243.629929
"2022-02-23",248.039993,251.589996,244.309998,244.820007,3346900,242.19548
"2022-02-24",240.410004,242.800003,236.809998,242.089996,3944100,239.494736
"2022-02-25",242.259995,248.350006,241.559998,246.410004,2548100,244.962433
"2022-02-28",240.529999,246.490005,239.639999,245.949997,3358100,244.505127
"2022-03-01",244.860001,246.550003,240.979996,242.429993,3327000,241.005798
"2022-03-02",243.220001,253.380005,242.949997,252.369995,3528900,250.887421
"2022-03-03",253.929993,263.589996,253.330002,255.460007,7218000,253.959274
"2022-03-04",254.679993,264.790009,253.630005,264.630005,5924800,263.075409
"2022-03-07",264,270.140015,261.279999,261.459991,5794000,259.924011
"2022-03-08",261.5,263.25,253.100006,253.470001,6229800,251.980957
"2022-03-09",257.350006,259.350006,251.539993,253.669998,6204400,252.179779
"2022-03-10",252,259.910004,249.559998,259.649994,4501100,258.124634
"2022-03-11",259.01001,263.399994,259.01001,261.519989,3873800,259.983643
"2022-03-14",263.359985,263.869995,255.649994,257.660004,3839200,256.146332
"2022-03-15",261.549988,262.290009,256.799988,260.130005,2913800,258.601837
"2022-03-16",262.100006,264.929993,260.26001,264.149994,3958600,262.598206
"2022-03-17",260.920013,264.420013,258.440002,263.559998,3761500,262.011688
"2022-03-18",264,264.160004,259.649994,261.320007,6342900,259.784851
"2022-03-21",260.850006,265.440002,260.23999,264.51001,5158400,262.956116
"2022-03-22",266,267.200012,263.790009,265.859985,3704700,264.298157
"2022-03-23",265.059998,269.769989,264.519989,267.679993,2877100,266.107483
"2022-03-24",269,272.769989,268.269989,270.209991,3400200,268.62262
"2022-03-25",271.369995,273.579987,270.290009,273.380005,2814300,271.773987
"2022-03-28",272.720001,275.399994,271.649994,275.339996,2548400,273.722473
"2022-03-29",275.200012,276.820007,269.380005,273.609985,2759500,272.002625
"2022-03-30",274.130005,276.869995,273.859985,276.690002,2770400,275.064545
"2022-03-31",275.570007,278.940002,273.209991,273.209991,3793000,271.60498
"2022-04-01",274.200012,274.440002,257,259.959991,6367000,258.432831
"2022-04-04",259.76001,260.690002,253.339996,257.73999,4633400,256.225861
"2022-04-05",256.359985,259.480011,251.679993,252.110001,5042600,250.628952
"2022-04-06",249.929993,250.490005,240.360001,242.929993,6794200,241.502869
"2022-04-07",243.610001,245.990005,240.020004,244.860001,4793100,243.421539
"2022-04-08",241.220001,245.360001,239.679993,241.979996,3530700,240.558456
"2022-04-11",240.910004,244.289993,239.570007,243.110001,2912100,241.681824
"2022-04-12",243.600006,248.149994,242.490005,245.059998,3097700,243.620361
"2022-04-13",244.759995,246.309998,242.660004,244.630005,3062000,243.192886
"2022-04-14",246.399994,247.899994,244.529999,246.210007,3180200,244.763611
"2022-04-18",245,246.830002,240.220001,242.119995,3173200,240.697632
"2022-04-19",244.770004,246.089996,243.619995,245.619995,2269000,244.177063
"2022-04-20",246.089996,249.240005,246.089996,247.070007,2937700,245.618561
"2022-04-21",245.470001,250.520004,242.539993,244.399994,4179600,242.964233
"2022-04-22",242.259995,242.660004,233.839996,234.300003,5105300,232.923569
"2022-04-25",233.830002,236.960007,230.059998,236.419998,4129900,235.031113
"2022-04-26",235.600006,237.860001,233.429993,233.589996,2316200,232.217743
"2022-04-27",232.539993,238.029999,232.289993,236.789993,3489800,235.398941
"2022-04-28",236.789993,239.880005,236.429993,239.25,4531800,237.844498
"2022-04-29",238.100006,239.880005,233.839996,234.289993,4407100,232.91362
"2022-05-02",235.479996,236.339996,228.619995,232.869995,3665800,231.501968
"2022-05-03",232.990005,233.449997,229.610001,232.100006,2285000,230.736496
"2022-05-04",233.270004,237.639999,231.410004,237.089996,2598400,235.697174
"2022-05-05",235.440002,236.339996,229.559998,231.479996,3005500,230.120132
"2022-05-06",230.529999,230.589996,225.770004,229.589996,2774900,228.241241
"2022-05-09",227,227.759995,224.419998,225.25,3288900,223.926743
"2022-05-10",227.990005,228.229996,218.279999,222.600006,3845200,221.292313
"2022-05-11",222.860001,228.119995,222.460007,223.880005,2457500,222.564789
"2022-05-12",223.389999,227.979996,221.860001,225.929993,3230900,224.602737
"2022-05-13",226.869995,232.350006,226.710007,230.759995,3263800,229.404358
"2022-05-16",230.110001,231.429993,227.320007,227.889999,3091900,226.551224
"2022-05-17",231.470001,233.089996,229.289993,232.190002,2916400,230.825974
"2022-05-18",232.320007,232.350006,224.080002,224.990005,2620700,223.668274
"2022-05-19",219.429993,220.300003,212.720001,216.5,5428100,215.228149
"2022-05-20",216,217.449997,210.240005,213.580002,3796000,212.325302
"2022-05-23",215.490005,217.100006,214.330002,216.889999,3079300,215.615845
"2022-05-24",215.75,217.610001,213.270004,217.089996,2159700,215.814667
"2022-05-25",217.679993,219.550003,215.649994,217.419998,2006700,216.142731
"2022-05-26",218.229996,222.580002,218.229996,221.289993,2045300,219.98999
"2022-05-27",221.660004,224.25,220.830002,222.5,1537400,222.5
"2022-05-31",221.729996,221.779999,219.270004,219.779999,4405400,219.779999
"2022-06-01",221.169998,222.589996,219.919998,221.320007,2796200,221.320007
"2022-06-02",222.919998,225.889999,220.610001,225.389999,2091900,225.389999
"2022-06-03",223.809998,225.320007,221.880005,224,1964400,224
"2022-06-06",225.339996,226.350006,224.110001,225.169998,2151300,225.169998
"2022-06-07",218.919998,229.059998,217.199997,228.75,3772300,228.75
"2022-06-08",225.580002,225.850006,220,221.679993,2409300,221.679993
"2022-06-09",220.570007,222.380005,216.679993,216.789993,2198300,216.789993
"2022-06-10",213.830002,215.160004,210.009995,211.119995,2752200,211.119995
"2022-06-13",207.5,209.699997,204.210007,208.070007,3374500,208.070007
"2022-06-14",209.539993,212.259995,207.580002,208.490005,2631600,208.490005
"2022-06-15",211.149994,213.009995,207.050003,209.839996,2236000,209.839996
"2022-06-16",205.740005,209.580002,205.320007,208.190002,3124500,208.190002
"2022-06-17",208.149994,209.240005,205.690002,206.449997,6079700,206.449997
"2022-06-21",210.050003,211.479996,208.089996,209.470001,2956000,209.470001
"2022-06-22",207,211.220001,206.509995,208.990005,2098400,208.990005
"2022-06-23",209.720001,211.350006,207.479996,209.75,2504700,209.75
"2022-06-24",210.059998,217.850006,210.059998,215.779999,5516500,215.779999
"2022-06-27",216.820007,216.820007,212.429993,213.850006,1827600,213.850006
"2022-06-28",216.130005,218.850006,213.149994,213.360001,2156400,213.360001
"2022-06-29",214.029999,214.029999,210.460007,213.149994,2179000,213.149994
