"","BK.Open","BK.High","BK.Low","BK.Close","BK.Volume","BK.Adjusted"
"2022-01-07",61.360001,62.389999,60.990002,62.330002,5161700,60.956738
"2022-01-10",63.130001,63.419998,62.02,62.799999,5214700,61.416378
"2022-01-11",62.700001,63.279999,61.950001,63.07,4054300,61.680428
"2022-01-12",63.349998,63.919998,62.869999,63.549999,6411300,62.149853
"2022-01-13",63.560001,64.529999,63.490002,63.650002,4159900,62.247654
"2022-01-14",63.200001,63.689999,62.16,63.599998,5777500,62.19875
"2022-01-18",61.689999,63.220001,61.5,62.919998,6765000,61.53373
"2022-01-19",63.189999,63.200001,58.98,59.240002,6248600,57.934814
"2022-01-20",59.259998,61.209999,58.950001,59.919998,6989800,58.599831
"2022-01-21",59.68,59.759998,56.860001,57.18,5983600,55.920197
"2022-01-24",56.049999,59.040001,55.169998,58.900002,7162100,57.602306
"2022-01-25",58.330002,59.599998,57.040001,59.02,5919600,57.719658
"2022-01-26",59.650002,60.349998,58.169998,58.919998,5581800,57.621861
"2022-01-27",59.509998,60.68,57.59,58.369999,4958500,57.083981
"2022-01-28",57.860001,58.509998,57,58.48,4127000,57.526646
"2022-01-31",58.07,59.330002,57.549999,59.259998,6889500,58.29393
"2022-02-01",59.580002,60.91,59.049999,60.689999,4779000,59.700619
"2022-02-02",60.560001,61.119999,60.189999,61.049999,4346000,60.054749
"2022-02-03",61.349998,61.68,60.630001,60.77,2957300,59.779316
"2022-02-04",60.869999,62.66,60.610001,61.810001,4373500,60.802361
"2022-02-07",61.959999,62.540001,61.630001,62.25,2890600,61.235188
"2022-02-08",63.110001,63.970001,62.689999,63.619999,4925900,62.582851
"2022-02-09",63.919998,63.919998,63.110001,63.66,3345100,62.622204
"2022-02-10",62.830002,64.629997,62.830002,63.470001,6032900,62.435299
"2022-02-11",63.150002,64.300003,61.91,62.330002,6374800,61.313885
"2022-02-14",62.349998,62.529999,60.77,61.470001,5335400,60.467907
"2022-02-15",62.130001,62.560001,61.810001,62.23,4486100,61.215511
"2022-02-16",61.810001,62.889999,61.59,62.5,3657800,61.48111
"2022-02-17",61.48,61.689999,57.299999,57.349998,9864700,56.415066
"2022-02-18",57.09,57.459999,56.009998,56.380001,7611500,55.460884
"2022-02-22",56,56.630001,55.200001,55.639999,6203800,54.732944
"2022-02-23",56,56.25,53.09,53.349998,6770600,52.480274
"2022-02-24",51.689999,52.700001,50.610001,52.5,8487900,51.644135
"2022-02-25",52.970001,54.48,52.810001,54.369999,6413200,53.483646
"2022-02-28",52.59,53.5,52.349998,53.150002,9772300,52.283535
"2022-03-01",52.759998,52.759998,49.810001,50.580002,8434800,49.755432
"2022-03-02",51.16,52.720001,51.16,52.139999,4690600,51.290001
"2022-03-03",52.25,52.860001,51.57,52.360001,4794700,51.506416
"2022-03-04",50.919998,51.23,50.209999,50.919998,6249000,50.08989
"2022-03-07",50.389999,50.84,49.82,50.009998,8228800,49.194725
"2022-03-08",50.689999,51.830002,49.889999,50.73,8072500,49.902985
"2022-03-09",52.810001,53.360001,52.02,52.18,6970500,51.32935
"2022-03-10",50.720001,51.18,48.84,50,9396000,49.184887
"2022-03-11",50.860001,51.119999,49.799999,50,5755500,49.184887
"2022-03-14",50.779999,51.310001,50.240002,50.529999,6226200,49.706245
"2022-03-15",50.84,50.990002,49.950001,50.549999,5743700,49.725922
"2022-03-16",51.57,52.709999,50.91,51.91,7218600,51.063751
"2022-03-17",51.060001,52.540001,50.369999,52.509998,7149500,51.653969
"2022-03-18",52.52,52.580002,51.119999,52.299999,19554900,51.447395
"2022-03-21",52.639999,52.91,51.790001,52.18,6884400,51.32935
"2022-03-22",52.869999,53.459999,52.310001,52.689999,5306600,51.831036
"2022-03-23",52.400002,52.68,51.68,51.73,3659100,50.886684
"2022-03-24",52.040001,52.200001,51.450001,52.040001,3879600,51.191631
"2022-03-25",52.09,53.009998,52.029999,52.740002,4283300,51.880222
"2022-03-28",52.790001,52.799999,51.900002,52.509998,4195900,51.653969
"2022-03-29",53.380001,53.630001,52.299999,52.740002,3567800,51.880222
"2022-03-30",52.099998,52.43,51.560001,51.84,4156500,50.994892
"2022-03-31",51.509998,51.77,49.610001,49.630001,5804700,48.820923
"2022-04-01",50.290001,50.48,49.099998,49.450001,4259800,48.643856
"2022-04-04",49.5,49.830002,48.57,49.509998,5495000,48.702877
"2022-04-05",49.259998,49.619999,48.740002,48.959999,4317500,48.161842
"2022-04-06",48.700001,48.73,47.959999,48.200001,5110400,47.414234
"2022-04-07",48.110001,48.41,46.950001,47.759998,4522700,46.981403
"2022-04-08",47.959999,48.619999,47.77,48.34,3155600,47.551949
"2022-04-11",48,48.919998,47.790001,48.07,3728500,47.286354
"2022-04-12",47.810001,48.630001,47.419998,47.650002,4187000,46.873199
"2022-04-13",47.279999,48.389999,46.880001,48.34,6034000,47.551949
"2022-04-14",48.439999,48.970001,47.259998,47.290001,7289000,46.51907
"2022-04-18",45.599998,46.66,44.990002,46.209999,6036300,45.456673
"2022-04-19",46.330002,46.82,46.150002,46.52,6382600,45.76162
"2022-04-20",46.970001,47.529999,46.790001,47.02,4966400,46.253471
"2022-04-21",47.57,47.77,46.040001,46.150002,4681200,45.397655
"2022-04-22",45.900002,46.049999,44.139999,44.209999,4750900,43.489281
"2022-04-25",43.790001,44.48,43.139999,44.369999,6538100,43.646671
"2022-04-26",43.990002,44.52,43.25,43.259998,6224600,42.554764
"2022-04-27",42.490002,42.91,42.18,42.349998,6646700,41.989616
"2022-04-28",43.209999,43.540001,42.349998,43.459999,5682900,43.090172
"2022-04-29",43.470001,43.68,41.959999,42.060001,4450400,41.702087
"2022-05-02",42.369999,42.939999,41.77,42.700001,8096800,42.336639
"2022-05-03",42.939999,43.689999,42.529999,43.110001,7146200,42.743149
"2022-05-04",43.23,44.849998,42.959999,44.799999,5974100,44.418766
"2022-05-05",44.330002,44.330002,43.25,44.099998,5736300,43.724724
"2022-05-06",44.080002,44.139999,43.200001,43.759998,4788000,43.387615
"2022-05-09",43.25,43.82,42.889999,43.209999,4976100,42.842297
"2022-05-10",43.619999,44.049999,42.25,42.959999,5286900,42.594425
"2022-05-11",43.110001,44.009998,42.360001,42.43,5479000,42.068935
"2022-05-12",42.16,43.169998,41.900002,42.810001,5360100,42.445705
"2022-05-13",43.310001,43.810001,42.93,43.459999,4247600,43.090172
"2022-05-16",43.32,43.66,42.5,43.240002,3554600,42.872044
"2022-05-17",44.189999,44.759998,43.880001,44.59,3985900,44.210556
"2022-05-18",44.200001,44.259998,43.139999,43.290001,4077100,42.921619
"2022-05-19",42.48,43.75,42.439999,43.32,7210000,42.951363
"2022-05-20",43.77,44.130001,42.950001,43.77,5013600,43.397533
"2022-05-23",44.700001,45.189999,44.23,44.68,4231200,44.299789
"2022-05-24",44.360001,44.599998,43.150002,44.34,4504500,43.962685
"2022-05-25",44.209999,45.009998,44.119999,44.720001,4350900,44.339451
"2022-05-26",45.349998,45.869999,45.290001,45.66,3251800,45.27145
"2022-05-27",45.75,46.48,45.700001,46.48,3354000,46.084473
"2022-05-31",46.18,46.98,45.639999,46.610001,7085800,46.213367
"2022-06-01",46.57,46.669998,45.02,45.650002,3910600,45.261536
"2022-06-02",45.77,46.5,45.380001,46.470001,3506700,46.074558
"2022-06-03",46.110001,46.259998,45.560001,45.59,2453600,45.202045
"2022-06-06",46.060001,46.740002,45.830002,45.950001,3018200,45.558983
"2022-06-07",45.52,46.439999,45.310001,46.34,3108100,45.945663
"2022-06-08",45.82,46.09,45.220001,45.34,2943100,44.954174
"2022-06-09",45,45.380001,44.009998,44.040001,2716500,43.665237
"2022-06-10",43.119999,43.419998,42.540001,42.790001,4777600,42.425873
"2022-06-13",41.950001,42.139999,41.130001,41.470001,6128700,41.117107
"2022-06-14",41.700001,42.07,40.259998,40.599998,5924800,40.254509
"2022-06-15",41.290001,42.459999,41.290001,41.869999,6116900,41.513699
"2022-06-16",41.029999,41.279999,40.43,41.209999,5415900,40.859318
"2022-06-17",41.360001,41.959999,40.990002,41.130001,9578500,40.779999
"2022-06-21",42.240002,42.450001,41.810001,42.32,3540400,41.959873
"2022-06-22",41.75,42.5,41.75,42.23,5059200,41.870636
"2022-06-23",42.130001,42.369999,41.209999,42,4429500,41.642593
"2022-06-24",42.029999,43.790001,42.029999,43.599998,15201800,43.228977
"2022-06-27",43.709999,43.779999,42.869999,43.060001,3135500,42.693577
"2022-06-28",43.540001,44.049999,42.75,42.860001,2969200,42.495277
"2022-06-29",42.84,43.040001,42.209999,42.41,4320000,42.049107
