"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2021-12-20",197.550003,197.550003,193.059998,195.460007,3605100,192.248764
"2021-12-21",197,199.020004,196.740005,198.309998,2303400,195.051941
"2021-12-22",200.979996,203.399994,200.830002,202.149994,3558700,198.828842
"2021-12-23",203.419998,207.300003,203.289993,206.199997,2669600,202.812302
"2021-12-27",205.940002,206.899994,205.139999,206.380005,1711200,202.98938
"2021-12-28",206.179993,208.259995,206.139999,206.619995,1393000,203.225403
"2021-12-29",206.270004,208.550003,206.080002,207.330002,1334900,203.923752
"2021-12-30",207.330002,208.910004,205.929993,206.080002,1465900,202.69429
"2021-12-31",206.199997,207.740005,205.669998,206.740005,1374500,203.343445
"2022-01-03",207.330002,208.600006,205.800003,207,2055600,203.599182
"2022-01-04",208.279999,218.919998,207.940002,218.080002,5242300,214.497147
"2022-01-05",218.179993,223.360001,218.179993,219.75,5378200,216.139709
"2022-01-06",221.490005,222.710007,218.059998,221.990005,3913200,218.342911
"2022-01-07",222.5,225.970001,222.229996,224.190002,3673400,220.506744
"2022-01-10",224.949997,225.75,220.610001,221.639999,3734900,217.998642
"2022-01-11",222,222.089996,216.589996,219.949997,2944300,216.336411
"2022-01-12",222.119995,223.690002,220.070007,222.399994,2506900,218.746155
"2022-01-13",222.889999,227.880005,222.639999,227,5002300,223.270584
"2022-01-14",224.720001,229.639999,223.580002,228.940002,3970600,225.178726
"2022-01-18",227.710007,230.429993,226.860001,229.869995,5411900,226.09343
"2022-01-19",229.660004,229.809998,220.929993,221.660004,4991700,219.076202
"2022-01-20",221.080002,221.869995,216.039993,216.630005,3545600,214.104828
"2022-01-21",217.509995,217.509995,212.419998,214.089996,3754700,211.594437
"2022-01-24",211.160004,214.970001,206.660004,214.330002,5107300,211.83165
"2022-01-25",212.080002,216.830002,207.100006,214.309998,4554300,211.811874
"2022-01-26",215,218.880005,212.240005,214.289993,3558500,211.792099
"2022-01-27",215.210007,217.899994,210.149994,212.169998,3678100,209.696823
"2022-01-28",205.589996,208,196.800003,201.160004,10747300,198.81517
"2022-01-31",199.449997,201.600006,194.679993,201.559998,6179000,199.210495
"2022-02-01",200.800003,205.789993,200.539993,205.350006,4026400,202.956329
"2022-02-02",203.199997,205.800003,201.399994,204.940002,3492300,202.551102
"2022-02-03",205,205.869995,200.089996,200.589996,2748200,198.251801
"2022-02-04",200.210007,201.009995,196.490005,198.410004,3930800,196.097229
"2022-02-07",198.839996,201.529999,198.029999,199.820007,2402000,197.490784
"2022-02-08",200.259995,202.309998,199.229996,201.5,2407100,199.151199
"2022-02-09",202.639999,204.100006,202.089996,203.600006,2743700,201.22673
"2022-02-10",202.570007,206.75,201.559998,203.070007,3538500,200.702896
"2022-02-11",203.419998,204.649994,200.130005,201.240005,3826700,198.894241
"2022-02-14",200.949997,201.699997,198.110001,199.889999,2730500,197.559967
"2022-02-15",200.699997,204.449997,200.009995,203.410004,2752600,201.03894
"2022-02-16",203.110001,205.419998,203,203.639999,2253900,201.266251
"2022-02-17",201,201.759995,194.440002,194.740005,4699600,192.470001
"2022-02-18",193.360001,195.619995,191.179993,191.949997,4385200,189.712509
"2022-02-22",191.949997,194.899994,190.550003,191.210007,3488000,188.98114
"2022-02-23",191.720001,192.320007,186.369995,186.669998,3550400,184.494064
"2022-02-24",182.029999,185.270004,179.669998,184.690002,5919500,182.537155
"2022-02-25",184.940002,187.929993,184.119995,187.059998,3594600,184.879517
"2022-02-28",184.339996,188.770004,183.669998,187.580002,5168500,185.393463
"2022-03-01",187.770004,188.220001,180.639999,182.830002,5110600,180.698822
"2022-03-02",185.199997,193.559998,185,192.610001,5849900,190.364822
"2022-03-03",193.320007,196.580002,192.339996,194.850006,4429700,192.57872
"2022-03-04",191.100006,196.009995,190.309998,195.660004,4334700,193.379272
"2022-03-07",194.789993,203.5,193.619995,196.699997,6912300,194.40715
"2022-03-08",203.869995,214.889999,203,210,9318600,207.552124
"2022-03-09",212.570007,213.600006,207.449997,209.779999,4798300,207.334686
"2022-03-10",209.389999,217.520004,208.179993,211.789993,4886300,209.321243
"2022-03-11",212.300003,217.770004,212.300003,214.830002,4045500,212.325806
"2022-03-14",216.300003,218.479996,212.929993,215.440002,3530700,212.928711
"2022-03-15",216.119995,217.380005,210.509995,216.460007,4364200,213.936829
"2022-03-16",217.5,219.490005,212.320007,216.080002,4378700,213.561249
"2022-03-17",215.320007,221.779999,214.339996,221.699997,3600400,219.115723
"2022-03-18",219.479996,221.699997,218,220.910004,4105100,218.334946
"2022-03-21",221,227.050003,220.990005,223.710007,2902200,221.10231
"2022-03-22",224.460007,225.850006,221.339996,222.710007,2461500,220.113968
"2022-03-23",221.690002,224.779999,221.690002,222.169998,2001700,219.580246
"2022-03-24",222.539993,225,221.509995,222.210007,2110900,219.619797
"2022-03-25",222.089996,223.800003,221.139999,223.360001,1581100,220.756393
"2022-03-28",222.339996,222.679993,219.039993,221.850006,3072500,219.263992
"2022-03-29",220.800003,221.429993,216.539993,221.039993,3667800,218.463409
"2022-03-30",222,225.880005,220.699997,223.080002,2507400,220.47966
"2022-03-31",223.210007,225.190002,222.429993,222.820007,3152100,220.222687
"2022-04-01",224.350006,225.520004,218.169998,219.770004,2618300,217.208237
"2022-04-04",219.160004,221.350006,216.600006,220.809998,2181300,218.236115
"2022-04-05",220,222.369995,215.139999,216.020004,3582100,213.501953
"2022-04-06",215.119995,217.130005,213.550003,216.210007,2783300,213.689743
"2022-04-07",215.460007,216.309998,213.559998,215.899994,2253600,213.383331
"2022-04-08",215.789993,217.880005,214.029999,217.029999,2450200,214.500168
"2022-04-11",217.029999,218.759995,215.75,216.050003,2494700,213.531586
"2022-04-12",215.449997,219.479996,214.979996,216.699997,2508200,214.174011
"2022-04-13",216.929993,219.679993,216.399994,218.270004,1898900,215.725723
"2022-04-14",219.910004,229.220001,218.610001,227.809998,5337900,225.15451
"2022-04-18",228,234.380005,228,229.919998,3644000,227.239914
"2022-04-19",230.25,232.940002,227.570007,232.160004,2689400,229.453812
"2022-04-20",233.550003,236.369995,232.580002,235.080002,2907700,232.339767
"2022-04-21",237.240005,237.899994,231.649994,232.570007,3571400,229.859039
"2022-04-22",228.399994,229.789993,215.600006,216.300003,5053700,214.803894
"2022-04-25",215.309998,217,209.570007,216.699997,4145500,215.201126
"2022-04-26",216.130005,218.199997,209.350006,210.300003,4176700,208.845398
"2022-04-27",211.110001,215.550003,207.300003,213.960007,3358300,212.480087
"2022-04-28",207.429993,212.960007,202,212.440002,6092800,210.970596
"2022-04-29",212.699997,217.210007,210.160004,210.539993,3404000,209.083725
"2022-05-02",210,212.770004,207.660004,212.070007,2639500,210.603165
"2022-05-03",211.899994,215.360001,210.789993,213.619995,2121100,212.142426
"2022-05-04",214.949997,223.289993,213.830002,222.589996,3023700,221.050385
"2022-05-05",222.399994,223.149994,213.770004,215.929993,3005600,214.436447
"2022-05-06",217.009995,217.009995,210.350006,214.649994,2268400,213.165298
"2022-05-09",212.029999,212.050003,205.440002,206.289993,2929900,204.863129
"2022-05-10",208.240005,209.520004,201.389999,202.990005,3040400,201.585953
"2022-05-11",205.559998,209.710007,203.589996,205.210007,2552400,203.790604
"2022-05-12",203.610001,205.339996,199.300003,203.029999,3282000,201.625671
"2022-05-13",205.149994,206.460007,202.919998,204.330002,2323800,202.916687
"2022-05-16",205.020004,209.210007,203.679993,207.190002,2540800,205.756912
"2022-05-17",212.800003,213.770004,209.139999,213.089996,2275900,211.616089
"2022-05-18",213.839996,217.899994,207.520004,207.940002,4723300,206.501724
"2022-05-19",205.860001,209.279999,201.710007,206.759995,2887700,205.32988
"2022-05-20",206.449997,206.630005,194.039993,197.820007,5404500,196.451721
"2022-05-23",199.929993,205.490005,199.160004,204.149994,3246600,202.73793
"2022-05-24",202.009995,205.699997,201.289993,205.649994,2467800,204.227554
"2022-05-25",205,210.089996,204.820007,209.309998,3080200,207.862244
"2022-05-26",211.550003,213.639999,210.399994,212.990005,2016000,211.516785
"2022-05-27",215,217.630005,214.160004,217.139999,2020400,215.638077
"2022-05-31",214.789993,218.089996,213.490005,215.850006,3773500,214.35701
"2022-06-01",218.460007,219,214.300003,217.570007,2314000,216.065109
"2022-06-02",219.589996,220.839996,217.25,220,1784100,218.478302
"2022-06-03",218.25,224.100006,218.25,222.899994,2222500,221.358231
"2022-06-06",222.899994,224.759995,222.25,223.630005,1565400,222.083191
"2022-06-07",222,227.270004,221.649994,227.100006,1799000,225.52919
"2022-06-08",225.289993,232.350006,224.619995,229.800003,4171300,228.21051
"2022-06-09",227.429993,228.210007,223.619995,223.669998,3045700,222.12291
"2022-06-10",219.5,220.220001,215.009995,215.179993,2604100,213.691635
"2022-06-13",209.580002,209.869995,204.899994,206.880005,3559400,205.449051
"2022-06-14",208.059998,209.729996,205.270004,206.690002,2359000,205.260361
"2022-06-15",207.479996,208.649994,203.130005,206,2343100,204.575134
"2022-06-16",201.070007,201.25,193.25,194.789993,4789900,193.442673
"2022-06-17",195.679993,197.740005,190.869995,192.639999,7226100,191.307541
"2022-06-21",197.100006,198.419998,193.869995,196.369995,2755400,195.011734
"2022-06-22",190,192.789993,187.710007,187.830002,4008700,186.530823
"2022-06-23",186.580002,187.229996,176.020004,178.669998,6667900,177.434174
"2022-06-24",181.339996,185.600006,179.369995,185.490005,4868900,184.207001
"2022-06-27",188.080002,190.080002,185.820007,187.589996,3061100,186.292465
"2022-06-28",189.970001,193.100006,187.429993,187.440002,3327200,186.143509
"2022-06-29",187.320007,187.570007,182.130005,183.479996,2436900,182.210892
