"","MO.Open","MO.High","MO.Low","MO.Close","MO.Volume","MO.Adjusted"
"2020-11-03",36.720001,37.57,36.709999,37.389999,10594100,32.8862
"2020-11-04",37.740002,38.82,37.66,38.080002,12802800,33.493084
"2020-11-05",38.439999,38.459999,37.299999,37.310001,9608700,32.815842
"2020-11-06",37.360001,37.849998,37.07,37.27,8016300,32.780651
"2020-11-09",38.740002,39.43,38.110001,38.169998,16564700,33.572243
"2020-11-10",38.700001,39.709999,38.48,39.59,13246100,34.821201
"2020-11-11",39.84,39.849998,39.130001,39.759998,9146300,34.970718
"2020-11-12",39.560001,39.66,38.900002,39.5,7815000,34.742039
"2020-11-13",39.740002,40.400002,39.400002,40.330002,6552300,35.472065
"2020-11-16",40.810001,41.52,40.52,41.48,7296000,36.483536
"2020-11-17",41.119999,41.48,40.880001,41.189999,5204400,36.22847
"2020-11-18",41.209999,41.380001,40.16,40.169998,7850500,35.331337
"2020-11-19",40.009998,40.41,39.360001,40.060001,8198100,35.234589
"2020-11-20",39.84,40.150002,39.720001,39.939999,6053400,35.12904
"2020-11-23",40,40.419998,39.82,40.200001,6676000,35.357723
"2020-11-24",40.810001,41.540001,40.669998,41,10679800,36.061363
"2020-11-25",40.900002,41,40.349998,40.380001,6483400,35.516041
"2020-11-27",40.400002,40.540001,39.970001,40.369999,4664500,35.507248
"2020-11-30",40.25,40.279999,39.599998,39.830002,14473700,35.032291
"2020-12-01",40.080002,40.880001,40.009998,40.490002,10720500,35.612793
"2020-12-02",40.48,40.830002,39.91,40.02,8990200,35.199406
"2020-12-03",40.23,40.529999,39.919998,40.419998,14800300,35.551212
"2020-12-04",40.700001,41.369999,40.599998,41.369999,9814000,36.386787
"2020-12-07",41.490002,41.77,41.040001,41.689999,9947500,36.668243
"2020-12-08",41.400002,42.310001,40.93,42.23,12791600,37.1432
"2020-12-09",42.369999,43.169998,42.290001,42.98,16687900,37.802856
"2020-12-10",43.09,43.130001,42.470001,42.950001,9647500,37.776474
"2020-12-11",42.619999,43.139999,42.619999,43,8352800,37.82045
"2020-12-14",43.360001,43.360001,42.889999,42.900002,15216200,37.732494
"2020-12-15",42.830002,42.93,42.040001,42.18,14433300,37.099224
"2020-12-16",42.200001,43.169998,42.18,43.099998,13036000,37.908398
"2020-12-17",42.970001,43.119999,42.709999,43,8628700,37.82045
"2020-12-18",42.959999,43.869999,42.919998,43.779999,23929700,38.506489
"2020-12-21",43.110001,43.18,42.580002,42.939999,10118600,37.76767
"2020-12-22",43,43.130001,42.310001,42.549999,9063300,37.424656
"2020-12-23",42.68,43.07,42.619999,42.869999,7550100,37.706108
"2020-12-24",41.889999,41.919998,41.150002,41.720001,6055800,37.445816
"2020-12-28",41.889999,42.290001,41.240002,41.48,8657900,37.230404
"2020-12-29",41.650002,41.799999,40.720001,40.73,8979600,36.55724
"2020-12-30",40.68,40.970001,40.349998,40.740002,7038700,36.566219
"2020-12-31",40.630001,41.110001,40.169998,41,7286700,36.79958
"2021-01-04",41.080002,41.110001,40,40.84,10657400,36.655972
"2021-01-05",40.849998,41.220001,40.700001,40.759998,6375800,36.584171
"2021-01-06",40.93,41.59,40.709999,41.419998,9048000,37.176548
"2021-01-07",41.610001,41.98,41.389999,41.779999,6962900,37.499668
"2021-01-08",41.799999,41.84,41.279999,41.59,8314300,37.329136
"2021-01-11",41.669998,42.029999,41.290001,41.349998,9718300,37.11372
"2021-01-12",41.27,41.450001,40.630001,40.93,7324500,36.736748
"2021-01-13",40.77,41.25,40.77,41.09,7515000,36.88036
"2021-01-14",41.18,41.779999,40.880001,41.110001,6963400,36.898312
"2021-01-15",41,41.34,40.869999,41.200001,8070000,36.979095
"2021-01-19",41.380001,41.830002,41.009998,41.23,9653800,37.00602
"2021-01-20",41.459999,42.189999,41.330002,42.099998,7002300,37.786888
"2021-01-21",42.049999,42.290001,41.709999,41.939999,7108200,37.64328
"2021-01-22",41.82,42.09,41.509998,41.830002,5526300,37.544548
"2021-01-25",41.77,42.240002,41.34,41.959999,8201200,37.661228
"2021-01-26",42.02,42.389999,41.849998,42.23,5861200,37.903564
"2021-01-27",41.959999,42.5,41.68,41.82,8405400,37.535576
"2021-01-28",41.82,43.040001,41.779999,42.650002,9547200,38.28054
"2021-01-29",42.25,42.439999,41.029999,41.080002,11869400,36.871387
"2021-02-01",41.080002,41.360001,40.459999,40.77,9606000,36.593143
"2021-02-02",41.18,41.779999,40.57,41.57,10121600,37.311184
"2021-02-03",41.349998,42.130001,41.209999,42,8059800,37.697128
"2021-02-04",42.110001,42.560001,41.93,42.529999,7543500,38.172832
"2021-02-05",42.779999,42.970001,42.43,42.470001,6076400,38.118988
"2021-02-08",42.549999,43.330002,42.549999,42.970001,7163800,38.567757
"2021-02-09",43.130001,43.540001,42.77,43.360001,7571800,38.917801
"2021-02-10",43.57,43.919998,43.299999,43.549999,6866300,39.088333
"2021-02-11",43.529999,43.849998,43.139999,43.310001,6610400,38.872925
"2021-02-12",43.240002,43.540001,43.009998,43.400002,7485000,38.953705
"2021-02-16",43.310001,43.630001,43.099998,43.41,6854100,38.962677
"2021-02-17",43.400002,43.91,43.23,43.599998,5977700,39.133209
"2021-02-18",43.610001,44.060001,43.57,43.630001,6309100,39.160141
"2021-02-19",43.82,43.950001,43.540001,43.799999,7494700,39.312725
"2021-02-22",43.740002,44.48,43.700001,44.419998,7245100,39.869202
"2021-02-23",44.880001,44.990002,44.029999,44.290001,11129500,39.752525
"2021-02-24",44.369999,45.18,44.27,45,7419500,40.389786
"2021-02-25",45,45.34,44.450001,44.630001,9414600,40.057697
"2021-02-26",44.5,44.66,43.549999,43.599998,12515900,39.133209
"2021-03-01",44.150002,45.16,44.009998,44.540001,8231800,39.976913
"2021-03-02",44.610001,45.130001,44.540001,44.720001,7764500,40.138474
"2021-03-03",44.720001,45.639999,44.610001,45.049999,9728200,40.434662
"2021-03-04",45.040001,45.549999,44.080002,44.259998,12870200,39.725594
"2021-03-05",44.68,45.299999,44.400002,45.119999,11434000,40.497494
"2021-03-08",45.450001,47.07,45.060001,46.900002,16319900,42.095131
"2021-03-09",46.869999,47.990002,46.59,47.68,13064100,42.795219
"2021-03-10",47.900002,48.439999,47.759998,48.200001,9428200,43.261944
"2021-03-11",47.959999,48.439999,47.759998,47.799999,8705100,42.902931
"2021-03-12",48.060001,48.810001,48,48.650002,9314100,43.665844
"2021-03-15",49.07,49.950001,49.029999,49.84,12828100,44.733932
"2021-03-16",49.209999,49.91,48.91,49.439999,10007200,44.374908
"2021-03-17",49.419998,49.869999,48.919998,49.779999,11698300,44.680077
"2021-03-18",49.849998,50.84,49.75,50.57,10439900,45.389145
"2021-03-19",50.700001,51.169998,50.139999,50.549999,37178900,45.371193
"2021-03-22",50.450001,51.720001,50.18,51.639999,10365200,46.349518
"2021-03-23",51.57,51.66,50.330002,50.509998,12000100,45.335289
"2021-03-24",49.189999,49.919998,49.139999,49.509998,9286000,45.207455
"2021-03-25",49.080002,50.389999,49.080002,50.189999,7820600,45.828362
"2021-03-26",51,52.59,50.830002,52.5,15411700,47.937614
"2021-03-29",51.990002,52.580002,51.689999,52.299999,9027400,47.754997
"2021-03-30",52.299999,52.580002,51.139999,51.259998,8576100,46.805374
"2021-03-31",51.18,51.369999,50.959999,51.16,8398200,46.714069
"2021-04-01",51,51.16,50.27,51,8271900,46.567966
"2021-04-05",51.369999,51.869999,51.27,51.32,6937500,46.860161
"2021-04-06",51.169998,51.779999,51.150002,51.380001,7169300,46.914944
"2021-04-07",51.400002,51.549999,50.860001,51.130001,6101600,46.686676
"2021-04-08",51.220001,51.630001,50.939999,51.48,6511200,47.006256
"2021-04-09",51.400002,51.720001,51.349998,51.490002,5654700,47.015388
"2021-04-12",51.720001,51.919998,51.41,51.75,5849400,47.252792
"2021-04-13",51.23,51.439999,51.02,51.169998,7096700,46.723198
"2021-04-14",51.040001,51.619999,51.040001,51.349998,6025200,46.887558
"2021-04-15",51.599998,51.970001,51.48,51.610001,9045200,47.124962
"2021-04-16",51.93,52.380001,51.73,52.310001,16476700,47.764126
"2021-04-19",52.310001,52.549999,48.27,49.080002,27946000,44.814827
"2021-04-20",45.939999,47.59,45.16,47.189999,43950300,43.089066
"2021-04-21",47.18,48.259998,47.18,47.580002,14682000,43.445175
"2021-04-22",47.580002,47.740002,46.240002,46.5,18769900,42.45903
"2021-04-23",46.48,47.509998,46.450001,47.389999,9045100,43.27169
"2021-04-26",47.349998,47.5,47.02,47.220001,7806200,43.116463
"2021-04-27",47.16,47.419998,46.959999,47.16,5957100,43.061672
"2021-04-28",47.5,47.849998,46.889999,47.18,8851400,43.079937
"2021-04-29",46.07,47.060001,45.68,46.599998,11543200,42.550343
"2021-04-30",47.240002,47.779999,46.830002,47.75,11634900,43.600399
"2021-05-03",48.07,48.630001,47.75,48.369999,7771300,44.166519
"2021-05-04",48.240002,48.639999,47.619999,47.849998,9725900,43.691715
"2021-05-05",47.830002,48.360001,47.59,48.349998,6308100,44.148258
"2021-05-06",48.529999,49.529999,48.529999,49.490002,8075800,45.189194
"2021-05-07",49.290001,50.080002,49.18,49.950001,6802100,45.609219
"2021-05-10",50.200001,51.139999,50.139999,50.68,8262300,46.27578
"2021-05-11",50.68,50.830002,49.880001,50.43,7333700,46.047504
"2021-05-12",50.720001,50.720001,49.259998,49.349998,6783500,45.061356
"2021-05-13",49.169998,50.43,49.130001,50.119999,7385100,45.764442
"2021-05-14",50.369999,50.759998,50.23,50.279999,6545400,45.910542
"2021-05-17",50.25,50.560001,50.029999,50.209999,5211700,45.846622
"2021-05-18",50.119999,50.18,49.889999,49.990002,5281600,45.645741
"2021-05-19",49.529999,49.689999,48.939999,49.439999,6314100,45.143536
"2021-05-20",49.400002,50.220001,49.310001,50.029999,5165800,45.682266
"2021-05-21",50.189999,50.41,49.82,50,5828000,45.654873
"2021-05-24",50.119999,50.610001,49.950001,50.32,5551700,45.947063
"2021-05-25",50.279999,50.360001,49.48,49.610001,7174800,45.298763
"2021-05-26",49.639999,49.720001,49.259998,49.419998,7160900,45.125275
"2021-05-27",49.459999,49.900002,49.040001,49.200001,8097500,44.924397
"2021-05-28",49.299999,49.709999,49.169998,49.220001,7507100,44.942657
"2021-06-01",49.580002,49.849998,49.25,49.360001,5576100,45.070492
"2021-06-02",49.5,49.740002,49.25,49.509998,5552300,45.207455
"2021-06-03",49.459999,49.91,49.290001,49.779999,4655300,45.453991
"2021-06-04",49.950001,50.080002,49.57,49.77,6496300,45.444862
"2021-06-07",50,50.52,50,50.490002,6384900,46.102291
"2021-06-08",50.549999,50.549999,49.740002,49.880001,7106400,45.545303
"2021-06-09",49.98,50.360001,49.790001,49.900002,6384300,45.563564
"2021-06-10",50.23,50.529999,50.09,50.139999,6029600,45.782707
"2021-06-11",50.25,50.360001,49.330002,49.759998,14453600,45.435726
"2021-06-14",48.810001,48.950001,47.43,48.080002,14503800,44.673824
"2021-06-15",48.200001,48.439999,47.75,47.900002,6940800,44.506577
"2021-06-16",47.91,48.009998,47.189999,47.369999,8258700,44.014118
"2021-06-17",47.240002,47.549999,46.759998,46.869999,7811100,43.549541
"2021-06-18",46.52,46.630001,45.939999,46.310001,24095400,43.029217
"2021-06-21",46.75,47.48,46.73,47.290001,8149600,43.939789
"2021-06-22",47.189999,47.540001,47.139999,47.240002,5024200,43.893333
"2021-06-23",47.240002,47.43,46.959999,47.02,4864700,43.688915
"2021-06-24",47.009998,47.549999,46.970001,47.43,4425900,44.06987
"2021-06-25",47.380001,47.639999,47.299999,47.619999,9929500,44.246414
"2021-06-28",47.669998,47.700001,47.110001,47.18,4877200,43.837582
"2021-06-29",47.18,47.259998,46.66,46.779999,4945500,43.465916
"2021-06-30",46.849998,47.790001,46.84,47.68,7965700,44.302155
"2021-07-01",47.669998,48.200001,47.669998,47.830002,5888200,44.441536
"2021-07-02",47.830002,47.860001,47.400002,47.529999,5514500,44.162785
"2021-07-06",47.439999,47.439999,46.330002,46.669998,7767200,43.363708
"2021-07-07",46.59,47.150002,46.540001,46.790001,5300400,43.475212
"2021-07-08",46.299999,46.830002,46.130001,46.43,6788700,43.140717
"2021-07-09",47.25,47.91,47,47.400002,10042400,44.041992
"2021-07-12",47.009998,47.700001,46.720001,47.490002,7416200,44.125622
"2021-07-13",47.450001,47.540001,46.759998,46.84,6525600,43.521667
"2021-07-14",47.049999,47.650002,46.75,47.560001,5734500,44.190662
"2021-07-15",47.310001,47.610001,47.279999,47.490002,4831400,44.125622
"2021-07-16",47.709999,47.990002,47.169998,47.310001,10172000,43.958374
"2021-07-19",46.779999,47.029999,46.200001,46.790001,9741800,43.475212
"2021-07-20",46.810001,47.43,46.439999,47.209999,6723000,43.865456
"2021-07-21",47.5,47.740002,47.200001,47.330002,5606100,43.976955
"2021-07-22",47.200001,47.310001,46.830002,46.990002,5732500,43.661045
"2021-07-23",47.220001,47.540001,47.09,47.490002,4440400,44.125622
"2021-07-26",47.5,47.790001,47.349998,47.610001,4249600,44.237118
"2021-07-27",47.529999,47.990002,47.32,47.790001,5008300,44.404366
"2021-07-28",47.810001,47.959999,47.48,47.619999,5425000,44.246414
"2021-07-29",47.66,49.009998,47.59,48.599998,8281800,45.156982
"2021-07-30",48.490002,48.669998,47.669998,48.040001,7104800,44.636654
"2021-08-02",48.240002,48.689999,47.700001,47.73,5852000,44.348618
"2021-08-03",47.959999,48.080002,47.580002,47.790001,5416500,44.404366
"2021-08-04",47.5,47.650002,46.82,47.029999,7383300,43.698208
"2021-08-05",47.389999,47.490002,47.200001,47.360001,3720600,44.004829
"2021-08-06",47.48,47.580002,47.200001,47.349998,4621800,43.995537
"2021-08-09",47.369999,47.529999,47.119999,47.48,4044500,44.116329
"2021-08-10",47.439999,48.25,47.200001,48.110001,4770300,44.701698
"2021-08-11",48.25,48.360001,47.990002,48.169998,4651900,44.757439
"2021-08-12",48.25,48.290001,47.990002,48.119999,4058000,44.710983
"2021-08-13",48.259998,48.73,48.139999,48.599998,4956500,45.156982
"2021-08-16",48.540001,48.669998,48.16,48.389999,7685700,44.961861
"2021-08-17",48.18,48.830002,48.18,48.560001,5921100,45.11982
"2021-08-18",48.560001,48.77,48.16,48.220001,5359300,44.803905
"2021-08-19",47.82,48.310001,47.709999,48.240002,4747800,44.822487
"2021-08-20",48.25,48.689999,48.009998,48.470001,3892800,45.036194
"2021-08-23",48.700001,49.060001,48.400002,48.48,5043200,45.045479
"2021-08-24",48.5,48.509998,48.009998,48.209999,4557600,44.794613
"2021-08-25",48.330002,48.919998,48.169998,48.650002,4299100,45.203442
"2021-08-26",48.57,49.18,48.549999,48.75,5103300,45.296356
"2021-08-27",49.060001,49.700001,49.009998,49.529999,5911500,46.021095
"2021-08-30",49.59,49.919998,49.369999,49.700001,5703900,46.179054
"2021-08-31",49.799999,50.330002,49.619999,50.23,7935100,46.671505
"2021-09-01",50.43,50.43,49.810001,50.080002,6847200,46.532135
"2021-09-02",50.25,51.060001,50.220001,51.040001,8742400,47.424122
"2021-09-03",50.91,51,50.560001,50.970001,4172300,47.359081
"2021-09-07",50.779999,51.080002,50.509998,50.790001,7558700,47.191833
"2021-09-08",50.66,50.98,50.380001,50.880001,7131800,47.275459
"2021-09-09",50.799999,51,50.32,50.59,7100300,47.006004
"2021-09-10",50.82,50.959999,50.450001,50.599998,6129800,47.015293
"2021-09-13",50.799999,50.900002,49.93,50.080002,11223000,46.532135
"2021-09-14",49.130001,49.34,48.330002,48.369999,8440700,45.765739
"2021-09-15",48.369999,49.279999,48.310001,49.23,6012400,46.579441
"2021-09-16",49.240002,49.48,48.66,48.790001,6367000,46.163128
"2021-09-17",48.650002,48.959999,48.509998,48.610001,11339600,45.992821
"2021-09-20",48.110001,48.490002,47.669998,48.139999,8054100,45.548126
"2021-09-21",48.349998,48.75,47.970001,48.029999,7612200,45.44405
"2021-09-22",48.450001,48.73,48.169998,48.240002,5251000,45.642742
"2021-09-23",48.610001,49.209999,48.41,48.810001,4556700,46.182053
"2021-09-24",48.700001,49.049999,48.450001,48.459999,4396900,45.850899
"2021-09-27",48.360001,49.009998,48.299999,48.740002,5080500,46.115826
"2021-09-28",48.720001,48.959999,48.209999,48.27,6754900,45.671127
"2021-09-29",48.369999,48.889999,48.16,48.740002,4854500,46.115826
"2021-09-30",48.43,48.5,45.369999,45.52,19641400,43.069187
"2021-10-01",45.470001,46.09,44.889999,45.860001,11793700,43.390884
"2021-10-04",45.970001,46.560001,45.830002,46.5,8940900,43.996426
"2021-10-05",46.540001,46.619999,46.150002,46.169998,7461300,43.684189
"2021-10-06",45.799999,46.580002,45.720001,46.450001,5471900,43.949116
"2021-10-07",46.709999,47.189999,46.41,46.48,4893700,43.977501
"2021-10-08",46.599998,46.970001,46.5,46.73,4341600,44.214039
"2021-10-11",46.709999,47.189999,46.5,46.709999,4367900,44.195114
"2021-10-12",47.549999,48.220001,46.889999,47.150002,11311800,44.611431
"2021-10-13",47.169998,48.23,46.799999,47.919998,7440700,45.33997
"2021-10-14",48.080002,48.73,48.02,48.669998,5516400,46.049587
"2021-10-15",48.919998,49,48.57,48.700001,5944000,46.07798
"2021-10-18",48.389999,48.5,48.099998,48.130001,3850300,45.538666
"2021-10-19",48.220001,48.360001,47.759998,47.900002,4904100,45.321049
"2021-10-20",47.900002,48.5,47.84,48.43,4901300,45.822514
"2021-10-21",48.200001,48.5,48.060001,48.23,4067000,45.633282
"2021-10-22",48.5,48.610001,48.209999,48.220001,9353600,45.623821
"2021-10-25",48.459999,48.599998,47.75,47.950001,7551300,45.368359
"2021-10-26",47.950001,48.299999,47.919998,48.110001,3963000,45.519741
"2021-10-27",48.25,48.32,47.290001,47.5,5521700,44.942581
"2021-10-28",46.299999,46.75,44.32,44.580002,22546300,42.179802
"2021-10-29",44.290001,44.66,44.099998,44.110001,13384500,41.735104
"2021-11-01",44.209999,44.509998,43.93,44.049999,9181000,41.678329
"2021-11-02",44.099998,44.470001,43.889999,44.150002,10743100,41.772949
"2021-11-03",44.110001,44.970001,44.07,44.959999,6740700,42.539337
"2021-11-04",44.799999,44.91,44.220001,44.610001,6775900,42.208183
"2021-11-05",44.91,45.290001,44.900002,45.200001,5872900,42.766418
"2021-11-08",45.200001,45.369999,44.950001,45.07,5864200,42.643417
"2021-11-09",45.119999,45.209999,44.439999,44.790001,7988000,42.37849
"2021-11-10",44.759998,45.209999,44.650002,44.75,6459700,42.340645
"2021-11-11",44.700001,45.099998,44.700001,44.900002,4279800,42.482571
"2021-11-12",45.09,45.330002,44.869999,44.919998,5075700,42.501488
"2021-11-15",45.060001,45.43,45.029999,45.200001,6482500,42.766418
"2021-11-16",45.139999,45.27,44.310001,44.450001,9067500,42.056797
"2021-11-17",44.439999,44.77,44.200001,44.419998,7766900,42.028412
"2021-11-18",44.34,44.380001,43.790001,44.009998,6190700,41.640484
"2021-11-19",43.900002,43.919998,43.32,43.400002,10553200,41.063332
"2021-11-22",43.650002,44.68,43.619999,43.990002,7853900,41.621567
"2021-11-23",44,44.41,43.93,44.240002,4852700,41.858105
"2021-11-24",44.110001,44.48,44.029999,44.080002,5274000,41.706718
"2021-11-26",43.630001,43.84,43.27,43.740002,4999100,41.385025
"2021-11-29",43.93,43.990002,43.259998,43.48,7673100,41.139023
"2021-11-30",43.029999,43.080002,42.529999,42.639999,11402300,40.344246
"2021-12-01",43.18,43.93,42.970001,42.990002,8286200,40.675404
"2021-12-02",43.299999,43.560001,43.07,43.209999,7996800,40.88356
"2021-12-03",43.529999,43.950001,43.259998,43.919998,8629000,41.555328
"2021-12-06",44.209999,44.759998,44.09,44.43,7029500,42.037872
"2021-12-07",44.439999,44.790001,44.25,44.490002,7280400,42.094643
"2021-12-08",44.57,44.849998,44.200001,44.52,6403500,42.123028
"2021-12-09",44.27,44.759998,44.130001,44.59,7656200,42.189259
"2021-12-10",45,45.32,44.799999,45.09,6358500,42.662342
"2021-12-13",45.029999,45.5,44.700001,45.360001,6921900,42.917801
"2021-12-14",45.259998,45.75,45.130001,45.400002,10750200,42.95565
"2021-12-15",45.549999,46.09,45.5,45.959999,8402600,43.485497
"2021-12-16",46.080002,47.630001,46.049999,47.349998,12663700,44.800659
"2021-12-17",47.34,48.84,47.049999,48.25,26676200,45.652203
"2021-12-20",47.93,48.299999,47.549999,48.110001,11013800,45.519741
"2021-12-21",48.189999,48.400002,47.669998,47.77,9110800,45.198048
"2021-12-22",46.869999,46.98,45.810001,46.880001,7997400,45.207691
"2021-12-23",46.799999,47.150002,46.610001,46.700001,7530600,45.034111
"2021-12-27",46.439999,46.830002,46.279999,46.790001,5686300,45.120903
"2021-12-28",46.73,47.419998,46.73,47.380001,5457100,45.689854
"2021-12-29",47.310001,47.549999,47.23,47.400002,6044900,45.709141
"2021-12-30",47.52,47.619999,47.209999,47.25,4055500,45.564487
"2021-12-31",47.27,47.439999,47.049999,47.389999,5440200,45.699497
"2022-01-03",47.369999,48,47.18,47.970001,10308100,46.258804
"2022-01-04",48,49.34,47.98,49.029999,11647900,47.280991
"2022-01-05",48.549999,49.27,48.330002,48.639999,11506500,46.904903
"2022-01-06",49.18,49.720001,48.869999,49.209999,10134100,47.454571
"2022-01-07",49.200001,50,49.099998,49.77,8098600,47.994598
"2022-01-10",50.09,50.66,49.959999,50.540001,13390600,48.737129
"2022-01-11",50.349998,50.5,49.259998,49.48,15590400,47.714943
"2022-01-12",49.310001,49.560001,48.610001,49.490002,12682400,47.724586
"2022-01-13",49.610001,50.43,49.52,50.310001,9105100,48.515335
