"","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"2021-12-30",238.809998,239.360001,236.229996,236.720001,361800,234.481049
"2021-12-31",236.600006,239.539993,235.220001,238.600006,307500,236.343262
"2022-01-03",238.350006,239.860001,234.139999,235.720001,521400,233.490494
"2022-01-04",235.830002,239.589996,234.729996,236.300003,618300,234.065018
"2022-01-05",236.600006,237.899994,229.460007,229.75,780200,227.576965
"2022-01-06",229.179993,232.839996,228,231.309998,773100,229.122208
"2022-01-07",230.839996,231.580002,225.240005,228.380005,852000,226.219925
"2022-01-10",225.380005,227.419998,220.630005,227.389999,980000,225.239288
"2022-01-11",227.570007,227.949997,221.589996,225.800003,1010000,223.664322
"2022-01-12",226.410004,230.820007,226.020004,228.910004,570500,226.744904
"2022-01-13",231.600006,234.300003,229.960007,230.789993,545900,228.607117
"2022-01-14",229.919998,230.830002,221.619995,221.970001,867800,219.87056
"2022-01-18",219.229996,222.070007,215.479996,221.429993,952100,219.335648
"2022-01-19",222.720001,225.100006,220.479996,220.660004,770700,218.572937
"2022-01-20",222.899994,224.729996,209.509995,209.889999,1332900,207.9048
"2022-01-21",210.270004,213.020004,207.289993,209.110001,1216900,207.132172
"2022-01-24",205.789993,217.440002,204.770004,217.169998,1389500,215.115936
"2022-01-25",214.020004,215.649994,208.009995,212.360001,990600,210.35144
"2022-01-26",214.050003,214.050003,204.910004,207.119995,1097000,205.160995
"2022-01-27",219.429993,219.429993,207.559998,209.25,1764000,207.270844
"2022-01-28",212.389999,214.949997,207.119995,214.839996,1186100,212.807968
"2022-01-31",214.699997,218.559998,212,218.309998,1087600,216.245148
"2022-02-01",218.470001,222.789993,217.740005,220.309998,890400,218.226242
"2022-02-02",220.889999,224.369995,219.740005,220.889999,1008000,218.800766
"2022-02-03",219.419998,223.490005,217.880005,219.460007,669600,217.384293
"2022-02-04",219.399994,219.419998,214.460007,216.929993,656100,214.878204
"2022-02-07",217.639999,219.710007,215.759995,217.610001,1017700,215.551788
"2022-02-08",217.940002,222.869995,217.940002,221.949997,1012400,219.850723
"2022-02-09",224,226.309998,222.830002,224.460007,726800,222.337006
"2022-02-10",221.5,225.479996,219.710007,220.580002,838900,218.493683
"2022-02-11",220.089996,221.75,218.169998,219.440002,728100,217.364471
"2022-02-14",220,220.960007,214.529999,217.929993,711400,215.868744
"2022-02-15",219.5,222.070007,218.380005,219.509995,737100,217.433807
"2022-02-16",218.389999,219.979996,212.660004,215.050003,958100,213.016006
"2022-02-17",213.179993,214.759995,211.240005,213.479996,904900,212.36937
"2022-02-18",213.389999,215.850006,212.399994,214.179993,1057200,213.06572
"2022-02-22",213.149994,213.509995,199.889999,200.360001,1774600,199.317627
"2022-02-23",201.869995,202.160004,191.199997,191.789993,1497300,190.792206
"2022-02-24",186.990005,196.25,186.669998,195.380005,1797300,194.363541
"2022-02-25",195.470001,200.860001,194.440002,200.669998,842000,199.626022
"2022-02-28",198.600006,204.289993,198.169998,203.789993,1342500,202.729782
"2022-03-01",203.770004,207.369995,203.600006,205.179993,1156300,204.112549
"2022-03-02",205.669998,208.190002,203.179993,207.699997,899200,206.619446
"2022-03-03",208.850006,216.199997,208.130005,214.660004,1100300,213.543243
"2022-03-04",215,222.5,213.240005,221.929993,1513800,220.775406
"2022-03-07",221.559998,236.630005,221.559998,227.479996,2423300,226.296539
"2022-03-08",226.380005,234.050003,218.360001,219.289993,1815400,218.149139
"2022-03-09",221.520004,227.229996,218.5,224.850006,982300,223.680237
"2022-03-10",222.710007,229.330002,220.589996,228.949997,1008000,227.758896
"2022-03-11",230.009995,231.610001,225.779999,226.520004,912600,225.341537
"2022-03-14",227.279999,231.149994,223.800003,224.339996,940900,223.172867
"2022-03-15",225.809998,228.110001,221.479996,227.880005,740400,226.694458
"2022-03-16",229.490005,230.990005,221.860001,227.119995,800900,225.938416
"2022-03-17",226.630005,232.850006,225.619995,232.600006,733300,231.389908
"2022-03-18",235.470001,235.5,229.649994,233.529999,1316400,232.315063
"2022-03-21",233.339996,235.559998,229.559998,231.589996,548100,230.385162
"2022-03-22",232.220001,232.720001,228.889999,231.809998,507400,230.604019
"2022-03-23",232.089996,233.800003,230.119995,232.119995,854800,230.912399
"2022-03-24",233.210007,234.75,232.009995,233.330002,617500,232.116104
"2022-03-25",235,235.729996,229.369995,232.199997,649300,230.991989
"2022-03-28",231.580002,232.690002,229.210007,232.229996,596400,231.02182
"2022-03-29",233.479996,234.550003,230.270004,233.350006,750300,232.136002
"2022-03-30",231.100006,233,229.520004,232.850006,601700,231.638611
"2022-03-31",233.669998,241.539993,232.399994,233.369995,2236700,232.155899
"2022-04-01",233.710007,234.509995,226.300003,226.710007,1123900,225.530548
"2022-04-04",227,227.830002,224.619995,227.679993,1017500,226.495499
"2022-04-05",227.399994,232.809998,222.880005,224.5,1126000,223.332047
"2022-04-06",222.949997,225.759995,219.610001,224.919998,1126000,223.749863
"2022-04-07",223.740005,233.350006,223.520004,230.979996,1289300,229.778336
"2022-04-08",230.479996,238.270004,230.479996,236.380005,851500,235.150238
"2022-04-11",234.419998,237.660004,232.820007,235.110001,756300,233.886841
"2022-04-12",237.199997,241.399994,234.850006,236.690002,817400,235.458633
"2022-04-13",237.100006,239.740005,235.520004,237.380005,773300,236.145035
"2022-04-14",236.559998,238.880005,228.050003,228.229996,1109500,227.042633
"2022-04-18",226.759995,227.630005,214.679993,217.529999,2194700,216.3983
"2022-04-19",217.550003,222.169998,217.330002,221.649994,1211800,220.496872
"2022-04-20",222.259995,223.169998,219.270004,221.089996,1227200,219.939789
"2022-04-21",218.759995,221,216,219.179993,2283300,218.039719
"2022-04-22",216.429993,217,206.509995,206.649994,2144400,205.574905
"2022-04-25",205.009995,210.479996,203.720001,209.960007,1833800,208.867691
"2022-04-26",209.720001,211.020004,205.75,205.869995,1004400,204.798965
"2022-04-27",205.610001,208.580002,203.940002,205.300003,924100,204.231934
"2022-04-28",207.309998,210.839996,202.830002,208.479996,1010800,207.395386
"2022-04-29",206.699997,208.850006,200.940002,201.449997,1333700,200.401962
"2022-05-02",202.139999,207.350006,201.429993,206.320007,1250900,205.246628
"2022-05-03",206.139999,207.419998,203.990005,205.679993,1121500,204.609955
"2022-05-04",206,213.059998,205.240005,212.630005,1068600,211.523804
"2022-05-05",212.070007,213.059998,201.899994,204.220001,1032700,203.157547
"2022-05-06",202.289993,204.770004,199.199997,202.559998,1172400,201.50618
"2022-05-09",200.369995,202.529999,197.289993,198.240005,1369600,197.208664
"2022-05-10",200.139999,200.550003,193.059998,198.070007,1216400,197.039551
"2022-05-11",197.330002,199.559998,191.210007,191.559998,1024400,190.563416
"2022-05-12",190.5,197.210007,190.5,196.529999,895600,195.507553
"2022-05-13",198.759995,201.970001,198.169998,201.850006,774100,200.799881
"2022-05-16",202.649994,207.300003,198.899994,205.610001,870900,204.540314
"2022-05-17",206.199997,208.440002,201.889999,207.619995,1078600,206.539856
"2022-05-18",194.919998,195.259995,175.399994,181.630005,3114600,180.685074
"2022-05-19",179.580002,187.759995,177.820007,183.759995,1605800,182.803986
"2022-05-20",184.669998,184.919998,173.460007,179.960007,1967800,179.023773
"2022-05-23",179.669998,179.940002,174,176.839996,1361900,175.919998
"2022-05-24",173.479996,174.059998,167.899994,170.529999,2312600,170.529999
"2022-05-25",169.419998,178.589996,166.490005,176.770004,1813900,176.770004
"2022-05-26",181.710007,186.539993,181.220001,185.899994,1570100,185.899994
"2022-05-27",187.570007,192.440002,187.559998,192.429993,1162800,192.429993
"2022-05-31",191,191.779999,186.550003,187.360001,1687500,187.360001
"2022-06-01",189.009995,193.899994,188.550003,190.660004,1565400,190.660004
"2022-06-02",191.130005,195.389999,190.110001,195.300003,767300,195.300003
"2022-06-03",194.220001,196.690002,193.009995,194.440002,1131900,194.440002
"2022-06-06",195.779999,199.309998,193.630005,199.089996,797100,199.089996
"2022-06-07",197.009995,201.759995,194.399994,201.110001,1108000,201.110001
"2022-06-08",200.220001,202.289993,197.410004,198.350006,836000,198.350006
"2022-06-09",196.800003,204.679993,196.199997,201.649994,1141900,201.649994
"2022-06-10",199.399994,200.070007,194.660004,195.300003,977200,195.300003
"2022-06-13",190,194.309998,188.559998,192.029999,1243300,192.029999
"2022-06-14",196.190002,197.399994,190.940002,192.169998,1321300,192.169998
"2022-06-15",192.029999,198.960007,192.020004,196.130005,1042200,196.130005
"2022-06-16",193.059998,193.580002,189.309998,190.639999,1284400,190.639999
"2022-06-17",189.910004,192.429993,186.160004,188.729996,1970300,188.729996
"2022-06-21",191.399994,196.729996,189.630005,195.389999,1214500,195.389999
"2022-06-22",192.820007,195.5,191.270004,192.009995,795100,192.009995
"2022-06-23",193.410004,198.880005,192.25,198.779999,893800,198.779999
"2022-06-24",199.610001,203.529999,199.389999,202.970001,1169100,202.970001
"2022-06-27",203.830002,205.229996,201.699997,202.509995,783600,202.509995
"2022-06-28",202.839996,205.369995,194.919998,195.25,888200,195.25
"2022-06-29",196.279999,196.869995,193.160004,195.559998,719400,195.559998
