"","TTWO.Open","TTWO.High","TTWO.Low","TTWO.Close","TTWO.Volume","TTWO.Adjusted"
"2021-12-28",179.740005,181.820007,178.440002,179.389999,600800,179.389999
"2021-12-29",179.779999,180.339996,178.509995,180.300003,514900,180.300003
"2021-12-30",180.350006,181.75,179.610001,180.830002,665000,180.830002
"2021-12-31",180.520004,181.679993,177.380005,177.720001,858700,177.720001
"2022-01-03",176.839996,178.919998,173.550003,178.610001,1335400,178.610001
"2022-01-04",177.929993,182.25,175.259995,181.899994,1242500,181.899994
"2022-01-05",181.630005,181.630005,171.529999,171.850006,1701100,171.850006
"2022-01-06",169.460007,172,164.369995,164.610001,1430300,164.610001
"2022-01-07",162.789993,165.679993,161.600006,164.600006,941500,164.600006
"2022-01-10",147.5,150.600006,138.190002,142.990005,9883100,142.990005
"2022-01-11",141.289993,149.25,141.289993,148.419998,7451600,148.419998
"2022-01-12",149.649994,157.669998,149.520004,156.059998,4328300,156.059998
"2022-01-13",156.509995,156.589996,154.029999,154.830002,2860900,154.830002
"2022-01-14",154.190002,154.460007,149.410004,152.580002,2748900,152.580002
"2022-01-18",157.360001,160.850006,152.789993,154.039993,5849200,154.039993
"2022-01-19",155.5,167.949997,155.199997,163.360001,4733800,163.360001
"2022-01-20",164.589996,168.979996,163.350006,164.460007,2231700,164.460007
"2022-01-21",164.460007,169.080002,163.5,164.759995,2760000,164.759995
"2022-01-24",162.860001,165.190002,157.399994,164.990005,2750700,164.990005
"2022-01-25",161.990005,164.869995,158.289993,158.389999,1455600,158.389999
"2022-01-26",159.169998,160.25,156.559998,157.919998,2871400,157.919998
"2022-01-27",158.800003,159.050003,155.059998,157.25,2368400,157.25
"2022-01-28",158.539993,159.270004,154.259995,158.740005,3444700,158.740005
"2022-01-31",160,169.990005,158.479996,163.339996,3401300,163.339996
"2022-02-01",163.960007,164.270004,158.100006,160.25,1554800,160.25
"2022-02-02",159.669998,165.970001,158.389999,165.050003,2078500,165.050003
"2022-02-03",162.949997,165.860001,162.089996,163.020004,1602400,163.020004
"2022-02-04",161.779999,175.639999,159.229996,175,5633200,175
"2022-02-07",175,176.610001,173.570007,175.100006,3472500,175.100006
"2022-02-08",169.949997,178.5,169.600006,172.199997,3850900,172.199997
"2022-02-09",173.479996,173.619995,168.910004,172.339996,1692700,172.339996
"2022-02-10",170.25,177.710007,169.479996,173.149994,1534500,173.149994
"2022-02-11",173.419998,174.759995,170.699997,171.479996,1360500,171.479996
"2022-02-14",171.789993,171.860001,167.009995,167.070007,1181900,167.070007
"2022-02-15",167.710007,170.770004,167.339996,168.929993,1813400,168.929993
"2022-02-16",168.25,168.25,162.940002,166.089996,2482900,166.089996
"2022-02-17",165.259995,166.149994,161.880005,162.130005,1494400,162.130005
"2022-02-18",162.330002,162.929993,158.350006,158.5,1591600,158.5
"2022-02-22",157.570007,160.179993,157.539993,158.279999,1480900,158.279999
"2022-02-23",158.940002,161.100006,157.660004,157.820007,1738200,157.820007
"2022-02-24",154.550003,163.389999,153.970001,163.380005,1678300,163.380005
"2022-02-25",165.240005,166.380005,161.139999,165.279999,1557900,165.279999
"2022-02-28",163.529999,165.089996,160.869995,162,2114100,162
"2022-03-01",163.350006,164,158,159.800003,1446900,159.800003
"2022-03-02",160.419998,161.639999,159.630005,160.860001,1561300,160.860001
"2022-03-03",161.440002,161.440002,157.279999,158.199997,1583800,158.199997
"2022-03-04",158.710007,158.990005,155.399994,158.009995,3267600,158.009995
"2022-03-07",158,162.399994,157.110001,158,2015500,158
"2022-03-08",158.229996,158.5,152.979996,156.100006,2469200,156.100006
"2022-03-09",158,161.220001,157.539993,158.320007,1322200,158.320007
"2022-03-10",157.119995,158.520004,155.509995,158.289993,1828400,158.289993
"2022-03-11",158.740005,158.990005,153.470001,153.490005,965300,153.490005
"2022-03-14",153,153.119995,141.600006,141.820007,4480100,141.820007
"2022-03-15",140.949997,143.809998,133.539993,142.880005,3258800,142.880005
"2022-03-16",143.570007,148.809998,141.949997,148.789993,2097300,148.789993
"2022-03-17",148.389999,150.059998,145.080002,149.509995,1534800,149.509995
"2022-03-18",149.410004,153.199997,147.929993,151.369995,1889400,151.369995
"2022-03-21",150.220001,152.820007,149.470001,151.220001,1335400,151.220001
"2022-03-22",151.440002,154.479996,150.619995,152.289993,1485600,152.289993
"2022-03-23",150.820007,152.529999,149.080002,149.399994,1295500,149.399994
"2022-03-24",150.389999,150.679993,148.699997,150.5,1038200,150.5
"2022-03-25",150.360001,154.539993,148.509995,154.5,1589000,154.5
"2022-03-28",154.660004,156.910004,153.820007,156.5,1376000,156.5
"2022-03-29",158.149994,159.5,156.490005,158.570007,1395700,158.570007
"2022-03-30",157.320007,159.509995,155.559998,156.059998,1462300,156.059998
"2022-03-31",156.089996,157.699997,153.660004,153.740005,1284900,153.740005
"2022-04-01",153.789993,154.850006,151.070007,151.880005,1152800,151.880005
"2022-04-04",152.169998,155.839996,151.630005,154.429993,1268000,154.429993
"2022-04-05",154.429993,157.089996,150.919998,151.899994,1134900,151.899994
"2022-04-06",150.419998,152,144.899994,147.199997,2461000,147.199997
"2022-04-07",147.289993,147.899994,142.009995,143.399994,1941000,143.399994
"2022-04-08",142.830002,144.100006,140.139999,141.309998,1537300,141.309998
"2022-04-11",140.130005,143.690002,140.110001,140.529999,1298100,140.529999
"2022-04-12",141.25,142.679993,137.960007,138.360001,1726500,138.360001
"2022-04-13",137.869995,139.910004,136.279999,138.990005,1541800,138.990005
"2022-04-14",138.880005,139.899994,137.240005,137.960007,1357700,137.960007
"2022-04-18",137.330002,137.550003,133.899994,135.699997,1478400,135.699997
"2022-04-19",134.539993,140.690002,134.490005,140.369995,2485900,140.369995
"2022-04-20",140.130005,140.350006,137.050003,137.339996,1339700,137.339996
"2022-04-21",137.630005,138.660004,131.369995,131.529999,1608400,131.529999
"2022-04-22",132.130005,136.830002,131.440002,136.410004,3813700,136.410004
"2022-04-25",135.929993,136.460007,131.399994,132.960007,1895000,132.960007
"2022-04-26",131.860001,132.360001,124.879997,125.010002,3105500,125.010002
"2022-04-27",124.620003,125.989998,121.510002,121.650002,2595300,121.650002
"2022-04-28",123.190002,123.870003,120.279999,123.230003,2609700,123.230003
"2022-04-29",123.190002,125.300003,119.120003,119.510002,1595500,119.510002
"2022-05-02",120.220001,121.989998,117.839996,121.940002,1456800,121.940002
"2022-05-03",121.040001,123.610001,120.489998,121.349998,1432300,121.349998
"2022-05-04",122.620003,124.959999,120.139999,124.760002,1540200,124.760002
"2022-05-05",122.730003,124.029999,118.309998,120.230003,1796200,120.230003
"2022-05-06",119.629997,119.900002,113.449997,114.269997,2498700,114.269997
"2022-05-09",111.739998,113.18,105.010002,106.150002,4311300,106.150002
"2022-05-10",107.580002,108.309998,101.849998,103.589996,5099900,103.589996
"2022-05-11",103.239998,110.330002,102.400002,105.260002,3931800,105.260002
"2022-05-12",103.169998,108,102.160004,106.209999,2926700,106.209999
"2022-05-13",107.629997,111.260002,107.150002,109.93,3222700,109.93
"2022-05-16",109.809998,112.040001,108.559998,110.110001,4691200,110.110001
"2022-05-17",119.879997,124.589996,117.639999,123.080002,8128000,123.080002
"2022-05-18",121.279999,125.699997,120.68,123.050003,4142700,123.050003
"2022-05-19",122.410004,127,119.669998,119.760002,5006400,119.760002
"2022-05-20",120.889999,121.82,114.919998,116.120003,19700700,116.120003
"2022-05-23",115.010002,124.25,114.25,123.620003,7573700,123.620003
"2022-05-24",122.449997,125.25,121.230003,122.690002,5057200,122.690002
"2022-05-25",121.629997,123.300003,118.489998,122.080002,3580600,122.080002
"2022-05-26",122.379997,123.639999,120.879997,123.279999,3394600,123.279999
"2022-05-27",123.599998,127.57,123.559998,125.779999,3540000,125.779999
"2022-05-31",127.360001,128.039993,123.599998,124.529999,3868100,124.529999
"2022-06-01",125.860001,126.080002,122.589996,124.629997,2051800,124.629997
"2022-06-02",124.489998,130.360001,124.050003,129.050003,2453300,129.050003
"2022-06-03",126.970001,129,126.639999,126.970001,1688300,126.970001
"2022-06-06",127.870003,128.360001,126.529999,126.989998,1971500,126.989998
"2022-06-07",125.580002,134.820007,125.510002,131.649994,2697500,131.649994
"2022-06-08",132,133.990005,130.259995,131.399994,1559300,131.399994
"2022-06-09",131.399994,133.690002,129.119995,129.229996,2966200,129.229996
"2022-06-10",126.5,128.740005,124.93,127.949997,2465400,127.949997
"2022-06-13",125.769997,127.519997,122.660004,123.190002,3097300,123.190002
"2022-06-14",124.209999,124.760002,120.480003,121.410004,2039000,121.410004
"2022-06-15",122.150002,127.839996,121.839996,126.160004,2361100,126.160004
"2022-06-16",123.919998,125.639999,122.089996,124.900002,2072500,124.900002
"2022-06-17",125.5,128,123.620003,125.809998,3398400,125.809998
"2022-06-21",125.290001,129,124.870003,128.779999,2854900,128.779999
"2022-06-22",127.949997,130.449997,127.589996,128.600006,1524400,128.600006
"2022-06-23",130.050003,131.589996,128.320007,130.050003,1656400,130.050003
"2022-06-24",130.660004,134.169998,130.600006,133.619995,4585800,133.619995
"2022-06-27",132.5,133.600006,127.93,129.210007,2490000,129.210007
"2022-06-28",129.990005,131.380005,126.050003,126.18,1705700,126.18
"2022-06-29",125.550003,125.989998,123.279999,125.529999,1697300,125.529999
