"","MDLZ.Open","MDLZ.High","MDLZ.Low","MDLZ.Close","MDLZ.Volume","MDLZ.Adjusted"
"2020-09-09",56.700001,58,56.529999,57.5,7100000,55.040791
"2020-09-10",57.25,57.970001,56.869999,57.099998,6721200,54.657894
"2020-09-11",57.299999,57.740002,56.91,57.549999,6351300,55.08865
"2020-09-14",57.689999,58.32,57.43,58.009998,4612000,55.52898
"2020-09-15",58.25,58.32,57.919998,58.09,5236300,55.60556
"2020-09-16",58.25,58.669998,57.900002,57.970001,5677000,55.490688
"2020-09-17",57.439999,57.66,56.66,57.209999,8430800,54.763191
"2020-09-18",57.23,57.470001,56.130001,56.52,10463100,54.102703
"2020-09-21",56.040001,56.150002,55.240002,55.849998,6384600,53.461357
"2020-09-22",55.779999,56.299999,55.540001,55.810001,8876900,53.423069
"2020-09-23",55.59,56.189999,54.73,54.82,7038300,52.475407
"2020-09-24",54.830002,55.93,54.48,55.610001,6233800,53.231625
"2020-09-25",55.060001,56.240002,54.970001,56.16,4743000,53.758099
"2020-09-28",56.959999,57.369999,56.5,57.009998,5477400,54.571743
"2020-09-29",57.07,57.09,56.299999,56.48,6352500,54.364796
"2020-09-30",56.59,57.73,56.419998,57.450001,6130700,55.29847
"2020-10-01",57.630001,57.959999,57.16,57.91,5875300,55.741241
"2020-10-02",57.439999,57.779999,56.57,56.860001,6198500,54.730568
"2020-10-05",56.950001,57.139999,56.700001,57.080002,5144800,54.942329
"2020-10-06",57.07,57.200001,55.919998,56.09,5015300,53.989403
"2020-10-07",56.150002,56.419998,55.669998,56.189999,4770100,54.085655
"2020-10-08",56.48,56.75,56.23,56.5,4483100,54.384056
"2020-10-09",56.919998,57.48,56.68,57.299999,4513600,55.154087
"2020-10-12",57.630001,59.07,57.619999,58.650002,8333900,56.453533
"2020-10-13",58.919998,59.02,58.529999,58.900002,5345400,56.694168
"2020-10-14",58.66,59.110001,58.110001,58.59,5130800,56.395782
"2020-10-15",57.799999,58.490002,57.630001,58.34,5815000,56.155148
"2020-10-16",58.580002,58.700001,57.830002,57.970001,5871800,55.798996
"2020-10-19",57.98,58.310001,57.029999,57.169998,3940700,55.028957
"2020-10-20",57.529999,57.610001,56.799999,56.98,4131700,54.846069
"2020-10-21",56.66,57.25,56.639999,56.82,4116900,54.692066
"2020-10-22",56.830002,56.91,56.240002,56.82,3528800,54.692066
"2020-10-23",57.259998,57.299999,56.470001,56.610001,3942500,54.489929
"2020-10-26",56.16,56.169998,54.790001,55.23,6983400,53.161613
"2020-10-27",55.130001,55.759998,54.93,55.009998,4402900,52.949852
"2020-10-28",54.279999,54.59,53.080002,53.150002,6289000,51.159512
"2020-10-29",53.139999,53.779999,52.509998,53.189999,5951900,51.198013
"2020-10-30",53.029999,53.509998,52.560001,53.119999,6574100,51.13063
"2020-11-02",53.939999,54.599998,53.599998,54.34,6042900,52.304947
"2020-11-03",54.029999,55.490002,54,54.419998,7200700,52.381943
"2020-11-04",55.610001,55.810001,54.669998,54.939999,8391700,52.882469
"2020-11-05",55.560001,56.110001,55.380001,55.639999,5744700,53.556255
"2020-11-06",55.860001,56.380001,55.619999,55.84,4527800,53.74876
"2020-11-09",57.75,58.240002,55.880001,55.919998,8273800,53.825768
"2020-11-10",55.419998,57.360001,55.060001,57.09,7449200,54.951954
"2020-11-11",57.200001,58.099998,57.040001,57.740002,5867500,55.57761
"2020-11-12",57.799999,57.799999,57,57.470001,3890800,55.317719
"2020-11-13",57.52,58.130001,57.34,58.060001,4703700,55.885628
"2020-11-16",58.299999,58.700001,57.970001,58.68,5018600,56.482403
"2020-11-17",58.259998,58.950001,58.189999,58.540001,4674100,56.347652
"2020-11-18",58.73,59.029999,57.75,57.759998,4978800,55.596859
"2020-11-19",57.52,57.650002,56.93,57.599998,6273800,55.442848
"2020-11-20",57.419998,57.779999,56.970001,57.139999,4884300,55.00008
"2020-11-23",57.099998,57.509998,56.869999,57.349998,4934700,55.202213
"2020-11-24",57.509998,58.029999,57.360001,57.82,9101200,55.654617
"2020-11-25",58,58.09,57.48,57.490002,4232600,55.336971
"2020-11-27",57.630001,57.82,57.299999,57.459999,2644200,55.308094
"2020-11-30",57.25,57.509998,56.889999,57.450001,7659600,55.29847
"2020-12-01",57.790001,58.689999,57.490002,58.459999,7386200,56.270641
"2020-12-02",58.34,58.75,57.82,58.139999,5054900,55.962627
"2020-12-03",58.259998,58.779999,58.23,58.560001,7775400,56.366901
"2020-12-04",58.73,59.119999,58.630001,59.029999,5384900,56.819302
"2020-12-07",58.919998,58.990002,58.130001,58.41,4834700,56.222519
"2020-12-08",58.259998,58.599998,58.029999,58.290001,5313200,56.10701
"2020-12-09",58.18,58.25,57.419998,57.720001,8669600,55.558357
"2020-12-10",58.009998,58.080002,57.080002,57.18,8654300,55.038586
"2020-12-11",56.82,57.619999,56.68,57.400002,4992600,55.250343
"2020-12-14",57.369999,57.939999,57.259998,57.290001,5204400,55.144466
"2020-12-15",57.34,57.650002,57.18,57.450001,5465400,55.29847
"2020-12-16",57.459999,57.799999,57.09,57.200001,5727100,55.057835
"2020-12-17",57.240002,58.099998,57.099998,57.93,7811300,55.760494
"2020-12-18",58.119999,58.41,57.84,58.32,10574800,56.135887
"2020-12-21",57.32,57.82,57.049999,57.68,5987400,55.519855
"2020-12-22",57.459999,57.650002,56.970001,57.16,4886600,55.019333
"2020-12-23",57.52,57.73,57.330002,57.349998,4273400,55.202213
"2020-12-24",57.419998,57.869999,57.32,57.849998,2347800,55.683487
"2020-12-28",58.150002,58.580002,57.939999,58.27,3496500,56.087765
"2020-12-29",58.529999,58.959999,58.310001,58.450001,4479300,56.261021
"2020-12-30",58.07,58.369999,57.91,58,4490400,56.130371
"2020-12-31",58.099998,58.529999,57.610001,58.470001,5321600,56.585228
"2021-01-04",58.490002,60,57.330002,57.919998,9187200,56.052948
"2021-01-05",57.889999,58.119999,57.32,57.98,5421900,56.111023
"2021-01-06",57.990002,58.330002,57.66,57.869999,7663200,56.004562
"2021-01-07",57.720001,58.349998,57.349998,57.759998,8589100,55.898106
"2021-01-08",57.369999,58.27,57.330002,58.189999,6642700,56.314243
"2021-01-11",58.16,58.220001,57.060001,57.09,6761500,55.249706
"2021-01-12",57.349998,57.529999,56.759998,57.32,7450900,55.47229
"2021-01-13",57.09,57.73,57.02,57.369999,7276500,55.520679
"2021-01-14",57.419998,57.709999,56.990002,57.310001,7325200,55.462616
"2021-01-15",57.23,57.5,56.689999,57.220001,7410400,55.375511
"2021-01-19",57.490002,57.700001,57.02,57.139999,6672100,55.298096
"2021-01-20",57.139999,57.34,56.619999,57.099998,5179100,55.259377
"2021-01-21",56.919998,57,55.950001,56.119999,6938100,54.310978
"2021-01-22",56.07,56.580002,55.919998,56.25,6241800,54.436783
"2021-01-25",55.990002,57.049999,55.790001,56.869999,7388700,55.036797
"2021-01-26",56.790001,57.720001,56.580002,57.59,4759800,55.733585
"2021-01-27",56.990002,57.98,56.290001,56.419998,7583000,54.601303
"2021-01-28",56.599998,57.59,56.389999,57.119999,7522700,55.27874
"2021-01-29",55.049999,56.84,54.959999,55.439999,14261000,53.652889
"2021-02-01",55.610001,55.950001,55.080002,55.25,8868200,53.469017
"2021-02-02",55.610001,56.77,55.189999,56.16,7378600,54.349678
"2021-02-03",55.84,55.939999,55.189999,55.279999,7583100,53.498055
"2021-02-04",55.310001,56.32,55.18,56,7185500,54.194843
"2021-02-05",56.049999,56.540001,55.939999,56.209999,4961600,54.398071
"2021-02-08",56.110001,56.439999,55.779999,56.02,5432600,54.214191
"2021-02-09",56.23,56.240002,55.41,55.5,9534900,53.71096
"2021-02-10",55.84,55.939999,54.98,55.25,12875300,53.469017
"2021-02-11",55.110001,55.75,55.049999,55.68,7487100,53.885159
"2021-02-12",55.619999,55.689999,54.98,55.189999,7845200,53.41095
"2021-02-16",55.150002,55.279999,54.700001,54.880001,7615200,53.110947
"2021-02-17",54.799999,55.07,54.619999,54.919998,9388500,53.149651
"2021-02-18",54.66,56.290001,54.66,56.130001,9498800,54.320652
"2021-02-19",55.970001,56.119999,54.23,54.310001,7071900,52.559319
"2021-02-22",54.25,54.540001,53.860001,54.32,7170500,52.568993
"2021-02-23",54.5,55.330002,54.439999,54.799999,8987600,53.033524
"2021-02-24",54.540001,54.77,54.169998,54.330002,7121100,52.578678
"2021-02-25",54.18,54.869999,53.91,54.040001,7989900,52.298023
"2021-02-26",54.259998,54.290001,53.150002,53.16,8862000,51.446388
"2021-03-01",53.630001,54.169998,53.470001,53.66,7076300,51.930271
"2021-03-02",53.84,54.150002,53.150002,53.68,7706500,51.949631
"2021-03-03",53.549999,53.610001,52.91,52.939999,10085600,51.233479
"2021-03-04",53.200001,54.93,53.029999,53.959999,15288600,52.2206
"2021-03-05",54.119999,55.91,54.119999,55.580002,13707800,53.788383
"2021-03-08",55.470001,56.139999,55.080002,55.150002,10432000,53.372242
"2021-03-09",55.580002,56.16,55.240002,55.619999,8528800,53.827087
"2021-03-10",55.880001,56.52,55.310001,56.189999,6147100,54.378712
"2021-03-11",55.939999,56.610001,55.779999,56.27,7437900,54.456139
"2021-03-12",56.240002,56.900002,56.240002,56.869999,8551900,55.036797
"2021-03-15",57,57.240002,56.490002,57.23,6976800,55.385189
"2021-03-16",57.279999,58.18,57.23,57.779999,10309800,55.917465
"2021-03-17",58,58.119999,57.549999,57.919998,8232300,56.052948
"2021-03-18",57.549999,58.110001,57.540001,57.91,7947200,56.04327
"2021-03-19",57.869999,58.32,57.759998,58.099998,17758000,56.22715
"2021-03-22",57.560001,58.869999,57.490002,58.84,12187200,56.943295
"2021-03-23",58.82,59,58.43,58.599998,6683800,56.711029
"2021-03-24",58.330002,58.619999,57.889999,58.060001,8280900,56.188438
"2021-03-25",58.389999,58.709999,57.919998,58.560001,6528900,56.672321
"2021-03-26",58.59,59.470001,58.18,59.439999,8498200,57.523952
"2021-03-29",59.34,60.23,59.25,60.18,7490500,58.240101
"2021-03-30",59.799999,59.98,58.59,58.779999,6674300,57.184547
"2021-03-31",58.310001,59.049999,58.279999,58.529999,7599100,56.941334
"2021-04-01",58.57,58.68,57.950001,58.439999,7649900,56.853779
"2021-04-05",58.599998,59.32,58.52,58.82,6538200,57.223469
"2021-04-06",58.560001,59.259998,58.299999,59.09,6514100,57.486141
"2021-04-07",59.130001,59.32,58.84,59.189999,7403400,57.58342
"2021-04-08",59.349998,59.389999,58.759998,58.98,4923000,57.379116
"2021-04-09",59.049999,59.209999,58.369999,58.849998,5341900,57.252647
"2021-04-12",58.919998,59.200001,58.470001,58.610001,7362300,57.019165
"2021-04-13",58.470001,58.93,58.450001,58.689999,7038900,57.096992
"2021-04-14",58.580002,58.759998,57.93,58.32,5782700,56.737038
"2021-04-15",58.509998,59.049999,58.400002,58.709999,5618600,57.116451
"2021-04-16",58.810001,58.900002,58.43,58.77,8814100,57.174824
"2021-04-19",59.040001,59.16,58.549999,58.689999,7065200,57.096992
"2021-04-20",58.77,59.459999,58.32,59.209999,7610700,57.602875
"2021-04-21",59.369999,59.799999,59.299999,59.57,7953600,57.953102
"2021-04-22",59.450001,59.77,59.290001,59.549999,8847700,57.933651
"2021-04-23",59.59,59.959999,59.369999,59.509998,6588300,57.894737
"2021-04-26",59.470001,59.610001,58.669998,58.77,7693900,57.174824
"2021-04-27",58.610001,58.939999,58.490002,58.720001,7653800,57.126183
"2021-04-28",60.439999,61.869999,60.139999,60.880001,15348000,59.227554
"2021-04-29",60.880001,61.25,60.459999,60.91,8424300,59.256733
"2021-04-30",60.939999,61.02,60.189999,60.810001,9065800,59.159447
"2021-05-03",60.91,61.779999,60.91,61.41,7229000,59.74316
"2021-05-04",61.369999,61.779999,60.560001,60.740002,9154200,59.091354
"2021-05-05",60.939999,61.299999,60.5,61.139999,8432300,59.480492
"2021-05-06",61.080002,61.880001,61.02,61.720001,6330300,60.04475
"2021-05-07",62.439999,62.439999,61.540001,61.849998,5903100,60.171219
"2021-05-10",62.240002,62.669998,61.970001,62.07,6402300,60.38525
"2021-05-11",62.34,62.630001,61.509998,61.950001,7675100,60.268509
"2021-05-12",62.139999,62.139999,61.419998,61.560001,7913800,59.889099
"2021-05-13",61.470001,62.740002,61.369999,62.389999,6788600,60.696568
"2021-05-14",62.689999,62.900002,62.360001,62.369999,5171400,60.677105
"2021-05-17",62.57,62.790001,62.139999,62.470001,6976600,60.774391
"2021-05-18",62.419998,62.689999,62.07,62.18,4068100,60.492268
"2021-05-19",61.990002,62.389999,61.720001,62.34,6217300,60.647923
"2021-05-20",62.23,63.32,62.220001,63.110001,6706800,61.397022
"2021-05-21",63.290001,63.689999,62.919998,63.360001,8476200,61.640236
"2021-05-24",63.52,64.019997,63.400002,63.68,5996400,61.951546
"2021-05-25",63.82,63.82,63.200001,63.709999,5383100,61.980736
"2021-05-26",63.950001,63.959999,63.380001,63.630001,6652300,61.902908
"2021-05-27",63.619999,63.830002,63.259998,63.310001,7659300,61.591595
"2021-05-28",63.529999,63.84,63.470001,63.529999,9001000,61.805622
"2021-06-01",63.799999,63.959999,63.110001,63.330002,5889800,61.611053
"2021-06-02",63.439999,63.650002,63.290001,63.619999,6288800,61.893181
"2021-06-03",63.369999,63.799999,63.32,63.740002,4715700,62.009922
"2021-06-04",63.869999,64.370003,63.73,64.019997,4693200,62.282318
"2021-06-07",64.25,64.269997,63.299999,63.669998,6339500,61.941822
"2021-06-08",63.630001,63.810001,63.169998,63.290001,6291000,61.572132
"2021-06-09",63.150002,63.59,63.009998,63.310001,5561300,61.591595
"2021-06-10",63.34,63.860001,63.299999,63.630001,6471900,61.902908
"2021-06-11",63.880001,63.880001,63.389999,63.779999,3479500,62.048832
"2021-06-14",63.32,63.799999,63.25,63.790001,4344500,62.058567
"2021-06-15",63.860001,63.919998,63.509998,63.66,6101000,61.932091
"2021-06-16",63.34,63.790001,62.709999,62.740002,7275400,61.037064
"2021-06-17",62.759998,63.360001,62.549999,63.189999,7435700,61.474846
"2021-06-18",63.040001,63.150002,61.869999,62.139999,16415000,60.45335
"2021-06-21",62.43,62.889999,62.189999,62.66,9008400,60.959232
"2021-06-22",62.66,63.040001,62.540001,62.869999,6230000,61.163532
"2021-06-23",62.549999,62.799999,62.32,62.330002,4656300,60.638195
"2021-06-24",62.279999,62.91,61.900002,62.650002,5778900,60.949509
"2021-06-25",62.470001,63.299999,62.439999,63.18,5676000,61.465122
"2021-06-28",63.09,63.48,63.07,63.189999,4611300,61.474846
"2021-06-29",62.82,63.02,62.16,62.34,4480300,60.951763
"2021-06-30",62.259998,62.57,62.18,62.439999,5302300,61.049534
"2021-07-01",62.400002,62.77,62.259998,62.470001,3955300,61.078869
"2021-07-02",62.630001,62.849998,62.52,62.599998,4102900,61.205971
"2021-07-06",62.560001,62.560001,61.810001,62.34,6979800,60.951763
"2021-07-07",62.43,63.310001,62.400002,63.049999,4967000,61.64595
"2021-07-08",63.049999,63.560001,62.57,62.950001,6660600,61.548183
"2021-07-09",62.900002,63.220001,62.82,63.02,4261700,61.616619
"2021-07-12",62.919998,63.029999,62.650002,62.950001,4914000,61.548183
"2021-07-13",63.060001,63.599998,62.919998,63.07,5315100,61.665512
"2021-07-14",63.389999,63.73,63,63.509998,6923500,62.095707
"2021-07-15",63.369999,64.169998,63.349998,64.120003,5512100,62.692127
"2021-07-16",64.010002,64.449997,64.010002,64.260002,5256000,62.829014
"2021-07-19",64.82,64.970001,63.43,64.019997,8164500,62.594353
"2021-07-20",64.260002,64.910004,64.260002,64.410004,7253800,62.97567
"2021-07-21",64.760002,64.82,63.950001,64.019997,4527900,62.594353
"2021-07-22",63.880001,64.019997,63.459999,63.84,4920600,62.418362
"2021-07-23",64.129997,65.110001,63.869999,64.889999,5975200,63.444977
"2021-07-26",64.790001,65.099998,64.660004,64.839996,6054500,63.396091
"2021-07-27",64.919998,65.599998,64.709999,65.230003,6916800,63.777412
"2021-07-28",63.880001,64.669998,63.189999,63.400002,9224500,61.988163
"2021-07-29",63.529999,63.939999,63.240002,63.330002,7636500,61.91972
"2021-07-30",63.349998,63.66,63.130001,63.259998,6402600,61.851276
"2021-08-02",63.369999,63.860001,63.310001,63.459999,5021600,62.046822
"2021-08-03",63.389999,63.59,63.220001,63.380001,3766900,61.968601
"2021-08-04",63.619999,63.619999,61.549999,61.720001,8212200,60.345573
"2021-08-05",61.970001,62.080002,61.619999,61.860001,5693000,60.482456
"2021-08-06",61.959999,62.110001,61.599998,61.77,6275200,60.394463
"2021-08-09",62.02,62.259998,61.900002,62.02,4784200,60.638893
"2021-08-10",61.98,62.330002,61.810001,62.040001,5599400,60.658447
"2021-08-11",62.119999,62.779999,62,62.470001,8304200,61.078869
"2021-08-12",62.689999,62.689999,62.220001,62.389999,5403500,61.000652
"2021-08-13",62.610001,63.41,62.5,63.360001,6595400,61.949051
"2021-08-16",63.5,63.959999,63.330002,63.689999,6865400,62.271702
"2021-08-17",63.73,64.120003,63.450001,64.059998,5525600,62.633461
"2021-08-18",63.84,64.059998,62.91,62.970001,4412300,61.567738
"2021-08-19",62.91,63.75,62.790001,63.68,5700100,62.261921
"2021-08-20",63.689999,63.830002,63.27,63.490002,4215500,62.076157
"2021-08-23",63.43,63.540001,62.970001,63.099998,4777800,61.694839
"2021-08-24",63.110001,63.110001,62.099998,62.25,5829800,60.863766
"2021-08-25",62.259998,62.259998,61.720001,61.869999,5669400,60.492229
"2021-08-26",61.779999,61.880001,61.290001,61.439999,4632800,60.071804
"2021-08-27",61.439999,62.119999,61.32,61.889999,5779300,60.511784
"2021-08-30",61.77,62.240002,61.650002,62.16,4185500,60.775772
"2021-08-31",62.279999,62.369999,61.759998,62.07,7390000,60.687775
"2021-09-01",62.330002,62.549999,62.040001,62.330002,4335900,60.941986
"2021-09-02",62.5,62.5,61.68,61.919998,4346200,60.541115
"2021-09-03",61.759998,61.91,61.049999,61.720001,5360700,60.345573
"2021-09-07",61.380001,61.560001,59.939999,60.040001,7789700,58.702984
"2021-09-08",60.18,60.950001,59.91,60.860001,7162800,59.504723
"2021-09-09",60.91,60.91,60.529999,60.610001,4909300,59.260292
"2021-09-10",60.419998,60.599998,60.099998,60.23,5596600,58.888752
"2021-09-13",60.59,61.439999,60.529999,60.77,7723100,59.416729
"2021-09-14",60.759998,60.98,60.189999,60.349998,3858500,59.006081
"2021-09-15",60.299999,60.669998,60.060001,60.509998,5385200,59.162514
"2021-09-16",60.619999,60.93,60.080002,60.709999,7513200,59.358063
"2021-09-17",60.48,61.220001,60.150002,60.939999,16980400,59.582939
"2021-09-20",60.77,61.060001,59.990002,60.43,11213100,59.084297
"2021-09-21",60.689999,61.139999,60.119999,60.220001,7156700,58.878975
"2021-09-22",60.599998,60.970001,60.360001,60.560001,4999000,59.211407
"2021-09-23",60.5,61.119999,60.459999,60.73,6197500,59.377613
"2021-09-24",60.389999,60.709999,60.209999,60.360001,6647100,59.015858
"2021-09-27",60.16,60.549999,59.389999,59.470001,6614000,58.145679
"2021-09-28",59.189999,59.299999,58.209999,58.700001,9139500,57.392822
"2021-09-29",58.240002,59.490002,58.029999,59.049999,7399100,58.081341
"2021-09-30",59.119999,59.299999,58.119999,58.18,6778300,57.225616
"2021-10-01",58.349998,58.540001,57.68,58.209999,6266400,57.255119
"2021-10-04",58.209999,58.779999,57.630001,58.07,8281800,57.117416
"2021-10-05",58,59.110001,57.900002,58.830002,8160900,57.864952
"2021-10-06",58.889999,60.25,58.349998,60.200001,11222800,59.212479
"2021-10-07",60.060001,60.34,59.790001,59.889999,7540700,58.907562
"2021-10-08",59.959999,60,59.41,59.540001,5787700,58.563305
"2021-10-11",59.849998,59.849998,59.34,59.419998,5266400,58.445267
"2021-10-12",59.630001,59.91,59.419998,59.669998,6343100,58.691174
"2021-10-13",59.950001,60.400002,59.369999,59.959999,5639000,58.976414
"2021-10-14",60.299999,60.740002,60.169998,60.630001,4941500,59.635426
"2021-10-15",60.630001,60.669998,59.759998,60.150002,10518900,59.1633
"2021-10-18",59.889999,60.099998,59.330002,59.75,4434200,58.769859
"2021-10-19",59.900002,59.900002,59.330002,59.790001,6978000,58.809204
"2021-10-20",59.990002,60.529999,59.860001,60.290001,4228900,59.300999
"2021-10-21",60.169998,60.299999,59.75,60.16,5713400,59.17313
"2021-10-22",60.119999,60.59,60.099998,60.52,3822600,59.527225
"2021-10-25",60.700001,60.900002,60.119999,60.34,4979500,59.350182
"2021-10-26",60.32,61.080002,60.169998,60.830002,3938700,59.832142
"2021-10-27",60.959999,60.959999,60.130001,60.389999,5127600,59.399357
"2021-10-28",60.419998,60.98,60.220001,60.950001,5106100,59.950176
"2021-10-29",60.919998,61.16,60.639999,60.740002,5074300,59.743622
"2021-11-01",60.700001,61.349998,60.549999,60.91,5322600,59.910828
"2021-11-02",60.900002,61.380001,60.369999,61.360001,5385800,60.353455
"2021-11-03",63.049999,63.41,61.91,62.34,7451100,61.317371
"2021-11-04",61.77,62.419998,61.68,62.09,5914100,61.071472
"2021-11-05",62.5,62.720001,62.139999,62.259998,4609300,61.238682
"2021-11-08",62.290001,62.400002,61.52,61.880001,4321100,60.864922
"2021-11-09",61.880001,62.360001,61.669998,62.240002,4258400,61.219013
"2021-11-10",62.52,62.970001,62.330002,62.73,7044000,61.700974
"2021-11-11",62.68,62.75,62.099998,62.470001,3661500,61.44524
"2021-11-12",62.59,63.18,62.299999,62.779999,5176500,61.750156
"2021-11-15",62.75,62.950001,62.509998,62.849998,3503300,61.819004
"2021-11-16",62.919998,63.349998,62.43,62.470001,6405000,61.44524
"2021-11-17",62.18,62.439999,61.970001,62.169998,10948900,61.150158
"2021-11-18",62.02,62.59,61.860001,62.34,7297800,61.317371
"2021-11-19",62.599998,62.619999,60.419998,60.52,10543300,59.527225
"2021-11-22",60.400002,61.360001,59.939999,60.970001,7272400,59.969849
"2021-11-23",61,61.599998,60.880001,61.41,6544200,60.40263
"2021-11-24",61.400002,61.799999,60.950001,61.32,5120400,60.314106
"2021-11-26",61.029999,61.41,60.09,60.25,4999800,59.261658
"2021-11-29",60.419998,60.779999,59.889999,60.639999,6253700,59.64526
"2021-11-30",60.419998,60.43,58.599998,58.939999,10679700,57.973145
"2021-12-01",59.369999,59.759998,58.509998,58.560001,5762300,57.59938
"2021-12-02",58.810001,59.869999,58.68,59.459999,7525700,58.484615
"2021-12-03",59.799999,60.57,59.689999,60.259998,7735400,59.271496
"2021-12-06",60.68,61.720001,60.68,61.419998,5921100,60.41246
"2021-12-07",61.419998,61.939999,61.220001,61.41,7717900,60.40263
"2021-12-08",61.330002,61.369999,60.029999,60.880001,6678500,59.881321
"2021-12-09",60.860001,61.07,60.52,60.990002,3518600,59.989521
"2021-12-10",61.509998,62.400002,61.099998,62.259998,6999100,61.238682
"2021-12-13",62.299999,63.509998,61.900002,63.169998,9512200,62.133759
"2021-12-14",63.130001,63.43,62.970001,63.389999,10391100,62.350147
"2021-12-15",63.580002,64.970001,63.470001,64.790001,11735100,63.727184
"2021-12-16",64.669998,66.040001,64.330002,65.690002,10808500,64.612419
"2021-12-17",65.610001,66.059998,64.93,64.959999,12439900,63.89439
"2021-12-20",64.769997,64.949997,64.389999,64.779999,8996200,63.717346
"2021-12-21",64.669998,64.860001,64.089996,64.32,6771200,63.264893
"2021-12-22",64.120003,64.949997,64.110001,64.830002,5122900,63.766525
"2021-12-23",64.949997,65.25,64.790001,64.940002,3943300,63.874725
"2021-12-27",64.949997,65.559998,64.779999,65.519997,3813200,64.445198
"2021-12-28",65.610001,66.080002,65.510002,66.010002,3254900,64.92717
"2021-12-29",66.089996,66.540001,65.900002,66.370003,4753900,65.281265
"2021-12-30",66.209999,66.339996,65.690002,65.75,5563000,65.014282
"2021-12-31",65.779999,66.400002,65.690002,66.309998,5076700,65.568016
"2022-01-03",65.75,66.059998,65.080002,65.970001,8978100,65.231827
"2022-01-04",65.989998,67.150002,65.870003,66.449997,7519400,65.706451
"2022-01-05",66.800003,67.959999,66.68,67.410004,10723200,66.655708
"2022-01-06",67.550003,67.93,66.970001,67.379997,9204600,66.626045
"2022-01-07",67.269997,67.760002,66.980003,67.550003,6454800,66.794144
"2022-01-10",67.690002,67.830002,66.860001,67.029999,6823800,66.279961
"2022-01-11",67.330002,67.459999,66.25,67.260002,5295500,66.507393
