"","FISV.Open","FISV.High","FISV.Low","FISV.Close","FISV.Volume","FISV.Adjusted"
"2020-09-15",98.239998,101.410004,98,100.589996,5667000,100.589996
"2020-09-16",101.059998,103.349998,100.839996,102.260002,7866700,102.260002
"2020-09-17",100.139999,103.860001,99.730003,103.800003,6920900,103.800003
"2020-09-18",104.160004,104.699997,101.900002,103.5,15881900,103.5
"2020-09-21",101.239998,102,98.160004,99.610001,6951800,99.610001
"2020-09-22",100.07,101.199997,98.459999,101.089996,3664000,101.089996
"2020-09-23",100.559998,101.370003,98.5,99.349998,4648400,99.349998
"2020-09-24",98.169998,99.669998,96.769997,98.279999,4944800,98.279999
"2020-09-25",98,102.5,97.540001,102.129997,4459400,102.129997
"2020-09-28",104,104.669998,103.190002,104.07,3650000,104.07
"2020-09-29",103.580002,104.739998,103.410004,103.589996,3660200,103.589996
"2020-09-30",103.959999,104.25,102.07,103.050003,5067300,103.050003
"2020-10-01",104.290001,105.800003,103.379997,104.25,2943600,104.25
"2020-10-02",101.900002,102.949997,100.900002,101.650002,3257200,101.650002
"2020-10-05",102.800003,102.989998,100.059998,100.82,4268000,100.82
"2020-10-06",102.660004,104.739998,101.860001,102.360001,4581500,102.360001
"2020-10-07",102.959999,103.629997,101.779999,102.419998,3744200,102.419998
"2020-10-08",103.330002,104.199997,102.639999,103.389999,2680500,103.389999
"2020-10-09",103.879997,105.269997,103.150002,105.110001,2484700,105.110001
"2020-10-12",105.589996,107.199997,104.559998,106.68,4772500,106.68
"2020-10-13",106.75,107.080002,104.709999,104.760002,4155000,104.760002
"2020-10-14",104.760002,105.330002,101.800003,102.709999,4643400,102.709999
"2020-10-15",101.230003,102.059998,100.32,101.809998,3689000,101.809998
"2020-10-16",102.309998,103.529999,101,101.220001,2885400,101.220001
"2020-10-19",101.360001,101.519997,98.459999,98.739998,3800200,98.739998
"2020-10-20",99.110001,100.230003,98.360001,99.529999,2889400,99.529999
"2020-10-21",98.889999,100.599998,98.639999,99.360001,3907700,99.360001
