"","STT.Open","STT.High","STT.Low","STT.Close","STT.Volume","STT.Adjusted"
"2022-01-05",98.900002,99.989998,97.07,97.150002,2907200,95.689995
"2022-01-06",98.440002,99.769997,97.169998,98.919998,2494600,97.433395
"2022-01-07",98.650002,102.32,98.470001,101.660004,4315700,100.132217
"2022-01-10",102.209999,102.400002,99.75,101.199997,3335400,99.679123
"2022-01-11",101.910004,102.540001,100.540001,102.349998,2493800,100.811836
"2022-01-12",102.690002,103.699997,102.190002,103.330002,2808200,101.777122
"2022-01-13",103.559998,104.870003,103.050003,103.440002,1977600,101.885468
"2022-01-14",102.07,103.870003,100.889999,103.769997,3286800,102.210503
"2022-01-18",102.540001,102.779999,100.199997,101.010002,3649400,99.491989
"2022-01-19",102.169998,102.650002,93.790001,93.879997,4091000,92.469131
"2022-01-20",93.849998,96.93,92.07,94.209999,3432400,92.794174
"2022-01-21",94,94,90.419998,90.989998,3257600,89.622566
"2022-01-24",88.529999,94.419998,87.169998,93.800003,5022400,92.390343
"2022-01-25",92.169998,95.330002,90.580002,94.129997,5226900,92.71537
"2022-01-26",95.459999,96.889999,93.230003,94.32,3616100,92.902527
"2022-01-27",96.370003,97.110001,92.18,93.120003,2441800,91.720558
"2022-01-28",92.75,93.769997,91.050003,93.650002,1779800,92.242592
"2022-01-31",92.629997,94.699997,91.800003,94.5,2537700,93.079819
"2022-02-01",94.959999,96.730003,94.139999,96.510002,1868600,95.059608
"2022-02-02",95.730003,97.629997,95.339996,97.57,1783700,96.103683
"2022-02-03",97.449997,98.709999,96.610001,97.089996,2001400,95.63089
"2022-02-04",97.059998,99.889999,96.870003,98.889999,2288000,97.403847
"2022-02-07",98.849998,99.949997,98.18,99.330002,1735400,97.837234
"2022-02-08",100,102.040001,99.910004,101.849998,2075500,100.319351
"2022-02-09",102.220001,102.480003,100.830002,101.669998,1097400,100.142059
"2022-02-10",101.330002,103.760002,100.589996,101.389999,1715900,99.866272
"2022-02-11",101,102.809998,98.230003,99.169998,2059300,97.679634
"2022-02-14",99.620003,100,97.779999,98.68,1627800,97.196999
"2022-02-15",100.019997,100.650002,99.080002,100.32,1097300,98.812347
"2022-02-16",99.459999,100.769997,98.989998,100.279999,1435100,98.772949
"2022-02-17",98.589996,98.709999,93.330002,93.650002,2431200,92.242592
"2022-02-18",92.889999,94.050003,92.120003,93.389999,2762200,91.986496
"2022-02-22",93.099998,94.379997,91.410004,92.43,2011800,91.040924
"2022-02-23",93.080002,93.470001,86.800003,87.230003,2817600,85.919075
"2022-02-24",84.010002,85.839996,82.120003,85.480003,3244500,84.195374
"2022-02-25",85.980003,89.050003,85.790001,88.739998,2178500,87.406372
"2022-02-28",85.629997,86.379997,83.959999,85.330002,3709300,84.04763
"2022-03-01",84.330002,84.529999,79.489998,80.889999,3963800,79.674355
"2022-03-02",81.860001,84.68,81.739998,83.940002,2710300,82.67852
"2022-03-03",84.059998,85.139999,82.629997,83.940002,1866000,82.67852
"2022-03-04",81.730003,81.730003,79.449997,80.510002,3271200,79.300064
"2022-03-07",80,80.57,78.120003,78.169998,2064800,76.995232
"2022-03-08",79.449997,81.529999,77.519997,79.360001,2221700,78.167351
"2022-03-09",82.379997,84.809998,82.209999,83.580002,2685300,82.323929
"2022-03-10",81.699997,83.57,81.57,82.919998,2070400,81.673843
"2022-03-11",83.949997,84.849998,82,82.089996,1531700,80.856316
"2022-03-14",83.690002,85.160004,82.879997,83.349998,1506100,82.097382
"2022-03-15",84,84.580002,83.120003,83.970001,1384800,82.708069
"2022-03-16",85.75,87.900002,85.529999,87.449997,1866200,86.135765
"2022-03-17",86.110001,88.239998,85.379997,88.050003,1520600,86.726753
"2022-03-18",88.269997,89.199997,86.580002,88.93,3020600,87.593529
"2022-03-21",89.059998,89.529999,87.43,88.360001,1382300,87.032097
"2022-03-22",89.559998,91.099998,89.559998,90.330002,2337200,88.972488
"2022-03-23",89.239998,90.139999,87.349998,87.480003,1840300,86.165321
"2022-03-24",88.150002,89.139999,87.089996,89.010002,1344600,87.672325
"2022-03-25",88.940002,90.809998,88.75,90.529999,1076900,89.169479
"2022-03-28",90.459999,90.459999,88.849998,90.110001,1500200,88.755791
"2022-03-29",92.230003,92.529999,90.93,91.970001,2125100,90.587845
"2022-03-30",91.769997,92.169998,91.220001,92.110001,2545000,90.725731
"2022-03-31",90.230003,90.940002,86.959999,87.120003,3087000,86.345055
"2022-04-01",88.260002,88.589996,85.360001,85.809998,2065200,85.046707
"2022-04-04",85.629997,86.669998,84.150002,85.839996,2826000,85.076439
"2022-04-05",85.339996,86.419998,84.559998,85.309998,1776100,84.551155
"2022-04-06",84.389999,84.690002,83.459999,83.699997,1453500,82.955475
"2022-04-07",83.050003,84.599998,81.709999,83.959999,1818100,83.213165
"2022-04-08",84.5,85.019997,83.419998,84.169998,1154500,83.421295
"2022-04-11",83.690002,84.230003,82.470001,82.720001,2128800,81.984192
"2022-04-12",82.239998,84.459999,81.769997,82.25,1925700,81.518372
"2022-04-13",81.480003,82.879997,80.769997,82.849998,2459800,82.113037
"2022-04-14",83.300003,84.739998,75.650002,75.809998,5810200,75.135658
"2022-04-18",74.540001,74.800003,72.400002,74.379997,5355200,73.718376
"2022-04-19",75.120003,75.900002,74.199997,74.910004,4617400,74.243668
"2022-04-20",75.730003,77.32,75,75.910004,2579800,75.234772
"2022-04-21",77.029999,77.519997,74.120003,74.580002,2398600,73.916603
"2022-04-22",74.419998,74.510002,70.75,70.870003,3327100,70.239601
"2022-04-25",70,71.160004,68.300003,70.949997,3979200,70.318886
"2022-04-26",70,71.139999,67.730003,67.730003,3227900,67.127533
"2022-04-27",67.370003,67.970001,66.470001,66.860001,3973000,66.265274
"2022-04-28",68.360001,69.190002,66.82,68.839996,2512200,68.227654
"2022-04-29",68.790001,69.809998,66.75,66.970001,3599100,66.37429
"2022-05-02",67.199997,68.809998,66.610001,68.580002,2688100,67.969971
"2022-05-03",69.139999,70.709999,68.690002,69.910004,2711100,69.288139
"2022-05-04",69.739998,73.07,69.699997,72.760002,1991900,72.112793
"2022-05-05",71.279999,71.730003,69.760002,71.220001,2607400,70.586487
"2022-05-06",71.080002,71.269997,68.989998,70.129997,1965200,69.50618
"2022-05-09",68.900002,70.110001,68.040001,69.25,2837000,68.63401
"2022-05-10",70.209999,70.389999,66.580002,67.709999,2619100,67.107704
"2022-05-11",68.199997,69.199997,66.25,66.309998,3524100,65.720161
"2022-05-12",66,68.830002,65.800003,67.620003,3412100,67.018509
"2022-05-13",68.610001,69.970001,68.459999,69.209999,2094400,68.594368
"2022-05-16",68.860001,69.18,67.440002,68.309998,1641200,67.70237
"2022-05-17",70.040001,70.889999,69.190002,69.660004,3998500,69.040367
"2022-05-18",68.970001,69.010002,66.650002,66.970001,2916800,66.37429
"2022-05-19",65.529999,66.800003,65.410004,65.959999,3171200,65.373276
"2022-05-20",66.82,67.529999,65.790001,67.470001,3896400,66.869843
"2022-05-23",69.419998,70.260002,68.110001,69.730003,2259900,69.109741
"2022-05-24",69.040001,69.489998,67.089996,68.669998,1557300,68.059166
"2022-05-25",68.580002,69.739998,68.040001,69.300003,1561700,68.683571
"2022-05-26",70.43,71.339996,70.239998,70.989998,1529200,70.358528
"2022-05-27",71.190002,73.099998,70.790001,73.040001,3042000,72.390297
"2022-05-31",72.279999,73.440002,71.300003,72.489998,6337500,71.845184
"2022-06-01",72.349998,72.519997,69.470001,69.949997,2955300,69.327782
"2022-06-02",70.370003,73.150002,70.290001,73.129997,2426500,72.479492
"2022-06-03",72.199997,72.629997,71.269997,71.300003,1253000,70.665779
"2022-06-06",72.43,73.059998,71.209999,71.410004,1220900,70.774803
"2022-06-07",70.459999,73.099998,70.459999,73.010002,2085400,72.360565
"2022-06-08",72.129997,72.300003,68.099998,69.040001,7272700,68.42588
"2022-06-09",69.089996,71.169998,68.089996,68.139999,4397600,67.533882
"2022-06-10",66.610001,66.709999,64.790001,65.230003,2772900,64.649773
"2022-06-13",63.610001,64.260002,62.07,63.07,4184200,62.508984
"2022-06-14",63.34,63.939999,61.84,62.18,3339600,61.6269
"2022-06-15",63.150002,65.110001,62.560001,63.939999,3224300,63.371243
"2022-06-16",61.990002,62.709999,61.290001,62.330002,2604900,61.775566
"2022-06-17",62.709999,63.66,61.709999,61.75,6843600,61.200726
"2022-06-21",63.099998,64.089996,62.59,63.799999,2732900,63.232487
"2022-06-22",62.799999,63.799999,62.669998,63.330002,1898000,62.76667
"2022-06-23",62.91,63.169998,61.310001,62.889999,2225200,62.330582
"2022-06-24",63.259998,66.480003,63.25,66.269997,2467400,65.680511
"2022-06-27",66.610001,66.870003,64.699997,65.209999,2793400,64.629944
"2022-06-28",65.089996,66.489998,64.379997,64.489998,2004000,63.916348
"2022-06-29",64.57,66.089996,63.849998,64.080002,2032200,63.509998
