"","IP.Open","IP.High","IP.Low","IP.Close","IP.Volume","IP.Adjusted"
"2021-12-31",46.560001,47.169998,46.560001,46.98,1790300,46.06324
"2022-01-03",47.349998,47.549999,46.650002,46.790001,2808400,45.876945
"2022-01-04",47.02,49.040001,47,48.470001,4110600,47.524162
"2022-01-05",48.43,49.380001,48.400002,48.689999,4216100,47.739868
"2022-01-06",49.189999,49.27,48.07,48.34,2773900,47.396702
"2022-01-07",48.330002,49.25,48.279999,48.869999,2796000,47.916359
"2022-01-10",49.099998,49.43,48.009998,48.57,3304400,47.622211
"2022-01-11",48.77,48.91,48.049999,48.52,1955100,47.573189
"2022-01-12",48.549999,48.84,48.23,48.490002,2329500,47.543774
"2022-01-13",48.689999,49.740002,48.599998,49.299999,2639900,48.337967
"2022-01-14",48.889999,49.580002,48.610001,49.5,2951100,48.534065
"2022-01-18",49.16,49.41,48.32,49.310001,2866900,48.347771
"2022-01-19",49.52,49.66,48.84,49.349998,2647600,48.38699
"2022-01-20",48.139999,49.189999,47.650002,48.169998,3592800,47.230015
"2022-01-21",48.240002,48.360001,47.09,47.290001,4181300,46.367191
"2022-01-24",46.470001,48.349998,46.34,48.23,5386600,47.288849
"2022-01-25",47.470001,48.330002,46.869999,47.740002,3680300,46.808407
"2022-01-26",47.740002,48.48,46.869999,47.310001,3673900,46.386799
"2022-01-27",47.450001,48.450001,45.93,46.389999,5154600,45.484753
"2022-01-28",45.43,47.240002,45.16,47.18,5011300,46.259338
"2022-01-31",46.959999,48.52,46.66,48.25,6843600,47.308456
"2022-02-01",48.049999,48.59,47.959999,48.049999,3273900,47.112358
"2022-02-02",47.98,48.200001,47.509998,47.709999,2993600,46.778992
"2022-02-03",47.869999,48.279999,47.259998,47.560001,2886400,46.631924
"2022-02-04",47.470001,47.98,46.709999,46.790001,3013100,45.876945
"2022-02-07",47.060001,47.290001,46.610001,46.66,2989400,45.749485
"2022-02-08",47.099998,47.459999,46.580002,47.139999,2708700,46.220116
"2022-02-09",47.369999,47.560001,47.009998,47.16,2125600,46.239723
"2022-02-10",47.040001,47.48,46.470001,46.610001,2720300,45.700459
"2022-02-11",46.330002,47.189999,46.330002,46.560001,2852700,45.651436
"2022-02-14",46.669998,46.84,45.68,46.23,3315600,45.327873
"2022-02-15",46.650002,46.990002,46.25,46.73,2769500,45.818115
"2022-02-16",46.560001,47.290001,46.080002,46.57,2516100,45.66124
"2022-02-17",45.919998,46.299999,45.799999,46.119999,2764500,45.67411
"2022-02-18",46.200001,47.09,46.110001,46.740002,3629600,46.28812
"2022-02-22",46.880001,47.369999,46.650002,46.91,3862500,46.456474
"2022-02-23",47.049999,47.049999,45.040001,45.110001,4138000,44.673878
"2022-02-24",44.25,44.57,42.950001,44.189999,5724800,43.762772
"2022-02-25",44.27,45.889999,44.27,45.419998,3919600,44.980877
"2022-02-28",44.509998,44.650002,42.98,43.529999,7338800,43.10915
"2022-03-01",43.099998,43.349998,40.849998,41.27,7282900,40.871002
"2022-03-02",41.639999,42.240002,41.169998,42.009998,6100700,41.603848
"2022-03-03",42.330002,42.93,42,42.23,4532300,41.82172
"2022-03-04",41.57,42.27,41.349998,42.209999,4062400,41.801914
"2022-03-07",42.139999,42.209999,40.950001,40.98,4447200,40.583805
"2022-03-08",41.34,42.330002,40.450001,41.610001,4859200,41.207714
"2022-03-09",42.66,42.82,42.09,42.169998,3971800,41.762299
"2022-03-10",41.610001,42.490002,41.360001,42.040001,3090300,41.63356
"2022-03-11",42.369999,42.900002,42.130001,42.43,2747100,42.019787
"2022-03-14",42.91,43.09,42.380001,42.540001,3529900,42.128723
"2022-03-15",42.779999,43.419998,42.419998,43.189999,3206500,42.772438
"2022-03-16",43.529999,44.73,43.419998,44.16,4003400,43.733063
"2022-03-17",43.799999,44.970001,43.799999,44.970001,3199400,44.535233
"2022-03-18",44.880001,45.310001,44.349998,45.009998,9498000,44.574841
"2022-03-21",44.970001,45.349998,44.330002,44.759998,3040200,44.327259
"2022-03-22",45.5,45.990002,44.669998,45.09,4265000,44.654072
"2022-03-23",44.82,45.049999,44.610001,44.630001,2462100,44.198517
"2022-03-24",44.869999,45.439999,44.709999,45.240002,2313000,44.80262
"2022-03-25",45.349998,46.34,45.32,46.32,2274400,45.872177
"2022-03-28",46.299999,46.299999,45.330002,46.119999,2255800,45.67411
"2022-03-29",46.650002,46.849998,46.259998,46.689999,2190100,46.238602
"2022-03-30",46.560001,46.860001,46.279999,46.389999,2091100,45.941502
"2022-03-31",46.18,46.790001,46.07,46.150002,2805100,45.703823
"2022-04-01",46.459999,46.52,45.290001,46.299999,2401200,45.852371
"2022-04-04",46.150002,46.279999,45.380001,45.900002,2278200,45.456242
"2022-04-05",45.689999,46.34,45.610001,45.779999,2470900,45.337399
"2022-04-06",45.57,45.830002,45.299999,45.689999,2147900,45.248268
"2022-04-07",45.57,45.68,44.75,45.380001,2024200,44.941269
"2022-04-08",46.02,46.759998,45.950001,46.700001,2679500,46.248505
"2022-04-11",47.02,48.099998,46.619999,46.669998,2657800,46.218792
"2022-04-12",46.470001,47.119999,46.380001,46.639999,2119800,46.189083
"2022-04-13",46.259998,47.23,46.259998,47.049999,1667400,46.595119
"2022-04-14",47.099998,47.669998,47.099998,47.43,1644400,46.971447
"2022-04-18",47.43,47.970001,47.16,47.459999,1445600,47.001156
"2022-04-19",47.759998,48.66,47.5,48.650002,1753900,48.179653
"2022-04-20",48.860001,49.650002,48.77,49.41,2432800,48.932304
"2022-04-21",49.689999,50.23,49.490002,49.689999,2532300,49.209595
"2022-04-22",49.330002,49.389999,47.689999,47.720001,2328100,47.258644
"2022-04-25",47.240002,47.68,46.290001,47.490002,2418800,47.030869
"2022-04-26",47.330002,47.880001,47.02,47.02,3189300,46.565411
"2022-04-27",47.310001,47.959999,47.040001,47.360001,2723500,46.902126
"2022-04-28",48.310001,49.200001,45.459999,47.48,5250000,47.020962
"2022-04-29",47.759998,48.130001,46.119999,46.279999,4671700,45.832565
"2022-05-02",46.560001,46.860001,45.709999,46.549999,2771400,46.099953
"2022-05-03",46.549999,47.43,46.490002,46.82,2836700,46.367344
"2022-05-04",46.950001,48.5,46.799999,48.490002,2791700,48.021202
"2022-05-05",48.02,48.48,47.43,48.110001,2924800,47.644875
"2022-05-06",48.009998,48.299999,47.330002,48.16,2517000,47.694389
"2022-05-09",47.75,48.799999,47.650002,47.810001,4134800,47.347775
"2022-05-10",48.259998,48.630001,46.98,47.849998,3329700,47.387386
"2022-05-11",47.82,49.169998,47.509998,47.669998,3137900,47.209126
"2022-05-12",47.799999,47.93,46.689999,47.580002,3008000,47.119999
"2022-05-13",47.75,48.48,47.459999,47.790001,2579000,47.327969
"2022-05-16",47.919998,48.25,47.16,47.889999,3478100,47.426998
"2022-05-17",48.599998,49.32,48,49.18,2824400,48.704529
"2022-05-18",48.779999,49.060001,48.16,48.330002,3600700,47.862747
"2022-05-19",47.830002,48.369999,47.200001,47.82,3323500,47.357677
"2022-05-20",48.299999,48.450001,46.709999,47.48,3943000,47.020962
"2022-05-23",48.07,48.619999,47.75,48.139999,2746200,47.674583
"2022-05-24",47.810001,48.09,46.07,47.189999,3382900,46.733765
"2022-05-25",46.98,48.080002,46.880001,47.889999,3306500,47.426998
"2022-05-26",48.060001,48.880001,47.959999,48.68,2439400,48.68
"2022-05-27",49,49.310001,48.540001,49.310001,2695400,49.310001
"2022-05-31",48.68,49.169998,48.259998,48.450001,5324800,48.450001
"2022-06-01",48.400002,48.509998,46.919998,47.450001,3161400,47.450001
"2022-06-02",47.759998,47.93,46.549999,47.5,2755600,47.5
"2022-06-03",47.200001,47.57,47,47.09,1794400,47.09
"2022-06-06",47.240002,47.720001,46.880001,47.259998,2620600,47.259998
"2022-06-07",46.970001,48,46.689999,47.93,2295400,47.93
"2022-06-08",47.529999,47.830002,47.119999,47.279999,1780400,47.279999
"2022-06-09",47.130001,47.209999,46.25,46.279999,2773000,46.279999
"2022-06-10",45.23,45.43,44.650002,45,3092900,45
"2022-06-13",44.43,44.48,42.900002,43.139999,3509700,43.139999
"2022-06-14",43.130001,44.029999,42.98,43.619999,3291000,43.619999
"2022-06-15",44.25,44.529999,43.419998,44.049999,4246300,44.049999
"2022-06-16",43.209999,43.330002,42.16,42.709999,4144900,42.709999
"2022-06-17",42.830002,43.110001,41.91,42.349998,7383700,42.349998
"2022-06-21",41.959999,42.32,41.59,41.880001,4216500,41.880001
"2022-06-22",41.169998,41.540001,40.689999,41.240002,3271300,41.240002
"2022-06-23",41.09,41.41,40.419998,41.119999,2576400,41.119999
"2022-06-24",41.459999,42.869999,41.369999,42.84,5164700,42.84
"2022-06-27",43.029999,43.290001,42.619999,42.810001,2118100,42.810001
"2022-06-28",42.84,43.400002,42.23,42.34,3083900,42.34
"2022-06-29",42.5,42.650002,42.02,42.439999,1978100,42.439999
