"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2022-01-03",218.710007,220.779999,218.270004,219.529999,864000,216.555511
"2022-01-04",221.529999,228.639999,220.759995,227.910004,1020700,224.82196
"2022-01-05",228.25,232.320007,226.919998,226.949997,1494800,223.874969
"2022-01-06",229.039993,233,227.759995,230.190002,1062000,227.071075
"2022-01-07",230,235,229.490005,234.350006,1311900,231.174713
"2022-01-10",235.509995,236.399994,229.399994,231.380005,1040300,228.244965
"2022-01-11",232,233.210007,228.509995,232.389999,1026000,229.241272
"2022-01-12",232.520004,233.839996,230.080002,231.660004,762300,228.521164
"2022-01-13",232.199997,238.050003,232.199997,235.979996,782100,232.782623
"2022-01-14",234.199997,237.729996,232.970001,237.539993,999800,234.321472
"2022-01-18",235.789993,237.149994,232.550003,236,1176000,232.802353
"2022-01-19",236.889999,237.020004,230.309998,231.100006,1253100,227.96875
"2022-01-20",231.279999,232.5,225.940002,226.720001,1156500,223.648102
"2022-01-21",226.839996,227.5,222.75,223.360001,983800,220.333618
"2022-01-24",219.889999,224.970001,216.929993,224,1584000,220.964935
"2022-01-25",221.199997,229.119995,215.240005,226.660004,1347800,223.588898
"2022-01-26",228.160004,232.949997,224.320007,225.850006,1564700,222.789886
"2022-01-27",227.75,230.100006,222.259995,224.080002,794000,221.043854
"2022-01-28",222.210007,222.860001,214.289993,220.990005,1083300,217.995728
"2022-01-31",219.210007,221.020004,215.800003,220.880005,1108000,217.887222
"2022-02-01",220.330002,226.470001,219.979996,225.529999,933700,222.474213
"2022-02-02",225.399994,226.570007,221.880005,226.470001,1836100,223.401474
"2022-02-03",219,234.199997,218.800003,227.25,1838500,224.170914
"2022-02-04",226.160004,230.850006,222.690002,228.600006,1235900,225.502625
"2022-02-07",229.119995,229.399994,225.729996,226.539993,1267800,223.47052
"2022-02-08",228.130005,229.369995,220.440002,223.509995,1358200,220.481583
"2022-02-09",223.809998,226.779999,223.119995,225.5,1051200,222.444626
"2022-02-10",223.289993,228.600006,222.190002,223.220001,1007200,220.195511
"2022-02-11",222.970001,226.419998,220.649994,222.169998,883600,219.159744
"2022-02-14",223.869995,224,218,219.440002,1008300,216.466736
"2022-02-15",220.979996,224.259995,220.580002,222.380005,898700,219.366913
"2022-02-16",221.470001,226.339996,220.75,223.309998,1291100,220.284302
"2022-02-17",220.479996,223.5,217.580002,218.690002,973600,217.13681
"2022-02-18",217.369995,221.919998,217,218.050003,830300,216.501358
"2022-02-22",220.720001,220.720001,213.470001,214.089996,1556600,212.569473
"2022-02-23",214.509995,215.270004,204.970001,205.830002,1857500,204.368149
"2022-02-24",202.080002,204,198.130005,203.270004,1519200,201.826324
"2022-02-25",203.910004,206.669998,202.559998,203.850006,1545500,202.402206
"2022-02-28",201.100006,206.130005,200.729996,204.119995,1956300,202.670288
"2022-03-01",203.679993,205,192.020004,196.070007,2213000,194.677475
"2022-03-02",198.029999,209.259995,197.800003,207.080002,2224000,205.609268
"2022-03-03",208.240005,212.100006,205.889999,208.990005,1264600,207.505707
"2022-03-04",204.160004,205.919998,199.25,202.039993,1830200,200.605057
"2022-03-07",201.509995,202.160004,189.5,189.600006,2686900,188.253418
"2022-03-08",191.470001,201.009995,189.619995,193.009995,1676800,191.639191
"2022-03-09",196.690002,200.880005,196.470001,198.440002,1407800,197.030624
"2022-03-10",195.75,198.119995,193.679993,197.199997,1008000,195.799438
"2022-03-11",198.809998,199.529999,195.059998,195.289993,1186300,193.903
"2022-03-14",197.399994,201.190002,196.229996,197.770004,1114300,196.365387
"2022-03-15",199.240005,200.589996,196.429993,198.470001,940400,197.060425
"2022-03-16",199.570007,205.470001,198.419998,205.259995,1314100,203.802185
"2022-03-17",202.259995,206.509995,202.110001,205.410004,732600,203.951126
"2022-03-18",202.470001,207.080002,199.279999,206.75,3453600,205.281616
"2022-03-21",205.610001,209.369995,204.440002,206.149994,972000,204.685867
"2022-03-22",208.190002,211.039993,207.729996,209.669998,1096600,208.180862
"2022-03-23",207.559998,210.5,206.570007,208.029999,1060800,206.552521
"2022-03-24",209.229996,211.839996,207.509995,209.240005,804200,207.753937
"2022-03-25",209.240005,210.199997,207.580002,209.660004,557800,208.170944
"2022-03-28",208.850006,208.850006,204.710007,207.720001,642900,206.24472
"2022-03-29",209.220001,213.009995,208.949997,212.380005,709600,210.871628
"2022-03-30",212.119995,212.119995,208.130005,209.570007,716100,208.081589
"2022-03-31",208.410004,209.539993,205,205.110001,1112000,203.653259
"2022-04-01",206.869995,207.119995,198.410004,201.029999,1346600,199.602234
"2022-04-04",200.130005,202.860001,194,202.289993,1916400,200.853271
"2022-04-05",201.830002,203.029999,197.800003,200.089996,1180900,198.6689
"2022-04-06",198.050003,198.850006,195.130005,198.509995,1221200,197.100128
"2022-04-07",197.619995,197.789993,194.410004,196.110001,881900,194.717178
"2022-04-08",195.679993,197.809998,193.339996,194.690002,1259300,193.307266
"2022-04-11",194.690002,198.350006,192.740005,192.929993,1119600,191.559753
"2022-04-12",193.139999,197.229996,192.169998,192.580002,1012000,191.21225
"2022-04-13",191.759995,195.380005,191.550003,194.600006,848400,193.217911
"2022-04-14",195.119995,197.020004,193.929993,195.940002,995700,194.548386
"2022-04-18",195.639999,198.639999,195.639999,196.710007,585400,195.312927
"2022-04-19",197.389999,201.940002,197.389999,201.279999,1174900,199.850464
"2022-04-20",203.5,205.75,202.860001,204.809998,883900,203.355392
"2022-04-21",207.199997,209.619995,206.110001,206.860001,971200,205.390823
"2022-04-22",204.850006,205.610001,198.860001,199.199997,855200,197.785233
"2022-04-25",198,198,191.369995,196.149994,1415600,194.756882
"2022-04-26",194.860001,197.929993,190.449997,190.589996,936900,189.236374
"2022-04-27",190.529999,197.130005,190.419998,194.869995,927300,193.485977
"2022-04-28",196.080002,196.770004,192.529999,194.479996,915000,193.098755
"2022-04-29",193.429993,195.850006,188.419998,189.190002,854300,187.846329
"2022-05-02",189.279999,195.509995,187.720001,194.929993,1276500,193.545547
"2022-05-03",195,205.660004,195,202.130005,1532400,200.694427
"2022-05-04",200.839996,209.039993,199.589996,208.75,1175800,207.26741
"2022-05-05",205.610001,207.339996,202.080002,204.029999,808000,202.580933
"2022-05-06",204.339996,204.339996,198.119995,201.720001,886200,200.287338
"2022-05-09",198.889999,204.5,198.559998,202.710007,1047600,201.270309
"2022-05-10",204.929993,205.080002,194.309998,197.410004,1029700,196.00795
"2022-05-11",198.5,200.399994,194.589996,196.179993,1094000,194.786667
"2022-05-12",195,199.619995,194.550003,199.440002,1064000,198.023529
"2022-05-13",200.589996,203.059998,198.259995,201.119995,1043300,199.691589
"2022-05-16",200.710007,204.240005,198.279999,202.690002,750800,201.250443
"2022-05-17",206.479996,208.669998,203.690002,208.199997,825400,206.721313
"2022-05-18",207.770004,209.960007,203.570007,204.160004,1436000,202.710007
"2022-05-19",200.029999,204.910004,196.899994,201.880005,931600,201.880005
"2022-05-20",201.949997,202.339996,193.679993,197.309998,819100,197.309998
"2022-05-23",200.550003,202.839996,197.970001,198.740005,640600,198.740005
"2022-05-24",198.339996,198.429993,192.570007,196.509995,875700,196.509995
"2022-05-25",196.610001,203.509995,195.869995,202.619995,1135100,202.619995
"2022-05-26",205,207.649994,202.919998,203.550003,691300,203.550003
"2022-05-27",206.529999,208.880005,206.169998,207.970001,642900,207.970001
"2022-05-31",205.759995,210.339996,204.070007,209.119995,1246900,209.119995
"2022-06-01",211.100006,211.160004,204.350006,207.850006,669300,207.850006
"2022-06-02",209.399994,211.789993,207.669998,211.639999,565700,211.639999
"2022-06-03",209.889999,211.919998,209.289993,211.020004,648400,211.020004
"2022-06-06",212,214.179993,211.029999,212.649994,787500,212.649994
"2022-06-07",210.830002,215.470001,208.320007,215.259995,676200,215.259995
"2022-06-08",214.639999,216.899994,212.899994,213.779999,658800,213.779999
"2022-06-09",212.289993,214.289993,211.070007,211.5,771400,211.5
"2022-06-10",207.720001,208.259995,204.429993,205.5,694800,205.5
"2022-06-13",200.910004,201.289993,194.889999,196.199997,1193300,196.199997
"2022-06-14",196.059998,199.149994,194.990005,196.610001,844400,196.610001
"2022-06-15",197.610001,201.899994,197.190002,199.160004,707100,199.160004
"2022-06-16",195.179993,196.190002,186.169998,189.149994,1420400,189.149994
"2022-06-17",188.100006,192.559998,186.710007,191.550003,2027800,191.550003
"2022-06-21",195.5,197.119995,192.610001,196.190002,727000,196.190002
"2022-06-22",191.759995,195.679993,191.580002,193.869995,749900,193.869995
"2022-06-23",192.690002,194.460007,184.279999,185.889999,1227200,185.889999
"2022-06-24",188.020004,195.100006,187.929993,195.020004,1130400,195.020004
"2022-06-27",196.949997,198.889999,193.210007,195.380005,583500,195.380005
"2022-06-28",197.330002,201.25,195.5,196.059998,731700,196.059998
"2022-06-29",196.369995,196.369995,192.740005,193.75,689700,193.75
