"","MLM.Open","MLM.High","MLM.Low","MLM.Close","MLM.Volume","MLM.Adjusted"
"2022-01-13",421.799988,423.450012,409.980011,410.890015,417200,409.524078
"2022-01-14",407.720001,409.730011,395.700012,402.630005,471400,401.291534
"2022-01-18",396.950012,397.880005,391.329987,396.480011,572000,395.161987
"2022-01-19",398.320007,400.869995,390.140015,390.359985,520300,389.062317
"2022-01-20",392.950012,398.98999,390.459991,391.450012,485200,390.148712
"2022-01-21",390.890015,392.730011,381.320007,382.299988,728600,381.029114
"2022-01-24",374.290009,384.920013,365.630005,383.709991,1107100,382.434418
"2022-01-25",375.519989,379.079987,361.529999,367.910004,1252800,366.686951
"2022-01-26",372.670013,379.540009,363.51001,368.359985,719100,367.135437
"2022-01-27",374.660004,380.100006,367.170013,372.98999,524400,371.750061
"2022-01-28",373.390015,383.540009,369.670013,382.829987,466800,381.557343
"2022-01-31",381.559998,390.26001,379.829987,389.119995,439400,387.826447
"2022-02-01",390.369995,394.23999,384.26001,390.559998,300900,389.261658
"2022-02-02",389.75,392.420013,384.540009,386.970001,388600,385.683594
"2022-02-03",382,385.98999,372.269989,372.899994,636500,371.660339
"2022-02-04",371.600006,376.579987,367.899994,372.049988,406000,370.813171
"2022-02-07",372.910004,377.320007,370.529999,372.950012,421000,371.710236
"2022-02-08",373.600006,380.25,372.589996,379.399994,300200,378.138763
"2022-02-09",384.26001,391,381.709991,383.149994,779400,381.876282
"2022-02-10",374.470001,399.51001,365.450012,386.940002,1011900,385.653687
"2022-02-11",382.290009,390.679993,378.910004,379.130005,873800,377.869659
"2022-02-14",375.970001,383.140015,365.869995,369.049988,534900,367.823151
"2022-02-15",375.950012,386.410004,375.709991,385.01001,553200,383.730133
"2022-02-16",382.670013,392.029999,380.230011,391.059998,534600,389.76001
"2022-02-17",387.910004,393.420013,384.940002,385.019989,529900,383.740051
"2022-02-18",385.920013,388.339996,379.720001,383.670013,437000,382.394562
"2022-02-22",380.73999,388.420013,377.309998,380.079987,571400,378.816498
"2022-02-23",380.519989,383.559998,364.119995,365.390015,412800,364.175354
"2022-02-24",352.779999,369.869995,350.329987,369.070007,568200,367.843079
"2022-02-25",368.950012,386.839996,366.570007,385.709991,714900,384.427795
"2022-02-28",379,383.26001,371.410004,379.399994,601000,378.737732
"2022-03-01",377.679993,377.679993,362.160004,365.049988,515100,364.41275
"2022-03-02",371.799988,379.079987,368.5,376.220001,431400,375.563293
"2022-03-03",381.109985,383,372.279999,375.730011,359800,375.074158
"2022-03-04",371.980011,375.399994,366.059998,374.929993,376600,374.275513
"2022-03-07",377.709991,377.709991,359.75,359.98999,483900,359.361603
"2022-03-08",361.540009,375.730011,360.179993,360.769989,682900,360.140228
"2022-03-09",372.269989,376.26001,368.420013,373.420013,279900,372.768188
"2022-03-10",361.660004,372.660004,361.660004,370.970001,396800,370.322449
"2022-03-11",374.829987,376.630005,369.880005,370.880005,263300,370.232605
"2022-03-14",376.73999,380.220001,370.25,375.589996,358100,374.934387
"2022-03-15",379.290009,381.959991,373.470001,380.470001,324300,379.805847
"2022-03-16",383.890015,392.929993,371,379.100006,372100,378.438263
"2022-03-17",376.690002,384.679993,375.100006,383.079987,395500,382.411285
"2022-03-18",384.809998,386.730011,377.179993,385.730011,799300,385.056702
"2022-03-21",383.75,387.279999,380.869995,382.570007,351400,381.902191
"2022-03-22",383.790009,387.75,382.549988,384,404200,383.329712
"2022-03-23",381.119995,382.440002,375.220001,375.609985,362100,374.954315
"2022-03-24",376.25,384.380005,374.390015,383.899994,248600,383.229858
"2022-03-25",384.529999,394.890015,382.450012,393.940002,422400,393.25235
"2022-03-28",392.179993,398.119995,389.019989,397.380005,438700,396.68634
"2022-03-29",400.579987,406.850006,397.579987,404.540009,339700,403.833862
"2022-03-30",402.01001,403.429993,389.700012,390.26001,353800,389.578766
"2022-03-31",387.980011,393.799988,384.880005,384.890015,375300,384.21817
"2022-04-01",388.51001,388.51001,381.329987,385.059998,374900,384.387848
"2022-04-04",384.549988,386.320007,380.940002,384.970001,332500,384.298004
"2022-04-05",384.019989,387.5,379.790009,381.209991,285300,380.544556
"2022-04-06",377.549988,379.100006,370.470001,373.529999,454300,372.87796
"2022-04-07",373.839996,374.079987,366,369.589996,419200,368.944855
"2022-04-08",371.690002,377.350006,365,371.970001,337100,371.320709
"2022-04-11",369.529999,375.940002,369.029999,369.890015,268800,369.244354
"2022-04-12",371.25,377.019989,364.579987,366.649994,285100,366.009979
"2022-04-13",366.23999,370.459991,365.200012,366.970001,481500,366.329437
"2022-04-14",367.01001,370.779999,363.820007,364.820007,263300,364.183197
"2022-04-18",364.470001,367.070007,360.76001,362.470001,270000,361.83728
"2022-04-19",363.670013,370.779999,363.570007,369.700012,296200,369.054657
"2022-04-20",375.149994,381.25,374.109985,379,304000,378.338409
"2022-04-21",383.920013,384.529999,370.290009,374.799988,256200,374.145752
"2022-04-22",372.910004,372.910004,353.920013,354.829987,497200,354.210602
"2022-04-25",355.98999,361.339996,348.5,360.799988,655700,360.170197
"2022-04-26",358.540009,359.720001,349.059998,350.23999,394900,349.628632
"2022-04-27",351.339996,355.950012,346.950012,352.130005,308900,351.51532
"2022-04-28",355.399994,367.230011,351.589996,365.859985,387200,365.221344
"2022-04-29",363.170013,365.98999,353.170013,354.220001,475100,353.601685
"2022-05-02",354.890015,359.630005,346.290009,355.359985,490700,354.739685
"2022-05-03",350.709991,372.73999,348.720001,366.480011,822100,365.840302
"2022-05-04",372.380005,379.149994,363.230011,377.570007,714700,376.910919
"2022-05-05",373.25,374.600006,351.269989,356.140015,450300,355.518341
"2022-05-06",356.700012,356.700012,339.589996,346,587300,345.396027
"2022-05-09",342.549988,344.029999,330.049988,332.790009,641900,332.209106
"2022-05-10",340.649994,340.649994,319.119995,328.140015,605800,327.56723
"2022-05-11",330.029999,335.149994,320.410004,321.559998,560500,320.998688
"2022-05-12",319.149994,331.089996,316.730011,327.570007,481900,326.998199
"2022-05-13",331.049988,340.890015,330,332.839996,376000,332.259003
"2022-05-16",330.170013,330.450012,321.48999,323.410004,513200,322.845459
"2022-05-17",331.5,336.890015,324.070007,334.850006,776000,334.265503
"2022-05-18",330.799988,333.410004,322.51001,323.970001,331600,323.40448
"2022-05-19",321.230011,329.959991,321.119995,324.649994,452700,324.083282
"2022-05-20",329.850006,330.48999,319.899994,327.76001,658300,327.187866
"2022-05-23",332.200012,337.019989,327.839996,333.410004,533400,332.828003
"2022-05-24",332.049988,333,320.579987,325.350006,506400,324.782074
"2022-05-25",323.220001,327.450012,320.399994,326.25,588600,325.680511
"2022-05-26",330.859985,337.100006,329.029999,334.049988,287500,333.466888
"2022-05-27",337.529999,349.720001,337.529999,349.450012,568500,348.840027
"2022-05-31",343.369995,343.369995,334.079987,339.380005,981400,339.380005
"2022-06-01",339.540009,340.450012,330.619995,337.070007,316200,337.070007
"2022-06-02",339.980011,347.559998,336.399994,347.329987,246800,347.329987
"2022-06-03",348.220001,349.429993,342.820007,345.640015,270500,345.640015
"2022-06-06",348.049988,350.399994,344.959991,347.769989,301700,347.769989
"2022-06-07",344.809998,352.380005,343.440002,351.450012,311500,351.450012
"2022-06-08",346.01001,348.429993,335.220001,336.799988,503100,336.799988
"2022-06-09",334.51001,340.059998,332.660004,332.869995,302500,332.869995
"2022-06-10",323.970001,326.339996,321.429993,321.75,498300,321.75
"2022-06-13",313.880005,321.01001,312.079987,316.600006,722900,316.600006
"2022-06-14",316.98999,319.079987,313.619995,316.470001,567600,316.470001
"2022-06-15",319,322.709991,312.73999,318.450012,519900,318.450012
"2022-06-16",310.940002,312.899994,301.5,303.070007,682200,303.070007
"2022-06-17",301.910004,309.649994,300.089996,303.559998,692100,303.559998
"2022-06-21",307.279999,308.089996,299.880005,302.549988,651600,302.549988
"2022-06-22",298.880005,304.649994,297,302.309998,521800,302.309998
"2022-06-23",300.399994,303.299988,295.559998,297.299988,438100,297.299988
"2022-06-24",299.799988,309.980011,299.450012,309.679993,528000,309.679993
"2022-06-27",310,310,304.429993,308.76001,311000,308.76001
"2022-06-28",310,312.440002,302.410004,302.809998,309300,302.809998
"2022-06-29",303.480011,303.480011,294.049988,300.279999,404300,300.279999
