"","MKTX.Open","MKTX.High","MKTX.Low","MKTX.Close","MKTX.Volume","MKTX.Adjusted"
"2022-01-11",380.660004,383.970001,373,380.540009,180700,378.803802
"2022-01-12",378.660004,379.970001,368.350006,371.369995,233700,369.675659
"2022-01-13",370.829987,375.359985,362.890015,363.920013,174800,362.259644
"2022-01-14",360.25,372.100006,357.809998,371.540009,287000,369.844879
"2022-01-18",366.279999,367.320007,359.290009,364.910004,252700,363.245148
"2022-01-19",360.5,373.720001,360.5,373.420013,287300,371.716309
"2022-01-20",377.5,378.630005,368.48999,369.290009,267700,367.605133
"2022-01-21",370.25,372.51001,362.359985,364.579987,292600,362.916626
"2022-01-24",360.140015,366.480011,352.559998,365.220001,335400,363.55368
"2022-01-25",360.640015,360.640015,346.959991,352.01001,380700,350.403961
"2022-01-26",372.98999,372.98999,330.549988,332.649994,634800,331.132294
"2022-01-27",329.649994,338.540009,323.75,330.119995,465700,328.613861
"2022-01-28",331.429993,336.399994,321.170013,335.309998,398700,333.780151
"2022-01-31",337.600006,344.730011,336.100006,344.480011,362000,342.908356
"2022-02-01",344.630005,353.23999,340.519989,350.720001,264300,349.119843
"2022-02-02",379.440002,379.440002,342.649994,344.26001,320500,342.689331
"2022-02-03",341.049988,352.309998,336.040009,349.920013,240900,348.323547
"2022-02-04",346.910004,372.369995,346.410004,366.709991,447300,365.036896
"2022-02-07",366.890015,378.579987,366.890015,370.350006,311800,368.660309
"2022-02-08",365.170013,368.880005,355.440002,368.089996,351700,367.104492
"2022-02-09",371.619995,375.959991,365.339996,370.980011,320700,369.986755
"2022-02-10",364.799988,372.899994,364.089996,369.829987,259400,368.839813
"2022-02-11",371.220001,378.970001,366.73999,378,370300,376.987946
"2022-02-14",377.839996,381.339996,368.149994,370.329987,314900,369.33847
"2022-02-15",371.799988,382.130005,371.799988,381.839996,237900,380.817657
"2022-02-16",381.200012,382.5,370.820007,374.779999,207500,373.776581
"2022-02-17",371.790009,378.910004,368.769989,374.880005,146600,373.876312
"2022-02-18",375.230011,381.109985,366.75,372.01001,225400,371.014008
"2022-02-22",370.190002,378.440002,366.480011,373.149994,225300,372.15094
"2022-02-23",374.670013,377.589996,367.929993,368.420013,182200,367.433624
"2022-02-24",358.700012,378.059998,355.540009,377,248500,375.990631
"2022-02-25",377.329987,380.730011,371.48999,379.320007,182200,378.304413
"2022-02-28",376.220001,385.790009,376.220001,381.429993,281700,380.408752
"2022-03-01",380,390.130005,376.679993,379.890015,285300,378.872894
"2022-03-02",380.079987,380.100006,370.790009,378.559998,193000,377.546448
"2022-03-03",378.970001,379.01001,356.5,360.679993,377100,359.714325
"2022-03-04",361.160004,369.660004,355.630005,368.329987,285100,367.343842
"2022-03-07",369.559998,371.609985,353.700012,353.98999,356200,353.042236
"2022-03-08",351.75,352.549988,340.160004,340.959991,293800,340.047119
"2022-03-09",345.809998,350.209991,339.929993,348.440002,298800,347.507111
"2022-03-10",350.429993,382.670013,333.109985,342.799988,318600,341.882172
"2022-03-11",345.720001,346.040009,340.73999,342.589996,235400,341.67276
"2022-03-14",346.269989,350.640015,341.01001,343.839996,203300,342.919403
"2022-03-15",346.299988,350.910004,343,347.51001,185400,346.57959
"2022-03-16",352.209991,360.100006,345.450012,354.410004,293300,353.461121
"2022-03-17",352.690002,357.51001,350.690002,354.339996,273000,353.391296
"2022-03-18",354.76001,357.130005,350.73999,353.839996,519100,352.892639
"2022-03-21",353.299988,355.850006,345.320007,348.679993,294700,347.746429
"2022-03-22",348.730011,355.25,342.720001,352.450012,369800,351.506378
"2022-03-23",350.440002,356.880005,341.75,346.609985,303400,345.681976
"2022-03-24",346.799988,355.970001,344.540009,353.600006,219300,352.65329
"2022-03-25",358.700012,358.700012,351.649994,351.890015,267400,350.947876
"2022-03-28",353.470001,359.76001,351.309998,359.73999,254300,358.776825
"2022-03-29",362.899994,368.079987,353.76001,357.309998,311000,356.353333
"2022-03-30",356.01001,356.5,345.450012,346.910004,343200,345.981201
"2022-03-31",346.630005,352.51001,339.119995,340.200012,431500,339.289154
"2022-04-01",341.209991,345.679993,332.670013,339.440002,338800,338.531189
"2022-04-04",341.450012,350.429993,341.040009,345.51001,406700,344.584961
"2022-04-05",330.429993,332.329987,305.929993,307.600006,929800,306.776459
"2022-04-06",301.459991,307.089996,283.779999,287.829987,1001800,287.059357
"2022-04-07",286.5,294.690002,279.429993,287.23999,602300,286.470947
"2022-04-08",285.190002,290.839996,280.700012,281.059998,337600,280.307495
"2022-04-11",278.100006,285.619995,277.929993,280.839996,516000,280.088074
"2022-04-12",281.670013,285.679993,273.519989,273.950012,418700,273.216553
"2022-04-13",273.019989,276.089996,269.670013,271.579987,688400,270.852875
"2022-04-14",274.51001,276.920013,265.299988,265.450012,330900,264.739288
"2022-04-18",264.209991,265.429993,256.26001,257.119995,438100,256.43158
"2022-04-19",258.070007,263.839996,256.779999,263.709991,1289900,263.003937
"2022-04-20",261.049988,279.119995,261.049988,273.929993,908900,273.196564
"2022-04-21",278.720001,280.079987,271.299988,272.880005,559100,272.149414
"2022-04-22",272.950012,276.799988,265.399994,265.929993,492000,265.217987
"2022-04-25",263.859985,270.329987,261.059998,267.950012,448300,267.232605
"2022-04-26",269.679993,270,260.329987,260.809998,413200,260.111725
"2022-04-27",260.730011,264.920013,260.730011,261.269989,363000,260.570465
"2022-04-28",262.480011,273.320007,259.100006,271.529999,423800,270.803009
"2022-04-29",269.200012,273.709991,263.359985,263.609985,431300,262.904205
"2022-05-02",265.130005,269.459991,257.700012,261.450012,421500,260.75
"2022-05-03",260.850006,267.940002,258.01001,265.079987,373400,265.079987
"2022-05-04",266.380005,283.459991,264.890015,280.73999,711900,280.73999
"2022-05-05",276.839996,282.160004,270.970001,275.970001,498200,275.970001
"2022-05-06",274,274,262.5,265.040009,354100,265.040009
"2022-05-09",260.730011,264.380005,255.869995,257.01001,599900,257.01001
"2022-05-10",260,260.910004,249.889999,255.520004,315800,255.520004
"2022-05-11",254.100006,258.869995,250.410004,252.970001,231900,252.970001
"2022-05-12",251.470001,259.799988,250.100006,257.26001,238600,257.26001
"2022-05-13",260.209991,265.75,259.130005,263.380005,290000,263.380005
"2022-05-16",261.459991,264.390015,256.709991,257.899994,328700,257.899994
"2022-05-17",259.880005,262.049988,256.100006,260.309998,199800,260.309998
"2022-05-18",257.079987,258.98999,249.009995,250.179993,297800,250.179993
"2022-05-19",250.179993,270.890015,249.970001,267.940002,425800,267.940002
"2022-05-20",269.040009,279.679993,268.799988,279.309998,396100,279.309998
"2022-05-23",280.25,286.450012,273.549988,282.850006,503000,282.850006
"2022-05-24",280.279999,281.149994,272.589996,279.019989,340400,279.019989
"2022-05-25",276.279999,279.809998,273.380005,276.540009,312600,276.540009
"2022-05-26",278.75,283.049988,276.700012,282.119995,216000,282.119995
"2022-05-27",284.549988,290.589996,284.540009,287.890015,203500,287.890015
"2022-05-31",284.339996,286.179993,275.299988,281.679993,607200,281.679993
"2022-06-01",279.679993,285.769989,275.299988,276.910004,317900,276.910004
"2022-06-02",278.290009,287.640015,275.040009,287.390015,227400,287.390015
"2022-06-03",285.480011,285.480011,277.359985,278.480011,253500,278.480011
"2022-06-06",283.899994,288.790009,280.859985,281.429993,164500,281.429993
"2022-06-07",278.940002,285.230011,277.660004,284.48999,140800,284.48999
"2022-06-08",282.720001,283.630005,278.51001,281.01001,251200,281.01001
"2022-06-09",281.649994,281.649994,273.929993,274.01001,183100,274.01001
"2022-06-10",269.649994,274.820007,265.890015,273.890015,219600,273.890015
"2022-06-13",266.100006,270.970001,265.029999,267.779999,236500,267.779999
"2022-06-14",268.160004,271.399994,267.200012,268.480011,169200,268.480011
"2022-06-15",270.220001,273.910004,266.380005,270.040009,181100,270.040009
"2022-06-16",264.149994,270.209991,259.959991,269.119995,219100,269.119995
"2022-06-17",269,273.26001,263.339996,264.209991,510900,264.209991
"2022-06-21",267.190002,269.23999,263.070007,265.73999,205600,265.73999
"2022-06-22",265.160004,271.809998,262.040009,269.040009,195700,269.040009
"2022-06-23",270.609985,274.600006,269.25,272.730011,224200,272.730011
"2022-06-24",275.440002,280.269989,272.369995,277.640015,999500,277.640015
"2022-06-27",278.070007,278.070007,270.149994,272,271300,272
"2022-06-28",272.529999,273.929993,260.600006,265.630005,403400,265.630005
"2022-06-29",266.869995,268.329987,259.5,260.48999,312200,260.48999
