"","AFL.Open","AFL.High","AFL.Low","AFL.Close","AFL.Volume","AFL.Adjusted"
"2022-01-10",62.599998,62.93,62.119999,62.91,5676400,62.073112
"2022-01-11",62.959999,63.240002,62.41,63.220001,2594100,62.37899
"2022-01-12",63.450001,63.889999,63.139999,63.34,3007100,62.497395
"2022-01-13",63.619999,64.220001,63.209999,63.43,2989900,62.586197
"2022-01-14",62.810001,64.080002,62.450001,64.059998,2791500,63.207813
"2022-01-18",63.98,64.139999,63.169998,63.66,2691300,62.813133
"2022-01-19",63.77,63.959999,62.709999,62.759998,2939800,61.925106
"2022-01-20",62.970001,63.349998,61.82,61.900002,3116800,61.07655
"2022-01-21",61.919998,61.919998,60.709999,60.860001,6141100,60.050385
"2022-01-24",60.16,61.689999,59.419998,61.48,5200700,60.662136
"2022-01-25",60.880001,62.380001,59.82,61.900002,3705400,61.07655
"2022-01-26",62.369999,63.220001,61.549999,62.16,3617300,61.333088
"2022-01-27",62.689999,63.610001,61.41,61.889999,3478900,61.066681
"2022-01-28",61.66,62.369999,60.889999,62.349998,2936000,61.520561
"2022-01-31",61.93,62.889999,61.560001,62.82,5175500,61.98431
"2022-02-01",62.630001,63.139999,62.169998,62.889999,4251400,62.053375
"2022-02-02",62.900002,63.869999,62.700001,63.689999,4037800,62.842735
"2022-02-03",63.689999,64,62.599998,63.75,3899000,62.901939
"2022-02-04",63.669998,65.269997,63.490002,64.690002,3633100,63.829437
"2022-02-07",64.860001,65.860001,64.639999,65.269997,3251600,64.401711
"2022-02-08",65.730003,66.309998,65.239998,66.040001,3520100,65.161476
"2022-02-09",66.220001,66.550003,65.940002,66.040001,2597400,65.161476
"2022-02-10",65.809998,66.970001,65.5,65.550003,4416100,64.678001
"2022-02-11",65.480003,66.550003,64.910004,65.309998,4311200,64.441185
"2022-02-14",65.120003,65.589996,63.709999,64.220001,4035800,63.365688
"2022-02-15",64.5,65.040001,64.339996,64.559998,2648700,64.10041
"2022-02-16",64.230003,64.860001,63.959999,64.519997,3022300,64.060699
"2022-02-17",63.860001,64.169998,62.970001,63.200001,3380600,62.750099
"2022-02-18",62.869999,63.68,62.869999,63.169998,4966800,62.72031
"2022-02-22",63.209999,63.32,62.279999,62.77,2703200,62.323158
"2022-02-23",63.049999,63.330002,61.490002,61.59,2649600,61.151558
"2022-02-24",59.919998,59.990002,58.5,59.619999,4712800,59.195583
"2022-02-25",60.189999,62.130001,59.77,61.950001,3774400,61.508999
"2022-02-28",60.290001,61.52,59.75,61.09,3516500,60.655117
"2022-03-01",60.529999,60.810001,58.259998,58.48,3746800,58.063698
"2022-03-02",59.080002,60.459999,58.599998,60.139999,2957000,59.71188
"2022-03-03",60.380001,61.290001,60.200001,61.16,3214400,60.724621
"2022-03-04",59.93,60.599998,59.48,60.099998,2803700,59.672165
"2022-03-07",59.369999,59.689999,58.900002,59.029999,3528500,58.609783
"2022-03-08",59.68,61.009998,59.130001,59.23,3079300,58.808357
"2022-03-09",60.75,61.240002,60.18,60.389999,2940400,59.960102
"2022-03-10",59.73,60.110001,59.25,59.959999,2485100,59.533161
"2022-03-11",60.380001,60.810001,59.900002,59.959999,2228600,59.533161
"2022-03-14",60.740002,61.439999,60.209999,60.84,2212300,60.406898
"2022-03-15",61.150002,61.529999,60.549999,61.259998,2168100,60.823906
"2022-03-16",61.970001,62.639999,61.299999,62.619999,3006600,62.174225
"2022-03-17",62.029999,62.900002,61.700001,62.900002,2120200,62.452236
"2022-03-18",62.740002,63.09,61.91,62.950001,6150500,62.501877
"2022-03-21",63.41,63.720001,62.990002,63.400002,2013600,62.948677
"2022-03-22",64,64.809998,63.880001,64.459999,2456900,64.001129
"2022-03-23",64.199997,64.470001,63.720001,63.740002,1865100,63.286255
"2022-03-24",63.900002,64.550003,63.810001,64.489998,1246200,64.030914
"2022-03-25",64.269997,65.540001,64.230003,65.529999,1921000,65.063507
"2022-03-28",65.309998,65.32,64.550003,65.279999,1851800,64.815292
"2022-03-29",65.82,66.110001,64.769997,65.32,1678200,64.855003
"2022-03-30",65.379997,65.830002,65.019997,65.5,1909700,65.033722
"2022-03-31",65.449997,66.019997,64.370003,64.389999,3032200,63.931625
"2022-04-01",64.870003,65.169998,64.220001,64.839996,2164000,64.378418
"2022-04-04",64.620003,64.660004,63.279999,63.610001,1882700,63.157181
"2022-04-05",63.610001,64.349998,63.27,63.77,1864500,63.31604
"2022-04-06",63.880001,65.220001,63.48,65.07,3471500,64.606789
"2022-04-07",64.889999,65.540001,63.889999,65.169998,2607500,64.70607
"2022-04-08",65.559998,66.029999,65.309998,65.519997,2412800,65.053581
"2022-04-11",65.75,66.290001,65.089996,65.190002,1929600,64.725937
"2022-04-12",65.290001,65.949997,64.529999,64.889999,1880200,64.42807
"2022-04-13",64.629997,65.169998,64.110001,64.989998,1842300,64.527351
"2022-04-14",64.970001,65.580002,64.57,65.330002,1723000,64.864937
"2022-04-18",65.110001,65.889999,65.110001,65.519997,1983100,65.053581
"2022-04-19",65.639999,65.959999,64.860001,65.489998,2393500,65.023796
"2022-04-20",65.599998,66.900002,65.160004,66.620003,3368200,66.145752
"2022-04-21",67,67.199997,65.419998,65.5,2495400,65.033722
"2022-04-22",65.230003,65.360001,63.299999,63.369999,2706000,62.918888
"2022-04-25",62.700001,62.799999,60.84,62.400002,3654200,61.955795
"2022-04-26",61.68,62.310001,60.740002,60.77,2334400,60.337399
"2022-04-27",61.119999,61.610001,60.34,60.82,3204500,60.387039
"2022-04-28",60.5,60.5,57.759998,59.259998,4294300,58.838142
"2022-04-29",59.060001,59.189999,57.07,57.279999,5062700,56.872238
"2022-05-02",57.779999,58.189999,56.330002,57.299999,3250500,56.892097
"2022-05-03",57.709999,58.779999,57.32,57.919998,2758800,57.507683
"2022-05-04",57.75,59.779999,57.689999,59.68,2432400,59.255157
"2022-05-05",58.950001,59.310001,57.52,58.029999,2423300,57.616901
"2022-05-06",57.880001,58.490002,57.43,58.23,3073900,57.815479
"2022-05-09",57.75,58.16,57.099998,57.560001,3130100,57.150249
"2022-05-10",58.060001,58.84,56.759998,57.34,2557200,56.931812
"2022-05-11",57.709999,58.34,56.77,56.880001,2353500,56.47509
"2022-05-12",56.810001,56.990002,55.119999,56.110001,2608500,55.710571
"2022-05-13",56.330002,56.700001,55.84,56.279999,3062000,55.879356
"2022-05-16",56.279999,56.52,55.509998,56.189999,2537500,55.789997
"2022-05-17",56.82,57.5,56.48,57.240002,1911000,57.240002
"2022-05-18",56.91,56.970001,56.16,56.32,2728000,56.32
"2022-05-19",55.709999,56.549999,54.93,55.599998,2512800,55.599998
"2022-05-20",55.669998,55.959999,54.18,55.09,4413400,55.09
"2022-05-23",55.970001,56.98,55.509998,56.529999,2348100,56.529999
"2022-05-24",56.310001,57.189999,55.619999,57.080002,2803500,57.080002
"2022-05-25",57.009998,58.240002,56.91,57.799999,4087600,57.799999
"2022-05-26",58.330002,59.389999,57.860001,59.119999,2895500,59.119999
"2022-05-27",59.310001,60.48,58.98,60.41,3038100,60.41
"2022-05-31",59.91,60.959999,59.400002,60.57,8137000,60.57
"2022-06-01",60.630001,60.84,59.200001,59.810001,2281300,59.810001
"2022-06-02",59.669998,59.889999,58.84,59.689999,2195700,59.689999
"2022-06-03",59.279999,59.549999,58.68,58.82,2239100,58.82
"2022-06-06",59.400002,59.73,58.75,59.16,1803100,59.16
"2022-06-07",58.869999,59.68,58.580002,59.630001,2309300,59.630001
"2022-06-08",59.029999,59.439999,58.59,58.720001,1838100,58.720001
"2022-06-09",58.75,58.75,57.419998,57.43,1865100,57.43
"2022-06-10",56.299999,56.509998,55.619999,55.630001,2392000,55.630001
"2022-06-13",54.700001,54.849998,53.490002,53.740002,3068300,53.740002
"2022-06-14",54.060001,54.57,53.279999,53.709999,2138700,53.709999
"2022-06-15",54.220001,54.869999,53.43,54.23,2650800,54.23
"2022-06-16",53.240002,53.25,52.07,53.009998,3798200,53.009998
"2022-06-17",53.07,53.650002,52.48,53.049999,5257700,53.049999
"2022-06-21",54.150002,54.41,53.439999,54.18,2269000,54.18
"2022-06-22",53.34,54.240002,53.34,53.959999,2056900,53.959999
"2022-06-23",54.139999,54.48,53.169998,53.650002,1954800,53.650002
"2022-06-24",54.009998,55.93,53.709999,55.790001,3295600,55.790001
"2022-06-27",55.970001,56.029999,55.32,55.889999,1927500,55.889999
"2022-06-28",56.619999,57.189999,55.869999,55.900002,2327900,55.900002
"2022-06-29",56.139999,56.360001,55.389999,55.459999,1987200,55.459999
