"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2020-08-10",67.360001,67.480003,66.610001,67.110001,2338600,65.408539
"2020-08-11",67.290001,67.580002,66.269997,66.529999,2302500,64.843239
"2020-08-12",66.959999,67.620003,66.889999,66.980003,2699000,65.281822
"2020-08-13",66.32,67.300003,66.150002,66.900002,1531500,65.203857
"2020-08-14",66.489998,67.279999,66,66.93,1289300,65.233109
"2020-08-17",67.25,67.839996,66.949997,67.540001,1769200,65.827644
"2020-08-18",67.599998,67.879997,67,67.220001,1535400,65.515762
"2020-08-19",67.300003,67.669998,66.760002,66.889999,1935500,65.194107
"2020-08-20",66.120003,66.709999,66.019997,66.300003,1315300,64.832298
"2020-08-21",66.169998,66.209999,65.120003,65.720001,3580100,64.265144
"2020-08-24",65.709999,67.629997,65.540001,67.620003,2429900,66.123085
"2020-08-25",67.620003,67.650002,66.470001,66.940002,1864000,65.45813
"2020-08-26",67.080002,67.849998,66.580002,67.75,2071000,66.250198
"2020-08-27",68,68.300003,67.160004,67.410004,1589900,65.91774
"2020-08-28",67.379997,67.739998,67.010002,67.690002,1536900,66.191528
"2020-08-31",67.389999,67.540001,66.720001,66.860001,2653700,65.379906
"2020-09-01",66.260002,67.029999,65.879997,66.970001,1704600,65.487473
"2020-09-02",67.449997,68.989998,67.089996,68.82,2710900,67.296524
