"","MKC.Open","MKC.High","MKC.Low","MKC.Close","MKC.Volume","MKC.Adjusted"
"2022-01-11",94.849998,95.209999,93.199997,95.209999,1432300,94.443413
"2022-01-12",95.029999,95.400002,94.150002,95.370003,1170100,94.602119
"2022-01-13",95.559998,95.849998,94.940002,95.510002,1327200,94.74099
"2022-01-14",95.32,96.620003,94.720001,96.349998,1670800,95.574226
"2022-01-18",95.800003,97.699997,95.510002,97.470001,2246100,96.685211
"2022-01-19",95.410004,97.129997,95.300003,96.059998,1618200,95.28656
"2022-01-20",95.940002,96.790001,95.160004,95.339996,1620700,94.572357
"2022-01-21",96.059998,96.940002,95.370003,95.709999,1252700,94.939384
"2022-01-24",95.629997,96.410004,92.440002,94.169998,1947000,93.411781
"2022-01-25",93.550003,94.309998,92,93.019997,1663700,92.271042
"2022-01-26",92.559998,93.919998,91.440002,91.940002,2074700,91.199738
"2022-01-27",96.769997,99.150002,96.129997,98.199997,3162100,97.409332
"2022-01-28",98.150002,98.400002,96.150002,98.230003,2449500,97.439095
"2022-01-31",98.110001,100.379997,97.82,100.309998,3451000,99.502342
"2022-02-01",100.480003,100.93,99.040001,100.489998,2321500,99.680893
"2022-02-02",100.800003,102.010002,100.5,101.660004,1271700,100.841476
"2022-02-03",102,103.760002,101.779999,102.900002,1432000,102.071487
"2022-02-04",102.360001,103.040001,101.190002,101.730003,1721100,100.910912
"2022-02-07",102.059998,102.309998,101.190002,101.889999,1347100,101.069626
"2022-02-08",102.379997,102.800003,101.779999,102.440002,935400,101.615196
"2022-02-09",102.769997,103.169998,101.980003,102.300003,1785100,101.476326
"2022-02-10",102.169998,102.690002,100.230003,100.440002,1416600,99.631302
"2022-02-11",100.879997,101.660004,100.370003,100.75,1322600,99.938805
"2022-02-14",100.959999,101.32,99.300003,100.400002,1117300,99.591621
"2022-02-15",100.660004,101.290001,99.629997,100.120003,1247000,99.313873
"2022-02-16",100.040001,100.529999,97.580002,98.389999,1593000,97.597801
"2022-02-17",98.82,98.82,97.690002,98.080002,1415000,97.290298
"2022-02-18",97.919998,98.57,96.849998,97.790001,2235600,97.00264
"2022-02-22",97.709999,97.949997,96.419998,96.970001,1710100,96.18924
"2022-02-23",97.370003,97.800003,96.449997,96.610001,1038900,95.832138
"2022-02-24",95.529999,95.879997,92.370003,94.120003,1922000,93.36219
"2022-02-25",94.57,96.400002,94.540001,96.209999,1295900,95.435356
"2022-02-28",94.970001,95.800003,93.910004,95.169998,2474000,94.403725
"2022-03-01",95.050003,97.050003,94.800003,96.25,1735800,95.475037
"2022-03-02",95.730003,98.089996,95.730003,97.330002,1358800,96.546341
"2022-03-03",97.620003,99.660004,97.510002,99.559998,1585900,98.758377
"2022-03-04",99.160004,103.629997,98.699997,103.410004,2371800,102.577385
"2022-03-07",102.860001,107.349998,102.769997,104.059998,3039200,103.222145
"2022-03-08",103.099998,103.980003,97.480003,97.550003,2198700,96.764572
"2022-03-09",98.089996,99.160004,97.290001,98.309998,1218900,97.518448
"2022-03-10",98.18,98.529999,97.040001,97.940002,874500,97.151428
"2022-03-11",97.989998,98.849998,96.410004,96.519997,916200,95.742859
"2022-03-14",97,98.269997,95.709999,98.199997,1054500,97.409332
"2022-03-15",98.32,98.75,96.220001,98.279999,1154700,97.488693
"2022-03-16",98.230003,98.230003,95.949997,96.830002,1411300,96.050369
"2022-03-17",96.900002,97.129997,95.129997,96.889999,1351300,96.109879
"2022-03-18",97.269997,97.269997,94.809998,96.239998,1898400,95.465111
"2022-03-21",96.43,97.949997,95.980003,96.720001,738700,95.941246
"2022-03-22",96.540001,97.07,95.629997,96.779999,740800,96.000763
"2022-03-23",97.169998,97.720001,95.389999,96.139999,711600,95.365921
"2022-03-24",96.129997,96.82,95.739998,96.650002,928600,95.871811
"2022-03-25",97.529999,98.150002,96.82,97.919998,1314600,97.131584
"2022-03-28",98.050003,98.190002,96.970001,97.620003,1168800,96.834007
"2022-03-29",99.139999,99.779999,95.620003,96.900002,1896900,96.119804
"2022-03-30",97.459999,97.550003,94.550003,97.260002,1645200,96.476906
"2022-03-31",96.849998,100.279999,96.730003,99.800003,2757900,98.996452
"2022-04-01",100.010002,102.190002,99.730003,101.919998,1876400,101.09938
"2022-04-04",101.400002,101.779999,99.650002,101.349998,1353500,100.533966
"2022-04-05",100.769997,103.400002,100.769997,102.790001,2226300,101.962379
"2022-04-06",103.150002,103.900002,100.989998,102.519997,1011600,101.694542
"2022-04-07",102.5,103.599998,102.190002,102.989998,1097000,102.160767
"2022-04-08",103,103.330002,101.860001,102.120003,763600,101.66301
"2022-04-11",102.559998,103,101.860001,102.089996,649600,101.633141
"2022-04-12",101.739998,102.550003,101,102.040001,670000,101.583366
"2022-04-13",101.839996,102.410004,100.919998,102,830500,101.543541
"2022-04-14",102.139999,102.769997,101.470001,101.57,1066400,101.115471
"2022-04-18",101.580002,102,99.949997,100.25,715100,99.801376
"2022-04-19",100.5,101.699997,100.279999,101.529999,776500,101.075645
"2022-04-20",101.730003,104.980003,101.730003,104,1475300,103.534592
"2022-04-21",103.639999,105.190002,103.309998,104.279999,957200,103.813339
"2022-04-22",104.419998,104.769997,102.160004,102.279999,1025800,101.822289
"2022-04-25",102.279999,102.75,100.580002,102.370003,945200,101.911888
"2022-04-26",102.269997,103.010002,100.580002,100.589996,1227800,100.139847
"2022-04-27",100.980003,103.230003,100.919998,101.949997,995100,101.493767
"2022-04-28",102.370003,103.839996,101.699997,103.730003,950500,103.265808
"2022-04-29",103.300003,103.360001,100.440002,100.57,1727900,100.119942
"2022-05-02",101.32,101.5,96.650002,97.940002,1645200,97.501717
"2022-05-03",97.849998,99.110001,97.040001,97.730003,1349700,97.292656
"2022-05-04",97.940002,99.620003,97.540001,99.449997,780000,99.004951
"2022-05-05",98.699997,99.019997,96.029999,96.440002,1747100,96.00843
"2022-05-06",96,98.199997,95.75,97.540001,945100,97.1035
"2022-05-09",96.760002,99.129997,96.540001,98.519997,1043100,98.079117
"2022-05-10",98.889999,99.589996,97.400002,97.970001,806900,97.531578
"2022-05-11",97.629997,99.18,97.360001,98.139999,647700,97.700821
"2022-05-12",98.370003,98.940002,96.470001,97.870003,846400,97.43203
"2022-05-13",98.160004,100.279999,97.610001,100.269997,945900,99.821281
"2022-05-16",100.309998,101.400002,100.029999,100.940002,707900,100.488289
"2022-05-17",100.720001,101.029999,98,101.010002,1050100,100.557976
"2022-05-18",100.120003,100.419998,91.309998,91.650002,1926600,91.239861
"2022-05-19",90.919998,91.199997,88.699997,89.440002,2163900,89.039757
"2022-05-20",90.239998,90.589996,88.269997,90.32,1291300,89.91581
"2022-05-23",91.230003,92.059998,90.43,91.620003,1360100,91.209999
"2022-05-24",91.650002,93.879997,91.650002,93.709999,1084800,93.290642
"2022-05-25",93.629997,93.93,92.309998,93.410004,1559000,92.991989
"2022-05-26",93.660004,94.519997,91.900002,91.959999,1268100,91.54847
"2022-05-27",91.919998,93,91.919998,92.940002,1548800,92.524094
"2022-05-31",93,93.379997,90.940002,92.720001,3660000,92.305077
"2022-06-01",92.519997,92.709999,89.739998,90.720001,1367900,90.314026
"2022-06-02",90.879997,91.519997,88.699997,91.080002,921300,90.672417
"2022-06-03",90.540001,91.220001,89.010002,89.849998,904900,89.447914
"2022-06-06",90.400002,90.480003,89.169998,89.730003,784600,89.328453
"2022-06-07",88.82,89.760002,88.269997,89.650002,846800,89.24881
"2022-06-08",89.339996,90.400002,89.029999,89.459999,703700,89.059662
"2022-06-09",89.589996,90.379997,87.330002,87.360001,842300,86.969063
"2022-06-10",86.360001,88.699997,86.129997,87.980003,1049800,87.586288
"2022-06-13",87.07,87.720001,86.419998,86.730003,1157000,86.341881
"2022-06-14",86.870003,87.029999,83.059998,83.800003,1639000,83.424995
"2022-06-15",84.269997,85.800003,83.360001,83.730003,1433900,83.355309
"2022-06-16",82.370003,83.330002,81.589996,82.860001,1431900,82.489197
"2022-06-17",82.870003,83.559998,81.720001,82.540001,2068800,82.170631
"2022-06-21",82.809998,84.349998,82.610001,83.57,1212500,83.196022
"2022-06-22",83.18,83.919998,82.010002,83.449997,1078400,83.076553
"2022-06-23",83.989998,85.709999,83.989998,85.5,956600,85.117386
"2022-06-24",86.010002,87.959999,85.769997,87.839996,1385100,87.446907
"2022-06-27",87.720001,88.400002,87.209999,87.910004,1278900,87.516602
"2022-06-28",87.910004,88.730003,86.769997,86.839996,1254900,86.451385
"2022-06-29",85.5,86.209999,82.669998,85.629997,2849800,85.246796
