"","HUM.Open","HUM.High","HUM.Low","HUM.Close","HUM.Volume","HUM.Adjusted"
"2022-01-11",383.940002,392.399994,380.920013,391.660004,1878000,390.290344
"2022-01-12",390.559998,398.459991,389.660004,395.279999,1602600,393.897705
"2022-01-13",394.130005,397.649994,385.890015,393.589996,1615300,392.213593
"2022-01-14",394.01001,399.899994,386.75,391.660004,1113600,390.290344
"2022-01-18",387.649994,401.630005,385.160004,387.880005,1512500,386.52356
"2022-01-19",388.23999,392.029999,375.350006,377.839996,1827600,376.518677
"2022-01-20",380.350006,389.149994,380.350006,383.01001,1267700,381.670593
"2022-01-21",387.179993,390.730011,372.299988,375.25,2621300,373.937744
"2022-01-24",374,381.779999,363.730011,379.100006,1554800,377.774292
"2022-01-25",372.98999,378.230011,365.339996,375.040009,1154900,373.728485
"2022-01-26",374.029999,382.119995,371.369995,377.089996,1718000,375.771301
"2022-01-27",378.170013,389.369995,377.459991,383.049988,1335600,381.710449
"2022-01-28",380.529999,387.25,378.910004,386.179993,1233100,384.829498
"2022-01-31",382.76001,394.720001,382.690002,392.5,1471800,391.127411
"2022-02-01",395,397.470001,384.390015,390.679993,1580100,389.313782
"2022-02-02",408.380005,408.869995,391.98999,401.220001,1873100,399.816925
"2022-02-03",433.049988,439.399994,418,426.209991,3772300,424.719513
"2022-02-04",422.619995,438.98999,421.540009,429.850006,1912400,428.346802
"2022-02-07",430.579987,434.549988,425.98999,430.350006,1180900,428.845062
"2022-02-08",430.089996,435.329987,427.910004,433,1277500,431.485809
"2022-02-09",434.980011,440.279999,434.019989,436.540009,1632300,435.013428
"2022-02-10",434,440.579987,430.549988,432.170013,921500,430.658691
"2022-02-11",430.390015,435.619995,421.790009,423.970001,1254400,422.487366
"2022-02-14",422.279999,425.140015,417.440002,419.640015,749400,418.172516
"2022-02-15",423.649994,427.029999,420.76001,422.100006,1098600,420.623901
"2022-02-16",419.579987,431.119995,419.089996,428.769989,1017400,427.270569
"2022-02-17",427.679993,428.209991,421.859985,424.709991,530600,423.224762
"2022-02-18",424.769989,429.480011,420.630005,421.75,836200,420.275116
"2022-02-22",422.899994,425.73999,417.130005,420.570007,937900,419.099243
"2022-02-23",423.450012,425.350006,413.369995,413.76001,946600,412.313049
"2022-02-24",410,421.809998,408.200012,421.299988,1059500,419.826691
"2022-02-25",422.019989,434.850006,421.690002,432.660004,795800,431.147003
"2022-02-28",425.450012,434.829987,425.450012,434.320007,721200,432.801178
"2022-03-01",430.790009,436.480011,424.76001,431,691800,429.492767
"2022-03-02",432.359985,440.670013,432.359985,436.450012,904400,434.923737
"2022-03-03",437.200012,439.73999,432.299988,436.01001,736200,434.48526
"2022-03-04",431.570007,442.119995,428.529999,441.390015,900300,439.846466
"2022-03-07",440.660004,441.390015,426.149994,426.829987,867000,425.337341
"2022-03-08",423.899994,433.309998,422,424.660004,782800,423.174927
"2022-03-09",432.600006,432.600006,425.290009,429.170013,725800,427.669159
"2022-03-10",423.339996,432.899994,421.209991,431.299988,828700,429.791687
"2022-03-11",439.98999,439.98999,425.660004,426.119995,618800,424.629852
"2022-03-14",430.26001,434.730011,425.820007,431.940002,1021300,430.429504
"2022-03-15",436,443.100006,433.480011,439.869995,1144500,438.331757
"2022-03-16",442.160004,447,435.100006,442.820007,800600,441.271454
"2022-03-17",440.549988,443.399994,438.809998,441.089996,1241200,439.547485
"2022-03-18",446.059998,446.059998,439.079987,440.609985,2086100,439.069153
"2022-03-21",438.619995,443.269989,435.380005,436.869995,1095100,435.342224
"2022-03-22",437.200012,442.179993,436.869995,438.429993,1251500,436.89679
"2022-03-23",436.720001,438.640015,430.23999,430.609985,906800,429.104126
"2022-03-24",431.48999,438.850006,430.429993,437.420013,819500,435.89035
"2022-03-25",440,440,435.320007,435.540009,702800,434.016907
"2022-03-28",440.380005,441.880005,433.529999,435.049988,600800,433.528595
"2022-03-29",439.440002,440.859985,435.26001,438.950012,619700,437.414978
"2022-03-30",438.809998,440.829987,432.459991,439.390015,1093700,438.6409
"2022-03-31",437.450012,445.390015,434.720001,435.170013,1412700,434.42807
"2022-04-01",436.640015,443.920013,432.350006,441.410004,750300,440.65744
"2022-04-04",441.040009,443.559998,435.899994,437.690002,669300,436.943756
"2022-04-05",435.190002,447.929993,435.190002,443.220001,786000,442.464355
"2022-04-06",444.809998,449.940002,441.48999,449.049988,834200,448.284393
"2022-04-07",449.820007,458.98999,448.839996,457.600006,1527000,456.819824
"2022-04-08",460,461.220001,455.720001,457.809998,968500,457.029449
"2022-04-11",460,460.799988,450.130005,451.329987,853300,450.560486
"2022-04-12",449.640015,452.940002,446.690002,449.040009,905500,448.274414
"2022-04-13",457.25,461.73999,453.130005,458.779999,1146700,457.997803
"2022-04-14",461.049988,465.23999,458.630005,460.559998,1602500,459.77478
"2022-04-18",459.01001,464.299988,452.059998,453.970001,563200,453.196014
"2022-04-19",456.380005,464.619995,455.48999,458.690002,1148700,457.907959
"2022-04-20",461.339996,467.109985,457.880005,465.48999,852200,464.69635
"2022-04-21",469.089996,469.339996,455.700012,455.920013,839100,455.1427
"2022-04-22",452.839996,453.230011,444.220001,444.480011,715500,443.722198
"2022-04-25",443.950012,444.089996,432.929993,441.529999,1052700,440.777222
"2022-04-26",439.470001,442.600006,430.450012,430.5,969900,429.766022
"2022-04-27",443.309998,448.059998,430.73999,443.369995,1184500,442.614075
"2022-04-28",445.130005,460.859985,441.290009,458.98999,1258300,458.207458
"2022-04-29",455.070007,456.540009,443.089996,444.559998,986500,443.802063
"2022-05-02",447.390015,448.559998,425.899994,433.51001,1031300,432.770905
"2022-05-03",436.369995,442.100006,432.980011,433.779999,597100,433.040436
"2022-05-04",437.660004,443.299988,430.429993,442.339996,669600,441.585846
"2022-05-05",439.820007,442.709991,430.369995,434,679400,433.260071
"2022-05-06",430.380005,437.25,426.359985,430.660004,784200,429.925751
"2022-05-09",427.160004,429,421.51001,424.51001,896700,423.786255
"2022-05-10",427.700012,435.890015,424.049988,432.799988,1047200,432.062103
"2022-05-11",431.459991,445,430.829987,431.730011,925100,430.993927
"2022-05-12",431.420013,433.230011,421.829987,428.940002,1065700,428.208679
"2022-05-13",430.019989,440.709991,426.600006,438.890015,838500,438.141724
"2022-05-16",439.209991,444.850006,435.660004,440.980011,461000,440.22818
"2022-05-17",445.679993,445.959991,438.470001,440.589996,564000,439.838806
"2022-05-18",436.76001,437.399994,416.950012,420.040009,948700,419.323883
"2022-05-19",413.799988,435.880005,410.869995,432,1065700,431.263458
"2022-05-20",432.679993,440.850006,426.23999,439.619995,646700,438.870483
"2022-05-23",441.799988,445.790009,440.100006,441.390015,596800,440.637482
"2022-05-24",439.5,440.880005,431.98999,440.420013,629600,439.669128
"2022-05-25",441.899994,446.940002,438.730011,444.690002,534700,443.931824
"2022-05-26",448.369995,454.140015,445.369995,452.220001,496500,451.449005
"2022-05-27",452.899994,461.869995,449.779999,461.209991,522500,460.423645
"2022-05-31",457.589996,459.200012,452.869995,454.230011,1028600,453.455566
"2022-06-01",455.76001,457.399994,444.75,447.589996,521700,446.826874
"2022-06-02",449,450.149994,439.440002,449.549988,474300,448.783539
"2022-06-03",446.410004,447.230011,441.809998,442.410004,256400,441.655731
"2022-06-06",443.980011,449,441.440002,444.100006,365700,443.342834
"2022-06-07",445.179993,450.660004,441.390015,449.779999,400200,449.013153
"2022-06-08",446.480011,455.5,445.390015,450.519989,424100,449.751892
"2022-06-09",450.470001,453.899994,446.709991,449.619995,693000,448.853424
"2022-06-10",443.670013,448.76001,442.559998,444.190002,627100,443.432678
"2022-06-13",434,436.399994,423.369995,426.279999,984800,425.553223
"2022-06-14",424.019989,427.970001,419.529999,423.929993,686800,423.207214
"2022-06-15",425.820007,437.929993,425.820007,433.220001,820600,432.481384
"2022-06-16",423.299988,425.559998,418.700012,423.209991,982600,422.488434
"2022-06-17",426.769989,430.820007,422.619995,428.440002,1693400,427.709534
"2022-06-21",434.589996,455.390015,432.369995,448.980011,1063000,448.214539
"2022-06-22",444,456.48999,444,448.049988,932100,447.286102
"2022-06-23",450.899994,457,448.630005,454.640015,1021400,453.864899
"2022-06-24",454.700012,457.359985,446.040009,456.809998,2498300,456.031158
"2022-06-27",457.070007,469.850006,455.75,464.390015,856300,463.598267
"2022-06-28",466.929993,477.440002,461.579987,462.190002,912000,461.402008
"2022-06-29",462.579987,471.690002,457.570007,468.329987,719400,468.329987
