"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"2021-11-18",1803.859985,1806.949951,1768.01001,1779.170044,190500,1779.170044
"2021-11-19",1780.050049,1780.050049,1752.75,1754.900024,249800,1754.900024
"2021-11-22",1766.109985,1766.98999,1704.849976,1721.420044,240200,1721.420044
"2021-11-23",1715.300049,1730,1671.5,1708.469971,374400,1708.469971
"2021-11-24",1690.550049,1716.670044,1680,1707.930054,108800,1707.930054
"2021-11-26",1678.150024,1703.099976,1671.119995,1686.880005,141700,1686.880005
"2021-11-29",1702.449951,1702.449951,1672.170044,1678.099976,141400,1678.099976
"2021-11-30",1670.319946,1682.109985,1635,1643.410034,270600,1643.410034
"2021-12-01",1656,1683.349976,1600.119995,1602.079956,266100,1602.079956
"2021-12-02",1610.099976,1628,1582.72998,1611.439941,313200,1611.439941
"2021-12-03",1627.25,1630,1576,1592.099976,425600,1592.099976
"2021-12-06",1597.680054,1636.890015,1567.959961,1623.459961,243500,1623.459961
"2021-12-07",1656.099976,1727,1652.219971,1711.73999,354300,1711.73999
"2021-12-08",1720.790039,1748.48999,1707.969971,1739.209961,206700,1739.209961
"2021-12-09",1741.829956,1755.150024,1717.339966,1722.599976,217900,1722.599976
"2021-12-10",1737.560059,1745.01001,1712.119995,1721.400024,180100,1721.400024
"2021-12-13",1714.959961,1717.209961,1680.209961,1690.930054,202500,1690.930054
"2021-12-14",1676.599976,1687.5,1655.920044,1677.199951,159400,1677.199951
"2021-12-15",1676.810059,1704.98999,1653.199951,1701.170044,178500,1701.170044
"2021-12-16",1714.949951,1724.660034,1662,1678.969971,171100,1678.969971
"2021-12-17",1681.969971,1720.959961,1654.97998,1683.839966,382700,1683.839966
"2021-12-20",1668.079956,1688,1653.599976,1679.839966,192600,1679.839966
"2021-12-21",1686.829956,1726.170044,1684.089966,1723.890015,146700,1723.890015
"2021-12-22",1734.819946,1748.719971,1721.160034,1744.660034,168200,1744.660034
"2021-12-23",1749.300049,1756.75,1732.76001,1748.670044,149600,1748.670044
"2021-12-27",1748,1771.349976,1748,1766.23999,143600,1766.23999
"2021-12-28",1768,1776.670044,1747.01001,1752.910034,114600,1752.910034
"2021-12-29",1739.449951,1761.800049,1739.449951,1748.599976,102200,1748.599976
"2021-12-30",1740.079956,1763.619995,1740.079956,1747.219971,118500,1747.219971
"2021-12-31",1746.089966,1761.890015,1744.130005,1748.25,104300,1748.25
"2022-01-03",1740,1749.069946,1682.420044,1690.670044,272000,1690.670044
"2022-01-04",1686.310059,1690.72998,1614.810059,1647.319946,382300,1647.319946
"2022-01-05",1647.319946,1647.319946,1591.280029,1594.550049,312700,1594.550049
"2022-01-06",1595.01001,1647.839966,1589.949951,1620.969971,263200,1620.969971
"2022-01-07",1620.599976,1650,1596.040039,1597.810059,297800,1597.810059
"2022-01-10",1573.949951,1580.219971,1502.319946,1543.459961,453700,1543.459961
"2022-01-11",1536.01001,1592.810059,1530,1581.609985,292700,1581.609985
"2022-01-12",1590,1596.25,1550.290039,1554.069946,237400,1554.069946
"2022-01-13",1554.060059,1576.920044,1504.77002,1507.430054,312600,1507.430054
"2022-01-14",1514.51001,1530,1460,1498.130005,342800,1498.130005
"2022-01-18",1487,1507,1469,1477.75,423200,1477.75
"2022-01-19",1483.939941,1502.26001,1465,1467.680054,331900,1467.680054
"2022-01-20",1485.959961,1505,1417.27002,1420.439941,340500,1420.439941
"2022-01-21",1410,1411.25,1369.920044,1378.400024,550700,1378.400024
"2022-01-24",1335,1420.380005,1296.790039,1416.569946,781300,1416.569946
"2022-01-25",1389.880005,1399.98999,1359,1368.400024,449500,1368.400024
"2022-01-26",1407.189941,1426.410034,1346.630005,1358.459961,317300,1358.459961
"2022-01-27",1376.849976,1397,1343.349976,1345.140015,271000,1345.140015
"2022-01-28",1344.069946,1411.869995,1333.550049,1410.02002,298900,1410.02002
"2022-01-31",1422.75,1489.01001,1422.75,1485.579956,461700,1485.579956
"2022-02-01",1500,1513.170044,1473.319946,1512.449951,264700,1512.449951
"2022-02-02",1520,1521.079956,1482.060059,1484.569946,347400,1484.569946
"2022-02-03",1455.880005,1469.400024,1440.650024,1447.439941,382600,1447.439941
"2022-02-04",1441.51001,1499.119995,1438.089966,1483.439941,346900,1483.439941
"2022-02-07",1485.859985,1505,1445.420044,1452.939941,332400,1452.939941
"2022-02-08",1453,1473.119995,1434.699951,1460.349976,801600,1460.349976
"2022-02-09",1575.339966,1616,1545,1608.73999,1082100,1608.73999
"2022-02-10",1586.900024,1606.73999,1565.890015,1578,367000,1578
"2022-02-11",1588.050049,1597.880005,1545.130005,1561.47998,307700,1561.47998
"2022-02-14",1557.839966,1592.969971,1547.76001,1563.949951,314100,1563.949951
"2022-02-15",1579.150024,1595,1557.589966,1566.98999,222400,1566.98999
"2022-02-16",1550,1580.98999,1538.25,1575.430054,268700,1575.430054
"2022-02-17",1562.319946,1565.180054,1499.459961,1509.859985,383800,1509.859985
"2022-02-18",1506.079956,1548.150024,1506.079956,1523.319946,245300,1523.319946
"2022-02-22",1508.48999,1530.48999,1453.550049,1480.060059,376500,1480.060059
"2022-02-23",1482.369995,1495.099976,1421.449951,1428.890015,282700,1428.890015
"2022-02-24",1370.209961,1487.5,1362,1484.609985,393400,1484.609985
"2022-02-25",1477.390015,1500.040039,1458.300049,1497,211600,1497
"2022-02-28",1488.599976,1526.560059,1466.069946,1523.349976,266900,1523.349976
"2022-03-01",1516.930054,1523.560059,1478.72998,1487.949951,282300,1487.949951
"2022-03-02",1491.400024,1499.400024,1466.930054,1496.579956,205700,1496.579956
"2022-03-03",1509.930054,1511.160034,1458.5,1462.170044,208500,1462.170044
"2022-03-04",1457.130005,1460.680054,1413.599976,1442.280029,190000,1442.280029
"2022-03-07",1449.449951,1449.449951,1314.209961,1323.959961,459100,1323.959961
"2022-03-08",1315,1355.839966,1277.410034,1313.599976,395000,1313.599976
"2022-03-09",1336.599976,1422.680054,1336.599976,1420.630005,387300,1420.630005
"2022-03-10",1407.790039,1469.349976,1402.189941,1469.030029,404000,1469.030029
"2022-03-11",1466.400024,1518.47998,1466.400024,1475.410034,591700,1475.410034
"2022-03-14",1461.5,1505.160034,1461.079956,1471.969971,357400,1471.969971
"2022-03-15",1479.76001,1526.869995,1478.130005,1493.650024,313500,1493.650024
"2022-03-16",1523.619995,1559.630005,1511.089966,1554.73999,287900,1554.73999
"2022-03-17",1530,1564.48999,1530,1563.550049,195800,1563.550049
"2022-03-18",1566.859985,1595.420044,1550.140015,1587.72998,313500,1587.72998
"2022-03-21",1580,1592.030029,1521.869995,1540.209961,249400,1540.209961
"2022-03-22",1547.73999,1569,1542.51001,1558.339966,147400,1558.339966
"2022-03-23",1550,1551.550049,1520.02002,1541.670044,291100,1541.670044
"2022-03-24",1548.469971,1567.859985,1525,1565.939941,175600,1565.939941
"2022-03-25",1574.349976,1574.449951,1537.48999,1556.369995,137800,1556.369995
"2022-03-28",1556.859985,1586,1546.449951,1575.109985,143100,1575.109985
"2022-03-29",1600,1614.560059,1570.01001,1590.329956,196500,1590.329956
"2022-03-30",1573.709961,1584.689941,1554,1574.089966,202600,1574.089966
"2022-03-31",1591.540039,1613.400024,1574.099976,1582.030029,209900,1582.030029
"2022-04-01",1586,1594.469971,1570.01001,1594.040039,149300,1594.040039
"2022-04-04",1585.709961,1611.890015,1582.189941,1610.75,146200,1610.75
"2022-04-05",1608.079956,1627.459961,1582.209961,1604.689941,201400,1604.689941
"2022-04-06",1580.900024,1583,1526.550049,1550.849976,202600,1550.849976
"2022-04-07",1541.27002,1555.319946,1516.329956,1544.189941,215800,1544.189941
"2022-04-08",1532.089966,1557.26001,1531.569946,1543.98999,143300,1543.98999
"2022-04-11",1526.959961,1534.079956,1482.48999,1511.469971,187300,1511.469971
"2022-04-12",1531,1574.98999,1525.849976,1532.609985,181600,1532.609985
"2022-04-13",1533.969971,1593.550049,1533.390015,1590,177900,1590
"2022-04-14",1602.72998,1612.339966,1590.23999,1603.170044,199000,1603.170044
"2022-04-18",1591.25,1612,1577.349976,1589.76001,165400,1589.76001
"2022-04-19",1589.76001,1639.959961,1589.76001,1632.030029,230700,1632.030029
"2022-04-20",1643.23999,1645,1610,1612.579956,149200,1612.579956
"2022-04-21",1627.150024,1634.910034,1519.73999,1521.109985,305000,1521.109985
"2022-04-22",1509.390015,1537.23999,1475.609985,1480.849976,235000,1480.849976
"2022-04-25",1470,1516.869995,1446.01001,1516,270400,1516
"2022-04-26",1493.079956,1497.380005,1425.5,1438.209961,444300,1438.209961
"2022-04-27",1497.609985,1512.52002,1425.97998,1475.630005,538900,1475.630005
"2022-04-28",1504.01001,1526.699951,1462.75,1500.819946,299700,1500.819946
"2022-04-29",1492.73999,1512.060059,1451.109985,1455.609985,262300,1455.609985
"2022-05-02",1451.170044,1462.619995,1409.77002,1461.160034,233700,1461.160034
"2022-05-03",1456.900024,1463.959961,1420.829956,1447.540039,223200,1447.540039
"2022-05-04",1450.459961,1456.699951,1381,1434.530029,418500,1434.530029
"2022-05-05",1415.569946,1430.300049,1344.48999,1369.859985,496900,1369.859985
"2022-05-06",1345,1365.969971,1312.030029,1354.530029,298900,1354.530029
"2022-05-09",1323.609985,1330,1272,1276.569946,398000,1276.569946
"2022-05-10",1296.459961,1338.77002,1272.939941,1321.079956,396300,1321.079956
"2022-05-11",1310.189941,1361.390015,1278.98999,1281.689941,312200,1281.689941
"2022-05-12",1261.439941,1303.859985,1242.709961,1281.119995,343000,1281.119995
"2022-05-13",1298.880005,1338,1298.880005,1318.280029,220500,1318.280029
"2022-05-16",1308.849976,1323.920044,1293.550049,1299.069946,174000,1299.069946
"2022-05-17",1328.619995,1334.630005,1295.25,1322.060059,170500,1322.060059
"2022-05-18",1299.380005,1305.619995,1240,1252.890015,308100,1252.890015
"2022-05-19",1238.77002,1290.339966,1233.25,1272.48999,233700,1272.48999
"2022-05-20",1293,1296.75,1256.390015,1294.109985,348100,1294.109985
"2022-05-23",1298.560059,1312.369995,1264.51001,1289.790039,336800,1289.790039
"2022-05-24",1278.689941,1278.689941,1230.910034,1266.640015,370400,1266.640015
"2022-05-25",1245,1305.069946,1237.180054,1288.77002,252800,1288.77002
"2022-05-26",1304.160034,1348.75,1296.51001,1340.910034,225500,1340.910034
"2022-05-27",1357.790039,1406.670044,1357.790039,1402.420044,253700,1402.420044
"2022-05-31",1395,1414.380005,1377.02002,1402.550049,257200,1402.550049
"2022-06-01",1401.349976,1413.449951,1349.430054,1374.719971,213400,1374.719971
"2022-06-02",1360.47998,1397.76001,1360.47998,1396.98999,216000,1396.98999
"2022-06-03",1379,1392.150024,1364.079956,1375.060059,113900,1375.060059
"2022-06-06",1390.939941,1390.939941,1368.199951,1376.800049,145900,1376.800049
"2022-06-07",1355.75,1394.140015,1355.51001,1390.439941,175200,1390.439941
"2022-06-08",1387.969971,1396.98999,1371.630005,1373.349976,194900,1373.349976
"2022-06-09",1362.98999,1391,1362.98999,1369.589966,175300,1369.589966
"2022-06-10",1338.430054,1343.380005,1301.780029,1317.040039,312500,1317.040039
"2022-06-13",1270.959961,1285.180054,1213.920044,1232.680054,367200,1232.680054
"2022-06-14",1223.380005,1245.199951,1196.280029,1204.01001,228500,1204.01001
"2022-06-15",1233.560059,1290,1232.150024,1266.160034,312900,1266.160034
"2022-06-16",1247.48999,1247.48999,1205.849976,1214.560059,308400,1214.560059
"2022-06-17",1218.829956,1259.660034,1218.069946,1245.599976,392200,1245.599976
"2022-06-21",1263.97998,1278.410034,1258.76001,1261.23999,178400,1261.23999
"2022-06-22",1241.290039,1270.790039,1230.069946,1254,175700,1254
"2022-06-23",1265.030029,1292.630005,1254.949951,1289.52002,191800,1289.52002
"2022-06-24",1299.060059,1329.040039,1296,1329.02002,231300,1329.02002
"2022-06-27",1349.150024,1350.619995,1320.369995,1331.709961,199600,1331.709961
"2022-06-28",1331.849976,1346.170044,1287.5,1288.869995,180300,1288.869995
"2022-06-29",1292,1296.910034,1276.98999,1288.199951,161600,1288.199951
