"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"2022-01-05",112.900002,114.029999,111.290001,111.400002,2302000,108.943855
"2022-01-06",113.620003,114.059998,112.040001,113.220001,1897000,110.723724
"2022-01-07",113.75,115.980003,113.139999,114.790001,2060500,112.259109
"2022-01-10",115.739998,116.25,113,114.459999,2009100,111.936386
"2022-01-11",115,115.440002,113.620003,115.389999,1433800,112.845879
"2022-01-12",115.559998,116.5,114.800003,115.650002,1288000,113.100151
"2022-01-13",116.339996,117.959999,116.010002,116.419998,1653700,113.853172
"2022-01-14",115.129997,117.550003,114.290001,117.400002,1736200,114.811569
"2022-01-18",117.18,117.400002,115.139999,115.730003,1628800,113.178391
"2022-01-19",116,116.160004,113.080002,113.190002,1541200,110.694389
"2022-01-20",113.269997,115.150002,112.139999,112.43,1548400,109.951141
"2022-01-21",112.080002,112.080002,109.510002,110.010002,2108000,107.584503
"2022-01-24",107.5,109.849998,104.809998,109.440002,2980300,107.027069
"2022-01-25",107.809998,111.650002,106,110.900002,2229400,108.45488
"2022-01-26",112.040001,113.480003,110.449997,111.779999,2374500,109.315475
"2022-01-27",113.059998,114.900002,109.57,110.610001,1906700,108.171272
"2022-01-28",110.190002,110.360001,107.32,110.190002,1939500,107.760536
"2022-01-31",108.82,111.699997,107.75,111.57,2290100,109.1101
"2022-02-01",111.57,114.029999,111.110001,113.669998,1789100,111.163803
"2022-02-02",113.989998,114.870003,113.160004,114.800003,2159200,112.26889
"2022-02-03",114.93,115.720001,113.139999,113.389999,2070000,110.889977
"2022-02-04",114,119.650002,113.040001,118.339996,2962000,115.730835
"2022-02-07",118.809998,120.190002,118.339996,119.269997,1993300,116.640335
"2022-02-08",120.620003,121.730003,119.910004,121.330002,2847900,118.654915
"2022-02-09",120.839996,122.5,120.300003,121.190002,1906800,118.518005
"2022-02-10",121.029999,124.220001,120.860001,121.379997,2819200,118.703812
"2022-02-11",120.860001,122.889999,118.919998,119.860001,3408300,117.217331
"2022-02-14",118.300003,118.699997,114.580002,115.800003,2863800,114.392105
"2022-02-15",117,118.629997,116.93,118,1608100,116.565353
"2022-02-16",117.129997,119.089996,117.050003,118.160004,1847900,116.723412
"2022-02-17",116.739998,116.739998,113.519997,114.25,2090300,112.860947
"2022-02-18",113.559998,116,113.349998,114.07,2469100,112.683136
"2022-02-22",113.860001,114.269997,111.440002,112.760002,1959000,111.389061
"2022-02-23",113.870003,114.269997,110.639999,110.889999,2119700,109.541794
"2022-02-24",107.160004,109.349998,105.150002,108.949997,2973800,107.625381
"2022-02-25",109.620003,113.57,109.580002,112.800003,2140900,111.428574
"2022-02-28",108.830002,111.779999,108.760002,111.660004,2684400,110.302437
"2022-03-01",110.040001,110.529999,104.720001,105.779999,3004400,104.493919
"2022-03-02",106.839996,110.150002,106.639999,109.370003,2032100,108.040276
"2022-03-03",109.57,110.620003,107.870003,109.540001,1766500,108.208206
"2022-03-04",107.150002,107.150002,105,106.43,2055500,105.136017
"2022-03-07",105.089996,105.720001,101.889999,102.050003,2427700,100.809273
"2022-03-08",103.410004,106.93,102.480003,103.699997,2675200,102.439209
"2022-03-09",107.870003,108.980003,106.660004,106.889999,2351100,105.590424
"2022-03-10",105.489998,106.669998,104.720001,106.150002,1317200,104.859428
"2022-03-11",107.43,108.400002,105.919998,106.050003,1633100,104.760643
"2022-03-14",108.589996,111.160004,107.809998,109.260002,2991400,107.931618
"2022-03-15",109.959999,111.360001,108.5,109.790001,1769700,108.45517
"2022-03-16",111.260002,114,111.260002,113.959999,2560500,112.574471
"2022-03-17",112.5,115.410004,111.669998,115.400002,1859100,113.996964
"2022-03-18",115.089996,115.540001,113.57,115.230003,5711300,113.829033
"2022-03-21",116.470001,116.830002,114.540001,116.089996,2089800,114.678574
"2022-03-22",117.620003,120.309998,117.620003,119,2424500,117.553192
"2022-03-23",118.389999,119.07,116.910004,116.940002,1549000,115.518242
"2022-03-24",117.550003,119.849998,117.419998,119.160004,1636200,117.71125
"2022-03-25",118.110001,120.910004,118.110001,120.860001,1571000,119.390579
"2022-03-28",120.449997,120.620003,119.040001,120.059998,1352300,118.600304
"2022-03-29",121.5,122.290001,119.709999,120.860001,1511000,119.390579
"2022-03-30",121,121.5,119.57,120.300003,1295800,118.837395
"2022-03-31",119.029999,121.199997,118.169998,118.169998,2041000,116.733284
"2022-04-01",119.32,119.860001,117.57,118.400002,1442900,116.960487
"2022-04-04",118,118,115.830002,116.379997,1610700,114.965042
"2022-04-05",116.32,117.949997,116,116.849998,1405800,115.429329
"2022-04-06",116.830002,117.790001,116.330002,116.730003,1580100,115.310799
"2022-04-07",116.260002,116.459999,112.389999,114.650002,2215800,113.256081
"2022-04-08",115.830002,117.440002,115.419998,116.709999,1319500,115.291031
"2022-04-11",116.709999,118.459999,116.279999,116.5,1264900,115.083588
"2022-04-12",116.970001,118.110001,114.879997,115.550003,1254200,114.145142
"2022-04-13",114.860001,116.379997,114.5,116.300003,1248500,114.886024
"2022-04-14",116.230003,117.550003,116.230003,117.239998,1399600,115.81459
"2022-04-18",116.489998,118.699997,116.489998,118.5,1047700,117.059273
"2022-04-19",119.150002,119.800003,118.199997,119.419998,1495700,117.968086
"2022-04-20",120.220001,121.839996,119.889999,121.059998,1339100,119.588142
"2022-04-21",122,122.540001,119.5,119.860001,1306600,118.40274
"2022-04-22",119.690002,120.129997,115.650002,115.830002,1421800,114.421738
"2022-04-25",114.089996,114.370003,110.389999,113.989998,2414700,112.604103
"2022-04-26",112.300003,113.660004,110.379997,110.389999,1819700,109.047874
"2022-04-27",110.5,112.230003,109.519997,110.790001,1371100,109.443008
"2022-04-28",112.029999,112.440002,109.889999,112.120003,1344500,110.756844
"2022-04-29",111.339996,112.410004,108.260002,108.510002,2105000,107.190735
"2022-05-02",109.059998,109.730003,106.029999,108.410004,2101600,107.091949
"2022-05-03",109.120003,110.980003,108.25,109.730003,2337500,108.395905
"2022-05-04",106.730003,111.800003,105.349998,111.57,3273900,110.213524
"2022-05-05",109.610001,110.050003,106.099998,107.739998,2522800,106.430092
"2022-05-06",107.809998,108.190002,105.400002,106.68,2254800,105.38298
"2022-05-09",105.129997,106.480003,104.199997,105.110001,2832400,103.832069
"2022-05-10",105.879997,107,102.550003,104.25,2350000,102.982521
"2022-05-11",105.110001,106.599998,102.919998,103.050003,2108700,101.797119
"2022-05-12",102.480003,102.709999,97.599998,100.160004,3378700,98.942253
"2022-05-13",101.089996,102.330002,100.440002,101.190002,1956600,99.959732
"2022-05-16",101.720001,101.720001,99.489998,101.029999,1927100,99.801674
"2022-05-17",103.129997,104.449997,102.639999,103.959999,1729800,102.696053
"2022-05-18",102.949997,103.309998,101.139999,101.589996,2275300,100.354858
"2022-05-19",100.050003,101.830002,98.550003,99.580002,2327100,98.369301
"2022-05-20",100.419998,101.230003,96.559998,98.699997,3614200,97.5
"2022-05-23",99.849998,102.410004,99.25,101.400002,2236400,101.400002
"2022-05-24",100.800003,101.559998,98.290001,100.889999,1535400,100.889999
"2022-05-25",100.650002,102.769997,100.449997,102.160004,1778300,102.160004
"2022-05-26",103.220001,104.919998,103.220001,104.559998,1923800,104.559998
"2022-05-27",104.730003,106.339996,104.550003,106.269997,1615600,106.269997
"2022-05-31",105.169998,107.080002,104.589996,106.25,4589600,106.25
"2022-06-01",105.830002,106.110001,103.709999,105.32,2032200,105.32
"2022-06-02",105.75,105.900002,104.059998,105.75,1722200,105.75
"2022-06-03",104.800003,105.550003,103.889999,103.959999,1059800,103.959999
"2022-06-06",105.080002,106.800003,104,105.330002,1431400,105.330002
"2022-06-07",104.540001,106.43,104.059998,106.209999,1266200,106.209999
"2022-06-08",105.720001,106.150002,104.529999,105.089996,1324300,105.089996
"2022-06-09",105.169998,105.300003,102.519997,102.57,1471300,102.57
"2022-06-10",100,100.870003,98.129997,98.389999,1985500,98.389999
"2022-06-13",96.43,96.980003,93.709999,94.25,2481300,94.25
"2022-06-14",94.760002,96.019997,93.419998,94.139999,1837600,94.139999
"2022-06-15",95.360001,96.169998,93.18,94.849998,1833100,94.849998
"2022-06-16",92.839996,92.980003,90.279999,91.330002,2775600,91.330002
"2022-06-17",90.699997,92.809998,90.25,91.440002,3046200,91.440002
"2022-06-21",93.5,94.330002,92.5,93.900002,1889900,93.900002
"2022-06-22",92.029999,93.809998,91.809998,93.169998,1618000,93.169998
"2022-06-23",93.059998,93.32,91.129997,92.489998,1390000,92.489998
"2022-06-24",93.309998,97.739998,93.25,97.410004,2461400,97.410004
"2022-06-27",97.760002,98.239998,96.25,96.949997,1147100,96.949997
"2022-06-28",98.699997,99.779999,97.589996,97.68,1796200,97.68
"2022-06-29",97.940002,98.18,95.860001,96.330002,1290400,96.330002
