"","SYY.Open","SYY.High","SYY.Low","SYY.Close","SYY.Volume","SYY.Adjusted"
"2020-10-27",60.59,61.150002,58.330002,58.34,3537800,56.008011
"2020-10-28",56.799999,57.5,54.73,54.790001,4212400,52.599922
"2020-10-29",54.619999,56.18,53.849998,55.290001,3873700,53.079929
"2020-10-30",54.970001,55.419998,53.93,55.310001,4689900,53.099136
"2020-11-02",56.16,57.459999,55.279999,57.09,3665300,54.80798
"2020-11-03",59.669998,61.16,58.700001,60.25,4172100,57.841667
"2020-11-04",60.91,62.41,60.52,60.740002,3185900,58.312084
"2020-11-05",60.939999,61.720001,60.049999,60.830002,3106200,58.398491
"2020-11-06",61.189999,61.669998,60.310001,60.860001,1627000,58.427288
"2020-11-09",67.099998,76.730003,67.059998,71.080002,8057900,68.238762
"2020-11-10",73.309998,73.940002,71.019997,72.279999,3917800,69.390808
"2020-11-11",71.839996,72.5,67.779999,68.489998,3571200,65.752289
"2020-11-12",67.720001,69.150002,67.300003,68.010002,3006500,65.291489
"2020-11-13",68.739998,71.760002,68.739998,71.540001,3103800,68.680389
"2020-11-16",74.769997,75.040001,72.309998,74.970001,3843800,71.973274
"2020-11-17",73.720001,75.110001,73,74.230003,2861400,71.262856
"2020-11-18",74.120003,74.779999,71.650002,71.68,3601700,68.814781
"2020-11-19",71.339996,72.57,70.839996,71.989998,3257200,69.112389
"2020-11-20",71.419998,71.449997,69.580002,70,2912400,67.201935
"2020-11-23",70.610001,71.620003,69.879997,71.309998,2093400,68.459572
"2020-11-24",72.639999,73.82,72.040001,72.449997,2318700,69.554008
"2020-11-25",72.209999,72.559998,70.830002,71.68,2498200,68.814781
"2020-11-27",71.349998,72.290001,70.849998,71.239998,865300,68.392372
"2020-11-30",70.720001,71.32,69.879997,71.290001,3650300,68.440376
"2020-12-01",71.419998,74.07,71.419998,73.43,3007500,70.494835
"2020-12-02",72.809998,73.260002,72.010002,72.75,3102000,69.842018
"2020-12-03",72.779999,75.75,72.300003,74.68,3494400,71.69487
"2020-12-04",75.269997,78.139999,74.889999,78.120003,4305500,74.99736
"2020-12-07",76.910004,77.970001,75.32,75.870003,2723800,72.837311
"2020-12-08",75.739998,77.050003,75.260002,76.720001,1746600,73.653328
"2020-12-09",76.599998,77,75.629997,76.410004,2630200,73.355713
"2020-12-10",75.730003,77.5,75.459999,77.239998,2750700,74.152534
"2020-12-11",76.68,77.5,75.379997,75.879997,4403300,72.846893
"2020-12-14",76.620003,76.620003,73.309998,73.43,3452600,70.494835
"2020-12-15",73.879997,74.699997,72.800003,74.309998,2728700,71.339653
"2020-12-16",74.309998,74.349998,72.589996,73.879997,3116400,70.926842
"2020-12-17",74.57,75.919998,74.220001,74.440002,2844500,71.464462
"2020-12-18",74.330002,74.389999,71.910004,72.279999,7618400,69.390808
"2020-12-21",70.519997,73,70.32,72.470001,4483600,69.573204
"2020-12-22",72.260002,72.470001,71.059998,71.919998,2173700,69.045189
"2020-12-23",72.660004,73.43,72.510002,72.870003,1752900,69.957222
"2020-12-24",72.739998,72.800003,71.5,72.419998,730200,69.525208
"2020-12-28",72.849998,74.379997,72.730003,73.830002,1975900,70.878853
"2020-12-29",74.190002,75.239998,72.709999,72.830002,1409000,69.918823
"2020-12-30",72.709999,73.519997,72.690002,73.290001,1108100,70.360428
"2020-12-31",73.43,74.470001,72.660004,74.260002,1163700,71.291656
"2021-01-04",74.139999,74.379997,70.75,72.309998,2497300,69.419601
"2021-01-05",72.019997,73.769997,72.019997,72.769997,1662600,69.861214
"2021-01-06",73.239998,76.059998,73.010002,76,3641900,72.962105
"2021-01-07",75.940002,76.389999,74.489998,75.589996,4195100,73.000732
"2021-01-08",75.529999,77.82,75.209999,77.550003,3682900,74.8936
"2021-01-11",76.459999,78.839996,75.860001,77.550003,3023800,74.8936
"2021-01-12",77.239998,79.959999,77.019997,78.370003,3281400,75.685516
"2021-01-13",78.349998,78.349998,76.129997,76.139999,2262000,73.531906
"2021-01-14",76.599998,77.5,74.959999,75.510002,2659600,72.923485
"2021-01-15",75.25,76.040001,74.720001,75.57,2049700,72.98143
"2021-01-19",76.040001,76.209999,74.82,74.870003,1772400,72.305397
"2021-01-20",74.550003,77.190002,74.150002,77.019997,2274600,74.381744
"2021-01-21",76.900002,77.239998,76.32,76.830002,1988300,74.198265
"2021-01-22",76.360001,76.610001,75.150002,75.190002,1539100,72.614441
"2021-01-25",73,74.129997,71.879997,73,4094700,70.499451
"2021-01-26",74.019997,75.639999,73.660004,74.169998,2061100,71.629379
"2021-01-27",73.25,74.190002,71.589996,72.019997,2671500,69.553017
"2021-01-28",72.779999,75.269997,72.199997,74.150002,1960100,71.610069
"2021-01-29",73.800003,73.800003,71.379997,71.510002,2685100,69.060493
"2021-02-01",72.360001,72.629997,71.089996,71.57,2128900,69.118431
"2021-02-02",70,73.800003,69.959999,73.029999,5352600,70.528435
"2021-02-03",72.82,76.769997,72.760002,76.400002,4967700,73.783005
"2021-02-04",76.389999,77.300003,75.809998,76.519997,2419900,73.898872
"2021-02-05",77.660004,78.360001,76.480003,77.080002,1908200,74.439697
"2021-02-08",77.400002,78.050003,76.290001,76.919998,1412500,74.285172
"2021-02-09",76.940002,77.190002,75.32,76.209999,1864900,73.599495
"2021-02-10",76.739998,77.610001,75.760002,76.139999,1461500,73.531906
"2021-02-11",76.260002,76.82,75.529999,76.220001,1218900,73.609161
"2021-02-12",75.790001,76.660004,75.389999,76.239998,1207700,73.628479
"2021-02-16",76.220001,76.800003,75.5,76.389999,2091600,73.773331
"2021-02-17",76.080002,76.080002,74.470001,74.889999,2094600,72.324715
"2021-02-18",74.029999,75.160004,73.879997,74.93,1452700,72.363342
"2021-02-19",75.230003,77.269997,75.040001,76.709999,2005700,74.082367
"2021-02-22",75.949997,79.309998,75.949997,78.660004,2122300,75.965584
"2021-02-23",78.739998,80.099998,78.32,79.129997,2304500,76.419472
"2021-02-24",78.870003,81.540001,78.660004,80.980003,3194800,78.206108
"2021-02-25",81.290001,81.800003,79.879997,80.400002,3596500,77.645981
"2021-02-26",80.040001,81.529999,79.019997,79.629997,3146000,76.902351
"2021-03-01",80.449997,81.879997,80.18,80.910004,2284400,78.138512
"2021-03-02",80.849998,81.300003,79.830002,80.029999,2210800,77.288651
"2021-03-03",80.379997,82.5,80.230003,81.5,2525500,78.708298
"2021-03-04",81.309998,81.699997,78.199997,79.419998,2746800,76.699539
"2021-03-05",80.75,82,78.360001,81.790001,2231400,78.988365
"2021-03-08",82.160004,83.190002,81.629997,81.699997,2683100,78.901436
"2021-03-09",81.349998,81.699997,79.059998,79.360001,3654700,76.641594
"2021-03-10",79.32,81.529999,79.089996,81.230003,2352100,78.447548
"2021-03-11",81.650002,81.879997,80.43,81.029999,1921800,78.254387
"2021-03-12",81.730003,83.449997,81.389999,83.400002,1866500,80.543213
"2021-03-15",83.190002,83.970001,82.720001,83.239998,2304200,80.388695
"2021-03-16",82.379997,82.639999,80.169998,80.449997,2428800,77.69426
"2021-03-17",80.940002,81.849998,80.260002,80.760002,1643000,77.993637
"2021-03-18",81.050003,81.080002,78.75,78.82,1981600,76.120094
"2021-03-19",78.540001,80.720001,77.559998,79.699997,4882500,76.969948
"2021-03-22",79.5,79.870003,77.709999,78.599998,2151900,75.907631
"2021-03-23",77.860001,78.269997,76.410004,77.779999,3149000,75.115715
"2021-03-24",78.419998,79.93,77.599998,77.650002,1612800,74.990166
"2021-03-25",76.910004,79.860001,76.690002,79.589996,1685400,76.863716
"2021-03-26",80.169998,81,79.650002,80.629997,1560700,77.868095
"2021-03-29",80.389999,80.830002,78.260002,79.029999,1563400,76.322899
"2021-03-30",78.769997,80.660004,78.769997,79.889999,2242900,77.15345
"2021-03-31",79.610001,79.980003,78.709999,78.739998,2080000,76.473595
"2021-04-01",78.650002,78.989998,77.769997,77.989998,2391600,75.745171
"2021-04-05",78.839996,79.669998,78.349998,79.279999,3052700,76.998047
"2021-04-06",79.089996,82.209999,79.010002,81.25,1927800,78.911339
"2021-04-07",81.169998,81.720001,80.470001,80.650002,1522300,78.328621
"2021-04-08",79.839996,80.720001,79.75,80.610001,1178900,78.289772
"2021-04-09",81.190002,81.68,80.080002,80.860001,1311100,78.53257
"2021-04-12",80.949997,81.75,80.559998,81.57,1079000,79.222145
"2021-04-13",80.5,80.93,79.639999,80.480003,1457100,78.163513
"2021-04-14",80.290001,81.75,80.290001,80.529999,1216700,78.212074
"2021-04-15",80.970001,81.18,80.239998,80.580002,1226600,78.260635
"2021-04-16",81.050003,81.720001,80.32,80.559998,2057900,78.241203
"2021-04-19",80.620003,81.169998,80.120003,81.080002,1455900,78.746239
"2021-04-20",80.510002,80.68,79.290001,80.309998,1906500,77.998405
"2021-04-21",80.389999,82.43,80.25,82.400002,1640700,80.028244
"2021-04-22",82.110001,83.110001,81.790001,82.379997,1634800,80.00882
"2021-04-23",82.330002,83.690002,81.75,82.639999,1885600,80.26133
"2021-04-26",83.080002,83.150002,81.75,82.279999,1540400,79.91169
"2021-04-27",83.029999,84.18,82.639999,83.290001,1862300,80.892632
"2021-04-28",83.389999,84.519997,83.150002,83.239998,1380000,80.84407
"2021-04-29",83.769997,84.629997,83.239998,84.169998,1438500,81.747299
"2021-04-30",84.25,85.139999,83.870003,84.730003,1871700,82.291191
"2021-05-03",85,85.150002,83.849998,84.040001,2397300,81.62104
"2021-05-04",82.470001,83.739998,81.610001,83.18,3169100,80.785797
"2021-05-05",83.449997,84.099998,82.25,83.040001,2061200,80.649826
"2021-05-06",82.879997,85.529999,82.879997,85.379997,3141600,82.922462
"2021-05-07",85.239998,86.730003,84.809998,86.260002,2327300,83.777153
"2021-05-10",86.5,86.610001,85.410004,85.639999,1618800,83.174988
"2021-05-11",85.059998,85.379997,83.160004,83.980003,1942500,81.562767
"2021-05-12",83.550003,84.190002,81.57,81.720001,2253300,79.367821
"2021-05-13",81.5,83.629997,81.5,83.120003,1466900,80.727524
"2021-05-14",83.379997,84.360001,83.199997,84,1482000,81.582191
"2021-05-17",84.339996,84.620003,83.349998,84.129997,1363200,81.70845
"2021-05-18",84,84.480003,82.870003,82.910004,1834600,80.523567
"2021-05-19",82.059998,82.300003,80.860001,81.139999,1962000,78.804512
"2021-05-20",81.089996,82.580002,78.43,80.169998,5446700,77.862427
"2021-05-21",80.650002,81.300003,79.75,80.510002,4025500,78.192642
"2021-05-24",80.93,81.220001,79.849998,80.370003,2684100,78.056679
"2021-05-25",80.43,83.019997,80.260002,81.510002,2550400,79.163864
"2021-05-26",81.400002,81.870003,80.989998,81.089996,2836600,78.755943
"2021-05-27",81.459999,81.75,80.269997,80.440002,3801200,78.124672
"2021-05-28",80.459999,81.120003,80.300003,81,1655600,78.668549
"2021-06-01",81.760002,81.949997,80.889999,81.449997,1494400,79.105591
"2021-06-02",81.550003,82.120003,80.360001,80.68,2555900,78.35775
"2021-06-03",80.360001,80.589996,79.449997,80.290001,2310200,77.978989
"2021-06-04",80.550003,80.800003,79.029999,79.610001,1962500,77.318558
"2021-06-07",79.860001,80.190002,79.059998,79.830002,2525200,77.532219
"2021-06-08",79.769997,80.519997,79.669998,80.309998,3153600,77.998405
"2021-06-09",80.519997,80.57,79.370003,79.459999,1863900,77.172867
"2021-06-10",79.389999,79.599998,78.389999,78.93,1805000,76.658127
"2021-06-11",79.199997,79.949997,78.870003,79.870003,1600600,77.571075
"2021-06-14",80.110001,80.309998,78.800003,79.400002,1374000,77.114609
"2021-06-15",79.620003,79.839996,79.110001,79.220001,1434800,76.939774
"2021-06-16",79.110001,79.269997,77.410004,77.440002,1872400,75.211021
"2021-06-17",77.769997,77.839996,75.699997,76.040001,2107200,73.851311
"2021-06-18",75.029999,75.449997,74.199997,74.709999,4668600,72.559593
"2021-06-21",75.400002,77.389999,75.080002,77.360001,3017300,75.133316
"2021-06-22",77.150002,77.730003,75.970001,77.129997,2654800,74.909935
"2021-06-23",77.18,77.860001,76.900002,77.269997,1225400,75.045914
"2021-06-24",77.519997,77.660004,76.989998,77.230003,1592100,75.007065
"2021-06-25",77.32,77.669998,76.879997,77.040001,3911500,74.822533
"2021-06-28",77.050003,77.050003,75.709999,76.220001,3179900,74.026138
"2021-06-29",76.419998,76.790001,75.639999,75.68,1793600,73.501671
"2021-06-30",75.690002,77.860001,75.589996,77.75,2865900,75.512085
"2021-07-01",77.57,77.889999,76.57,76.82,2581500,75.062614
"2021-07-02",76.889999,77.040001,76.489998,76.589996,2999500,74.837868
"2021-07-06",76.349998,76.699997,75.300003,75.339996,4453700,73.61647
"2021-07-07",75.370003,75.660004,74.269997,74.849998,2087000,73.137688
"2021-07-08",74.239998,74.760002,73.510002,74.290001,2193200,72.590492
"2021-07-09",75.279999,76.519997,74.830002,76.139999,1601800,74.39817
"2021-07-12",75.260002,75.720001,74.900002,75.230003,2006000,73.508995
"2021-07-13",74.889999,74.910004,73.089996,73.309998,2181900,71.632912
"2021-07-14",73.5,74.440002,73.160004,73.220001,1698600,71.544975
"2021-07-15",72.709999,73.279999,72.050003,72.589996,2476600,70.929375
"2021-07-16",73.290001,73.290001,71.349998,71.580002,2656400,69.94249
"2021-07-19",70.239998,70.620003,68.900002,70.470001,4545400,68.85788
"2021-07-20",70.709999,73.160004,70.610001,72.669998,3652900,71.007553
"2021-07-21",73.349998,74.360001,73.18,73.269997,2820900,71.593826
"2021-07-22",73.139999,73.139999,71.800003,71.959999,1893300,70.313797
"2021-07-23",72.269997,73.160004,71.93,72.870003,1955800,71.20298
"2021-07-26",72.470001,73.620003,72.470001,73.32,1302300,71.642685
"2021-07-27",72.910004,73.910004,72.589996,73.589996,2004300,71.906502
"2021-07-28",74.019997,74.489998,72.870003,73.650002,1544900,71.965134
"2021-07-29",74.599998,76,74.379997,75.080002,2183500,73.362419
"2021-07-30",74.669998,75.629997,73.970001,74.199997,3047200,72.502548
"2021-08-02",74.620003,75.660004,73.150002,73.18,1680000,71.505882
"2021-08-03",73.360001,73.449997,71.550003,72.559998,2677200,70.90007
"2021-08-04",71.879997,72.290001,71.290001,71.75,2241500,70.108604
"2021-08-05",72.260002,73.550003,72.080002,73.519997,1978900,71.838104
"2021-08-06",74.160004,74.559998,73.550003,73.919998,2038100,72.228958
"2021-08-09",75.010002,75.169998,73.279999,73.449997,2619000,71.769707
"2021-08-10",77,78.699997,75.230003,78.239998,4547500,76.450134
"2021-08-11",78.699997,78.730003,77.610001,78.160004,2437300,76.371964
"2021-08-12",77.989998,78.900002,77.699997,78.779999,2531900,76.977776
"2021-08-13",78.910004,79.769997,78.449997,79.440002,1945800,77.622681
"2021-08-16",79.099998,79.68,78.610001,79.330002,2068300,77.51519
"2021-08-17",78.870003,79.639999,78.540001,78.669998,2109200,76.870285
"2021-08-18",78.269997,78.57,76.830002,76.940002,1654500,75.179871
"2021-08-19",76.169998,77.139999,74.309998,75.550003,2956400,73.821671
"2021-08-20",75.419998,77.059998,74.730003,76.790001,1935900,75.033302
"2021-08-23",77.139999,77.919998,76.25,77.559998,2652100,75.785683
"2021-08-24",77.720001,78.589996,77.379997,78.449997,2046400,76.655327
"2021-08-25",78.300003,79.419998,78.129997,79.150002,1796800,77.339317
"2021-08-26",79.160004,79.309998,78.470001,79.019997,1683000,77.212288
"2021-08-27",79.339996,80.739998,79,80.25,2760300,78.414146
"2021-08-30",80.290001,80.440002,78.610001,78.989998,1370400,77.182961
"2021-08-31",79.370003,79.800003,78.769997,79.650002,2441000,77.827873
"2021-09-01",79.800003,79.900002,78.699997,78.989998,1677200,77.182961
"2021-09-02",79.089996,79.599998,77.989998,78.360001,1464400,76.567383
"2021-09-03",78.120003,78.18,77.239998,77.349998,1903400,75.58049
"2021-09-07",77.010002,77.43,76.290001,77.139999,1662100,75.37529
"2021-09-08",77.199997,77.5,75.989998,76.410004,1924300,74.661995
"2021-09-09",76.080002,78.25,75.699997,77.970001,3111100,76.186302
"2021-09-10",78.309998,78.43,76.529999,76.559998,2015400,74.808563
"2021-09-13",76.980003,77.349998,76.440002,76.870003,1602800,75.111481
"2021-09-14",77.239998,77.260002,75.260002,75.779999,1614600,74.046402
"2021-09-15",75.559998,76.400002,75.239998,76.269997,1509500,74.525192
"2021-09-16",76.349998,77.190002,76.139999,76.760002,1470400,75.00399
"2021-09-17",76.419998,76.879997,75.410004,76.089996,3756800,74.349312
"2021-09-20",74.949997,76.550003,74.519997,76.139999,2202300,74.39817
"2021-09-21",76.279999,77.010002,75.800003,76.470001,1795600,74.720627
"2021-09-22",77.139999,77.839996,76.75,77.699997,2531000,75.922478
"2021-09-23",77.580002,80.589996,77.550003,79.790001,2788900,77.964668
"2021-09-24",79.910004,80.940002,79.379997,80.480003,4347400,78.638885
"2021-09-27",80.800003,82.540001,80.480003,81.660004,2426000,79.791901
"2021-09-28",81.529999,82.75,80.510002,80.699997,1867900,78.853844
"2021-09-29",80.699997,81.760002,80.139999,80.93,1954900,79.07859
"2021-09-30",80.980003,80.980003,78.410004,78.5,2539200,77.152237
"2021-10-01",78.889999,81.440002,78.889999,80.82,1848100,79.432411
"2021-10-04",80.720001,81.660004,80.459999,81.419998,2852500,80.02211
"2021-10-05",81.650002,81.68,80.419998,80.739998,2480400,79.353783
"2021-10-06",80.300003,81.519997,79.489998,81.110001,1608600,79.71743
"2021-10-07",81.620003,82.919998,81.309998,82.870003,3015900,81.44722
"2021-10-08",82.849998,83.739998,82.199997,83.349998,4229300,81.918968
"2021-10-11",83.150002,83.75,82.269997,82.860001,1463300,81.437386
"2021-10-12",82.669998,83.839996,82.089996,83.059998,1795000,81.633942
"2021-10-13",82.699997,82.839996,80.43,81.839996,1603400,80.434898
"2021-10-14",82.220001,82.769997,81.889999,82.230003,1418000,80.818207
"2021-10-15",83.059998,83.830002,82.129997,82.220001,1791700,80.808365
"2021-10-18",81.389999,82.059998,80.860001,81.300003,1474100,79.904167
"2021-10-19",81.68,81.730003,79.489998,81.339996,2066400,79.943474
"2021-10-20",81.339996,81.580002,79.68,79.82,2737600,78.449585
"2021-10-21",79.900002,80.760002,79.330002,79.629997,1567100,78.26284
"2021-10-22",79.540001,79.989998,78.639999,78.68,1418400,77.329147
"2021-10-25",78.029999,79.379997,77.93,78.050003,1822800,76.709969
"2021-10-26",77.970001,78.190002,76.300003,77.040001,2681500,75.717308
"2021-10-27",77.129997,77.760002,76.269997,76.419998,1799800,75.107956
"2021-10-28",76.370003,77.129997,75.93,76.639999,1375000,75.324181
"2021-10-29",76.330002,77.220001,76.040001,76.900002,2769600,75.579712
"2021-11-01",77.209999,79.129997,77.110001,78.370003,1781100,77.024475
"2021-11-02",78.610001,78.610001,77.440002,77.610001,1523400,76.277527
"2021-11-03",77.389999,78.400002,77.199997,77.379997,1751100,76.051468
"2021-11-04",77.580002,78.739998,77.43,77.709999,1839500,76.375801
"2021-11-05",78.75,81.5,78.75,81.309998,2562100,79.913994
"2021-11-08",81.5,81.790001,79.839996,80.410004,2710100,79.029449
"2021-11-09",79.629997,81.779999,77.790001,79.599998,3931200,78.233353
"2021-11-10",79.300003,79.699997,77.269997,78.550003,2572500,77.201385
"2021-11-11",78.400002,79.129997,77.169998,77.57,1984700,76.238205
"2021-11-12",77.639999,78,76.190002,76.209999,2039300,74.901558
"2021-11-15",76.599998,77.300003,76.010002,76.43,1757500,75.117783
"2021-11-16",76.470001,76.540001,75.32,76.529999,2872200,75.216064
"2021-11-17",76.120003,76.940002,75.330002,75.660004,2314900,74.361008
"2021-11-18",75.699997,76.019997,74.260002,74.93,2408600,73.643532
"2021-11-19",74.580002,74.779999,73.010002,74.169998,3266400,72.896584
"2021-11-22",74.720001,76.050003,74.190002,75.370003,1880500,74.075981
"2021-11-23",75.629997,76.949997,75.199997,76.510002,2862400,75.196411
"2021-11-24",76.010002,76.480003,75.339996,76.330002,1684400,75.019493
"2021-11-26",73.629997,74.489998,72.059998,72.730003,2905200,71.481308
"2021-11-29",73.260002,73.989998,72.480003,73.199997,2489900,71.94323
"2021-11-30",72.32,72.849998,69.910004,70.040001,4560000,68.837494
"2021-12-01",71.459999,72.25,68.050003,68.07,4241500,66.901314
"2021-12-02",68.730003,70.830002,68.330002,70.18,3153800,68.975082
"2021-12-03",70.669998,70.82,69.550003,69.980003,2680100,68.778519
"2021-12-06",71.160004,74.809998,71.110001,72.989998,4385100,71.736832
"2021-12-07",73.510002,74.5,72.809998,72.919998,2934600,71.668037
"2021-12-08",73.339996,74.050003,73.010002,73.5,2424000,72.238083
"2021-12-09",73.099998,73.879997,72.709999,73.870003,2718000,72.601738
"2021-12-10",74.43,74.900002,73.290001,73.669998,1622100,72.405167
"2021-12-13",73.360001,74.059998,72.339996,73.379997,3390400,72.12014
"2021-12-14",73.459999,74.099998,72.839996,73.519997,3534300,72.257736
"2021-12-15",74.190002,75.129997,73.150002,74.57,3153500,73.289703
"2021-12-16",74.57,75.32,73.900002,74.010002,2670200,72.739334
"2021-12-17",73.190002,74.620003,71.860001,72.110001,7433900,70.871956
"2021-12-20",70.620003,71.709999,69.830002,71.209999,3357900,69.987396
"2021-12-21",71.790001,74.629997,71.580002,74.489998,3724900,73.211082
"2021-12-22",74.300003,75.300003,74.110001,75.269997,1950100,73.977692
"2021-12-23",75.82,77,75.43,76.650002,2438900,75.334
"2021-12-27",76.360001,77.589996,76.07,77.510002,1412600,76.179237
"2021-12-28",77.449997,78.660004,77.449997,78.32,1588300,76.975334
"2021-12-29",78.199997,78.639999,77.769997,77.940002,1122400,76.601852
"2021-12-30",78.080002,78.660004,77.779999,78,719900,76.660828
"2021-12-31",78,79,77.769997,78.550003,1402700,77.201385
"2022-01-03",78.279999,78.989998,78.089996,78.949997,1951100,77.594513
"2022-01-04",79.449997,81.190002,79.32,80.879997,2537000,79.491371
"2022-01-05",81.150002,81.589996,79.93,80.199997,2825600,78.823044
"2022-01-06",80,80.919998,79.599998,79.669998,2006500,78.763725
