"","NEM.Open","NEM.High","NEM.Low","NEM.Close","NEM.Volume","NEM.Adjusted"
"2022-01-05",60.919998,61.75,60.279999,60.330002,7243400,59.416885
"2022-01-06",59.349998,59.599998,57.869999,58.669998,8537600,57.782005
"2022-01-07",59.439999,59.669998,58.790001,59.43,5955000,58.530506
"2022-01-10",59.209999,60.540001,58.93,60.43,4959800,59.515369
"2022-01-11",60.43,60.950001,59.860001,60.91,5224100,59.988106
"2022-01-12",61,61.580002,60.450001,61.52,3978100,60.588875
"2022-01-13",61.470001,61.869999,61.220001,61.32,4824100,60.391899
"2022-01-14",61.34,61.400002,60.459999,61.220001,5175400,60.293411
"2022-01-18",60.919998,61.299999,60.349998,61.25,4936500,60.32296
"2022-01-19",62,65.230003,61.91,64.949997,15819900,63.966957
"2022-01-20",64.660004,65.489998,63.709999,63.84,10531600,62.87376
"2022-01-21",64.209999,64.25,62.310001,63.09,9522700,62.135113
"2022-01-24",62.009998,63.209999,61.049999,63.080002,8732500,62.125263
"2022-01-25",62.720001,63.580002,62.07,63.290001,5808100,62.332085
"2022-01-26",62.59,63.919998,61.240002,61.689999,7196000,60.756298
"2022-01-27",60.98,62.48,60.099998,60.66,8118100,59.741886
"2022-01-28",60.029999,60.209999,58.939999,59.860001,7173600,58.953995
"2022-01-31",60,61.310001,59.84,61.169998,9477900,60.244171
"2022-02-01",61.669998,62,60.889999,61.330002,6094700,60.401752
"2022-02-02",61.150002,62.66,61.060001,62.110001,6259000,61.169941
"2022-02-03",62.040001,62.330002,61.130001,61.799999,4256700,60.864635
"2022-02-04",61.27,61.75,60.93,60.93,5396300,60.007805
"2022-02-07",61.450001,63.509998,60.93,63.369999,9134700,62.410873
"2022-02-08",63.380001,63.650002,62.900002,63.560001,6301100,62.598
"2022-02-09",62.959999,63.630001,62.73,63.150002,4945200,62.194202
"2022-02-10",62.869999,63.209999,60.349998,60.529999,9089900,59.613857
"2022-02-11",60.580002,64.279999,60.310001,63.860001,9796200,62.893456
"2022-02-14",64.169998,64.82,63.310001,64.349998,7512700,63.376038
"2022-02-15",62.869999,63.43,62.259998,63.279999,6126100,62.322235
"2022-02-16",63.66,64.760002,63.66,64.279999,6022300,63.307098
"2022-02-17",65.220001,68.010002,64.629997,67.75,13736600,66.724579
"2022-02-18",67.410004,68.110001,66.669998,67.669998,9125400,66.64579
"2022-02-22",68,68.309998,66.559998,67.169998,8804200,66.153358
"2022-02-23",67,68.57,66.709999,68.25,9655700,67.21701
"2022-02-24",70.339996,70.370003,65.419998,66.720001,14080500,65.710167
"2022-02-25",65.959999,68.410004,65.730003,67.900002,9220600,66.872307
"2022-02-28",68.290001,68.400002,65.690002,66.199997,13896700,65.198036
"2022-03-01",66.940002,69.139999,66.769997,69.010002,9955800,67.965508
"2022-03-02",67.669998,70,67.230003,69.790001,10780700,68.733704
"2022-03-03",69.660004,70.809998,69.18,70.68,8635300,69.610237
"2022-03-04",70.82,74.669998,70.639999,74.279999,12751300,73.155746
"2022-03-07",74.419998,78.07,73.519997,77.849998,14450700,76.671715
"2022-03-08",78,80.75,76.589996,77.610001,17222500,76.435349
"2022-03-09",73.980003,76.160004,72.800003,75.970001,10892600,75.354179
"2022-03-10",77.019997,78.989998,76.410004,77.279999,10791700,76.653557
"2022-03-11",75.360001,77.589996,75.099998,76.889999,6808600,76.266724
"2022-03-14",74.660004,74.860001,72.370003,73.739998,10317500,73.14225
"2022-03-15",72.110001,74.449997,71.800003,73.370003,9793500,72.775261
"2022-03-16",73.059998,73.389999,70.910004,72.610001,9531500,72.021416
"2022-03-17",73.32,74.580002,72.839996,73.309998,8209800,72.715736
"2022-03-18",72.970001,74.400002,72.440002,73.959999,24948600,73.360474
"2022-03-21",74.790001,77.349998,74.68,76.300003,7061600,75.681503
"2022-03-22",76.510002,76.709999,74.660004,76.029999,6073600,75.413689
"2022-03-23",76.32,78.919998,76.32,78.910004,8499100,78.270348
"2022-03-24",79.489998,80.220001,77.900002,78.230003,7088400,77.595863
"2022-03-25",77.419998,79,77.190002,78.949997,3739400,78.31002
"2022-03-28",77.860001,78.870003,77.769997,78.139999,4896300,77.506584
"2022-03-29",75.769997,78.580002,75.129997,78.550003,6554400,77.913269
"2022-03-30",78.790001,80.199997,78.720001,79.959999,5008800,79.311836
"2022-03-31",79.879997,81.139999,79.449997,79.449997,7115500,78.805969
"2022-04-01",78.790001,83.019997,78.739998,82.779999,7784800,82.108978
"2022-04-04",83.510002,83.720001,79.830002,81.25,7003800,80.591377
"2022-04-05",81.370003,82.779999,79.389999,79.860001,7705900,79.212646
"2022-04-06",80.43,81.379997,79.160004,79.540001,6880200,78.895241
"2022-04-07",79.870003,81.610001,79.519997,81.029999,6027600,80.373161
"2022-04-08",81.919998,82.639999,81.389999,82.120003,4196700,81.45433
"2022-04-11",83.25,83.910004,80.32,81.339996,5318800,80.680649
"2022-04-12",82.220001,83.75,81.540001,82.5,4882500,81.831245
"2022-04-13",83.300003,84.32,82.610001,84.300003,6379600,83.616661
"2022-04-14",83.739998,85.290001,83.489998,84.769997,5672400,84.08284
"2022-04-18",85.550003,86.370003,85.099998,85.419998,5513800,84.727577
"2022-04-19",83.809998,84.82,82.650002,82.860001,6192800,82.188332
"2022-04-20",82.370003,83.040001,81.150002,82.589996,6728400,81.920509
"2022-04-21",81.220001,81.400002,76.110001,77.059998,15828400,76.435341
"2022-04-22",71.230003,75.660004,70.599998,74.519997,12371800,73.915932
"2022-04-25",71.050003,74.019997,70.919998,72.610001,9151500,72.021416
"2022-04-26",73.029999,73.940002,72.120003,72.129997,5167000,71.545303
"2022-04-27",72.610001,73.690002,71.959999,72.129997,5416300,71.545303
"2022-04-28",72.779999,73.660004,72.010002,73.279999,3913500,72.685982
"2022-04-29",74.110001,74.989998,72.739998,72.849998,5684000,72.259468
"2022-05-02",71.199997,72.629997,70.349998,72.309998,5837600,71.723846
"2022-05-03",72.849998,73.970001,72.169998,72.239998,5472900,71.654411
"2022-05-04",72.669998,73.589996,71.540001,73.389999,5996100,72.79509
"2022-05-05",74.260002,74.370003,70.889999,72.339996,5325900,71.753601
"2022-05-06",71.830002,73.18,71.610001,72.870003,4929100,72.279312
"2022-05-09",71.120003,71.5,68.800003,68.919998,7648200,68.361328
"2022-05-10",69.709999,70.559998,67.400002,68.269997,7249600,67.716591
"2022-05-11",69.269997,69.93,68.099998,68.419998,6009500,67.865379
"2022-05-12",66.559998,67.989998,64.32,65.349998,9765900,64.820267
"2022-05-13",65.080002,65.919998,64.510002,65.25,6361900,64.721077
"2022-05-16",65.57,65.709999,64.68,65.449997,5961700,64.919449
"2022-05-17",66.800003,66.800003,64.949997,65.5,4289400,64.969048
"2022-05-18",65.360001,65.589996,63.68,63.880001,5246100,63.362183
"2022-05-19",65.18,66.43,65,66.110001,7863800,65.574104
"2022-05-20",66.599998,67.260002,65.510002,67.190002,6135100,66.645355
"2022-05-23",68.339996,68.620003,66.830002,67.43,5417400,66.883408
"2022-05-24",67.639999,69.419998,67.459999,69.019997,6255500,68.46051
"2022-05-25",68.169998,70.080002,68.169998,69.540001,8617300,68.976303
"2022-05-26",69.5,70.160004,68.449997,68.709999,5303800,68.15303
"2022-05-27",69.629997,69.669998,67.989998,68.709999,4590300,68.15303
"2022-05-31",68.949997,69.879997,67.230003,67.849998,9582600,67.299995
"2022-06-01",67.989998,67.989998,66.629997,67.269997,4633600,67.269997
"2022-06-02",68.400002,69.410004,68.019997,68.790001,4423800,68.790001
"2022-06-03",68,68.919998,67.629997,67.82,3578600,67.82
"2022-06-06",68.18,68.389999,67.089996,67.860001,3517300,67.860001
"2022-06-07",67.660004,68.57,67.32,68.379997,3452000,68.379997
"2022-06-08",67.919998,68.230003,67.059998,67.169998,4063600,67.169998
"2022-06-09",66.809998,66.959999,64.470001,64.580002,6004800,64.580002
"2022-06-10",63.599998,67.470001,62.799999,66.849998,7317000,66.849998
"2022-06-13",65.080002,66.43,64.150002,64.650002,8118400,64.650002
"2022-06-14",64.839996,64.849998,62.52,63.09,4779100,63.09
"2022-06-15",64.260002,64.330002,61.299999,62.68,6262900,62.68
"2022-06-16",62.07,65.040001,61.919998,64.709999,8092000,64.709999
"2022-06-17",64.669998,64.75,62.869999,63.759998,11358900,63.759998
"2022-06-21",64.190002,65.730003,63.68,65.169998,7811300,65.169998
"2022-06-22",65,66.239998,64.540001,64.580002,5416200,64.580002
"2022-06-23",64.559998,65.440002,62.130001,62.860001,6693900,62.860001
"2022-06-24",62.880001,64.400002,61.880001,64.18,7670300,64.18
"2022-06-27",64.089996,64.400002,63.25,63.830002,7195700,63.830002
"2022-06-28",64.160004,64.260002,62.77,62.959999,5575200,62.959999
"2022-06-29",63.619999,63.93,61.470001,61.990002,4120000,61.990002
