"","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
"2020-10-06",103.809998,104.610001,100.830002,101.25,2364600,96.020828
"2020-10-07",102.550003,103.370003,100.769997,101.459999,1523000,96.219978
"2020-10-08",101.980003,103.720001,100.410004,103.379997,1355000,98.331566
"2020-10-09",103.260002,103.279999,101.790001,101.989998,1380000,97.009445
"2020-10-12",101.400002,101.790001,99.870003,100.169998,1624200,95.27832
"2020-10-13",99.300003,100.050003,97.57,98.760002,1675200,93.93718
"2020-10-14",98.959999,100.379997,98.669998,99.230003,1288000,94.384232
"2020-10-15",98.110001,101.089996,97.870003,100.129997,1183200,95.24028
"2020-10-16",100.099998,100.5,98.300003,98.940002,1198300,94.108398
"2020-10-19",99.589996,100.480003,96.129997,96.610001,1238900,91.892166
"2020-10-20",97.32,99.339996,96.410004,98.339996,1201200,93.537689
"2020-10-21",97.940002,98.07,96.699997,97.690002,873300,92.919426
"2020-10-22",97.790001,99.900002,97.25,99.82,882700,94.945412
"2020-10-23",100.519997,100.519997,96.540001,99.529999,1454300,94.669579
"2020-10-26",98.720001,98.720001,94.019997,95.400002,1440000,90.741257
"2020-10-27",95.550003,96.540001,94.669998,95.839996,1691800,91.159767
"2020-10-28",93.669998,93.82,89.889999,90.190002,2993100,85.785683
"2020-10-29",90.190002,93.5,89.900002,92.510002,1577500,87.992386
"2020-10-30",91.709999,93.050003,89.339996,91.919998,1492400,87.431206
"2020-11-02",92.860001,92.989998,90.220001,91.839996,1185600,87.35511
"2020-11-03",93,93.769997,92.080002,93.099998,1259100,88.553574
"2020-11-04",93.860001,98.129997,92.599998,96.589996,2422700,91.873138
"2020-11-05",96.690002,101.519997,96.690002,101.519997,2770700,96.562401
"2020-11-06",100.970001,103.160004,100.5,102.120003,5172200,97.133095
"2020-11-09",115.919998,125.959999,112.800003,120.550003,6141700,114.663094
"2020-11-10",118,119.669998,111.839996,113.349998,3203000,107.814697
"2020-11-11",113.93,113.93,105.519997,107.080002,2634800,101.850891
"2020-11-12",106.019997,107.470001,104.510002,106.309998,1828300,101.118492
"2020-11-13",106.559998,107.889999,105.550003,107.589996,1653200,102.335976
"2020-11-16",111.059998,112.709999,107.959999,110.080002,2070400,104.704384
"2020-11-17",110.339996,110.599998,107.129997,108.529999,1424100,103.230072
"2020-11-18",108.010002,112.040001,107.599998,110.160004,2031800,104.780479
"2020-11-19",108.800003,110.290001,107.650002,109.800003,1409800,104.438049
"2020-11-20",109.849998,109.860001,106.889999,108.449997,1598200,103.153976
"2020-11-23",111.449997,111.959999,108.779999,109.580002,1830800,104.22879
"2020-11-24",110.849998,114.419998,110.650002,113.459999,1522100,107.919319
"2020-11-25",110.370003,111.010002,108.540001,110.580002,1179500,105.17997
"2020-11-27",110.139999,111.639999,109.120003,109.949997,613700,104.580719
"2020-11-30",109.110001,109.25,105.489998,107.980003,2667700,102.706932
"2020-12-01",109.199997,111.169998,107.68,110.510002,1994100,105.11338
"2020-12-02",109.459999,110.25,107.720001,109.629997,1766200,104.27636
"2020-12-03",109.599998,113.809998,108.620003,112.790001,3856400,107.282051
"2020-12-04",113.379997,114.93,112.82,114.82,2790800,109.212914
"2020-12-07",113.480003,113.580002,110.470001,112.120003,1445600,106.644768
"2020-12-08",111.449997,112.419998,110.239998,111.650002,1598900,106.197708
"2020-12-09",112.5,115.169998,111.639999,114.389999,1450600,108.803902
"2020-12-10",114.050003,115.900002,112.160004,115.440002,1437200,109.802643
"2020-12-11",113.989998,115.459999,110.75,112.720001,1313100,107.215454
"2020-12-14",114.349998,115.68,111.150002,112.510002,1347000,107.015717
"2020-12-15",113.860001,114.959999,112.370003,114.43,1440100,108.841949
"2020-12-16",113.57,118.199997,113.419998,116.489998,1674800,110.801361
"2020-12-17",118.519997,119.360001,115.349998,118.620003,1807900,112.827354
"2020-12-18",117.900002,120.970001,115.25,116.160004,3851200,110.487465
"2020-12-21",113.5,117.879997,112.339996,116.919998,1911300,111.210358
"2020-12-22",116.790001,119.940002,115.43,119.639999,1377300,113.797531
"2020-12-23",118.860001,121.290001,118.5,119.580002,1316100,113.740463
"2020-12-24",119.089996,119.940002,117.309998,117.889999,507400,112.132996
"2020-12-28",118.870003,119,116.870003,117.739998,938400,111.990311
"2020-12-29",117.690002,118.610001,116.620003,118.559998,1010800,112.770264
"2020-12-30",118.330002,119.800003,117.010002,117.550003,729800,111.809593
"2020-12-31",117.220001,120,116.400002,119.120003,759800,113.302917
"2021-01-04",119.879997,120.279999,114.389999,116.239998,1947200,110.56356
"2021-01-05",115.949997,118.199997,115.559998,118.099998,913900,112.332733
"2021-01-06",118.699997,122.269997,118.699997,120.900002,1555800,114.99601
"2021-01-07",121.209999,124.57,120.629997,123.949997,1614500,118.258972
"2021-01-08",125,126.220001,123.190002,124.349998,1314100,118.640617
"2021-01-11",122.550003,126,121.75,125.260002,905600,119.508835
"2021-01-12",125.790001,128.440002,125.519997,127.330002,1431200,121.48378
"2021-01-13",126.510002,127.300003,124.279999,124.860001,850300,119.127197
"2021-01-14",126.470001,126.93,122.970001,123.099998,1125200,117.447998
"2021-01-15",122,123.110001,119,121.080002,1597300,115.520752
"2021-01-19",126.050003,126.25,122.559998,124.120003,1122600,118.421173
"2021-01-20",123.68,126,123.580002,124.559998,1075000,118.840965
"2021-01-21",124.730003,125.389999,123.139999,124.959999,917600,119.222603
"2021-01-22",124.019997,124.940002,121.849998,121.980003,1196300,116.379425
"2021-01-25",121.660004,122.260002,118.830002,120,2706900,114.490334
"2021-01-26",121.099998,121.099998,117.940002,118.580002,1735200,113.135536
"2021-01-27",116.629997,117.230003,110.889999,112.099998,3004500,106.953056
"2021-01-28",113.919998,121.290001,113.830002,118.779999,3173400,113.326355
"2021-01-29",118.080002,120.959999,116.620003,116.889999,2575000,111.523132
"2021-02-01",118.239998,120,117.300003,119.360001,1337600,113.879723
"2021-02-02",120.519997,123.690002,120.050003,122.82,1206700,117.180855
"2021-02-03",122.32,126.959999,122.32,125.540001,1722900,119.775978
"2021-02-04",126.470001,129.639999,126.089996,128.690002,1596100,122.781349
"2021-02-05",130,133.330002,129.800003,131.979996,2175000,125.92028
"2021-02-08",132.539993,132.970001,128.860001,130.270004,1036400,124.288811
"2021-02-09",129.720001,131.25,128.949997,129.360001,828400,123.420578
"2021-02-10",129.270004,131.020004,128.179993,128.979996,853200,123.058029
"2021-02-11",129.130005,129.860001,127.459999,128.919998,849100,123.000778
"2021-02-12",129.229996,129.479996,127.360001,128.449997,576900,122.552361
"2021-02-16",129.889999,129.889999,126.860001,128.929993,646800,123.010315
"2021-02-17",128.110001,128.919998,126.82,128.270004,888100,122.38063
"2021-02-18",126.519997,130.910004,126.400002,129.979996,2140400,124.012115
"2021-02-19",130.990005,134.389999,129.300003,134.009995,1676300,127.857086
"2021-02-22",132.699997,137.910004,132.130005,135,1634200,128.80162
"2021-02-23",134.850006,135.699997,131.059998,134.309998,1150700,128.143311
"2021-02-24",134.419998,139.229996,134.029999,138.779999,1209700,132.408081
"2021-02-25",139.089996,139.320007,134.190002,136,1078900,129.755692
"2021-02-26",135.830002,138.779999,133.470001,137.330002,1267300,131.024643
"2021-03-01",139.119995,140.5,137.509995,139.020004,1332700,132.63707
"2021-03-02",139.259995,140.089996,137.009995,138.960007,801000,132.579819
"2021-03-03",139.110001,141.759995,137.850006,138.029999,1207200,131.69252
"2021-03-04",137.710007,139.809998,133.899994,136.639999,1194200,130.366348
"2021-03-05",137.940002,140.979996,134.039993,140.660004,1253900,134.201767
"2021-03-08",141.919998,144.839996,141.149994,143.029999,1399300,136.462952
"2021-03-09",143.990005,144.25,138.970001,139.320007,1399700,132.923294
"2021-03-10",139.369995,144.139999,138.139999,142.089996,1734000,135.566116
"2021-03-11",143.070007,144.220001,140.479996,141.039993,1316600,134.564285
"2021-03-12",141.990005,145.830002,141.339996,145.410004,1133200,138.733673
"2021-03-15",146.570007,147.929993,143.899994,146.240005,1124400,139.525558
"2021-03-16",144.25,144.449997,139.919998,140.539993,1667400,134.08725
"2021-03-17",140.5,141.820007,139.720001,141.25,1554000,134.764664
"2021-03-18",141.080002,143.169998,139.419998,139.970001,1989800,133.543442
"2021-03-19",140.199997,140.869995,138.160004,139.789993,3096500,133.371689
"2021-03-22",141.100006,141.350006,136.410004,136.740005,2916200,130.461746
"2021-03-23",135.449997,138.179993,135,136.75,2797300,130.471283
"2021-03-24",137.699997,139.190002,133.770004,133.929993,3305700,127.780739
"2021-03-25",140,146.190002,134.190002,144.899994,6563000,138.247086
"2021-03-26",146.059998,149.119995,143.759995,148.979996,2654200,142.13974
"2021-03-29",148.089996,149.729996,142.089996,143.720001,2589100,137.121277
"2021-03-30",142.369995,146.309998,142.369995,145.070007,1765000,138.409286
"2021-03-31",146,146.330002,141.850006,142,1556300,135.480209
"2021-04-01",142.520004,144.839996,141.259995,144.279999,1695500,137.655548
"2021-04-05",146,147.119995,143.660004,144.110001,1338800,137.493347
"2021-04-06",143.75,147.100006,143.75,144.460007,1469400,137.827301
"2021-04-07",143.550003,146.490005,143.550003,145.75,2209900,139.05806
"2021-04-08",145.399994,145.940002,143.460007,145.740005,1351600,139.893143
"2021-04-09",146.199997,146.460007,142.139999,143.100006,1340300,137.35907
"2021-04-12",143.360001,145.050003,142.440002,143.690002,693400,137.925385
"2021-04-13",143,143.979996,141.199997,143.050003,1293500,137.311066
"2021-04-14",142.990005,146.220001,142.990005,144.149994,959400,138.366943
"2021-04-15",145.039993,145.139999,142.529999,143.169998,1456300,137.426239
"2021-04-16",144.440002,146.619995,143.779999,146.330002,1228000,140.459473
"2021-04-19",147.259995,147.600006,145.270004,145.960007,1467000,140.10434
"2021-04-20",145.190002,145.639999,141.779999,142.940002,985800,137.205475
"2021-04-21",143.279999,144,141.839996,142.899994,1271000,137.167084
"2021-04-22",142.809998,146.059998,142.809998,145.089996,806800,139.269196
"2021-04-23",144.979996,145.350006,142.630005,143.970001,629900,138.194153
"2021-04-26",145.169998,145.779999,141.759995,142.139999,1229300,136.437576
"2021-04-27",142.009995,144.190002,142,142.660004,1219400,136.936707
"2021-04-28",143.199997,144.710007,141.830002,143.869995,873100,138.09816
"2021-04-29",145,147.100006,144.050003,146.220001,1102200,140.353897
"2021-04-30",146.360001,147.639999,144.949997,146.720001,1132600,140.833817
"2021-05-03",147.509995,148.199997,144.440002,144.610001,975500,138.808472
"2021-05-04",144.300003,144.300003,142.070007,143.75,1432700,137.982986
"2021-05-05",143.970001,144.25,139.910004,142.229996,1206800,136.523972
"2021-05-06",143.910004,144.199997,139.940002,141.75,1132700,136.063232
"2021-05-07",141.119995,143.880005,140.75,142.380005,989500,136.667953
"2021-05-10",142.5,143.100006,140.529999,140.690002,1082800,135.045746
"2021-05-11",139.529999,139.529999,135.869995,137.419998,1391500,131.906921
"2021-05-12",136.360001,136.990005,131.279999,131.880005,2106500,126.589203
"2021-05-13",132.119995,135.070007,131.360001,133.979996,1007600,128.604935
"2021-05-14",135.789993,140.149994,135.720001,139.520004,1149000,133.922668
"2021-05-17",138.869995,139.410004,137.5,139.020004,776600,133.442749
"2021-05-18",138.919998,141.830002,137.929993,139.639999,1157300,134.037872
"2021-05-19",137.009995,140.149994,135.389999,139.960007,1155800,134.345032
"2021-05-20",140.020004,141.690002,139.649994,141.119995,1765400,135.458481
"2021-05-21",141.960007,142.960007,140.089996,140.759995,2639300,135.112946
"2021-05-24",141.929993,142.589996,140.809998,141.360001,1011200,135.688858
"2021-05-25",142,142.550003,140.199997,140.429993,1515100,134.796158
"2021-05-26",140.820007,142.720001,140.820007,141.600006,1e+06,135.91925
"2021-05-27",143.220001,143.220001,140.970001,141.860001,1063300,136.168808
"2021-05-28",142.089996,143.309998,140.570007,143.229996,1043400,137.483841
"2021-06-01",144.050003,144.149994,137.279999,137.330002,1746800,131.820557
"2021-06-02",137.029999,137.509995,135.509995,136.570007,1712600,131.091049
"2021-06-03",136.009995,136.160004,133.470001,134.449997,1472300,129.056076
"2021-06-04",135.059998,135.5,132.899994,134.149994,1778300,128.768112
"2021-06-07",134.729996,137.800003,134.729996,137.289993,1107000,131.78215
"2021-06-08",137.830002,142.009995,137.830002,140.759995,1148900,135.112946
"2021-06-09",141.339996,141.979996,138.399994,138.669998,1094200,133.106781
"2021-06-10",138.720001,139.669998,135.660004,136.899994,938700,131.407776
"2021-06-11",137.630005,139.389999,137.630005,139.110001,675000,133.529129
"2021-06-14",139.050003,140.649994,137.020004,137.5,804800,131.983734
"2021-06-15",138.050003,138.649994,136.339996,136.710007,768900,131.225433
"2021-06-16",136.610001,137.130005,133.830002,136.460007,1538700,130.985458
"2021-06-17",137.190002,137.350006,130.410004,131.910004,1785000,126.617981
"2021-06-18",130,131.809998,128.589996,130.100006,2127400,124.880608
"2021-06-21",131.009995,133.990005,130.690002,133.429993,1081100,128.076996
"2021-06-22",134.860001,136.149994,133.710007,135.600006,2276800,130.159943
"2021-06-23",135.350006,136.570007,134.550003,135.449997,1888200,130.015961
"2021-06-24",138.070007,141.330002,136.550003,139.850006,2380900,134.239456
"2021-06-25",141.619995,146.259995,140.559998,144.110001,4792300,138.328537
"2021-06-28",144.75,145,139.419998,141.820007,2004400,136.130432
"2021-06-29",142.720001,144.740005,141.589996,143.789993,2682000,138.021378
"2021-06-30",143.009995,146.059998,143.009995,145.990005,2642000,140.133133
"2021-07-01",146.25,148.470001,145.520004,148.169998,1897900,142.225647
"2021-07-02",147,148.619995,147,148.130005,1078800,142.187271
"2021-07-06",148.649994,149.380005,145.5,148.880005,3131600,142.907196
"2021-07-07",147.919998,150.199997,147.919998,148.789993,2676000,142.82077
"2021-07-08",145.570007,147.070007,142.649994,143.949997,2076500,139.204086
"2021-07-09",145.490005,148.740005,145.259995,148.580002,1132300,143.681427
"2021-07-12",148.009995,150.149994,147.690002,149.949997,1419000,145.006287
"2021-07-13",149,149.529999,147.119995,147.399994,1115900,142.540344
"2021-07-14",148.380005,150.070007,147.110001,147.360001,1096800,142.501678
"2021-07-15",146.440002,147,142.509995,144.809998,1581100,140.035736
"2021-07-16",145.740005,146.009995,141.470001,141.740005,898800,137.066956
"2021-07-19",137.529999,138.899994,133.440002,134.820007,2554800,130.375107
"2021-07-20",135.490005,142.580002,135.490005,141.869995,1632500,137.192657
"2021-07-21",143.550003,146.130005,143.550003,145,1339600,140.219467
"2021-07-22",144.020004,144.889999,142.210007,144.199997,1475300,139.445831
"2021-07-23",146.449997,146.789993,143.699997,144.520004,1562400,139.755295
"2021-07-26",144.600006,147.419998,143.429993,147.350006,1454400,142.491989
"2021-07-27",146.429993,149.559998,145.940002,149.509995,1974500,144.580765
"2021-07-28",149.190002,150,147.130005,148.199997,2694500,143.313965
"2021-07-29",148.960007,150.710007,148.669998,150.229996,1591900,145.277039
"2021-07-30",148.839996,150.339996,145.210007,145.880005,1778600,141.070465
"2021-08-02",147.050003,149.820007,146.5,147.710007,1538800,142.840134
"2021-08-03",147.639999,148.089996,143.710007,146.830002,2731800,141.989136
"2021-08-04",145.639999,148.320007,145.399994,146.399994,1053700,141.573303
"2021-08-05",147.139999,148.610001,144.300003,144.470001,1802700,139.706955
"2021-08-06",145.669998,147,143.440002,144.699997,1927900,139.929367
"2021-08-09",141.330002,141.850006,137.059998,138.229996,3418800,133.672668
"2021-08-10",138.5,140.669998,137.610001,140.220001,1439700,135.597061
"2021-08-11",139.869995,141.389999,138.830002,141.089996,981600,136.438385
"2021-08-12",141.130005,142.059998,139.809998,141.960007,1005400,137.279694
"2021-08-13",142.5,143.389999,141.570007,141.990005,976900,137.308716
"2021-08-16",140.889999,141.050003,138.559998,140.220001,1445500,135.597061
"2021-08-17",138.929993,139.899994,135.399994,137.169998,1757400,132.647629
"2021-08-18",136,138.669998,134.509995,137.009995,1207300,132.492889
"2021-08-19",135.809998,137.529999,133.149994,136.759995,1985300,132.251129
"2021-08-20",136.630005,139.649994,135.779999,139.309998,1314500,134.717056
"2021-08-23",140.619995,142.660004,139.929993,142.270004,1464000,137.579468
"2021-08-24",142.899994,146.589996,142.899994,145.869995,1810100,141.060791
"2021-08-25",145.800003,150.789993,145.589996,150.160004,2079600,145.209366
"2021-08-26",149.660004,150.669998,147.759995,148.470001,1409200,143.575073
"2021-08-27",148.770004,153.889999,148.559998,153.080002,1424700,148.033066
"2021-08-30",152.929993,152.929993,148.759995,149.850006,1227000,144.909561
"2021-08-31",149.850006,151.440002,147.949997,150.649994,2599100,145.683197
"2021-09-01",151.270004,151.389999,148.789993,151.169998,830800,146.18605
"2021-09-02",151.910004,152.770004,149.889999,150.559998,736600,145.596161
"2021-09-03",149.990005,150.800003,147.610001,148.050003,1103500,143.168915
"2021-09-07",147.860001,148.449997,146.710007,147.550003,1060800,142.685394
"2021-09-08",147.339996,148.460007,146.009995,147.270004,1648500,142.414642
"2021-09-09",146.580002,149.979996,146.460007,148.179993,760400,143.294632
"2021-09-10",149.649994,150.179993,147.889999,148.660004,855900,143.758804
"2021-09-13",149.529999,149.940002,147.619995,149.610001,646600,144.677475
"2021-09-14",151.039993,151.039993,147.5,148.619995,1055200,143.720123
"2021-09-15",147.399994,149.080002,146.139999,149.009995,1248800,144.09726
"2021-09-16",149.25,151.039993,148.580002,150.300003,825400,145.344742
"2021-09-17",149.389999,150.300003,147.800003,149.429993,1617300,144.503403
"2021-09-20",146.050003,148.889999,145.539993,148.690002,1588600,143.787827
"2021-09-21",149.509995,150.160004,145.789993,146.509995,1510600,141.679688
"2021-09-22",147.800003,151.490005,147.360001,150.320007,1647000,145.364059
"2021-09-23",159.539993,164.279999,156.889999,159.5,3742300,154.241425
"2021-09-24",160.039993,160.940002,157.25,158.699997,1313500,153.467804
"2021-09-27",158.570007,160.610001,157.460007,159.809998,1321400,154.541183
"2021-09-28",159.190002,160.320007,155.339996,155.869995,1369800,150.731079
"2021-09-29",157.100006,157.240005,153.470001,153.679993,834200,148.613312
"2021-09-30",154.399994,154.399994,151.399994,151.470001,1037500,146.476166
"2021-10-01",152.610001,157.369995,152.399994,155.960007,1129700,150.81813
"2021-10-04",155.529999,158.009995,154.350006,155.520004,1324000,150.392639
"2021-10-05",156.059998,158.389999,154.449997,156.770004,901200,151.601425
"2021-10-06",154.940002,157.520004,154.350006,157.339996,1181800,152.152634
"2021-10-07",157.309998,157.850006,155.550003,155.800003,992700,151.724136
"2021-10-08",155.580002,156.960007,154.429993,154.580002,1032200,150.536057
"2021-10-11",155.199997,156.119995,152.949997,153,693800,148.997375
"2021-10-12",153.300003,154.5,151.5,152.190002,898600,148.208588
"2021-10-13",152.789993,152.789993,148.610001,149.570007,1390100,145.657135
"2021-10-14",150.690002,151.419998,149.970001,150.580002,1227900,146.640686
"2021-10-15",151.759995,153.25,149.100006,149.149994,1218800,145.248108
"2021-10-18",148.5,149.050003,147.240005,148.800003,1090300,144.907272
"2021-10-19",149.309998,149.399994,145.389999,146.5,1173300,142.667435
"2021-10-20",142.149994,146.009995,142.149994,143.190002,1839100,139.444031
"2021-10-21",143.169998,145.839996,143.169998,145.619995,1107100,141.810455
"2021-10-22",145.199997,146.050003,143.440002,145.399994,712800,141.596207
"2021-10-25",146.029999,146.160004,143.259995,143.479996,1440100,139.726425
"2021-10-26",144.869995,146.119995,144.190002,145.740005,951600,141.927322
"2021-10-27",145.570007,145.850006,143.5,143.529999,1151000,139.775131
"2021-10-28",144.029999,144.990005,142.710007,144.949997,986600,141.15799
"2021-10-29",144.110001,146.720001,143.289993,144.139999,1177100,140.369171
"2021-11-01",144.470001,148.419998,144.289993,148.020004,975400,144.147675
"2021-11-02",147.869995,147.990005,142.850006,143.649994,906500,139.891983
"2021-11-03",143.289993,146.940002,142.149994,145.169998,1159000,141.372223
"2021-11-04",145.410004,148.470001,144.300003,146.080002,1272600,142.258438
"2021-11-05",151.869995,155.330002,150.970001,154.479996,1648300,150.43866
"2021-11-08",153.5,154.470001,152.369995,153.380005,1029200,149.367447
"2021-11-09",153.619995,155.630005,153.029999,155.610001,949200,151.539108
"2021-11-10",154.210007,155.289993,150.940002,151.690002,739100,147.721664
"2021-11-11",151.229996,152.360001,149.559998,151.100006,1021400,147.147095
"2021-11-12",150.639999,151.360001,149.279999,150.25,779300,146.319336
"2021-11-15",151.110001,151.380005,146.919998,147.679993,1069800,143.816559
"2021-11-16",147.729996,148.020004,146.539993,146.619995,1070500,142.784286
"2021-11-17",146.110001,147.940002,145.550003,147,750700,143.154358
"2021-11-18",147.460007,147.740005,144.470001,145.919998,1065600,142.1026
"2021-11-19",144.899994,144.899994,141.149994,143.160004,1256400,139.414825
"2021-11-22",143.639999,147.729996,143.259995,146.889999,1078000,143.047226
"2021-11-23",148.399994,150.580002,146.850006,148.399994,1025800,144.517715
"2021-11-24",147.039993,149.070007,146.589996,148.380005,613900,144.498245
"2021-11-26",140.470001,141.130005,137.149994,140.550003,1333300,136.873093
"2021-11-29",143.300003,143.880005,140.419998,141.75,1361800,138.041702
"2021-11-30",140.039993,140.880005,136.470001,137.949997,2213500,134.341095
"2021-12-01",141.630005,145.899994,136.369995,136.660004,1852800,133.084854
"2021-12-02",137.839996,144.350006,137.020004,143.050003,1351900,139.307693
"2021-12-03",143.639999,144.190002,141.190002,142.350006,1452400,138.625992
"2021-12-06",144.539993,148.860001,142.119995,146.639999,1119100,142.803787
"2021-12-07",148.869995,151.679993,147.660004,148.119995,865600,144.245056
"2021-12-08",148.309998,151.539993,148.309998,150.639999,797100,146.699127
"2021-12-09",150.110001,151.960007,149.429993,149.5,784000,145.588959
"2021-12-10",150.630005,152.479996,148.820007,151.809998,927700,147.838516
"2021-12-13",151.029999,152,146.520004,147.789993,1244500,143.923676
"2021-12-14",146.889999,149.490005,146.889999,149.130005,1417300,145.228622
"2021-12-15",148.800003,149.660004,145.210007,149.029999,1041700,145.131256
"2021-12-16",150.100006,151.119995,145.600006,147.130005,1624200,143.28096
"2021-12-17",139.619995,142.910004,135.220001,139.830002,4112600,136.171921
"2021-12-20",135.300003,138.699997,134.190002,138.059998,1583400,134.448227
"2021-12-21",140.009995,144.660004,139.779999,142.910004,1517100,139.171341
"2021-12-22",145.789993,146.270004,143.240005,145.130005,1012800,141.333282
"2021-12-23",146.789993,149.059998,145.630005,148.839996,1015600,144.946213
"2021-12-27",148.080002,150.25,146.740005,150.229996,654500,146.299835
"2021-12-28",149.539993,151.729996,149.169998,149.369995,686900,145.462357
"2021-12-29",150.460007,151.600006,148.919998,149.020004,748700,145.121506
"2021-12-30",148.869995,150.600006,148.869995,149.330002,595900,145.423386
"2021-12-31",149.380005,151.339996,149.380005,150.639999,572700,146.699127
"2022-01-03",150.199997,151.479996,146.039993,148.779999,1106800,144.887787
"2022-01-04",150.669998,151.880005,149.429993,151.600006,1288000,147.634018
"2022-01-05",152.160004,155.25,149.399994,149.929993,1410900,146.00769
