"","SEE.Open","SEE.High","SEE.Low","SEE.Close","SEE.Volume","SEE.Adjusted"
"2020-09-03",40.59,40.669998,39.389999,39.779999,1138200,38.854877
"2020-09-04",40.240002,40.259998,39.209999,39.779999,941900,38.854877
"2020-09-08",39.540001,39.57,38.299999,38.5,1204000,37.604645
"2020-09-09",38.669998,39.48,38.459999,39.240002,800500,38.327438
"2020-09-10",39.290001,39.689999,38.75,38.84,769100,37.936741
"2020-09-11",38.959999,39.400002,38.720001,39.23,913700,38.317665
"2020-09-14",39.490002,39.630001,39.02,39.27,1098800,38.356735
"2020-09-15",39.380001,39.779999,38.57,38.610001,1145300,37.71209
"2020-09-16",38.790001,39.240002,38.279999,38.830002,1412100,37.926975
"2020-09-17",38.990002,39.529999,38.27,39.23,1351600,38.317665
"2020-09-18",39.029999,40,39.029999,39.130001,3632400,38.219997
"2020-09-21",38.32,38.43,36.84,37.509998,1424800,36.637665
"2020-09-22",37.310001,38.200001,37.310001,37.529999,1048700,36.6572
"2020-09-23",37.43,38.139999,36.959999,37.02,836200,36.159065
"2020-09-24",36.830002,37.73,36.27,37.18,927500,36.315338
"2020-09-25",37,38.080002,37,37.849998,589100,36.969761
"2020-09-28",38.360001,38.66,37.84,37.889999,953000,37.008827
"2020-09-29",37.849998,37.990002,37.240002,37.830002,1064400,36.95023
"2020-09-30",38.07,39.169998,37.830002,38.810001,2220400,37.90744
"2020-10-01",39.099998,40.029999,38.830002,39.93,1942100,39.001392
"2020-10-02",39.200001,40.689999,39.200001,40.349998,1314200,39.411621
"2020-10-05",40.720001,41.740002,40.669998,41.040001,1270100,40.085575
"2020-10-06",41.369999,42.470001,41.130001,41.799999,1481600,40.8279
"2020-10-07",42.119999,43.02,41.66,41.959999,1868900,40.98418
"2020-10-08",42.080002,42.919998,41.919998,42.869999,699200,41.873016
"2020-10-09",43.25,43.369999,42.470001,42.68,874000,41.687431
"2020-10-12",42.98,42.98,41.84,41.970001,2038800,40.99395
"2020-10-13",41.810001,41.860001,40.93,41.52,964400,40.554413
"2020-10-14",41.75,41.990002,41.130001,41.209999,658300,40.251621
"2020-10-15",40.68,41.970001,40.650002,41.919998,817900,40.945107
"2020-10-16",42.16,42.43,41.209999,41.639999,2653900,40.671623
"2020-10-19",41.799999,41.939999,41.200001,41.380001,1705500,40.417667
"2020-10-20",41.810001,41.860001,41,41.040001,811400,40.085575
"2020-10-21",41.240002,41.490002,40.700001,41.080002,780300,40.124645
"2020-10-22",40.959999,41.43,40.91,41.16,677900,40.202785
"2020-10-23",41.310001,41.720001,41.009998,41.290001,760200,40.329765
"2020-10-26",40.93,41.27,40.439999,40.720001,1888800,39.773014
"2020-10-27",40.580002,40.939999,39.959999,40.599998,1529400,39.655807
"2020-10-28",39.990002,41.799999,39.990002,40.900002,2762400,39.948833
"2020-10-29",40.830002,41.200001,39.950001,40.169998,1351000,39.235802
"2020-10-30",40.150002,40.52,39.18,39.59,1103100,38.669292
"2020-11-02",40.139999,40.779999,39.849998,40.490002,854200,39.548363
